"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2016","Inglewood","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.56103","-113.53508","(53.56103, -113.53508)",
"2016","Alberta Avenue","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","3","18","16-20","53.56455","-113.48659","(53.56455, -113.48659)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.550490000000003","-113.48956","(53.55049, -113.48956)",
"2016","Killarney","Random","Private","Private Waste - Klondike","Small (>1sq ft<=2sqft)","5","18","16-20","53.59119","-113.48959","(53.59119, -113.48959)",
"2015","Downtown","Hot Spot","Private","EPCOR","X-Small (<=1sq ft)","1.0","16.0","16-20","53.54486","-113.50008","(53.54486, -113.50008)",
"2015","Parkdale","Hot Spot","Private","Private aste - AA Enviro","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56992","-113.4662","(53.56992, -113.4662)",
"2017","Downtown","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","5","18","16-20","53.541400000000003","-113.50803000000001","(53.5414, -113.50803)",
"2016","Strathcona","Random","Private","Commercial","Large (>9sq ft<=20sqft)","2","24","21-25","53.52494","-113.48582","(53.52494, -113.48582)",
"2016","Alberta Avenue","Random","City","ETS","Med (>2sq ft<=9sqft)","2","20","16-20","53.56999","-113.48228","(53.56999, -113.48228)",
"2017","Oliver","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","10","22","21-25","53.541029999999999","-113.52977","(53.54103, -113.52977)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.5652","-113.48795","(53.5652, -113.48795)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","2.0","22.0","21-25","53.5174","-113.4985","(53.5174, -113.4985)",
"2017","Eastwood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.575069999999997","-113.47529","(53.57507, -113.47529)",
"2016","Beverly Heights","Random","Private","Retail","Small (>1sq ft<=2sqft)","2","15","2017-11-15T00:00:00","53.5699","-113.39745","(53.5699, -113.39745)",
"2016","Westmount","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","1","18","16-20","53.54709","-113.53315","(53.54709, -113.53315)",
"2017","Inglewood","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.56579","-113.53503000000001","(53.56579, -113.53503)",
"2015","Beacon Heights","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","15.0","16-20","53.57627","-113.39629","(53.57627, -113.39629)",
"2016","Downtown","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","7","19","16-20","53.542","-113.5001","(53.542, -113.5001)",
"2015","Parkdale","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","1.0","18.0","16-20","53.56834","-113.46477","(53.56834, -113.46477)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.51663","-113.50516","(53.51663, -113.50516)",
"2017","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","5","18","16-20","53.540970000000002","-113.50412","(53.54097, -113.50412)",
"2016","Boyle Street","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","2","16","16-20","53.54454","-113.48568","(53.54454, -113.48568)",
"2017","Strathcona","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","40","36","36-40","53.518419999999999","-113.49796000000001","(53.51842, -113.49796)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","9","22","21-25","53.51853","-113.5106","(53.51853, -113.5106)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54126","-113.50086","(53.54126, -113.50086)",
"2016","Queen Alexandra","Hot Spot","Private","Private Waste - BFI","Small (>1sq ft<=2sqft)","2","16","16-20","53.51504","-113.4985","(53.51504, -113.4985)",
"2017","Downtown","Random","City","ETS","Small (>1sq ft<=2sqft)","6","17","16-20","53.546019999999999","-113.50566999999999","(53.54602, -113.50567)",
"2017","Ritchie","Random","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","4","17","16-20","53.51764","-113.48860999999999","(53.51764, -113.48861)",
"2015","Alberta Avenue","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.56029","-113.48652","(53.56029, -113.48652)",
"2016","Central McDougall","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.55752","-113.50561","(53.55752, -113.50561)",
"2015","Central McDougall","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.55096","-113.50187","(53.55096, -113.50187)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2.0","17.0","16-20","53.54603","-113.50626","(53.54603, -113.50626)",
"2017","Queen Alexandra","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.51426","-113.50397","(53.51426, -113.50397)",
"2017","Ritchie","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","15","21","21-25","53.517490000000002","-113.48935","(53.51749, -113.48935)",
"2017","Belvedere","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","5","18","16-20","53.585720000000002","-113.44240000000001","(53.58572, -113.4424)",
"2015","Queen Mary Park","Random","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.55529","-113.51501","(53.55529, -113.51501)",
"2017","Downtown","Random","Private","EPCOR","Med (>2sq ft<=9sqft)","2","16","16-20","53.54522","-113.50563","(53.54522, -113.50563)",
"2015","Oliver","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53955","-113.5112","(53.53955, -113.5112)",
"2015","Westmount","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54945","-113.53288","(53.54945, -113.53288)",
"2016","Downtown","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","5","20","16-20","53.54229","-113.49147","(53.54229, -113.49147)",
"2016","Oliver","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56623","-113.46809","(53.56623, -113.46809)",
"2016","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.51717","-113.50003","(53.51717, -113.50003)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54454","-113.49846","(53.54454, -113.49846)",
"2016","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.5429","-113.48505","(53.5429, -113.48505)",
"2015","Beverly Heights","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.56951","-113.39954","(53.56951, -113.39954)",
"2017","CPR West / Strathcona Junction","Random","Private","EPCOR","Med (>2sq ft<=9sqft)","3","21","21-25","53.503959999999999","-113.49478000000001","(53.50396, -113.49478)",
"2017","Boyle Street","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3","17","16-20","53.549579999999999","-113.47566999999999","(53.54958, -113.47567)",
"2017","Beverly Heights","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.569980000000001","-113.41811","(53.56998, -113.41811)",
"2017","McCauley","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","1","16","16-20","53.556989999999999","-113.48782","(53.55699, -113.48782)",
"2015","Garneau","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51855","-113.51054","(53.51855, -113.51054)",
"2016","Garneau","Hot Spot","Private","Commercial","X-Small (<=1sq ft)","7","19","16-20","53.51809","-113.51176","(53.51809, -113.51176)",
"2015","Eastwood","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","7.0","16.0","16-20","53.57136","-113.45864","(53.57136, -113.45864)",
"2016","McCauley","Random","Private","Residence","X-Small (<=1sq ft)","9","18","16-20","53.55007","-113.48581","(53.55007, -113.48581)",
"2015","Westmount","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54788","-113.53353","(53.54788, -113.53353)",
"2017","Queen Alexandra","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.514760000000003","-113.50530000000001","(53.51476, -113.5053)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","4.0","18.0","16-20","53.5458","-113.49756","(53.5458, -113.49756)",
"2017","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.571269999999998","-113.47356000000001","(53.57127, -113.47356)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - BFI","Small (>1sq ft<=2sqft)","3.0","22.0","21-25","53.51752","-113.49921","(53.51752, -113.49921)",
"2016","McCauley","Random","Private","Private Waste - WMI","Med (>2sq ft<=9sqft)","2","20","16-20","53.55107","-113.48988","(53.55107, -113.48988)",
"2017","Boyle Street","Random","Private","Newspaper","Small (>1sq ft<=2sqft)","4","17","16-20","53.55294","-113.47301","(53.55294, -113.47301)",
"2016","Garneau","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.5205","-113.50988","(53.5205, -113.50988)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","7.0","30.0","26-30","53.51753","-113.49685","(53.51753, -113.49685)",
"2016","McCauley","Hot Spot","Private","Church","X-Small (<=1sq ft)","1","16","16-20","53.55534","-113.48151","(53.55534, -113.48151)",
"2015","Downtown","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54351","-113.50376","(53.54351, -113.50376)",
"2016","Queen Alexandra","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","1","17","16-20","53.51525","-113.49906","(53.51525, -113.49906)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","6","19","16-20","53.517119999999998","-113.49647","(53.51712, -113.49647)",
"2017","Eastwood","Hot Spot","Private","Private Waste - Derrick Disposal","Small (>1sq ft<=2sqft)","2","16","16-20","53.571669999999997","-113.46167","(53.57167, -113.46167)",
"2016","Strathcona","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.52311","-113.4838","(53.52311, -113.4838)",
"2017","McCauley","Random","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","1","16","16-20","53.551609999999997","-113.49137","(53.55161, -113.49137)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","19","16-20","53.5182","-113.5072","(53.5182, -113.5072)",
"2016","Downtown","Random","City","Transportation Dept","Small (>1sq ft<=2sqft)","1","16","16-20","53.53896","-113.50552","(53.53896, -113.50552)",
"2016","Strathcona","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","1","24","21-25","53.51807","-113.49672","(53.51807, -113.49672)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","11","23","21-25","53.51757","-113.49916","(53.51757, -113.49916)",
"2017","Belvedere","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.586460000000002","-113.4421","(53.58646, -113.4421)",
"2015","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57444","-113.47708","(53.57444, -113.47708)",
"2017","Strathcona","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","35","33","31-35","53.51849","-113.50005","(53.51849, -113.50005)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53966","-113.49536","(53.53966, -113.49536)",
"2017","Strathcona","Hot Spot","Private","Private Waste -Waste Connections","Med (>2sq ft<=9sqft)","8","21","21-25","53.518569999999997","-113.50425","(53.51857, -113.50425)",
"2017","Queen Alexandra","Hot Spot","Private","Telus","Med (>2sq ft<=9sqft)","1","16","16-20","53.517119999999998","-113.49885999999999","(53.51712, -113.49886)",
"2015","Queen Alexandra","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.51754","-113.4996","(53.51754, -113.4996)",
"2017","Eastwood","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.570810000000002","-113.46232999999999","(53.57081, -113.46233)",
"2016","Downtown","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","3","17","16-20","53.54497","-113.49905","(53.54497, -113.49905)",
"2017","Queen Alexandra","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","30","24","21-25","53.516570000000002","-113.50148","(53.51657, -113.50148)",
"2016","Eastwood","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.57083","-113.47381","(53.57083, -113.47381)",
"2016","McCauley","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.55837","-113.48381","(53.55837, -113.48381)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","8","25","21-25","53.55153","-113.49294","(53.55153, -113.49294)",
"2016","Boyle Street","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.54479","-113.48321","(53.54479, -113.48321)",
"2017","Killarney","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.588859999999997","-113.49118","(53.58886, -113.49118)",
"2016","Queen Mary Park","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.55165","-113.51215","(53.55165, -113.51215)",
"2015","Oliver","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54011","-113.51487","(53.54011, -113.51487)",
"2017","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","5","17","16-20","53.542789999999997","-113.49224","(53.54279, -113.49224)",
"2016","Alberta Avenue","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56934","-113.40495","(53.56934, -113.40495)",
"2015","Belvedere","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.58626","-113.44215","(53.58626, -113.44215)",
"2015","McCauley","Random","Private","Residence","Small (>1sq ft<=2sqft)","6.0","18.0","16-20","53.55027","-113.48582","(53.55027, -113.48582)",
"2017","Ritchie","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1","16","16-20","53.516089999999998","-113.49267999999999","(53.51609, -113.49268)",
"2015","Alberta Avenue","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.55968","-113.49076","(53.55968, -113.49076)",
"2017","Ritchie","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","2","17","16-20","53.517690000000002","-113.49062000000001","(53.51769, -113.49062)",
"2017","Ritchie","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","4","16","16-20","53.517699999999998","-113.48573","(53.5177, -113.48573)",
"2015","Garneau","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52067","-113.52035","(53.52067, -113.52035)",
"2015","Downtown","Random","Private","Commercial","Large (>9sq ft<=20sqft)","3.0","28.0","26-30","53.53898","-113.50199","(53.53898, -113.50199)",
"2016","Queen Alexandra","Random","Private","Multi Family Dwelling","Large (>9sq ft<=20sqft)","1","19","16-20","53.55214","-113.52031","(53.55214, -113.52031)",
"2015","Queen Alexandra","Hot Spot","Private","Corporate property","Small (>1sq ft<=2sqft)","8.0","18.0","16-20","53.51709","-113.50115","(53.51709, -113.50115)",
"2015","Queen Mary Park","Random","Private","ewspaper","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.55316","-113.51394","(53.55316, -113.51394)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","4.0","16.0","16-20","53.54411","-113.50751","(53.54411, -113.50751)",
"2015","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2.0","17.0","16-20","53.54549","-113.48602","(53.54549, -113.48602)",
"2015","Downtown","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.54011","-113.49635","(53.54011, -113.49635)",
