"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51661214116461 53.61424100012733, -113.51680537483374 53.614241767179905))"
"P2022-003184","2022-05-16T00:00:00.000","2022-12-31T00:00:00.000","ROAD REPAIR","121 AVENUE NW","From FORT ROAD NW; To 79 STREET NW","FORT ROAD NW, 121 AVENUE NW, MOUNT LAWN ROAD NW, 77 STREET NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.576306319888545","-113.45948958371112","
,  
(53.576306319888545, -113.45948958371112)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49226741337375 53.54215290806888, -113.49236056790187 53.54270445818793, -113.4924524483448 53.54324845080055))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54094685773075 53.424890056749476, -113.54103714369958 53.42489451933941, -113.54464450190865 53.42489554776738))"
"P2022-005134","2022-07-25T00:00:00.000","2022-11-18T00:00:00.000","CROSSING TEMPORARY TCP","48 AVENUE NW","From 111A STREET NW; To MALMO ROAD NW",,"Actual Road Segment","2 - No Restrictions","Unknown","No","Yes","53.48541617483065","-113.52122433929684","
,  
(53.48541617483065, -113.52122433929684)",
"P2022-006720","2022-08-01T00:00:00.000","2022-09-30T00:00:00.000","PAVING","182 STREET [SOUTHBOUND SIDE] SW","From KESWICK DRIVE SW; To KESWICK DRIVE SW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.41256229224848","-113.63665299848323","
,  
(53.41256229224848, -113.63665299848323)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51097167140834 53.488196755661676, -113.51241771346774 53.488178670181945, -113.5140072072647 53.488146829457534, -113.51409830658108 53.48814106360483, -113.5156706518304 53.48813892215821, -113.51648106197415 53.488137810346636, -113.5167593440247 53.488137427300714, -113.51710439636636 53.488136951447885, -113.51759057915334 53.48814502666967, -113.51791383351852 53.488146638013475, -113.51810604714197 53.48814840698041, -113.51827322566757 53.48815156252844, -113.51887916274433 53.48816533719272, -113.5197904752197 53.4881754838958, -113.52023855852963 53.48817964619545, -113.52273185550446 53.48820277603837, -113.5240157410332 53.48820515972333, -113.52549502942111 53.48820871312365, -113.52588919193282 53.48820965685274, -113.52732854335868 53.4882130919998, -113.52881911568682 53.48821663112071, -113.53027949182463 53.48822050937058, -113.53173983456094 53.48822401480873, -113.540704546577 53.488242321910235, -113.54104611736275 53.48824300614425, -113.54122675682889 53.488252615279826, -113.54147037728184 53.4882522090879, -113.54215006642505 53.488256132119744, -113.54221878584809 53.48830318287009))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59034217693795 53.52761791261959, -113.59030752217538 53.52916544225523))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.44200811993335 53.478506507241036, -113.4418162010102 53.47831166170077, -113.44161492756331 53.478130939044256, -113.44142890934621 53.47798075080464, -113.44066683572672 53.47738777636658, -113.44029129521988 53.477062055427304, -113.4399609656696 53.476691944333446, -113.43980844619634 53.47649258909379, -113.43968772800187 53.476288559326186, -113.43959344579628 53.47612138860644, -113.43951359408881 53.47593282419868, -113.43943098070028 53.47567804419726, -113.4393599278882 53.475328946934745, -113.43932857263948 53.474905487317265, -113.43932140064709 53.47477782858285, -113.43929995901824 53.47439617145837))"
"P2022-007221","2022-09-13T00:00:00.000","2022-09-14T00:00:00.000","LANDSCAPING","111A STREET NW","From 51 AVENUE [WESTBOUND SIDE] NW; To 53 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.488988152062966","-113.5182021807388","
,  
(53.488988152062966, -113.5182021807388)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From YELLOWHEAD TRAIL [EASTBOUND SIDE] NW; To 143 STREET NW","142 STREET NW, YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.581153658194594","-113.5675648672871","
,  
(53.581153658194594, -113.5675648672871)",
"P2022-006031","2022-08-03T00:00:00.000","2022-09-28T00:00:00.000","WATER LINE REPAIR REPLACE","YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","From YELLOWHEAD TRAIL NW; To 149 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.58135971801433","-113.57452074378449","
,  
(53.58135971801433, -113.57452074378449)",
"P2022-006571","2022-08-29T00:00:00.000","2022-10-31T00:00:00.000","POWER REPAIR REPLACE","105 STREET [NORTHBOUND SIDE] NW","From 103 AVENUE NW; To 104 AVENUE NW",,"Actual Road Segment",,"No","No","No","53.545389369652064","-113.50097761354841","
,  
(53.545389369652064, -113.50097761354841)",
"P2021-009190","2021-11-02T00:00:00.000","2023-12-29T00:00:00.000","CROSSING TEMPORARY TCP","120 STREET NW","From 102 AVENUE NW; To 103 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Yes","Yes","53.54381820518424","-113.52865432229001","
,  
(53.54381820518424, -113.52865432229001)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50291363262795 53.5324780192878, -113.50395542531074 53.532473322790935))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50291714202551 53.53408701549442, -113.50298022184235 53.53409145040095, -113.50315476411605 53.53410397220699, -113.50336524640528 53.534126246509054, -113.50356263364151 53.53415427942787, -113.50377630993513 53.534193501885134, -113.5038394930481 53.53420509970126, -113.50421010939262 53.53427692762888, -113.504377763191 53.534306731206385, -113.50459488930548 53.53434142857109, -113.50498404704013 53.53439291557574, -113.50541932973896 53.534434738555106, -113.50572752786977 53.53445454639579, -113.50610741681841 53.53446699415804, -113.50653390903481 53.53446870246567, -113.50683018204775 53.534450024262796, -113.50709970906775 53.53442649525158, -113.50725654812294 53.53441355514253))"
"P2021-000120","2021-01-08T00:00:00.000","2022-09-30T00:00:00.000","WASTE BIN POD SEACAN","129 STREET NW","From 109 AVENUE NW; To 109A AVENUE NW",,"Actual Road Segment","2 - No Restrictions",,,,"53.55471372369637","-113.54454975500408","
,  
(53.55471372369637, -113.54454975500408)",
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET NW","From 79 AVENUE NW; To 80 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.51565148970112","-113.49764181330569","
,  
(53.51565148970112, -113.49764181330569)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54790756074974 53.546198000781544, -113.5479084794428 53.54668376089307, -113.54790854495563 53.54671142452657, -113.54791690725843 53.547285603188634))"
"P2022-004001","2022-08-02T00:00:00.000","2022-10-08T00:00:00.000","GAS LINE REPAIR REPLACE","100 STREET NW","From 168 AVENUE NW; To 169 AVENUE NW",,"Actual Road Segment","2 - No Restrictions",,"Yes","Yes","53.63036997769976","-113.49828914958138","
,  
(53.63036997769976, -113.49828914958138)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56581739947055 53.56288087543508, -113.567466080536 53.56288099280829))"
"P2022-001726","2022-04-04T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","92 STREET NW","From 121 AVENUE NW; To 122 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.575714375424205","-113.48268752587961","
,  
(53.575714375424205, -113.48268752587961)",
"P2022-005960","2022-07-27T00:00:00.000","2022-09-30T00:00:00.000","OTHER","86 AVENUE NW","From 152 STREET NW; To 153 STREET NW",,"Actual Road Segment",,"No","No","No","53.51854906809076","-113.58399895361299","
,  
(53.51854906809076, -113.58399895361299)",
"P2022-006229","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","128 AVENUE NW","From 123 STREET NW; To 123A STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","No","53.58605049819275","-113.53427264414553","
,  
(53.58605049819275, -113.53427264414553)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53504245682602 53.62885659874871, -113.5350554869724 53.6288860663202, -113.53850592360891 53.628885532502956, -113.5404927751309 53.62883921296716, -113.54108611560889 53.62882527287647))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49556974442477 53.540931213692325, -113.49740490306705 53.54092545339449))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47479590453882 53.57038827849296, -113.47577397496312 53.57039185417422, -113.47618828319288 53.57039192033503, -113.47673076817686 53.5703880797214))"
"P2022-006943","2022-08-29T00:00:00.000","2022-09-19T00:00:00.000","SEWER REPAIR REPLACE","34 AVENUE NW","From 114 STREET NW; To 119 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.4674067620752","-113.53364280611986","
,  
(53.4674067620752, -113.53364280611986)",
"P2022-006386","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","125 STREET NW","From 114 AVENUE NW; To 115 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","No","53.56445327894228","-113.53771737982441","
,  
(53.56445327894228, -113.53771737982441)",
"P2022-004658","2022-06-20T00:00:00.000","2022-09-30T00:00:00.000","SIGN INSTALL","WHITEMUD DRIVE [EASTBOUND SIDE] NW","From 178 STREET [NORTHBOUND SIDE] NW; To 170 STREET [SOUTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.51187614844973","-113.62316179225589","
,  
(53.51187614844973, -113.62316179225589)",
"P2022-003915","2022-06-02T00:00:00.000","2022-09-30T00:00:00.000","PAVING","110 AVENUE NW","From 139 STREET NW; To 140 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.55720250532593","-113.5622401935741","
,  
(53.55720250532593, -113.5622401935741)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48940818473184 53.54856959017756, -113.49025619628937 53.548440577389705, -113.49034149011096 53.54842760061712, -113.49081577587005 53.54839156467416, -113.49154398542478 53.548336231973835, -113.49160668824025 53.54834423651351, -113.49162538273356 53.548350838145076))"
"P2022-004001","2022-08-02T00:00:00.000","2022-10-08T00:00:00.000","GAS LINE REPAIR REPLACE","168 AVENUE NW","From 168 AVENUE NW; To 168 AVENUE NW",,"No Spatial Reference","2 - No Restrictions",,"Yes","Yes",,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.60264729327076 53.54870980081261, -113.60266474407155 53.54982166017909))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.60413920706903 53.60153853862446, -113.60470416764032 53.60181343240684, -113.60487263987861 53.60188699644846, -113.6050865566321 53.601961161091964, -113.60533242223009 53.60202340460093, -113.6056079034118 53.602068853340924, -113.60588506571071 53.602091442719896, -113.60698445581926 53.60208903706134, -113.61340079621401 53.602053337623154, -113.61499089270549 53.60204562878863))"
"P2022-003078","2022-06-06T00:00:00.000","2022-09-30T00:00:00.000","DRAINAGE TUNNEL SHAFT","125 STREET NW","From 106 AVENUE NW; To 107 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.550140649706506","-113.53767560316571","
,  
(53.550140649706506, -113.53767560316571)",
"P2022-002091","2022-06-27T00:00:00.000","2022-09-19T00:00:00.000","DRAINAGE TUNNEL SHAFT","105 STREET NW","From 79 AVENUE NW; To 80 AVENUE NW","80 AVENUE NW, 105 STREET NW","Actual Road Segment","2 - No Restrictions","No","Yes","No","53.515654721898755","-113.500457902168","
,  
(53.515654721898755, -113.500457902168)",
"P2022-002322","2022-04-25T00:00:00.000","2022-11-12T00:00:00.000","ROAD CONSTRUCTION REHAB","165 AVENUE NW","From 166 AVENUE NW; To 165 AVENUE NW",,"Lat/Long Point for Reference","2 - No Restrictions","Yes","Yes","Yes","53.625372236654435","-113.5129145056229","
,  
(53.625372236654435, -113.5129145056229)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43705800242425 53.578214945943, -113.43667213301366 53.57821321266021, -113.43648248786452 53.57822020658784, -113.43626379594258 53.578229755449264, -113.43607525460213 53.578236790349926, -113.43592692413253 53.578245577729554, -113.43578945110909 53.57825630530199, -113.43565929506696 53.57826877952985, -113.43553384806226 53.57828296557022, -113.43538563313945 53.57830250959162, -113.43521874115389 53.57832820513537, -113.43508886413552 53.57835097549003, -113.43497212020957 53.578373572476515, -113.4348498756208 53.578399454451535, -113.43470666747585 53.57843275633294, -113.43455021162234 53.57847296089958, -113.43431496533312 53.578541354567136, -113.43410008610904 53.57861279121887, -113.43394900330969 53.578668581913135, -113.43379280039362 53.578731504542965, -113.43359861981679 53.578817854538606, -113.43343233763736 53.57889957047205, -113.43335973545037 53.57893737486863, -113.43328825579668 53.578975696836004, -113.43311354671565 53.579073080669325, -113.43291779315015 53.57918655364484, -113.43075488861645 53.58044519267255, -113.43031700184102 53.580679497962585, -113.43007495348417 53.580799722969616, -113.42965206034508 53.580990261750415, -113.42938807847104 53.581097514706414, -113.42923159731768 53.58115718974323, -113.42910125465133 53.58120478616483, -113.42885800222301 53.58128717599181, -113.42857707149425 53.581378042672846, -113.42828837650434 53.58146186206513, -113.42795158047467 53.58154997288315, -113.42763575432505 53.58162361261714, -113.42741664888275 53.58166980591285, -113.42713828183004 53.581722911732115, -113.4267951756967 53.58178063906432, -113.42646650961896 53.581830912345815, -113.42603245762577 53.581894316751566, -113.42545302254271 53.58197265857552, -113.42495174361336 53.5820346897103, -113.42426476662474 53.58203654991447, -113.42361825756743 53.58205337720846, -113.42323513742402 53.582068435632145, -113.42298804451916 53.582075999495444, -113.42269955783749 53.58208200297732, -113.42227275069268 53.5820852286223, -113.42186725818581 53.58208214508654, -113.42124737573432 53.5820658360843, -113.4201940182789 53.582020367738224, -113.41968696128262 53.58199665955441, -113.41906222115176 53.5819729989275, -113.41874284447954 53.58196343172362, -113.41845216263263 53.58195823028031))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45998303824277 53.5798458799188, -113.45998593867441 53.58139523893248))"
"P2021-003010","2021-05-10T00:00:00.000","2022-11-15T00:00:00.000","DRAINAGE INSTALL","56 STREET NW","From 125 AVENUE NW; To 125A AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.58250881977532","-113.42760465132825","
,  
(53.58250881977532, -113.42760465132825)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43307515362092 53.53335916177042, -113.43334830221099 53.533774919520596, -113.43362636079027 53.534189086126304))"
"P2021-010120","2021-12-06T00:00:00.000","2022-12-02T00:00:00.000","CROSSING TEMPORARY TCP","97A AVENUE NW","From 143A STREET NW; To 144 STREET NW",,"Actual Road Segment","2 - No Restrictions",,"Yes","Yes","53.53546342357753","-113.56981804663009","
,  
(53.53546342357753, -113.56981804663009)",
"P2021-003010","2021-05-10T00:00:00.000","2022-11-15T00:00:00.000","DRAINAGE INSTALL","FORT ROAD NW","From 122 AVENUE NW; To WILLIAM SHORT ROAD NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.57783575337632","-113.45808635579557","
,  
(53.57783575337632, -113.45808635579557)",
"P2022-005581","2022-08-02T00:00:00.000","2022-10-14T00:00:00.000","ROAD CONSTRUCTION REHAB","119 AVENUE NW","From ABBOTTSFIELD TRANSIT CENTRE NW; To 34 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","Yes","53.57194299866012","-113.39176094370363","
,  
(53.57194299866012, -113.39176094370363)",
"P2022-006323","2022-08-15T00:00:00.000","2022-11-04T00:00:00.000","OTHER","103 AVENUE NW","From 103 STREET NW; To 104 STREET NW","103 STREET NW, 103 AVENUE NW","Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.544600432713224","-113.49831345773123","
,  
(53.544600432713224, -113.49831345773123)",
"P2022-005292","2022-07-20T00:00:00.000","2022-09-30T00:00:00.000","TELECOM INSTALL","69 STREET SW","From 14 AVENUE SW; To STANTON DRIVE SW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Yes","Unknown","53.420543518478304","-113.44638420600006","
,  
(53.420543518478304, -113.44638420600006)",
"P2022-007234","2022-09-06T00:00:00.000","2022-09-23T00:00:00.000","SEWER REPAIR REPLACE","120 STREET NW","From 83 AVENUE NW; To 120 STREET NW",,"Lat/Long Point for Reference","2 - No Restrictions","No","Yes","No","53.519523838987865","-113.53624432341232","
,  
(53.519523838987865, -113.53624432341232)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53127144307416 53.50830974984402, -113.53134137941545 53.50830623443013, -113.53140882985117 53.508294671030136, -113.53259304400764 53.5080157614673, -113.53279227896985 53.507963236222615, -113.5329493485224 53.50791618123813, -113.53387256496605 53.5076177162165, -113.53479458006805 53.50731962795515, -113.53503078772223 53.50726605152162, -113.53528033926429 53.50724224120528, -113.53553287320855 53.5072490505988, -113.53577749081428 53.50728706350961, -113.53777783841156 53.50775079489389, -113.53850086690699 53.50791840054297))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51204212592124 53.51520660380988, -113.51500382029032 53.51521105360124))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51204212592124 53.51520660380988, -113.51204282694799 53.51568072001854, -113.51204352801338 53.5161548742924))"
"P2022-003915","2022-06-02T00:00:00.000","2022-09-30T00:00:00.000","PAVING","110 AVENUE NW","From 136 STREET NW; To 137 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.55720315532782","-113.55767648086979","
,  
(53.55720315532782, -113.55767648086979)",
"P2022-002040","2022-05-02T00:00:00.000","2022-10-31T00:00:00.000","SEWER INSTALL","MILL WOODS ROAD NW","From 36B AVENUE NW; To 37 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.47063731588559","-113.4516997569619","
,  
(53.47063731588559, -113.4516997569619)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53116679080033 53.408568482142584, -113.52646362072618 53.41153096839681, -113.5228736787552 53.413844068210615))"
