"row_id","branch","branch_name","holds","title","authour","date","web_link"
"EPLHVY20211018Beach read / Emily Henry","EPLHVY","Heritage Valley","109","Beach read / Emily Henry","Henry Emily","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Beach%20read%20%2F%20Emily%20Henry"
"EPLHVY20211018Chatter : the voice in our head, why it matters, and how to harness it / Ethan Kross","EPLHVY","Heritage Valley","69","Chatter : the voice in our head, why it matters, and how to harness it / Ethan Kross","Kross Ethan","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Chatter%20%3A%20the%20voice%20in%20our%20head%2C%20why%20it%20matters%2C%20and%20how%20to%20harness%20it%20%2F%20Ethan%20Kross"
"EPLHVY20211018Crying in H Mart : a memoir / Michelle Zauner","EPLHVY","Heritage Valley","171","Crying in H Mart : a memoir / Michelle Zauner","Zauner Michelle","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Crying%20in%20H%20Mart%20%3A%20a%20memoir%20%2F%20Michelle%20Zauner"
"EPLHVY20211018Dog Man unleashed / written and illustrated by Dav Pilkey as George Beard and Harold Hutchins ; with interior color by Jose Garibaldi","EPLHVY","Heritage Valley","79","Dog Man unleashed / written and illustrated by Dav Pilkey as George Beard and Harold Hutchins ; with interior color by Jose Garibaldi","Pilkey Dav \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Dog%20Man%20unleashed%20%2F%20written%20and%20illustrated%20by%20Dav%20Pilkey%20as%20George%20Beard%20and%20Harold%20Hutchins%20%3B%20with%20interior%20color%20by%20Jose%20Garibaldi"
"EPLHVY20211018Howl of the Wind Dragon: A Branches Book (Dragon Masters #20) / by Tracey  West","EPLHVY","Heritage Valley","115","Howl of the Wind Dragon: A Branches Book (Dragon Masters #20) / by Tracey  West","West Tracey","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Howl%20of%20the%20Wind%20Dragon%3A%20A%20Branches%20Book%20%28Dragon%20Masters%20%2320%29%20%2F%20by%20Tracey%20%20West"
"EPLHVY20211018Red, white & royal blue / Casey McQuiston","EPLHVY","Heritage Valley","82","Red, white & royal blue / Casey McQuiston","Mcquiston Casey","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Red%2C%20white%20%26%20royal%20blue%20%2F%20Casey%20McQuiston"
"EPLHVY20211018Silverview / by John  le Carre","EPLHVY","Heritage Valley","77","Silverview / by John  le Carre","Le Carre John","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Silverview%20%2F%20by%20John%20%20le%20Carre"
"EPLHVY20211018The secret history / Donna Tartt","EPLHVY","Heritage Valley","71","The secret history / Donna Tartt","Tartt Donna","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20secret%20history%20%2F%20Donna%20Tartt"
"EPLHVY20211018Wings of fire. Book four, The dark secret : the graphic novel / by Tui T. Sutherland ; adapted by Barry Deutsch and Rachel Swirsky ; art by Mike Holmes ; color by Maarta Laiho","EPLHVY","Heritage Valley","123","Wings of fire. Book four, The dark secret : the graphic novel / by Tui T. Sutherland ; adapted by Barry Deutsch and Rachel Swirsky ; art by Mike Holmes ; color by Maarta Laiho","Deutsch Barry","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Wings%20of%20fire%2E%20Book%20four%2C%20The%20dark%20secret%20%3A%20the%20graphic%20novel%20%2F%20by%20Tui%20T%2E%20Sutherland%20%3B%20adapted%20by%20Barry%20Deutsch%20and%20Rachel%20Swirsky%20%3B%20art%20by%20Mike%20Holmes%20%3B%20color%20by%20Maarta%20Laiho"
"EPLHVY20211018Wintering : the power of rest and retreat in difficult times / Katherine May","EPLHVY","Heritage Valley","72","Wintering : the power of rest and retreat in difficult times / Katherine May","May Katherine","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Wintering%20%3A%20the%20power%20of%20rest%20and%20retreat%20in%20difficult%20times%20%2F%20Katherine%20May"
"EPLIDY20211018A court of thorns and roses / Sarah J. Maas","EPLIDY","Idylwylde (Bonnie Doon)","121","A court of thorns and roses / Sarah J. Maas","Maas Sarah J","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=A%20court%20of%20thorns%20and%20roses%20%2F%20Sarah%20J%2E%20Maas"
"EPLIDY20211018Better Off Dead / by Lee  Child","EPLIDY","Idylwylde (Bonnie Doon)","166","Better Off Dead / by Lee  Child","Child Lee","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Better%20Off%20Dead%20%2F%20by%20Lee%20%20Child"
"EPLIDY20211018Gravel heart / Abdulrazak Gurnah","EPLIDY","Idylwylde (Bonnie Doon)","83","Gravel heart / Abdulrazak Gurnah","Gurnah Abdulrazak \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Gravel%20heart%20%2F%20Abdulrazak%20Gurnah"
"EPLIDY20211018It ends with us / Colleen Hoover","EPLIDY","Idylwylde (Bonnie Doon)","342","It ends with us / Colleen Hoover","Hoover Colleen","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=It%20ends%20with%20us%20%2F%20Colleen%20Hoover"
"EPLIDY20211018Malibu rising : a novel / Taylor Jenkins Reid","EPLIDY","Idylwylde (Bonnie Doon)","277","Malibu rising : a novel / Taylor Jenkins Reid","Reid Taylor Jenkins","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Malibu%20rising%20%3A%20a%20novel%20%2F%20Taylor%20Jenkins%20Reid"
"EPLIDY20211018Nothing But the Truth / by Marie  Henein","EPLIDY","Idylwylde (Bonnie Doon)","95","Nothing But the Truth / by Marie  Henein","Henein Marie","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Nothing%20But%20the%20Truth%20%2F%20by%20Marie%20%20Henein"
"EPLIDY20211018The forest of vanishing stars / Kristin Harmel","EPLIDY","Idylwylde (Bonnie Doon)","80","The forest of vanishing stars / Kristin Harmel","Harmel Kristin","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20forest%20of%20vanishing%20stars%20%2F%20Kristin%20Harmel"
"EPLIDY20211018The lost apothecary / Sarah Penner","EPLIDY","Idylwylde (Bonnie Doon)","68","The lost apothecary / Sarah Penner","Penner Sarah","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20lost%20apothecary%20%2F%20Sarah%20Penner"
"EPLIDY20211018The menopause manifesto : own your health with facts and feminism / Dr. Jen Gunter","EPLIDY","Idylwylde (Bonnie Doon)","75","The menopause manifesto : own your health with facts and feminism / Dr. Jen Gunter","Gunter Jen","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20menopause%20manifesto%20%3A%20own%20your%20health%20with%20facts%20and%20feminism%20%2F%20Dr%2E%20Jen%20Gunter"
