"category","year","neighbourhood","address","quadrant","ward","latitude","longitude","location","geometry_point"
"General","2014","Westmount","11015 - 126 STREET","NW","6","53.557809","-113.539217","
,  
(53.557809, -113.539217)","POINT (-113.539217 53.557809)"
"General","2014","Wellington","13812 - 132 AVENUE","NW","2","53.592745","-113.558635","
,  
(53.592745, -113.558635)","POINT (-113.558635 53.592745)"
"General","2015","Caernarvon","15236  -  122 STREET","NW","2","53.6156516123091","-113.532993875118","
,  
(53.6156516123091, -113.532993875118)","POINT (-113.532993875118 53.6156516123091)"
"General","2014","Kensington","12308 - 135 AVENUE","NW","2","53.596411","-113.500515","
,  
(53.596411, -113.500515)","POINT (-113.500515 53.596411)"
"General","2017","Westmount","10533 - 125 STREET","NW","6.0","53.548817005666294","-113.53720813085421","
,  
(53.548817005666294, -113.53720813085421)","POINT (-113.53720813085421 53.548817005666294)"
"General","2015","Strathearn","9281  -  87 STREET","SE","8","53.5290847927101","-113.460375337896","
,  
(53.5290847927101, -113.460375337896)","POINT (-113.460375337896 53.5290847927101)"
"Tiny Yards","2018","Ormsby Place","6372 - 184 STREET NW","W","5","53.49813303826044","-113.6414076864228","
,  
(53.49813303826044, -113.6414076864228)","POINT (-113.6414076864228 53.49813303826044)"
"General","2018","Ottewell","6912 - 97 AVENUE NW","SE","8","53.53671721875352","-113.43617801833368","
,  
(53.53671721875352, -113.43617801833368)","POINT (-113.43617801833368 53.53671721875352)"
"General","2015","Ritchie","9522  -  72 AVENUE","SE","11","53.5087569987253","-113.474665601431","
,  
(53.5087569987253, -113.474665601431)","POINT (-113.474665601431 53.5087569987253)"
"General","2017","West Meadowlark Park","9315 - 168 STREET","WEST","1.0","53.529547915423414","-113.61193724968739","
,  
(53.529547915423414, -113.61193724968739)","POINT (-113.61193724968739 53.529547915423414)"
"Natural","2016","Pleasantview","5816 - 109A STREET","SW","10","53.4957089975674","-113.51401838945067","
,  
(53.4957089975674, -113.51401838945067)","POINT (-113.51401838945067 53.4957089975674)"
"General","2016","Kensington","13220 - 117 STREET","NW","2","53.592895319806125","-113.52400878460533","
,  
(53.592895319806125, -113.52400878460533)","POINT (-113.52400878460533 53.592895319806125)"
"General","2015","Inglewood","11204  -  127 STREET","NW","2","53.5606662197526","-113.541651160283","
,  
(53.5606662197526, -113.541651160283)","POINT (-113.541651160283 53.5606662197526)"
"General","2017","Fulton Place","10536 - 50A STREET","SE","8.0","53.550257034695136","-113.42034200923334","
,  
(53.550257034695136, -113.42034200923334)","POINT (-113.42034200923334 53.550257034695136)"
"General","2017","Lauderdale","13120 - 108 STREET","NW","2.0","53.591317979855084","-113.50727614488873","
,  
(53.591317979855084, -113.50727614488873)","POINT (-113.50727614488873 53.591317979855084)"
"General","2015","Grovenor","14502  -  103 AVENUE","W","6","53.5442602319516","-113.571097960741","
,  
(53.5442602319516, -113.571097960741)","POINT (-113.571097960741 53.5442602319516)"
"General","2017","Hairsine","3025 - 142 AVENUE","NE","4.0","53.606236985285534","-113.38731670303706","
,  
(53.606236985285534, -113.38731670303706)","POINT (-113.38731670303706 53.606236985285534)"
"General","2016","Athlone","13825 - 130 AVENUE","NW","2","53.58838251547121","-113.55999825548322","
,  
(53.58838251547121, -113.55999825548322)","POINT (-113.55999825548322 53.58838251547121)"
"General","2018","Athlone","257 - DUNVEGAN ROAD NW","NW","2","53.58549854062656","-113.55577479151344","
,  
(53.58549854062656, -113.55577479151344)","POINT (-113.55577479151344 53.58549854062656)"
"General","2014","Westwood","12234 - 106 STREET","NW","2","53.577817","-113.503239","
,  
(53.577817, -113.503239)","POINT (-113.503239 53.577817)"
"General","2018","Ogilvie Ridge","312 - O'CONNOR CLOSE NW","SW","9","53.46579033374019","-113.5695264667612","
,  
(53.46579033374019, -113.5695264667612)","POINT (-113.5695264667612 53.46579033374019)"
"Tiny Yards","2018","South Terwillegar","6816 - SPEAKER VISTA NW","SW","9","53.44206964951422","-113.57324806250894","
,  
(53.44206964951422, -113.57324806250894)","POINT (-113.57324806250894 53.44206964951422)"
"General","2016","Lorelei","16535 - 104 STREET","NW","3","53.62743383219222","-113.5032577071465","
,  
(53.62743383219222, -113.5032577071465)","POINT (-113.5032577071465 53.62743383219222)"
"General","2015","Jamieson Place","18407  -  57 AVENUE","W","5","53.4915026468888","-113.640907394484","
,  
(53.4915026468888, -113.640907394484)","POINT (-113.640907394484 53.4915026468888)"
"General","2015","Brookside","5704  -  144 STREET","SW","9","53.4949650548447","-113.570375134125","
,  
(53.4949650548447, -113.570375134125)","POINT (-113.570375134125 53.4949650548447)"
"General","2017","Glenora","13319 - 106A AVENUE","WEST","6.0","53.55008022823017","-113.55267558428439","
,  
(53.55008022823017, -113.55267558428439)","POINT (-113.55267558428439 53.55008022823017)"
"General","2015","Caernarvon","14735  -  123 STREET","NW","2","53.6100247907945","-113.534650419234","
,  
(53.6100247907945, -113.534650419234)","POINT (-113.534650419234 53.6100247907945)"
"General","2014","Montrose","5911 - 121 AVENUE","NW","7","53.575104","-113.43383","
,  
(53.575104, -113.43383)","POINT (-113.43383 53.575104)"
"General","2017","Michaels Park","991 - MILLBOURNE ROAD EAST","SE","11.0","53.48024845014633","-113.44533901202927","
,  
(53.48024845014633, -113.44533901202927)","POINT (-113.44533901202927 53.48024845014633)"
"Public Space","2017","Inglewood","12330 - 113 AVENUE","NW","2.0","53.562379779913435","-113.5356259671478","
,  
(53.562379779913435, -113.5356259671478)","POINT (-113.5356259671478 53.562379779913435)"
"General","2017","Summerside","8316 - SUMMERSIDE GRANDE BOULEVARD SW","SE","12.0","53.41789781828138","-113.46362987828171","
,  
(53.41789781828138, -113.46362987828171)","POINT (-113.46362987828171 53.41789781828138)"
"General","2018","Rideau Park","10723 - 42 AVENUE NW","SW","10","53.478956826917766","-113.50955955384303","
,  
(53.478956826917766, -113.50955955384303)","POINT (-113.50955955384303 53.478956826917766)"
"General","2016","Crestwood","13723 - SUMMIT POINT","W","1","53.53627614147934","-113.55883480307672","
,  
(53.53627614147934, -113.55883480307672)","POINT (-113.55883480307672 53.53627614147934)"
"General","2017","Rosslyn","10935 - 134A AVENUE","NW","2.0","53.595500873038986","-113.51055081176173","
,  
(53.595500873038986, -113.51055081176173)","POINT (-113.51055081176173 53.595500873038986)"
"General","2018","Inglewood","11231 - 126 STREET NW","NW","2","53.56148462283573","-113.53883550836628","
,  
(53.56148462283573, -113.53883550836628)","POINT (-113.53883550836628 53.56148462283573)"
"General","2018","Glenora","10303 - 138 STREET NW","W","6","53.54481200571426","-113.55924884289198","
,  
(53.54481200571426, -113.55924884289198)","POINT (-113.55924884289198 53.54481200571426)"
"General","2015","Royal Gardens","11427  -  43 AVENUE","SW","10","53.4790531617416","-113.526486070672","
,  
(53.4790531617416, -113.526486070672)","POINT (-113.526486070672 53.4790531617416)"
"General","2017","Calder","12931 - 123 STREET","NW","2.0","53.588566423059184","-113.53295282009971","
,  
(53.588566423059184, -113.53295282009971)","POINT (-113.53295282009971 53.588566423059184)"
"General","2018","Rosslyn","13528 - 102 STREET NW","NW","2","53.59827893226903","-113.49574452482489","
,  
(53.59827893226903, -113.49574452482489)","POINT (-113.49574452482489 53.59827893226903)"
"General","2016","Crestwood","9628 - RIVERSIDE DRIVE","W","1","53.53449176040721","-113.5605175641673","
,  
(53.53449176040721, -113.5605175641673)","POINT (-113.5605175641673 53.53449176040721)"
"General","2016","Griesbach","2220 - STAN WATERS AVENUE","NW","2","53.60114173704466","-113.50333942409348","
,  
(53.60114173704466, -113.50333942409348)","POINT (-113.50333942409348 53.60114173704466)"
"General","2018","Athlone","13817 - 130 AVENUE NW","NW","2","53.588446074576446","-113.55964697281287","
,  
(53.588446074576446, -113.55964697281287)","POINT (-113.55964697281287 53.588446074576446)"
"General","2016","Belmont","13013 - 32A STREET","NE","4","53.58947663787028","-113.39054959436673","
,  
(53.58947663787028, -113.39054959436673)","POINT (-113.39054959436673 53.58947663787028)"
"General","2017","Oleskiw","124 - WOLF WILLOW CLOSE","WEST","5.0","53.50388544953922","-113.60967010345581","
,  
(53.50388544953922, -113.60967010345581)","POINT (-113.60967010345581 53.50388544953922)"
"General","2017","Fulton Place","5304 - 105 AVENUE","SE","8.0","53.5489230261792","-113.42135611872311","
,  
(53.5489230261792, -113.42135611872311)","POINT (-113.42135611872311 53.5489230261792)"
"General","2017","Brookside","13904 - 52 AVENUE","SW","9.0","53.48985726207809","-113.5627282200535","
,  
(53.48985726207809, -113.5627282200535)","POINT (-113.5627282200535 53.48985726207809)"
"General","2015","Patricia Heights","16516  -  78 AVENUE","W","5","53.5115332922157","-113.606228120839","
,  
(53.5115332922157, -113.606228120839)","POINT (-113.606228120839 53.5115332922157)"
"Tiny Yards","2018","Mayliewan","8019 - 160 AVENUE NW","NE","3","53.62055833705752","-113.46552818301784","
,  
(53.62055833705752, -113.46552818301784)","POINT (-113.46552818301784 53.62055833705752)"
"General","2015","Kensington","11711  -  134A AVENUE","NW","2","53.5955577184717","-113.523799803165","
,  
(53.5955577184717, -113.523799803165)","POINT (-113.523799803165 53.5955577184717)"
"Natural","2017","Belvedere","13327 - 64 STREET","NE","4.0","53.59477527209539","-113.43945984889905","
,  
(53.59477527209539, -113.43945984889905)","POINT (-113.43945984889905 53.59477527209539)"
"General","2018","Glenora","10102 - 140 STREET NW","W","6","53.54156506523702","-113.56332559913656","
,  
(53.54156506523702, -113.56332559913656)","POINT (-113.56332559913656 53.54156506523702)"
"General","2018","Caernarvon","12204 - 152C AVENUE NW","NW","2","53.616659103342684","-113.53208335376691","
,  
(53.616659103342684, -113.53208335376691)","POINT (-113.53208335376691 53.616659103342684)"
"General","2016","Highlands","11023 - 64 STREET","NE","7","53.56318812131052","-113.43537962015282","
,  
(53.56318812131052, -113.43537962015282)","POINT (-113.43537962015282 53.56318812131052)"
"General","2018","Westmount","10828 - 131 STREET NW","NW","6","53.55337989872898","-113.54840039550521","
,  
(53.55337989872898, -113.54840039550521)","POINT (-113.54840039550521 53.55337989872898)"
"General","2018","Kensington","13556 - 123 STREET NW","NW","2","53.59828070369866","-113.53382756452872","
,  
(53.59828070369866, -113.53382756452872)","POINT (-113.53382756452872 53.59828070369866)"
"General","2014","North Glenora","13538 - 110A AVENUE","NW","6","53.558195","-113.558477","
,  
(53.558195, -113.558477)","POINT (-113.558477 53.558195)"
"General","2017","Garneau","10923 - 79 AVENUE","SW","8.0","53.51493737771977","-113.51322038807457","
,  
(53.51493737771977, -113.51322038807457)","POINT (-113.51322038807457 53.51493737771977)"
"General","2016","Lorelei","83 - LORELEI CLOSE","NW","3","53.622213866053116","-113.50131010294388","
,  
(53.622213866053116, -113.50131010294388)","POINT (-113.50131010294388 53.622213866053116)"
"General","2015","Evansdale","14404  -  85 STREET","NE","3","53.60714611022","-113.47124340246","
,  
(53.60714611022, -113.47124340246)","POINT (-113.47124340246 53.60714611022)"
"Edible","2015","Wellington","13604  -  135A AVENUE","NW","2","53.5973890610484","-113.554941978871","
,  
(53.5973890610484, -113.554941978871)","POINT (-113.554941978871 53.5973890610484)"
"General","2018","Rosslyn","10316 - 135 AVENUE NW","NW","2","53.59690550906234","-113.49822315058479","
,  
(53.59690550906234, -113.49822315058479)","POINT (-113.49822315058479 53.59690550906234)"
"General","2017","Capilano","10712 - 69 STREET","SE","8.0","53.55407533600339","-113.4332979009572","
,  
(53.55407533600339, -113.4332979009572)","POINT (-113.4332979009572 53.55407533600339)"
"General","2018","Lauderdale","13131 - 109 STREET NW","NW","2","53.59146386137069","-113.50778798974956","
,  
(53.59146386137069, -113.50778798974956)","POINT (-113.50778798974956 53.59146386137069)"
"General","2014","Lendrum Place","5423 - 113A STREET","NW","10","53.491493","-113.521792","
,  
(53.491493, -113.521792)","POINT (-113.521792 53.491493)"
"General","2014","Windsor Park","8476 - 118 STREET","NW","8","53.521805","-113.534619","
,  
(53.521805, -113.534619)","POINT (-113.534619 53.521805)"
"General","2015","Westmount","10911  -  132 STREET","NW","6","53.5543794383029","-113.54912280358","
,  
(53.5543794383029, -113.54912280358)","POINT (-113.54912280358 53.5543794383029)"
"General","2017","Carlisle","14348 - 122 STREET","NW","2.0","53.60634839377719","-113.53109450917239","
,  
(53.60634839377719, -113.53109450917239)","POINT (-113.53109450917239 53.60634839377719)"
"General","2017","Rhatigan Ridge","708 - REVELL CRESCENT","SW","9.0","53.4710386045586","-113.5874711953676","
,  
(53.4710386045586, -113.5874711953676)","POINT (-113.5874711953676 53.4710386045586)"
"General","2018","Glenora","10330 - 139 STREET NW","W","6","53.545558279417726","-113.56180589427491","
,  
(53.545558279417726, -113.56180589427491)","POINT (-113.56180589427491 53.545558279417726)"
"General","2014","Riverdale","9940 - 88 STREET","NW","6","53.542103","-113.466944","
,  
(53.542103, -113.466944)","POINT (-113.466944 53.542103)"
"General","2015","Virginia Park","10907  -  75 STREET","NE","7","53.5596744421574","-113.45074873099","
,  
(53.5596744421574, -113.45074873099)","POINT (-113.45074873099 53.5596744421574)"
"General","2016","Kensington","13232 - 115 STREET","NW","2","53.59333098683876","-113.52059025142633","
,  
(53.59333098683876, -113.52059025142633)","POINT (-113.52059025142633 53.59333098683876)"
"General","2017","Crestwood","14120 - 97 AVENUE","WEST","1.0","53.535107725795775","-113.56431224643704","
,  
(53.535107725795775, -113.56431224643704)","POINT (-113.56431224643704 53.535107725795775)"
"General","2017","Bulyea Heights","458 - BUTCHART DRIVE","SW","9.0","53.4749075809096","-113.56396227533331","
,  
(53.4749075809096, -113.56396227533331)","POINT (-113.56396227533331 53.4749075809096)"
"General","2017","Miller","15024 - MILLER BOULEVARD","NE","4.0","53.61279469123429","-113.41146055314793","
,  
(53.61279469123429, -113.41146055314793)","POINT (-113.41146055314793 53.61279469123429)"
"General","2016","Wild Rose","3735 - 30 STREET","SE","12","53.47174992210119","-113.38531247774536","
,  
(53.47174992210119, -113.38531247774536)","POINT (-113.38531247774536 53.47174992210119)"
"General","2015","Griesbach","5026  -  DEWOLF ROAD","NW","2","53.6003252495594","-113.506236261284","
,  
(53.6003252495594, -113.506236261284)","POINT (-113.506236261284 53.6003252495594)"
"General","2014","Strathcona","9625 - 99A STREET","NW","8","53.535205","-113.485403","
,  
(53.535205, -113.485403)","POINT (-113.485403 53.535205)"
"General","2017","Klarvatten","8812 - 170A AVENUE","NE","3.0","53.63229952878422","-113.47687934553046","
,  
(53.63229952878422, -113.47687934553046)","POINT (-113.47687934553046 53.63229952878422)"
"General","2015","Bannerman","14242  -  22A STREET","NE","4","53.6068057352616","-113.375546999511","
,  
(53.6068057352616, -113.375546999511)","POINT (-113.375546999511 53.6068057352616)"
"General","2015","Athlone","13133  -  137 STREET","NW","2","53.591278063321","-113.556289067","
,  
(53.591278063321, -113.556289067)","POINT (-113.556289067 53.591278063321)"
"General","2018","Strathcona","9630 - 99A STREET NW","SW","8","53.53530686508062","-113.48580733649489","
,  
(53.53530686508062, -113.48580733649489)","POINT (-113.48580733649489 53.53530686508062)"
"General","2015","Kensington","12320  -  135 AVENUE","NW","2","53.596687339792","-113.536225895079","
,  
(53.596687339792, -113.536225895079)","POINT (-113.536225895079 53.596687339792)"
