"neighborhood","site_type","category","target","size","number_of_tags","lir_value","latitude","longitude","location","group_value","icon","geometry_point"
"Killarney","Random","Marker / Plain Graffiti","Fence","Large (>9sq ft<=20sqft)","1","25","53.5874166666667","-113.491233333333","
,  
(53.5874166666667, -113.491233333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.491233333333 53.5874166666667)"
"Beverly Heights","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","18","53.5704","-113.3984","
,  
(53.5704, -113.3984)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.3984 53.5704)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","21","53.5181","-113.501183333333","
,  
(53.5181, -113.501183333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.501183333333 53.5181)"
"Boyle Street","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","19","53.5459666666667","-113.482466666667","
,  
(53.5459666666667, -113.482466666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.482466666667 53.5459666666667)"
"Strathcona","Random","Marker / Plain Graffiti","Postal Box","Med (>2sq ft<=9sqft)","1","18","53.5235","-113.4832","
,  
(53.5235, -113.4832)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4832 53.5235)"
"Central McDougall","Random","Marker / Plain Graffiti","floodlight","Small (>1sq ft<=2sqft)","1","21","53.5493833333333","-113.503016666667","
,  
(53.5493833333333, -113.503016666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.503016666667 53.5493833333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","16","53.5893333333333","-113.439683333333","
,  
(53.5893333333333, -113.439683333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.439683333333 53.5893333333333)"
"McCauley","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","19","53.5498","-113.489266666667","
,  
(53.5498, -113.489266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.489266666667 53.5498)"
"Killarney","Hot Spot","Marker / Plain Graffiti","Storage Can","Med (>2sq ft<=9sqft)","1","20","53.5898666666667","-113.468233333333","
,  
(53.5898666666667, -113.468233333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.468233333333 53.5898666666667)"
"Beverly Heights","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","18","53.56905","-113.393716666667","
,  
(53.56905, -113.393716666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.393716666667 53.56905)"
"Killarney","Random","Marker / Plain Graffiti","Door","X-Small (<=1sq ft)","2","21","53.5877833333333","-113.49125","
,  
(53.5877833333333, -113.49125)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49125 53.5877833333333)"
"Downtown","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","16","53.544","-113.503833333333","
,  
(53.544, -113.503833333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.503833333333 53.544)"
"Boyle Street","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","21","53.5444333333333","-113.4838","
,  
(53.5444333333333, -113.4838)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4838 53.5444333333333)"
"Eastwood","Random","Marker / Plain Graffiti","Garage Door","Med (>2sq ft<=9sqft)","1","21","53.57475","-113.456466666667","
,  
(53.57475, -113.456466666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.456466666667 53.57475)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","4","22","53.5424666666667","-113.530583333333","
,  
(53.5424666666667, -113.530583333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.530583333333 53.5424666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Garage Door","Med (>2sq ft<=9sqft)","1","20","53.5463","-113.481333333333","
,  
(53.5463, -113.481333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.481333333333 53.5463)"
"Queen Alexandra","Hot Spot","Artistic Tag","Garage Door","Small (>1sq ft<=2sqft)","2","18","53.5156333333333","-113.501933333333","
,  
(53.5156333333333, -113.501933333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501933333333 53.5156333333333)"
"Strathcona","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5247166666667","-113.48695","
,  
(53.5247166666667, -113.48695)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48695 53.5247166666667)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Postal Box","X-Small (<=1sq ft)","3","21","53.5143666666667","-113.506316666667","
,  
(53.5143666666667, -113.506316666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.506316666667 53.5143666666667)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","3","19","53.5641666666667","-113.536033333333","
,  
(53.5641666666667, -113.536033333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.536033333333 53.5641666666667)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","23","53.5498333333333","-113.4761","
,  
(53.5498333333333, -113.4761)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4761 53.5498333333333)"
"Eastwood","Random","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","20","53.5722","-113.46305","
,  
(53.5722, -113.46305)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.46305 53.5722)"
"Central McDougall","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","3","18","53.5511833333333","-113.507583333333","
,  
(53.5511833333333, -113.507583333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507583333333 53.5511833333333)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","18","53.5524666666667","-113.496483333333","
,  
(53.5524666666667, -113.496483333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496483333333 53.5524666666667)"
"Garneau","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","22","53.52195","-113.511533333333","
,  
(53.52195, -113.511533333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.511533333333 53.52195)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Walls","X-Small (<=1sq ft)","5","13","53.5165333333333","-113.501533333333","
,  
(53.5165333333333, -113.501533333333)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.501533333333 53.5165333333333)"
"Killarney","Random","Marker / Plain Graffiti","Garbage Enclosure","Small (>1sq ft<=2sqft)","1","17","53.5854333333333","-113.4882","
,  
(53.5854333333333, -113.4882)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4882 53.5854333333333)"
"Belvedere","Random","Marker / Plain Graffiti","Ventilation Unit","Small (>1sq ft<=2sqft)","1","15","53.5983666666667","-113.4266","
,  
(53.5983666666667, -113.4266)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.4266 53.5983666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","6","21","53.5426333333333","-113.484116666667","
,  
(53.5426333333333, -113.484116666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.484116666667 53.5426333333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","2","22","53.5429166666667","-113.49935","
,  
(53.5429166666667, -113.49935)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49935 53.5429166666667)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","22","53.5506833333333","-113.53495","
,  
(53.5506833333333, -113.53495)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53495 53.5506833333333)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Large","Large (>9sq ft<=20sqft)","1","25","53.5448166666667","-113.5298","
,  
(53.5448166666667, -113.5298)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5298 53.5448166666667)"
"McCauley","Random","Outline Bubble Tag - No Fill","Garage","Large (>9sq ft<=20sqft)","1","18","53.5530166666667","-113.488766666667","
,  
(53.5530166666667, -113.488766666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488766666667 53.5530166666667)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","23","53.5864666666667","-113.442216666667","
,  
(53.5864666666667, -113.442216666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.442216666667 53.5864666666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","3","21","53.5401666666667","-113.502333333333","
,  
(53.5401666666667, -113.502333333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.502333333333 53.5401666666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","17","29","53.53895","-113.4987","
,  
(53.53895, -113.4987)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.4987 53.53895)"
"Downtown","Random","Artistic Tag","Garage Door","Med (>2sq ft<=9sqft)","3","22","53.5458666666667","-113.507583333333","
,  
(53.5458666666667, -113.507583333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.507583333333 53.5458666666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","21","53.5440333333333","-113.4925","
,  
(53.5440333333333, -113.4925)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4925 53.5440333333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","2","17","53.51815","-113.501216666667","
,  
(53.51815, -113.501216666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501216666667 53.51815)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Garage","Small (>1sq ft<=2sqft)","2","21","53.5423833333333","-113.52975","
,  
(53.5423833333333, -113.52975)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.52975 53.5423833333333)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","18","53.5175","-113.5016","
,  
(53.5175, -113.5016)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5016 53.5175)"
"Alberta Avenue","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.5641333333333","-113.486533333333","
,  
(53.5641333333333, -113.486533333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.486533333333 53.5641333333333)"
"Beacon Heights","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5719166666667","-113.41565","
,  
(53.5719166666667, -113.41565)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.41565 53.5719166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","20","53.5450833333333","-113.4865","
,  
(53.5450833333333, -113.4865)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4865 53.5450833333333)"
"Downtown","Random","Outline Bubble Tag - No Fill","Utility Box","Med (>2sq ft<=9sqft)","10","21","53.54435","-113.50665","
,  
(53.54435, -113.50665)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50665 53.54435)"
"Killarney","Hot Spot","Marker / Plain Graffiti","Phone booth","Small (>1sq ft<=2sqft)","1","18","53.5850166666667","-113.467766666667","
,  
(53.5850166666667, -113.467766666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.467766666667 53.5850166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","20","53.5448333333333","-113.4866","
,  
(53.5448333333333, -113.4866)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4866 53.5448333333333)"
"Strathcona","Hot Spot","Artistic Tag","Door","Large (>9sq ft<=20sqft)","5","23","53.5186166666667","-113.49915","
,  
(53.5186166666667, -113.49915)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49915 53.5186166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","4","22","53.5462666666667","-113.486083333333","
,  
(53.5462666666667, -113.486083333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.486083333333 53.5462666666667)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Recycling Bin","Small (>1sq ft<=2sqft)","1","21","53.5856833333333","-113.4425","
,  
(53.5856833333333, -113.4425)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4425 53.5856833333333)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5546166666667","-113.525","
,  
(53.5546166666667, -113.525)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.525 53.5546166666667)"
"CPR West","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","20","53.5048","-113.49685","
,  
(53.5048, -113.49685)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.49685 53.5048)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Pole","X-Small (<=1sq ft)","2","17","53.5163333333333","-113.4984","
,  
(53.5163333333333, -113.4984)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4984 53.5163333333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","19","53.5891666666667","-113.442816666667","
,  
(53.5891666666667, -113.442816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.442816666667 53.5891666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.51855","-113.495416666667","
,  
(53.51855, -113.495416666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.495416666667 53.51855)"
"Ritchie","Hot Spot","Outline Bubble Tag - No Fill","Walls","Large (>9sq ft<=20sqft)","1","23","53.5151666666667","-113.487","
,  
(53.5151666666667, -113.487)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.487 53.5151666666667)"
"Killarney","Hot Spot","Marker / Plain Graffiti","Vehicles/Rolling Stock","Med (>2sq ft<=9sqft)","6","24","53.5854833333333","-113.468233333333","
,  
(53.5854833333333, -113.468233333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.468233333333 53.5854833333333)"
"Downtown","Random","Marker / Plain Graffiti","Ventilation Unit","Small (>1sq ft<=2sqft)","1","21","53.5414666666667","-113.491533333333","
,  
(53.5414666666667, -113.491533333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.491533333333 53.5414666666667)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","20","53.55175","-113.498266666667","
,  
(53.55175, -113.498266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498266666667 53.55175)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","21","53.5475166666667","-113.53505","
,  
(53.5475166666667, -113.53505)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53505 53.5475166666667)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","22","53.5151666666667","-113.487883333333","
,  
(53.5151666666667, -113.487883333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.487883333333 53.5151666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Med (>2sq ft<=9sqft)","1","25","53.5187","-113.498533333333","
,  
(53.5187, -113.498533333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.498533333333 53.5187)"
"Central McDougall","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","19","53.5491833333333","-113.501966666667","
,  
(53.5491833333333, -113.501966666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501966666667 53.5491833333333)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","21","53.5706166666667","-113.476333333333","
,  
(53.5706166666667, -113.476333333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.476333333333 53.5706166666667)"
"Alberta Avenue","Random","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","19","53.5631333333333","-113.488033333333","
,  
(53.5631333333333, -113.488033333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488033333333 53.5631333333333)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","23","53.5470833333333","-113.53505","
,  
(53.5470833333333, -113.53505)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53505 53.5470833333333)"
"Queen Alexandra","Random","Marker / Plain Graffiti","Postal Box","Med (>2sq ft<=9sqft)","1","18","53.5094333333333","-113.505816666667","
,  
(53.5094333333333, -113.505816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.505816666667 53.5094333333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","19","53.5442","-113.5002","
,  
(53.5442, -113.5002)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5002 53.5442)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","20","53.5437333333333","-113.500266666667","
,  
(53.5437333333333, -113.500266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.500266666667 53.5437333333333)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","18","53.5164833333333","-113.4913","
,  
(53.5164833333333, -113.4913)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4913 53.5164833333333)"
"CPR West","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","15","53.5170666666667","-113.496916666667","
,  
(53.5170666666667, -113.496916666667)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.496916666667 53.5170666666667)"
"Westmount","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","3","20","53.5539333333333","-113.543333333333","
,  
(53.5539333333333, -113.543333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.543333333333 53.5539333333333)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5441833333333","-113.507383333333","
,  
(53.5441833333333, -113.507383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507383333333 53.5441833333333)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","21","53.54325","-113.534133333333","
,  
(53.54325, -113.534133333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.534133333333 53.54325)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.5517","-113.500283333333","
,  
(53.5517, -113.500283333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.500283333333 53.5517)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","22","53.5515666666667","-113.476133333333","
,  
(53.5515666666667, -113.476133333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.476133333333 53.5515666666667)"
"Beverly Heights","Hot Spot","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","2","17","53.5697166666667","-113.399933333333","
,  
(53.5697166666667, -113.399933333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.399933333333 53.5697166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","19","53.5471166666667","-113.479683333333","
,  
(53.5471166666667, -113.479683333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.479683333333 53.5471166666667)"
"Strathcona","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","18","53.5246166666667","-113.48695","
,  
(53.5246166666667, -113.48695)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48695 53.5246166666667)"
"Alberta Avenue","Random","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","19","53.563","-113.48645","
,  
(53.563, -113.48645)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48645 53.563)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","22","53.54555","-113.530733333333","
,  
(53.54555, -113.530733333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.530733333333 53.54555)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","21","53.5456","-113.4973","
,  
(53.5456, -113.4973)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4973 53.5456)"
"Central McDougall","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","21","53.55175","-113.5075","
,  
(53.55175, -113.5075)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5075 53.55175)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Tree","Small (>1sq ft<=2sqft)","1","16","53.52005","-113.50375","
,  
(53.52005, -113.50375)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50375 53.52005)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","3","24","53.5482","-113.535933333333","
,  
(53.5482, -113.535933333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.535933333333 53.5482)"
"Beverly Heights","Hot Spot","Artistic Tag","Shed","Med (>2sq ft<=9sqft)","1","20","53.5668","-113.3946","
,  
(53.5668, -113.3946)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.3946 53.5668)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","18","53.5518166666667","-113.494666666667","
,  
(53.5518166666667, -113.494666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.494666666667 53.5518166666667)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","16","53.54955","-113.475916666667","
,  
(53.54955, -113.475916666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.475916666667 53.54955)"
"Strathcona","Random","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","3","19","53.5247","-113.486933333333","
,  
(53.5247, -113.486933333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.486933333333 53.5247)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","20","53.5516","-113.4947","
,  
(53.5516, -113.4947)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4947 53.5516)"
"CPR West","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","19","53.5170666666667","-113.497066666667","
,  
(53.5170666666667, -113.497066666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.497066666667 53.5170666666667)"
