"responsedate","completiondate","q01","q02","q1ai","q1b","q2","q3_purchased_local_food","q3_visited_a_farmers_market","q3_planted_a_food_garden","q3_supported_a_community_food_garden","q3_purchased_food_directly_from_a_local_producer","q3_supported_a_community_supported_agriculture_program","q3_pursued_new_cooking_skills","q3_foraged_hunted_or_fished","q3_raised_bees_or_hens","q3_redistributed_surplus_food","q3_learned_how_to_manage_household_food_waste","q4_there_are_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q4_there_are_more_places_to_buy_local_food_now_compared_to_12_months_ago","q4_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q4_more_variety_of_local_food_products_is_available_in_edmonton_now_compared_with_12_months_ago","q4_more_people_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q5","q6","q7","q7b_because_of_health_reasons","q7b_because_i_want_to_support_the_local_economy","q7b_because_of_environmental_reasons","q7b_because_of_community_cultural_or_recreational_reasons","q7b_because_of_personal_economic_reasons","q7b_other_please_specify","q8","q9a_diverse_cultural_preferences","q9a_diverse_dietary_needs","q10a","q11a_local_food_contributes_to_healthier_ecosystems","q11a_local_food_contributes_to_more_vibrant_attractive_and_unique_places","q11a_local_food_contributes_to_a_stronger_more_vibrant_local_economy","q11a_local_food_contributes_to_a_healthier_and_more_food_secure_community","q11a_local_food_contributes_to_reducing_energy_emissions_and_waste","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2017-03-27T12:48:00.000","2017-03-27T12:56:00.000","Yes","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","Not applicable","3 Did about the same","Not applicable","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Fewer barriers","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","2 Somewhat Disagree","Male","""45-49""","Post-graduate degree","Employed full-time (30+ hours a week)","T6A","Windows","Desktop","Internet Explorer","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","No"
"2017-03-27T12:25:00.000","2017-03-27T12:32:00.000","No","No","Disagree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","Not applicable","Not applicable","Not applicable","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become LESS knowledgeable about where their food comes from","About the same",,,,,,,"Less","2 Somewhat Disagree","2 Somewhat Disagree","More barriers","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","2 Somewhat Disagree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5W","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$60,000 to $79,999","No"
"2017-03-27T13:56:00.000","2017-03-27T14:03:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","Not applicable","3 Did about the same","Not applicable","2 Did less of it","Not applicable","Not applicable","Not applicable","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","0","1","1","1","1","0","I don't know","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","Don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""65-69""","University undergraduate degree","Retired","T5L","Android","Tablet","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$60,000 to $79,999",
"2017-03-28T22:03:00.000","2017-03-28T22:09:00.000","No","No","Agree","Extremely familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","5 Strongly Agree","The same","4 Somewhat Agree","3 Neither Agree nor Disagree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T6C","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$150,000 and over","No"
"2017-03-27T11:28:00.000","2017-03-27T11:39:00.000","Yes","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","I prefer not to answer","Prefer not to answer","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T6T","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/Van as DRIVER","$80,000 to $99,999","No"
"2017-03-28T13:10:00.000","2017-03-28T13:24:00.000","Yes","Yes","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","Don't know","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""60-64""","University undergraduate degree","Employed full-time (30+ hours a week)","T5N","Windows","Desktop","Internet Explorer","Own","No","No","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$100,000 to $149,000","No"
"2017-03-28T08:20:00.000","2017-03-28T08:32:00.000","No","No","Agree","Not at all familiar","I don’t know","1 Didn't do it","2 Did less of it","1 Didn't do it","Not applicable","Not applicable","Not applicable","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","Don't know","I don’t know","I don’t know","I don't know",,,,,,,"Less","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","More barriers","5 Strongly Agree","3 Neither Agree nor Disagree","5 Strongly Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Female","""70-74""","College / technical school graduate","Retired","T6V","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","Spanish","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$50,000 to $59,999",
"2017-03-27T11:25:00.000","2017-03-27T11:29:00.000","No","No","Agree","Not at all familiar","I don’t know","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","I don’t know","I don’t know","I don't know",,,,,,,"I don't know","I don't know","I don't know","I don't know","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","4 Somewhat Agree","Male","""45-49""","College / technical school graduate","Permanently unable to Work","T5H","Android","Phone","Android","Rent","Yes","Yes","Greater than 5 years","No","English","Yes","Public Transit","Walk","Under $20,000",
"2017-03-27T13:18:00.000","2017-03-27T13:26:00.000","Yes","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","2 Did less of it","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","1","1","0","About the same","4 Somewhat Agree","3 Neither Agree nor Disagree","The same","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","Female","""25-29""","Post-graduate degree","Employed full-time (30+ hours a week)","T6H","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/van as PASSENGER","Public Transit","$150,000 and over","No"
"2017-03-27T20:05:00.000","2017-03-27T20:10:00.000","No","No","Agree","Moderately familiar","Declined in the last 12 months","4 Did it more","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","Not applicable","4 Did it more","Not applicable","Not applicable","Not applicable","4 Did it more","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","2 Somewhat Disagree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""25-29""","Post-graduate degree","Employed full-time (30+ hours a week)","T6H","iOS","Phone","Safari","Rent","No","Yes","Between 3 to 5 years","No","English","No","Public Transit","Car/truck/Van as DRIVER","$50,000 to $59,999","No"
"2017-03-30T09:41:00.000","2017-03-30T09:51:00.000","No","Yes","Disagree","Moderately familiar","Improved in the last 12 months","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","0","0","0","More","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T6E","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$60,000 to $79,999","No"
"2017-03-27T13:54:00.000","2017-03-27T14:12:00.000","Yes","No","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","4 Did it more","Not applicable","1 Didn't do it","4 Did it more","4 Did it more","4 Did it more","Not applicable","Not applicable","Not applicable","4 Did it more","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","1","0","0","More","5 Strongly Agree","5 Strongly Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Female","""60-64""","Post-graduate degree","Retired","T6J","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","Prefer not to answer",
"2017-03-27T11:13:00.000","2017-03-27T11:18:00.000","No","No","Agree","Moderately familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","Not applicable","3 Did about the same","Not applicable","3 Did about the same","Not applicable","Not applicable","4 Did it more","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","0","0","1","0","About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""45-49""","College / technical school graduate","Employed full-time (30+ hours a week)","T6E","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$60,000 to $79,999",
"2017-03-27T18:05:00.000","2017-03-27T18:12:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Did it more","Don't know","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","1","0","0","0","I don't know","3 Neither Agree nor Disagree","4 Somewhat Agree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6V","iOS","Tablet","Safari","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$150,000 and over","No"
"2017-03-28T11:17:00.000","2017-03-28T11:22:00.000","Yes","No","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","0","0","0","More","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""65-69""","Post-graduate degree","Retired","T6C","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","Prefer not to answer",
"2017-03-27T11:04:00.000","2017-03-27T11:12:00.000","No","No","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","4 Did it more","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","0","0","0","0","I don't know","3 Neither Agree nor Disagree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5M","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","No"
"2017-03-27T14:08:00.000","2017-03-27T14:15:00.000","Yes","Yes","Agree","Somewhat familiar","I don’t know","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","2 Somewhat Disagree","2 Somewhat Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6C","Mac (OS X)","Desktop","Google Chrome","Own","Yes","Yes","Between 3 to 5 years","No","English","No","Car/truck/van as PASSENGER","Public Transit","$80,000 to $99,999","No"
"2017-03-27T21:38:00.000","2017-03-27T21:43:00.000","No","Yes","Agree","Slightly familiar","I don’t know","3 Did about the same","2 Did less of it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","2 Somewhat Disagree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""18-24""","High school graduate","Post-secondary student","T5Z","Windows","Desktop","Google Chrome","Rent",,"Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer",
"2017-03-27T21:15:00.000","2017-03-27T21:20:00.000","No","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""25-29""","University undergraduate degree","Homemaker","T5H","Mac (OS X)","Desktop","Firefox","Rent","No","Yes","Between 3 to 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999",
"2017-03-29T11:03:00.000","2017-03-29T11:09:00.000","Yes","Yes","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","4 Did it more","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Strongly Disagree","2 Somewhat Disagree","Don't know","1 Strongly Disagree","2 Somewhat Disagree","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","1","1","0","0","About the same","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Male","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2017-03-28T09:39:00.000","2017-03-28T09:44:00.000","Yes","Yes","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","4 Did it more","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","About the same","I don't know","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$20,000 to $29,999","Yes"
"2017-03-27T16:03:00.000","2017-03-28T09:12:00.000","Yes","No","Disagree","Slightly familiar","I don’t know","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","1 Strongly Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"Less","3 Neither Agree nor Disagree","2 Somewhat Disagree","The same","1 Strongly Disagree","1 Strongly Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","4 Somewhat Agree","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T6K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999","Yes"
"2017-03-29T08:16:00.000","2017-03-29T08:20:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","5 Strongly Agree","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5S","Windows","Desktop","Google Chrome","Rent","No","Yes","Less than 1 year","No","English","No","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999","Yes"
"2017-03-27T16:21:00.000","2017-03-27T16:33:00.000","No","Yes","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","1 Didn't do it","2 Did less of it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","Don't know","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","I don't know","4 Somewhat Agree","I don't know","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","4 Somewhat Agree","Male","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T6C","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","Yes"
"2017-03-28T10:59:00.000","2017-03-28T12:00:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","Female","""55-59""","University undergraduate degree","Employed full-time (30+ hours a week)","T5C","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","Yes"
"2017-03-27T15:05:00.000","2017-03-27T15:26:00.000","No","No","Agree","Moderately familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"More","4 Somewhat Agree","5 Strongly Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","High school graduate","Employed full-time (30+ hours a week)","T5L","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Other (Specify)","Prefer not to answer","No"
"2017-03-27T19:29:00.000","2017-03-27T19:38:00.000","No","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","3 Did about the same","3 Did about the same","Not applicable","Not applicable","4 Did it more","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","2 Somewhat Disagree","3 Neither Agree nor Disagree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""55-59""","College / technical school graduate","Retired","T5E","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","$50,000 to $59,999","Yes"
"2017-03-30T21:57:00.000","2017-03-30T22:04:00.000","No","No","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","1 Didn't do it","Not applicable","4 Did it more","Not applicable","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","4 Somewhat Agree","5 Strongly Agree","Don't know","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","1","0","0","0","I don't know","2 Somewhat Disagree","2 Somewhat Disagree","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""40-44""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T5H","Mac (OS X)","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","No"
"2017-04-03T13:02:00.000","2017-04-03T13:08:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""40-44""","Post-graduate degree","Unemployed","T5X","Windows","Desktop","Google Chrome","Rent","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999","No"
