"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"BEV021712","1000","Wilmington","DE","New Castle","19806","62","M","2016-12-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV021713","3500","Wilmington","DE","New Castle","19803","47","M","2016-12-03T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2016","No","11435","5654","5781"
"BEV021714","1000","Middletown","DE","New Castle","19709","46","M","2016-12-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV021715","1000","Camden Wyoming","DE","Kent","19934","50","M","2017-02-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5654","5781"
"BEV021716","1000","Wilmington","DE","New Castle","19808","65","M","2016-12-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5654","5781"
"BEV021717","1000","Lewes","DE","Sussex","19958",,,"2016-12-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5654","5781"
"BEV021718","1000","Lewes","DE","Sussex","19958",,,"2016-11-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5654","5781"
"BEV021719","3500","Hockessin","DE","New Castle","19707","65","M","2017-01-09T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2017","Yes","11435","5645","5790"
"BEV021720","3500","Seaford","DE","Sussex","19973","36","M","2016-12-15T00:00:00.000","Pohanka of Salisbury","Electric","Nissan","Leaf","2016","No","11435","5645","5790"
"BEV031721","1000","Selbyville","DE","Sussex","19975","53","M","2016-12-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5645","5790"
"BEV031722","3500","Hockessin","DE","New Castle","19707","72","F","2017-02-04T00:00:00.000","Sheridan Ford","Electric","Ford","Focus Electric","2016","No","11435","5645","5790"
"BEV031723","1000","Wilmington","DE","New Castle","19807",,"M","2017-02-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2017","No","11435","5645","5790"
"BEV041724","1000","Hockessin","DE","New Castle","19707","67","M","2017-03-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV041725","3500","Newark","DE","New Castle","19711","29","M","2017-03-31T00:00:00.000","Willis Chevrolet Buick","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV041726","1000","Middletown","DE","New Castle","19709","45","F","2016-12-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5645","5790"
"BEV041727","3500","Wilmington","DE","New Castle","19808","58","F","2017-03-04T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2017","No","11435","5645","5790"
"BEV041728","3500","Lewes","DE","Sussex","19958","65","M","2017-04-03T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV041729","1000","Newark","DE","New Castle","19711","72","M","2017-04-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV051730","3500","Newark","DE","New Castle","19711","59","M","2017-04-29T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV051731","3500","Wilmington","DE","New Castle","19808",,"M","2017-04-26T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2017","Yes","11435","5645","5790"
"BEV051732","1000","Hockessin","DE","New Castle","19707","53","M","2017-05-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV051733","3500","Dover","DE","Kent","19901","71","M","2017-05-23T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Volt","2017","No","11435","5645","5790"
"BEV051734","3500","Lewes","DE","Sussex","19958","57","M","2017-05-23T00:00:00.000","I.G. Burton Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV061735","3500","Bethany Beach","DE","Sussex","19930","67","M","2017-05-22T00:00:00.000","I.G. Burton Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV061736","3500","Camden Wyoming","DE","Kent","19934","35","F","2017-04-01T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV061737","3500","Wilmington","DE","New Castle","19807","54","F","2017-06-12T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2017","No","11435","5645","5790"
"BEV061738","1000","Wilmington","DE","New Castle","19808","34","M","2017-06-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5645","5790"
"BEV061739","1000","Dover","DE","Kent","19901","40","F","2017-06-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5645","5790"
"BEV061740","3500","Townsend","DE","New Castle","19734","54","F","2017-06-13T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2017","Yes","11435","5645","5790"
"BEV061741","3500","Newark","DE","New Castle","19711","41","M","2017-06-20T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2017","No","11435","5645","5790"
"BEV061742","3500","Ocean View","DE","Sussex","19970","64","M","2017-06-23T00:00:00.000","I.G. Burton Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV071743","3500","Newark","DE","New Castle","19711","32","M","2017-04-19T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV071744","1000","Dover","DE","Kent","19904","40","M","2017-06-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV071745","3500","New Castle","DE","New Castle","19720","52","M","2017-06-23T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2017","No","11435","5645","5790"
"BEV071746","3500","Newark","DE","New Castle","19713","62","M","2017-06-19T00:00:00.000","Sheridan Ford","Electric","Ford","Focus Electric","2016","Yes","11435","5645","5790"
"BEV071747","3500","Wilmington","DE","New Castle","19802","44","F","2017-07-10T00:00:00.000","Sheridan Ford","Electric","Ford","Focus Electric","2017","Yes","11435","5645","5790"
"BEV071748","3500","Wilmington","DE","New Castle","19802","43","M","2017-07-18T00:00:00.000","Sheridan Ford","Electric","Ford","Focus Electric","2017","Yes","11435","5645","5790"
"BEV071749","3500","Delaware City","DE","New Castle","19720","92","M","2017-05-11T00:00:00.000","Willis Chevrolet Buick","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV071750","1000","Lewes","DE","Sussex","19958",,,"2017-06-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV071751","3500","Newark","DE","New Castle","19702","82","M","2017-07-25T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV081752","3500","Millsboro","DE","Sussex","19966","89","M","2017-07-31T00:00:00.000","I.G. Burton Lewes Automall","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV081753","3500","Middletown","DE","New Castle","19709","65","F","2017-08-11T00:00:00.000","Willis Chevrolet Buick","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV081754","1000","Wilmington","DE","New Castle","19803","47","M","2017-03-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV091755","3500","Wilmington","DE","New Castle","19810",,,"2017-07-20T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV091756","3500","Wilmington","DE","New Castle","19806","56","M","2017-06-30T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV091757","3500","Middletown","DE","New Castle","19709","57","F","2017-07-08T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV091758","3500","Wilmington","DE","New Castle","19807","54","F","2017-07-10T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV091759","3500","Newark","DE","New Castle","19711","67","F","2017-08-31T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV091760","1000","Wilmington","DE","New Castle","19803","48","M","2016-12-16T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV091761","3500","Hockessin","DE","New Castle","19707","51","M","2017-09-20T00:00:00.000","Reedman Toll Nissan","Electric","Nissan","Leaf","2016","No","11435","5645","5790"
"BEV091762","1000","Hockessin","DE","New Castle","19707","49","M","2017-09-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2017","No","11435","5645","5790"
"BEV101763","1000","Newark","DE","New Castle","19702",,,"2017-02-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV101764","3500","Camden Wyoming","DE","Kent","19934","63","M","2017-10-05T00:00:00.000","Ted Britt Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV101765","3500","Middletown","DE","New Castle","19709","35","M","2017-09-28T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV101766","3500","Smyrna","DE","Kent","19977","47","F","2017-10-03T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV101767","1000","Wilmington","DE","New Castle","19806","55","F","2017-09-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2017","No","11435","5645","5790"
"BEV101768","1000","Magnolia","DE","Kent","19962","27","M","2017-10-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV111769","3500","Wilmington","DE","New Castle","19808","40","F","2017-10-31T00:00:00.000","Sports Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV111770","3500","Wilmington","DE","New Castle","19808","60","F","2017-11-06T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV111771","1000","Wilmington","DE","New Castle","19803","34","M","2017-02-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV111772","3500","Wilmington","DE","New Castle","19801","33","M","2017-10-25T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","Yes","11435","5645","5790"
"BEV111773","3500","Felton","DE","Kent","19943","36","M","2017-11-09T00:00:00.000","Willis Chevrolet Buick","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV111774","3500","Wilmington","DE","New Castle","19802","58","M","2017-11-11T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV111775","3500","Lincoln","DE","Sussex","19960","33","M","2017-11-11T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","Yes","11435","5645","5790"
"BEV111776","3500","Newark","DE","New Castle","19702","26","M","2017-11-20T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV111777","3500","Wilmington","DE","New Castle","19808","40","M","2017-09-15T00:00:00.000","Koons Tysons Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121778","3500","Newark","DE","New Castle","19713","31","M","2017-11-24T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","Yes","11435","5645","5790"
"BEV121779","3500","Seaford","DE","Sussex","19973","27","M","2017-11-18T00:00:00.000","I.G. Burton Lewes Automall","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121780","3500","Wilmington","DE","New Castle","19803","37","M","2017-11-25T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","Yes","11435","5645","5790"
"BEV121781","3500","Wilmington","DE","New Castle","19810","52","M","2017-11-28T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121782","3500","Middletown","DE","New Castle","19709","42","F","2017-11-24T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121783","3500","Wilmington","DE","New Castle","19802","60","F","2017-12-04T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121784","1000","Lewes","DE","Sussex","19958",,"M","2017-06-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2017","No","11435","5645","5790"
"BEV121785","1000","Bear","DE","New Castle","19701","69","F","2017-09-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV121786","3500","Newark","DE","New Castle","19711","66","M","2017-12-06T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV121787","3500","Wilmington","DE","New Castle","19806","37","M","2017-12-22T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","Yes","11435","5645","5790"
"BEV121788","3500","Delaware City","DE","New Castle","19706","33","M","2017-12-21T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV011889","3500","Lewes","DE","Sussex","19958","57","M","2017-09-04T00:00:00.000","I.G. Burton Lewes Automall","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV011890","3500","Hockessin","DE","New Castle","19707",,,"2017-12-30T00:00:00.000","Koons Tysons Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV011891","1000","Middletown","DE","New Castle","19709","41","M","2017-12-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2017","No","11435","5645","5790"
"BEV011892","3500","Wilmington","DE","New Castle","19810","63","F","2018-01-02T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
"BEV011893","3500","Middletown","DE","New Castle","19709","58","M","2017-12-29T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2017","No","11435","5645","5790"
