"agerange","zipcode","city","gender","donors","nondonors","idcarddonors","idcardnondonors","licdonors","licnondonors","bothdonors","bothnondonors"
"16-17","19805","WILMINGTON","F","107","128","11","224","96","139","18","37"
"18-20","19805","WILMINGTON","F","312","303","38","577","274","341","55","88"
"21-25","19805","WILMINGTON","F","590","655","90","1155","500","745","104","176"
"26-30","19805","WILMINGTON","F","791","770","99","1462","692","869","101","154"
"31-35","19805","WILMINGTON","F","859","753","126","1486","733","879","91","121"
"36-40","19805","WILMINGTON","F","790","708","94","1404","696","802","75","86"
"41-45","19805","WILMINGTON","F","595","598","82","1111","513","680","50","76"
"45-50","19805","WILMINGTON","F","552","538","68","1022","484","606","44","45"
"51-55","19805","WILMINGTON","F","557","565","45","1077","512","610","25","45"
"56-60","19805","WILMINGTON","F","517","568","47","1038","470","615","16","30"
"61-65","19805","WILMINGTON","F","452","469","31","890","421","500","8","13"
"66-70","19805","WILMINGTON","F","344","367","26","685","318","393","6","8"
"71+","19805","WILMINGTON","F","449","805","50","1204","399","855","9","12"
"16-17","19805","WILMINGTON","M","89","123","6","206","83","129","13","35"
"18-20","19805","WILMINGTON","M","243","353","40","556","203","393","54","127"
"21-25","19805","WILMINGTON","M","463","700","87","1076","376","787","99","223"
"26-30","19805","WILMINGTON","M","735","896","128","1503","607","1024","107","190"
"31-35","19805","WILMINGTON","M","781","824","127","1478","654","951","90","143"
"36-40","19805","WILMINGTON","M","667","825","111","1381","556","936","82","132"
"41-45","19805","WILMINGTON","M","471","707","90","1088","381","797","68","99"
"45-50","19805","WILMINGTON","M","462","637","59","1040","403","696","53","73"
"51-55","19805","WILMINGTON","M","420","638","65","993","355","703","29","74"
"56-60","19805","WILMINGTON","M","487","630","56","1061","431","686","31","64"
"61-65","19805","WILMINGTON","M","418","532","46","904","372","578","20","34"
"66-70","19805","WILMINGTON","M","292","394","26","660","266","420","6","20"
"71+","19805","WILMINGTON","M","322","610","30","902","292","640","10","28"
"71+","19805","WILMINGTON 5","F","0","1","0","1","0","1","0","0"
"31-35","19805","WILMINGTON DE","F","0","2","0","2","0","2","0","0"
"41-45","19805","WILMINGTON DE","F","0","1","0","1","0","1","0","0"
"31-35","19805","WILMINGTON DE","M","0","1","0","1","0","1","0","1"
"36-40","19805","WILMINGTON DE","M","0","1","0","1","0","1","0","0"
"56-60","19805","WILMINGTON DE","M","1","0","0","1","1","0","0","0"
"56-60","19805","WILMINGTON DEL","F","1","0","1","0","0","1","0","0"
"51-55","19806","WILIMGTON","M","0","1","0","1","0","1","0","0"
"16-17","19806","WILMINGTON","F","35","7","0","42","35","7","1","1"
"18-20","19806","WILMINGTON","F","72","17","2","87","70","19","4","2"
"21-25","19806","WILMINGTON","F","209","60","7","262","202","67","6","3"
"26-30","19806","WILMINGTON","F","457","103","21","539","436","124","18","7"
"31-35","19806","WILMINGTON","F","372","88","15","445","357","103","14","5"
"36-40","19806","WILMINGTON","F","241","78","14","305","227","92","12","8"
"41-45","19806","WILMINGTON","F","183","81","8","256","175","89","6","6"
"45-50","19806","WILMINGTON","F","189","55","7","237","182","62","6","5"
"51-55","19806","WILMINGTON","F","217","82","7","292","210","89","6","3"
"56-60","19806","WILMINGTON","F","216","73","11","278","205","84","8","3"
"61-65","19806","WILMINGTON","F","197","82","6","273","191","88","5","2"
"66-70","19806","WILMINGTON","F","212","137","13","336","199","150","3","5"
"71+","19806","WILMINGTON","F","466","395","49","812","417","444","4","9"
"16-17","19806","WILMINGTON","M","22","11","1","32","21","12","1","2"
"18-20","19806","WILMINGTON","M","58","25","3","80","55","28","5","3"
"21-25","19806","WILMINGTON","M","172","68","10","230","162","78","15","7"
"26-30","19806","WILMINGTON","M","385","149","15","519","370","164","19","8"
"31-35","19806","WILMINGTON","M","314","127","12","429","302","139","10","9"
"36-40","19806","WILMINGTON","M","255","98","12","341","243","110","9","10"
"41-45","19806","WILMINGTON","M","162","103","5","260","157","108","8","4"
"45-50","19806","WILMINGTON","M","180","90","4","266","176","94","3","5"
"51-55","19806","WILMINGTON","M","184","84","7","261","177","91","8","8"
"56-60","19806","WILMINGTON","M","171","90","8","253","163","98","4","4"
"61-65","19806","WILMINGTON","M","165","92","4","253","161","96","1","6"
"66-70","19806","WILMINGTON","M","169","110","6","273","163","116","3","4"
"71+","19806","WILMINGTON","M","309","259","25","543","284","284","6","5"
"66-70","19807","CENTERVILLE","F","0","1","0","1","0","1","0","0"
"71+","19807","CENTERVILLE","F","0","1","0","1","0","1","0","0"
"21-25","19807","GREENVILLE","F","3","1","0","4","3","1","0","0"
"26-30","19807","GREENVILLE","F","3","1","0","4","3","1","0","1"
"31-35","19807","GREENVILLE","F","6","0","0","6","6","0","0","0"
"36-40","19807","GREENVILLE","F","1","3","0","4","1","3","0","0"
"41-45","19807","GREENVILLE","F","1","2","0","3","1","2","0","0"
"45-50","19807","GREENVILLE","F","1","2","0","3","1","2","0","0"
"51-55","19807","GREENVILLE","F","2","2","0","4","2","2","0","0"
"56-60","19807","GREENVILLE","F","4","2","0","6","4","2","0","0"
"61-65","19807","GREENVILLE","F","2","1","0","3","2","1","0","0"
"66-70","19807","GREENVILLE","F","0","1","0","1","0","1","0","1"
"71+","19807","GREENVILLE","F","2","1","0","3","2","1","0","0"
"21-25","19807","GREENVILLE","M","2","1","0","3","2","1","0","0"
"26-30","19807","GREENVILLE","M","1","2","0","3","1","2","0","0"
"31-35","19807","GREENVILLE","M","3","1","0","4","3","1","0","0"
"36-40","19807","GREENVILLE","M","2","3","0","5","2","3","0","0"
"41-45","19807","GREENVILLE","M","5","0","0","5","5","0","0","0"
"45-50","19807","GREENVILLE","M","1","1","0","2","1","1","0","0"
"51-55","19807","GREENVILLE","M","3","2","0","5","3","2","0","0"
"56-60","19807","GREENVILLE","M","0","2","0","2","0","2","0","0"
"61-65","19807","GREENVILLE","M","4","0","0","4","4","0","0","0"
"66-70","19807","GREENVILLE","M","2","2","0","4","2","2","0","0"
"71+","19807","GREENVILLE","M","1","0","0","1","1","0","0","0"
"16-17","19807","WILMINGTON","F","64","15","1","78","63","16","4","1"
"18-20","19807","WILMINGTON","F","137","30","2","165","135","32","1","2"
"21-25","19807","WILMINGTON","F","196","52","2","246","194","54","1","5"
"26-30","19807","WILMINGTON","F","139","54","0","193","139","54","0","5"
"31-35","19807","WILMINGTON","F","85","57","1","141","84","58","6","8"
"36-40","19807","WILMINGTON","F","133","55","2","186","131","57","5","2"
"41-45","19807","WILMINGTON","F","143","56","2","197","141","58","3","3"
"45-50","19807","WILMINGTON","F","215","81","0","296","215","81","0","2"
"51-55","19807","WILMINGTON","F","255","89","2","342","253","91","1","2"
"56-60","19807","WILMINGTON","F","227","83","2","308","225","85","2","0"
"61-65","19807","WILMINGTON","F","211","92","3","300","208","95","3","2"
"66-70","19807","WILMINGTON","F","191","79","2","268","189","81","3","2"
"71+","19807","WILMINGTON","F","462","382","37","807","425","419","5","7"
"16-17","19807","WILMINGTON","M","57","15","0","72","57","15","2","1"
"18-20","19807","WILMINGTON","M","127","43","1","169","126","44","3","3"
"21-25","19807","WILMINGTON","M","168","61","2","227","166","63","7","2"
"26-30","19807","WILMINGTON","M","118","73","4","187","114","77","6","6"
"31-35","19807","WILMINGTON","M","109","81","5","185","104","86","5","10"
"36-40","19807","WILMINGTON","M","101","83","2","182","99","85","2","4"
"41-45","19807","WILMINGTON","M","111","88","2","197","109","90","4","4"
"45-50","19807","WILMINGTON","M","198","79","5","272","193","84","3","2"
"51-55","19807","WILMINGTON","M","207","104","0","311","207","104","0","2"
"56-60","19807","WILMINGTON","M","205","98","1","302","204","99","1","1"
"61-65","19807","WILMINGTON","M","176","106","2","280","174","108","2","1"
"66-70","19807","WILMINGTON","M","180","94","2","272","178","96","2","2"
"71+","19807","WILMINGTON","M","404","295","13","686","391","308","10","1"
"16-17","19808","MARSHALLTON","F","4","0","0","4","4","0","1","0"
"18-20","19808","MARSHALLTON","F","2","0","0","2","2","0","0","0"
"21-25","19808","MARSHALLTON","F","4","2","0","6","4","2","2","0"
"26-30","19808","MARSHALLTON","F","1","1","0","2","1","1","0","0"
"31-35","19808","MARSHALLTON","F","2","2","0","4","2","2","0","1"
"36-40","19808","MARSHALLTON","F","0","1","0","1","0","1","0","0"
"41-45","19808","MARSHALLTON","F","2","3","1","4","1","4","1","0"
"45-50","19808","MARSHALLTON","F","3","0","0","3","3","0","0","0"
"51-55","19808","MARSHALLTON","F","0","3","0","3","0","3","0","0"
"56-60","19808","MARSHALLTON","F","1","1","0","2","1","1","0","0"
"61-65","19808","MARSHALLTON","F","2","1","0","3","2","1","0","0"
"66-70","19808","MARSHALLTON","F","0","3","0","3","0","3","0","0"
"71+","19808","MARSHALLTON","F","2","1","1","2","1","2","0","0"
"16-17","19808","MARSHALLTON","M","1","0","0","1","1","0","0","0"
"18-20","19808","MARSHALLTON","M","2","2","0","4","2","2","0","0"
"21-25","19808","MARSHALLTON","M","3","1","1","3","2","2","1","0"
"26-30","19808","MARSHALLTON","M","1","3","0","4","1","3","0","0"
"31-35","19808","MARSHALLTON","M","1","0","0","1","1","0","0","0"
"36-40","19808","MARSHALLTON","M","2","2","0","4","2","2","0","0"
"41-45","19808","MARSHALLTON","M","0","4","0","4","0","4","0","1"
"45-50","19808","MARSHALLTON","M","1","2","0","3","1","2","0","0"
"51-55","19808","MARSHALLTON","M","2","1","0","3","2","1","0","0"
"56-60","19808","MARSHALLTON","M","2","1","0","3","2","1","0","0"
"61-65","19808","MARSHALLTON","M","3","3","0","6","3","3","0","1"
"66-70","19808","MARSHALLTON","M","0","2","0","2","0","2","0","0"
"71+","19808","MARSHALLTON","M","2","4","1","5","1","5","0","0"
"16-17","19808","WILMINGTON","F","204","98","4","298","200","102","11","9"
"18-20","19808","WILMINGTON","F","400","198","17","581","383","215","30","30"
"21-25","19808","WILMINGTON","F","700","416","37","1079","663","453","60","56"
"26-30","19808","WILMINGTON","F","869","413","42","1240","827","455","46","42"
"31-35","19808","WILMINGTON","F","854","473","42","1285","812","515","37","34"
"36-40","19808","WILMINGTON","F","801","506","33","1274","768","539","34","32"
"41-45","19808","WILMINGTON","F","698","389","26","1061","672","415","19","22"
"45-50","19808","WILMINGTON","F","745","400","23","1122","722","423","14","14"
"51-55","19808","WILMINGTON","F","877","480","27","1330","850","507","16","18"
"56-60","19808","WILMINGTON","F","963","582","21","1524","942","603","18","14"
"61-65","19808","WILMINGTON","F","972","595","12","1555","960","607","6","5"
"66-70","19808","WILMINGTON","F","747","477","16","1208","731","493","8","5"
"71+","19808","WILMINGTON","F","1203","1518","75","2646","1128","1593","12","21"
"16-17","19808","WILMINGTON","M","179","98","6","271","173","104","13","11"
"18-20","19808","WILMINGTON","M","364","261","28","597","336","289","54","49"
"21-25","19808","WILMINGTON","M","707","472","37","1142","670","509","59","67"
"26-30","19808","WILMINGTON","M","779","513","56","1236","723","569","68","66"
"31-35","19808","WILMINGTON","M","802","553","48","1307","754","601","66","59"
"36-40","19808","WILMINGTON","M","708","604","46","1266","662","650","33","49"
"41-45","19808","WILMINGTON","M","620","557","31","1146","589","588","29","41"
"45-50","19808","WILMINGTON","M","628","547","25","1150","603","572","23","26"
"51-55","19808","WILMINGTON","M","636","551","24","1163","612","575","16","26"
"56-60","19808","WILMINGTON","M","767","680","26","1421","741","706","17","17"
"61-65","19808","WILMINGTON","M","779","580","19","1340","760","599","15","10"
"66-70","19808","WILMINGTON","M","534","512","11","1035","523","523","7","5"
"71+","19808","WILMINGTON","M","847","1210","46","2011","801","1256","10","19"
"71+","19808","WILMINGTON 8","F","0","1","0","1","0","1","0","0"
"66-70","19808","WILMINGTON DE","M","0","1","0","1","0","1","0","0"
"71+","19808","WILMINGTON DELA","F","0","1","0","1","0","1","0","0"
"61-65","19808","WILMLINGTON","M","0","1","0","1","0","1","0","0"
"21-25","19809","BELLEFONTE","F","2","1","0","3","2","1","0","0"
"26-30","19809","BELLEFONTE","F","3","2","0","5","3","2","0","1"
"31-35","19809","BELLEFONTE","F","3","1","0","4","3","1","0","0"
"36-40","19809","BELLEFONTE","F","4","1","0","5","4","1","0","0"
"41-45","19809","BELLEFONTE","F","6","1","0","7","6","1","0","0"
"45-50","19809","BELLEFONTE","F","5","2","0","7","5","2","0","0"
"51-55","19809","BELLEFONTE","F","5","3","0","8","5","3","0","0"
"56-60","19809","BELLEFONTE","F","7","1","0","8","7","1","0","0"
"61-65","19809","BELLEFONTE","F","6","2","0","8","6","2","0","0"
"66-70","19809","BELLEFONTE","F","3","1","0","4","3","1","0","0"
"71+","19809","BELLEFONTE","F","2","2","0","4","2","2","0","0"
"16-17","19809","BELLEFONTE","M","4","0","0","4","4","0","0","0"
"18-20","19809","BELLEFONTE","M","1","0","0","1","1","0","0","0"
"21-25","19809","BELLEFONTE","M","1","2","0","3","1","2","0","2"
"26-30","19809","BELLEFONTE","M","6","3","1","8","5","4","0","1"
"31-35","19809","BELLEFONTE","M","5","0","3","2","2","3","0","0"
"36-40","19809","BELLEFONTE","M","4","3","0","7","4","3","0","0"
"41-45","19809","BELLEFONTE","M","5","3","1","7","4","4","1","0"
"45-50","19809","BELLEFONTE","M","1","1","0","2","1","1","0","0"
"51-55","19809","BELLEFONTE","M","4","4","0","8","4","4","0","0"
"56-60","19809","BELLEFONTE","M","4","1","0","5","4","1","0","0"
"61-65","19809","BELLEFONTE","M","5","3","1","7","4","4","1","0"
"66-70","19809","BELLEFONTE","M","2","3","0","5","2","3","0","0"
"71+","19809","BELLEFONTE","M","4","3","0","7","4","3","0","1"
"56-60","19809","WILIMIGTON","F","1","0","0","1","1","0","0","0"
"36-40","19809","WILMIMGTON","M","1","0","0","1","1","0","0","0"
"71+","19809","WILMINGTN","F","0","1","0","1","0","1","0","0"
"16-17","19809","WILMINGTON","F","60","22","4","78","56","26","8","2"
"18-20","19809","WILMINGTON","F","124","81","2","203","122","83","4","20"
"21-25","19809","WILMINGTON","F","223","147","17","353","206","164","27","31"
"26-30","19809","WILMINGTON","F","297","217","15","499","282","232","19","31"
"31-35","19809","WILMINGTON","F","362","241","25","578","337","266","25","27"
"36-40","19809","WILMINGTON","F","296","223","19","500","277","242","15","16"
"41-45","19809","WILMINGTON","F","282","178","14","446","268","192","10","13"
"45-50","19809","WILMINGTON","F","303","171","12","462","291","183","9","9"
"51-55","19809","WILMINGTON","F","333","191","10","514","323","201","5","10"
"56-60","19809","WILMINGTON","F","321","193","11","503","310","204","8","4"
"61-65","19809","WILMINGTON","F","354","200","6","548","348","206","2","3"
"66-70","19809","WILMINGTON","F","237","176","8","405","229","184","1","5"
"71+","19809","WILMINGTON","F","404","386","28","762","376","414","3","7"
"16-17","19809","WILMINGTON","M","37","29","2","64","35","31","5","8"
"18-20","19809","WILMINGTON","M","117","86","13","190","104","99","15","13"
"21-25","19809","WILMINGTON","M","216","160","27","349","189","187","27","35"
"26-30","19809","WILMINGTON","M","272","232","18","486","254","250","24","47"
