"cttractid","geo_id","geo_id10","town","age_group","initiated_vaccination_count","fully_vaccinated_count","initiated_vaccination_percent","fully_vaccinated_percent","number_left_to_start","number_not_fully_vaccinated","dateupdated"
"CT09003514900","01400000US09003514900","09003514900","Manchester","All Ages","2395","2263","86","81.2","391","523","2022-09-07T00:00:00.000"
"CT09003515000","01400000US09003515000","09003515000","Manchester","All Ages","2402","2280","78","74.1","676","798","2022-09-07T00:00:00.000"
"CT09003515101","01400000US09003515101","09003515101","Manchester","All Ages","1994","1840","81","74.7","468","622","2022-09-07T00:00:00.000"
"CT09003515102","01400000US09003515102","09003515102","Manchester","All Ages","4857","4460","80.1","73.6","1204","1601","2022-09-07T00:00:00.000"
"CT09003515200","01400000US09003515200","09003515200","Manchester","All Ages","2934","2768","94.4","89","175","341","2022-09-07T00:00:00.000"
"CT09003520100","01400000US09003520100","09003520100","Glastonbury","All Ages","5102","4814","85.8","81","844","1132","2022-09-07T00:00:00.000"
"CT09003520201","01400000US09003520201","09003520201","Glastonbury","All Ages","3429","3191","94.9","88.3","183","421","2022-09-07T00:00:00.000"
"CT09003520202","01400000US09003520202","09003520202","Glastonbury","All Ages","3726","3448","93.8","86.8","245","523","2022-09-07T00:00:00.000"
"CT09003520301","01400000US09003520301","09003520301","Glastonbury","All Ages","3878","3629","88.5","82.8","506","755","2022-09-07T00:00:00.000"
"CT09003520302","01400000US09003520302","09003520302","Glastonbury","All Ages","3387","3177","81.3","76.2","781","991","2022-09-07T00:00:00.000"
"CT09003520400","01400000US09003520400","09003520400","Glastonbury","All Ages","7214","6837","88.4","83.7","951","1328","2022-09-07T00:00:00.000"
"CT09003520501","01400000US09003520501","09003520501","Glastonbury","All Ages","3846","3619","89.1","83.8","472","699","2022-09-07T00:00:00.000"
"CT09003524100","01400000US09003524100","09003524100","Marlborough","All Ages","5109","4843","80.2","76.1","1259","1525","2022-09-07T00:00:00.000"
"CT09003524200","01400000US09003524200","09003524200","Rocky Hill","All Ages","5276","5004","82.4","78.1","1129","1401","2022-09-07T00:00:00.000"
"CT09003524300","01400000US09003524300","09003524300","Enfield","All Ages","3638","3402","56.3","52.6","2829","3065","2022-09-07T00:00:00.000"
"CT09003524400","01400000US09003524400","09003524400","Hartford","All Ages","1996","1809","59.8","54.2","1341","1528","2022-09-07T00:00:00.000"
"CT09003524501","01400000US09003524501","09003524501","Hartford","All Ages","1743","1547","69.4","61.6","769","965","2022-09-07T00:00:00.000"
"CT09003524502","01400000US09003524502","09003524502","Hartford","All Ages","1817","1643","88.5","80","237","411","2022-09-07T00:00:00.000"
"CT09003524600","01400000US09003524600","09003524600","Hartford","All Ages","2339","2069","77.7","68.7","673","943","2022-09-07T00:00:00.000"
"CT09003524700","01400000US09003524700","09003524700","Hartford","All Ages","2611","2427","74.4","69.2","898","1082","2022-09-07T00:00:00.000"
"CT09003980000","01400000US09003980000","09003980000","Windsor Locks","All Ages",,,,,,,"2022-09-07T00:00:00.000"
"CT09005250100","01400000US09005250100","09005250100","Bridgewater","All Ages","1197","1117","70.1","65.4","510","590","2022-09-07T00:00:00.000"
"CT09005253100","01400000US09005253100","09005253100","New Milford","All Ages","2856","2614","83.4","76.3","569","811","2022-09-07T00:00:00.000"
"CT09005253200","01400000US09005253200","09005253200","New Milford","All Ages","5648","5268","82","76.5","1239","1619","2022-09-07T00:00:00.000"
"CT09005253300","01400000US09005253300","09005253300","New Milford","All Ages","1685","1575","80","74.8","422","532","2022-09-07T00:00:00.000"
"CT09005253400","01400000US09005253400","09005253400","New Milford","All Ages","4858","4519","79.8","74.2","1231","1570","2022-09-07T00:00:00.000"
"CT09005253500","01400000US09005253500","09005253500","New Milford","All Ages","4634","4340","80.5","75.4","1125","1419","2022-09-07T00:00:00.000"
"CT09005253600","01400000US09005253600","09005253600","New Milford","All Ages","1937","1769","70.5","64.4","810","978","2022-09-07T00:00:00.000"
"CT09005260200","01400000US09005260200","09005260200","North Canaan","All Ages","2109","1927","64.3","58.7","1172","1354","2022-09-07T00:00:00.000"
"CT09005261100","01400000US09005261100","09005261100","Salisbury","All Ages","3504","3124","96.7","86.2","121","501","2022-09-07T00:00:00.000"
"CT09005262100","01400000US09005262100","09005262100","Sharon","All Ages","1710","1560","63.3","57.8","990","1140","2022-09-07T00:00:00.000"
"CT09005263200","01400000US09005263200","09005263200","Cornwall","All Ages","1127","1031","87.3","79.9","164","260","2022-09-07T00:00:00.000"
"CT09005265100","01400000US09005265100","09005265100","Warren","All Ages","1061","980","72.8","67.3","396","477","2022-09-07T00:00:00.000"
"CT09005266100","01400000US09005266100","09005266100","Kent","All Ages","2431","2152","86.9","76.9","368","647","2022-09-07T00:00:00.000"
"CT09005267100","01400000US09005267100","09005267100","Washington","All Ages","2982","2573","86.4","74.6","468","877","2022-09-07T00:00:00.000"
"CT09005268100","01400000US09005268100","09005268100","Roxbury","All Ages","1789","1671","85","79.4","316","434","2022-09-07T00:00:00.000"
"CT09005290100","01400000US09005290100","09005290100","Barkhamsted","All Ages","2541","2426","69.6","66.5","1108","1223","2022-09-07T00:00:00.000"
"CT09005293100","01400000US09005293100","09005293100","Colebrook","All Ages","1046","981","70.5","66.1","438","503","2022-09-07T00:00:00.000"
"CT09005296100","01400000US09005296100","09005296100","Goshen","All Ages","2158","2039","74.9","70.7","725","844","2022-09-07T00:00:00.000"
"CT09005298300","01400000US09005298300","09005298300","Harwinton","All Ages","1963","1842","75.3","70.7","644","765","2022-09-07T00:00:00.000"
"CT09005298400","01400000US09005298400","09005298400","Harwinton","All Ages","2037","1951","71.5","68.5","812","898","2022-09-07T00:00:00.000"
"CT09005300100","01400000US09005300100","09005300100","Litchfield","All Ages","1929","1806","86.5","81","301","424","2022-09-07T00:00:00.000"
"CT09005300400","01400000US09005300400","09005300400","Litchfield","All Ages","1667","1521","83.1","75.9","338","484","2022-09-07T00:00:00.000"
"CT09005300500","01400000US09005300500","09005300500","Litchfield","All Ages","2410","2272","61.6","58.1","1502","1640","2022-09-07T00:00:00.000"
"CT09005303100","01400000US09005303100","09005303100","Morris","All Ages","1562","1473","70.8","66.8","643","732","2022-09-07T00:00:00.000"
"CT09005306100","01400000US09005306100","09005306100","New Hartford","All Ages","4975","4710","74.2","70.3","1728","1993","2022-09-07T00:00:00.000"
"CT09005310100","01400000US09005310100","09005310100","Torrington","All Ages","3108","2909","75.3","70.4","1022","1221","2022-09-07T00:00:00.000"
"CT09005310200","01400000US09005310200","09005310200","Torrington","All Ages","1900","1755","75.6","69.8","614","759","2022-09-07T00:00:00.000"
"CT09005310300","01400000US09005310300","09005310300","Torrington","All Ages","1210","1119","74.6","69","412","503","2022-09-07T00:00:00.000"
"CT09005310400","01400000US09005310400","09005310400","Torrington","All Ages","1944","1854","79.3","75.6","507","597","2022-09-07T00:00:00.000"
"CT09005310500","01400000US09005310500","09005310500","Torrington","All Ages","1292","1218","65.1","61.4","693","767","2022-09-07T00:00:00.000"
"CT09005310601","01400000US09005310601","09005310601","Torrington","All Ages","2557","2438","70.3","67","1081","1200","2022-09-07T00:00:00.000"
"CT09005310602","01400000US09005310602","09005310602","Torrington","All Ages","3479","3313","78.2","74.5","970","1136","2022-09-07T00:00:00.000"
"CT09005310700","01400000US09005310700","09005310700","Torrington","All Ages","3079","2880","79.6","74.4","791","990","2022-09-07T00:00:00.000"
"CT09005310801","01400000US09005310801","09005310801","Torrington","All Ages","1582","1486","68.7","64.6","720","816","2022-09-07T00:00:00.000"
"CT09005310803","01400000US09005310803","09005310803","Torrington","All Ages","3415","3227","72.8","68.8","1276","1464","2022-09-07T00:00:00.000"
"CT09005310804","01400000US09005310804","09005310804","Torrington","All Ages","1947","1834","68.6","64.6","890","1003","2022-09-07T00:00:00.000"
"CT09005320100","01400000US09005320100","09005320100","Winchester","All Ages","4209","3951","67.2","63.1","2056","2314","2022-09-07T00:00:00.000"
"CT09005320200","01400000US09005320200","09005320200","Winchester","All Ages","2994","2840","67.1","63.6","1471","1625","2022-09-07T00:00:00.000"
"CT09005342100","01400000US09005342100","09005342100","Bethlehem","All Ages","2297","2170","66.9","63.2","1136","1263","2022-09-07T00:00:00.000"
"CT09005349100","01400000US09005349100","09005349100","Thomaston","All Ages","3425","3259","67.6","64.3","1640","1806","2022-09-07T00:00:00.000"
"CT09005349200","01400000US09005349200","09005349200","Thomaston","All Ages","1761","1667","69.5","65.8","773","867","2022-09-07T00:00:00.000"
"CT09005360100","01400000US09005360100","09005360100","Watertown","All Ages","4108","3809","84.9","78.7","733","1032","2022-09-07T00:00:00.000"
"CT09005360200","01400000US09005360200","09005360200","Watertown","All Ages","5852","5535","73.5","69.5","2111","2428","2022-09-07T00:00:00.000"
"CT09005360300","01400000US09005360300","09005360300","Watertown","All Ages","2268","2148","70","66.3","974","1094","2022-09-07T00:00:00.000"
"CT09005360400","01400000US09005360400","09005360400","Watertown","All Ages","4050","3853","71","67.5","1655","1852","2022-09-07T00:00:00.000"
"CT09005362101","01400000US09005362101","09005362101","Woodbury","All Ages","3076","2926","73.2","69.7","1125","1275","2022-09-07T00:00:00.000"
"CT09005362102","01400000US09005362102","09005362102","Woodbury","All Ages","3860","3648","72","68","1501","1713","2022-09-07T00:00:00.000"
"CT09005425300","01400000US09005425300","09005425300","Plymouth","All Ages","2757","2646","69.6","66.8","1202","1313","2022-09-07T00:00:00.000"
"CT09005425400","01400000US09005425400","09005425400","Plymouth","All Ages","2904","2779","61.9","59.3","1784","1909","2022-09-07T00:00:00.000"
"CT09005425500","01400000US09005425500","09005425500","Plymouth","All Ages","2042","1957","66.6","63.9","1022","1107","2022-09-07T00:00:00.000"
"CT09005425600","01400000US09005425600","09005425600","Canaan","All Ages","1873","1732","67.6","62.5","898","1039","2022-09-07T00:00:00.000"
"CT09007541100","01400000US09007541100","09007541100","Middletown","All Ages","1920","1779","87.2","80.8","281","422","2022-09-07T00:00:00.000"
"CT09007541200","01400000US09007541200","09007541200","Middletown","All Ages","4144","3922","79.9","75.6","1043","1265","2022-09-07T00:00:00.000"
"CT09007541300","01400000US09007541300","09007541300","Middletown","All Ages","4592","4278","74.1","69","1609","1923","2022-09-07T00:00:00.000"
"CT09007541401","01400000US09007541401","09007541401","Middletown","All Ages","2825","2694","87.2","83.1","415","546","2022-09-07T00:00:00.000"
"CT09007541402","01400000US09007541402","09007541402","Middletown","All Ages","4535","4279","80.5","75.9","1102","1358","2022-09-07T00:00:00.000"
"CT09007541500","01400000US09007541500","09007541500","Middletown","All Ages","2245","1990","66.4","58.8","1138","1393","2022-09-07T00:00:00.000"
"CT09007541600","01400000US09007541600","09007541600","Middletown","All Ages","1056","960","82.6","75.1","223","319","2022-09-07T00:00:00.000"
"CT09007541700","01400000US09007541700","09007541700","Middletown","All Ages","2468","2300","74.6","69.5","839","1007","2022-09-07T00:00:00.000"
"CT09007542000","01400000US09007542000","09007542000","Middletown","All Ages","3491","3309","85.7","81.2","582","764","2022-09-07T00:00:00.000"
"CT09007542100","01400000US09007542100","09007542100","Middletown","All Ages","2804","2652","72.2","68.3","1081","1233","2022-09-07T00:00:00.000"
"CT09007542200","01400000US09007542200","09007542200","Middletown","All Ages","1402","1322","84.5","79.6","258","338","2022-09-07T00:00:00.000"
"CT09007550100","01400000US09007550100","09007550100","East Hampton","All Ages","4583","4382","80.8","77.3","1089","1290","2022-09-07T00:00:00.000"
"CT09007550201","01400000US09007550201","09007550201","East Hampton","All Ages","3113","2957","78.7","74.7","845","1001","2022-09-07T00:00:00.000"
"CT09007550202","01400000US09007550202","09007550202","East Hampton","All Ages","2056","1972","64.3","61.7","1141","1225","2022-09-07T00:00:00.000"
"CT09007560100","01400000US09007560100","09007560100","Portland","All Ages","4680","4485","82.4","78.9","1003","1198","2022-09-07T00:00:00.000"
"CT09007560200","01400000US09007560200","09007560200","Portland","All Ages","2813","2677","77.3","73.6","826","962","2022-09-07T00:00:00.000"
"CT09007570100","01400000US09007570100","09007570100","Cromwell","All Ages","4137","3904","87.4","82.5","595","828","2022-09-07T00:00:00.000"
"CT09007570200","01400000US09007570200","09007570200","Cromwell","All Ages","2907","2790","85.4","82","497","614","2022-09-07T00:00:00.000"
"CT09007570300","01400000US09007570300","09007570300","Cromwell","All Ages","4828","4600","83.6","79.7","946","1174","2022-09-07T00:00:00.000"
"CT09007580100","01400000US09007580100","09007580100","Middlefield","All Ages","3408","3259","77.8","74.4","973","1122","2022-09-07T00:00:00.000"
"CT09007585100","01400000US09007585100","09007585100","Durham","All Ages","5626","5389","77.9","74.6","1595","1832","2022-09-07T00:00:00.000"
"CT09007590100","01400000US09007590100","09007590100","Haddam","All Ages","6746","6408","82","77.9","1481","1819","2022-09-07T00:00:00.000"
"CT09007595101","01400000US09007595101","09007595101","East Haddam","All Ages","2710","2553","70.1","66","1157","1314","2022-09-07T00:00:00.000"
"CT09007595102","01400000US09007595102","09007595102","East Haddam","All Ages","3964","3696","77.1","71.9","1176","1444","2022-09-07T00:00:00.000"
"CT09007600100","01400000US09007600100","09007600100","Chester","All Ages","3291","3108","77.7","73.4","943","1126","2022-09-07T00:00:00.000"
"CT09007610100","01400000US09007610100","09007610100","Clinton","All Ages","1803","1685","90.6","84.7","186","304","2022-09-07T00:00:00.000"
"CT09007610200","01400000US09007610200","09007610200","Clinton","All Ages","2796","2620","76.9","72.1","840","1016","2022-09-07T00:00:00.000"
"CT09007610300","01400000US09007610300","09007610300","Clinton","All Ages","3443","3245","82.7","77.9","721","919","2022-09-07T00:00:00.000"
"CT09007610400","01400000US09007610400","09007610400","Clinton","All Ages","2812","2655","89.1","84.2","343","500","2022-09-07T00:00:00.000"
"CT09007620100","01400000US09007620100","09007620100","Deep River","All Ages","3706","3507","82.7","78.3","774","973","2022-09-07T00:00:00.000"
"CT09007630100","01400000US09007630100","09007630100","Essex","All Ages","5558","5215","84.2","79","1046","1389","2022-09-07T00:00:00.000"
"CT09007640100","01400000US09007640100","09007640100","Killingworth","All Ages","5071","4845","79.3","75.8","1321","1547","2022-09-07T00:00:00.000"
"CT09007670100","01400000US09007670100","09007670100","Old Saybrook","All Ages","4003","3779","89.4","84.4","474","698","2022-09-07T00:00:00.000"
"CT09007670200","01400000US09007670200","09007670200","Old Saybrook","All Ages","4841","4554","86.2","81.1","772","1059","2022-09-07T00:00:00.000"
"CT09007680100","01400000US09007680100","09007680100","Westbrook","All Ages","5580","5237","80.8","75.9","1323","1666","2022-09-07T00:00:00.000"
"CT09007680200","01400000US09007680200","09007680200","Middletown","All Ages","5298","5033","82","77.9","1160","1425","2022-09-07T00:00:00.000"
"CT09009120100","01400000US09009120100","09009120100","Derby","All Ages","4597","4327","73.7","69.4","1640","1910","2022-09-07T00:00:00.000"
"CT09009120200","01400000US09009120200","09009120200","Derby","All Ages","7391","6183","100","99","0","65","2022-09-07T00:00:00.000"
"CT09009125100","01400000US09009125100","09009125100","Ansonia","All Ages","3379","3226","69.5","66.3","1485","1638","2022-09-07T00:00:00.000"
"CT09009125200","01400000US09009125200","09009125200","Ansonia","All Ages","3980","3734","70","65.7","1706","1952","2022-09-07T00:00:00.000"
"CT09009125300","01400000US09009125300","09009125300","Ansonia","All Ages","3382","3117","71.1","65.5","1377","1642","2022-09-07T00:00:00.000"
"CT09009125400","01400000US09009125400","09009125400","Ansonia","All Ages","2366","2198","67.7","62.9","1127","1295","2022-09-07T00:00:00.000"
"CT09009130101","01400000US09009130101","09009130101","Seymour","All Ages","3733","3492","71.4","66.8","1498","1739","2022-09-07T00:00:00.000"
"CT09009130102","01400000US09009130102","09009130102","Seymour","All Ages","2188","2057","74.3","69.9","755","886","2022-09-07T00:00:00.000"
"CT09009130200","01400000US09009130200","09009130200","Seymour","All Ages","6281","5958","75.4","71.5","2053","2376","2022-09-07T00:00:00.000"
"CT09009140100","01400000US09009140100","09009140100","New Haven","All Ages","3446","2812","97.9","79.9","73","707","2022-09-07T00:00:00.000"
"CT09009140200","01400000US09009140200","09009140200","New Haven","All Ages","708","626","100","97.5","0","16","2022-09-07T00:00:00.000"
"CT09009140300","01400000US09009140300","09009140300","New Haven","All Ages","2398","2032","94.4","80","141","507","2022-09-07T00:00:00.000"
"CT09009140400","01400000US09009140400","09009140400","New Haven","All Ages","2440","2195","71.1","63.9","993","1238","2022-09-07T00:00:00.000"
"CT09009140500","01400000US09009140500","09009140500","New Haven","All Ages","2681","2389","74.9","66.7","900","1192","2022-09-07T00:00:00.000"
"CT09009140600","01400000US09009140600","09009140600","New Haven","All Ages","3527","3124","69.6","61.6","1541","1944","2022-09-07T00:00:00.000"
"CT09009140700","01400000US09009140700","09009140700","New Haven","All Ages","3321","2811","85.7","72.6","553","1063","2022-09-07T00:00:00.000"
"CT09009140800","01400000US09009140800","09009140800","New Haven","All Ages","2623","2298","69.1","60.5","1175","1500","2022-09-07T00:00:00.000"
"CT09009140900","01400000US09009140900","09009140900","New Haven","All Ages","3097","2750","65.4","58.1","1636","1983","2022-09-07T00:00:00.000"
"CT09009141000","01400000US09009141000","09009141000","New Haven","All Ages","3465","3190","87.4","80.4","501","776","2022-09-07T00:00:00.000"
"CT09009141100","01400000US09009141100","09009141100","New Haven","All Ages","2490","2312","92.9","86.3","189","367","2022-09-07T00:00:00.000"
"CT09009141200","01400000US09009141200","09009141200","New Haven","All Ages","3415","3113","72.2","65.8","1315","1617","2022-09-07T00:00:00.000"
"CT09009141300","01400000US09009141300","09009141300","New Haven","All Ages","2787","2502","41.7","37.4","3898","4183","2022-09-07T00:00:00.000"
"CT09009141400","01400000US09009141400","09009141400","New Haven","All Ages","3293","3006","66.6","60.8","1650","1937","2022-09-07T00:00:00.000"
"CT09009141500","01400000US09009141500","09009141500","New Haven","All Ages","4523","4049","61.9","55.4","2781","3255","2022-09-07T00:00:00.000"
"CT09009141600","01400000US09009141600","09009141600","New Haven","All Ages","4109","3598","79.8","69.9","1040","1551","2022-09-07T00:00:00.000"
"CT09009141800","01400000US09009141800","09009141800","New Haven","All Ages","3496","2997","80.6","69.1","843","1342","2022-09-07T00:00:00.000"
"CT09009141900","01400000US09009141900","09009141900","New Haven","All Ages","5223","4474","95.8","82.1","228","977","2022-09-07T00:00:00.000"
"CT09009142000","01400000US09009142000","09009142000","New Haven","All Ages","3587","2959","100","97.6","0","74","2022-09-07T00:00:00.000"
"CT09009142100","01400000US09009142100","09009142100","New Haven","All Ages","1029","890","68.5","59.2","474","613","2022-09-07T00:00:00.000"
"CT09009142200","01400000US09009142200","09009142200","New Haven","All Ages","1410","1242","93.6","82.4","97","265","2022-09-07T00:00:00.000"
"CT09009142300","01400000US09009142300","09009142300","New Haven","All Ages","3731","3272","68.3","59.9","1729","2188","2022-09-07T00:00:00.000"
"CT09009142400","01400000US09009142400","09009142400","New Haven","All Ages","3896","3499","64.9","58.3","2107","2504","2022-09-07T00:00:00.000"
"CT09009142500","01400000US09009142500","09009142500","New Haven","All Ages","4158","3708","70.6","62.9","1733","2183","2022-09-07T00:00:00.000"
"CT09009142601","01400000US09009142601","09009142601","New Haven","All Ages","4102","3742","70","63.9","1758","2118","2022-09-07T00:00:00.000"
"CT09009142603","01400000US09009142603","09009142603","New Haven","All Ages","2819","2618","68.7","63.8","1285","1486","2022-09-07T00:00:00.000"
"CT09009142604","01400000US09009142604","09009142604","New Haven","All Ages","2290","2080","87.4","79.4","330","540","2022-09-07T00:00:00.000"
"CT09009142700","01400000US09009142700","09009142700","New Haven","All Ages","5041","4547","69.1","62.3","2255","2749","2022-09-07T00:00:00.000"
"CT09009142800","01400000US09009142800","09009142800","New Haven","All Ages","3750","3497","91.8","85.6","335","588","2022-09-07T00:00:00.000"
"CT09009150100","01400000US09009150100","09009150100","Milford","All Ages","3613","3360","75.4","70.1","1178","1431","2022-09-07T00:00:00.000"
"CT09009150200","01400000US09009150200","09009150200","Milford","All Ages","2708","2511","81.7","75.7","607","804","2022-09-07T00:00:00.000"
"CT09009150300","01400000US09009150300","09009150300","Milford","All Ages","3233","3060","82.1","77.7","704","877","2022-09-07T00:00:00.000"
"CT09009150400","01400000US09009150400","09009150400","Milford","All Ages","3029","2832","74.2","69.3","1055","1252","2022-09-07T00:00:00.000"
"CT09009150500","01400000US09009150500","09009150500","Milford","All Ages","3383","3171","74.9","70.2","1131","1343","2022-09-07T00:00:00.000"
"CT09009150600","01400000US09009150600","09009150600","Milford","All Ages","5681","5343","79.7","74.9","1450","1788","2022-09-07T00:00:00.000"
"CT09009150700","01400000US09009150700","09009150700","Milford","All Ages","3477","3285","76.9","72.6","1047","1239","2022-09-07T00:00:00.000"
"CT09009150800","01400000US09009150800","09009150800","Milford","All Ages","3129","2941","79.2","74.4","822","1010","2022-09-07T00:00:00.000"
"CT09009150900","01400000US09009150900","09009150900","Milford","All Ages","3120","2943","82.4","77.7","667","844","2022-09-07T00:00:00.000"
"CT09009151000","01400000US09009151000","09009151000","Milford","All Ages","3278","3095","78.8","74.4","880","1063","2022-09-07T00:00:00.000"
"CT09009151100","01400000US09009151100","09009151100","Milford","All Ages","5371","5017","78.2","73.1","1494","1848","2022-09-07T00:00:00.000"
"CT09009151200","01400000US09009151200","09009151200","Milford","All Ages","2499","2392","76.4","73.1","772","879","2022-09-07T00:00:00.000"
"CT09009154100","01400000US09009154100","09009154100","West Haven","All Ages","6545","5966","80.9","73.8","1544","2123","2022-09-07T00:00:00.000"
"CT09009154200","01400000US09009154200","09009154200","West Haven","All Ages","5154","4745","80.4","74","1259","1668","2022-09-07T00:00:00.000"
"CT09009154500","01400000US09009154500","09009154500","West Haven","All Ages","3584","3263","83.4","76","711","1032","2022-09-07T00:00:00.000"
"CT09009154600","01400000US09009154600","09009154600","West Haven","All Ages","3204","2965","68.9","63.8","1443","1682","2022-09-07T00:00:00.000"
"CT09009154700","01400000US09009154700","09009154700","West Haven","All Ages","4879","4627","73.2","69.4","1784","2036","2022-09-07T00:00:00.000"
"CT09009154800","01400000US09009154800","09009154800","West Haven","All Ages","4513","4226","90.1","84.4","496","783","2022-09-07T00:00:00.000"
"CT09009154900","01400000US09009154900","09009154900","West Haven","All Ages","2950","2691","76.4","69.7","910","1169","2022-09-07T00:00:00.000"
"CT09009155000","01400000US09009155000","09009155000","West Haven","All Ages","4052","3699","78.8","71.9","1093","1446","2022-09-07T00:00:00.000"
"CT09009155100","01400000US09009155100","09009155100","West Haven","All Ages","2450","2271","81.4","75.5","559","738","2022-09-07T00:00:00.000"
"CT09009157100","01400000US09009157100","09009157100","Orange","All Ages","2258","2083","91","84","222","397","2022-09-07T00:00:00.000"
"CT09009157200","01400000US09009157200","09009157200","Orange","All Ages","3127","2956","79.8","75.4","794","965","2022-09-07T00:00:00.000"
"CT09009157300","01400000US09009157300","09009157300","Orange","All Ages","3063","2878","91.1","85.6","298","483","2022-09-07T00:00:00.000"
"CT09009157400","01400000US09009157400","09009157400","Orange","All Ages","3438","3253","82.4","78","734","919","2022-09-07T00:00:00.000"
"CT09009160100","01400000US09009160100","09009160100","Woodbridge","All Ages","3151","2946","96.9","90.6","101","306","2022-09-07T00:00:00.000"
"CT09009160200","01400000US09009160200","09009160200","Woodbridge","All Ages","4959","4587","89","82.3","616","988","2022-09-07T00:00:00.000"
"CT09009161100","01400000US09009161100","09009161100","Bethany","All Ages","4487","4227","81.4","76.7","1026","1286","2022-09-07T00:00:00.000"
"CT09009165100","01400000US09009165100","09009165100","Hamden","All Ages","3254","3037","77.5","72.3","944","1161","2022-09-07T00:00:00.000"
"CT09009165200","01400000US09009165200","09009165200","Hamden","All Ages","2428","2251","99.9","92.6","3","180","2022-09-07T00:00:00.000"
"CT09009165300","01400000US09009165300","09009165300","Hamden","All Ages","2076","1944","94.6","88.6","119","251","2022-09-07T00:00:00.000"
"CT09009165400","01400000US09009165400","09009165400","Hamden","All Ages","4753","4368","100","92.2","0","367","2022-09-07T00:00:00.000"
"CT09009165500","01400000US09009165500","09009165500","Hamden","All Ages","3437","3144","72.6","66.4","1296","1589","2022-09-07T00:00:00.000"
"CT09009165600","01400000US09009165600","09009165600","Hamden","All Ages","4554","4197","82.5","76.1","964","1321","2022-09-07T00:00:00.000"
"CT09009165700","01400000US09009165700","09009165700","Hamden","All Ages","3217","2995","66.8","62.1","1602","1824","2022-09-07T00:00:00.000"
"CT09009165801","01400000US09009165801","09009165801","Hamden","All Ages","4414","4036","75","68.6","1469","1847","2022-09-07T00:00:00.000"
"CT09009165802","01400000US09009165802","09009165802","Hamden","All Ages","3444","3263","80.5","76.2","836","1017","2022-09-07T00:00:00.000"
"CT09009165900","01400000US09009165900","09009165900","Hamden","All Ages","6058","5725","76.1","71.9","1903","2236","2022-09-07T00:00:00.000"
"CT09009166001","01400000US09009166001","09009166001","Hamden","All Ages","4833","4463","70.4","65","2029","2399","2022-09-07T00:00:00.000"
"CT09009166002","01400000US09009166002","09009166002","Hamden","All Ages","3710","3423","50.4","46.5","3657","3944","2022-09-07T00:00:00.000"
"CT09009167100","01400000US09009167100","09009167100","North Haven","All Ages","7095","6687","88.1","83","961","1369","2022-09-07T00:00:00.000"
"CT09009167201","01400000US09009167201","09009167201","North Haven","All Ages","3600","3392","82.6","77.9","756","964","2022-09-07T00:00:00.000"
"CT09009167202","01400000US09009167202","09009167202","North Haven","All Ages","4288","4044","94.2","88.9","263","507","2022-09-07T00:00:00.000"
"CT09009167300","01400000US09009167300","09009167300","North Haven","All Ages","6323","6006","93.5","88.9","436","753","2022-09-07T00:00:00.000"
"CT09009170100","01400000US09009170100","09009170100","Meriden","All Ages","1261","1123","83.8","74.7","243","381","2022-09-07T00:00:00.000"
"CT09009170200","01400000US09009170200","09009170200","Meriden","All Ages","1361","1232","100","100","0","0","2022-09-07T00:00:00.000"
"CT09009170300","01400000US09009170300","09009170300","Meriden","All Ages","1691","1540","83.6","76.1","332","483","2022-09-07T00:00:00.000"
"CT09009170400","01400000US09009170400","09009170400","Meriden","All Ages","1248","1170","72.9","68.3","465","543","2022-09-07T00:00:00.000"
"CT09009170500","01400000US09009170500","09009170500","Meriden","All Ages","4573","4358","71.1","67.8","1855","2070","2022-09-07T00:00:00.000"
"CT09009170600","01400000US09009170600","09009170600","Meriden","All Ages","1866","1767","69.9","66.2","803","902","2022-09-07T00:00:00.000"
"CT09009170700","01400000US09009170700","09009170700","Meriden","All Ages","1920","1795","80.8","75.5","457","582","2022-09-07T00:00:00.000"
"CT09009170800","01400000US09009170800","09009170800","Meriden","All Ages","3932","3656","59.4","55.2","2691","2967","2022-09-07T00:00:00.000"
"CT09009170900","01400000US09009170900","09009170900","Meriden","All Ages","1852","1702","77","70.8","553","703","2022-09-07T00:00:00.000"
"CT09009171000","01400000US09009171000","09009171000","Meriden","All Ages","1476","1350","94.1","86.1","92","218","2022-09-07T00:00:00.000"
"CT09009171100","01400000US09009171100","09009171100","Meriden","All Ages","4412","4160","77.3","72.9","1293","1545","2022-09-07T00:00:00.000"
"CT09009171200","01400000US09009171200","09009171200","Meriden","All Ages","6623","6289","80","75.9","1660","1994","2022-09-07T00:00:00.000"
"CT09009171300","01400000US09009171300","09009171300","Meriden","All Ages","2783","2584","77.3","71.8","816","1015","2022-09-07T00:00:00.000"
"CT09009171400","01400000US09009171400","09009171400","Meriden","All Ages","1520","1393","92.3","84.6","126","253","2022-09-07T00:00:00.000"
"CT09009171500","01400000US09009171500","09009171500","Meriden","All Ages","2578","2373","85.4","78.7","439","644","2022-09-07T00:00:00.000"
"CT09009171600","01400000US09009171600","09009171600","Meriden","All Ages","3722","3473","74.2","69.2","1295","1544","2022-09-07T00:00:00.000"
"CT09009171700","01400000US09009171700","09009171700","Meriden","All Ages","3217","3064","80.3","76.5","787","940","2022-09-07T00:00:00.000"
"CT09009175100","01400000US09009175100","09009175100","Wallingford","All Ages","2240","2096","69","64.6","1007","1151","2022-09-07T00:00:00.000"
