"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-71.148498000682 42.336397000421, -71.147454253811 42.336657937814, -71.147297999303 42.336696999867, -71.145797999378 42.336996999312, -71.144998000257 42.337096999427, -71.144297000306 42.337297000556, -71.143196999942 42.337496999887, -71.142197000591 42.337697000117, -71.141532094031 42.337829983767, -71.141197000341 42.337896999447, -71.140673245074 42.338027941636, -71.139996999862 42.338196999792, -71.139196999842 42.338296999907, -71.138797000281 42.338296999907, -71.138583056962 42.338358127725, -71.137396999572 42.338697000366, -71.136304973496 42.339033008666, -71.136096999877 42.339096999927, -71.135546099473 42.339234699622, -71.135296999857 42.339296999257))","0.70361757","MA","021","25021","MBTA",,,,,,,,,,,,,,"M","C","1132.36498329","0.013543425868192056","494664","494716","1","379565","US","1328","25",,"1"
"MULTILINESTRING ((-79.535162000226 43.637435999872, -79.535671999463 43.637012999251))","0.03883951","ON",,,"CPRS",,,,,,,,,,,,,"GALT","M","C","62.50625424","0.0006625924442657476","634651","634645","99","746642","CA","3603",,,"2"
"MULTILINESTRING ((-74.064495522151 40.740674281793, -74.063906172132 40.740562736181, -74.063073572587 40.740365368267))","0.07708965","NJ","017","34017","NJT",,,,,,,,,,,,,"MORRISTOWN LINE","M","C","124.06401418","0.0014554860845646636","489638","489648","1","389094","US","2033","34",,"1"
"MULTILINESTRING ((-118.061367443752 33.939609534952, -118.061372682303 33.940749752099, -118.061377864197 33.941877338269, -118.061378035968 33.941900078526, -118.061382840146 33.942534564619, -118.061390357579 33.943527480909, -118.061392381054 33.943794564268, -118.061405444606 33.945519647414, -118.061406000387 33.945592999717, -118.061426186569 33.945946536703, -118.061430355826 33.946019525681, -118.061442654955 33.946234933995, -118.061445000386 33.946275999738, -118.061487145315 33.946568671507, -118.061531320914 33.94687545274, -118.06153500004 33.946901000681, -118.061607381975 33.947195800246, -118.061685999809 33.947515999364, -118.061691083677 33.947530812997, -118.061788864265 33.947815692141, -118.061818233425 33.947901259036, -118.061865438839 33.948022831189, -118.061977488071 33.948311400251, -118.061979100555 33.948314832963, -118.062017065435 33.948395683814, -118.062050463558 33.948466803101, -118.062070764854 33.94851003531, -118.062108370905 33.948590119039, -118.062226369152 33.948841398612, -118.062229000568 33.948846999589, -118.062434062182 33.949185675279, -118.062581999759 33.949430000394, -118.062716018529 33.949611531247, -118.062899333637 33.949859831366, -118.06307000068 33.950091000299, -118.06327835831 33.950322255568, -118.063601945174 33.950681401625, -118.063615999779 33.950696999467, -118.063972663707 33.951036238132, -118.064519921857 33.951556752242))","0.87786668","CA","037","06037","BNSF",,,"AMTK","SCAX",,,,,,,,"S","SAN BERNARDINO","M","B","1412.79229918","0.012937782700308841","323177","323156","7","324081","US","132","06",,"2"
"MULTILINESTRING ((-87.827803016596 42.126813866467, -87.826998000158 42.124843000404, -87.826737999859 42.124252999277, -87.826435976939 42.123509850799, -87.825153000511 42.120353000191, -87.824637536093 42.119203128821))","0.55307668","IL","031","17031","NIRC",,,"AMTK","CPRS","WSOR",,,,,,,"S","C&M","M","B","890.09241965","0.0082435825556931436","412974","413022","4","511558","US","3368","17",,"2"
"MULTILINESTRING ((-122.017402512716 37.518027238466, -122.016785670422 37.517740679389, -122.016654730032 37.517679849246, -122.015278653087 37.517040558075, -122.014320777981 37.516595535755, -122.012246947639 37.515632003015, -122.012109289312 37.515568042331, -122.012022624345 37.515527775187, -122.010648217441 37.514889163904, -122.010381000083 37.514764999905, -122.010053426524 37.514602594934, -122.009788000616 37.514470999837, -122.009652933236 37.514394769703, -122.009259999649 37.514173000484, -122.009219531056 37.514146834709, -122.00881299972 37.513883999747, -122.008786851032 37.513864625652, -122.008362935801 37.513550548219, -122.008345999768 37.513537999979, -122.007731698959 37.513007771392, -122.007702999794 37.512982999566, -122.007320724971 37.512626140484, -122.006735797819 37.512080092822, -122.005367376803 37.510802587869, -122.004977341731 37.5104405388, -122.00424149305 37.509757475827, -122.003580268315 37.509143668745))","0.98577545","CA","001","06001","UP",,,"AMTK","ACEX",,,,,,,,"C","COAST","M","B","1586.45497642","0.016607004254785073","310828","310882","7","341682","US","667","06","NEWARK YARD","2"
"MULTILINESTRING ((-117.233627585245 32.838623993503, -117.233415999948 32.838323999453, -117.233354236309 32.838217369536, -117.23319663102 32.837945278752, -117.233098000572 32.837775000216, -117.233000076093 32.837526608366, -117.232893000112 32.837255000518, -117.232864267672 32.837157514008, -117.2326147112 32.83631081849, -117.232010255269 32.83425994604, -117.231936000046 32.834008000069, -117.231919937255 32.833976398792, -117.231721000024 32.833585000348, -117.231703915603 32.833558464052, -117.23168659556 32.833531561732, -117.231539771343 32.833303504453, -117.23105132346 32.832544804, -117.230689000097 32.831982000169, -117.230616609169 32.831843798652, -117.230562585095 32.831740661702, -117.230545999798 32.83170900017, -117.230536068585 32.83168395585, -117.230523891764 32.8316532467, -117.230447349566 32.831460217115, -117.230432383947 32.831367425966, -117.23039976104 32.831165163941, -117.230396541467 32.831059207616, -117.230390467446 32.830859339587, -117.230390000698 32.830843999851, -117.230407632806 32.830652469436, -117.230419000237 32.830529000613, -117.230597932948 32.829346998265, -117.230626140184 32.829160662335, -117.230707804921 32.828621194113, -117.230726000005 32.828501000621, -117.230728610737 32.828430225774, -117.230730959766 32.82836650521, -117.230738194812 32.828170214684, -117.230750000212 32.827849999378, -117.230749966937 32.827849310497, -117.230728657502 32.827409701197, -117.230723000766 32.827292999772, -117.230675941042 32.826959401655, -117.230633000213 32.826655000028, -117.230601523941 32.826529727165, -117.230434000029 32.825862999478, -117.230377483034 32.825711138159, -117.230340754722 32.825612452852, -117.230259742893 32.825394772851, -117.230188000376 32.825202000472, -117.230130349336 32.825086216356, -117.230083575596 32.82499227947, -117.229954219811 32.824732486015, -117.229829000008 32.824481000498, -117.22980306446 32.824438661315, -117.229557000055 32.824037000707, -117.229428286386 32.823855802603, -117.229247999296 32.823602000432, -117.229095062387 32.823417016182, -117.228870999897 32.823146000088, -117.228648477046 32.822884640014, -117.228592649831 32.822830670799, -117.228532793653 32.822772812016, -117.228362943195 32.82260862189, -117.228217092944 32.822475710186, -117.226653188993 32.82105051407, -117.224693999728 32.81926500008, -117.223557971623 32.818181931251, -117.223408121188 32.818039064951, -117.223051164979 32.817698741704, -117.222411021252 32.817110930425, -117.222087025196 32.816818678639, -117.2219609996 32.816704999836, -117.22076268445 32.81567943186, -117.220753999697 32.815671999863, -117.219022574532 32.814100124321, -117.218920000558 32.814007000423, -117.218777135157 32.813858264248, -117.218335999707 32.813399000264, -117.218307906685 32.813363913214, -117.217969886601 32.812941746265, -117.217861999432 32.812806999943, -117.217735243587 32.812613370511, -117.217495663294 32.812247392303, -117.217444999987 32.812170000245, -117.217253663825 32.811801545305, -117.217121999481 32.81154800034, -117.216979911094 32.811184891869, -117.2163150495 32.80948580003, -117.216204000314 32.809202000072, -117.215943324625 32.808658861717, -117.215869000154 32.808504000259, -117.215732296908 32.808275364716, -117.215664675984 32.808162270472))","2.44068043","CA","073","06073","SDNR","BNSF",,"AMTK","SCAX",,,,,,,,"S","SAN DIEGO (SDNR)","M","B","3927.90225808","0.036986977057368267","325721","325750","7","335633","US","480","06",,"1"
"MULTILINESTRING ((-74.08916398433 40.777328653694, -74.089160000334 40.777325000648, -74.088875048345 40.777045047991, -74.088582203906 40.776757341378, -74.088499377244 40.776675967122, -74.088476000267 40.776653000236, -74.088173798382 40.776302560515, -74.08802674214 40.776132031968, -74.087956698443 40.776050807899, -74.08774299974 40.775802999709, -74.087530857763 40.775545388009, -74.087412066314 40.775401134055))","0.16229857","NJ","017","34017","NJT",,,"CSXT","NS",,,,,,,,,"MAIN LINE","M","C","261.19475919","0.0026072729462387344","489386","489407","1","379938","US","1368","34",,"1"
"MULTILINESTRING ((-87.724721199324 41.887947900176, -87.720970000265 41.888039999746, -87.716550000582 41.888079999792, -87.713640000386 41.888119999838, -87.71120000028 41.888170000345, -87.706974153434 41.888257131162))","0.90892471","IL","031","17031","UP",,,"CSS","NIRC","CSXT",,,,,,,"S","GENEVA","M","C","1462.77546178","0.017750042640629175","413718","413886","4","492910","US","3086","17",,"3"
"MULTILINESTRING ((-122.796433661085 45.483327893068, -122.796599683129 45.483555011455, -122.796801251776 45.483830757084))","0.0390509","OR","067","41067","PNWR",,,"WES",,,,,,,,,,,"M","C","62.84645072","0.00062289255510103599","303221","303219","8","323305","US","117","41",,"1"
"MULTILINESTRING ((-76.994187103152 38.927105211836, -76.994186464634 38.927109480019, -76.994182997747 38.927132655548, -76.994178556895 38.927162343967, -76.994131802041 38.927474897049, -76.994049870205 38.928022593168, -76.993973290235 38.928534517854, -76.99395178025 38.928678307758, -76.993943000169 38.928737000212, -76.993908999501 38.929086000119, -76.99390529969 38.929268479757, -76.993898999939 38.929578999471, -76.993907566881 38.929700188513, -76.993932178627 38.930048334063, -76.993947000354 38.930258000207, -76.993953453889 38.930318675666, -76.994014387454 38.93089153032, -76.99406785215 38.931394174901, -76.9941039995 38.931733999924, -76.994152215752 38.932010953343, -76.994155129556 38.93202768523, -76.994228999868 38.93245199976, -76.994230237336 38.932457466739, -76.99428632985 38.932705356767, -76.994414999453 38.933273999895, -76.994432668433 38.933333783228, -76.994586481281 38.933854236184))","0.47358401","DC","001","11001","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","762.16111735","0.0068353459765643151","476131","476126","2","393117","US","2207","11",,"2"
"MULTILINESTRING ((-80.259182581311 25.829359672011, -80.259164735164 25.82841383613))","0.06449901","FL","086","12086","SFRC",,,"CSXT",,,,,,,,,,"MIAMI (TCCX)","M","C","103.80129772","0.0009460042282771143","458840","458841","3","471488","US","2886","12",,"2"
"MULTILINESTRING ((-73.109610047865 41.205317322137, -73.109163003869 41.205436508388, -73.10835215173 41.20565269012, -73.10815540165 41.205705145776, -73.107773679911 41.205806916656))","0.10086284","CT","009","09009","MNCW",,,"AMTK","CSXT","PW",,,,,,,,"NEW HAVEN LINE","M","B","162.32333437","0.0019005131032833694","491788","491796","1","380210","US","1441","09",,"4"
"MULTILINESTRING ((-117.911245966328 33.862037242924, -117.911245191113 33.861992488163, -117.91121155377 33.860309001359, -117.911187767601 33.859118398795))","0.20268465","CA","059","06059","SCAX",,,"AMTK","BNSF",,,,,,,,"S","ORANGE","M","B","326.18997704","0.0029194244384579157","323712","323713","7","325409","US","189","06",,"2"
"MULTILINESTRING ((-73.815878390375 40.698005221564, -73.815685001961 40.69804935939, -73.814901104302 40.698228275015, -73.813933128911 40.698417743284, -73.813604320583 40.698518122913))","0.12379342","NY","081","36081","LI",,,,,,,,,,,,,,"M","C","199.22659663","0.0023325507421983424","490900","490907","1","388954","US","2015","36",,"1"
"MULTILINESTRING ((-73.860567000567 45.431659999709, -73.860069999231 45.431753000401, -73.858880000112 45.431991999731, -73.857717000439 45.43226499973, -73.856863999774 45.432472000283, -73.855887999731 45.432730000489, -73.854067000292 45.433221000649, -73.853853000316 45.433279000625, -73.851351000049 45.433953000231, -73.851100000165 45.434019999723, -73.849305000126 45.434500999422, -73.84812700066 45.434817000504, -73.847628001031 45.434951000388, -73.847619999763 45.434953999627, -73.847485000732 45.434990000388, -73.847339000295 45.435029000388, -73.847217000064 45.435062000111, -73.847189000572 45.435068999535, -73.846747999121 45.435188999673, -73.845035000165 45.435654000432, -73.843960000953 45.43594299937))","0.86018486","QC",,,"CPRS",,,"AMT",,,,,,,,,,"VAUDREUIL","M","C","1384.3361109","0.017154495668538484","640992","641033","99","754214","CA","3643",,,"2"
"MULTILINESTRING ((-117.77680000042 34.057864000623, -117.775565000125 34.057973000254, -117.77518959972 34.058016394341, -117.774419438306 34.058105418231, -117.773682631848 34.058190579532, -117.773678999486 34.058191000414, -117.773678030916 34.058191056172, -117.7736555011 34.058192361988, -117.77318612424 34.058219556587, -117.772601994786 34.058253397177, -117.772507318658 34.058258880343, -117.772487999422 34.058259999999, -117.771936637666 34.058276571806, -117.77034429985 34.058324416639))","0.36926386","CA","037","06037","UP",,,"SCAX",,,,,,,,,,"LOS ANGELES","M","C","594.27375826","0.0064760233492028108","324078","324089","7","337920","US","550","06",,"1"
"MULTILINESTRING ((-72.30415887723 40.943233099928, -72.303734692202 40.943489749353, -72.303688000301 40.943517999756, -72.303338036321 40.94370457041, -72.30325446682 40.943749121924, -72.303083999427 40.943839999317, -72.302341000237 40.94417900056, -72.302066189003 40.944285908368, -72.301520999295 40.944497999983, -72.301374670605 40.944546252208, -72.300756807581 40.944749992718, -72.300536982696 40.944822479874, -72.299374637729 40.945205763735, -72.299162138722 40.945275834412, -72.29327217557 40.94721805347, -72.29314800078 40.947258999603, -72.292342976247 40.947483801336, -72.29177904107 40.947641278922, -72.291712000209 40.947660000109, -72.2913039724 40.947750495289, -72.290436000721 40.94794299967, -72.288949122804 40.948205500084, -72.288308003312 40.948318686059, -72.286436659824 40.948649062804, -72.285270860562 40.948854876252, -72.281841811251 40.949460258484, -72.278038882289 40.95013164466, -72.266749285251 40.952124761748, -72.260800868865 40.953174921685, -72.260298954533 40.953263532786, -72.2569151681 40.953860921844, -72.251779987057 40.954767509513, -72.249044774597 40.955250396888, -72.243648769475 40.956203033443, -72.215558622532 40.961162196478, -72.214930999166 40.961273000149, -72.210962790101 40.961969266968, -72.206833643758 40.9626937725, -72.205204664863 40.962979595032, -72.20070268568 40.963769519048, -72.198269147203 40.964196509961, -72.197387294488 40.964351241017, -72.196366661992 40.964530323016, -72.194433753615 40.964869474447, -72.192305675267 40.965242869363, -72.191985227037 40.965299095877, -72.191069945621 40.965459691412, -72.19106442918 40.965460659982, -72.189767920653 40.96568814709, -72.187887999432 40.96601800043, -72.186326999391 40.966318999922, -72.186056062437 40.966385761993, -72.185150663672 40.966608863109, -72.185073000019 40.966627999782, -72.183753999448 40.967014000496, -72.182919971779 40.967266932123, -72.181375543546 40.967735303541, -72.166938086423 40.972113687996, -72.16402203289 40.972998026438, -72.154417117856 40.975910865794, -72.148341390743 40.977753424681, -72.147569267907 40.97798758386, -72.14434299863 40.978966000381, -72.144191365739 40.979007514885, -72.143236256948 40.979269008058, -72.142965999881 40.97934299978, -72.141905851174 40.979570673048, -72.141596999702 40.979636999848, -72.14044568492 40.979823229658, -72.14041460435 40.979828255969, -72.140341999384 40.979840000216, -72.139967397577 40.979882793556, -72.139469870138 40.979939630709, -72.139382214118 40.979949643761, -72.139169000149 40.9799740001, -72.138293137818 40.980036129764, -72.1380129999 40.980055999385, -72.137583986412 40.980067887523, -72.137269035737 40.980076614544, -72.136923626824 40.98008618423, -72.136821999835 40.980089000007, -72.136618311486 40.980086166244, -72.136115360236 40.980079169518, -72.135123042894 40.980065364025, -72.133419837555 40.980041668688, -72.132009971283 40.980022056273, -72.131837148566 40.980019650586, -72.131420086168 40.98001384906, -72.131305815611 40.980012259059, -72.131109867726 40.980009533213, -72.124664271939 40.979919863611, -72.117390158629 40.979818666498, -72.115689000147 40.979794999939, -72.11443100059 40.979799000124, -72.114288865439 40.979805619134, -72.113207000802 40.979856000054, -72.111954999723 40.979972000008, -72.111934611193 40.979974948885, -72.111692880622 40.980009918123, -72.110448000375 40.980190000168, -72.110273325054 40.980224066488, -72.109984593214 40.980280379336, -72.109490512877 40.980376740794, -72.10936099971 40.980402000052, -72.108260706167 40.980680628908, -72.107659000363 40.980833000143, -72.106245892934 40.981244672903, -72.100545933148 40.982905212606, -72.100369050891 40.982956742859, -72.098819562173 40.983408147668, -72.091889167951 40.985427142749, -72.070666952818 40.991609701227, -72.061390619481 40.994312127103, -72.052633843377 40.996863193482, -72.049664075137 40.997728361075, -72.048806556277 40.997978177451, -72.048221890828 40.99814850455, -72.046922089883 40.998527169493, -72.044689311562 40.999177632941, -72.042738796258 40.999745866878, -72.041471477027 41.000115068256, -72.040143480537 41.000501946708, -72.038791678093 41.000895759832, -72.037731357616 41.001204658069, -72.037353895066 41.001314621772, -72.036794425922 41.001477608605, -72.036383402472 41.001597350637, -72.032579919528 41.002705399035, -72.031514498096 41.003015782952, -72.031221105969 41.003101256318, -72.031041079682 41.003153702082, -72.02986477454 41.003496388747, -72.029548795041 41.003588440654, -72.029506182464 41.003600854896, -72.029428133002 41.003623593354, -72.029285999649 41.00366499994, -72.028499094657 41.003917173439, -72.027990999285 41.004080000192, -72.027459539526 41.004310080946, -72.026940000281 41.00453500049, -72.026800706987 41.004615379196, -72.026755200392 41.0046416394, -72.026025000353 41.005063000557, -72.025953620263 41.005116155886, -72.02522599948 41.005658000117, -72.025123091857 41.005755079234, -72.024670350656 41.006182173569, -72.024385022751 41.00645133616, -72.024361000959 41.006473999975, -72.024183958623 41.006654243898, -72.02128477817 41.009605891699, -72.019663999294 41.011256000164, -72.019546798746 41.011383725479, -72.019328125892 41.011622032331, -72.019195433622 41.011766639719, -72.01909600008 41.011874999931, -72.018776234436 41.012282577179, -72.018710000266 41.012367000137, -72.0187034559 41.012377198449, -72.018637627325 41.012479792209, -72.018557906023 41.012604033549, -72.01829099983 41.013019999673, -72.018263290818 41.013075416797, -72.018259100877 41.013083798479, -72.018231015049 41.013139970134, -72.017975999693 41.013649999948, -72.01794337049 41.013737691941, -72.017746231004 41.014267503243, -72.017719999578 41.014338000199, -72.017637851905 41.014669712437, -72.01763765945 41.014670486754, -72.017561999487 41.014975999943, -72.017544708222 41.015093632165, -72.01751226428 41.015314341084, -72.01749099981 41.015458999733, -72.01746944306 41.015959113622, -72.017461000225 41.016155000353, -72.017589733679 41.018510015425, -72.01759185518 41.018548838258, -72.017603999625 41.018771000481, -72.017604033799 41.018785069475, -72.017604077866 41.018804680991, -72.017604999671 41.019200999626, -72.01759563593 41.01934505573, -72.017579000271 41.019600999187, -72.01754130069 41.019864394426, -72.017536225816 41.019899852896, -72.017502999464 41.020132000292, -72.017422063178 41.020468469045, -72.017362999303 41.020714000151, -72.017182589905 41.021240116139, -72.017172000387 41.021270999757, -72.016938370909 41.021786440792, -72.016915000227 41.021837999824, -72.0166669762 41.022280968992, -72.016658000067 41.022297000306, -72.016414000506 41.02267000042, -72.016153000161 41.02302099952, -72.016122575197 41.02305706773, -72.015781000093 41.023462000071, -72.015616391783 41.023639428217, -72.014692919343 41.024634823938, -72.013668546566 41.025738979171, -72.010044514343 41.029645261819, -72.009771999978 41.029939000185, -72.009110135824 41.030569853916, -72.009025000603 41.030650999744, -72.008333079308 41.031238461186, -72.008303000583 41.031264000134, -72.007518000355 41.031863999924, -72.006669999921 41.032444999737, -72.006420734829 41.032596241423, -72.005424351652 41.033200797179, -72.004476322324 41.033776012553, -72.004458512151 41.033786818807, -72.003434653786 41.034408046194, -72.002837251238 41.034770518844, -72.000865359049 41.035966965203, -71.990314000191 41.042369000529, -71.990215416508 41.042425334062, -71.990086700141 41.042498885115, -71.989841231088 41.042639154174, -71.98967000017 41.042736999513, -71.98963442299 41.04275363787, -71.989277717692 41.042920449519, -71.988990000288 41.043055000688, -71.98856913196 41.043206112872, -71.988315999784 41.043297000156, -71.987905845079 41.043401227984, -71.987466000156 41.043513000225, -71.987071906443 41.043573552478, -71.986672000412 41.043635000455, -71.986132310957 41.0436661134, -71.985770000185 41.043687000155, -71.985143027029 41.043661610495, -71.984880999658 41.043651000293, -71.984069291365 41.043539996973, -71.984061999661 41.043538999625, -71.98335599948 41.043377999395, -71.983148288463 41.043312271544, -71.982705000036 41.043171999788, -71.982146999484 41.042944000066, -71.982096232755 41.042918345106, -71.981589455789 41.04266224067, -71.98158699974 41.042661000505, -71.981585051809 41.042659800809, -71.980982742559 41.04228901033, -71.980920999604 41.042251000483, -71.979666542477 41.041417147284, -71.977798456334 41.04017540657, -71.977169000149 41.039756999686, -71.976706981542 41.039493706969, -71.976525000129 41.039389999849, -71.976131943334 41.039232125662, -71.976041999439 41.039195999896, -71.975869448316 41.039152312629, -71.975537172203 41.039068185548, -71.975413999257 41.039036999758, -71.975134143726 41.039007272668, -71.974758530182 41.038967375144, -71.974754999444 41.038967000127, -71.974426133559 41.038977431363, -71.974093000392 41.038988000196, -71.974086233893 41.038989205288, -71.973749955796 41.039049104633, -71.973406759215 41.039110236948, -71.973132999288 41.039158999988, -71.971209807187 41.039619192072, -71.971126324021 41.039639168713, -71.968864857327 41.040180303378, -71.967908315017 41.040409189832, -71.966331956355 41.040786388881, -71.965410000171 41.041006999773, -71.965256809654 41.041048117677, -71.964853646279 41.041156326803))","19.95444019","NY","103","36103","LI",,,"NYA",,,,,,,,,,"MONTAUK BRANCH","M","C","32113.622818","0.36751291987981805","493015","493334","1","383173","US","1627","36",,"1"
"MULTILINESTRING ((-71.142591541267 42.235988768667, -71.142404699917 42.236006300051, -71.142166999208 42.236028399991, -71.137309999157 42.236479999952, -71.136688510966 42.236601255544, -71.136333599816 42.236670499744, -71.1362804274 42.23668087792, -71.136079999992 42.236720000228))","0.33606802","MA","025","25025","MBTA",,,"CSXT",,,,,,,,,,"(MBTA) FRANKLIN","M","C","540.85013671","0.0065575326108779815","494688","494715","1","374900","US","943","25",,"3"
"MULTILINESTRING ((-75.158553180285 39.995912999685, -75.158538554611 39.995918476556, -75.157704084476 39.996230915424, -75.157580999663 39.996277000283, -75.15752728046 39.996298832225))","0.06026656","PA","101","42101","AMTK",,,"CSAO","CSXT","NS","SEPA","NJT",,,,,,"NORTHEAST CORRIDOR","M","B","96.98982782","0.0010960764497647583","484637","484641","2","422839","US","2718","42",,"4"
"MULTILINESTRING ((-77.884391784553 39.387262306111, -77.88437399956 39.388459999829, -77.884379987247 39.388669140768, -77.884401999952 39.389437999964, -77.884492000505 39.390754000397, -77.884518231032 39.391044745818, -77.884636351586 39.392354013927, -77.884766592304 39.393797601178, -77.885241763497 39.399064427681, -77.885503000363 39.401960000054, -77.885560039864 39.402413708926, -77.885634000109 39.403002000442, -77.885655974144 39.403108444199, -77.885697999463 39.403311999449, -77.885748595321 39.403493681388, -77.885870945388 39.403933028087, -77.885874000385 39.403943999816, -77.886064000153 39.404445999583, -77.88612807595 39.404585883732, -77.886205999507 39.404756000389, -77.886319110838 39.404962979358, -77.886446999829 39.405197000042, -77.886634156841 39.405494586606, -77.886708000174 39.405611999394, -77.887015300316 39.406034420852, -77.88703900015 39.406066999692, -77.887345000771 39.406437999714, -77.887357989679 39.406451174782, -77.887889538471 39.406990349825, -77.888041999639 39.407144999942, -77.888526000375 39.407563999479, -77.888744911548 39.407734773541, -77.889098999819 39.408010999408, -77.889832504866 39.408565631099, -77.8928606481 39.410855326612))","1.78150695","WV","037","54037","CSXT",,,"AMTK","MARC",,,,,,,,"S","CUMBERLAND","M","B","2867.06326105","0.026759364057008964","472590","472548","2","404550","US","2500","54",,"2"
"MULTILINESTRING ((-117.869313937388 34.133895220688, -117.867065933546 34.132427117917, -117.865736185177 34.131558730751, -117.865345892899 34.131303845796, -117.864905933762 34.131026404045, -117.864672908628 34.130889628853, -117.864377892326 34.130728552181, -117.864059703193 34.130581770233, -117.863973478893 34.130544211846, -117.863931585774 34.130525964602, -117.863743203886 34.130443905962, -117.863387360139 34.130307914978, -117.863090444468 34.13021045365, -117.862741024579 34.130109366254, -117.862326625074 34.130013266499, -117.861816655514 34.129918071462, -117.861481335195 34.129873421022, -117.861143498574 34.129843277545, -117.860755907859 34.129823579695, -117.860266232401 34.129813878708, -117.86014849136 34.129811544967, -117.85978811413 34.129811544967))","0.62955926","CA","037","06037","SCAX",,,"BNSF",,,,,,,,,,"PASADENA","M","C","1013.17944224","0.010596187233912608","323880","323903","7","326440","US","214","06",,"1"
"MULTILINESTRING ((-117.331456740336 33.133201822906, -117.330967747464 33.132237855792, -117.330040496971 33.130409874017, -117.32610646664 33.122653390442, -117.325591644339 33.121638233917, -117.325058639545 33.120587196242, -117.324790492287 33.120058425456, -117.324697988921 33.119876012368, -117.323738729759 33.117984337008, -117.322767933194 33.116069818867, -117.32219013047 33.114930285205, -117.321412093693 33.113395803474, -117.320966474223 33.112516903233, -117.319997783871 33.110606277358, -117.319587999686 33.109797999978, -117.319397113186 33.109393135085, -117.318868999804 33.108272999799, -117.317935467548 33.106232568478, -117.317576592186 33.105448142018, -117.316126411105 33.102278200878, -117.311867381075 33.092966981041, -117.311470937434 33.092100155997))","3.0750204","CA","073","06073","SDNR","BNSF",,"AMTK","PSRR","SCAX",,,,,,,"S","SAN DIEGO (SDNR)","M","B","4948.77552186","0.045711905049193098","325279","325497","7","336706","US","509","06",,"2"
"MULTILINESTRING ((-79.675439999456 43.462764000059, -79.674861999781 43.463495000494, -79.674579000221 43.463855000008, -79.674321000014 43.464183999892))","0.11330188","ON",,,"CN",,,"GO","VIA",,,,,,,,,"OAKVILLE","M","B","182.34205923","0.0018079184810742383","633888","633895","99","745056","CA","3546",,,"3"
"MULTILINESTRING ((-87.674740055509 41.978712931856, -87.674648439774 41.976070081569, -87.674589999129 41.973369999326, -87.674479999452 41.968819999943, -87.674464410604 41.968106813279))","0.73737266","IL","031","17031","UP",,,"NIRC",,,,,,,,,,"KENOSHA","M","C","1186.68863564","0.010609838243647762","414237","414240","4","515112","US","3448","17",,"2"
"MULTILINESTRING ((-87.744811404523 41.844301990944, -87.74420014612 41.84441748368, -87.744024773824 41.844450619201, -87.743844852758 41.844484613574, -87.743760463075 41.844500559453, -87.743491231235 41.844560805937, -87.743220222335 41.84462144992, -87.742021097795 41.844889923631))","0.1487136","IL","031","17031","BNSF",,,"AMTK","CSS","NIRC","UP","BRC","CN",,,,,"CHICAGO (BNSF)","M","B","239.33181897","0.0028519490425580312","413493","413509","4","493123","US","3116","17",,"4"
"MULTILINESTRING ((-75.204078666297 39.944102713969, -75.203996999762 39.944140999907, -75.203826445134 39.944204341857, -75.20327000041 39.944411001566, -75.202492999652 39.944626999836, -75.201594000463 39.944809000135, -75.200331837045 39.944951886221, -75.200056999731 39.944983000065, -75.199940803725 39.944989587599, -75.199192743151 39.945031997828, -75.198334368137 39.945080661943, -75.198233000153 39.945086408611, -75.197970931413 39.94510126631, -75.197411008111 39.94513301058, -75.196688000851 39.94517400078, -75.195523999333 39.945350999949, -75.194455999545 39.945610000201, -75.193401999503 39.945982999416, -75.192751416445 39.946243940406))","0.62128951","PA","101","42101","AMTK",,,"NS","SEPA",,,,,,,,,"NORTHEAST CORRIDOR","M","B","999.87054744","0.011605997579703348","484437","484495","2","396574","US","2414","42",,"4"
