"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-84.514278743 33.725716162, -84.514400761 33.726788574, -84.514398661 33.726893332, -84.514392761 33.727187574, -84.51437245 33.727323311, -84.514329762 33.727608574, -84.514267377 33.727825011, -84.514231762 33.727948574, -84.514130762 33.728207574, -84.514102921 33.728258974, -84.513921433 33.728594028, -84.513896762 33.728639574, -84.513653761 33.728967574, -84.513636634 33.728985984, -84.513359762 33.729283573, -84.513343998 33.729297612, -84.513021762 33.729584574, -84.512967704 33.729620429, -84.512629762 33.729844573, -84.51253336 33.729894972, -84.512300763 33.730016573, -84.512037847 33.730126842, -84.511633267 33.730296526, -84.51107222 33.730531834, -84.510528795 33.73075975, -84.510476763 33.730781573, -84.510093485 33.730977518, -84.509942762 33.731054573, -84.509544416 33.731349003, -84.509367763 33.731479573, -84.509168763 33.731708573, -84.509014267 33.731925684, -84.508941763 33.732027573, -84.508793763 33.732352573, -84.508771075 33.732430364, -84.508709763 33.732640573, -84.508666763 33.732926573, -84.508663688 33.733103883, -84.508660763 33.733272572, -84.508695763 33.733631573, -84.509107762 33.736480572, -84.509140763 33.736607572, -84.509154907 33.736929767, -84.509167763 33.737222571, -84.509149945 33.737525457, -84.509139763 33.737698572, -84.509091171 33.738013916, -84.509043763 33.738321571, -84.509027786 33.738370698, -84.508936763 33.738650572, -84.508790762 33.739000571, -84.508477058 33.739590221, -84.508466763 33.739609571, -84.508432278 33.739661261, -84.508017763 33.740282571, -84.507954763 33.740411571, -84.507163763 33.741541571, -84.503759764 33.746574569, -84.502043765 33.749153569, -84.501847079 33.749389674, -84.501569764 33.749722569, -84.50144409 33.74983304, -84.501197765 33.750049568, -84.501140165 33.750092769, -84.500997764 33.750199568, -84.500773941 33.750327468, -84.500731765 33.750351569, -84.500235727 33.750567333, -84.500062765 33.750642568, -84.499664198 33.750736952, -84.499285764 33.750826569, -84.499219363 33.750833559, -84.498601765 33.750898569, -84.498107666 33.750937623, -84.496584537 33.751058016, -84.496325366 33.751078502, -84.490853981 33.751510975, -84.489783768 33.751595568, -84.489260768 33.751654568, -84.488753768 33.751753568, -84.488657847 33.751782972, -84.488500383 33.751831243, -84.488129274 33.751945005, -84.488081768 33.751959568, -84.48767585 33.752152725, -84.487377768 33.752294568, -84.486925769 33.752584568, -84.486110167 33.753161036))","454441","2.86818639","GA","121","13121","3","CSXT",,,,,,,,,,,,"S","ATLANTA TERMINAL C","431994","432301","M",,"19524","0.045370032576757542","US","13","1",,"4.61590778","E","DS","CSXT-3"
"MULTILINESTRING ((-105.029647889 39.804092031, -105.027663305 39.803972206, -105.027181932 39.803943142, -105.026033669 39.803873717, -105.025563876 39.80384176, -105.023081867 39.803703532))","351900","0.34725618","CO","001","08001","6","UP",,,"AMTK","BNSF",,,,,,,,"S","MOFFAT TUNNEL","340580","340592","M","A","7358","0.0065775413143959842","US","08","1",,"0.55885576","M",,
"MULTILINESTRING ((-80.924344637 29.01711184, -80.924285735 29.016976345, -80.924219854 29.016824795, -80.924167193 29.016703654))","474083","0.0300697","FL","127","12127","3","FEC",,,"SCXF",,,,,,,,,"C",,"454587","454588","Y",,"21783","0.00044508671487396935","US","12","0",,"0.04839258","E","DS","NS-DS"
"MULTILINESTRING ((-80.621209739 35.040546495, -80.624863586 35.043441767))","486752","0.28758898","NC","179","37179","3","CSXT",,,,,,,,,,,,"S","CHARLOTTE","456383","456348","M",,"23685","0.0046618877993148955","US","37","1",,"0.46283053","E","DS","CSXT-3"
"MULTILINESTRING ((-93.038049415 44.938320814, -93.040351918 44.939284196))","518260","0.13097162","MN","123","27123","4","BNSF",,,"AMTK","CPRS",,,,,,,,"S","ST PAUL","383263","383255","M","A","25909","0.002495921661978625","US","27","1",,"0.21077881","C","INT",
"MULTILINESTRING ((-79.851817368 37.806704677, -79.852204006 37.806480479, -79.852253906 37.806451543, -79.852352751 37.806380697))","417288","0.03678441","VA","005","51005","2","CSXT",,,,,,,,,,,,"S",,"463904","463885","Y",,"14490","0.000626232940749957","US","51","0",,"0.05919889","E",,
"MULTILINESTRING ((-114.657572006 36.823422865, -114.657534628 36.82330387, -114.657195642 36.822224667, -114.6569105 36.821316858, -114.655144676 36.815694546, -114.654666504 36.814171935, -114.65422509 36.812766314, -114.653439182 36.810263586, -114.652221232 36.806384711, -114.651859213 36.805231695, -114.651601915 36.804412193, -114.651476813 36.804013733, -114.651476471 36.804012646))","340863","1.39214079","NV","003","32003","7","UP",,,,,,,,,,,,"S","CALIENTE","329141","329146","M",,"5710","0.020344831019034827","US","32","1",,"2.2404379","P","DS","UP-DS"
"MULTILINESTRING ((-83.795196334 34.309595937, -83.794968938 34.309937423, -83.79484809 34.310134009, -83.794576718 34.310575459, -83.794534939 34.310643423, -83.794237328 34.311254356, -83.794212939 34.311304422, -83.794004939 34.311807422, -83.79394341 34.311989182, -83.793830939 34.312321423, -83.793728949 34.312688704, -83.793657939 34.312944423, -83.7935778 34.313276635, -83.79351861 34.313522005, -83.793176836 34.314938814, -83.793143271 34.315077954, -83.792722939 34.316820421, -83.792717212 34.31686359, -83.792677407 34.317163616, -83.792642939 34.317423421, -83.792636939 34.317885422, -83.792638741 34.317904115, -83.792680081 34.318333022, -83.792684939 34.318383421, -83.792813939 34.318951421, -83.792876797 34.319136112, -83.792991939 34.319474421, -83.793310815 34.320294298, -83.793497938 34.32077542, -83.793622938 34.32120742, -83.793680533 34.32146921, -83.793710938 34.321607421, -83.793775936 34.322076492, -83.793793938 34.32220642, -83.793793587 34.322811733, -83.793787041 34.32305399, -83.793779197 34.323344196, -83.793705582 34.323790059, -83.793683857 34.323921629, -83.793651479 34.324054745, -83.793601939 34.32430442, -83.793461938 34.324732419, -83.793427665 34.324837458, -83.793235396 34.325426716, -83.792940314 34.326331075))","454637","1.19886468","GA","139","13139","3","NS",,,"AMTK",,,,,,,,,"S","GREENVILLE DISTRICT GREENVILLE TO INMAN YARD","436689","436709","M","A","19560","0.017507151508127174","US","13","2",,"1.92938954","E","DS","NS-DS"
"MULTILINESTRING ((-108.526059517 39.069698886, -108.515199181 39.072273915, -108.507309183 39.074133914, -108.504939183 39.074723914, -108.503907607 39.074934924, -108.502852199 39.075207109, -108.502725249 39.075237307))","529292","1.30137481","CO","077","08077","6","UP",,,,,,,,,,,,"S",,"337127","337150","Y",,"26653","0.023983413906700914","US","08","0",,"2.09436393","M",,
"MULTILINESTRING ((-86.36368214 37.017726226, -86.362778759 37.018092185, -86.362446027 37.018226975, -86.361573501 37.018528557, -86.361092028 37.018694974, -86.360264498 37.01892103, -86.36007498 37.0189728, -86.359441028 37.019145975, -86.358982764 37.019242185, -86.357812028 37.019487975, -86.355747842 37.019897164, -86.355011112 37.020043208, -86.351079025 37.020822677, -86.339940613 37.023030676, -86.329092304 37.025181167))","452511","1.9671863","KY","227","21227","3","CSXT",,,,,,,,,,,,"S","MAINLINE","423571","423751","M",,"19171","0.03542086656805557","US","21","1",,"3.16588581","C","DS","CSXT-3"
"MULTILINESTRING ((-82.960161514 39.801858378, -82.960208219 39.801926399, -82.960208826 39.801927283, -82.960305041 39.80204729, -82.961364198 39.803368319, -82.961552663 39.803603384, -82.96170236 39.803790093, -82.962173476 39.804377692, -82.962934824 39.805327283, -82.963149389 39.80561297, -82.963649824 39.806279283, -82.963676531 39.806319586, -82.964030199 39.806853304, -82.964034824 39.806860282, -82.964038544 39.806866569, -82.964356904 39.807404654, -82.964431824 39.807531282, -82.964808313 39.808284263, -82.964911821 39.808491276, -82.964966824 39.808601282, -82.965071327 39.808850164, -82.965129782 39.80898938, -82.965171432 39.809088574, -82.965194824 39.809144282, -82.965218226 39.809209758, -82.965456991 39.809877772, -82.965466823 39.809905282, -82.965660824 39.810560282, -82.965682856 39.810652987, -82.965707386 39.810756203, -82.965806941 39.811175116, -82.965814823 39.811208282, -82.965823598 39.811256909, -82.965905806 39.811712542, -82.965921108 39.811797356, -82.965932003 39.811857734, -82.965932823 39.811862282, -82.965933761 39.81187004, -82.966003574 39.812448064, -82.966008288 39.812487092, -82.96601519 39.812544243, -82.966025823 39.812632282, -82.966050074 39.813047525, -82.966066823 39.813334281, -82.966067618 39.813610204, -82.966068823 39.814028281, -82.966059372 39.814194258, -82.966027823 39.814748281, -82.966020815 39.81480737, -82.965951463 39.815392113, -82.965932822 39.815549281, -82.965854594 39.815969418))","399492","1.05464956","OH","049","39049","2","CSXT",,,,,,,,,,,,"S","NORTHERN","442129","442057","M",,"13422","0.015843725233977125","US","39","2",,"1.69729734","E","DS","CSXT-2"
"MULTILINESTRING ((-121.660758146 37.967054608, -121.654964871 37.962890093, -121.654874912 37.96282542, -121.65403139 37.962218983, -121.653999954 37.962196382, -121.651480032 37.960384621, -121.651171314 37.960162651, -121.64946704 37.95893722, -121.646796824 37.957017108, -121.641933413 37.953519465, -121.641500135 37.953207835, -121.640961798 37.952820636, -121.640396172 37.952413802, -121.6361381 37.949350884, -121.630754068 37.945477423, -121.627860482 37.94339539, -121.626737728 37.942587477, -121.626405325 37.94234828, -121.626075128 37.942110667, -121.626008229 37.942062527, -121.625309885 37.941559983, -121.624840158 37.941259944, -121.624700595 37.941170797, -121.624473886 37.941025982, -121.624386226 37.940983482, -121.624022161 37.940806967, -121.623869541 37.940732969, -121.623681886 37.940641983, -121.623484913 37.940576326, -121.62294224 37.940395435, -121.622828894 37.940357653, -121.622811886 37.940351983, -121.622430845 37.940275146, -121.622252997 37.940239282, -121.621889314 37.940165943, -121.621844886 37.940156983, -121.62178634 37.940151129, -121.621286341 37.940101128, -121.621274886 37.940099983, -121.621216024 37.940097535, -121.620780248 37.940079404, -121.620577886 37.940070982, -121.618741414 37.940065511, -121.617228887 37.940060982, -121.616878635 37.940052787, -121.615953965 37.940031147))","345661","3.14629495","CA","013","06013","7","BNSF",,,"AMTK","UP",,,,,,,,"S","STOCKTON","312237","312333","M","A","6486","0.053334549441759097","US","06","2",,"5.06348103","P","INT","BN-INT"
"MULTILINESTRING ((-92.051621161 44.384473014, -92.050635769 44.383713959, -92.049332122 44.382709749, -92.048156456 44.381804124, -92.046755167 44.380724701, -92.046586158 44.380594512, -92.046498911 44.380527306, -92.045963678 44.380115011, -92.044350866 44.378867282, -92.042916602 44.377757683))","511832","0.63320253","MN","157","27157","4","CPRS",,,"AMTK",,,,,,,,,"S","RIVER","386906","386931","M","A","25568","0.010993868176559833","US","27","1",,"1.01904273","C","INT","CP-INT"
"MULTILINESTRING ((-147.766056461 64.849958436, -147.764637444 64.849873883))","533923","0.05038384","AK","090","02090","8","ARR",,,,,,,,,,,,"C","ANCHORAGE","300398","300400","M","D","26960","0.0014215338392566945","US","02","1",,"0.08108509","K",,
"MULTILINESTRING ((-89.651363899 30.620038123, -89.651274935 30.619195702, -89.651106469 30.618406198, -89.650929437 30.617521038))","475895","0.17584846","MS","109","28109","3","NS",,,,,,,,,,,,"S",,"400613","400619","O",,"22142","0.0025570728722728096","US","28","0",,"0.28300122","C",,
"MULTILINESTRING ((-95.821123684 40.387468724, -95.819792105 40.386392878, -95.816872105 40.384012878, -95.816302106 40.383422879, -95.815752106 40.382702879, -95.815482105 40.382222878, -95.815322106 40.381802878, -95.815192106 40.381262878, -95.815142106 40.380852879, -95.815112106 40.379882879, -95.815132107 40.379022879, -95.815132107 40.378452879, -95.815112107 40.378292879, -95.814962106 40.377332879, -95.814792106 40.376682879, -95.814302107 40.37523288, -95.813752107 40.37349288, -95.812212108 40.36877288, -95.810842109 40.364662881, -95.810612109 40.363802881, -95.81053211 40.363302881, -95.810502109 40.362882881, -95.810482109 40.361822882, -95.81046211 40.358792882, -95.81048211 40.357222882, -95.81052211 40.356432882, -95.81058211 40.355982883, -95.810699379 40.355156929, -95.81116211 40.353012883, -95.81148211 40.351532883, -95.811652353 40.350806085, -95.81194211 40.349282884, -95.81220211 40.348252884, -95.812472111 40.347362884, -95.81274211 40.346612884, -95.81294211 40.346122884, -95.814532692 40.342736144, -95.814642111 40.342322885, -95.81476211 40.341952885, -95.814914594 40.341312038, -95.814982111 40.340382886, -95.815192992 40.338492377, -95.815496373 40.334991, -95.815555249 40.334149045, -95.815622112 40.333192886, -95.815702111 40.332692887, -95.815832111 40.332122887, -95.815992111 40.331642887, -95.816152111 40.331252887, -95.816312111 40.330922887, -95.816717038 40.330283238, -95.817112111 40.329672887, -95.818101884 40.328498643, -95.818972111 40.327352888, -95.819232111 40.326972888, -95.819402111 40.326672888, -95.819682111 40.326062888, -95.819852111 40.325512888, -95.819902911 40.325265288))","347762","4.5467194","NE","127","31127","6","UP",,,,,,,,,,,,"S","FALLS CITY","367077","367081","M",,"6829","0.067429068580313251","US","31","1",,"7.31725022","C","DS","UP-DS"
"MULTILINESTRING ((-92.489819251 37.828996498, -92.488113227 37.828999925, -92.4807332 37.829014752, -92.480549247 37.829015121, -92.480087173 37.82897686, -92.479635236 37.828939439, -92.479607247 37.828937121, -92.479132189 37.828832597, -92.478748247 37.828748122, -92.478680351 37.828723554, -92.478549298 37.828676133, -92.478453411 37.828641438))","355998","0.61947972","MO","029","29029","6","BNSF",,,,,,,,,,,,"C","CUBA","385056","385066","M",,"7903","0.011408336593563712","US","29","1",,"0.99695796","C","DS","BN-DS"
"MULTILINESTRING ((-77.739980241 39.616358084, -77.737358267 39.622346142))","394426","0.43940105","MD","043","24043","2","NS",,,,,,,,,,,,"S","HAGERSTOWN DISTRICT","472986","472995","M",,"12617","0.0065369401303392539","US","24","2",,"0.70714886","E","DS","NS-DS"
"MULTILINESTRING ((-101.083923733 41.164006464, -101.083250714 41.16348118, -101.083159715 41.163410158, -101.082464062 41.162909286, -101.081969985 41.162553551, -101.081846325 41.162474695, -101.081361144 41.162165303, -101.081313255 41.162134766, -101.080830093 41.161873384, -101.080732666 41.161820677, -101.080385452 41.16165965, -101.080075935 41.161516106, -101.080060771 41.161510258, -101.079631609 41.161344722, -101.079409686 41.161259124, -101.079183357 41.161190953, -101.078619706 41.161021178, -101.078602234 41.16101681, -101.077744064 41.160802268, -101.077706841 41.160796064, -101.076954958 41.160670751, -101.076773244 41.160640464, -101.07661503 41.16062584, -101.075640621 41.160535769, -101.075462425 41.160530728, -101.072452006 41.160445586, -101.07092929 41.160402518))","369662","0.75002424","NE","111","31111","6","UP",,,,,,,,,,,,"S","SIDNEY","348050","348064","M",,"9716","0.013874717180340862","US","31","2",,"1.20704943","C","DS","UP-DS"
"MULTILINESTRING ((-96.078240629 41.221500936, -96.077186204 41.221501529))","347782","0.05450048","NE","055","31055","6","UP",,,,,,,,,,,,"S","OMAHA (UP)","365290","365297","M",,"6831","0.0010544251666989724","US","31","2",,"0.0877102","C","DS","UP-DS"
"MULTILINESTRING ((-90.266887772 35.393994037, -90.265772621 35.392363806, -90.265572258 35.392070899, -90.265178934 35.391495901, -90.263895094 35.389619067))","446790","0.34731171","AR","035","05035","5","BNSF",,,,,,,,,,,,"S","THAYER SOUTH","394399","394425","M",,"18053","0.005300611673404172","US","05","1",,"0.55894513","C","DS","BN-DS"
"MULTILINESTRING ((-77.11614262 43.071772028, -77.114742812 43.071142704, -77.1136312 43.070642945, -77.113425391 43.070550418, -77.110649469 43.069314299, -77.104045376 43.066373495, -77.103734649 43.066235128, -77.100880601 43.06496422, -77.095301465 43.062479829, -77.090327092 43.060264739, -77.090244683 43.060228042, -77.09024104 43.06022642, -77.090113575 43.060169661, -77.090023887 43.060129722, -77.089786873 43.06002418, -77.088186061 43.059311338, -77.088136247 43.059289155))","382550","1.65475454","NY","117","36117","1","CSXT",,,"AMTK",,,,,,,,,"S","ROCHESTER","475683","475765","M","A","10996","0.030662356323121209","US","36","2",,"2.66307462","E","DS","CSXT-3"
"MULTILINESTRING ((-115.319608026 35.772676761, -115.320245356 35.771421945, -115.320436288 35.770771163))","325297","0.14074205","NV","003","32003","7","UP",,,,,,,,,,,,"S",,"328418","328417","S",,"3323","0.0020856047040855616","US","32","0",,"0.22650282","P",,
"MULTILINESTRING ((-77.451778989 37.190034284, -77.451889993 37.190056235, -77.452126059 37.190102916, -77.452659181 37.190208341, -77.458170625 37.191298227, -77.460404243 37.191739924, -77.464149673 37.19248058, -77.465832572 37.192809773, -77.467676142 37.193170395, -77.468182677 37.193269478, -77.470424437 37.19370799, -77.473111385 37.194233587, -77.47418921 37.194444421, -77.476988022 37.194991899, -77.479869667 37.19555558, -77.480154073 37.19561864))","391796","1.59841238","VA","053","51053","2","NS",,,,,,,,,,,,"S","NORFOLK DISTRICT CANAL DRIVE TO CREWE","474158","473960","M",,"12051","0.028919476816559566","US","51","1",,"2.57240052","E","DS","NS-DS"
"MULTILINESTRING ((-90.207902803 32.267043991, -90.207924071 32.26680396, -90.207946322 32.266546112))","461244","0.03457813","MS","049","28049","3","CN",,,"AMTK",,,,,,,,,"S","MCCOMB","395116","395115","M","A","20645","0.00049977768034754877","US","28","2",,"0.05564822","C",,
"MULTILINESTRING ((-74.67120882 42.995021569, -74.664292418 42.994413263, -74.664077189 42.994394333, -74.663344738 42.994300314, -74.66277619 42.994227333, -74.662756614 42.994223028, -74.662069082 42.994071815, -74.66151219 42.993949333, -74.661490825 42.993942399, -74.660925224 42.993758847, -74.660371844 42.993579262, -74.660301191 42.993556333, -74.659942119 42.993407688, -74.659714191 42.993313333, -74.659530714 42.99322525, -74.659162191 42.993048334, -74.658802682 42.992845631, -74.658228997 42.992522171, -74.658128191 42.992465333, -74.657712931 42.99215181, -74.657293099 42.991834834, -74.657279191 42.991824333, -74.656602716 42.991195705, -74.656360192 42.990970333, -74.650705511 42.985383927, -74.648401506 42.98310774, -74.647747069 42.982461205, -74.647184975 42.981905897, -74.646882513 42.981607088, -74.646243649 42.980975937, -74.646173196 42.980906335, -74.645770864 42.980468066, -74.645658197 42.980345335, -74.64539194 42.980024841, -74.645334197 42.979955336, -74.642952123 42.976976193, -74.642133055 42.975951824, -74.640622128 42.974062182, -74.639980376 42.973259576, -74.638232644 42.971073773, -74.636651685 42.969096546, -74.635471287 42.96762028, -74.634227094 42.966064227, -74.631112009 42.962168345, -74.628422204 42.958804338, -74.628273647 42.958603562, -74.628211181 42.958519136, -74.628104862 42.958375442, -74.627799204 42.957962339, -74.627687858 42.957786733, -74.627540142 42.957553769, -74.627355716 42.957262907, -74.627196205 42.957011339, -74.62702291 42.956687098, -74.626905508 42.956467436, -74.626723205 42.956126339, -74.626697448 42.956067306, -74.626452219 42.955505225, -74.626392913 42.955369294, -74.626295204 42.955145339, -74.626054205 42.954472339, -74.625790205 42.953573339, -74.625695373 42.953181569, -74.625568318 42.952656678, -74.625105854 42.950746147, -74.624944206 42.95007834, -74.624922973 42.950005968, -74.624638206 42.94903534, -74.624616939 42.948980258, -74.624219698 42.947951363, -74.624133206 42.94772734, -74.623654223 42.946575767, -74.622439 42.943654116, -74.621946207 42.942469341, -74.62182808 42.942218719, -74.621650208 42.941841341, -74.621442699 42.941472628, -74.621287207 42.941196342, -74.620537375 42.940016081, -74.619388094 42.938207077, -74.618707209 42.937135342, -74.618163999 42.936333814, -74.617828209 42.935838342, -74.617641795 42.935571797, -74.617405621 42.9352341, -74.617345073 42.935147523, -74.616813861 42.93438796, -74.616473199 42.93390086, -74.616444559 42.933859909))","381490","5.31925763","NY","057","36057","1","CSXT",,,"AMTK",,,,,,,,,"S","MOHAWK","486152","486259","M","A","10895","0.086366115626364801","US","36","2",,"8.56053248","E","DS","CSXT-3"
"MULTILINESTRING ((-77.094325533 37.453686075, -77.096606887 37.454170526, -77.098485771 37.454569512, -77.101111081 37.455161438, -77.101736769 37.455302512, -77.103697139 37.455730364, -77.11777425 37.458802711))","392276","1.32548903","VA","127","51127","2","CSXT",,,"AMTK",,,,,,,,,"S","PENINSULA","475744","475678","M","A","12208","0.024000610846609254","US","51","1",,"2.13317208","E","DS","CSXT-2"
"MULTILINESTRING ((-118.037489687 33.902283002, -118.036075874 33.901485461, -118.032272522 33.899339809, -118.029044205 33.897518383, -118.025091262 33.895287896, -118.025043862 33.895261149, -118.025035386 33.895256643, -118.024709728 33.895083528))","344469","0.8840154","CA","037","06037","7","BNSF",,,"AMTK","SCAX",,,,,,,,"S","SAN BERNARDINO","323277","323318","M","B","6344","0.01466844160603354","US","06","2",,"1.42268773","P","INT","BN-INT"
"MULTILINESTRING ((-103.410279409 42.68682668, -103.413134661 42.689250272, -103.414157976 42.690118881))","368044","0.30134641","NE","045","31045","6","BNSF",,,,,,,,,,,,"S","BUTTE","343733","343726","M",,"9501","0.0050874226674986244","US","31","2",,"0.48497101","M","DS","BN-DS"
"MULTILINESTRING ((-109.610069292 38.962093349, -109.604336357 38.96329257, -109.602185272 38.963742449, -109.602094708 38.963761389, -109.601670962 38.963850005, -109.600953704 38.963961455, -109.600769963 38.963990005, -109.599872963 38.964089005, -109.599716858 38.964099525, -109.599041963 38.964145005, -109.598837794 38.96415016, -109.598651565 38.964154862, -109.598384367 38.964161608, -109.598130964 38.964168005, -109.597357056 38.964151214, -109.597116963 38.964146005, -109.596051964 38.964070005, -109.595853454 38.964049882, -109.595796884 38.964044147, -109.594574038 38.963920175, -109.581561966 38.96260021, -109.581045844 38.962547823))","342629","1.57348948","UT","019","49019","7","UP",,,"AMTK","BNSF","UTAH",,,,,,,"S","GREEN RIVER","336319","336329","M","A","6004","0.029303584944531856","US","49","1",,"2.53229092","M","DS","UP-DS"
"MULTILINESTRING ((-88.508003377 34.930354677, -88.505686787 34.929769572, -88.501627058 34.928738783))","457264","0.37612862","MS","003","28003","3","NS",,,,,,,,,,,,"S","MEMPHIS DISTRICT WEST END","407423","407473","M",,"20049","0.0065778851572200585","US","28","1",,"0.60532154","C","DS","NS-DS"
"MULTILINESTRING ((-107.670920361 32.284101025, -107.667708963 32.284408835, -107.661650596 32.284985909, -107.657171651 32.285412539, -107.65516586 32.285603596, -107.650445998 32.286053173, -107.648057665 32.286280669, -107.635418044 32.287484622, -107.62948567 32.288049695, -107.620250795 32.288929338, -107.617091444 32.289230275, -107.608635202 32.290035752, -107.605039351 32.290378266, -107.604576629 32.29042234, -107.602942185 32.290578026, -107.594597978 32.291372831, -107.594383713 32.291386317, -107.593367802 32.291450262, -107.592406932 32.291510743, -107.592341978 32.291514831, -107.591144979 32.291544831, -107.591140684 32.291544812, -107.591139979 32.291544808, -107.591138318 32.291544802, -107.589785979 32.291538831, -107.588732151 32.291502139, -107.588550979 32.291495831, -107.588320803 32.29148156, -107.587832788 32.291451302, -107.587421979 32.291425831, -107.58597498 32.291292831, -107.585735867 32.291263947, -107.5854112 32.29122473, -107.585131076 32.291190894, -107.58496498 32.291170831, -107.582765981 32.290820831, -107.582720889 32.290811207, -107.582492615 32.290762485, -107.581315666 32.290511288, -107.580591981 32.290356831, -107.580256805 32.290273656, -107.579464401 32.290077019, -107.575154069 32.289007397, -107.574467278 32.288836968))","437034","5.66769092","NM","029","35029","5","UP",,,"AMTK",,,,,,,,,"S","LORDSBURG","337846","337897","M","A","15898","0.097082337976848843","US","35","2",,"9.12128262","M","DS","UP-DS"
"MULTILINESTRING ((-94.164602931 42.035058255, -94.163944752 42.035081727, -94.163262441 42.035106058, -94.156980664 42.035324969, -94.150651301 42.035543879, -94.144783174 42.035754764))","371690","1.01378542","IA","015","19015","6","UP",,,,,,,,,,,,"S","BOONE","377556","377636","M",,"9977","0.019831994915628107","US","19","2",,"1.63153274","C","DS","UP-DS"
"MULTILINESTRING ((-79.902244482 37.367363833, -79.902200968 37.367393223, -79.901385687 37.367943865, -79.901370557 37.367954084, -79.899857108 37.368976271, -79.899829918 37.368994634, -79.89970916 37.369088884, -79.899296919 37.369410634, -79.899264925 37.369441133, -79.899147171 37.369553388, -79.898993672 37.369699717, -79.898932919 37.369757633, -79.898808957 37.369902906, -79.898519919 37.370241634, -79.898410429 37.370400249, -79.898256919 37.370622633, -79.898182173 37.370754981, -79.898038919 37.371008633, -79.898004647 37.371090738, -79.89783244 37.371503286, -79.897808918 37.371559633, -79.897767076 37.371713707, -79.897674794 37.372053498, -79.897657919 37.372115633, -79.897593919 37.372551633, -79.897593601 37.37257355, -79.897592303 37.372663146, -79.897586954 37.37303225, -79.897584919 37.373172633, -79.897735629 37.375229062, -79.897753919 37.375478633, -79.897731919 37.376127632, -79.897689119 37.376427232, -79.897641919 37.376757632, -79.897595466 37.376951852, -79.897525919 37.377242632, -79.897333919 37.377817632, -79.897163568 37.378221024, -79.897154818 37.378241745, -79.897072306 37.378437132, -79.89654269 37.379691261))","391935","0.96330299","VA","023","51023","2","NS",,,,,,,,,,,,"S","ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE","462716","462857","M",,"12105","0.014606879970901501","US","51","1",,"1.55028899","E","DS","NS-DS"
"MULTILINESTRING ((-77.469412517 37.573329543, -77.469789649 37.5737775, -77.470005217 37.574048825))","421745","0.05956194","VA","760","51760","2","CSXT",,,"AMTK",,,,,,,,,"S","RICHMOND TERMINAL","474034","474033","M","A","14628","0.00093210698232572883","US","51","1",,"0.09585584","E","DS","CSXT-1"
"MULTILINESTRING ((-89.62847246 35.044753696, -89.621572988 35.045835532, -89.61779124 35.046428509, -89.615293277 35.046827471, -89.613853274 35.047057463, -89.608161529 35.047966522, -89.603500638 35.048710938, -89.601844552 35.048975439, -89.601487243 35.049032507, -89.600535365 35.049180709, -89.600363243 35.049207508, -89.599413709 35.049308481, -89.599385243 35.049311507, -89.598617244 35.049338507, -89.598414225 35.049334468, -89.597662245 35.049319507, -89.595394483 35.049227664, -89.583654707 35.048752209, -89.577693686 35.048510791))","458167","2.88625404","TN","047","47047","3","NS",,,,,,,,,,,,"S","MEMPHIS DISTRICT WEST END","400853","401211","M",,"20247","0.051152010370850959","US","47","1",,"4.64498491","C","DS","NS-DS"
"MULTILINESTRING ((-89.128252724 31.692416191, -89.125444338 31.696052757))","475698","0.30075499","MS","067","28067","3","NS",,,"AMTK",,,,,,,,,"S","NO&NE DISTRICT","403230","403248","M","A","22079","0.0045947409281988216","US","28","1",,"0.48401921","C","DS","NS-DS"
"MULTILINESTRING ((-83.650116518 43.026998362, -83.650113336 43.026289734, -83.650069951 43.025080895))","496951","0.13312171","MI","049","26049","4","CSXT",,,,,,,,,,,,"C","SAGINAW (CSXT)","437392","437393","M",,"24816","0.0019182524332589576","US","26","2",,"0.21423905","E","DS","CSXT-3"
"MULTILINESTRING ((-122.483078502 47.225278404, -122.483425172 47.22504442, -122.483779156 47.224806589, -122.484085501 47.224572315, -122.484465173 47.224254419, -122.484875172 47.22387442, -122.485036156 47.223714648))","313583","0.14219859","WA","053","53053","8","TMBL",,,,,,,,,,,,"C",,"305479","305467","M",,"2306","0.0025113735885365284","US","53","1",,"0.2288469","P",,
"MULTILINESTRING ((-85.899214014 34.210995277, -85.89012434 34.221544522, -85.88898334 34.222901522, -85.88828434 34.223875521, -85.88766534 34.224900521, -85.88375934 34.232743519, -85.883499341 34.233211519, -85.88318334 34.233686519, -85.882803341 34.234164519, -85.881740342 34.235272518, -85.881251341 34.235758519, -85.875287343 34.242036517, -85.874839343 34.242540517, -85.874377343 34.243121517, -85.861990346 34.260366513, -85.859821577 34.263378618))","451830","4.28703631","AL","049","01049","3","NS",,,,,,,,,,,,"S","AGS NORTH DISTRICT","425728","425880","M",,"19016","0.065817781956482704","US","01","1",,"6.89932996","C","DS","NS-DS"
