"report_no","reported_date","zipcode","reported_time","location_1","description","address","city"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Weapons Law Violatio","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Liquor Law Violaton","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Liquor Law Violaton","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Liquor Law Violaton","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Weapons Law Violatio","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Weapons Law Violatio","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Liquor Law Violaton","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Weapons Law Violatio","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Liquor Law Violaton","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Weapons Law Violatio","E MEYER BL/WALROND AV","KANSAS CITY"
"140000702","2014-01-03T00:00:00.000","64130","23:52","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","E MEYER BL/WALROND AV","KANSAS CITY"
"140000704","2014-01-04T00:00:00.000","64127","0:12","POINT (-94.539247867 39.089617958)","Possession/Sale/Dist","E 19 ST/KENSINGTON AV","KANSAS CITY"
"140000704","2014-01-04T00:00:00.000","64127","0:12","POINT (-94.539247867 39.089617958)","Possession/Sale/Dist","E 19 ST/KENSINGTON AV","KANSAS CITY"
"140000705","2014-01-04T00:00:00.000","64109","0:38","POINT (-94.590644771 39.053256721)","Stealing All Other","400  WESTPORT RD","KANSAS CITY"
"140000705","2014-01-04T00:00:00.000","64109","0:38","POINT (-94.590644771 39.053256721)","Stealing All Other","400  WESTPORT RD","KANSAS CITY"
"140000707","2014-01-03T00:00:00.000","64105","23:41","POINT (-94.585609542 39.099894821)","Burglary - Residence","1200  WYANDOTTE ST","KANSAS CITY"
"140000707","2014-01-04T00:00:00.000","64105","10:15","POINT (-94.585609542 39.099894821)","Burglary - Non Resid","1200  WYANDOTTE ST","KANSAS CITY"
"140000707","2014-01-04T00:00:00.000","64105","10:15","POINT (-94.585609542 39.099894821)","Burglary - Non Resid","1200  WYANDOTTE ST","KANSAS CITY"
"140000707","2014-01-04T00:00:00.000","64105","10:15","POINT (-94.585609542 39.099894821)","Burglary - Non Resid","1200  WYANDOTTE ST","KANSAS CITY"
"140000707","2014-01-03T00:00:00.000","64105","23:41","POINT (-94.585609542 39.099894821)","Burglary - Residence","1200  WYANDOTTE ST","KANSAS CITY"
"140000707","2014-01-03T00:00:00.000","64105","23:41","POINT (-94.585609542 39.099894821)","Burglary - Residence","1200  WYANDOTTE ST","KANSAS CITY"
"140000710","2014-01-04T00:00:00.000","64132","0:24","POINT (-94.573261549 38.995019794)","Misc Violation","7300  TRACY AV","KANSAS CITY"
"140000710","2014-01-04T00:00:00.000","64132","0:24","POINT (-94.573261549 38.995019794)","Misc Violation","7300  TRACY AV","KANSAS CITY"
"140000710","2014-01-04T00:00:00.000","64132","0:24","POINT (-94.573261549 38.995019794)","Misc Violation","7300  TRACY AV","KANSAS CITY"
"140000710","2014-01-04T00:00:00.000","64132","0:24","POINT (-94.573261549 38.995019794)","Misc Violation","7300  TRACY AV","KANSAS CITY"
"140000713","2014-01-04T00:00:00.000","64116","1:20","POINT (-94.564864991 39.169537921)","Property Damage","1400  NE PARVIN RD","KANSAS CITY"
"140000713","2014-01-04T00:00:00.000","64116","1:20","POINT (-94.564864991 39.169537921)","Property Damage","1400  NE PARVIN RD","KANSAS CITY"
"140000714","2014-01-04T00:00:00.000","64132","2:01","POINT (-94.575688387 38.991464599)","Trespassing","7500  TROOST AV","KANSAS CITY"
"140000714","2014-01-04T00:00:00.000","64132","2:01","POINT (-94.575688387 38.991464599)","Trespassing","7500  TROOST AV","KANSAS CITY"
"140000715","2014-01-04T00:00:00.000","64110","2:00","POINT (-94.57321712 39.035987555)","Aggravated Assault (","2800  SOUTHWEST BL","KANSAS CITY"
"140000716","2014-01-04T00:00:00.000","64110","1:36","POINT (-94.561768105 39.097437806)","Property Damage","1300  HIGHLAND AV","KANSAS CITY"
"140000716","2014-01-04T00:00:00.000","64110","1:36","POINT (-94.561768105 39.097437806)","Property Damage","1300  HIGHLAND AV","KANSAS CITY"
"140000718","2014-01-04T00:00:00.000","64134","2:26","POINT (-94.508395131 38.935574355)","Burglary - Non Resid","10400  BLUE RIDGE BL","KANSAS CITY"
"140000718","2014-01-04T00:00:00.000","64134","2:26","POINT (-94.508395131 38.935574355)","Burglary - Non Resid","10400  BLUE RIDGE BL","KANSAS CITY"
"140000719","2014-01-04T00:00:00.000","64111","2:25","POINT (-94.573940485 39.063381428)","Property Damage","900  E ARMOUR BL","KANSAS CITY"
"140000719","2014-01-04T00:00:00.000","64111","2:25","POINT (-94.573940485 39.063381428)","Property Damage","900  E ARMOUR BL","KANSAS CITY"
"140000722","2014-01-04T00:00:00.000","64130","2:36","POINT (-94.541831475 39.014906406)","Non Agg Assault Dome","3800  E 61 ST","KANSAS CITY"
"140000722","2014-01-04T00:00:00.000","64130","2:36","POINT (-94.541831475 39.014906406)","Non Agg Assault Dome","3800  E 61 ST","KANSAS CITY"
"140000722","2014-01-04T00:00:00.000","64130","2:36","POINT (-94.541831475 39.014906406)","Non Agg Assault Dome","3800  E 61 ST","KANSAS CITY"
"140000722","2014-01-04T00:00:00.000","64130","2:36","POINT (-94.541831475 39.014906406)","Non Agg Assault Dome","3800  E 61 ST","KANSAS CITY"
"140000726","2014-01-04T00:00:00.000","64108","3:54","POINT (-94.571408814 39.083727837)","Arson","1000  E 24 ST","KANSAS CITY"
"140000726","2014-01-04T00:00:00.000","64108","3:54","POINT (-94.571408814 39.083727837)","Arson","1000  E 24 ST","KANSAS CITY"
"140000729","2014-01-04T00:00:00.000","64117","3:41","POINT (-94.53756124 39.191758674)","Possession/Sale/Dist","5400  N BALES TE","KANSAS CITY"
"140000729","2014-01-04T00:00:00.000","64117","3:41","POINT (-94.53756124 39.191758674)","Possession/Sale/Dist","5400  N BALES TE","KANSAS CITY"
"140000730","2014-01-04T00:00:00.000","64132","4:06","POINT (-94.564519322 38.979167481)","Non Agg Assault Dome","2000  E 81 ST","KANSAS CITY"
"140000730","2014-01-04T00:00:00.000","64132","4:06","POINT (-94.564519322 38.979167481)","Non Agg Assault Dome","2000  E 81 ST","KANSAS CITY"
"140000731","2014-01-04T00:00:00.000","64119","4:01","POINT (-94.49102794 39.194024252)","Arson","7700  NE 55 ST","KANSAS CITY"
"140000731","2014-01-04T00:00:00.000","64119","4:01","POINT (-94.49102794 39.194024252)","Arson","7700  NE 55 ST","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Non Aggravated Assau","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Non Aggravated Assau","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Non Aggravated Assau","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Disorderly Conduct","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Non Aggravated Assau","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Disorderly Conduct","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Disorderly Conduct","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Disorderly Conduct","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Non Aggravated Assau","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000732","2014-01-04T00:00:00.000","64133","3:54","POINT (-94.473100243 39.054250174)","Disorderly Conduct","3800  BLUE RIDGE CUTOFF","KANSAS CITY"
"140000733","2014-01-04T00:00:00.000","64134","2:50","POINT (-94.50177654 38.931207748)","Curfew","E 107 ST/BLUE RIDGE BL","KANSAS CITY"
"140000733","2014-01-04T00:00:00.000","64134","2:50","POINT (-94.50177654 38.931207748)","Curfew","E 107 ST/BLUE RIDGE BL","KANSAS CITY"
"140000735","2014-01-04T00:00:00.000","64129","5:38","POINT (-94.497832682 39.065769025)","Auto Theft Outside S","3300  EASTERN AV","KANSAS CITY"
"140000735","2014-01-04T00:00:00.000","64129","5:38","POINT (-94.497832682 39.065769025)","Auto Theft Outside S","3300  EASTERN AV","KANSAS CITY"
"140000736","2014-01-04T00:00:00.000","64131","4:07","POINT (-94.569629691 38.993148116)","Misc Violation","1500  E 74 ST","KANSAS CITY"
"140000737","2014-01-04T00:00:00.000","64134","6:53","POINT (-94.49011418 38.946387367)","Stealing Auto Parts/","9800  BOOTH AV","KANSAS CITY"
"140000737","2014-01-04T00:00:00.000","64134","6:53","POINT (-94.49011418 38.946387367)","Stealing Auto Parts/","9800  BOOTH AV","KANSAS CITY"
"140000738","2014-01-04T00:00:00.000","64117","7:02","POINT (-94.536961864 39.171507165)","Stealing From Auto","3600  NE 43 ST","KANSAS CITY"
"140000738","2014-01-04T00:00:00.000","64117","7:02","POINT (-94.536961864 39.171507165)","Stealing From Auto","3600  NE 43 ST","KANSAS CITY"
"140000738","2014-01-04T00:00:00.000","64117","7:02","POINT (-94.536961864 39.171507165)","Stealing From Auto","3600  NE 43 ST","KANSAS CITY"
"140000739","2014-01-04T00:00:00.000","64117","7:03","POINT (-94.536961864 39.171507165)","Auto Theft","3600  NE 43 ST","KANSAS CITY"
"140000739","2014-01-04T00:00:00.000","64117","7:03","POINT (-94.536961864 39.171507165)","Auto Theft","3600  NE 43 ST","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Armed Robbery","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Auto Theft","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Armed Robbery","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Armed Robbery","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Auto Theft","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Armed Robbery","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Auto Theft","1600  N UNIVERSAL AV","KANSAS CITY"
"140000740","2014-01-04T00:00:00.000","64120","6:29","POINT (-94.506242397 39.135396905)","Auto Theft","1600  N UNIVERSAL AV","KANSAS CITY"
"140000741","2014-01-04T00:00:00.000","64151","7:35","POINT (-94.626463468 39.201396798)","Stealing From Auto","5900  NW WESTWOOD LN","KANSAS CITY"
"140000741","2014-01-04T00:00:00.000","64151","7:35","POINT (-94.626463468 39.201396798)","Stealing From Auto","5900  NW WESTWOOD LN","KANSAS CITY"
