Business Name,Address,Zip Code,Occupancy,Date Approved,Date Issued,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
DIRECT MEDICAL HEALTHCARE,320 REGAL ROW Ste:100,75247,B,09/11/2017,09/26/2017,"320 REGAL ROW Ste:10075247
(32.816932, -96.8985)",6,3
MENDOZA CABINETS,2324 JOE FIELD RD Ste:219,75229,F1,09/11/2017,09/12/2017,"2324 JOE FIELD RD Ste:21975229
(32.892945, -96.900653)",6,3
BC WILLIAMS BAKERY,6000 DENTON DR,75235,F1,09/11/2017,,"6000 DENTON DR75235
(32.826311, -96.836971)",2,3
"CARRIER-1 ROUND TABLE, LLC",1515 ROUND TABLE DR Ste:150,75247,B,09/08/2017,09/11/2017,"1515 ROUND TABLE DR Ste:15075247
(32.837527, -96.878331)",6,3
BERKELY PARTNERS,11141 SHADY TRL,75229,MIX,09/08/2017,09/15/2017,"11141 SHADY TRL75229
(32.886526, -96.890429)",6,3
LUIS HERNANDEZ,11227 GOODNIGHT LN Ste:927,75229,S2,09/08/2017,09/11/2017,"11227 GOODNIGHT LN Ste:92775229
(32.890042, -96.901875)",6,3
FAIRFIELD SADLER LLC,2727 INWOOD RD,75235,MIX,09/08/2017,09/11/2017,"2727 INWOOD RD75235
(32.823063, -96.834441)",2,3
RESTORATION POINT CHURCH OF GOD,9606 LA PRADA DR,75228,A3,09/08/2017,09/11/2017,"9606 LA PRADA DR75228
(32.81977, -96.665261)",7,3
"STARWOOD DISTRIBUTORS, LLC",10723 TURBEVILLE RD,75243,S1,09/08/2017,09/11/2017,"10723 TURBEVILLE RD75243
(32.903174, -96.699913)",9,3
DAIRY MART #2,5112 W DAVIS ST,75211,M,09/08/2017,03/13/2018,"5112 W DAVIS ST75211
(32.749516, -96.911073)",6,3
"PUBLIC WERKS, INC",3811 TURTLE CREEK BLVD Ste:330,75219,B,09/08/2017,09/11/2017,"3811 TURTLE CREEK BLVD Ste:33075219
(32.813409, -96.800471)",12,3
HIGH STREET RESIDENTIAL,3220 MCKINNEY AVE Ste:100,75204,A2,09/08/2017,09/11/2017,"3220 MCKINNEY AVE Ste:10075204
(32.803253, -96.800064)",12,3
BERKELEY PARTNERS,11145 SHADY TRL,75229,MIX,09/08/2017,09/18/2017,"11145 SHADY TRL75229
(32.886633, -96.890429)",6,3
BERKELEY PARTNERS,11143 SHADY TRL,75229,MIX,09/08/2017,09/18/2017,"11143 SHADY TRL75229
(32.886579, -96.890429)",6,3
"4K LIFT CO, LLC",9001 SOVEREIGN ROW,75247,S1,09/08/2017,09/14/2017,"9001 SOVEREIGN ROW75247
(32.82059, -96.887084)",6,3
LATINOS SMOKE SHOP,2842 W DAVIS ST,75211,M,09/08/2017,09/11/2017,"2842 W DAVIS ST75211
(32.749529, -96.868455)",1,3
LIFE RESTORATION OUTREACH MINISTRY,400 GRAHAM AVE,75223,A3,09/08/2017,09/11/2017,"400 GRAHAM AVE75223
(32.798578, -96.754563)",2,3
TARAS CO AUTO SALES INC,3932 W DAVIS ST Ste:3,75211,B,09/08/2017,09/11/2017,"3932 W DAVIS ST Ste:375211
(32.749535, -96.884218)",3,3
MODERA GALLERIA,13290 NOEL RD,75240,R2,09/08/2017,09/11/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
A& W TRUCK SERVICE INC,5321 BERNAL DR,75212,B,09/08/2017,12/05/2017,"5321 BERNAL DR75212
(32.777323, -96.908574)",6,3
A&W TRUCK SERVICES INC.,5325 BERNAL DR,75212,B,09/08/2017,12/05/2017,"5325 BERNAL DR75212
(32.777269, -96.908757)",6,3
LUSH FRESH HANDMADE COSMETICS,2550 ELM ST Ste:100,75226,M,09/08/2017,09/11/2017,"2550 ELM ST Ste:10075226
(32.783936, -96.787054)",2,3
LUSH FRESH HANDMADE COSMETICS,2550 ELM ST Ste:200,75226,M,09/08/2017,09/11/2017,"2550 ELM ST Ste:20075226
(32.783936, -96.787054)",2,3
DRACHEN DRONE AVIATION,11311 N STEMMONS FWY Ste:14,75229,S1,09/08/2017,09/11/2017,"11311 N STEMMONS FWY Ste:1475229
(32.893647, -96.898645)",6,3
MODERA GALLERIA,13290 NOEL RD,75240,R2,09/08/2017,09/11/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
MOMO ITALIAN KITCHEN,8989 FOREST LN Ste:130,75243,A2,09/08/2017,10/11/2017,"8989 FOREST LN Ste:13075243
(32.909227, -96.749685)",9,3
SPINDLETOP EXPLORATION COMPANY,2323 ROSS AVE Ste:740,75201,B,09/08/2017,09/11/2017,"2323 ROSS AVE Ste:74075201
(32.789221, -96.796497)",12,3
CRONAN & ASSOCIATES,1330 MOTOR CIR,75207,B,09/08/2017,05/23/2018,"1330 MOTOR CIR75207
(32.803816, -96.841572)",6,3
AA RENTAL INC.,11476 HARRY HINES BLVD Ste:150,75229,MIX,09/08/2017,09/12/2017,"11476 HARRY HINES BLVD Ste:15075229
(32.898805, -96.892204)",6,3
UNITED BUILDING SCIENCE,212 JULIAN ST,75203,B,09/08/2017,09/20/2017,"212 JULIAN ST75203
(32.765128, -96.820927)",1,3
SPIRIT OF HALLOWEEN LLC,9540 GARLAND RD Ste:403,75218,M,09/08/2017,09/12/2017,"9540 GARLAND RD Ste:40375218
(32.833359, -96.702624)",13,3
HIGH STREET RESIDENTIAL,3200 MCKINNEY AVE,75204,MIX,09/08/2017,09/08/2017,"3200 MCKINNEY AVE75204
(32.803008, -96.800227)",12,3
LG CHARITY HOME HEALTH CARE SERVICES INC.,9535 FOREST LN Ste:246,75243,B,09/08/2017,09/11/2017,"9535 FOREST LN Ste:24675243
(32.909206, -96.729564)",9,3
"ELVIS HOME HEALTH CARE ,LLC",9535 FOREST LN Ste:240,75243,B,09/08/2017,09/11/2017,"9535 FOREST LN Ste:24075243
(32.909206, -96.729564)",9,3
"STARWOOD DISTRIBUTORS, LLC",10719 TURBEVILLE RD,75243,S1,09/08/2017,09/11/2017,"10719 TURBEVILLE RD75243
(32.903173, -96.700008)",9,3
AMAZON,3351 BALMORHEA DR,75134,S1,09/08/2017,09/12/2017,3351 BALMORHEA DR75134,,
IMMUNOTEK,8989 FOREST LN Ste:100,75243,B,09/08/2017,04/18/2018,"8989 FOREST LN Ste:10075243
(32.909227, -96.749685)",9,3
WINNER WIRELESS,11528 HARRY HINES BLVD Ste:C301,75229,S1,09/07/2017,09/13/2017,"11528 HARRY HINES BLVD Ste:C30175229
(32.900681, -96.892783)",6,3
PHM MANAGEMENT,3300 OAK LAWN AVE Ste:430,75219,B,09/07/2017,10/10/2017,"3300 OAK LAWN AVE Ste:43075219
(32.810396, -96.807398)",12,3
SOME INK,3333 W CAMP WISDOM RD Ste:122,75237,B,09/07/2017,04/18/2018,"3333 W CAMP WISDOM RD Ste:12275237
(32.662678, -96.875092)",3,3
AFFORDABLE BUDGET TIRES,9797 SKILLMAN ST,75243,S1,09/07/2017,09/08/2017,"9797 SKILLMAN ST75243
(32.908667, -96.706565)",9,3
ZUMBA  SWAG,6909 SCYENE RD,75227,B,09/07/2017,09/08/2017,"6909 SCYENE RD75227
(32.763527, -96.702146)",5,3
JACKSON ST. PARKING GARGAGE,2013 JACKSON ST,75201,S2,09/07/2017,,"2013 JACKSON ST75201
(32.780395, -96.793279)",12,3
ENFY AUTO SALES,3932 W DAVIS ST Ste:2,75211,S1,09/07/2017,09/08/2017,"3932 W DAVIS ST Ste:275211
(32.749535, -96.884218)",3,3
PIER 247,247 W DAVIS ST,75208,A2,09/07/2017,,"247 W DAVIS ST75208
(32.749449, -96.82621)",1,3
VELOCIS,300 CRESCENT CT Ste:850,75201,B,09/07/2017,09/08/2017,"300 CRESCENT CT Ste:85075201
(32.793755, -96.804774)",12,3
WATERMILL EXPRESS LLC,8052 FERGUSON RD,75228,M,09/07/2017,11/17/2017,"8052 FERGUSON RD75228
(32.802269, -96.713241)",7,3
KEITH MADIGAN STUDIOS,11925 N STEMMONS FWY Ste:150,75234,B,09/07/2017,10/27/2017,"11925 N STEMMONS FWY Ste:15075234
(32.910709, -96.899775)",6,3
S SUPER CARS,3916 W DAVIS ST Ste:2,75211,S1,09/07/2017,09/08/2017,"3916 W DAVIS ST Ste:275211
(32.749537, -96.883288)",3,3
THE ASH AT THE BRANCH,4646 AMESBURY DR,75206,A2,09/07/2017,09/07/2017,"4646 AMESBURY DR75206
(32.842555, -96.763345)",12,3
GIRLS SCOUTS OF NORTHEAST TEXAS,6010 WHISPERING CEDAR DR,75236,B,09/07/2017,,"6010 WHISPERING CEDAR DR75236
(32.688627, -96.925803)",3,3
WINNER WIRELESS,11528 HARRY HINES BLVD Ste:C300,75229,S1,09/07/2017,09/12/2017,"11528 HARRY HINES BLVD Ste:C30075229
(32.900681, -96.892783)",6,3
RIDDLE AND WILLIAMS P.C.,3811 TURTLE CREEK BLVD Ste:500,75219,B,09/07/2017,10/23/2017,"3811 TURTLE CREEK BLVD Ste:50075219
(32.813409, -96.800471)",12,3
FOUR CORNERS BREWING,2314 MYRTLE SPRINGS AVE,75220,S1,09/07/2017,09/13/2017,"2314 MYRTLE SPRINGS AVE75220
(32.869066, -96.901018)",6,3
TARGET,2417 N HASKELL AVE,75204,M,09/07/2017,12/05/2017,"2417 N HASKELL AVE75204
(32.804882, -96.789963)",12,3
WATERMILL EXPRESS,10812 ROYAL HAVEN LN,75229,M,09/07/2017,12/21/2017,"10812 ROYAL HAVEN LN75229
(32.896294, -96.872326)",11,3
AEP,1201 ELM ST Ste:4100,75202,B,09/07/2017,12/15/2017,"1201 ELM ST Ste:410075202
(32.780961, -96.801472)",12,3
EUNOIAFIT LLC,2613 N CARROLL AVE,75204,B,09/07/2017,09/08/2017,"2613 N CARROLL AVE75204
(32.809317, -96.78794)",2,3
STUDIO TOUBA,5656 ALPHA RD Ste:B,75240,B,09/07/2017,09/13/2017,"5656 ALPHA RD Ste:B75240
(32.932783, -96.810308)",10,3
BUSINESS FIRST,5220 SPRING VALLEY RD Ste:100,75240,B,09/07/2017,09/08/2017,5220 SPRING VALLEY RD Ste:10075240,,
RAMOS PRODUCE INC,3031 QUEBEC ST Ste:105,75247,S2,09/07/2017,09/08/2017,"3031 QUEBEC ST Ste:10575247
(32.803886, -96.861685)",6,3
LONGPOINT ENERGY,5646 MILTON ST Ste:205,75206,B,09/07/2017,09/08/2017,"5646 MILTON ST Ste:20575206
(32.848823, -96.770824)",12,3
THE PLAY BARBER SHOP,111 W CLARENDON DR,75208,B,09/07/2017,09/08/2017,"111 W CLARENDON DR75208
(32.734498, -96.823425)",4,3
TRINITY GREEN FLATS,1212 SINGLETON BLVD,75212,MIX,09/07/2017,09/08/2017,"1212 SINGLETON BLVD75212
(32.778518, -96.841037)",6,3
BROADSTONE LTD,305 W COMMERCE ST,75208,MIX,09/06/2017,09/07/2017,"305 W COMMERCE ST75208
(32.773909, -96.827724)",6,3
TACODELI,8031 WALNUT HILL LN Ste:1050,75231,A2,09/06/2017,,"8031 WALNUT HILL LN Ste:105075231
(32.880752, -96.76723)",11,3
JACKSON HEWITT TAX SERVICE,9401 L B J FWY Ste:100,75243,B,09/06/2017,09/13/2017,9401 L B J FWY Ste:10075243,,
SHAMAN MODIFICATIONS,502 S FITZHUGH AVE,75223,M,09/06/2017,09/07/2017,"502 S FITZHUGH AVE75223
(32.79227, -96.760327)",2,3
PRO ASSET RECOVERY LLC,5440 HARVEST HILL RD Ste:254,75230,B,09/06/2017,09/07/2017,"5440 HARVEST HILL RD Ste:25475230
(32.922053, -96.815841)",11,3
3015 AT TRINITY GROVES,3015 GULDEN LN Ste:100,75212,A3,09/06/2017,06/28/2018,"3015 GULDEN LN Ste:10075212
(32.779206, -96.827706)",6,3
CENTER LIVING CONDOMINIUMS,3200 ROSS AVE Ste:BLDG6,75204,R2,09/06/2017,,"3200 ROSS AVE Ste:BLDG675204
(32.794399, -96.790267)",12,3
ALEXAN HENDERSON,1945 BENNETT AVE,75206,R2,09/06/2017,09/07/2017,"1945 BENNETT AVE75206
(32.809214, -96.777766)",2,3
SEA DRAGON TATTOO SUPPLY,9722 SKILLMAN ST,75243,M,09/06/2017,09/07/2017,"9722 SKILLMAN ST75243
(32.908238, -96.707267)",9,3
MJ TRANSMISSION AND AUTO REPAIR,2222 AKRON ST,75212,S1,09/06/2017,09/07/2017,"2222 AKRON ST75212
(32.77686, -96.858587)",6,3
JAVIER AUTO REPAIR,11460 REEDER RD Ste:122,75229,S1,09/06/2017,,"11460 REEDER RD Ste:12275229
(32.900327, -96.895885)",6,3
LAVENDERIA ROYAL COIN LAUNDRY LLC,10909 WEBB CHAPEL RD Ste:148,75229,B,09/06/2017,10/12/2017,"10909 WEBB CHAPEL RD Ste:14875229
(32.897231, -96.871038)",11,3
HIGHLAND HILLS METH CHURCH,3800 SIMPSON STUART RD,75241,A3,09/06/2017,,"3800 SIMPSON STUART RD75241
(32.675736, -96.756534)",8,3
SAFA CELL PHONE & COMPUTER REPAIR,10909 WEBB CHAPEL RD Ste:148B,75229,B,09/06/2017,10/09/2017,"10909 WEBB CHAPEL RD Ste:148B75229
(32.897231, -96.871038)",11,3
EL AZTECA #2,10909 WEBB CHAPEL RD Ste:148A,75229,B,09/06/2017,10/09/2017,"10909 WEBB CHAPEL RD Ste:148A75229
(32.897231, -96.871038)",11,3
SAVANNAH CUSTOM BUILDERS,5026 MANETT ST,75206,R3,09/06/2017,04/27/2018,"5026 MANETT ST75206
(32.814666, -96.782631)",12,3
THE BOSS,2426 MERRELL RD Ste:101,75229,S1,09/06/2017,09/19/2017,"2426 MERRELL RD Ste:10175229
(32.887986, -96.896309)",6,3
HAND AND STONE,3699 MCKINNEY AVE Ste:403,75204,M,09/06/2017,11/20/2017,"3699 MCKINNEY AVE Ste:40375204
(32.807822, -96.796988)",12,3
DOLLAR GENERAL STORE #19292,655 W ILLINOIS AVE Ste:225,75224,M,09/06/2017,03/21/2018,"655 W ILLINOIS AVE Ste:22575224
(32.720401, -96.831739)",1,3
UNIVERSAL DISCOUNT TIRES,12055 GARLAND RD,75218,S1,09/06/2017,09/19/2017,"12055 GARLAND RD75218
(32.860112, -96.673619)",13,3
DRY NAIL BAR,5959 ROYAL LN Ste:530,75230,B,09/06/2017,03/16/2018,"5959 ROYAL LN Ste:53075230
(32.894886, -96.805103)",11,3
PAL BOXING GYMNASIUM,9759 FOREST LN Ste:420,75243,A3,09/06/2017,09/11/2017,"9759 FOREST LN Ste:42075243
(32.909566, -96.720129)",9,3
ABUELITA PANADERIA,3701 W NORTHWEST HWY Ste:186,75220,M,09/06/2017,,"3701 W NORTHWEST HWY Ste:18675220
(32.860642, -96.856829)",2,3
CALEISO BEAUTY SPA,12850 HILLCREST RD Ste:F210,75230,B,09/06/2017,09/14/2017,"12850 HILLCREST RD Ste:F21075230
(32.923194, -96.786157)",10,3
"LUCKY'S BARBER SHOP, LLC",17390 PRESTON RD Ste:252,,B,09/06/2017,11/27/2017,"17390 PRESTON RD Ste:252
(32.989812, -96.801779)",14,3
DD'S DISCOUNTS,4414 DALLAS FT WORTH TPKE Ste:150,75211,M,09/06/2017,03/01/2018,4414 DALLAS FT WORTH TPKE Ste:15075211,,
VILLAGE FAMILY DENTAL,4041 W WHEATLAND RD Ste:202,75237,B,09/05/2017,09/06/2017,"4041 W WHEATLAND RD Ste:20275237
(32.647611, -96.885284)",8,3
KELLY DURHAM & PITTARD,2223 W JEFFERSON BLVD,75208,B,09/05/2017,,"2223 W JEFFERSON BLVD75208
(32.747289, -96.854659)",1,3
YUMMY EXTENSIONS,19009 PRESTON RD Ste:114,,B,09/05/2017,12/29/2017,"19009 PRESTON RD Ste:114
(33.006629, -96.795587)",14,3
ANDREWES DISTRIBUTING,2707 N STEMMONS FWY Ste:220,75207,MIX,09/05/2017,04/25/2018,"2707 N STEMMONS FWY Ste:22075207
(32.807689, -96.843334)",6,3
MS V AUTO SPA,3616 SUNNYVALE ST,75216,B,09/05/2017,10/12/2017,"3616 SUNNYVALE ST75216
(32.711082, -96.783742)",4,3
DERM SPA DALLAS,6211 W NORTHWEST HWY Ste:C261,75225,B,09/05/2017,09/06/2017,"6211 W NORTHWEST HWY Ste:C26175225
(32.865729, -96.799915)",11,3
WHITE GLOVE STORAGE & DELIVERY-DALLAS LLC,1344 CRAMPTON ST,75207,S1,09/05/2017,09/12/2017,"1344 CRAMPTON ST75207
(32.801437, -96.838694)",6,3
7-ELEVEN CONVENIENCE STORE # 22788B,5365 SPRING VALLEY RD,75254,M,09/05/2017,10/12/2017,"5365 SPRING VALLEY RD75254
(32.939556, -96.815004)",10,3
7-ELEVEN CONVENIENCE STORE # 36449B,5950 S R L THORNTON FWY,75241,M,09/05/2017,09/27/2018,5950 S R L THORNTON FWY75241,,
E&M C-STORE,1502 CENTERVILLE RD,75228,M,09/05/2017,10/23/2017,"1502 CENTERVILLE RD75228
(32.842998, -96.68489)",13,3
7-ELEVEN CONVENIENCE STORE # 21972B,8902 GARLAND RD,75218,M,09/05/2017,,"8902 GARLAND RD75218
(32.82624, -96.711075)",13,3
THE WHISKEY ICE CO.,10850 SWITZER AVE Ste:111,75238,S1,09/05/2017,09/06/2017,"10850 SWITZER AVE Ste:11175238
(32.896412, -96.704565)",9,3
ALICE,1623 N HALL ST Ste:103,75204,A2,09/05/2017,09/28/2017,"1623 N HALL ST Ste:10375204
(32.795266, -96.788935)",12,3
ECO-SITE,5304 S R L THORNTON FWY,75241,U,09/05/2017,09/06/2017,"5304 S R L THORNTON FWY75241
(32.681099, -96.822477)",4,3
T-MOBILE,5400 BONNIE VIEW RD Ste:C,75241,U,09/05/2017,,"5400 BONNIE VIEW RD Ste:C75241
(32.683101, -96.767685)",8,3
FIRST STEP COUNCELING,2750 NORTHAVEN RD Ste:107,75229,B,09/05/2017,09/08/2017,"2750 NORTHAVEN RD Ste:10775229
(32.903815, -96.886107)",6,3
MOLA  MOLA,5560 W LOVERS LN Ste:249,75209,B,09/05/2017,12/29/2017,"5560 W LOVERS LN Ste:24975209
(32.851182, -96.818577)",11,3
TACO PRONTO,6801 HARRY HINES BLVD,75235,A2,09/05/2017,11/29/2017,"6801 HARRY HINES BLVD75235
(32.823989, -96.852512)",2,3
SOLAR PREPARATORY FOR GIRLS AT JAMES B. BONHAM,2617 N HENDERSON AVE,,E,09/05/2017,,"2617 N HENDERSON AVE
(32.817055, -96.781061)",2,3
PIZZERIA TESTA,3525 GREENVILLE AVE,75206,A2,09/05/2017,07/13/2018,"3525 GREENVILLE AVE75206
(32.830631, -96.77015)",12,3
"ZAK DISTRIBUTION, LLC",2526 JOE FIELD RD Ste:10,75229,S1,09/05/2017,09/12/2017,"2526 JOE FIELD RD Ste:1075229
(32.892834, -96.892786)",6,3
KWIK MART #5 TACO AND DELI,6343 LAKE JUNE RD Ste:100,75217,MIX,09/01/2017,,"6343 LAKE JUNE RD Ste:10075217
(32.73439, -96.711102)",5,3
THE STRAND,1931 MARKET CENTER BLVD,75207,R2,09/01/2017,09/05/2017,"1931 MARKET CENTER BLVD75207
(32.796781, -96.824477)",6,3
"CHIJMES DALLAS, LLC",975 N ZANG BLVD,75208,R1,09/01/2017,05/25/2018,"975 N ZANG BLVD75208
(32.75454, -96.824112)",1,3
MCDONALD'S,7007 W WHEATLAND RD,75249,A2,09/01/2017,11/17/2017,"7007 W WHEATLAND RD75249
(32.647234, -96.943268)",3,3
PRESTON HOLLOW PHASE 2,7775 FIREFALL WAY,75230,R2,09/01/2017,09/29/2017,7775 FIREFALL WAY75230,,
CAFE BON APPETIT,3000 TURTLE CREEK BLVD Ste:100,75204,A2,09/01/2017,09/05/2017,3000 TURTLE CREEK BLVD Ste:10075204,,
NEW QUICK WAY MART NO.3,3322 SYLVAN AVE,75212,M,09/01/2017,05/11/2018,"3322 SYLVAN AVE75212
(32.782242, -96.83573)",6,3
LINCOLN KESSLER PARK,2400 FORT WORTH AVE,75211,MIX,09/01/2017,09/05/2017,"2400 FORT WORTH AVE75211
(32.759915, -96.861064)",1,3
EDUVISION INC,8330 L B J FWY Ste:100,75243,B,09/01/2017,09/05/2017,8330 L B J FWY Ste:10075243,,
BELMONT,2000 MCKINNEY AVE Ste:600,75201,B,09/01/2017,12/29/2017,"2000 MCKINNEY AVE Ste:60075201
(32.790753, -96.803571)",12,3
TRINITY GREEN FLATS,1212 SINGLETON BLVD,75212,MIX,09/01/2017,09/05/2017,"1212 SINGLETON BLVD75212
(32.778518, -96.841037)",6,3
THE STRAND,1931 MARKET CENTER BLVD,75207,R2,09/01/2017,09/05/2017,"1931 MARKET CENTER BLVD75207
(32.796781, -96.824477)",6,3
ORANGE THEORY FITNESS,1911 ABRAMS RD,75214,A3,09/01/2017,01/10/2018,"1911 ABRAMS RD75214
(32.812903, -96.751654)",12,3
PRESTON HOLLOW PHASE 2,7775 FIREFALL WAY,75230,R2,09/01/2017,09/29/2017,7775 FIREFALL WAY75230,,
"CHIJMES DALLAS, LLC",975 N ZANG BLVD Ste:100,75208,R2,09/01/2017,05/25/2018,"975 N ZANG BLVD Ste:10075208
(32.75454, -96.824112)",1,3
KWIK MART #5,6343 LAKE JUNE RD Ste:120,75217,MIX,09/01/2017,,"6343 LAKE JUNE RD Ste:12075217
(32.73439, -96.711102)",5,3
TRUCKER'S CAFE,1910 MARTIN LUTHER KING BLVD,75215,A2,09/01/2017,01/09/2018,"1910 MARTIN LUTHER KING BLVD75215
(32.763877, -96.774406)",7,3
PRESTON HOLLOW PHASE 2,7775 FIREFALL WAY,75230,R2,09/01/2017,09/29/2017,7775 FIREFALL WAY75230,,
JAMES MILLER INSURANCE AGENCY,6333 E MOCKINGBIRD LN Ste:254A,75214,B,09/01/2017,09/05/2017,"6333 E MOCKINGBIRD LN Ste:254A75214
(32.836528, -96.754032)",12,3
SHAKE SHACK,2500 N PEARL ST,75201,MIX,09/01/2017,11/16/2017,"2500 N PEARL ST75201
(32.793102, -96.803175)",12,3
I-STATION,8150 N CENTRAL EXPY Ste:1850,75206,B,09/01/2017,10/13/2017,"8150 N CENTRAL EXPY Ste:185075206
(32.861953, -96.769817)",12,3
T-MOBILE,9951 ROYAL LN Ste:C,75231,U,08/31/2017,,"9951 ROYAL LN Ste:C75231
(32.894568, -96.720041)",9,3
CAFE HERRERA,665 S LAMAR ST Ste:140,75202,A2,08/31/2017,10/27/2017,"665 S LAMAR ST Ste:14075202
(32.774788, -96.802872)",2,3
CLUB ODYSSEY PRIVATE CLUB INC,7439 S WESTMORELAND RD,75237,A2,08/31/2017,09/22/2017,"7439 S WESTMORELAND RD75237
(32.655517, -96.885333)",8,3
CORPORATE CLEANING SOLUTIONS,11441 HILLGUARD RD,75243,S1,08/31/2017,09/01/2017,"11441 HILLGUARD RD75243
(32.903894, -96.705353)",9,3
FIESTA GARDENS EVENT CENTER,4431 W KIEST BLVD,75236,A2,08/31/2017,,"4431 W KIEST BLVD75236
(32.705813, -96.8923)",3,3
ALLOUT A/V BOYCE GRAHAM,10930 SWITZER AVE Ste:118,75238,S1,08/31/2017,09/01/2017,"10930 SWITZER AVE Ste:11875238
(32.897397, -96.704566)",9,3
GORDON & REES,2200 ROSS AVE Ste:4100W,75201,B,08/31/2017,09/27/2017,"2200 ROSS AVE Ste:4100W75201
(32.788305, -96.79761)",12,3
TEXAS TAX PROTEST,8111 L B J FWY Ste:720,75240,B,08/31/2017,09/01/2017,8111 L B J FWY Ste:72075240,,
EMCARE,13737 NOEL RD Ste:150,75240,B,08/31/2017,10/23/2017,"13737 NOEL RD Ste:15075240
(32.93498, -96.818062)",10,3
FORTUNE MOBILE 1,9015 LAKE JUNE RD,75217,M,08/31/2017,09/01/2017,"9015 LAKE JUNE RD75217
(32.734191, -96.664655)",5,3
B & F FLATS,2650 N FITZHUGH AVE,75206,MIX,08/31/2017,08/31/2017,2650 N FITZHUGH AVE75206,,
WHITE ROCK ALEHOUSE & BREWERY,7331 GASTON AVE Ste:100,75214,MIX,08/31/2017,12/08/2017,"7331 GASTON AVE Ste:10075214
(32.811537, -96.730346)",12,3
ERVAY TOWNHOMES,1625 HICKORY ST,75215,R3,08/31/2017,09/26/2018,"1625 HICKORY ST75215
(32.769757, -96.786461)",2,3
KAREN K. KING DO,1151 N BUCKNER BLVD Ste:112,75218,B,08/31/2017,09/01/2017,"1151 N BUCKNER BLVD Ste:11275218
(32.834734, -96.703615)",13,3
EVENING ENTERTAINMENT GROUP,402 N HAWKINS ST,75204,B,08/31/2017,09/01/2017,"402 N HAWKINS ST75204
(32.785363, -96.789674)",12,3
JONES BLAIR PAINT CO,,75235,MIX,08/31/2017,09/21/2017,"75235(32.828659, -96.847267)",2,3
PETDATA,8585 N STEMMONS FWY,75247,B,08/31/2017,10/04/2017,"8585 N STEMMONS FWY75247
(32.829808, -96.874065)",6,3
COOL RIVER CAFE,8008 HERB KELLEHER WAY Ste:C2111,75209,A2,08/31/2017,,"8008 HERB KELLEHER WAY Ste:C211175209
(32.843635, -96.848851)",2,3
T-MOBILE,3203 DAWES DR Ste:C,75211,U,08/31/2017,07/30/2018,"3203 DAWES DR Ste:C75211
(32.7271, -96.87317)",1,3
WNC,14110 DALLAS PKWY Ste:260,75254,B,08/31/2017,10/13/2017,"14110 DALLAS PKWY Ste:26075254
(32.940372, -96.821753)",10,3
"ROBERT C. SCHWARTZ, JR. M.D., P.A.",6301 GASTON AVE Ste:541,75214,B,08/31/2017,11/15/2017,"6301 GASTON AVE Ste:54175214
(32.813405, -96.753337)",12,3
EPIC,2550 PACIFIC AVE,75226,MIX,08/31/2017,,"2550 PACIFIC AVE75226
(32.784998, -96.788578)",2,3
DISCOUNT CORNER STORE,4202 S WESTMORELAND RD,75233,B,08/31/2017,09/21/2017,"4202 S WESTMORELAND RD75233
(32.69222, -96.880229)",3,3
F.M AUTO SALE,7224 HARRY HINES BLVD Ste:120,75235,S1,08/31/2017,09/01/2017,"7224 HARRY HINES BLVD Ste:12075235
(32.827961, -96.856526)",2,3
"NIMMO, INC.",4407 BELMONT AVE,75204,B,08/31/2017,09/01/2017,"4407 BELMONT AVE75204
(32.808717, -96.788497)",2,3
CALVIN STREET CONDO'S,2630 CALVIN ST,75204,R2,08/31/2017,05/24/2018,"2630 CALVIN ST75204
(32.810608, -96.787816)",2,3
ALTA STATE THOMAS,2828 WOODSIDE ST,75204,MIX,08/31/2017,08/31/2017,"2828 WOODSIDE ST75204
(32.797928, -96.800026)",12,3
AMIGO WASH & DRY #7,2231 W LEDBETTER DR Ste:210,75224,B,08/31/2017,02/01/2018,"2231 W LEDBETTER DR Ste:21075224
(32.691273, -96.855183)",4,3
DIGIT 1919,1919 S AKARD ST,75215,R3,08/31/2017,09/01/2017,"1919 S AKARD ST75215
(32.76718, -96.78946)",2,3
RICH BITCH,11166 ABLES LN Ste:F,75229,S1,08/31/2017,09/01/2017,"11166 ABLES LN Ste:F75229
(32.88876, -96.894033)",6,3
BLACK SHIP LITTLE KATANA,665 S LAMAR ST Ste:130,75202,A2,08/31/2017,10/02/2017,"665 S LAMAR ST Ste:13075202
(32.774788, -96.802872)",2,3
CALVIN STREET CONDO'S,4608 COLES MANOR ST,75204,R2,08/31/2017,05/24/2018,"4608 COLES MANOR ST75204
(32.811182, -96.788291)",2,3
LAWSON CONVENIENCE STORE,421 W LAWSON RD Ste:40,75253,M,08/31/2017,02/20/2018,"421 W LAWSON RD Ste:4075253
(32.696339, -96.577961)",8,3
"DOOR & FRAME SOLUTIONS, L.L.C.",11054 SHADY TRL Ste:303,75229,B,08/31/2017,09/07/2017,"11054 SHADY TRL Ste:30375229
(32.882707, -96.890444)",6,3
RODRIGUEZ  B  AUTOSERVICES,2523 SOUTHWELL RD Ste:2,75229,S1,08/30/2017,09/05/2017,"2523 SOUTHWELL RD Ste:275229
(32.886329, -96.892842)",6,3
