"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-150093","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486478","In Public Home","Jacqueline B","Dog","Male","German Shepherd","Brown","2022-08-07T00:00:00.000","Date Found","LAKE  MONEYSMITH RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486478","Image Copyright HLP Inc. 2022","Description: Mixed breed dog- possibly German Shepard and lab mix. Younger adult dog.  Friendly <p/>Age: Over 1 year<p/>Found Near: Lake Moneysmith Rd , Auburn WA  98092<p/>Found Date: 2022-08-07<p/>"
"K22-149318","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478120","In Public Home",,"Dog","Female","German Shepherd","Brown","2022-08-05T00:00:00.000","Date Found","POINT  DEFIANCE PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478120","Image Copyright HLP Inc. 2022","Description: Young female with shepherd coloring. Pretty sure she is mixed. Was wearing a collar, hopefully the owner can provide details on what it looks like. <p/>Age: Unknown<p/>Found Near: Point defiance park, Tacoma WA  98407<p/>Found Date: 2022-08-05<p/>"
"K22-150770","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672049","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Mediumhair","Org Tabby","2022-09-09T00:00:00.000","Received on","8300 block of  161ST AVE NE","REDMOND","WA","98052","REDMOND","47.675578","-122.124012","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672049","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 8300 block of  161ST AVE NE<p/> Description: Org Tabby Female Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150531","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Shorthair","Brn Tabby","2022-09-01T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671686","Image Copyright HLP Inc. 2022","Received on: 2022-09-01<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149057","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669297","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mila","Cat","Spayed Female","Domestic Shorthair","White / Black","2022-07-29T00:00:00.000","Received on","6300 block of  S 240TH CT","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669297","Image Copyright HLP Inc. 2022","Received on: 2022-07-29<p/> Found Near: 6300 block of  S 240TH CT<p/> Description: White / Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150894","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672417","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","Male","Pit Bull / Mix","Tan / White","2022-09-12T00:00:00.000","Received on","3500 block of  S 239TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672417","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 3500 block of  S 239TH ST<p/> Description: Tan / White Male Pit Bull / Mix Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150479","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2489176","In Public Home",,"Cat","Unknown","Domestic Shorthair","Black","2022-08-31T00:00:00.000","Date Found","292ND  AND N 202","SAMMAMISH/KLAHANIE NEIGHBO",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2489176","Image Copyright HLP Inc. 2022","Description: There is a deceased black cat in the middle of the road by 292nd and N 202 in Sammamish (Klahanie neighborhood) according to a post on Ring neighborhood.<p/>Age: Unknown<p/>Found Near: 292nd and N 202, Sammamish/Klahanie neighborhood, Issaquah WA  98029<p/>Found Date: 2022-08-31<p/>"
"K22-149569","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670192","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Appam","Cat","Female","Domestic Shorthair","Dilute Tor","2022-08-10T00:00:00.000","Received on","14100 block of  SE 171ST WAY","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670192","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 14100 block of  SE 171ST WAY<p/> Description: Dilute Tor Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150785","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A658880","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Max","Dog","Male","Miniature Poodle / Mix","White / Cream","2022-09-09T00:00:00.000","Received on","4100 block of  S 144TH ST","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658880","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 4100 block of  S 144TH ST<p/> Description: White / Cream Male Miniature Poodle / Mix Dog<p/> Age: 2 YEARS 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150659","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671889","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Avery","Dog","Male","Labrador Retriever / Mix","Black","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671889","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black Male Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150715","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671967","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jade","Cat","Spayed Female","Domestic Shorthair","Tortie","2022-09-07T00:00:00.000","Received on","15400 block of  40TH AVE S","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671967","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 15400 block of  40TH AVE S<p/> Description: Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150415","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671484","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Joplin","Dog","Spayed Female","Terrier","Brown","2022-08-29T00:00:00.000","Received on","100 block of  SW 112TH ST","SEATTLE","WA","98146","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671484","Image Copyright HLP Inc. 2022","Received on: 2022-08-29<p/> Found Near: 100 block of  SW 112TH ST<p/> Description: Brown Spayed Female Terrier Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149856","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670644","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Armadillo","Cat","Male","Domestic Shorthair","Brn Tabby","2022-08-17T00:00:00.000","Received on","10000 block of  SE 256TH ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670644","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 10000 block of  SE 256TH ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149647","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480968","In Public Home",,"Dog","Unknown","Chihuahua - Smooth Coated","Unknown","2022-08-11T00:00:00.000","Date Found","148TH  AVE NE & NE 3RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480968","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 148th AVE NE & NE 3RD ST, Bellevue WA  98007<p/>Found Date: 2022-08-11<p/>"
"K22-149736","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482059","In Public Home","Mark D Tombo",,"Unknown",,"Unknown","2022-08-14T00:00:00.000","Date Found","1200 block of  N 171ST ST","SHORELINE","WA","98133","SHORELINE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482059","Image Copyright HLP Inc. 2022","Description: female golden pheasant appeared in my back yard 4 hours ago.  No leg band.  Currently lightly fenced in with food and water<p/>Age: Unknown<p/>Found Near: 1200 block of  N 171ST ST<p/>Found Date: 2022-08-14<p/>"
"K22-149855","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483315","In Public Home",,"Cat","Unknown","Domestic Shorthair","Black","2022-08-17T00:00:00.000","Date Found","124TH  AVE SE AND SE 216TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483315","Image Copyright HLP Inc. 2022","Description: Small black kitty.  Not feral for sure.<p/>Age: Unknown<p/>Found Near: 124th Ave SE and SE 216th, Kent WA  98031<p/>Found Date: 2022-08-17<p/>"
"K22-150450","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671546","Issaquah Petsmart 1505 11TH AVE NW ISSAQUAH, WA 98027","Jane","Cat","Spayed Female","Domestic Shorthair","Dilute Tor","2022-08-30T00:00:00.000","Received on","37000 block of  55TH AVE S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671546","Image Copyright HLP Inc. 2022","Received on: 2022-08-30<p/> Found Near: 37000 block of  55TH AVE S<p/> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: Issaquah Petsmart 1505 11TH AVE NW ISSAQUAH, WA 98027<p/>"
"K22-150819","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672181","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Gray","2022-09-10T00:00:00.000","Received on","24400 block of  148TH AVE SE","KENT","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672181","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149404","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669925","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Korokke","Cat","Male","Domestic Shorthair","Brn Tabby","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669925","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150637","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A054255","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Nico","Dog","Neutered Male","Parson Russ Ter / Mix","White / Buff","2022-09-06T00:00:00.000","Received on","4400 block of  S 188TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A054255","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4400 block of  S 188TH ST<p/> Description: White / Buff Neutered Male Parson Russ Ter / Mix Dog<p/> Age: 17 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150580","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671755","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Boulder","Dog","Neutered Male","Pit Bull / Weimaraner","Brown / White","2022-09-02T00:00:00.000","Received on","26300 block of  191ST PL SE","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671755","Image Copyright HLP Inc. 2022","Received on: 2022-09-02<p/> Found Near: 26300 block of  191ST PL SE<p/> Description: Brown / White Neutered Male Pit Bull / Weimaraner Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149882","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670695","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Aspera","Barn Cat","Neutered Male","Domestic Mediumhair","Brn Tabby","2022-08-18T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670695","Image Copyright HLP Inc. 2022","Received on: 2022-08-18<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Brn Tabby Neutered Male Domestic Mediumhair Barn Cat<p/> Age: 16 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K21-142214","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2359342","In Public Home",,"Cat","Male","American Shorthair","Unknown","2021-11-30T00:00:00.000","Date Found","LAWSON  AND BLACK DIAMOND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2359342","Image Copyright HLP Inc. 2022","Description: Dark Gray and White very lovable. Showed up about a month ago.<p/>Age: Under 1 year<p/>Found Near: Lawson and Black Diamond, Black Diamond WA  98010<p/>Found Date: 2021-10-30<p/>"
"K22-150855","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672283","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Owl","Cat","Male","Domestic Shorthair","Black","2022-09-11T00:00:00.000","Received on","17200 block of  SE MAY VALLEY RD","RENTON","WA","98059","KING COUNTY","47.500478","-122.111781","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672283","Image Copyright HLP Inc. 2022","Received on: 2022-09-11<p/> Found Near: 17200 block of  SE MAY VALLEY RD<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150714","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671966","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Marla","Cat","Female","Domestic Shorthair","Seal Pt / Tortie Pt","2022-09-07T00:00:00.000","Received on","25300 block of  68TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671966","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Seal Pt / Tortie Pt Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150351","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488054","In Public Home",,"Cat","Male","American Shorthair","Unknown","2022-08-24T00:00:00.000","Date Found","SE  80 TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488054","Image Copyright HLP Inc. 2022","Description: Male? Light great tabby, green eyes, pink nose, large. <p/>Age: Unknown<p/>Found Near:  SE 80 th st , Snoqualmie WA  98065<p/>Found Date: Aug 24 202<p/>"
"K22-150423","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488673","In Public Home",,"Dog","Female","Yorkshire Terrier","Brown","2022-08-29T00:00:00.000","Date Found","LOCUST  ST AND SEVENTH AVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488673","Image Copyright HLP Inc. 2022","Description: Long hair, red collar, no tag, clean teeth<p/>Age: Over 1 year<p/>Found Near: Locust st and seventh ave, Issaquah WA  98027<p/>Found Date: 2022-08-29<p/>"
"K22-149807","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482873","In Public Home",,"Dog","Male","Cocker Spaniel","Unknown","2022-08-09T00:00:00.000","Date Found","HIGHWAY  2 AND FERN BLUFF RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482873","Image Copyright HLP Inc. 2022","Description: blonde cockapoo 7 years old, smart. small white patch on chest.<p/>Age: Over 1 year<p/>Found Near: highway 2 and fern bluff rd, Monroe WA  98272<p/>Found Date: 2022-08-09<p/>"
"K22-149385","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478708","In Public Home",,"Dog","Female","German Shepherd","Brown","2022-08-05T00:00:00.000","Date Found","POINT  DEFIANCE PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478708","Image Copyright HLP Inc. 2022","Description: Young female with shepherd coloring. Pretty sure she is mixed. Was wearing a collar, hopefully the owner can provide details on what it looks like. <p/>Age: Unknown<p/>Found Near: Point defiance park, Tacoma WA  98407<p/>Found Date: 2022-08-05<p/>"
"K22-150895","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672420","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Black / White","2022-09-12T00:00:00.000","Received on","4600 block of  S 168TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672420","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 4600 block of  S 168TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150446","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488819","In Public Home",,"Dog","Male","Labrador Retriever","White","2022-08-20T00:00:00.000","Date Found","WOODINVILLE-DUVALL  ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488819","Image Copyright HLP Inc. 2022","Description: He was wondering along Woodinville-Duvall road. No microchip. Knows how to sit on command<p/>Age: Under 1 year<p/>Found Near: Woodinville-Duvall road, Duvall WA  98019<p/>Found Date: 2022-08-20<p/>"
"K22-149761","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482398","In Public Home","Unsure","Dog","Male","Pit Bull","Black","2022-08-15T00:00:00.000","Date Found","100 block of  AND 10TH IN BELLEVUE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482398","Image Copyright HLP Inc. 2022","Description: Black a with white marking on chest and front paws. Cropped ears. Not fixed. 1 year old approx(?). Walk right harness ( black,) with blue leash attached. Found in green area next to Bellevue library<p/>Age: Over 1 year<p/>Found Near: 100 block of  AND 10TH IN BELLEVUE<p/>Found Date: 2022-08-15<p/>"
"K22-149781","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Shorthair","Black","2022-08-15T00:00:00.000","Received on","400 block of  SE BUSH ST","ISSAQUAH","WA","98027","ISSAQUAH",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 400 block of  SE BUSH ST<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-150853","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672280","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Calico","2022-09-11T00:00:00.000","Received on","180TH  AVE SE","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672280","Image Copyright HLP Inc. 2022","Received on: 2022-09-11<p/> Found Near: 180TH  AVE SE<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150646","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671873","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Yoda","Cat","Neutered Male","Domestic Longhair","Black / White","2022-09-06T00:00:00.000","Received on","16700 block of  SE 272ND ST","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671873","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 16700 block of  SE 272ND ST<p/> Description: Black / White Neutered Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150703","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Louie","Cat","Male","Domestic Shorthair","Org Tabby","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671947","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150717","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Rhythm","Dead Dog","Female","Chihuahua - Smooth Coated","Brown","2022-09-07T00:00:00.000","Received on","18400 block of  ANDOVER PARK E","TUKWILA","WA","98188","TUKWILA",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 18400 block of  ANDOVER PARK E<p/> Description: Brown Female Chihuahua - Smooth Coated Dog<p/> Age: 1 YEAR 5 MONTHS<p/>"
"K22-149782","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Dog","Dead Dog","Female","Pit Bull","Gray / White","2022-08-15T00:00:00.000","Received on","2600 block of  SW 110TH ST","SEATTLE","WA","98146","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 2600 block of  SW 110TH ST<p/> Description: Gray / White Female Pit Bull Dog<p/> Age: 5 YEARS 3 MONTHS<p/>"
"K22-150643","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671869","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Leia","Cat","Spayed Female","Domestic Shorthair","Calico","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671869","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150702","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671943","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Cupcake","Dog","Spayed Female","Australian Shepherd","White","2022-09-07T00:00:00.000","Received on","24200 block of  104TH AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671943","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 24200 block of  104TH AVE SE<p/> Description: White Spayed Female Australian Shepherd Dog<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150660","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671890","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Aranea","Dog","Female","Labrador Retriever / Mix","Black","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671890","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
