"race","precinct","legislative_district","county_council_district","congressional_district","party","candidate","sumofcount"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0101","41","9","8","NP","REJECTED","199.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0101","41","9","8","NP","Times Blank Voted","34.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0101","41","9","8","NP","Times Counted","371.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0101","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","APPROVED","213.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","Registered Voters","843.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","REJECTED","362.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","Times Blank Voted","61.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","Times Counted","636.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0102","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","APPROVED","136.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","Registered Voters","507.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","REJECTED","241.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","Times Blank Voted","39.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","Times Counted","416.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0103","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","APPROVED","104.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","Registered Voters","466.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","REJECTED","205.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","Times Blank Voted","34.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","Times Counted","343.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0106","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","APPROVED","111.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","Registered Voters","405.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","REJECTED","178.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","Times Blank Voted","22.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","Times Counted","311.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0108","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","APPROVED","75.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","Registered Voters","280.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","REJECTED","116.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","Times Blank Voted","15.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","Times Counted","206.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0109","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","APPROVED","143.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","Registered Voters","523.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","REJECTED","193.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","Times Blank Voted","30.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","Times Counted","366.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0110","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","APPROVED","155.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","Registered Voters","531.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","REJECTED","230.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","Times Blank Voted","38.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","Times Counted","423.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0111","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","APPROVED","180.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","Registered Voters","675.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","REJECTED","273.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","Times Blank Voted","50.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","Times Counted","503.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0112","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","APPROVED","84.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","Registered Voters","259.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","REJECTED","105.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","Times Blank Voted","20.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","Times Counted","209.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0113","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","APPROVED","128.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","Registered Voters","413.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","REJECTED","176.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","Times Blank Voted","44.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","Times Counted","348.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0114","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","APPROVED","72.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","Registered Voters","277.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","REJECTED","72.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","Times Blank Voted","22.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","Times Counted","166.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0116","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","APPROVED","76.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","Registered Voters","243.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","REJECTED","94.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","Times Blank Voted","27.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","Times Counted","197.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0117","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","APPROVED","96.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","Registered Voters","319.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","REJECTED","141.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","Times Blank Voted","23.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","Times Counted","260.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0119","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","APPROVED","78.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","Registered Voters","247.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","REJECTED","102.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","Times Blank Voted","14.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","Times Counted","194.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0120","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","APPROVED","91.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","Registered Voters","401.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","REJECTED","166.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","Times Blank Voted","22.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","Times Counted","279.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0121","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","APPROVED","101.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","Registered Voters","371.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","REJECTED","159.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","Times Blank Voted","28.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","Times Counted","288.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0122","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","APPROVED","173.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","Registered Voters","667.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","REJECTED","240.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","Times Blank Voted","40.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","Times Counted","453.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0123","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","APPROVED","175.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","Registered Voters","497.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","REJECTED","210.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","Times Blank Voted","25.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","Times Counted","410.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0124","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","APPROVED","131.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","Registered Voters","468.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","REJECTED","199.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","Times Blank Voted","39.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","Times Counted","369.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0128","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","APPROVED","73.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","Registered Voters","289.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","REJECTED","95.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","Times Blank Voted","31.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","Times Counted","199.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0129","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","APPROVED","103.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","Registered Voters","360.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","REJECTED","102.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","Times Blank Voted","29.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","Times Counted","234.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0131","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","APPROVED","217.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","Registered Voters","730.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","REJECTED","291.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","Times Blank Voted","54.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","Times Counted","562.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0175","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","APPROVED","137.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","Registered Voters","532.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","REJECTED","205.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","Times Blank Voted","32.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","Times Counted","374.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0176","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","APPROVED","82.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","Registered Voters","294.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","REJECTED","106.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","Times Blank Voted","13.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","Times Counted","201.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0179","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","APPROVED","92.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","Registered Voters","328.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","REJECTED","104.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","Times Blank Voted","24.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","Times Counted","221.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0180","41","6","8","NP","Times Over Voted","1.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","APPROVED","260.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","Registered Voters","1089.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","REJECTED","416.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","Times Blank Voted","82.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","Times Counted","758.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0198","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","APPROVED","162.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","Registered Voters","696.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","REJECTED","316.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","Times Blank Voted","48.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","Times Counted","526.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0201","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","APPROVED","199.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","Registered Voters","625.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","REJECTED","234.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","Times Blank Voted","49.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","Times Counted","482.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0203","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","APPROVED","70.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","Registered Voters","264.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","REJECTED","117.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","Times Blank Voted","24.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","Times Counted","211.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0205","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","APPROVED","173.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","Registered Voters","677.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","REJECTED","243.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","Times Blank Voted","57.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","Times Counted","473.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0206","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","APPROVED","135.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","Registered Voters","414.00"
