"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-148905","A668923","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2473351","In Public Home","Unknown","Dog","Under 1 year<p/>","Male","Labrador Retriever","Black","2022-07-22T00:00:00.000","Date Found","213TH  PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2473351","Image Copyright HLP Inc. 2022","Description: Super friendly black lab. Very young. Currently at the neighbors as she has offered to foster until owner is Found. <p/>Age: Under 1 year<p/>Found Near: 213th Pl SE , Maple Valley WA  98038<p/>Found Date: 2022-07-22<p/>"
"K22-148790","A668717","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668717","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Sassy","Barn Cat","2 YEARS","Spayed Female","Domestic Shorthair","Calico","2022-07-22T00:00:00.000","Received on","42400 block of  228TH AVE SE","ENUMCLAW","WA","98022","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668717","Image Copyright HLP Inc. 2022","Received on: 2022-07-22<p/> Found Near: 42400 block of  228TH AVE SE<p/> Description: Calico Spayed Female Domestic Shorthair Barn Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149288","A669698","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Gray / White","2022-08-04T00:00:00.000","Received on","23600 block of  SE 267TH PL","MAPLE VALLEY","WA","98038","MAPLE VALLEY","47.362058","-122.025847",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-04<p/> Found Near: 23600 block of  SE 267TH PL<p/> Description: Gray / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149634","A670287","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480880","In Public Home",,"Dog","Unknown<p/>","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480880","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-148530","A668270","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2468397","In Public Home","Linda Pratt","Dog","Unknown<p/>","Unknown","Border Terrier","Unknown","2022-07-16T00:00:00.000","Date Found","2900 block of  S 133RD ST","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2468397","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 2900 block of  S 133RD ST<p/>Found Date: 2022-07-16<p/>"
"K22-149038","A669219","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Black","2022-07-28T00:00:00.000","Received on","19800 block of  12TH LN S","SEATAC","WA","98148","SEATAC","47.423715","-122.318759",,"Image Copyright HLP Inc. 2022","Received on: 2022-07-28<p/> Found Near: 19800 block of  12TH LN S<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149822","A670597","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670597","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","1 YEAR","Female","Siberian Husky","Brown / White","2022-08-16T00:00:00.000","Received on","16100 block of  NE 8TH ST","BELLEVUE","WA","98008","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670597","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 16100 block of  NE 8TH ST<p/> Description: Brown / White Female Siberian Husky Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149726","A670442","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Female","Domestic Shorthair","Orange","2022-08-14T00:00:00.000","Received on","23300 block of  PACIFIC HWY S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670442","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 23300 block of  PACIFIC HWY S<p/> Description: Orange Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149809","A667410","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A667410","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Lucas","Cat","16 WEEKS","Neutered Male","Domestic Shorthair","Gray / White","2022-08-16T00:00:00.000","Received on","3700 block of  S 180TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A667410","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 3700 block of  S 180TH ST<p/> Description: Gray / White Neutered Male Domestic Shorthair Cat<p/> Age: 16 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149853","A670641","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670641","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","3 YEARS","Male","American Eskimo","White","2022-08-17T00:00:00.000","Received on","23900 block of  39TH AVE S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670641","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 23900 block of  39TH AVE S<p/> Description: White Male American Eskimo Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149313","A669743","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-149834","A670615","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482990","In Public Home",,,"Unknown<p/>","Unknown",,"Unknown","2022-08-15T00:00:00.000","Date Found","105TH  AVE SE & SE 219TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482990","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 105th AVE SE & SE 219th ST, Kent WA  98031<p/>Found Date: 2022-08-15<p/>"
"K22-149733","A670452","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670452","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Acorn","Rabbit Sh","NO AGE","Unknown","Rabbit Sh","Brown / White","2022-08-14T00:00:00.000","Received on","17800 block of  140TH AVE SE","RENTON","WA","98058","KING COUNTY","47.442808","-122.153862","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670452","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 17800 block of  140TH AVE SE<p/> Description: Brown / White Unknown Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149429","A669969","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669969","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kendall","Cat","10 WEEKS","Unknown","Domestic Shorthair","Gray / White","2022-08-08T00:00:00.000","Received on","6100 block of  S 126TH PL","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669969","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 6100 block of  S 126TH PL<p/> Description: Gray / White Unknown Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149328","A669767","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669767","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Franklin Pinklesniff","Cat","1 YEAR","Neutered Male","Domestic Shorthair","Gray / White","2022-08-05T00:00:00.000","Received on","10100 block of  8TH AVE S","SEATTLE","WA","98168","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669767","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 10100 block of  8TH AVE S<p/> Description: Gray / White Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149728","A670444","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Male","Domestic Shorthair","White","2022-08-14T00:00:00.000","Received on","23300 block of  PACIFIC HWY S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670444","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 23300 block of  PACIFIC HWY S<p/> Description: White Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149776","A670535","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Black / White","2022-08-15T00:00:00.000","Received on","17500 block of  MIDVALE AVE N","SHORELINE","WA","98133","SHORELINE","47.756782","-122.34392",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 17500 block of  MIDVALE AVE N<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149389","A669891","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478843","In Public Home",,"Dog","Unknown<p/>","Unknown","German Shepherd","Unknown","2022-08-03T00:00:00.000","Date Found","300TH  PL AND 51ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478843","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 300th Pl and 51st, Auburn WA  98001<p/>Found Date: 2022-08-03<p/>"
"K22-149833","A670614","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670614","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Male","Siamese / Mix","Flame Pt","2022-08-16T00:00:00.000","Received on","25300 block of  68TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670614","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Flame Pt Male Siamese / Mix Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149472","A670039","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Female","Domestic Shorthair","Calico / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670039","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Calico / White Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149450","A670005","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670005","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Flower","Cat","1 YEAR 6 MONTHS","Spayed Female","Domestic Shorthair","Black / Black","2022-08-08T00:00:00.000","Received on","13000 block of  SE 236TH PL","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670005","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 13000 block of  SE 236TH PL<p/> Description: Black / Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148539","A668278","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668278","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Zhara","Cat","2 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","Brn Tabby","2022-07-16T00:00:00.000","Received on","2700 block of  S 256TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668278","Image Copyright HLP Inc. 2022","Received on: 2022-07-16<p/> Found Near: 2700 block of  S 256TH ST<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149333","A669771","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-08-05T00:00:00.000","Received on","26400 block of  LAKE FENWICK RD S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669771","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 26400 block of  LAKE FENWICK RD S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149312","A669742","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-149772","A670525","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Dog","NO AGE","Female","Chihuahua - Smooth Coated","White / Brown","2022-08-15T00:00:00.000","Received on","4600 block of  S 288TH ST","AUBURN","WA","98001","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 4600 block of  S 288TH ST<p/> Description: White / Brown Female Chihuahua - Smooth Coated Dog<p/> Age: NO AGE<p/>"
"K22-149339","A669789","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669789","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Claudia","Cat","1 YEAR","Spayed Female","Domestic Mediumhair","Black / White","2022-08-05T00:00:00.000","Received on","52200 block of  SE 496TH PL","ENUMCLAW","WA","98022","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669789","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 52200 block of  SE 496TH PL<p/> Description: Black / White Spayed Female Domestic Mediumhair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148786","A668712","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668712","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kanye","Dog","1 YEAR","Neutered Male","German Shepherd","Black / Brown","2022-07-22T00:00:00.000","Received on","4000 block of  S 173RD ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668712","Image Copyright HLP Inc. 2022","Received on: 2022-07-22<p/> Found Near: 4000 block of  S 173RD ST<p/> Description: Black / Brown Neutered Male German Shepherd Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149767","A670518","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670518","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","1 YEAR 6 MONTHS","Unknown","Domestic Shorthair","Brown / White","2022-08-15T00:00:00.000","Received on","10700 block of  SE 208TH ST","KENT","WA","98031","KENT","47.416565","-122.198052","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670518","Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 10700 block of  SE 208TH ST<p/> Description: Brown / White Unknown Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148552","A668304","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2468792","In Public Home",,"Cat","Under 1 year<p/>","Male","American Wirehair","Brown","2022-07-06T00:00:00.000","Date Found","NONE NONE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2468792","Image Copyright HLP Inc. 2022","<p/>Age: Under 1 year<p/>Found Near: None, Federal Way WA  98003<p/>Found Date: 2022-07-06<p/>"
"K22-149588","A670208","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Rabbit Sh","9 WEEKS","Female","Rabbit Sh","Brown / White","2022-08-10T00:00:00.000","Received on","27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670208","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE<p/> Description: Brown / White Female Rabbit Sh Rabbit Sh<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149744","A670460","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482100","In Public Home",,"Dog","Over 1 year<p/>","Male","Australian Shepherd","Unknown","2022-08-14T00:00:00.000","Date Found","19TH  AVE S AND S 232ND STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482100","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: 19th ave s and s 232nd street, Seattle WA  98198<p/>Found Date: 2022-08-14<p/>"
"K22-149489","A670056","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Three","Cat","6 WEEKS","Female","Domestic Shorthair","Gray Tabby / White","2022-08-08T00:00:00.000","Received on","18100 block of  ANDOVER PARK W","TUKWILA","WA","98188","TUKWILA","47.439627","-122.255358","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670056","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 18100 block of  ANDOVER PARK W<p/> Description: Gray Tabby / White Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149475","A670042","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Male","Domestic Shorthair","Gray / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670042","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149061","A669312","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669312","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ninja","Cat","8 WEEKS","Neutered Male","Domestic Shorthair","White / Gray","2022-07-29T00:00:00.000","Received on","13900 block of  147TH PL SE","RENTON","WA","98059","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669312","Image Copyright HLP Inc. 2022","Received on: 2022-07-29<p/> Found Near: 13900 block of  147TH PL SE<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149702","A670406","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670406","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Guinea Pig","NO AGE","Unknown","Guinea Pig","White / Black","2022-08-13T00:00:00.000","Received on","10600 block of  22ND PL S","SEATTLE","WA","98168","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670406","Image Copyright HLP Inc. 2022","Received on: 2022-08-13<p/> Found Near: 10600 block of  22ND PL S<p/> Description: White / Black Unknown Guinea Pig Guinea Pig<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149329","A669775","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Female","Domestic Shorthair","Brn Tabby","2022-08-05T00:00:00.000","Received on","26400 block of  LAKE FENWICK RD S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669775","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 26400 block of  LAKE FENWICK RD S<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-148725","A668591","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2470760","In Public Home",,"Cat","Under 1 year<p/>","Unknown","American Shorthair","Brown","2022-07-20T00:00:00.000","Date Found","BELLEVUE  WAY AND NE 12TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2470760","Image Copyright HLP Inc. 2022","Description: This little kitty was in my courtyard at Twelve Central Square in downtown Bellevue. I think I saw its owner ""walking"" it a few nights ago...but no one has reported this little taby cat missing yet. Very friendly, box trained, has claws.<p/>Age: Under 1 year<p/>Found Near: Bellevue Way and NE 12th Street, Bellevue WA  98004<p/>Found Date: 2022-07-20<p/>"
"K22-149367","A669841","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","12 WEEKS","Female","Domestic Mediumhair","Seal Pt / White","2022-08-06T00:00:00.000","Received on","4200 block of  S 164TH ST","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669841","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 4200 block of  S 164TH ST<p/> Description: Seal Pt / White Female Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149291","A669706","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669706","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Funkalicious","Cat","2 YEARS","Neutered Male","Domestic Shorthair","Black / White","2022-08-04T00:00:00.000","Received on","12600 block of  74TH AVE S","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669706","Image Copyright HLP Inc. 2022","Received on: 2022-08-04<p/> Found Near: 12600 block of  74TH AVE S<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149570","A670193","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670193","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Samosa","Cat","14 WEEKS","Female","Domestic Shorthair","Dilute Tor","2022-08-10T00:00:00.000","Received on","14100 block of  SE 171ST WAY","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670193","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 14100 block of  SE 171ST WAY<p/> Description: Dilute Tor Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149850","A670638","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483276","In Public Home",,,"Unknown<p/>","Unknown",,"Unknown","2022-08-17T00:00:00.000","Date Found","NE  BLAKELEY ST AND 37TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483276","Image Copyright HLP Inc. 2022","Description: Green and yellow parakeet, very friendly<p/>Age: Unknown<p/>Found Near: NE Blakeley St and 37th Ave NE, Seattle WA  98105<p/>Found Date: 2022-08-17<p/>"
