"race","precinct","leg","cc","countertype","countergroup","count"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Doug Sutherland","Absentee","95"
"Commissioner of Public Lands","BOT 01-0257","1","1","Doug Sutherland","Polling","24"
"Commissioner of Public Lands","BOT 01-0257","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Doug Sutherland","Total","119"
"Commissioner of Public Lands","BOT 01-0257","1","1","Peter J. Goldmark","Polling","27"
"Commissioner of Public Lands","BOT 01-0257","1","1","Peter J. Goldmark","Total","108"
"Commissioner of Public Lands","BOT 01-0257","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Peter J. Goldmark","Absentee","81"
"Commissioner of Public Lands","BOT 01-0257","1","1","Registered Voters","Total","704"
"Commissioner of Public Lands","BOT 01-0257","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Blank Voted","Polling","5"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Blank Voted","Total","25"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Blank Voted","Absentee","20"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Counted","Total","252"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Counted","Polling","56"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Counted","Absentee","196"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0257","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Doug Sutherland","Polling","25"
"Commissioner of Public Lands","BOT 01-0258","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Doug Sutherland","Total","113"
"Commissioner of Public Lands","BOT 01-0258","1","1","Doug Sutherland","Absentee","88"
"Commissioner of Public Lands","BOT 01-0258","1","1","Peter J. Goldmark","Absentee","64"
"Commissioner of Public Lands","BOT 01-0258","1","1","Peter J. Goldmark","Total","89"
"Commissioner of Public Lands","BOT 01-0258","1","1","Peter J. Goldmark","Polling","1"
"Commissioner of Public Lands","BOT 01-0258","1","1","Peter J. Goldmark","Polling","24"
"Commissioner of Public Lands","BOT 01-0258","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Registered Voters","Total","539"
"Commissioner of Public Lands","BOT 01-0258","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Blank Voted","Absentee","8"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Blank Voted","Total","9"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Counted","Total","211"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Counted","Absentee","160"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Counted","Polling","1"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Counted","Polling","50"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0258","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Doug Sutherland","Polling","6"
"Commissioner of Public Lands","BOT 01-0259","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Doug Sutherland","Absentee","27"
"Commissioner of Public Lands","BOT 01-0259","1","1","Doug Sutherland","Total","33"
"Commissioner of Public Lands","BOT 01-0259","1","1","Peter J. Goldmark","Absentee","49"
"Commissioner of Public Lands","BOT 01-0259","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Peter J. Goldmark","Total","58"
"Commissioner of Public Lands","BOT 01-0259","1","1","Peter J. Goldmark","Polling","9"
"Commissioner of Public Lands","BOT 01-0259","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Registered Voters","Total","297"
"Commissioner of Public Lands","BOT 01-0259","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Blank Voted","Absentee","6"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Blank Voted","Total","7"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Counted","Total","98"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Counted","Polling","16"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Counted","Absentee","82"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0259","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Doug Sutherland","Absentee","133"
"Commissioner of Public Lands","BOT 01-0260","1","1","Doug Sutherland","Polling","2"
"Commissioner of Public Lands","BOT 01-0260","1","1","Doug Sutherland","Total","146"
"Commissioner of Public Lands","BOT 01-0260","1","1","Doug Sutherland","Polling","11"
"Commissioner of Public Lands","BOT 01-0260","1","1","Peter J. Goldmark","Polling","1"
"Commissioner of Public Lands","BOT 01-0260","1","1","Peter J. Goldmark","Total","206"
"Commissioner of Public Lands","BOT 01-0260","1","1","Peter J. Goldmark","Absentee","183"
"Commissioner of Public Lands","BOT 01-0260","1","1","Peter J. Goldmark","Polling","22"
"Commissioner of Public Lands","BOT 01-0260","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Registered Voters","Total","850"
"Commissioner of Public Lands","BOT 01-0260","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Blank Voted","Absentee","32"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Blank Voted","Total","33"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Counted","Total","385"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Counted","Polling","34"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Counted","Polling","3"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Counted","Absentee","348"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0260","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Doug Sutherland","Polling","3"
"Commissioner of Public Lands","BOT 01-0261","1","1","Doug Sutherland","Polling","12"
"Commissioner of Public Lands","BOT 01-0261","1","1","Doug Sutherland","Total","66"
"Commissioner of Public Lands","BOT 01-0261","1","1","Doug Sutherland","Absentee","51"
"Commissioner of Public Lands","BOT 01-0261","1","1","Peter J. Goldmark","Absentee","40"
"Commissioner of Public Lands","BOT 01-0261","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Peter J. Goldmark","Polling","11"
"Commissioner of Public Lands","BOT 01-0261","1","1","Peter J. Goldmark","Total","51"
"Commissioner of Public Lands","BOT 01-0261","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Registered Voters","Total","373"
"Commissioner of Public Lands","BOT 01-0261","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Blank Voted","Total","9"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Blank Voted","Absentee","8"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Counted","Total","128"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Counted","Polling","24"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Counted","Polling","3"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Counted","Absentee","101"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0261","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Doug Sutherland","Absentee","40"
"Commissioner of Public Lands","BOT 01-0262","1","1","Doug Sutherland","Total","45"
"Commissioner of Public Lands","BOT 01-0262","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Doug Sutherland","Polling","5"
"Commissioner of Public Lands","BOT 01-0262","1","1","Peter J. Goldmark","Polling","1"
"Commissioner of Public Lands","BOT 01-0262","1","1","Peter J. Goldmark","Total","74"
"Commissioner of Public Lands","BOT 01-0262","1","1","Peter J. Goldmark","Absentee","69"
"Commissioner of Public Lands","BOT 01-0262","1","1","Peter J. Goldmark","Polling","4"
"Commissioner of Public Lands","BOT 01-0262","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Registered Voters","Total","467"
"Commissioner of Public Lands","BOT 01-0262","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Blank Voted","Absentee","7"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Blank Voted","Total","7"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Counted","Total","126"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Counted","Polling","1"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Counted","Absentee","116"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Counted","Polling","9"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0262","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Doug Sutherland","Polling","24"
"Commissioner of Public Lands","BOT 01-2473","1","1","Doug Sutherland","Absentee","81"
"Commissioner of Public Lands","BOT 01-2473","1","1","Doug Sutherland","Total","110"
"Commissioner of Public Lands","BOT 01-2473","1","1","Doug Sutherland","Polling","5"
"Commissioner of Public Lands","BOT 01-2473","1","1","Peter J. Goldmark","Total","134"
"Commissioner of Public Lands","BOT 01-2473","1","1","Peter J. Goldmark","Polling","27"
"Commissioner of Public Lands","BOT 01-2473","1","1","Peter J. Goldmark","Polling","1"
"Commissioner of Public Lands","BOT 01-2473","1","1","Peter J. Goldmark","Absentee","106"
"Commissioner of Public Lands","BOT 01-2473","1","1","Registered Voters","Total","666"
"Commissioner of Public Lands","BOT 01-2473","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Blank Voted","Total","24"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Blank Voted","Absentee","18"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Blank Voted","Polling","5"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Counted","Total","268"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Counted","Absentee","205"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Counted","Polling","56"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Counted","Polling","7"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-2473","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Doug Sutherland","Absentee","69"
"Commissioner of Public Lands","BOT 01-2495","1","1","Doug Sutherland","Total","89"
"Commissioner of Public Lands","BOT 01-2495","1","1","Doug Sutherland","Polling","20"
"Commissioner of Public Lands","BOT 01-2495","1","1","Peter J. Goldmark","Absentee","67"
"Commissioner of Public Lands","BOT 01-2495","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Peter J. Goldmark","Total","74"
"Commissioner of Public Lands","BOT 01-2495","1","1","Peter J. Goldmark","Polling","7"
"Commissioner of Public Lands","BOT 01-2495","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Registered Voters","Total","545"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Blank Voted","Absentee","11"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Blank Voted","Total","13"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Blank Voted","Polling","2"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Counted","Absentee","147"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Counted","Total","176"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Counted","Polling","29"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2495","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-2676","1","1","Doug Sutherland","Polling","1"
"Commissioner of Public Lands","BOT 01-2676","1","1","Doug Sutherland","Absentee","35"
"Commissioner of Public Lands","BOT 01-2676","1","1","Doug Sutherland","Total","42"
"Commissioner of Public Lands","BOT 01-2676","1","1","Doug Sutherland","Polling","6"
"Commissioner of Public Lands","BOT 01-2676","1","1","Peter J. Goldmark","Total","37"
"Commissioner of Public Lands","BOT 01-2676","1","1","Peter J. Goldmark","Polling","5"
"Commissioner of Public Lands","BOT 01-2676","1","1","Peter J. Goldmark","Polling","3"
"Commissioner of Public Lands","BOT 01-2676","1","1","Peter J. Goldmark","Absentee","29"
"Commissioner of Public Lands","BOT 01-2676","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-2676","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2676","1","1","Registered Voters","Total","503"
"Commissioner of Public Lands","BOT 01-2676","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-2676","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-2676","1","1","Times Blank Voted","Absentee","2"
"Commissioner of Public Lands","BOT 01-2676","1","1","Times Blank Voted","Total","3"
"Commissioner of Public Lands","BOT 01-2676","1","1","Times Blank Voted","Polling","1"
