"sex","race","hispanic","language","city","age","state","geocoded_column"
"M","Other","Yes","SPANISH","SAN MATEO","52","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","SAN BRUNO","101","ca","POINT (-122.416148 37.627277)"
"F","Unknown","Unknown","ENGLISH","SAN FRANCISCO","89","ca","POINT (-122.420168 37.78008)"
"M","White","No","ENGLISH","HOMELESS","51","ca","POINT (-120.153119 40.13117)"
"M","Other","Unknown","SPANISH","REDWOOD CITY","61","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","REDWOOD CITY","37","ca","POINT (-122.22815 37.484778)"
"F","Black","No","ENGLISH","OAKLAND","63","ca","POINT (-122.27248 37.804828)"
"M","White","Unknown","SPANISH","DALY CITY","65","ca","POINT (-122.472221 37.691113)"
"M","White","No","ENGLISH","REDWOOD CITY","61","ca","POINT (-122.22815 37.484778)"
"F","Unknown","Yes","ENGLISH","SOUTH SAN FRANCISCO","25","ca","POINT (-122.412482 37.65568)"
"F","White","Yes","ENGLISH","REDWOOD CITY","52","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","UNKNOWN","BURLINGAME","36","ca","POINT (-122.366265 37.584195)"
"M","White","No","ENGLISH","EAST PALO ALTO","57","ca","POINT (-122.139284 37.464162)"
"M","White","Unknown","ENGLISH","REDWOOD CITY","22","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","31","ca","POINT (-122.412482 37.65568)"
"M","White","Yes","ENGLISH","REDWOOD CITY","21","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","EAST PALO ALTO","53","ca","POINT (-122.139284 37.464162)"
"F","Other","Yes","ENGLISH","REDWOOD CITY","46","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","UNKNOWN","SAN MATEO","44","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","ENGLISH","HOMELESS","47","ca","POINT (-120.153119 40.13117)"
"M","Other","No","ENGLISH","FOSTER CITY","31","ca","POINT (-122.266445 37.561881)"
"M","Black","No","ENGLISH","EAST PALO ALTO","52","ca","POINT (-122.139284 37.464162)"
"F","White","Yes","SPANISH","REDWOOD CITY","75","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","UNKNOWN","SAN MATEO","62","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","SAN MATEO","53","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","MILLBRAE","64","ca","POINT (-122.397199 37.603633)"
"M","White","No","ENGLISH","SAN CARLOS","33","ca","POINT (-122.264927 37.503733)"
"F","White","Unknown","ENGLISH","HALF MOON BAY","41","ca","POINT (-122.429242 37.463638)"
"F","White","Unknown","ENGLISH","SAN CARLOS","66","ca","POINT (-122.264927 37.503733)"
"M","White","Unknown","ENGLISH","SAN BRUNO","67","ca","POINT (-122.416148 37.627277)"
"M","White","No","ENGLISH","DALY CITY","56","ca","POINT (-122.472221 37.691113)"
"M","White","Yes","ENGLISH","BELMONT","37","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","HALF MOON BAY","72","ca","POINT (-122.429242 37.463638)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","40","ca","POINT (-122.412482 37.65568)"
"M","Black","No","ENGLISH","EAST PALO ALTO","62","ca","POINT (-122.139284 37.464162)"
"F","Unknown","Unknown","ENGLISH","GILROY","29","ca","POINT (-121.568708 37.006768)"
"M","White","No","ENGLISH","SAN JOSE","31","ca","POINT (-121.888128 37.334807)"
"M","White","No","ENGLISH","HOMELESS","65","ca","POINT (-120.153119 40.13117)"
"M","Native American","No","ENGLISH","REDWOOD CITY","45","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","REDWOOD CITY","57","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","ENGLISH","REDWOOD CITY","56","ca","POINT (-122.22815 37.484778)"
"M","Other","Unknown","UNKNOWN","REDWOOD CITY","40","ca","POINT (-122.22815 37.484778)"
"M","Asian","No","ENGLISH","SAN BRUNO","54","ca","POINT (-122.416148 37.627277)"
"M","White","No","ENGLISH","REDWOOD CITY","37","ca","POINT (-122.22815 37.484778)"
"F","Asian","Unknown","ENGLISH","SOUTH SAN FRANCISCO","62","ca","POINT (-122.412482 37.65568)"
"M","Black","No","ENGLISH","SOUTH SAN FRANCISCO","30","ca","POINT (-122.412482 37.65568)"
"F","White","No","ENGLISH","PACIFICA","32","ca","POINT (-122.48704 37.613823)"
"M","White","No","ENGLISH","MILLBRAE","76","ca","POINT (-122.397199 37.603633)"
"F","White","Yes","ENGLISH","EAST PALO ALTO","32","ca","POINT (-122.139284 37.464162)"
"M","White","No","ENGLISH","SAN MATEO","47","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","ENGLISH","SAN BRUNO","33","ca","POINT (-122.416148 37.627277)"
"F","White","Unknown","UNKNOWN","MILLBRAE","68","ca","POINT (-122.397199 37.603633)"
"M","White","No","ENGLISH","SAN CARLOS","38","ca","POINT (-122.264927 37.503733)"
"F","White","No","ENGLISH","BURLINGAME","45","ca","POINT (-122.366265 37.584195)"
"F","Unknown","Unknown","ENGLISH","BURLINGAME","76","ca","POINT (-122.366265 37.584195)"
"M","White","No","ENGLISH","SAN BRUNO","36","ca","POINT (-122.416148 37.627277)"
"M","Asian","Unknown","UNKNOWN","SAN BRUNO","50","ca","POINT (-122.416148 37.627277)"
"F","White","Unknown","UNKNOWN","SAN MATEO","67","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","ENGLISH","REDWOOD CITY","32","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","MODESTO","65","ca","POINT (-121.002435 37.640735)"
"F","White","Yes","ENGLISH","MENLO PARK","51","ca","POINT (-122.18296 37.453629)"
"F","White","Yes","ENGLISH","BELMONT","56","ca","POINT (-122.291951 37.508536)"
"M","Asian","Unknown","ENGLISH","FOSTER CITY","75","ca","POINT (-122.266445 37.561881)"
"M","Pacific Islander","No","ENGLISH","SAN MATEO","32","ca","POINT (-122.314351 37.547166)"
"F","Other","No","ENGLISH","HOMELESS","62","ca","POINT (-120.153119 40.13117)"
"M","White","Yes","SPANISH","SAN MATEO","54","ca","POINT (-122.314351 37.547166)"
"M","Asian","No","ENGLISH","SAN MATEO","58","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","SOUTH SAN FRANCISCO","61","ca","POINT (-122.412482 37.65568)"
"M","White","No","ENGLISH","SAN MATEO","58","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","SAN MATEO","53","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","SAN MATEO","31","ca","POINT (-122.314351 37.547166)"
"F","White","No","ENGLISH","EL GRANADA","50","ca","POINT (-122.469486 37.502528)"
"M","Black","Unknown","ENGLISH","PALO ALTO","62","ca","POINT (-122.160363 37.445103)"
"M","Asian","No","ENGLISH","DALY CITY","40","ca","POINT (-122.472221 37.691113)"
"F","Unknown","Unknown","SPANISH","DALY CITY","92","ca","POINT (-122.472221 37.691113)"
"F","White","Yes","SPANISH","BELMONT","21","ca","POINT (-122.291951 37.508536)"
"F","Black","Unknown","UNKNOWN","FOSTER CITY","66","ca","POINT (-122.266445 37.561881)"
"M","White","Unknown","UNKNOWN","BELMONT","66","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","REDWOOD CITY","70","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","DALY CITY","33","ca","POINT (-122.472221 37.691113)"
"F","Other","Yes","ENGLISH","DALY CITY","34","ca","POINT (-122.472221 37.691113)"
"M","White","No","ENGLISH","BURLINGAME","74","ca","POINT (-122.366265 37.584195)"
"M","White","No","ENGLISH","BURLINGAME","49","ca","POINT (-122.366265 37.584195)"
"F","Other","No","ENGLISH","BELMONT","28","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","REDWOOD CITY","68","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","UNKNOWN","DALY CITY","33","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","UNKNOWN","REDWOOD CITY","62","ca","POINT (-122.22815 37.484778)"
"M","Unknown","No","ENGLISH","SAN MATEO","30","ca","POINT (-122.314351 37.547166)"
"M","White","Unknown","ENGLISH","BELMONT","58","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","REDWOOD CITY","63","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","SPANISH","DALY CITY","43","ca","POINT (-122.472221 37.691113)"
"M","Other","No","ENGLISH","REDWOOD CITY","36","ca","POINT (-122.22815 37.484778)"
"M","Asian","No","ENGLISH","MILLBRAE","86","ca","POINT (-122.397199 37.603633)"
"M","Declined to State","No","ENGLISH","HALF MOON BAY","70","ca","POINT (-122.429242 37.463638)"
"F","Other","Yes","ENGLISH","SOUTH SAN FRANCISCO","54","ca","POINT (-122.412482 37.65568)"
"F","Asian","No","ENGLISH","BELMONT","63","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","REDWOOD CITY","90","ca","POINT (-122.22815 37.484778)"
"M","Other","Yes","ENGLISH","EAST PALO ALTO","33","ca","POINT (-122.139284 37.464162)"
"M","Other","Yes","ENGLISH","DALY CITY","33","ca","POINT (-122.472221 37.691113)"
"M","Unknown","Unknown","ENGLISH","REDWOOD CITY","100","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","REDWOOD CITY","59","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","REDWOOD CITY","32","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","ENGLISH","EAST PALO ALTO","39","ca","POINT (-122.139284 37.464162)"
"F","White","No","ENGLISH","BURLINGAME","54","ca","POINT (-122.366265 37.584195)"
"M","Other","Yes","ENGLISH","HOMELESS","42","ca","POINT (-120.153119 40.13117)"
"M","Asian","Unknown","UNKNOWN","EAST PALO ALTO","60","ca","POINT (-122.139284 37.464162)"
"F","White","No","ENGLISH","PACIFICA","62","ca","POINT (-122.48704 37.613823)"
"M","Black","No","ENGLISH","SAN BRUNO","73","ca","POINT (-122.416148 37.627277)"
"M","White","Unknown","UNKNOWN","REDWOOD CITY","61","ca","POINT (-122.22815 37.484778)"
"F","Native American","Yes","SPANISH","MENLO PARK","30","ca","POINT (-122.18296 37.453629)"
"M","Black","Unknown","UNKNOWN","REDWOOD CITY","36","ca","POINT (-122.22815 37.484778)"
"M","Black","No","ENGLISH","SOUTH SAN FRANCISCO","64","ca","POINT (-122.412482 37.65568)"
"M","White","No","ENGLISH","SAN MATEO","66","ca","POINT (-122.314351 37.547166)"
"M","Pacific Islander","No","ENGLISH","REDWOOD CITY","59","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","ENGLISH","REDWOOD CITY","34","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","ENGLISH","REDWOOD CITY","60","ca","POINT (-122.22815 37.484778)"
"F","Black","No","ENGLISH","REDWOOD CITY","32","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","REDWOOD CITY","28","ca","POINT (-122.22815 37.484778)"
"F","Other","Yes","SPANISH","MENLO PARK","67","ca","POINT (-122.18296 37.453629)"
"F","Asian","Unknown","UNKNOWN","DALY CITY","57","ca","POINT (-122.472221 37.691113)"
"F","White","Unknown","ENGLISH","PACIFICA","42","ca","POINT (-122.48704 37.613823)"
"F","White","No","ENGLISH","MENLO PARK","51","ca","POINT (-122.18296 37.453629)"
"M","Other","No","ENGLISH","BELMONT","59","ca","POINT (-122.291951 37.508536)"
"M","Black","Unknown","UNKNOWN","SAN MATEO","36","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","SPANISH","DALY CITY","40","ca","POINT (-122.472221 37.691113)"
"M","Black","Unknown","ENGLISH","SOUTH SAN FRANCISCO","59","ca","POINT (-122.412482 37.65568)"
"M","White","Yes","ENGLISH","REDWOOD CITY","53","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","PACIFICA","34","ca","POINT (-122.48704 37.613823)"
"F","White","Unknown","SPANISH","MILLBRAE","30","ca","POINT (-122.397199 37.603633)"
"M","White","No","ENGLISH","SAN MATEO","44","ca","POINT (-122.314351 37.547166)"
"F","Unknown","Unknown","UNKNOWN","MILLBRAE","98","ca","POINT (-122.397199 37.603633)"
"F","White","Unknown","UNKNOWN","DALY CITY","29","ca","POINT (-122.472221 37.691113)"
"F","White","Unknown","ENGLISH","DALY CITY","39","ca","POINT (-122.472221 37.691113)"
"M","Asian","Unknown","UNKNOWN","SAN BRUNO","89","ca","POINT (-122.416148 37.627277)"
"F","Asian","Unknown","UNKNOWN","MILLBRAE","70","ca","POINT (-122.397199 37.603633)"
"M","Asian","No","ENGLISH","SAN MATEO","30","ca","POINT (-122.314351 37.547166)"
"M","Other","Unknown","UNKNOWN","EAST PALO ALTO","35","ca","POINT (-122.139284 37.464162)"
"M","White","Unknown","ENGLISH","BELMONT","38","ca","POINT (-122.291951 37.508536)"
"F","Other","Yes","SPANISH","SAN MATEO","61","ca","POINT (-122.314351 37.547166)"
"M","Other","No","ENGLISH","SAN MATEO","34","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","SPANISH","REDWOOD CITY","59","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","UNKNOWN","SAN MATEO","27","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","SHASTA LAKE","27","ca","POINT (-122.372208 40.681072)"
"F","Unknown","Unknown","ENGLISH","DALY CITY","96","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","UNKNOWN","SAN MATEO","59","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","HALF MOON BAY","32","ca","POINT (-122.429242 37.463638)"
"M","White","Yes","ENGLISH","REDWOOD CITY","23","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","ENGLISH","SOUTH SAN FRANCISCO","46","ca","POINT (-122.412482 37.65568)"
"F","White","No","ENGLISH","HALF MOON BAY","35","ca","POINT (-122.429242 37.463638)"
"M","Black","Unknown","ENGLISH","EAST PALO ALTO","59","ca","POINT (-122.139284 37.464162)"
"M","Black","No","ENGLISH","SAN MATEO","42","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","SAN MATEO","53","ca","POINT (-122.314351 37.547166)"
"M","White","Unknown","UNKNOWN","SAN MATEO","39","ca","POINT (-122.314351 37.547166)"
"F","White","No","ENGLISH","REDWOOD CITY","40","ca","POINT (-122.22815 37.484778)"
"M","Asian","No","ENGLISH","SAN MATEO","84","ca","POINT (-122.314351 37.547166)"
"M","Other","Yes","SPANISH","REDWOOD CITY","24","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","SAN MATEO","46","ca","POINT (-122.314351 37.547166)"
"M","Black","Unknown","UNKNOWN","SAN MATEO","61","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","SPANISH","SOUTH SAN FRANCISCO","52","ca","POINT (-122.412482 37.65568)"
"M","Other","Yes","ENGLISH","SAN MATEO","58","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","REDWOOD CITY","67","ca","POINT (-122.22815 37.484778)"
"M","Unknown","Unknown","UNKNOWN","EAST PALO ALTO","45","ca","POINT (-122.139284 37.464162)"
"M","White","Unknown","UNKNOWN","REDWOOD CITY","38","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","SPANISH","EAST PALO ALTO","65","ca","POINT (-122.139284 37.464162)"
"F","White","Yes","ENGLISH","EAST PALO ALTO","22","ca","POINT (-122.139284 37.464162)"
"F","White","No","ENGLISH","SAN MATEO","62","ca","POINT (-122.314351 37.547166)"
"F","White","No","ENGLISH","REDWOOD CITY","70","ca","POINT (-122.22815 37.484778)"
"M","Pacific Islander","Yes","ENGLISH","SAN MATEO","32","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","HOMELESS","48","ca","POINT (-120.153119 40.13117)"
"M","Other","Yes","SPANISH","HOMELESS","46","ca","POINT (-120.153119 40.13117)"
"F","White","Unknown","UNKNOWN","SAN CARLOS","69","ca","POINT (-122.264927 37.503733)"
"M","Black","No","ENGLISH","REDWOOD CITY","43","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","SPANISH","SOUTH SAN FRANCISCO","63","ca","POINT (-122.412482 37.65568)"
"F","Unknown","Unknown","TAGALOG","LOS ALTOS HLS","92","ca","POINT (-122.107347 37.384991)"
"M","White","No","ENGLISH","EAST PALO ALTO","65","ca","POINT (-122.139284 37.464162)"
"F","White","Yes","ENGLISH","HOMELESS","74","ca","POINT (-120.153119 40.13117)"
"M","Other","No","ENGLISH","REDWOOD CITY","65","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","SOUTH SAN FRANCISCO","64","ca","POINT (-122.412482 37.65568)"
"F","White","Yes","ENGLISH","FOSTER CITY","97","ca","POINT (-122.266445 37.561881)"
"M","White","No","ENGLISH","BURLINGAME","67","ca","POINT (-122.366265 37.584195)"
"M","White","No","ENGLISH","MILLBRAE","32","ca","POINT (-122.397199 37.603633)"
"F","White","No","ENGLISH","SAN MATEO","72","ca","POINT (-122.314351 37.547166)"
"F","Other","Yes","SPANISH","SAN BRUNO","44","ca","POINT (-122.416148 37.627277)"
"F","Unknown","Unknown","UNKNOWN","AUBURN","63","ca","POINT (-121.074314 38.897916)"
"M","Other","Unknown","UNKNOWN","SANTA CLARA","61","ca","POINT (-121.953076 37.352395)"
"F","Unknown","Unknown","ENGLISH","REDWOOD CITY","96","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","SPANISH","DALY CITY","96","ca","POINT (-122.472221 37.691113)"
"M","White","Yes","SPANISH","SAN MATEO","57","ca","POINT (-122.314351 37.547166)"
"F","Black","No","ENGLISH","HOMELESS","32","ca","POINT (-120.153119 40.13117)"
"F","Asian","Unknown","ENGLISH","SOUTH SAN FRANCISCO","35","ca","POINT (-122.412482 37.65568)"
"F","White","Yes","ENGLISH","SAN MATEO","50","ca","POINT (-122.314351 37.547166)"
"F","Asian","No","ENGLISH","DALY CITY","95","ca","POINT (-122.472221 37.691113)"
"M","Asian","Unknown","UNKNOWN","DALY CITY","53","ca","POINT (-122.472221 37.691113)"
"M","Unknown","Unknown","ENGLISH","SAN FRANCISCO","90","ca","POINT (-122.420168 37.78008)"
"F","White","No","ENGLISH","HOMELESS","25","ca","POINT (-120.153119 40.13117)"
"F","Unknown","Unknown","ENGLISH","SOUTH SAN FRANCISCO","31","ca","POINT (-122.412482 37.65568)"
"M","Black","No","ENGLISH","MOSS BEACH","72","ca","POINT (-122.513396 37.527471)"
"M","White","Yes","ENGLISH","SAN MATEO","24","ca","POINT (-122.314351 37.547166)"
"M","White","Unknown","ENGLISH","REDWOOD CITY","49","ca","POINT (-122.22815 37.484778)"
"M","Declined to State","Unknown","ENGLISH","SOUTH SAN FRANCISCO","66","ca","POINT (-122.412482 37.65568)"
"M","White","Unknown","UNKNOWN","EAST PALO ALTO","45","ca","POINT (-122.139284 37.464162)"
"F","White","Yes","SPANISH","HALF MOON BAY","40","ca","POINT (-122.429242 37.463638)"
"F","Other","No","ENGLISH","SAN MATEO","41","ca","POINT (-122.314351 37.547166)"
"F","Asian","No","ENGLISH","SAN FRANCISCO","54","ca","POINT (-122.420168 37.78008)"
"M","Other","Unknown","UNKNOWN","REDWOOD CITY","26","ca","POINT (-122.22815 37.484778)"
"F","Black","No","ENGLISH","EAST PALO ALTO","29","ca","POINT (-122.139284 37.464162)"
"M","Other","Yes","ENGLISH","REDWOOD CITY","40","ca","POINT (-122.22815 37.484778)"
"F","Declined to State","No","ENGLISH","BELMONT","52","ca","POINT (-122.291951 37.508536)"
"F","White","No","ENGLISH","PACIFICA","35","ca","POINT (-122.48704 37.613823)"
"F","White","No","ENGLISH","MENLO PARK","38","ca","POINT (-122.18296 37.453629)"
"M","White","Yes","ENGLISH","REDWOOD CITY","22","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","48","ca","POINT (-122.412482 37.65568)"
"M","White","Yes","ENGLISH","SAN MATEO","33","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","SAN MATEO","33","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","ENGLISH","FOSTER CITY","53","ca","POINT (-122.266445 37.561881)"
"M","White","No","ENGLISH","SAN MATEO","75","ca","POINT (-122.314351 37.547166)"
"F","Asian","No","ENGLISH","DALY CITY","57","ca","POINT (-122.472221 37.691113)"
"F","Unknown","Unknown","RUSSIAN","MENLO PARK","81","ca","POINT (-122.18296 37.453629)"
"M","Other","No","ENGLISH","SOUTH SAN FRANCISCO","65","ca","POINT (-122.412482 37.65568)"
"M","White","No","ENGLISH","SAN BRUNO","31","ca","POINT (-122.416148 37.627277)"
"M","White","No","ENGLISH","DALY CITY","55","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","UNKNOWN","SAN MATEO","25","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","MOSS BEACH","25","ca","POINT (-122.513396 37.527471)"
"F","Pacific Islander","No","ENGLISH","SAN MATEO","34","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","EAST PALO ALTO","53","ca","POINT (-122.139284 37.464162)"
"F","Asian","Unknown","UNKNOWN","FOSTER CITY","85","ca","POINT (-122.266445 37.561881)"
"M","White","No","ENGLISH","REDWOOD CITY","38","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","PESCADERO","60","ca","POINT (-122.373421 37.254138)"
"M","White","No","ENGLISH","SAN MATEO","50","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","REDWOOD CITY","44","ca","POINT (-122.22815 37.484778)"
"M","Other","Yes","ENGLISH","REDWOOD CITY","20","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","REDWOOD CITY","41","ca","POINT (-122.22815 37.484778)"
"F","Unknown","Unknown","ARABIC","COLMA","85","ca","POINT (-122.452872 37.68073)"
"M","Other","Unknown","UNKNOWN","REDWOOD CITY","48","ca","POINT (-122.22815 37.484778)"
"F","Asian","No","MANDARIN","FOSTER CITY","90","ca","POINT (-122.266445 37.561881)"
"F","Black","No","ENGLISH","REDWOOD CITY","51","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","SPANISH","MENLO PARK","65","ca","POINT (-122.18296 37.453629)"
"M","White","Unknown","UNKNOWN","MILLBRAE","61","ca","POINT (-122.397199 37.603633)"
"M","Black","No","ENGLISH","REDWOOD CITY","58","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","SAN MATEO","56","ca","POINT (-122.314351 37.547166)"
"F","Pacific Islander","No","ENGLISH","EAST PALO ALTO","65","ca","POINT (-122.139284 37.464162)"
"F","Asian","No","ENGLISH","DALY CITY","28","ca","POINT (-122.472221 37.691113)"
"F","Other","Unknown","ENGLISH","SOUTH SAN FRANCISCO","27","ca","POINT (-122.412482 37.65568)"
"F","Black","No","ENGLISH","SAN MATEO","59","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","REDWOOD CITY","56","ca","POINT (-122.22815 37.484778)"
"M","Asian","Yes","ENGLISH","SOUTH SAN FRANCISCO","45","ca","POINT (-122.412482 37.65568)"
"F","White","Unknown","UNKNOWN","BELMONT","66","ca","POINT (-122.291951 37.508536)"
"M","Other","Unknown","ENGLISH","SAN MATEO","27","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","SOUTH SAN FRANCISCO","58","ca","POINT (-122.412482 37.65568)"
"M","Asian","No","TAGALOG","DALY CITY","60","ca","POINT (-122.472221 37.691113)"
"M","White","Yes","ENGLISH","REDWOOD CITY","38","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","UNKNOWN","PACIFICA","74","ca","POINT (-122.48704 37.613823)"
"M","Black","Unknown","UNKNOWN","MENLO PARK","56","ca","POINT (-122.18296 37.453629)"
"F","White","Unknown","UNKNOWN","SAN MATEO","22","ca","POINT (-122.314351 37.547166)"
"F","Black","No","ENGLISH","BELMONT","60","ca","POINT (-122.291951 37.508536)"
"M","Asian","No","ENGLISH","SAN CARLOS","37","ca","POINT (-122.264927 37.503733)"
"F","Pacific Islander","Unknown","ENGLISH","FOSTER CITY","73","ca","POINT (-122.266445 37.561881)"
"M","Asian","Unknown","ENGLISH","SAN MATEO","55","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","EAST PALO ALTO","31","ca","POINT (-122.139284 37.464162)"
"M","White","Unknown","UNKNOWN","SAN MATEO","61","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","SPANISH","HAYWARD","33","ca","POINT (-122.083963 37.672111)"
"F","White","Unknown","UNKNOWN","MENLO PARK","54","ca","POINT (-122.18296 37.453629)"
"F","White","Unknown","ENGLISH","PACIFICA","66","ca","POINT (-122.48704 37.613823)"
"M","Other","Unknown","SPANISH","REDWOOD CITY","30","ca","POINT (-122.22815 37.484778)"
"M","Other","No","ENGLISH","SAN BRUNO","35","ca","POINT (-122.416148 37.627277)"
"F","White","No","ENGLISH","SAN BRUNO","49","ca","POINT (-122.416148 37.627277)"
"M","Other","Unknown","UNKNOWN","REDWOOD CITY","42","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","ENGLISH","EAST PALO ALTO","37","ca","POINT (-122.139284 37.464162)"
"M","Unknown","Unknown","UNKNOWN","SAN MATEO","28","ca","POINT (-122.314351 37.547166)"
"F","Unknown","Unknown","ENGLISH","SAN MATEO","103","ca","POINT (-122.314351 37.547166)"
"M","White","Unknown","UNKNOWN","BELMONT","62","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","EAST PALO ALTO","46","ca","POINT (-122.139284 37.464162)"
"M","Native American","Unknown","SPANISH","SAN FRANCISCO","26","ca","POINT (-122.420168 37.78008)"
"M","White","No","ENGLISH","REDWOOD CITY","60","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","EAST PALO ALTO","47","ca","POINT (-122.139284 37.464162)"
"M","White","No","ENGLISH","HALF MOON BAY","41","ca","POINT (-122.429242 37.463638)"
"M","White","Yes","ENGLISH","SAN MATEO","64","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","EAST PALO ALTO","39","ca","POINT (-122.139284 37.464162)"
"M","Black","No","ENGLISH","SAN MATEO","60","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","HALF MOON BAY","44","ca","POINT (-122.429242 37.463638)"
"M","Unknown","Unknown","ENGLISH","SAN CARLOS","58","ca","POINT (-122.264927 37.503733)"
"M","White","Yes","ENGLISH","REDWOOD CITY","30","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","SPANISH","SAN MATEO","56","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","SPANISH","REDWOOD CITY","64","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","SAN MATEO","70","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","DALY CITY","22","ca","POINT (-122.472221 37.691113)"
"M","White","No","ENGLISH","SAN MATEO","31","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","SPANISH","EAST PALO ALTO","85","ca","POINT (-122.139284 37.464162)"
"M","White","Unknown","UNKNOWN","SAN MATEO","60","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","ENGLISH","MENLO PARK","73","ca","POINT (-122.18296 37.453629)"
"M","White","No","ENGLISH","BELMONT","39","ca","POINT (-122.291951 37.508536)"
"F","Other","Unknown","UNKNOWN","DALY CITY","30","ca","POINT (-122.472221 37.691113)"
"M","Other","No","ENGLISH","HALF MOON BAY","62","ca","POINT (-122.429242 37.463638)"
"F","White","No","ENGLISH","MONTARA","82","ca","POINT (-122.515258 37.542)"
