"sex","age","latinx","race_ethnicity","language","city","geocoded_column","count","limited_english_proficiency","people_of_color"
"Male","71",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","64",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,,"English",,,"1",,
"Male","38",,"Asian","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","60",,"Black","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","36",,"White","English",,,"1",,
"Male","60",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","31",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","82",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","25","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","48",,"White","English",,,"1",,
"Female","70",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","54","1","Latinx","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,"White","English",,,"1",,
"Male","41",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","29","1","White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","22",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","55",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Male","48",,"White","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female","24","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","71",,"Asian","Other","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","29","1","American Indian/Alaska Native","English",,,"1",,
"Female","44",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","56","1","Latinx","English",,,"1",,
"Male","65","1","White","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Female","49","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","54","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","36",,"Black","English",,,"1",,
"Male",,,"Native Hawaiian/Pacific Islander","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","77",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","56",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","63",,"Black","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male","47","1","White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","59",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","43",,"White","English",,,"1",,
"Female","34",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","47",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Male","55",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","58",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","46",,"White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","70",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","83","1","White","Spanish",,,"1",,
"Female",,"1","Latinx","Spanish",,,"1",,
"Female","80",,"White","Other",,,"1",,
"Male","37",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male",,,"White","English",,,"1",,
"Female","53","1","White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","49",,"White",,,,"1",,
"Female","21","1","Latinx","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","90","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","34","1","Latinx","Spanish","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","82",,"Asian","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","87",,"Asian","English",,,"1",,
"Male","44",,"Black","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","47","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","32",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","58",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","40","1","Latinx","Spanish","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","21","1","Latinx","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male",,,,,"Redwood City","POINT (-122.22815 37.484778)","1",,
"Female",,"1","Latinx","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","47",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","48",,"Asian","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Male","42",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","91",,,"Other","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","45","1","Latinx","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male","43",,"White","English",,,"1",,
"Female","32","1","White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","64",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","22","1","Latinx","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","30",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","22",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","35",,"Black","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","70",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","47","1","Latinx","Other",,,"1",,
"Male","40",,"White","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","66",,"White","English",,,"1",,
"Female","31",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","74","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","46","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","69","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","35","1","Latinx","Spanish","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","45",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","37","1","White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","83",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female",,,,,,,"1",,
"Female","25",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female",,,"White",,"Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female","59",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","77",,"White","English",,,"1",,
"Female","36","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","41",,"White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","59",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Female","56",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","56","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","52","1","White","English",,,"1",,
"Male",,,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","55",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","44","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","51",,"Black","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Male","46",,"White","English",,,"1",,
"Male","29",,"Asian","English",,,"1",,
"Female","50","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","64",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","19",,"Asian","English",,,"1",,
"Male",,"1","Latinx","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","69",,"Asian","English",,,"1",,
"Female","75",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","47","1","White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female",,,,,"San Mateo","POINT (-122.314351 37.547166)","1",,
"Female",,,,,,,"1",,
"Female","31",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","66","1","White","Spanish",,,"1",,
"Male",,,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","61","1","White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","53",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","60",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","55","1","Latinx","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","57",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","41",,"White","English",,,"1",,
"Female","19","1","Latinx","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","75","1","Latinx","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","73",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","40","1","Latinx","English",,,"1",,
"Male","25","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","19","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","53","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","44","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","92",,"Asian","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","38",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","81",,"Black","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Male","47","1","Latinx","Spanish","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","54",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","63",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","25",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Male","32","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","54",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","45",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","77",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","49","1","Latinx","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","64",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","73",,"American Indian/Alaska Native","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","64","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","87",,"White","English",,,"1",,
"Male",,,"White",,"Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","56",,"Black","English",,,"1",,
"Male","39",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","55",,"White","English",,,"1",,
"Female","51","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","69",,"Black","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Female",,,,,,,"1",,
"Female","44","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","53","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","25","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","52","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","30","1","White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","30","1","White","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","61",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","32",,"Black","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","60",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","41","1","White","English",,,"1",,
"Male","52","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","55",,"White","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","59",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","61",,"White","English",,,"1",,
"Male","59",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","55",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","28",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","54",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","46",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","54",,"White","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","44",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","30",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female",,,,,"South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male",,"1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","63",,"Black","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","47",,"White","English",,,"1",,
"Female","81",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","69",,"White","English",,,"1",,
"Female","61",,"Asian","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","58",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","76",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male",,,,"English",,,"1",,
"Female","58",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","71","1","White","Spanish","San Carlos","POINT (-122.264927 37.503733)","1",,
"Male","53",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","78","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","49",,"Native Hawaiian/Pacific Islander","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","30",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male",,,,,,,"1",,
"Male","56",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","49",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","56","1","White","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","76",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","55",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","60","1","Latinx","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","59",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","34",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","56","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","42",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","67",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","27",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,"Black",,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","62",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female",,,"White",,"East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","86",,"Asian","Other","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","39",,"White","English",,,"1",,
"Male","37","1","White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","53",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","29","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","61",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","52",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","32",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","37",,"Asian","English",,,"1",,
"Female","32","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","61",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","62",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Male","53",,"Native Hawaiian/Pacific Islander","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","70","1","Latinx","Spanish","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","49","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","52",,"White","English",,,"1",,
"Male","23","1","Latinx","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","62",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","60","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","61","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","79",,"White","English",,,"1",,
"Male","26",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","33",,"Black","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","57",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female",,,,,,,"1",,
"Male","57",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","48",,"Native Hawaiian/Pacific Islander","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","27",,"Native Hawaiian/Pacific Islander","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","78",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","58",,"White","English",,,"1",,
"Female","28",,"Asian","Other","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","43",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","50",,,"English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","62",,"White","English","San Carlos","POINT (-122.264927 37.503733)","1",,
"Male","63",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male","80","1","White","Spanish",,,"1",,
"Male","29",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","34",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","71",,"Asian","English",,,"1",,
"Male","58","1","White","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","27","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","54",,"Native Hawaiian/Pacific Islander","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","52","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","36",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
