"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","testadministration","testsubject","suppression","count_of_students_expected","countmetstandard","count_of_students_expected_to_test_including_previously_passed","percentmetstandard","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percentmettestedonly","percent_no_score","dataasof"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","ELA","None","784","419","785","53.4%","0.1709183673469","0.2895408163265","0.3494897959183","0.1836734693877","0.5365853658536","0.0063775510204","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","Math","None","784","450","785","57.3%","0.1211734693877","0.2959183673469","0.2397959183673","0.3329081632653","0.5786082474226","0.0102040816326","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","ELPA","ELPA","None","8259","1108","8259","13.4%","0.0636880978326","0.7845986196876","0.1341566775638","0.0000000000000","0.1365541040177","0.0175566049158","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","ELA","None","82642","46249","82643","56.0%","0.1974056775005","0.2270758210111","0.3453812831248","0.2142373127465","0.5686602400157","0.0158999056169","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","Math","None","82641","39919","82641","48.3%","0.2388644861509","0.2610084582713","0.2165269055311","0.2665141999733","0.4914377869972","0.0170859500732","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","WIDA","WIDA","<5%","NULL","NULL","NULL","<5%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","ELA","None","784","471","787","59.8%","0.1275510204081","0.2589285714285","0.3813775510204","0.2155612244897","0.6070038910505","0.0165816326530","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","Math","None","786","506","788","64.2%","0.1132315521628","0.2302798982188","0.2977099236641","0.3435114503816","0.6511627906976","0.0152671755725","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","ELPA","ELPA","None","8782","1393","8782","15.9%","0.0717376451833","0.7539284900933","0.1586199043498","0.0000000000000","0.1611522443313","0.0157139603734","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","ELA","None","80220","44087","80220","55.0%","0.1920718025430","0.2407878334579","0.3423709798055","0.2072051857392","0.5594016063747","0.0175641984542","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","Math","None","80250","38434","80250","47.9%","0.2389781931464","0.2631651090342","0.2193894080996","0.2595389408099","0.4881685740051","0.0189283489096","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","ELA","None","801","419","802","52.2%","0.1860174781523","0.2858926342072","0.3258426966292","0.1960049937578","0.5251256281407","0.0062421972534","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","Math","None","802","432","803","53.8%","0.1284289276807","0.3092269326683","0.2456359102244","0.2917705735660","0.5511508951406","0.0249376558603","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","ELPA","ELPA","None","7728","1119","7728","14.5%","0.0744047619047","0.7625517598343","0.1447981366459","0.0000000000000","0.1474891261368","0.0182453416149","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","ELA","None","79279","44427","79286","56.0%","0.1836299650601","0.2373264042180","0.3421208642894","0.2181788367663","0.5710025323615","0.0187439296661","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","Math","None","79283","37904","79288","47.8%","0.2357630261216","0.2660973979289","0.2156830594200","0.2623387106946","0.4878359592215","0.0201178058347","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","ELA","None","770","244","770","31.7%","0.2285714285714","0.4168831168831","0.2636363636363","0.0532467532467","0.3292847503373","0.0376623376623","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","Math","None","758","295","758","38.9%","0.1675461741424","0.4102902374670","0.2255936675461","0.1635883905013","0.4024556616643","0.0329815303430","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","ELA","None","77736","41473","77736","53.4%","0.1915843367294","0.2520325203252","0.3419393845837","0.1915714726767","0.5459991047684","0.0228722856848","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","Math","None","77772","35093","77772","45.1%","0.2373476315383","0.2859126677981","0.2187548217867","0.2324744123849","0.4630416424763","0.0255104664917","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","ELA","None","764","432","766","56.4%","0.1505235602094","0.2761780104712","0.3704188481675","0.1924083769633","0.5687830687830","0.0104712041884","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","Math","None","766","436","768","56.8%","0.1827676240208","0.2441253263707","0.3381201044386","0.2284595300261","0.5703022339027","0.0065274151436","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","ELPA","ELPA","None","7612","774","7612","10.2%","0.1120599054125","0.7706253284287","0.1016815554387","0.0000000000000","0.1032964099826","0.0156332107199","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","ELA","None","83264","50466","83265","60.6%","0.1816391237509","0.1905865680245","0.3668332052267","0.2392510568793","0.6195217167129","0.0216900461183","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","Math","None","83298","40573","83298","48.7%","0.2487814833489","0.2409061442051","0.2236068092871","0.2634757137026","0.4986664700170","0.0232298494561","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","ELA","None","774","439","775","56.6%","0.1511627906976","0.2739018087855","0.3591731266149","0.2067183462532","0.5710560625814","0.0090439276485","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","Math","None","768","492","769","64.0%","0.1471354166666","0.2044270833333","0.3619791666666","0.2773437500000","0.6452036793692","0.0091145833333","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","ELPA","ELPA","None","7608","628","7608","8.3%","0.1218454258675","0.7757623554153","0.0825446898002","0.0000000000000","0.0842161727236","0.0198475289169","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","ELA","None","80699","48252","80700","59.8%","0.1820220820580","0.2000644369818","0.3819997769489","0.2159134561766","0.6101156982992","0.0200002478345","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","Math","None","80733","39624","80734","49.1%","0.2421810164368","0.2454138951853","0.2273172060991","0.2634734247457","0.5016331594672","0.0216144575328","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","WIDA","WIDA","<5%","NULL","NULL","NULL","<5%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","ELA","None","757","413","757","54.6%","0.1479524438573","0.2998678996036","0.3474240422721","0.1981505944517","0.5492021276595","0.0066050198150","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","Math","None","763","448","763","58.7%","0.1546526867627","0.2503276539973","0.3564875491480","0.2306684141546","0.5918097754293","0.0078636959370","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","ELPA","ELPA","None","7246","603","7246","8.3%","0.1226883797957","0.7742202594534","0.0832183273530","0.0000000000000","0.0849056603773","0.0198730333977","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","ELA","None","80090","47731","80093","59.6%","0.1809214633537","0.2024847047072","0.3815332750655","0.2143963041578","0.6085038566966","0.0206642527156","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","Math","None","80114","39772","80115","49.6%","0.2328806450807","0.2482961779464","0.2305964001298","0.2658336869960","0.5078013278855","0.0223930898469","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","ELA","None","756","378","756","50.0%","0.1441798941798","0.3478835978835","0.3544973544973","0.1455026455026","0.5040000000000","0.0079365079365","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","Math","None","757","416","757","55.0%","0.1519154557463","0.2800528401585","0.3593130779392","0.1902245706737","0.5598923283983","0.0184940554821","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","ELPA","ELPA","None","5807","410","5807","7.1%","0.1572240399517","0.7435853280523","0.0706044429137","0.0000000000000","0.0726821485552","0.0285861890821","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","ELA","None","78705","45615","78709","58.0%","0.1838129724922","0.2117654532748","0.3673337145035","0.2121847404866","0.5943188481334","0.0249031192427","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","Math","None","78717","38919","78720","49.4%","0.2192283750651","0.2602614428903","0.2395416491990","0.2548369475462","0.5076441429689","0.0261315852992","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","ELA","None","758","193","758","25.5%","0.1965699208443","0.5065963060686","0.2282321899736","0.0263852242744","0.2658402203856","0.0422163588390","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","AIM","Math","None","727","226","727","31.1%","0.2792297111416","0.3631361760660","0.2448418156808","0.0660247592847","0.3261183261183","0.0467675378266","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","ELA","None","77118","43334","77118","56.2%","0.1952721802951","0.2134261780647","0.3675925205529","0.1943255789828","0.5789290867311","0.0293835421043","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","07","SBAC","Math","None","77208","36713","77208","47.6%","0.2282405968293","0.2642601802921","0.2391850585431","0.2363226608641","0.4912226711980","0.0319915034711","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","AIM","ELA","None","718","424","736","57.6%","0.1852367688022","0.2367688022284","0.3300835654596","0.2353760445682","0.5726375176304","0.0125348189415","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","AIM","Math","None","719","356","736","48.4%","0.2197496522948","0.2976356050069","0.2823365785813","0.1891515994436","0.4767932489451","0.0111265646731","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","AIM","Science","None","716","216","731","29.5%","0.3547486033519","0.3477653631284","0.2262569832402","0.0544692737430","0.2855113636363","0.0167597765363","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","ELPA","ELPA","None","7518","779","7518","10.4%","0.1094706038840","0.7665602553870","0.1036179835062","0.0000000000000","0.1057705363204","0.0203511572226","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","SBAC","ELA","None","81204","47063","81209","58.0%","0.1793507708979","0.2138318309442","0.3612876212994","0.2182158514358","0.5957764667156","0.0273139254223","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","SBAC","Math","None","81215","37161","81217","45.8%","0.2944529951363","0.2184448685587","0.1884257834143","0.2691128486117","0.4714771487299","0.0295635042787","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","08","WCAS","Science","None","81230","41890","81235","51.6%","0.2421026714268","0.2128277729902","0.2938692601255","0.2217653576264","0.5312725935133","0.0294349378308","2022-02-09T00:00:00.000"
