"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","White","84.6","86","Below","76.4","81.3","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Special Education","57.7","54.2","On/Above","53.8","48.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Low Income","71.6","73.4","Below","59.5","69.1","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","All","79.5","77.7","On/Above","66.3","65.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Hispanic","65.4","72.5","Below","42.3","45","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","White","82.6","79.8","On/Above","73.1","68.9","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Special Education","53.1","41.1","On/Above","46.9","44.3","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3252","Island View Elementary","Low Income","69.4","68.6","On/Above","52","55.8","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","All","84.4","87","Below","73.1","75.4","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","White","85.6","87.3","Below","76.4","77.7","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Special Education",,"35.8","N<Required",,"31.3","N<Required","On/Above","Below","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3057","Mount Erie Elementary","Low Income","67.3","78.8","Below","50","60.5","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","All","91.4","88.1","On/Above","88.8","79.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Hispanic","88.9","77.1","On/Above","81","62.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","White","91.4","90.4","On/Above","90","81.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Two or More Races","94.3","81.7","On/Above","88.2","84.7","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Special Education","62.5","33.1","On/Above","54.5","24","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","2523","Arlington High School","Low Income","84.5","79.6","On/Above","79.2","66.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","All","73.7","74","Below","67.5","71.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","Hispanic","66.7","58.8","On/Above","41.7","63.3","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","White","76.3","77.2","Below","72.1","74.4","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4327","Eagle Creek Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
