"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","83434","40645","42773","16","1152","6622","3550","18516","885","6390","46309","6315","6791","2301","37700","1643","1386","1042","4821","10574","77119","76643","81133","45734","81791","82048","82392","78613","72860","2022-04-22T00:00:00.000","524","82910"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","81990","40031","41949","10","1172","6398","3521","17704","857","6109","46208","5422","4155","2224","37655","1655","932","1000","4215","10093","76568","77835","79766","44335","80335","81058","80990","77775","71897","2022-04-22T00:00:00.000","526","81464"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","83169","40214","42945","10","1235","6318","3614","17652","866","5865","47609","4322","4032","2132","38602","1713","0","1202","3788","10305","78847","79137","81037","44567","81456","83169","81967","79381","72864","2022-04-22T00:00:00.000","555","82614"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","83222","40358","42852","12","1283","6024","3844","16596","881","5860","48731","4440","3536","1948","39501","1679","0","1363","3613","10099","78782","79686","81274","43721","81543","83222","81859","79609","73123","2022-04-22T00:00:00.000","550","82672"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1091404","525553","562127","3724","13694","92566","50718","274965","14307","100480","544625","136198","68183","29846","509107","21865","30095","21454","44433","158720","955206","1023221","1061558","582297","1069539","1061309","1069950","1046971","932684","2022-04-22T00:00:00.000","4459","1086942"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1088795","525316","560795","2684","14213","91357","49898","268486","13427","99041","552336","131622","72772","28799","501195","23190","27255","22322","50587","160300","957173","1016023","1059996","587600","1065605","1061540","1066473","1038208","928495","2022-04-22T00:00:00.000","5470","1083322"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1141107","550903","588799","1405","14364","91180","50129","272755","13148","102526","596895","135156","71073","33107","527199","23243","30906","20133","49440","170964","1005951","1070034","1108000","613908","1117864","1110201","1120974","1091667","970143","2022-04-22T00:00:00.000","6737","1134368"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1133603","548056","584663","884","14566","88747","49809","265738","12544","100058","602045","133975","71993","34872","534063","22895","27659","20565","51523","170996","999628","1061610","1098731","599540","1110708","1105944","1113038","1082080","962607","2022-04-22T00:00:00.000","7507","1126093"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1126371","545059","581069","243","14803","86353","48880","260706","12099","95768","607582","133003","69658","35374","532066","22403","23850","20936","48097","165884","993368","1056713","1090997","594305","1103968","1102521","1105435","1078274","960487","2022-04-22T00:00:00.000","6692","1119672"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1113355","538770","574407","178","15075","83245","48316","254027","11698","91354","609354","125767","42619","34264","531748","22420","19336","19944","42633","160352","987588","1070736","1079091","581607","1090935","1094019","1093411","1070722","953003","2022-04-22T00:00:00.000","5849","1107506"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1097004","531267","565629","108","15300","79946","48068","245864","11108","86384","610251","117874","41480","32782","532935","22331","0","20978","37141","155714","979130","1055524","1064222","564069","1074673","1097004","1076026","1059863","941290","2022-04-22T00:00:00.000","5197","1091807"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1082290","524111","558090","89","15804","77671","48357","235148","10622","81873","612804","110789","37152","29271","537818","22338","0","20874","33395","152541","971501","1045138","1053019","544472","1059952","1082290","1061416","1048895","929749","2022-04-22T00:00:00.000","5260","1077030"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","414","208","206","0","6","15","12","45","4","45","287","20","2","13","134","1","16","7","2","41","394","412","401","280","413","398","407","412","373","2022-04-22T00:00:00.000","0","411"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","946","435","508","3","17","18","16","85","7","90","713","46","3","28","282","6","10","31","1","151","900","943","918","664","940","936","915","945","795","2022-04-22T00:00:00.000","0","943"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","298","156","141","1","13","5","5","32","0","31","212","10","2","18","112","3","3","16","1","26","288","296","280","186","295","295","282","297","272","2022-04-22T00:00:00.000","0","296"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","342","158","184","0","2","3","2","35","1","16","283","6","2","4","73","1","3","15","0","30","336","340","338","269","341","339","327","342","312","2022-04-22T00:00:00.000","0","339"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","2054","970","1080","4","13","54","34","333","7","194","1416","121","19","22","747","18","134","24","21","311","1933","2035","2032","1307","2036","1920","2030","2033","1743","2022-04-22T00:00:00.000","0","2047"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","6843","3209","3632","2","84","295","140","1707","43","571","4003","1362","16","214","2963","160","135","88","65","932","5481","6827","6629","3880","6683","6708","6755","6778","5911","2022-04-22T00:00:00.000","29","6814"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","18539","9022","9513","4","139","1345","985","2836","130","1901","11202","3058","60","441","6608","126","0","233","146","2115","15481","18479","18098","11931","18413","18539","18306","18393","16424","2022-04-22T00:00:00.000","37","18502"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","30634","14753","15877","4","275","1642","1277","5603","177","2851","18809","4748","74","762","12540","450","0","519","213","3566","25886","30560","29872","18094","30184","30634","30115","30421","27068","2022-04-22T00:00:00.000","49","30585"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","78193","37655","40395","143","893","6566","3775","19874","1062","7717","38287","15199","608","2078","33191","1191","3144","1450","491","10227","62994","77585","76115","45002","77002","75049","76743","77702","67966","2022-04-22T00:00:00.000","244","77949"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","69514","33687","35754","73","836","6279","3365","17650","891","6961","33525","14257","590","1834","29891","1340","2476","2003","655","9319","55257","68924","67680","39623","68174","67038","67511","68859","60195","2022-04-22T00:00:00.000","276","69238"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","81744","39308","42377","59","1002","6344","3519","19449","992","8054","42377","16913","916","2600","36588","1388","3302","1277","762","10610","64831","80828","79144","45156","80356","78442","80467","80982","71134","2022-04-22T00:00:00.000","388","81356"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","81262","39388","41848","26","976","6298","3745","18916","916","8042","42353","17114","1090","2707","37629","1379","2837","1260","1071","10785","64148","80172","78555","43633","79883","78425","80002","80191","70477","2022-04-22T00:00:00.000","605","80657"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","78582","38087","40468","27","983","5957","3208","18661","864","7649","41251","17218","1016","2520","36812","1371","2539","1341","1075","9991","61364","77566","76062","41770","77211","76043","77241","77507","68591","2022-04-22T00:00:00.000","542","78040"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","73516","35529","37968","19","936","5387","3312","17466","789","6970","38647","15978","270","2372","35980","1320","2138","1217","865","9024","57538","73246","71144","37536","72196","71378","72299","72651","64492","2022-04-22T00:00:00.000","365","73151"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","60798","29491","31305","2","856","3975","2204","16300","606","5472","31382","13885","194","2128","32503","1350","0","1145","652","7470","46913","60604","58670","28295","59448","60798","59653","60146","53328","2022-04-22T00:00:00.000","155","60643"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","50109","24424","25679","6","784","3373","2116","14200","613","4426","24597","11767","144","1613","28998","1202","0","878","509","5904","38342","49965","48496","21111","48907","50109","49231","49600","44205","2022-04-22T00:00:00.000","76","50033"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","21102","8675","12337","90","226","1667","1644","6138","198","1816","9405","16","0","558","10661","148","920","1293","38","9698","21086","21102","20544","10441","20954","20182","19809","21064","11404","2022-04-22T00:00:00.000","45","21057"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","18825","7455","11321","49","247","1201","1379","5493","187","1680","8618","78","1","529","9931","270","789","1340","85","9550","18747","18824","18296","8894","18555","18036","17485","18740","9275","2022-04-22T00:00:00.000","68","18757"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","33362","13517","19755","90","403","2428","2097","8859","292","3178","16102","45","0","838","15536","289","1182","2873","96","19061","33317","33362","32524","17826","33073","32180","30489","33266","14301","2022-04-22T00:00:00.000","111","33251"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","32035","13015","18992","28","400","2263","2077","8456","304","3042","15489","183","0","874","15741","336","1023","2871","60","18339","31852","32035","31161","16294","31699","31012","29164","31975","13696","2022-04-22T00:00:00.000","178","31857"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","29652","12077","17560","15","381","2077","1767","7914","244","2732","14534","127","1","735","14821","363","864","2507","75","16694","29525","29651","28917","14831","29289","28788","27145","29577","12958","2022-04-22T00:00:00.000","277","29375"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","28190","11466","16711","13","398","1944","1662","7649","233","2488","13813","270","0","625","14282","362","633","2283","75","15535","27920","28190","27565","13908","27828","27557","25907","28115","12655","2022-04-22T00:00:00.000","266","27924"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","26074","10441","15629","4","384","1395","1566","7334","215","2339","12834","271","1","611","13683","339","0","2166","42","14741","25803","26073","25463","12391","25735","26074","23908","26032","11333","2022-04-22T00:00:00.000","168","25906"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","23927","9447","14476","4","350","1217","1470","6760","181","2064","11884","119","0","517","12748","273","0","1817","71","14016","23808","23927","23410","11179","23654","23927","22110","23856","9911","2022-04-22T00:00:00.000","68","23859"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","1st Grade","47","26","21","0","1","1","1","16","0","5","23","13","0","2","40","1","0","0","0","12","34","47","45","7","46","47","47","47","35","2022-04-22T00:00:00.000","0","46"
