"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Spokane","Spokane Readiness Center","Gurche, Charles","""Oak at Sunrise""","Photograph","Digital photographic print","16 in x 20 in","2004","First floor, left hallway","1629 N. Rebecca St.","99217","http://www.arts.wa.gov/artwork/?request=record;id=11971;type=101","WSAC2006.026.000","POINT (-117.348104 47.674199)","Part of Washington's State Art Collection, acquired by ArtsWA and Military Department"
"Sunnyside","Sunnyside High School","Govedare, David","""Looking at the Sunnyside of Life""","Sculpture","Plasma cut aluminum and cast glass","6 ft","2014","Temporarily not on display. Stored pending conservation.","1801 E Edison Avenue","98944","http://www.arts.wa.gov/artwork/?request=record;id=12636;type=101","WSAC2013.057.004","POINT (-119.99806 46.323201)","Part of Washington's State Art Collection, acquired by ArtsWA and Sunnyside School District"
"Mead","Meadow Ridge Elementary","Howard, Mildred","""Stories from Caney Creek: Prairie View""","Sculpture","Mixed media collage","24 in x 28 in x 5 in","Date unknown","Hallway outside staff room","15601 N Freya St.","99021","http://www.arts.wa.gov/artwork/?request=record;id=4697;type=101","WSAC1990.159.000","POINT (-117.358595 47.79964)","Part of Washington's State Art Collection, acquired by ArtsWA and Who We Are: Autobiographies in Art Collection"
"Lake Stevens","Glenwood Elementary School","Watts, Chris","""Shifting""","Painting","Acrylic paint on paper","33 in x 33 in","1988","Hallway","2221 103rd Ave. SE","98258","http://www.arts.wa.gov/artwork/?request=record;id=3195;type=101","WSAC1992.126.000","POINT (-122.092401 47.975752)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Stevens School District"
"Bothell","University of Washington - Bothell","Basa, Lynn","""""Bruce: The Solitary Gardener"" from the series N = 10""","Textile","Wool and silk","4 ft x 3 ft","2004","Commons Hall (UW2 building), Lower Level 2 hallway west","18115 Campus Way NE","98011","http://www.arts.wa.gov/artwork/?request=record;id=11980;type=101","WSAC2002.021.008","POINT (-122.191351 47.758685)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington - Bothell and Cascadia Community College"
"Silverdale","Silver Ridge Elementary","Jordan, Lorna","""Electro-Petroglyph/Dance of the Pelts""","Photograph","Silver dye bleach print of computer drawing","20 1/16 in x 24 1/16 in (sheet)","1987","Office Reception area, north wall","10622 Hillsboro Dr. NW","98383","http://www.arts.wa.gov/artwork/?request=record;id=2116;type=101","WSAC1991.011.000","POINT (-122.666652 47.65838)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Kitsap School District"
"Olympia","South Puget Sound Community College","Gardner, Steve","""The Torch: A Northwest Fire Theft""","Sculpture","Laser cut aluminum and kiln cast glass","26 ft x 27 ft x 1 in (overall)","2013","Center For Student Success (Building 22), north bay curtain wall","2011 Mottman Rd. SW","98512","http://www.arts.wa.gov/artwork/?request=record;id=12440;type=101","WSAC2012.020.000","POINT (-122.929896 47.023496)","Part of Washington's State Art Collection, acquired by ArtsWA and South Puget Sound Community College"
"Camas","Hayes Freedom High School","de Lory, Peter","""A Pathway""","Photograph","Dye sublimation photographs on aluminum","36 in x 36 in x 1 in","2015","South wall of interior hallway, above library windows","1919 NE Ione Street","98607","http://www.arts.wa.gov/artwork/?request=record;id=12728;type=101","WSAC2014.001.008","POINT (-122.401525 45.592661)","Part of Washington's State Art Collection, acquired by ArtsWA and Camas School District"
"Vancouver","Pleasant Valley Middle School","Hansen, James","""Naga Head""","Sculpture","Cast bronze","57 in x 27 in x 18 in (overall), Pedestal 10 in x 24 in x 24 in","1975","Atrium","14320 NE 50th Avenue","98686","http://www.arts.wa.gov/artwork/?request=record;id=3583;type=101","WSAC1975.005.002","POINT (-122.622932 45.726843)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Kirkland","Lake Washington Institute of Technology","Hoge, John","""Changing Workplace: Yesterday, Today, Tomorrow""","Sculpture","Granite","7 ft x 12 ft x 7 ft","1985","East building mall exterior","11605 132nd Ave NE","98034","http://www.arts.wa.gov/artwork/?request=record;id=6061;type=101","WSAC1985.044.000","POINT (-122.167618 47.704523)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington Technical College"
"Olympia","Washington State Arts Commission","Noah, Barbara","""Reverie""","Photograph","Oil paint on photo emulsion on paper","57 5/8 in x 24 in","1990","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5357;type=101","WSAC1990.269.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Kent School District"
"Republic","Republic Elementary-Junior-Senior High School","Dal Cerro, Michael","""Catch""","Print","Woodblock print on paper","12 in x 15 in","1994","Elementary hallway next to Room 163","30306 E Hwy 20","99166","http://www.arts.wa.gov/artwork/?request=record;id=2590;type=101","WSAC1996.047.000","POINT (-118.726763 48.641772)","Part of Washington's State Art Collection, acquired by ArtsWA and Republic School District"
"Olympia","Washington State Arts Commission","Hansen, Art","""Two Fishermen in the Rain""","Print","Etching on paper","11 in x 12 in (sheet)","1975","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=4233;type=101","WSAC1978.053.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Parks"
"Wenatchee","Washington Elementary School","Gahan, Elizabeth","""The Geode""","Sculpture","Aluminum, acrylic panels, Dibond aluminum, Sintra board","10 ft x 25 ft x 10 ft (overall)","2018","Main/central stairwell on the 2nd floor.","1401 Washington St.","98801","http://www.arts.wa.gov/artwork/?request=record;id=13151;type=101","WSAC2016.022.00A-B","POINT (-120.336131 47.422376)","Part of Washington's State Art Collection, acquired by ArtsWA and Wenatchee School District"
"Yakima","West Valley Junior High","Spiering, Ken","""Silent Migration""","Sculpture","Alder wood, birch wood, canvas, burlap, Plexiglas, and acrylic paint","7 ft x 19 ft x 30 in","1979","Lobby","7505 Zier RD","98908","http://www.arts.wa.gov/artwork/?request=record;id=4438;type=101","WSAC1979.087.000","POINT (-120.60884 46.576551)","Part of Washington's State Art Collection, acquired by ArtsWA and West Valley School District"
"Olympia","Nisqually Middle School","Bishop, Jeffrey","""Anvil""","Painting","Watercolor paint on paper","5 in x 22 in","1983","Hallway to the right of the office, grand foyer","8100 Steilacoom Rd. NE","98503","http://www.arts.wa.gov/artwork/?request=record;id=6108;type=101","WSAC1985.089.000","POINT (-122.766893 47.047473)","Part of Washington's State Art Collection, acquired by ArtsWA and North Thurston Public Schools"
"Port Angeles","Peninsula College","Hackenberg, Karen","""Olympic Organic""","Painting","Gouache paint on paper","10 in x 11 in","2009","Maier Hall, 3rd floor, lobby","1502 East Lauridsen Blvd.","98362","http://www.arts.wa.gov/artwork/?request=record;id=12501;type=101","WSAC2013.017.000","POINT (-123.411272 48.100425)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula College"
"Lakewood","Pierce College - Fort Steilacoom","Hopkins, Donald Q.","""Edge of Boundary""","Print","Etching","19 in x 26 in","1978","Cascade Building, 5th Floor","9401 Farwest Dr. SW","98498","http://www.arts.wa.gov/artwork/?request=record;id=4308;type=101","WSAC1978.082.000","POINT (-122.570886 47.171983)","Part of Washington's State Art Collection, acquired by ArtsWA and Pierce College"
"Oak Harbor","North Whidbey Middle School","Gardner, Steve","""La Zarzamora""","Sculpture","Terra cotta, engobes, and glazes","18 in x 11 in x 2 in","1998","Office, Conference area","67 NE Izett St","98277","http://www.arts.wa.gov/artwork/?request=record;id=3363;type=101","WSAC1998.047.000","POINT (-122.647865 48.299567)","Part of Washington's State Art Collection, acquired by ArtsWA and Oak Harbor School District"
"Vashon","Vashon Island High School","Leverich, Robert","""Ways of Knowing""","Sculpture","Cascade granite","6 1/2 ft x 26 in x 24 1/2 ft (overall)","2017","Meadow near west parking and drop off","20120 Vashon Hwy SW","98070","http://www.arts.wa.gov/artwork/?request=record;id=12687;type=101","WSAC2014.010.00A-E","POINT (-122.457854 47.423222)","Part of Washington's State Art Collection, acquired by ArtsWA and Vashon Island School District"
"Tacoma","Thompson Elementary","Lysohir, Marilyn","""Me (from The Last Immigrant series)""","Sculpture","Porcelain, oil painting, acrylic paint, found objects, photographs, and Plexiglas","30 1/2 in x 24 1/2 in x 8 1/2 in","1991","Main office","303 159th St E","98445","http://www.arts.wa.gov/artwork/?request=record;id=5453;type=101","WSAC1990.145.000","POINT (-122.426824 47.113027)","Part of Washington's State Art Collection, acquired by ArtsWA and Who We Are: Autobiographies in Art Collection"
"Port Angeles","Peninsula College","Gibbens, Justin","""Basilosaurus Loop-de-loop""","Painting","Watercolor paint, gouache paint, walnut ink, and tea on paper","26 in x 37 1/2 in x 1 1/2 in (overall)","2013","Keegan Building, 1st floor, south wing","1502 East Lauridsen Blvd.","98362","http://www.arts.wa.gov/artwork/?request=record;id=13181;type=101","WSAC2019.007.000","POINT (-123.41394 48.100132)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula College"
"Tacoma","Blix Elementary School","Holzknecht, Katherine","""Blue Talon Bouquet""","Sculpture","Mixed media low relief wall sculpture","44 in x 22 in x 6 in","2000","Main hallway","1302 E 38th Street","98404","http://www.arts.wa.gov/artwork/?request=record;id=11487;type=101","WSAC2002.255.000","POINT (-122.412904 47.222172)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Bremerton","Olympic College","Sellers, Sally","""Realm of Possibility""","Textile","Fiber","18 in x 3 ft 9 in","2001","Building 4, room 203","1600 Chester Ave.","98337","http://www.arts.wa.gov/artwork/?request=record;id=11420;type=101","WSAC2002.199.000","POINT (-122.636397 47.576038)","Part of Washington's State Art Collection, acquired by ArtsWA and Olympic College"
"Montesano","Montesano Junior-Senior High School","Haft, Robert","""Sunburst Sidewalk""","Photograph","Gelatin silver print","11 in x 14 in","1977","Senior High School office","303 N. Church","98563","http://www.arts.wa.gov/artwork/?request=record;id=1797;type=101","WSAC1997.022.000","POINT (-123.597238 46.984213)","Part of Washington's State Art Collection, acquired by ArtsWA and Montesano School District"
"Spanaway","Pioneer Valley Elementary","McWee, Neil","""Tree Museum No. 2""","Photograph","Silver dye bleach print","25 in x 30 in","1994","Library, near entrance","7315 Eustis Hunt RD","98387","http://www.arts.wa.gov/artwork/?request=record;id=2018;type=101","WSAC1995.221.000","POINT (-122.33052 47.070809)","Part of Washington's State Art Collection, acquired by ArtsWA and Bethel School District"
"Spanaway","Pioneer Valley Elementary","McWee, Neil","""Rejuvenating the Way #1""","Photograph","Silver dye bleach print","30 in x 40 in","1994","Library, above circulation desk","7315 Eustis Hunt RD","98387","http://www.arts.wa.gov/artwork/?request=record;id=2016;type=101","WSAC1995.219.000","POINT (-122.33052 47.070809)","Part of Washington's State Art Collection, acquired by ArtsWA and Bethel School District"
"Olympia","Office of the Washington State Auditor","Wilson, David","""Alders in Ice""","Photograph","Silver dye bleach print","26 15/16 in x 24 11/16 (sheet, dry-mounted)","1986","Room 212, East Wall","Insurance Building, Capitol Campus 302 Sid Snyder Ave. SW","98504","http://www.arts.wa.gov/artwork/?request=record;id=2877;type=101","WSAC1992.105.000","POINT (-122.903323 47.035585)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington School District"
"Airway Heights","Sunset Elementary","McMillan, Judy","""October Moon""","Painting","Gouache paint and India ink on rag watercolor paper","20 in x 20 in","1984","Office waiting area","12824 W 12th Street","99001","http://www.arts.wa.gov/artwork/?request=record;id=2147;type=101","WSAC1994.091.000","POINT (-117.589116 47.645051)","Part of Washington's State Art Collection, acquired by ArtsWA and Cheney School District"
"Naches","Naches Valley Middle School","Berger, Paul","""CAST01""","Print","IRIS inkjet print","22 1/2 in x 30 in","1992","Office - Copy Room","32 Shafer Avenue","98937","http://www.arts.wa.gov/artwork/?request=record;id=2711;type=101","WSAC1996.087.000","POINT (-120.697055 46.729314)","Part of Washington's State Art Collection, acquired by ArtsWA and Naches Valley School District"
"Lakewood","Clover Park Technical College","Tom Askman and Lea Anne Lake","""Tug""","Sculpture","Copper, stainless steel, aluminum, granite, paint, plastic and bronze","16 ft x 50 ft x 42 ft","2004","Pathway between Buildings 16 and 23 (Student Center)","4500 Steilacoom Blvd. SW","98499","http://www.arts.wa.gov/artwork/?request=record;id=11647;type=101","WSAC2003.068.00A-C","POINT (-122.497775 47.175)","Part of Washington's State Art Collection, acquired by ArtsWA and Clover Park Technical College"
"Kennewick","Amistad Elementary","Barrie, Donald","""Rainbow Bridge""","Painting","Acrylic paint enamel on polyflax canvas","4 ft 4 in x 4 ft 4 in (each)","1980","Second floor, top of main stairway","930 West Fourth Ave","99336","http://www.arts.wa.gov/artwork/?request=record;id=4677;type=101","WSAC1980.011.00A-F","POINT (-119.131468 46.207854)","Part of Washington's State Art Collection, acquired by ArtsWA and Yelm School District"
"Vancouver","Prairie High School","Dal Cerro, Michael","""Fellow Travelers""","Print","Woodblock print on paper","12 in x 15 in","1994","Library, Textbook Room, stacks","11311 NE 119th Street","98662","http://www.arts.wa.gov/artwork/?request=record;id=1789;type=101","WSAC1996.291.000","POINT (-122.555151 45.704716)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Marysville","Marysville-Pilchuck High School","Muller, Michael","""The Visit""","Print","Linocut print","30 in x 44 in","1994","Health room","5611 108th Street NE","98271","http://www.arts.wa.gov/artwork/?request=record;id=2470;type=101","WSAC1995.290.000","POINT (-122.155757 48.096251)","Part of Washington's State Art Collection, acquired by ArtsWA and Marysville School District"
"Yakima","Washington Middle School","Ritchie, Connie","""Experience the World Through Your Senses: Sound""","Photograph","Hand-painted gelatin silver print","46 1/2 in x 48 in","1997","Commons, in front of library","510 South 9th St.","98901","http://www.arts.wa.gov/artwork/?request=record;id=3092;type=101","WSAC1996.012.007","POINT (-120.49123 46.597959)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Olympia","Washington State Arts Commission","Peggy Vanbianchi and Emily Standley","""On The Run""","Textile","Fabric, gut, beads, bronzing powders, and metallic yarns","41 1/8 in x 80 in (overall)","1984","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=6060;type=101","WSAC1985.043.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Mount Vernon School District"
"Union Gap","Washington State Patrol - District III Headquarters, Union Gap","Thompson, Cappy","""Tree of Life""","Sculpture","Stained glass and laser cut steel","13 ft 8 in x 8 ft 4 in x 3/16 in (irregular dimensions)","1999","Large east-facing window","2715 Rudkin Rd.","98903","http://www.arts.wa.gov/artwork/?request=record;id=10510;type=101","WSAC1998.010.001","POINT (-120.474558 46.560525)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Patrol"
"Olympia","Washington State Arts Commission","Haroutunian, Dionne","""Folds VII""","Print","Linoleum block print and collagraph print","30 1/2 in x 22 1/2 in (overall)","2000","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=10682;type=101","WSAC2000.085.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Stanwood School District"
"Granite Falls","Monte Cristo Elementary","Green, David","""The Plateau of Emerging Light""","Painting","Acrylic paint and oil on board","3 ft 10 1/2 in x 5 ft 1/8 in","1994","Main hallway","1201 100th St NE","98252","http://www.arts.wa.gov/artwork/?request=record;id=2199;type=101","WSAC1994.152.000","POINT (-121.983286 48.08752)","Part of Washington's State Art Collection, acquired by ArtsWA and Granite Falls School District"
"Lynnwood","Meadowdale Elementary","La Londe, Richard","""Elements""","Sculpture","Fused glass","16 in x 52 in","1999","Office, above desks and cabinets","6505 168th St SW","98037","http://www.arts.wa.gov/artwork/?request=record;id=10757;type=101","WSAC2000.160.000","POINT (-122.3212 47.847651)","Part of Washington's State Art Collection, acquired by ArtsWA and Edmonds School District"
"Lake Stevens","Lake Stevens High School","Cunningham, Dennis","""House in the Bay""","Sculpture","Ceramic (low fire clay)","20 1/2 in x 11 in x 3/8 in (overall)","1980","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","2908 113th Ave NE","98258","http://www.arts.wa.gov/artwork/?request=record;id=5167;type=101","WSAC1982.132.000","POINT (-122.079986 48.022717)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Stevens School District"
"Seattle","University of Washington","Xiong, Gu","""Smile""","Painting","Oil paint and charcoal on canvas","49 in x 15 3/4 ft","2005","Kane Hall (KNE), First Floor Lobby (4069 Spokane Lane, Seattle)","15th Ave. NE, between NE Pacific St. and NE 45th St.","98195","http://www.arts.wa.gov/artwork/?request=record;id=11884;type=101","WSAC2005.023.00A-E","POINT (-122.309421 47.656565)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Airway Heights","Airway Heights Correctional Center","Askman, Tom","""Untitled""","Sculpture","Cast bronze","Nine sculptures, dimensions vary from 7 in to 24 in high, plus bases","1993","Magpie & Dog in courtyard; Marmot in southwest corner of gym; Crow in K&L Courtyard; Coyote in front of H Foyer; Owl in front of K Unit; Hawk in Education courtyard","11919 W. Sprague Avenue","99001","http://www.arts.wa.gov/artwork/?request=record;id=2872;type=101","WSAC1992.160.00A-I","POINT (-117.576033 47.65377)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Issaquah","Endeavour Elementary","Williams, Louise","""Sister and Brother""","Drawing","Pastel on paper","44 7/16 in x 30 1/8 in (sheet)","1998","Main hallway near front office","26205 SE Issaquah Fall City Rd.","98029","http://www.arts.wa.gov/artwork/?request=record;id=3427;type=101","WSAC1998.111.000","POINT (-121.988704 47.570485)","Part of Washington's State Art Collection, acquired by ArtsWA and Issaquah School District"
"Shelton","Pioneer Elementary School","Pete, Hazel","""Storage Basket""","Sculpture","Cattail, bear grass, cedar bark, buckskin","9 in x 11 1/2 in x 10 1/2 in","1974","Display case across from curved wall","110 East Spencer Lake Road","98584","http://www.arts.wa.gov/artwork/?request=record;id=5889;type=101","WSAC1984.205.000","POINT (-123.00081 47.25838)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Wenatchee","Wenatchee Valley College","Graves, Robert","""Orange Facets""","Print","Monotype print","22 1/8 in x 27 1/2 in (sheet)","1994","Music Wing hallway","1300 Fifth St.","98801","http://www.arts.wa.gov/artwork/?request=record;id=2350;type=101","WSAC1995.145.000","POINT (-120.333547 47.430562)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington School District and Wenatchee Valley College"
"Port Angeles","Port Angeles High School","West, Bruce","""Untitled""","Sculpture","Welded and formed stainless steel","36 ft 4 in x 6 ft x 10 in","1985","Courtyard","304 E Park Ave","98362","http://www.arts.wa.gov/artwork/?request=record;id=5677;type=101","WSAC1984.153.000","POINT (-123.440713 48.100707)","Part of Washington's State Art Collection, acquired by ArtsWA and Port Angeles School District"
"Vancouver","Clark College","Robertson, Barbara","""Vanishing Point""","Print","Etching","12 in x 9 in","1981","Pechanec Hall (APH), room #203, IT Breakroom","1933 Fort Vancouver Way","98663","http://www.arts.wa.gov/artwork/?request=record;id=5185;type=101","WSAC1982.116.000","POINT (-122.650577 45.63473)","Part of Washington's State Art Collection, acquired by ArtsWA and Clark College"
"Tacoma","Meeker Middle School","Hubbard, Kathy","""Untitled""","Sculpture","Bronze","22 in x 8 1/2 in x 8 in","1993","Library","4402 Nassau Ave NE","98422","http://www.arts.wa.gov/artwork/?request=record;id=2508;type=101","WSAC1995.338.000","POINT (-122.402049 47.29624)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Mukilteo","Harbour Pointe Middle School","Archibald, Jack","""Speed of Color Thru Heavy Metals""","Painting","Leaded glass","19 in x 36 in","1993","West wing stairs, in window","5000 Harbour Pointe Blvd","98275","http://www.arts.wa.gov/artwork/?request=record;id=2436;type=101","WSAC1995.253.000","POINT (-122.299829 47.902715)","Part of Washington's State Art Collection, acquired by ArtsWA and Mukilteo School District"
"Toledo","Toledo High School","Oliver, Marvin","""Eagle""","Sculpture","Carved and painted wood panel","47 in x 92 3/4 in x 1 1/2 in (overall)","1976","Not on display. At ArtsWA pending end of construction.","1242 SR 505","98591","http://www.arts.wa.gov/artwork/?request=record;id=3682;type=101","WSAC1976.057.000","POINT (-122.84704 46.449419)","Part of Washington's State Art Collection, acquired by ArtsWA and Toledo School District"
"Chehalis","Green Hill School","Edwards, Garth","""Visiting Mural""","Sculpture","Painted aluminum","10 ft 10 in x 12 ft 6 in","2001","Visitor's Center (Building A)","375 SW 11th St","98532","http://www.arts.wa.gov/artwork/?request=record;id=11123;type=101","WSAC1998.117.009","POINT (-122.959657 46.651477)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Social and Health Services"
"Prosser","Prosser High School","Lindenmeyer, Michael","""Seattle Neon""","Drawing","Crayon on paper","24 in x 18 in","1982","Library","1203 Prosser AVE","99350","http://www.arts.wa.gov/artwork/?request=record;id=5549;type=101","WSAC1984.091.000","POINT (-119.765764 46.203546)","Part of Washington's State Art Collection, acquired by ArtsWA and Prosser School District"
"Bellingham","Western Washington University","Wilson, Fred","""A Moth of Peace""","Sculpture","Murano glass, lightbulbs","5 ft 10 in x 5 ft 8 1/2 in x 5 ft 8 1/2 in","2018","Viking Union building, Multicultural Center, suspended","516 High St.","98225","http://www.arts.wa.gov/artwork/?request=record;id=13617;type=101","WSAC2021.003.000","POINT (-122.486165 48.738613)","Part of Washington's State Art Collection, acquired by ArtsWA and Western Washington University"
"Snohomish","Snohomish High School","Scheideman, Jerry","""Colors of the King""","Painting","Egg tempera paint on paper","15 in x 11 in","2000","C building, display case","1316 5th St","98290","http://www.arts.wa.gov/artwork/?request=record;id=10692;type=101","WSAC2000.095.000","POINT (-122.100013 47.918453)","Part of Washington's State Art Collection, acquired by ArtsWA and Snohomish School District"
"Spanaway","Spanaway Lake High School","Beyette, Pam","""Charmed Medallion""","Sculpture","Iron grid, aluminum, copper wire, and acrylic paint","24 in x 6 ft 3/8 in x 4 1/8 in","1991","Main Office, above front desk","1305 168th St E","98387","http://www.arts.wa.gov/artwork/?request=record;id=1936;type=101","WSAC1992.063.000","POINT (-122.413031 47.105442)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington School District and Bethel School District"
"Vancouver","Washington State Patrol - Crime Laboratory Division, Vancouver","Herem, Barry","""Raven""","Sculpture","Steel","60 in x 60 in x 60 in","2006","Exterior entrance","1401 Kauffman Ave.","98660","http://www.arts.wa.gov/artwork/?request=record;id=12015;type=101","WSAC2005.033.003","POINT (-122.680837 45.632149)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Patrol"
"Olympia","Washington State Arts Commission","Stone, Michael","""Untitled (Toy Figures)""","Photograph","Toned and hand-colored photograph","7 3/4 in x 12 in","1978","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=4666;type=101","WSAC1980.020.002","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Tumwater School District"
"Bremerton","Cottonwood Elementary","Tate, Carol","""Untitled""","Textile","Dyed linen and quilting","4 ft x 7 ft","1978","Library, under skylights","330 NE Foster Road","98311","http://www.arts.wa.gov/artwork/?request=record;id=4148;type=101","WSAC1977.061.000","POINT (-122.645809 47.642383)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Kitsap School District"
"Lynnwood","Meadowdale Middle School","Jensen, Steve","""The Viking Journey""","Sculpture","Reclaimed cedar wood","3 ft x 4 ft x 2 in","2012","Hallway, next to library","6500 168th St. SW","98037","http://www.arts.wa.gov/artwork/?request=record;id=12407;type=101","WSAC2012.010.001","POINT (-122.321351 47.84651)","Part of Washington's State Art Collection, acquired by ArtsWA and Edmonds School District"
"Richland","Jefferson Elementary","Gutlove, Michele","""Tributaries""","Sculpture","Handmade glass","12 ft x 15 ft x 24 ft (overall)","2019","Main stairwell","1525 Hunt","99352","http://www.arts.wa.gov/artwork/?request=record;id=13273;type=101","WSAC2018.036.001","POINT (-119.273618 46.293908)","Part of Washington's State Art Collection, acquired by ArtsWA and Richland School District"
"Anacortes","Island View Elementary","Miller, Constance Parker","""Island Dreams""","Painting","Acrylic paint on canvas (hanging or floor cloth)","3 ft x 4 ft 10 in","1994","Main office, waiting area","2601 J avenue","98221","http://www.arts.wa.gov/artwork/?request=record;id=3421;type=101","WSAC1998.105.000","POINT (-122.62154 48.501743)","Part of Washington's State Art Collection, acquired by ArtsWA and Anacortes School District"
"Everson","Everson Elementary","Johnston, Alison","""The Red Room""","Painting","Acrylic paint on paper","30 in x 44 in","1992","Above library entrance","216 Everson Goshen Road","98247","http://www.arts.wa.gov/artwork/?request=record;id=2203;type=101","WSAC1994.156.000","POINT (-122.36045 48.909452)","Part of Washington's State Art Collection, acquired by ArtsWA and Nooksack Valley School District"
"Lacey","Division of Vocational Rehabilitation","Longfish, George","""America: 500 Years, ""I"" is for Indian as ""I"" is for Invisible #2""","Print","Colored pencil, photograph, graphite, stamps, and reflective mylar on board","19 5/8 in x 30 in (sheet)","1992","4th Floor, outside of File Room","4565 7th Avenue SE","98503","http://www.arts.wa.gov/artwork/?request=record;id=3251;type=101","WSAC1993.097.000","POINT (-122.82628 47.041304)","Part of Washington's State Art Collection, acquired by ArtsWA and Secretary of State"
"Colville","Colville High School","Govedare, David","""All Our Relations""","Sculpture","Painted steel","Four parts, 10 ft x 6 ft-8 ft x 18 in each","1995","Terraced hill, by school entrance","154 HIGHWAY 20 E","99114","http://www.arts.wa.gov/artwork/?request=record;id=2574;type=101","WSAC1995.362.00A-D","POINT (-117.877153 48.545314)","Part of Washington's State Art Collection, acquired by ArtsWA and Colville School District"
"Tacoma","Lister Elementary School","Steinfeld, Ellen","""Green Vase""","Painting","Oil based ink and paint on Japanese paper","26 in x 20 in","2002","Library","2106 E 44th St","984044645","http://www.arts.wa.gov/artwork/?request=record;id=11497;type=101","WSAC2002.265.000","POINT (-122.399842 47.216048)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Renton","Northwood Middle School","Surmon, Angelita","""Pinning Thoughts to a Target""","Painting","Acrylic paint paint on handmade paper","49 in x 23 in","1998","Faculty Lounge","17007 SE 184th St","98058","http://www.arts.wa.gov/artwork/?request=record;id=3988;type=101","WSAC1998.188.000","POINT (-122.114433 47.436688)","Part of Washington's State Art Collection, acquired by ArtsWA and Kent School District"
"Vancouver","Evergreen High School","Goldbloom, Brian","""Water Skipper with Flotsam""","Sculpture","Granite and painted stainless steel","33 in x 23 ft 5 in x 10 ft 10 in","2010","Phares Plaza","14300 NE 18th St.","98684","http://www.arts.wa.gov/artwork/?request=record;id=12188;type=101","WSAC2009.017.000","POINT (-122.526866 45.636616)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Seattle","South Seattle College","Schlough, William","""Oil Bloom""","Sculpture","Reconditioned oil drums and baked enamel paint","8 ft 9 in x 23 ft","2022","Automotive Technology Building, lobby","6000 16th Ave. SW","98106","http://www.arts.wa.gov/artwork/?request=record;id=13627;type=101","WSAC2020.006.000","POINT (-122.352889 47.54926)","Part of Washington's State Art Collection, acquired by ArtsWA and South Seattle College"
"Rochester","Rochester Elementary School","Connell, Robert","""Small Grove of Trees""","Painting","Sumi ink and gouache paint on paper","22 in x 30 in","2000","First grade (red) wing","7440 James Road SW","98579","http://www.arts.wa.gov/artwork/?request=record;id=11376;type=101","WSAC2002.155.000","POINT (-123.042252 46.794837)","Part of Washington's State Art Collection, acquired by ArtsWA and Rochester School District"
