"_9298","_2019_20","state","_103300","washington_state","multiple","northwest_educational_service","_100009","_31016","arlington_school_district","_100014","_4327","eagle_creek_elementary","_102568","p","latitude","longitude","physicaladdress","mailingaddress","_2","two_way","_243","spanish","_80_20","kindergarten","_3","https_eaglecreek_asd_wednet","_1","districtcountdlschools","districtcountdlprograms","_2020_09_22_09_07_19_770"
"9554","2019-20","State","103300","Washington State","Multiple","North Central Educational Service District 171","100008","4246","Wenatchee School District","100290","4432","Foothills Middle School","100470","P","47.443134","-120.336028","1410 MAPLE ST, WENATCHEE, Washington, 98801-0000","1410 MAPLE ST, WENATCHEE, Washington, 98801-0000","2","Two-way","243","Spanish","50-50","6","8","http://www.wenatcheeschools.org/fms/","1","2","2","1/27/2021"
"9555","2019-20","State","103300","Washington State","Multiple","North Central Educational Service District 171","100008","4246","Wenatchee School District","100290","2279","Lewis And Clark Elementary Sch","100460","P","47.438337","-120.33063","1130 PRINCETON, WENATCHEE, Washington, 98801-0000","1130 PRINCETON, WENATCHEE, Washington, 98801-0000","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.wenatcheeschools.org/lc/Dual-Language-Information.cfm","1","2","2","1/27/2021"
"9556","2019-20","State","103300","Washington State","Multiple","Educational Service District 112","100003","8404","Woodland School District","100302","5407","Woodland Primary School (Closed after 2018-2019 school year)","105911","P","NULL","NULL","NULL","NULL","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.woodlandschools.org/o/columbia-elementary-school/page/about-dual-language","1","1","1","1/27/2021"
"9557","2019-20","District","100010","Aberdeen School District","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9558","2019-20","District","100011","Adna School District","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9559","2019-20","District","100012","Almira School District","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9560","2019-20","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9561","2019-20","District","100014","Arlington School District","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4327","Eagle Creek Elementary","102568","P","48.194062","-122.112337","1216 E 5th, Arlington, Washington, 98223-1119","1216 E 5th, Arlington, Washington, 98223-1119","2","Two-way","243","Spanish","80-20","Kindergarten","3","https://eaglecreek.asd.wednet.edu/","1","1","1","1/27/2021"
"9562","2019-20","District","106185","Ashe Preparatory Academy","King","Washington State Charter School Commission","105798","17915","Ashe Preparatory Academy","106185","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9563","2019-20","District","100015","Asotin-Anatone School District","Asotin","Educational Service District 123","100007","2420","Asotin-Anatone School District","100015","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9564","2019-20","District","100016","Auburn School District","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9565","2019-20","District","100017","Bainbridge Island School District","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
