"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"336","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","96","0.970","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"337","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","27","0.273","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"338","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","9","0.091","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"339","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","1600","0.06188","16.16162","0.06188","16.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"340","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","4","0.040","4.666","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"341","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","10","0.101","8.340","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"342","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","Other","Other","37","0.374","26.005","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"343","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","88","0.889","103.595","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"344","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","9","0.091","7.045","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"345","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","1","0.010","1","2022-03-06T13:16:14.820"
"346","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","3","0.030","1","2022-03-06T13:16:14.820"
"347","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","1","0.010","1","2022-03-06T13:16:14.820"
"348","2017-2018","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","04222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","99","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","23","0.232","1","2022-03-06T13:16:14.820"
"349","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","5","0.065","1","2022-03-06T13:16:14.820"
"350","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","5","0.065","1","2022-03-06T13:16:14.820"
"351","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","12","0.156","1","2022-03-06T13:16:14.820"
"352","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","1","0.013","1","2022-03-06T13:16:14.820"
"353","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","12","0.156","1","2022-03-06T13:16:14.820"
"354","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","1326","0.05807","17.22078","0.05807","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"355","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","Other","Other","57","0.740","10.884","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"356","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","72","0.935","92.296","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"357","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","12","0.156","10.401","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"358","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","8","0.104","13.408","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1034","2017-2018","District","100094","Goldendale School District","Klickitat","Educational Service District 105","100002","20404","Goldendale School District","100094","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","Other","Other","51","0.810","12.348","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"359","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","2","0.026","0.585","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"360","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","68","0.883","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"361","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","27","0.351","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"362","2017-2018","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","08401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","1","0.013","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"363","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","5","0.833","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"364","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","1","0.167","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"365","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","5","0.833","3.500","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"366","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","NULL","Other","Other","1","0.167","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"367","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","93","0.06452","15.50000","0.06452","12.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"368","2017-2018","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","1","0.167","1","2022-03-06T13:16:14.820"
"369","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","24","0.037","1","2022-03-06T13:16:14.820"
"370","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","11","0.017","1","2022-03-06T13:16:14.820"
"371","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","4","0.006","1","2022-03-06T13:16:14.820"
"372","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","108","0.166","1","2022-03-06T13:16:14.820"
"373","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","11300","0.05743","17.41140","0.05743","19.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"374","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","544","0.838","806.726","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"375","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","71","0.109","90.120","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"376","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","77","0.119","143.723","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"377","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","5","0.008","2.189","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"378","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","Other","Other","240","0.370","36.262","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"379","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","19","0.029","15.441","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"380","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","616","0.949","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"381","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","136","0.210","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"382","2017-2018","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","649","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","62","0.096","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"383","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","821","0.970","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"384","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","178","0.210","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"385","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","76","0.090","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"386","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","13858","0.06105","16.38061","0.06105","19.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"387","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","111","0.131","189.243","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"388","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","2","0.002","3.500","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"389","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","21","0.025","2.952","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"390","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","721","0.852","899.858","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"391","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","45","0.053","77.876","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"392","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","Other","Other","206","0.243","127.754","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"393","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","2","0.002","1","2022-03-06T13:16:14.820"
"394","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","11","0.013","1","2022-03-06T13:16:14.820"
"395","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","8","0.009","1","2022-03-06T13:16:14.820"
"396","2017-2018","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","846","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","164","0.194","1","2022-03-06T13:16:14.820"
"397","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","3","0.014","1","2022-03-06T13:16:14.820"
"398","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","5","0.023","1","2022-03-06T13:16:14.820"
"399","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Certificate","2","0.009","1","2022-03-06T13:16:14.820"
"400","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","11","0.050","1","2022-03-06T13:16:14.820"
"401","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","38","0.174","1","2022-03-06T13:16:14.820"
"402","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","191","0.876","213.201","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"403","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","19","0.087","22.624","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"404","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","3","0.014","1.785","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"405","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","Other","Other","136","0.624","39.879","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"406","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","26","0.119","35.505","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"407","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","3586","0.06079","16.44954","0.06079","15.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"408","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","199","0.913","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"409","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","56","0.257","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"410","2017-2018","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","218","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","23","0.106","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"411","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","174","0.935","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"412","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","38","0.204","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"413","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","14","0.075","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"414","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","3035","0.06129","16.31720","0.06129","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"415","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","139","0.747","201.166","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"416","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","1","0.005","0.000","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"417","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","14","0.075","15.199","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"418","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","20","0.108","32.465","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
