"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4120","Lake View Elementary School","101427","P","5th Grade","69","34","0","35","1","1","2","24","0","6","35","9","0","3","1","41","0","3","3","1","3","60","69","66","68","28","69","66","66","68","66","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4120","Lake View Elementary School","101427","P","AllGrades","428","198","0","230","4","18","9","119","4","33","241","77","0","12","2","189","0","10","12","6","73","351","428","416","426","239","428","418","416","422","355","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4120","Lake View Elementary School","101427","P","Kindergarten","51","28","0","23","1","0","2","10","1","5","32","11","0","0","0","22","0","1","3","1","12","40","51","51","51","29","51","50","48","50","39","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4120","Lake View Elementary School","101427","P","Pre-Kindergarten","24","7","0","17","0","0","0","4","0","5","15","0","0","0","0","4","0","2","0","0","10","24","24","24","24","20","24","22","24","24","14","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","1st Grade","71","37","0","34","1","7","9","17","3","11","23","16","0","0","0","25","0","3","4","1","13","55","71","71","71","46","71","68","67","70","58","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","2nd Grade","96","48","0","48","2","20","7","23","1","12","31","29","0","4","0","38","0","1","1","0","14","67","96","92","96","58","96","95","95","96","82","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","3rd Grade","86","47","0","39","1","15","7","16","1","10","36","10","0","5","0","26","0","3","3","1","7","76","86","81","86","60","86","83","83","85","79","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","4th Grade","92","44","0","48","0","9","12","27","1","11","32","18","0","1","0","34","0","2","3","3","14","74","92","91","92","58","92","90","89","89","78","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","5th Grade","79","32","0","47","3","16","9","12","1","7","31","5","0","4","1","34","0","1","0","2","10","74","79","75","78","45","79","78","79","77","69","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","AllGrades","537","263","0","274","8","87","55","121","9","67","190","103","0","14","1","192","0","12","13","8","74","434","537","523","536","345","537","525","524","529","463","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","Kindergarten","99","49","0","50","1","18","8","22","1","15","34","25","0","0","0","31","0","1","1","1","10","74","99","99","99","68","99","98","98","98","89","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5051","Lakeland Hills Elementary","104203","P","Pre-Kindergarten","14","6","0","8","0","2","3","4","1","1","3","0","0","0","0","4","0","1","1","0","6","14","14","14","14","10","14","13","13","14","8","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","1st Grade","101","44","0","57","1","24","18","18","4","10","26","37","0","4","0","68","0","3","14","0","6","64","100","97","101","33","101","98","87","101","95","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","2nd Grade","86","44","0","42","1","17","14","14","3","12","25","36","0","1","0","62","0","1","7","0","9","50","85","85","86","24","86","85","79","86","77","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","3rd Grade","83","43","0","40","0","14","19","14","4","7","25","31","0","1","0","63","0","0","3","0","10","52","83","82","83","20","83","83","80","83","73","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","4th Grade","104","53","0","51","1","16","12","20","6","18","31","40","0","1","0","76","0","0","4","0","14","64","103","103","104","28","104","104","100","104","90","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","5th Grade","105","49","0","56","1","18","20","18","9","11","28","33","0","0","1","82","0","3","5","4","16","72","105","105","104","23","105","102","100","101","89","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","AllGrades","609","300","0","309","4","112","114","108","30","76","165","206","0","7","1","453","0","8","39","4","62","403","606","602","608","156","609","601","570","605","547","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","Kindergarten","97","49","0","48","0","18","21","20","3","12","23","29","0","0","0","69","0","1","3","0","2","68","97","97","97","28","97","96","94","97","95","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3525","Lea Hill Elementary School","101422","P","Pre-Kindergarten","33","18","0","15","0","5","10","4","1","6","7","0","0","0","0","33","0","0","3","0","5","33","33","33","33","0","33","33","30","33","28","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4462","Mt Baker Middle School","101431","P","6th Grade","293","155","0","138","4","38","19","104","15","32","81","50","0","24","0","156","0","4","10","4","30","243","291","269","293","137","293","289","283","289","263","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4462","Mt Baker Middle School","101431","P","7th Grade","340","170","0","170","1","37","28","125","19","25","105","65","0","23","2","191","0","3","10","9","26","275","339","317","338","149","340","337","330","331","314","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4462","Mt Baker Middle School","101431","P","8th Grade","307","147","0","160","2","36","15","103","20","31","100","62","0","25","3","161","0","2","21","5","19","245","306","282","304","146","307","305","286","302","288","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4462","Mt Baker Middle School","101431","P","AllGrades","940","472","0","468","7","111","62","332","54","88","286","177","0","72","5","508","0","9","41","18","75","763","936","868","935","432","940","931","899","922","865","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3169","Olympic Middle School","101419","P","6th Grade","286","118","0","168","9","15","18","128","19","30","67","67","0","6","1","211","2","2","13","7","44","219","285","280","285","75","284","284","273","279","242","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3169","Olympic Middle School","101419","P","7th Grade","296","148","0","148","7","17","20","145","15","33","59","64","0","8","0","218","0","2","14","1","28","232","296","288","296","78","296","294","282","295","268","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3169","Olympic Middle School","101419","P","8th Grade","320","165","0","155","18","25","11","151","19","27","69","64","0","3","4","228","1","2","21","6","28","256","317","317","316","92","319","318","299","314","292","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3169","Olympic Middle School","101419","P","AllGrades","902","431","0","471","34","57","49","424","53","90","195","195","0","17","5","657","3","6","48","14","100","707","898","885","897","245","899","896","854","888","802","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3227","Pioneer Elementary School","101420","P","1st Grade","70","34","0","36","0","1","4","44","6","5","10","37","0","0","0","48","0","0","3","0","10","33","69","70","70","22","70","70","67","70","60","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3227","Pioneer Elementary School","101420","P","2nd Grade","80","46","0","34","1","2","6","53","5","10","3","39","0","1","1","62","0","0","2","0","9","41","78","79","79","18","80","80","78","80","71","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3227","Pioneer Elementary School","101420","P","3rd Grade","75","41","0","34","1","9","0","36","6","9","14","37","0","2","1","56","0","2","7","0","6","38","74","73","74","19","75","73","68","75","69","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3227","Pioneer Elementary School","101420","P","4th Grade","90","39","0","51","0","7","1","50","7","12","13","36","0","0","0","74","0","2","1","1","5","54","89","90","90","16","90","88","89","89","85","2022-04-22T00:00:00.000"
