"school_year","school_name","city","public_private","public_school_district","enrollment","reported","calculated_all_pbe_count","calculated_all_pbe_percent","hc_practitioner_counseled_pbe_count","hc_practitioner_counseled_pbe_percent","pre_jan_pbe_count","pre_jan_pbe_percent","personal_beliefs_exemption_count","personal_beliefs_exemption_percent","religious_pbe_count","religious_pbe_percent","conditional_count","conditional_percent","dtp_count","dtp_percent","hepb_count","hepb_percent","mmr_count","mmr_percent","polio_count","polio_percent","permanent_medical_exemption_count","permanent_medical_exemption_percent","up_to_date_count","up_to_date_percent","vari_count","vari_percent","overdue_count","overdue_percent","others_count","others_percent","location","latitude","longitude","school_code","unique_id"
"2013-2014","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","45","Y","0","0",,,,,,,,,"8","17.78",,,,,,,,,,,"37","82.22",,,,,,,"
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","121517_2013-2014"
"2018-2019","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"22","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2018-2019"
"2017-2018","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"27","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2017-2018"
"2016-2017","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"18","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2016-2017"
"2015-2016","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"19","Y","0","0","0","0",,,"0","0","0","0","0","0","19","100","19","100","19","100","19","100","0","0","19","100","19","100","0","0",,,"
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2015-2016"
"2014-2015","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"19","Y","0","0","0","0","0","0","0","0","0","0","0","0","19","100","19","100","19","100","19","100","0","0","19","100","19","100",,,,,"
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2014-2015"
"2013-2014","ST. ANSELM SCHOOL","SAN ANSELMO","PRIVATE",,"24","Y","2","8.33","0","0","0","0","2","8.33","0","0","0","0","22","91.67","22","91.67","22","91.67","22","91.67","0","0","22","91.67","22","91.67",,,,,"
,  
(37.9704045, -122.5630898)","37.9704045","-122.5630898","6974398","6974398_2013-2014"
"2015-2016","ST. ISABELLA","SAN RAFAEL","PRIVATE",,"18","Y","0","0","0","0",,,"0","0","0","0","0","0","18","100","18","100","18","100","18","100","0","0","18","100","18","100","0","0",,,"
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2015-2016"
"2014-2015","ST. ISABELLA","SAN RAFAEL","PRIVATE",,"16","Y","0","0","0","0","0","0","0","0","0","0","0","0","16","100","16","100","16","100","16","100","0","0","16","100","16","100",,,,,"
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2014-2015"
"2013-2014","ST. ISABELLA","SAN RAFAEL","PRIVATE",,"19","Y","0","0","0","0","0","0","0","0","0","0","4","21.05","19","100","17","89.47","16","84.21","17","89.47","0","0","15","78.95","18","94.74",,,,,"
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2013-2014"
"2018-2019","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2018-2019"
"2017-2018","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"21","Y",,,,,,,,,,,"0","0",,"95","19","90",,"95",,"95","0","0","19","90",,"95",,,"0","0","
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2017-2018"
"2016-2017","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"21","Y","0","0",,,,,"0","0",,,"0","0",,,"19","91",,,,,"0","0","19","91",,,"2","10","0","0","
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2016-2017"
"2015-2016","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"25","Y","0","0","0","0",,,"0","0","0","0","0","0","23","92","23","92","23","92","23","92","2","8","23","92","23","92","0","0",,,"
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2015-2016"
"2014-2015","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"26","Y","0","0","0","0","0","0","0","0","0","0","0","0","25","96.15","25","96.15","25","96.15","25","96.15","1","3.85","25","96.15","25","96.15",,,,,"
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2014-2015"
"2013-2014","ST. PATRICK SCHOOL","LARKSPUR","PRIVATE",,"27","Y","0","0","0","0","0","0","0","0","0","0","5","18.52","26","96.3","24","88.89","26","96.3","24","88.89","0","0","22","81.48","27","100",,,,,"
,  
(37.9346799, -122.5366233)","37.9346799","-122.5366233","6970727","6970727_2013-2014"
"2018-2019","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","83","Y",,,,,,,,,,,"3","4",,"98",,"98","80","96",,"98","2","2","78","94",,"98",,,,,"
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2018-2019"
"2017-2018","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","71","Y",,,,,,,,,,,"1","1","69","97",,"98",,"98","69","97","2","3","68","96",,"98",,,"0","0","
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2017-2018"
"2016-2017","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","61","Y","0","0",,,,,"0","0",,,"1","2",,,"59","97","59","97",,,"2","3","58","95",,,"0","0","0","0","
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2016-2017"
"2015-2016","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","81","Y","4","4.94","4","4.94",,,"4","4.94","0","0","1","1.23","77","95.06","76","93.83","77","95.06","77","95.06","0","0","76","93.83","77","95.06","0","0",,,"
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2015-2016"
"2014-2015","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","63","Y","6","9.53","4","6.35","1","1.59","5","7.94","0","0","0","0","58","92.06","58","92.06","58","92.06","58","92.06","0","0","58","92.06","58","92.06",,,,,"
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2014-2015"
"2013-2014","STRAWBERRY POINT ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","66","Y","2","3.03","0","0","0","0","2","3.03","0","0","2","3.03","63","95.45","61","92.42","62","93.94","62","93.94","1","1.52","61","92.42","63","95.45",,,,,"
,  
(37.8967281, -122.504388)","37.8967281","-122.504388","6024467","6024467_2013-2014"
"2014-2015","ST. RITA SCHOOL","FAIRFAX","PRIVATE",,"10","Y","0","0","0","0","0","0","0","0","0","0","0","0","10","100","10","100","10","100","10","100","0","0","10","100","10","100",,,,,"
,  
(37.9905701, -122.5913655)","37.9905701","-122.5913655","6974422","6974422_2014-2015"
"2018-2019","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","95","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,,"
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2018-2019"
"2017-2018","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","90","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,"2","
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2017-2018"
"2016-2017","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","88","Y","1","1",,,,,"1","1",,,"2","2",,,,,,,,,"0","0","85","97",,,"0","0","0","0","
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2016-2017"
"2015-2016","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","89","Y","4","4.49","4","4.49",,,"4","4.49","0","0","11","12.36","79","88.76","80","89.89","79","88.76","79","88.76","0","0","74","83.15","84","94.38","0","0",,,"
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2015-2016"
"2014-2015","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","89","Y","0","0","0","0","0","0","0","0","0","0","38","42.7","60","67.42","72","80.9","72","80.9","70","78.65","0","0","51","57.3","80","89.89",,,,,"
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2014-2015"
"2013-2014","SUN VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","86","Y","2","2.33","0","0","0","0","2","2.33","0","0","33","38.37","63","73.26","69","80.23","64","74.42","65","75.58","0","0","51","59.3","74","86.05",,,,,"
,  
(37.984977, -122.550963)","37.984977","-122.550963","6024863","6024863_2013-2014"
"2018-2019","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","64","Y",,,,,,,,,,,"0","0","61","95","61","95","61","95","61","95","3","5","61","95","62","97",,,,,"
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2018-2019"
"2017-2018","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","85","Y",,,,,,,,,,,"0","0","81","95","81","95","80","94","81","95","5","6","80","94","82","96",,,"0","0","
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2017-2018"
"2016-2017","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","75","Y","1","1",,,,,"1","1",,,"1","1","70","93","69","92","69","92","70","93","6","8","67","89","70","93","0","0","0","0","
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2016-2017"
"2015-2016","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","78","Y","7","8.97","7","8.97",,,"7","8.97","0","0","0","0","71","91.03","71","91.03","71","91.03","71","91.03","0","0","71","91.03","71","91.03","0","0",,,"
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2015-2016"
"2014-2015","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","84","Y","6","7.14","4","4.76","1","1.19","5","5.95","0","0","5","5.95","79","94.05","76","90.48","78","92.86","77","91.67","0","0","74","88.1","78","92.86",,,,,"
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2014-2015"
"2013-2014","TAMALPAIS VALLEY ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","80","Y","8","10","0","0","0","0","8","10","0","0","1","1.25","72","90","71","88.75","72","90","72","90","0","0","71","88.75","72","90",,,,,"
,  
(37.8743164, -122.5276392)","37.8743164","-122.5276392","6024475","6024475_2013-2014"
"2018-2019","THE NEW VILLAGE SCHOOL","SAUSALITO","PRIVATE",,"24","Y",,,,,,,,,,,"2","8","18","75","16","67","18","75","16","67","6","25","16","67","17","71",,,,,"
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2018-2019"
"2017-2018","THE NEW VILLAGE SCHOOL","SAUSALITO","PRIVATE",,"21","Y",,,,,,,,,,,"0","0","13","62","13","62","13","62","13","62","8","38","13","62","13","62",,,"0","0","
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2017-2018"
"2016-2017","THE NEW VILLAGE SCHOOL","SAUSALITO","PRIVATE",,"13","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2016-2017"
"2018-2019","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2018-2019"
"2017-2018","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","14","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2017-2018"
"2016-2017","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","21","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2016-2017"
"2015-2016","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","18","Y","0","0","0","0",,,"0","0","0","0","0","0","18","100","18","100","18","100","18","100","0","0","18","100","18","100","0","0",,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2015-2016"
"2014-2015","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","17","Y","0","0","0","0","0","0","0","0","0","0","1","5.88","17","100","17","100","16","94.12","17","100","0","0","16","94.12","16","94.12",,,,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2014-2015"
"2013-2014","TOMALES ELEMENTARY","TOMALES","PUBLIC","SHORELINE UNIFIED","19","Y","0","0","0","0","0","0","0","0","0","0","0","0","19","100","19","100","19","100","19","100","0","0","19","100","19","100",,,,,"
,  
(38.2454429, -122.9018739)","38.2454429","-122.9018739","6024921","6024921_2013-2014"
"2016-2017","UNION ELEMENTARY","PETALUMA","PUBLIC","UNION JOINT ELEMENTARY","1","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.2446031, -122.6856965)","38.2446031","-122.6856965","6024939","6024939_2016-2017"
"2018-2019","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","94","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,,"
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2018-2019"
"2017-2018","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","92","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,"2","
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2017-2018"
"2016-2017","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","87","Y","3","3",,,,,"3","3",,,"1","1","83","95","84","97",,,,,"1","1","82","94",,,"0","0","0","0","
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2016-2017"
"2015-2016","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","74","Y","5","6.76","5","6.76",,,"5","6.76","0","0","3","4.05","69","93.24","67","90.54","67","90.54","69","93.24","0","0","66","89.19","68","91.89","0","0",,,"
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2015-2016"
"2014-2015","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","92","Y","3","3.26","3","3.26","0","0","3","3.26","0","0","0","0","89","96.74","89","96.74","89","96.74","89","96.74","0","0","89","96.74","89","96.74",,,,,"
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2014-2015"
"2013-2014","VALLECITO ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","92","Y","5","5.43","0","0","0","0","5","5.43","0","0","2","2.17","87","94.57","85","92.39","87","94.57","87","94.57","0","0","85","92.39","87","94.57",,,,,"
,  
(38.0063303, -122.5515014)","38.0063303","-122.5515014","6024244","6024244_2013-2014"
"2015-2016","VENETIA VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","94","Y","0","0","0","0",,,"0","0","0","0","18","19.15","77","81.91","92","97.87","84","89.36","82","87.23","0","0","76","80.85","92","97.87","0","0",,,"
,  
(38.0008925, -122.5243242)","38.0008925","-122.5243242","6024772","6024772_2015-2016"
"2014-2015","VENETIA VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","107","Y","1","0.93","1","0.93","0","0","1","0.93","0","0","31","28.97","79","73.83","99","92.52","84","78.5","87","81.31","0","0","75","70.09","100","93.46",,,,,"
,  
(38.0073881, -122.5210915)","38.0073881","-122.5210915","6024772","6024772_2014-2015"
"2013-2014","VENETIA VALLEY ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","73","Y","0","0","0","0","0","0","0","0","0","0","23","31.51","53","72.6","61","83.56","56","76.71","59","80.82","0","0","50","68.49","64","87.67",,,,,"
,  
(38.0073881, -122.5210915)","38.0073881","-122.5210915","6024772","6024772_2013-2014"
"2018-2019","VENETIA VALLEY K8","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","101","Y",,,,,,,,,,,"1","1","99","98","99","98","99","98","98","97","2","2","98","97",,"99",,,,,"
,  
(38.0008925, -122.5243242)","38.0008925","-122.5243242","6024772","6024772_2018-2019"
"2017-2018","VENETIA VALLEY K-8","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","108","Y",,,,,,,,,,,"1","1",,"99",,"99",,"99",,"99","1","1","106","98",,"99",,,"0","0","
,  
(38.0008925, -122.5243242)","38.0008925","-122.5243242","6024772","6024772_2017-2018"
"2016-2017","VENETIA VALLEY K-8","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","100","Y","0","0",,,,,"0","0",,,"2","2",,,,,,,,,"0","0","98","98",,,"0","0","0","0","
,  
(38.0073881, -122.5210915)","38.0073881","-122.5210915","6024772","6024772_2016-2017"
"2018-2019","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","48","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2018-2019"
"2017-2018","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","67","Y",,,,,,,,,,,"1","1",,"98",,"98","65","97",,"98","1","1","65","97",,"98",,,"0","0","
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2017-2018"
"2016-2017","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","61","Y","0","0",,,,,"0","0",,,"3","5","57","93","56","92","57","93","56","92","3","5","55","90","58","95","0","0","0","0","
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2016-2017"
"2015-2016","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","62","Y","4","6.45","4","6.45",,,"4","6.45","0","0","2","3.23","58","93.55","56","90.32","58","93.55","58","93.55","0","0","56","90.32","58","93.55","0","0",,,"
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2015-2016"
"2014-2015","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","67","Y","7","10.45","7","10.45","0","0","7","10.45","0","0","2","2.99","60","89.55","59","88.06","60","89.55","59","88.06","0","0","58","86.57","60","89.55",,,,,"
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2014-2015"
"2013-2014","WADE THOMAS ELEMENTARY","SAN ANSELMO","PUBLIC","ROSS VALLEY ELEMENTARY","96","Y","16","16.67","0","0","0","0","16","16.67","0","0","6","6.25","78","81.25","78","81.25","78","81.25","78","81.25","0","0","74","77.08","80","83.33",,,,,"
,  
(37.9714565, -122.5672558)","37.9714565","-122.5672558","6024731","6024731_2013-2014"
"2018-2019","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","41","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2018-2019"
"2017-2018","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","37","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2017-2018"
"2016-2017","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","44","Y","0","0",,,,,"0","0",,,"0","0",,,"41","93",,,,,"0","0","40","91",,,"4","9","0","0","
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2016-2017"
"2015-2016","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","39","Y","0","0","0","0",,,"0","0","0","0","1","2.56","39","100","38","97.44","39","100","39","100","0","0","38","97.44","39","100","0","0",,,"
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2015-2016"
"2014-2015","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","40","Y","3","7.5","3","7.5","0","0","3","7.5","0","0","4","10","33","82.5","35","87.5","34","85","34","85","0","0","33","82.5","37","92.5",,,,,"
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2014-2015"
"2013-2014","WILLOW CREEK ACADEMY","SAUSALITO","PUBLIC","SAUSALITO MARIN CITY","48","Y","1","2.08","0","0","0","0","1","2.08","0","0","12","25","44","91.67","45","93.75","42","87.5","42","87.5","0","0","35","72.92","42","87.5",,,,,"
,  
(37.86343, -122.50284)","37.86343","-122.50284","6118491","6118491_2013-2014"
"2016-2017","WOMEN HELPING ALL PEOPLE SCHOLASTIC ACADEMY","MARIN CITY","PRIVATE",,"2","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8676688, -122.5101305)","37.8676688","-122.5101305","7101843","7101843_2016-2017"
