"defendant_identifier","number_text_notifications","court_date_time","crime_type","age_range","gender","ethnicity","message_type","defendant_appeared","unique_id"
"51962","1","2022-06-15T13:30:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","51962_06152213"
"108011","1","2022-06-15T09:30:00.000","Misdemeanor","45 to 54","M","White","Order To Appear","Appeared","108011_0615229"
"112117","1","2022-06-15T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","112117_0615229"
"112650","1","2022-06-15T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","112650_0615229"
"104322","1","2022-06-15T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","104322_0615229"
"106565","1","2022-06-15T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","106565_0615229"
"113198","1","2022-06-15T09:00:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","113198_0615229"
"110243","1","2022-06-15T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","110243_0615229"
"107314","1","2022-06-15T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","107314_0615229"
"19151","1","2022-06-15T09:00:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","19151_0615229"
"99373","1","2022-06-15T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","99373_0615229"
"109586","1","2022-06-15T07:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","109586_0615227"
"83887","2","2022-06-14T13:30:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","83887_06142213"
"2403","2","2022-06-14T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","2403_06142213"
"94273","2","2022-06-14T13:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","94273_06142213"
"94770","2","2022-06-14T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","94770_0614229"
"112327","2","2022-06-14T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","112327_0614229"
"111089","2","2022-06-14T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","111089_0614229"
"112461","2","2022-06-14T09:30:00.000","Misdemeanor","25 to 34","F","White","Regular","Appeared","112461_0614229"
"111800","2","2022-06-14T09:30:00.000","Misdemeanor","35 to 44","F",,"Regular","Appeared","111800_0614229"
"112604","2","2022-06-14T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","112604_0614229"
"108873","2","2022-06-14T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","108873_0614229"
"40979","2","2022-06-14T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","40979_0614229"
"110092","2","2022-06-14T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","110092_0614229"
"111670","2","2022-06-14T09:00:00.000","Felony","55 to 64","F",,"Order To Appear","Appeared","111670_0614229"
"86016","2","2022-06-14T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","86016_0614229"
"113057","2","2022-06-14T09:00:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","113057_0614229"
"78143","1","2022-06-13T15:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","78143_06132215"
"90261","1","2022-06-13T15:30:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","90261_06132215"
"27370","1","2022-06-13T15:30:00.000","Felony","55 to 64","M","White","Regular","Appeared","27370_06132215"
"88268","2","2022-06-13T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","88268_06132213"
