"q908whatistherespondents","q907whatistheparticipants","q913consentformiamnowgo","q947imgoingtoreadyoual","q951imgoingtoreadyoual","q1183_1governmentcensusdata","q1183_2lineministrydata","q1183_3budgettransparencypo","q1183_4centralbankdata","q1183_5demographichealthsur","q1183_6worldbankworlddev","q1183_7aidtransparencyporta","q1183_8informationonaidact","q1183_9monitoringandevaluat","q1183_10peerreviewedacademi","q1183_11projectevaluationre","q1183_12developmentpolicypu","q1184_1governmentcensusdata","q1184_2lineministrydata","q1184_3budgettransparencypo","q1184_4centralbankdata","q1184_5demographichealthsur","q1184_6worldbankworlddev","q1184_7aidtransparencyporta","q1184_8informationonaidact","q1184_9monitoringandevaluat","q1184_10peerreviewedacademi","q1184_11projectevaluationre","q1184_12developmentpolicypu","q953whydoyouchoosethegov","q956whydoyouchoosethelin","q959whydoyouchoosethebud","q962whydoyouchoosethecen","q965whydoyouchoosethedem","q968whydoyouchoosethewor","q971whydoyouchoosetheaid","q1027howoftendoyouusethe","q1026howusefulistheatpfo","q980whydoyouchoosetheinf","q983whydoyouchoosemonitor","q986whydoyouchoosethepee","q989whydoyouchoosethepro","q992whydoyouchoosethedev","q995whydoyouchoosetheqi","q997whywouldyounotusethe","q998whywouldyounotusethe","q999whywouldyounotusethe","q1000whywouldyounotuseth","q1001whywouldyounotuseth","q1002whywouldyounotuseth","q1003whywouldyounotuseth","q1006whywouldyounotuse","q1007whywouldyounotuseth","q1010whywouldyounotuseth","q1011whywouldyounotuseth","q1012whywouldyounotuseth","q1014doyouuseinformationo","q1015ifyeshowoften","q1016imgoingtoreadyoua","q1017_1iati","q1017_2oecd","q1017_3aidtransparencyporta","q1017_4easttimoractionnetw","q1017_5belundatabase","q1017_6workinggroups","q1017_7inpersonconsultation","q1017_8directinformationreq","q1017_9askingacolleague","q1017_10wordofmouth","q1018howdoyouusethisinfo","q1019doyoufrequentlyusean","q1020_1rawdataonprojectfu","q1020_2rawdataonprojectlo","q1020_3rawdataonprojectlo","q1020_4qualitativeinformatio","q1020_5maps","q1020_6projectreportsandpu","q1020_7aggregatestatisticso","q1020_8aggregatestatisticso","q1020_9qid1019choicetextent","q1022haveyoupreviouslyrece","q1043doyouworkdirectlywit","q1044whendidyoulastworkw","q1045howoftendoyoutalkto","q1046whenwereyoulastina","q1052haveyoueverreceivedd","q1054whendidyoureceivethi","q1055howusefulwasthisdata","q1057haveyouevershareddat","q1058whatkindofdataorana","q1059whendidyousharethis","q1060haveyoueverprovidedf","q1062onascalefromveryli","q1065whatistherelationship","q1066doyoutalktothispers","q1067howoftendoyoutalkto","q2227doyouworkdirectlywit","q2228whendidyoulastworkw","q2229howoftendoyoutalkto","q2230whenwereyoulastina","q2231haveyoueverreceivedd","q2233whendidyoureceivethi","q2234howusefulwasthisdata","q2235haveyouevershareddat","q2237whendidyousharethis","q2238haveyoueverprovidedf","q2239onascalefromveryli","q2240whatistherelationship","q2241doyoutalktothispers","q2242howoftendoyoutalkto","q2245doyouworkdirectlywit","q2246whendidyoulastworkw","q2247howoftendoyoutalkto","q2248whenwereyoulastina","q2249haveyoueverreceivedd","q2251whendidyoureceivethi","q2252howusefulwasthisdata","q2253haveyouevershareddat","q2255whendidyousharethis","q2256haveyoueverprovidedf","q2257onascalefromveryli","q2258whatistherelationship","q2259doyoutalktothispers","q2260howoftendoyoutalkto","q2263doyouworkdirectlywit","q2264whendidyoulastworkw","q2265howoftendoyoutalkto","q2266whenwereyoulastina","q2267haveyoueverreceivedd","q2269whendidyoureceivethi","q2270howusefulwasthisdata","q2271haveyouevershareddat","q2273whendidyousharethis","q2274haveyoueverprovidedf","q2275onascalefromveryli","q2276whatistherelationship","q2277doyoutalktothispers","q2278howoftendoyoutalkto","q2281doyouworkdirectlywit","q2282whendidyoulastworkw","q2283howoftendoyoutalkto","q2284whenwereyoulastina","q2285haveyoueverreceivedd","q2287whendidyoureceivethi","q2288howusefulwasthisdata","q2289haveyouevershareddat","q2291whendidyousharethis","q2292haveyoueverprovidedf","q2293onascalefromveryli","q2294whatistherelationship","q2295doyoutalktothispers","q2296howoftendoyoutalkto","q2299doyouworkdirectlywit","q2300whendidyoulastworkw","q2301howoftendoyoutalkto","q2302whenwereyoulastina","q2303haveyoueverreceivedd","q2305whendidyoureceivethi","q2306howusefulwasthisdata","q2307haveyouevershareddat","q2309whendidyousharethis","q2310haveyoueverprovidedf","q2311onascalefromveryli","q2312whatistherelationship","q2313doyoutalktothispers","q2314howoftendoyoutalkto","q2317doyouworkdirectlywit","q2318whendidyoulastworkw","q2319howoftendoyoutalkto","q2320whenwereyoulastina","q2321haveyoueverreceivedd","q2323whendidyoureceivethi","q2324howusefulwasthisdata","q2325haveyouevershareddat","q2327whendidyousharethis","q2328haveyoueverprovidedf","q2329onascalefromveryli","q2330whatistherelationship","q2331doyoutalktothispers","q2332howoftendoyoutalkto","q2335doyouworkdirectlywit","q2336whendidyoulastworkw","q2337howoftendoyoutalkto","q2338whenwereyoulastina","q2339haveyoueverreceivedd","q2341whendidyoureceivethi","q2342howusefulwasthisdata","q2343haveyouevershareddat","q2345whendidyousharethis","q2346haveyoueverprovidedf","q2347onascalefromveryli","q2348whatistherelationship","q2349doyoutalktothispers","q2350howoftendoyoutalkto","q2353doyouworkdirectlywit","q2354whendidyoulastworkw","q2355howoftendoyoutalkto","q2356whenwereyoulastina","q2357haveyoueverreceivedd","q2359whendidyoureceivethi","q2360howusefulwasthisdata","q2361haveyouevershareddat","q2363whendidyousharethis","q2364haveyoueverprovidedf","q2365onascalefromveryli","q2366whatistherelationship","q2367doyoutalktothispers","q2368howoftendoyoutalkto","q2371doyouworkdirectlywit","q2372whendidyoulastworkw","q2373howoftendoyoutalkto","q2374whenwereyoulastina","q2375haveyoueverreceivedd","q2377whendidyoureceivethi","q2378howusefulwasthisdata","q2379haveyouevershareddat","q2381whendidyousharethis","q2382haveyoueverprovidedf","q2383onascalefromveryli","q2384whatistherelationship","q2385doyoutalktothispers","q2386howoftendoyoutalkto","q1032inyourworkinggroupq","q1033whatdatasourcesdoyou","q1034inyourworkinggroupq","q1035whatdatasourcesdoyou","q1036inyourworkinggroupq","q1037whatdatasourcesdoyou","q1038inyourworkinggroupq","q1039whatdatasourcesdoyou","q1603didyougivethecorrect","q1604wereanyotherlanguages","q1607inyourviewhowdidth","q1608didtherespondenttalk","q1320_1bobonaro","q1320_5liquica","q1320_6dili","q1320_7baucau","q1320_2mantuto","q1320_3lautem","q1320_4covalima","q1320_8ainaro","q1320_9manufahi","q1320_10viqueque","q1320_11ermera","q1320_12aileu","q1320_13oecussiambeno","q1320_14refusedtoanswer","q1322whatinformationsources","q1324whydidyouchooseatpd","q1325whydidyouchoosecensu","q1326whydidyouchoosecensu","q1327whydidyouchoosemulti","q1328whydidyouchoosedhsd","q1335ifyouweregoingtomak","q1337_1donorshavebeeneffec","q1337_2thegovernmentoftimo","q1337_3donorcoordinationhas","q1340_firstclickfirstclick","q1340_lastclicklastclick","q1340_pagesubmitpagesubmit","q1340_clickcountclickcount","q1342_firstclickfirstclick","q1342_lastclicklastclick","q1342_pagesubmitpagesubmit","q1342_clickcountclickcount","q1344_firstclickfirstclick","q1344_lastclicklastclick","q1344_pagesubmitpagesubmit","q1344_clickcountclickcount","q1346_firstclickfirstclick","q1346_lastclicklastclick","q1346_pagesubmitpagesubmit","q1346_clickcountclickcount","q1348_firstclickfirstclick","q1348_lastclicklastclick","q1348_pagesubmitpagesubmit","q1348_clickcountclickcount","q1312theministryofeducatio","q1313theministryofeducatio","language"
"2814214","1","1","1278","11011141516256",,,,,,,,,,,,,,,,,,,,,,,,,"278","278",,,"237","478",,,,"1127","278","479","126","7",,,,"9","9",,,"5",,"10",,,,"1","3","106",,,,,,,,,,,"239","468",,,,"6",,"7",,"6",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1113",,,,,,,"1","No","3","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2611104","2","1","2348","11011141625",,,,,,,,,,,,,,,,,,,,,,,,,"113","113",,,"1123",,,,,"1011","10113","89",,"1123",,,,"10","10",,"10","10",,"10",,"10",,"1","4","10116789",,,,,,,,,,,"56","2358",,"8","7",,"7",,,"7",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","110111213141725","2","117",,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"991104","2","1","16","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"9","9","9","9","9","9","9","9","9","9",,"10","1","1","789",,,,,,,,,,,"2346","1467","8",,,"7",,"7","7",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2633204","2","1","1234568","110111415162356",,,,,,,,,,,,,,,,,,,,,,,,,"8","3","118",,"118","108",,,,"118","118","118","118","118",,,,,"117",,,"19",,"59",,,,"1","3","11023456789",,,,,,,,,,,"123459","568",,,,,"1","1",,"1",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","14","1","236","1","26","1","110152","1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3132211","2","1","12345678","111151625","2","2",,,"1",,,,"1",,"1","2","1","4",,,"1",,,,"5",,"5","6","1068","1109",,,"1068",,,,,,"1102",,"126","1029",,,,"9","10",,"10","5","5",,"4",,,"1","4","10679",,,,,,,,,,,"1234569","456",,,,"7","10","7",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","none","2","none","25","0","0","25","0","0","25","0","0","0","0","25","0","0","17",,,,,,"11247",,,,"0","0","50.205","0","0","0","7.131","0","0","0","58.656","0","0","0","9.423999999999999","0","0","0","5.161","0",,,"1"
"2575101","1","1","134589","1111415162456","2","2",,"2","2","2",,,"2","2","2","2","2","4",,"11","4","4",,,"4","1","4","2","1112","11125",,"1156","11125","11125",,,,,"11125","268","1125","11125",,,,"57",,,,"5","5",,,,,"1","4","106789",,,,,,,,,,,"356","256",,"7",,,"6","8",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1131526",,,,,,,"1","none","2","no","10","0","0","0","0","0","30","30","0","0","0","30","0","0","12345","9","9","9","9","9","11278","6","7","5","0","0","5.177","0","0","0","2.318","0","0","0","2.594","0","0","0","4.509","0","0","0","4.355","0",,,"1"
"223211","2","1","1348","11011141516256","3","3",,,"2","3",,"2","2","2","2","2","6","6",,,"6","2",,"2","2","2","2","6","11","2",,,"11","2",,,,"5","2","10","1","2",,,,"9","9",,,"9",,,,,,"1","4","46789",,,,,,,,,,,"1234569","246",,"4",,"8",,"7",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","17","1","1417","1","141517","1","141517","1","none","2","no","0","0","0","0","0","0","45","0","0","0","0","0","45","0","1745",,,,"125","5","137","6","4","5","0","0","3.541","0","0","0","4.52","0","0","0","4.299","0","0","0","4.912","0","0","0","8.682","0",,,"1"
"522101","1","1","1235678","111151656","2",,,,"2","1",,,"1",,"1","2","1",,,,"1","1",,,"1",,"1","1","1089",,,,"1089","1068",,,,,"1068",,"1068","108",,,"49","9","9",,,"5","109",,"5",,,"1","4","105678",,,,,,,,,,,"1239","367",,,"6",,,"7","7",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","172","1","172","1","172","1","172","1","none","1","no","0","0","0","0","0","0","50","25","0","25","0","0","0","0","12345","8","8","8","8","8","7","6","3","3","0","0","2.762","0","0","0","2.407","0","0","0","2.71","0","0","0","6.227","0","4.4","4.4","14.396","1",,,"1"
"282101","2","1","1245789","114151656","2",,,,"2","2",,,,"1","3","2","1",,,,"1","6",,,,"1","4","6","119",,,,"11","1068",,,,,,"109","11","12",,,"1015","1148","5",,,"234","5","10",,,,"1","2","101146789",,,,,,,,,,,"1234569","467",,,,"9",,"10","7",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","16","2","141516","2","1141516",,,"1","none","1","none","0","0","0","40","0","0","0","15","0","30","15","0","0","0","13","9",,"79",,,"4","8","7","6","0","0","7.815","0","0","0","5.789","0","0","0","14.325","0","0","0","6.12","0","0","0","14.41","0",,,"1"
"165211","1","1","134589","1101114151626","3","3",,,,"2",,"2","2","2","2","2","1","1",,,,"6",,"6","1","1","6","6","11","11",,,,"69",,,,"18","268","14","28","68",,,,"5","9","5",,"1149",,,,,,"1","4","46789",,,,,,,,,,,"1234","46",,,,"8",,"7",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","17",,,,,,,"1","none","2","no","0","0","0","20","0","0","0","20","0","20","20","20","0","0","12","5","5",,,,"10111248","2","7","2","0","0","3.134","0","0","0","1.894","0","0","0","2.094","0","0","0","2.307","0","0","0","2.362","0",,,"1"
"3402212","1","1","12678","1111415256","1","1",,,"1","1",,,"2","1","1",,"2","2",,,"2","2",,,"2","2","2",,"28","29",,,"29","119",,,,,"89","9","29",,,,,"9","9",,,"9","9",,,,"9","1","2","104578",,,,,,,,,,,"1234569","1234678","8","7","7","8",,"8","6","8",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","none","1","no","0","0","0","25","0","0","0","30","0","25","40","0","0","0","12","3","3",,,,"101148","7","7","6","0","0","6.013","0","0.824","0.824","4.312","1","0","0","4.388","0","0","0","4.262","0","0","0","4.046","0","1213236","2.5 million of district oecusse, bobonaro, viqueque, and baucau","1"
"192102","2","1","123567","110111516256","2","2",,,"2","1",,"2","2",,"2","1","1","6",,,"4","4",,"1","4",,"4","1","589","11",,,"5","6",,,,"2","11",,"11","6",,,,"5","3",,,"7",,,"4",,,"1","4","78",,,,,,,,,,,"1","1346","7",,"9","8",,"9",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","110131415256","2","110131415162","4","1718","2","15","1","none","2","no","0","0","0","100","0","0","0","0","0","0","0","0","0","0","123","5","5","5",,,"4","7","5","7","0","0","3.881","0","0","0","2.615","0","0","0","2.056","0","0","0","2.536","0","0","0","2.114","0","121323","2.5 million","1"
"2545112","2","1","12348","1101114151624567","2","2",,"1","1","1","2","2","1","1","2","2","1","1",,"1","1","4","3","4","4","1","3","1","58","11125",,"258","259","126","269","2","6","1159","1159","256","1169","256",,,,"13",,,,,,,,,,"1","3","1036789",,,,,,,,,,,"134569","45678",,,,"8","9","9","8","9",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","18","5","18","5","18",,,"1","no","3","no","0","0","0","50","0","0","0","25","0","0","0","0","25","0","12345","5","1","5","35","15","1348","5","7","6","0","0","2.974","0","0","0","2.553","0","0","0","8.632","0","0","0","11.667","0","0","0","2.518","0","12132369","1.7 million","1"
"325112",,"1","123567","11011151623567","2","2","3",,"1","1","3","2","2",,"2","2","5","6","5",,"6","1","10","6","4",,"4","6","115","125","5",,"1225","125","5","5","4","5","12",,"12","56",,,,,"1015",,,,,,"69",,,"1","3","10456789",,,,,,,,,,,"12356","68",,,,,,"8",,"5",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2","16","1","17","1","10131516256","1","none","2","no","20","0","0","0","0","0","20","20","20","0","20","0","0","0","2345",,"45","5","5","45","111789","8","8","4","0","0","5.019","0","0","0","2.509","0","0","0","2.257","0","0","0","2.69","0","0","0","2.732","0","131623","split based on the needs. baucau 2 million, viqueque 3 million,  bobonaro 5 million","1"
"425212",,"1","358","1157",,,,,"2",,"1",,"1",,,,,,,,"1",,"4",,"4",,,,,,,,"112",,"12","5","1",,"2",,,,,"15","9","9","5",,"59",,"9",,"13","9","5","1","1","11",,,,,,,,,,,"1","237",,"10","10",,,,"10",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Tetum","2","no","40","0","0","15","0","45","0","0","0","0","0","0","0","0","18",,,,,,"134","8","4","7","0","0","5.919","0","0","0","2.206","0","0","0","5.681","0","0","0","4.525","0","0","0","18.212","0","15",,"1"
"175102",,"1","123458","111152356","2","3","2",,"2","3",,,"3",,"2",,"4","4","4",,"4","4",,,"4",,"4",,"14","1","2",,"6","8",,,,,"1",,"2",,,,,,"5",,,"2","10",,"9",,"4","3",,,,,,,,,,,,,,"7",,,,,,,"5",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","11015","3","10",,,,,"1","none","2","no","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20",,,,,,,,,,"2.904","2.904","3.765","1","0","0","4.469","0","0","0","6.585","0","0","0","4.101","0","0","0","3.194","0","12132369","1.66 million","1"
"3282113","1","1","1348","110111415162356","2","4","2",,"1","3",,"2","2","2","2","2","1","11","6",,"1","6",,"1","4","6","1","6","268","1112","1128",,"268","1108",,,,"126","11011","1168","126","268",,,,,"9",,,"5",,,,,,"1","4","1046789",,,,,,,,,,,"135","356",,,"7",,"7","9",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","11013151625","1","1101315162","2","110131415256","2","1013152","1","none","2","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"1285103","2","1","1234589","11114151623567","1","3","2",,"2","2","2",,"2","2","1","2","6","10","5",,"6","6","8",,"4","6","3","5","259","115","115",,"1125","1159","1158","2","2",,"1125","1129","1125","115",,,,,"9",,,,"45",,,,,"1","5","689",,,,,,,,,,,"1234569","2456",,"10",,"10","10","10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","113141516256","1","113141516256","1","113141516256","1","1131415162567","1","none","2","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"262213","2","1","12349","111141516256","4","4",,,"2","1",,,"2","1","2","1","1","1",,,"1","1",,,"2","1","3","1","11","11",,,"2","2",,,,,"12","2","11","6",,,,"9","9",,,"9","5",,,,,"1","5","104579",,,,,,,,,,,"123569","134567","7",,"7","9","8","7","8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","13145",,,,,,,"1","none","2","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"33103","1","1","10","1115",,,,,,,,,"3",,"3",,,,,,,,,,"3",,"3",,,,,,,,,,,,"129",,"129",,,"14","149","5","48","9","49","5","5",,"29",,"4","2",,,,,,,,,,,,,,"3",,,"3",,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","none","3","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"2565114","2","1","12489","1101114151625","1","2",,,"1",,,"3","2","2","2","2","2","2",,,"6",,,"4","2","6","3","6","2","2",,,"2",,,,,"2","1112","1128","1128","1126",,,,"5","5",,"10","5",,,,,,"1","5","7",,,,,,,,,,,"159","1234567","9","10","10","7","9","7","10",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1315",,,,,,,"1","none","1","none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"2385214","1","1","135","1101114151623567","1","3","2",,"2","1","2","2","2","2","2","2","1","11","11",,"11","11","5","5","1","11","1","1","11122","1112","11112",,"11122","58","11","1","1","2","2","126","122","122",,,,,"9",,,,,,,,,"1","2","10356789",,,,,,,,,,,"139","124678","6","7",,"8",,"9","5","8",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1013141516279","3","1101314151625","1","11012131415162567",,,"1","none","1","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"2514204","2","1","1234589","11011141516234567","1","1","2","1","1","1","2","2","1","2","2","1","1","1","5","6","6","5","6","5","4","1","3","6","11","6","11","6","11","11","1","3","2","8","6","2","8","11",,,,,,,,,,,,,,"1","4","678",,,,,,,,,,,"123569","12345678","6","5","5","7","7","9","7","8",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1101314152457","1","110131534567","1","110121314151624567",,,"1","none","2","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"2735214","2","1","1","1011141516",,,,,,,,"2","2","1","2","2",,,,,,,,"4","4","6","4","6",,,,,,,,,,"11","11","6","11","6",,"158","2","29","9","3","9","110",,,,,,"1","1","479",,,,,,,,,,,"1234569","1467","8",,,"8",,"8","8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","125",,,,,,,"1","none","2","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
