"idnum","pais","estratopri","upm","prov","municipio","parmunicipio","parsegmento","cluster","ur","tamano","idiomaq","horainicio","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","q2","y1","y2","y3","haicr1","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","horafin","ti4","intid","sexi","colori","paridioq","fecha2","dig","newnro","year","weight1500"
"67","12","1201","58","1200","1205","0","58","50058","1","1","1",,"2010-01-21T00:00:00.000","2","2.0","13.0","4.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","4.0","4.0","4.0","4.0",,"6.0","4.0","8.0","1.0","1.0","8.0","2.0","1.0","1.0","2.0","2.0","1","2.0","3.0","4.0","1","1.0","2.0","1.0","4.0","2.0","3.0","5.0","2.0","1.0","1.0","1.0","1.0","5.0","3.0","1.0","2.0","6.0","1.0","4.0","3.0","2.0","4.0","7.0","7","7.0","5.0","3","7.0","7.0","4.0","4.0","3.0","5.0","2.0","1.0","2.0","1.0","2.0","4.0","2.0","3.0","2.0","5.0","2.0","4.0","3.0","5.0","6.0","1.0","3.0","4.0","6.0","7.0","7.0","2.0","3.0","10.0","6.0","5.0","4.0","1.0","1.0","4.0","5.0","4.0","1.0","2.0","8.0","10.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0","1.0",,,"1.0",,"0.0","3.0","7.0","7.0","6.0","7.0","7.0","1.0","5.0","1.0","1.0","5.0","1.0","1.0","2.0","2.0",,"2.0",,"2.0","1.0","3.0",,"12.0","28",,,,,"1.0","3.0","2.0",,"2.0",,,"2.0",,"2.0","2.0","2.0",,"3.0","0.0",,"1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"2","9.59","64","23","1","6","1","2010-01-21T00:00:00.000","11","67","2010","0.99866844"
"68","12","1201","57","1200","1205","0","57","50057","1","1","1",,"2010-01-22T00:00:00.000","2","1.0","3.0","3.0","2.0","2.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","5.0","8.0","1.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","1.0","4.0","4.0","5.0","3.0","4.0","6.0","4.0","4.0","6.0","6.0","5.0","3.0","7.0","5.0","5.0","3.0","3.0","5.0","7.0","5","4.0","6.0","5","4.0","4.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","3.0","4.0","4.0","4.0","3.0","4.0","2.0","4.0","2.0","2.0","4.0","3.0","2.0","5.0","7.0","6.0","6.0","7.0","3.0","3.0","4.0","9.0","6.0","4.0","1.0","1.0","5.0","5.0","8.0","4.0","2.0","4.0","6.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0",,"0.0",,"0.0",,"0.0","2.0","5.0","1.0","6.0","6.0","7.0","7.0","5.0","4.0","3.0","1.0","2.0","7.0","2.0","2.0",,"2.0",,"4.0","4.0","3.0",,"12.0","29",,,,,"1.0","3.0","3.0","9.0","2.0",,,"4.0",,"1.0","2.0","2.0",,"3.0","1.0","1.0","2.0","1201.0","5.0","2.0","1.0",,"2.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0",,"2.0","2.0","2.0",,,"2.0",,,"8","18.3","49","14","2","5","1","2010-01-22T00:00:00.000","12","68","2010","0.99866844"
"69","12","1201","57","1200","1205","0","57","50057","1","1","1",,"2010-02-21T00:00:00.000","2","2.0","27.0","5.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"4.0","2.0","2.0","4.0","4.0","3.0","4.0","6.0","5.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","1.0","2",,,,"1","2.0","2.0","1.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","5.0","5.0","4.0","4.0","5.0","4.0","5.0","3.0","4.0","3.0","3.0","4.0","6.0","6","4.0","5.0","4","3.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","5.0","4.0","4.0","4.0","3.0","4.0","2.0","3.0","5.0","1.0","3.0","6.0","4.0","4.0","6.0","3.0","3.0","5.0","8.0","5.0","5.0","3.0","3.0","2.0","5.0","6.0","6.0","5.0","1.0","1.0","2.0","1.0","2.0","3.0","1.0","0.0","0.0",,"0.0",,,"0.0","0.0","3.0","5.0","3.0","6.0","6.0","4.0","3.0","3.0","5.0","4.0","3.0","1.0","1.0","1.0","2.0",,"2.0",,"3.0","3.0","2.0","1.0","4.0","26",,,,,"1.0","4.0","1.0","9.0","2.0",,,"4.0",,"2.0","1.0","3.0","9.0","1.0","1.0","1.0","2.0","1201.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","2.0","3.0","2.0","2.0",,,"1.0","1.0","2.0","5","16.15","43","27","1","6","1","2010-01-21T00:00:00.000","12","69","2010","0.99866844"
"70","12","1201","57","1200","1205","0","57","50057","1","1","1",,"2010-01-21T00:00:00.000","1","2.0","1.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","3.0","3.0","4.0","3.0",,"5.0","4.0","3.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","3.0","1.0","2.0","2.0","4.0","4.0","4.0","4.0","5.0","3.0","4.0","6.0","4.0","2.0","2.0","2.0","4.0","4.0","2.0","3.0","2.0","6.0","2","2.0","3.0","5","4.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","5.0","6.0","2.0","1.0","6.0","6.0","6.0","6.0","6.0","2.0","2.0","9.0","9.0","10.0","9.0","1.0","1.0","1.0","5.0","6.0","6.0","5.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0",,"0.0",,"0.0",,"0.0","1.0","6.0","6.0","6.0","6.0","7.0","1.0","4.0","5.0","6.0","1.0","1.0","7.0","1.0","1.0","1202.0","1.0","1201.0","1.0","3.0","3.0",,"16.0","43",,,,,"1.0","3.0","1.0","9.0","2.0",,,"3.0","4.0",,"2.0","2.0",,"2.0","2.0","2.0","1.0","1201.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0","3","12.43","40","27","1","6","1","2010-01-21T00:00:00.000","12","70","2010","0.99866844"
"71","12","1201","57","1200","1205","0","57","50057","1","1","1",,"2010-01-21T00:00:00.000","1","2.0","17.0","4.0","3.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","2.0","4.0","2.0","4.0","2.0",,"4.0","5.0","1.0","8.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1","4.0","3.0","2.0","1","1.0","3.0","1.0","3.0",,"4.0","5.0","4.0","4.0","3.0","4.0","3.0","3.0","2.0","1.0","3.0","1.0","4.0","5.0","1.0","3.0","3.0","7.0","3","4.0","5.0","5","5.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","5.0","4.0","2.0","1.0","1.0","3.0","4.0","1.0","6.0","6.0","2.0","2.0","5.0","3.0","4.0","3.0","7.0","3.0","3.0","10.0","10.0","10.0","8.0","2.0","1.0","6.0","8.0","8.0","8.0","7.0","10.0","10.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","1.0",,"0.0",,"0.0","1.0","7.0","2.0","7.0","2.0","7.0","2.0","7.0","3.0","3.0","1.0","1.0","7.0","1.0","1.0",,"1.0","1201.0","2.0","3.0","2.0","2.0","13.0","20","1.0","1.0","2.0","2.0","5.0","3.0","2.0","7.0","2.0",,,"4.0",,"1.0","2.0","3.0","9.0","1.0","0.0",,"2.0","1201.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","4.0",,"3.0","1.0","2.0",,,"2.0",,,"6","11.52","46","27","1","6","1","2010-01-21T00:00:00.000","12","71","2010","0.99866844"
"72","12","1201","57","1200","1205","0","57","50057","1","1","1",,"2010-01-21T00:00:00.000","2","1.0","5.0","5.0","3.0",,"5.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"1.0","4.0","1.0","2.0","4.0","4.0","2.0","4.0","5.0","8.0","4.0",,"2.0",,,"2.0","2.0","1.0","1.0","1.0","2",,,,"2","1.0","4.0","3.0","2.0","3.0","3.0","5.0","4.0","5.0","6.0","4.0","3.0","5.0","6.0","5.0","2.0","7.0","5.0","5.0","1.0","4.0","5.0","7.0","5","5.0","5.0","4","5.0","4.0","7.0","6.0","5.0","4.0","5.0","4.0","1.0","1.0","2.0","3.0","7.0","7.0","7.0","5.0","6.0","7.0","5.0","6.0","5.0","4.0","5.0","6.0","4.0","7.0","5.0","1.0","2.0","10.0","8.0","7.0","7.0","6.0","10.0","9.0","9.0","8.0","10.0","9.0","7.0","6.0","2.0","1.0","2.0","3.0","2.0","0.0","0.0",,,,"0.0","0.0","0.0","4.0","7.0","6.0","5.0","6.0","5.0","6.0","7.0","6.0","5.0","5.0","2.0","2.0","1.0","1.0","1202.0","2.0",,"3.0","4.0","3.0",,"3.0","63",,,,,"1.0","2.0","2.0","5.0","2.0",,,"3.0","3.0","1.0","3.0","3.0","9.0","1.0","6.0","1.0","4.0","1202.0","5.0","4.0",,,"2.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0",,"2.0","1.0","2.0",,,"1.0","1.0","2.0","7","11.02","44","27","1","6","1","2010-01-21T00:00:00.000","12","72","2010","0.99866844"
"73","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-01-22T00:00:00.000","1","1.0","70.0","2.0","3.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","3.0",,"7.0","5.0","3.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","2.0","2.0","1.0","2.0","4.0","4.0","7.0","4.0","2.0","7.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0",,"3.0","1.0","1.0","4.0","7.0","1",,"1.0","88","3.0","5.0",,"1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0",,"7.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0",,,,,"0.0","1.0","3.0","7.0","1.0","5.0","6.0","7.0","1.0","6.0","1.0","7.0","1.0","1.0","3.0","1.0","1.0","1202.0","1.0","1201.0","1.0",,"3.0",,"18.0","63",,,,,"1.0","5.0","1.0","10.0","2.0",,,"4.0",,"1.0","2.0","3.0","8.0","6.0","5.0","5.0","1.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","6.0",,"3.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","3","10358.0","60","19","1","4","1","2010-01-22T00:00:00.000","13","73","2010","0.99866844"
"74","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-01-21T00:00:00.000","2","2.0","5.0","3.0","2.0",,"2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"5.0","2.0","1.0","2.0","4.0","1.0","4.0","4.0","10.0","0.0","3.0",,"2.0",,,"2.0","1.0","1.0","2.0","2.0","1","2.0","1.0","3.0","1","1.0","4.0","1.0","4.0","1.0","2.0","3.0","3.0","5.0","1.0","3.0","2.0","5.0","5.0","7.0","3.0","1.0","7.0","1.0","7.0","6.0","5.0","5.0","1","3.0","5.0","88","2.0","5.0","5.0","2.0","2.0","2.0","5.0","2.0","1.0","3.0","1.0",,"1.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","1.0","10.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","2.0","7.0","1.0","1.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","1.0","1.0","2.0",,"1.0","1202.0","2.0","2.0","3.0",,"21.0","46",,,,,"5.0","2.0","1.0","10.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"4.0","2.0","2.0","1.0","1201.0","5.0","1.0",,,"1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","2.0","4.0","1.0","2.0","2.0",,,"1.0","4.0","2.0","4","10.53","40","19","1","4","1","2010-01-21T00:00:00.000","13","74","2010","0.99866844"
"75","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-01-21T00:00:00.000","2","1.0","1.0","3.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","4.0","3.0","4.0","4.0","3.0","4.0","8.0","6.0","3.0","5.0","1.0","1.0","8.0","2.0","2.0","1.0","2.0","2.0","1","1.0","2.0","1.0","1","2.0","3.0","1.0","3.0","3.0","5.0","5.0","4.0","5.0","7.0","3.0","6.0","7.0","5.0","6.0","3.0","7.0","4.0","4.0","5.0","5.0","4.0","7.0","6","4.0","5.0","5","6.0","6.0","4.0","5.0","5.0","5.0","4.0","5.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","5.0","7.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","8.0","4.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","8.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,,"0.0","2.0","7.0","7.0","7.0","5.0","7.0","1.0","4.0","2.0","4.0","1.0","2.0","1.0","1.0","1.0","1203.0","1.0","1201.0","2.0",,"3.0",,"14.0","21","4.0","1.0","1.0","1.0","1.0","3.0","1.0","9.0","2.0",,,"3.0","3.0","2.0","2.0","1.0",,"2.0","1.0","1.0","2.0","1201.0","4.0","1.0","1.0",,"1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","3.0","2.0","2.0",,,"1.0",,"2.0","3","15.45","45","19","1","4","1","2010-01-21T00:00:00.000","13","75","2010","0.99866844"
"76","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-01-21T00:00:00.000","2","2.0","25.0","5.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","5.0","6.0","2.0",,"2.0",,,"2.0","2.0","2.0","1.0","1.0","2",,,,"2","2.0","1.0","1.0","4.0","4.0","1.0","7.0","1.0","7.0","1.0","1.0","1.0","3.0","2.0","7.0","1.0","7.0","1.0","1.0","4.0","1.0","3.0","3.0","1","3.0","7.0","3","7.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","4.0","4.0","2.0","4.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","7.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0","0.0",,"0.0",,"0.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","2.0","1.0","1.0","2.0",,"2.0",,"4.0","3.0","3.0",,"12.0","64",,,,,"1.0","1.0","1.0","5.0","2.0",,,"4.0",,"1.0","3.0","2.0",,"5.0","5.0","1.0","1.0","1201.0","5.0","1.0","1.0",,"1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","2.0","2.0","2.0",,,"1.0","3.0","2.0","4","17.31","37","19","1","4","1","2010-01-21T00:00:00.000","13","76","2010","0.99866844"
"77","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-01-21T00:00:00.000","2","2.0","25.0","5.0","3.0",,"2.0","1.0",,"2.0","1.0","1.0","1.0","1.0","0.0","2.0","4.0","4.0","2.0","2.0","2.0","4.0","4.0","5.0","7.0","3.0",,"1.0","5.0","1.0","2.0","2.0","2.0","2.0","2.0","1","1.0","2.0","3.0","1","1.0","3.0","1.0","3.0",,"4.0","6.0","5.0","6.0","6.0","4.0","1.0","7.0","4.0","3.0","5.0","1.0","1.0","1.0","1.0","3.0","1.0","7.0","5","4.0","7.0","5","7.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","7.0","1.0","2.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","10.0","3.0","1.0","2.0","4.0","1.0","0.0","0.0",,"0.0","0.0",,,"0.0","1.0","6.0","5.0","7.0","7.0","7.0","1.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0",,"2.0",,"2.0","3.0","1.0","2.0","18.0","35",,,,,"1.0","3.0","2.0","7.0","2.0",,,"3.0","3.0","2.0","4.0","2.0",,"2.0","0.0",,"1.0","1202.0","3.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","3","18.15","36","19","1","4","1","2010-01-21T00:00:00.000","13","77","2010","0.99866844"
"78","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-02-07T00:00:00.000","1","2.0","13.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","3.0","4.0","4.0","4.0",,"4.0","2.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","1.0","1.0","2",,,,"1","1.0","2.0","1.0","3.0","4.0","4.0","6.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","4.0","4.0","5.0","6.0","3.0","4.0","3.0","4.0","6.0","5","4.0","4.0","4","6.0","6.0","3.0","4.0","4.0","4.0","5.0","5.0","1.0","3.0","2.0","5.0","2.0","4.0","4.0","2.0","2.0","3.0","5.0","5.0","6.0","2.0","5.0","5.0","4.0","5.0","5.0","2.0","2.0","8.0","9.0","9.0","6.0","2.0","1.0","1.0","8.0","8.0","8.0","8.0","8.0","9.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,"0.0","0.0","1.0","5.0","4.0","5.0","6.0","7.0","4.0","5.0","4.0","5.0","5.0","2.0","1.0","1.0","1.0",,"2.0",,"2.0","3.0","3.0",,"12.0","35",,,,,"1.0","4.0","2.0","9.0","2.0",,,"3.0","2.0","2.0","2.0","1.0",,"1.0","1.0","1.0","1.0","1201.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","2.0","3.0","1.0","2.0",,,"1.0","3.0","1.0","3","14.24","30","19","1","4","1","2010-02-07T00:00:00.000","13","78","2010","0.99866844"
"79","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-02-03T00:00:00.000","2","2.0","21.0","3.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","6.0","6.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1","1.0","1.0","1.0","1","1.0","2.0","1.0",,"4.0","3.0","7.0","3.0","5.0","5.0","3.0","3.0","5.0","3.0","3.0","5.0","7.0","1.0","1.0","3.0","2.0","4.0","7.0","3","3.0","4.0","3","4.0","3.0","3.0","5.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","1.0","1.0","7.0","4.0","7.0","7.0","7.0","3.0","2.0","5.0","10.0","8.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,,,"0.0","0.0","1.0","7.0","1.0","7.0","5.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","77.0","1.0","1.0","1204.0","2.0",,"4.0","3.0","3.0",,"17.0","39",,,,,"1.0","2.0","1.0","10.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","2.0",,"2.0","3.0","3.0","1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","5.0",,"2.0","1.0","2.0",,,"1.0","3.0","2.0","2","11.45","32","19","1","4","1","2010-02-03T00:00:00.000","13","79","2010","0.99866844"
"80","12","1201","2","1200","1205","0","2","50002","1","1","1",,"2010-02-01T00:00:00.000","1","2.0","27.0","4.0","2.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","2.0",,"4.0","4.0","4.0","4.0","3.0","4.0","2.0",,"6.0","6.0","2.0","10.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"1","1.0","2.0","1.0","3.0","1.0","4.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","4.0","4.0","4.0","1.0","2.0","2.0","7.0","5","4.0","3.0","3","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","5.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","7.0","2.0","1.0","6.0","6.0","6.0","6.0","6.0","6.0","3.0","4.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","3.0","1.0","2.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0",,,"0.0","1.0","7.0","4.0","7.0","4.0","7.0","3.0","6.0","2.0","6.0","2.0","1.0","7.0","1.0","1.0","1202.0","1.0","1201.0","1.0","3.0","3.0",,"15.0","22","1.0","5.0","2.0","2.0","1.0","3.0","1.0","7.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"1.0","1201.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"1.0","3.0","2.0","3","18.5","31","19","1","4","1","2010-02-01T00:00:00.000","13","80","2010","0.99866844"
"81","12","1201","59","1200","1205","0","59","50059","1","1","1",,"2010-01-22T00:00:00.000","2","2.0","27.0","4.0","3.0","2.0","4.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0",,"3.0","2.0","1.0","3.0","3.0","4.0","3.0","4.0","4.0","8.0","1.0","6.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","1","2.0","8.0","1.0","1","1.0","2.0","1.0","3.0","3.0","4.0","6.0","5.0","6.0","3.0","4.0","6.0","6.0","5.0","2.0","3.0","3.0","5.0","4.0","2.0","4.0","3.0","6.0","5","4.0","6.0","4","5.0","5.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","3.0","1.0","1.0","5.0","5.0","1.0","2.0","3.0","4.0","4.0","7.0","7.0","6.0","7.0","7.0","3.0","2.0","2.0","8.0","8.0","6.0","1.0","1.0","1.0","4.0","5.0","7.0","6.0","4.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0",,"1.0",,,,"0.0","2.0","7.0","3.0","6.0","2.0","7.0","3.0","7.0","3.0","6.0","2.0","1.0","2.0","1.0","2.0",,"1.0","1201.0","2.0","3.0","3.0",,"13.0","19","4.0","5.0","2.0","1.0","5.0","2.0","1.0","5.0","2.0",,,"4.0",,"2.0","4.0","3.0","8.0","1.0","0.0",,"1.0","1201.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","2.0",,,"2.0",,,"4","10.38","46","26","1","6","1","2010-01-22T00:00:00.000","12","81","2010","0.99866844"
"82","12","1201","59","1200","1205","0","59","50059","1","1","1",,"2010-01-22T00:00:00.000","1","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0",,"4.0","4.0","2.0","4.0","4.0","4.0","4.0",,"8.0","8.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","1.0","1.0","2",,,,"2","1.0","2.0","1.0","3.0","3.0","4.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","4.0","4.0","2.0","2.0","2.0","3.0","5.0","4","3.0","4.0","4","3.0","5.0","3.0","4.0","2.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","5.0","3.0","3.0","3.0","4.0","5.0","6.0","7.0","5.0","6.0","6.0","6.0","3.0","2.0","6.0","5.0","5.0","3.0","1.0","6.0","8.0","5.0","6.0","6.0","6.0","4.0","1.0","2.0","2.0","2.0","3.0","2.0","1.0","0.0",,,,,,"1.0","1.0","5.0","3.0","4.0","4.0","5.0","4.0","4.0","5.0","4.0","4.0","1.0","4.0","1.0","1.0","1201.0","2.0",,"2.0","3.0","3.0",,"15.0","22","4.0","9.0","2.0","1.0","1.0","4.0","2.0","9.0","2.0",,,"4.0",,"1.0","2.0","3.0","8.0","1.0","0.0",,"1.0","1201.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","4.0",,"2.0","2.0","2.0",,,"1.0","3.0","2.0","5","14.51","41","26","1","6","1","2010-01-21T00:00:00.000","12","82","2010","0.99866844"
