SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523523756,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"725 S WESTLAKE AVE, 90057",,S,,AVE,90057,34.05519663,-118.2762853,"(34.0551966252, -118.276285304)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523523792,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"2301 W 10TH ST, 90006",,W,,ST,90006,34.05294071,-118.2819117,"(34.0529407121, -118.281911732)",634,B,4,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,22723,572,867,,11,63
1-1523523817,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"859 S WESTLAKE AVE, 90057",,S,,AVE,90057,34.05351549,-118.2773767,"(34.0535154925, -118.27737666)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523523751,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"7TH ST AT WESTLAKE AVE, 90057",,,,,90057,34.05591277,-118.2756745,"(34.0559127732, -118.275674457)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523523807,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"2017 W OLYMPIC BLVD, 90006",,W,,BLVD,90006,34.05153808,-118.2790983,"(34.0515380808, -118.279098299)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,22723,573,628,,11,68
1-1523523761,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"747 S WESTLAKE AVE, 90057",,S,,AVE,90057,34.05477191,-118.2765638,"(34.0547719094, -118.276563777)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523523787,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"ALVARADO ST AT JAMES M. WOOD BLVD, 90006",,,,,90006,34.05336866,-118.2788229,"(34.0533686595, -118.278822911)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,22723,572,867,,11,63
1-1523523842,12/31/2019 04:14:00 PM,12/31/2019 04:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:16:00 PM,Y,,"1367 W VENICE BLVD, 90006",,W,,BLVD,90006,34.04360422,-118.2833754,"(34.0436042219, -118.283375445)",634,B,5,Central APC,1,,76,PICO UNION NC,RAMPART,22723,696,1521,,11,8
1-1523523812,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"WESTLAKE AVE AT JAMES M. WOOD BLVD, 90006",,,,,90006,34.05285245,-118.2776797,"(34.0528524478, -118.277679719)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,22723,573,628,,11,68
1-1523523766,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"2015 W 7TH ST, 90057",,W,,ST,90057,34.05625198,-118.2760844,"(34.0562519786, -118.276084376)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,562,836,,11,68
1-1523523827,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"2026 W OLYMPIC BLVD, 90006",,W,,BLVD,90006,34.05130759,-118.2794999,"(34.0513075869, -118.279499943)",634,B,4,Central APC,1,,76,PICO UNION NC,RAMPART,22723,573,908,,11,8
1-1523523832,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"12TH ST AT UNION AVE, 90015",,,,,90015,34.04619677,-118.2760591,"(34.0461967683, -118.276059095)",634,C,5,Central APC,1,,76,PICO UNION NC,RAMPART,23076,575,908,,11,8
1-1523523822,12/31/2019 04:14:00 PM,01/02/2020 02:30:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,01/02/2020 02:30:00 PM,Y,,"OLYMPIC BLVD AT PARK VIEW ST, 90006",,,,,90006,34.05235153,-118.2836076,"(34.0523515309, -118.283607614)",634,B,4,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,22723,572,908,,11,8
1-1523523777,12/31/2019 04:14:00 PM,12/31/2019 04:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:16:00 PM,Y,,"2120 W 8TH ST, 90057",,W,,ST,90057,34.05505413,-118.2786418,"(34.0550541314, -118.278641834)",634,C,3,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,24352,570,628,,11,63
1-1523523771,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"LAKE ST AT 7TH ST, 90057",,,,,90057,34.05694529,-118.27796,"(34.0569452945, -118.277960016)",634,C,3,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,24352,569,867,,11,63
1-1523523802,12/31/2019 04:14:00 PM,12/31/2019 04:15:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:15:00 PM,Y,,"1320 W JAMES M. WOOD BLVD, 90015",,W,,BLVD,90015,34.04917212,-118.2697621,"(34.0491721191, -118.26976205)",634,D,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,23076,576,1378,54,11,68
1-1523523837,12/31/2019 04:14:00 PM,12/31/2019 04:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:16:00 PM,Y,,"944 W VENICE BLVD, 90015",,W,,BLVD,90015,34.0403813,-118.2771205,"(34.0403813047, -118.27712048)",634,C,5,Central APC,1,,76,PICO UNION NC,RAMPART,23076,695,661,,11,8
1-1523523847,12/31/2019 04:14:00 PM,12/31/2019 04:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:16:00 PM,Y,,"1300 W VENICE BLVD, 90006",,W,,BLVD,90006,34.0427262,-118.2822239,"(34.0427262022, -118.282223914)",634,B,5,Central APC,1,,76,PICO UNION NC,RAMPART,22723,696,1521,,11,8
1-1523523782,12/31/2019 04:14:00 PM,01/02/2020 02:30:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,01/02/2020 02:30:00 PM,Y,,"1622 W 7TH ST, 90017",,W,,ST,90017,34.0539269,-118.2715208,"(34.0539269018, -118.271520787)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,23078,571,628,,11,68
1-1523523428,12/31/2019 04:12:00 PM,01/21/2020 08:54:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,Y,GAPBH,01/16/2020 12:00:00 AM,01/21/2020 08:54:00 AM,Y,N,"1505 E PLEASANT AVE, 90033",1505,E,PLEASANT,AVE,90033,34.04947328,-118.2214864,"(34.0494732811, -118.221486421)",634,J,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1033,,9,38
1-1523524211,12/31/2019 04:11:00 PM,01/02/2020 11:27:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,ITA,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 09:58:00 AM,Y,N,"257 W 42ND ST, 90037",257,W,42ND,ST,90037,34.0074233873,-118.277497097,"(34.0074233873, -118.277497097)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,736,978,7,13,
1-1523519071,12/31/2019 04:10:00 PM,01/02/2020 07:17:00 AM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 07:17:00 AM,Y,N,"257 W 42ND ST, 90037",257,W,42ND,ST,90037,34.0074233873,-118.277497097,"(34.0074233873, -118.277497097)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,736,978,7,13,
1-1523523289,12/31/2019 04:10:00 PM,01/04/2020 02:10:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 02:10:00 PM,Y,N,"10648 W CUSHDON AVE, 90064",10648,W,CUSHDON,AVE,90064,34.0398906358,-118.422468224,"(34.0398906358, -118.422468224)",632,D,6,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,874,817,9,6,75
1-1523521791,12/31/2019 04:10:00 PM,01/03/2020 04:23:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 09:32:00 AM,Y,N,"14708 W RUNNYMEDE ST, 91405",14708,W,RUNNYMEDE,ST,91405,34.2056131247,-118.453373003,"(34.2056131247, -118.453373003)",531,J,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,219,1324,,3,18
1-1523523431,12/31/2019 04:10:00 PM,01/04/2020 01:09:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 01:09:00 PM,Y,N,"2529 S COCHRAN AVE, 90016",2529,S,COCHRAN,AVE,90016,34.0332113674,-118.358320094,"(34.0332113674, -118.358320094)",633,B,6,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,666,1118,,12,17
1-1523521861,12/31/2019 04:10:00 PM,01/04/2020 12:00:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 PM,Y,N,"1470 S BEVERLY DR, 90035",1470,S,BEVERLY,DR,90035,34.0530809907,-118.395219721,"(34.0530809907, -118.395219721)",632,G,4,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,873,820,,6,95
1-1523522771,12/31/2019 04:09:00 PM,01/04/2020 07:55:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 07:55:00 AM,Y,N,"1136 S WOOSTER ST, 90035",1136,S,WOOSTER,ST,90035,34.0559739314,-118.382460133,"(34.0559739314, -118.382460133)",632,J,3,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,639,828,,6,95
1-1523519031,12/31/2019 04:09:00 PM,01/03/2020 03:11:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:11:00 PM,Y,N,"6128 S 11TH AVE, 90043",6128,S,11TH,AVE,90043,33.9838003133,-118.32926789,"(33.9838003133, -118.32926789)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,755,1038,7,14,24
1-1523521564,12/31/2019 04:09:00 PM,01/22/2020 12:55:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2020 12:00:00 AM,01/22/2020 12:43:00 PM,Y,,"2601 S MIDVALE AVE, 90064",2601,S,MIDVALE,AVE,90064,34.0360630735,-118.426682717,"(34.0360630735, -118.426682717)",632,D,6,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,888,1251,9,6,75
1-1523521691,12/31/2019 04:09:00 PM,01/04/2020 01:34:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/04/2020 12:00:00 AM,01/04/2020 01:34:00 PM,Y,N,"7638 N MINSTREL AVE, 91304",7638,N,MINSTREL,AVE,91304,34.209477219,-118.624530854,"(34.209477219, -118.624530854)",529,H,4,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4279,284,1469,,2,44
1-1523518942,12/31/2019 04:09:00 PM,01/07/2020 12:57:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2020 12:00:00 AM,01/07/2020 12:57:00 PM,Y,,"511 W JAMES ST, 90065",511,W,JAMES,ST,90065,34.092024006,-118.217505667,"(34.092024006, -118.217505667)",594,J,5,East Los Angeles APC,1,Gilbert Cedillo,102,GREATER CYPRESS PARK NC,NORTHEAST,24030,377,482,13,11,94
1-1523522891,12/31/2019 04:09:00 PM,01/02/2020 07:46:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 07:46:00 AM,Y,N,"995 N FIGUEROA TER, 90012",995,N,FIGUEROA,TER,90012,34.0684101694,-118.244829876,"(34.0684101694, -118.244829876)",634,F,1,Central APC,1,Gilbert Cedillo,128,HISTORIC CULTURAL NORTH NC,CENTRAL,22728,484,1368,,11,28
1-1523522611,12/31/2019 04:08:00 PM,01/04/2020 08:28:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 08:26:00 AM,Y,N,"1136 S WOOSTER ST, 90035",1136,S,WOOSTER,ST,90035,34.0559739314,-118.382460133,"(34.0559739314, -118.382460133)",632,J,3,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,639,828,,6,95
1-1523522651,12/31/2019 04:08:00 PM,01/03/2020 03:11:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:11:00 PM,Y,N,"6128 S 11TH AVE, 90043",6128,S,11TH,AVE,90043,33.9838003133,-118.32926789,"(33.9838003133, -118.32926789)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,755,1038,7,14,24
1-1523523253,12/31/2019 04:08:00 PM,01/02/2020 01:17:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 01:17:00 PM,Y,,"17006 W SHERMAN WAY, 91406",17006,W,SHERMAN,WAY,91406,34.2009275051,-118.503672342,"(34.2009275051, -118.503672342)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523521454,12/31/2019 04:08:00 PM,02/03/2020 08:32:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,EV,01/06/2020 12:00:00 AM,02/03/2020 08:31:00 AM,Y,,"13700 W SHERMAN WAY, 91405",13700,W,SHERMAN,WAY,91405,34.2009216397,-118.43167158,"(34.2009216397, -118.43167158)",532,C,4,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,234,506,,5,18
1-1523522711,12/31/2019 04:08:00 PM,01/09/2020 06:02:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,HB,01/09/2020 12:00:00 AM,01/09/2020 06:02:00 PM,Y,N,"1116 N BLINN AVE, 90744",1116,N,BLINN,AVE,90744,33.7859566248,-118.244909059,"(33.7859566248, -118.244909059)",794,G,5,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,962,1204,,15,15
1-1523516031,12/31/2019 04:07:00 PM,01/03/2020 01:50:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 01:50:00 PM,Y,N,"6128 S 11TH AVE, 90043",6128,S,11TH,AVE,90043,33.9838003133,-118.32926789,"(33.9838003133, -118.32926789)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,755,1038,7,14,24
1-1523516151,12/31/2019 04:07:00 PM,01/07/2020 03:41:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/07/2020 12:00:00 AM,01/07/2020 10:23:00 AM,Y,N,"20830 W SATICOY ST, 91306",20830,W,SATICOY,ST,91306,34.2081529907,-118.587212765,"(34.2081529907, -118.587212765)",530,C,4,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,272,273,,4,66
1-1523522561,12/31/2019 04:07:00 PM,01/03/2020 03:28:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 03:28:00 PM,Y,N,"629 N ARDMORE AVE, 90004",629,N,ARDMORE,AVE,90004,34.0825986066,-118.301904739,"(34.0825986066, -118.301904739)",593,J,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,452,932,,8,89
1-1523512936,12/31/2019 04:07:00 PM,01/02/2020 10:48:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 10:48:00 AM,Y,,"17036 W SHERMAN WAY, 91406",17036,W,SHERMAN,WAY,91406,34.2009263482,-118.504664472,"(34.2009263482, -118.504664472)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523516063,12/31/2019 04:07:00 PM,12/31/2019 04:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,12/31/2019 04:10:00 PM,Y,,"819 S SPRING ST, 90014",,S,,ST,90014,34.04284019,-118.2540468,"(34.0428401854, -118.254046817)",634,E,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,1319,,9,76
1-1523516079,12/31/2019 04:07:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,Y,,"742 S BROADWAY, 90014",,S,,,90014,34.04408653,-118.2541984,"(34.04408653, -118.254198374)",634,E,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,1319,,9,76
1-1523516051,12/31/2019 04:07:00 PM,12/31/2019 04:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:10:00 PM,Y,,"715 N NORTH SPRING ST, 90012",,N,,ST,90012,34.06029058,-118.2378712,"(34.0602905815, -118.237871161)",634,G,2,Central APC,1,,128,HISTORIC CULTURAL NORTH NC,CENTRAL,22728,539,449,,11,28
1-1523518691,12/31/2019 04:07:00 PM,01/04/2020 10:48:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/04/2020 12:00:00 AM,01/04/2020 10:48:00 AM,Y,N,"7638 N MINSTREL AVE, 91304",7638,N,MINSTREL,AVE,91304,34.209477219,-118.624530854,"(34.209477219, -118.624530854)",529,H,4,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4279,284,1469,,2,44
1-1523516074,12/31/2019 04:07:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,Y,,"736 S BROADWAY, 90014",,S,,,90014,34.04460393,-118.2538206,"(34.0446039267, -118.253820626)",634,E,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,1319,,9,76
1-1523516069,12/31/2019 04:07:00 PM,12/31/2019 04:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 04:03:00 PM,12/31/2019 04:10:00 PM,Y,,"821 N NORTH SPRING ST, 90012",,N,,ST,90012,34.06216583,-118.2369757,"(34.0621658341, -118.236975675)",634,G,2,Central APC,1,,128,HISTORIC CULTURAL NORTH NC,CENTRAL,22728,540,449,,11,28
1-1523516112,12/31/2019 04:07:00 PM,01/02/2020 02:30:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,01/02/2020 02:30:00 PM,Y,,"1549 S BROADWAY, 90015",,S,,,90015,34.03456121,-118.2634182,"(34.0345612115, -118.263418247)",634,D,6,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23076,693,1291,,9,76
1-1523515585,12/31/2019 04:07:00 PM,01/08/2020 01:53:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,GAP,01/04/2020 01:53:00 PM,01/08/2020 01:53:00 PM,Y,N,"414 E 111TH PL, 90061",414,E,111TH,PL,90061,33.93380344,-118.2667217,"(33.9338034397, -118.266721683)",704,D,6,South Los Angeles APC,8,Marqueece Harris-Dawson,,,SOUTHEAST,24355,808,1190,7,14,
1-1523516057,12/31/2019 04:07:00 PM,12/31/2019 04:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,12/31/2019 04:10:00 PM,Y,,"809 S SPRING ST, 90014",,S,,ST,90014,34.0429799,-118.2539166,"(34.0429799, -118.253916581)",634,E,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,1319,,9,76
1-1523516081,12/31/2019 04:07:00 PM,01/03/2020 08:37:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 08:37:00 AM,Y,N,"3428 W 77TH ST, 90043",3428,W,77TH,ST,90043,33.9698537929,-118.331995127,"(33.9698537929, -118.331995127)",703,F,1,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,759,1071,7,14,24
1-1523516097,12/31/2019 04:07:00 PM,12/31/2019 04:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 04:03:00 PM,12/31/2019 04:10:00 PM,Y,,"1501 S BROADWAY, 90015",,S,,,90015,34.03487674,-118.263163,"(34.0348767359, -118.263162964)",634,D,6,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23076,693,1291,,9,76
1-1523518611,12/31/2019 04:06:00 PM,01/06/2020 08:49:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,NC,01/06/2020 12:00:00 AM,01/06/2020 09:23:00 AM,Y,N,"1043 E CESAR E CHAVEZ AVE, 90033",1043,E,CESAR E CHAVEZ,AVE,90033,34.0537331282,-118.224097299,"(34.0537331282, -118.224097299)",634,J,3,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1322,,9,38
1-1523521381,12/31/2019 04:06:00 PM,01/02/2020 11:30:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/02/2020 12:00:00 AM,01/02/2020 11:27:00 AM,Y,N,"11501 W OHIO AVE, 90025",11501,W,OHIO,AVE,90025,34.0466764732,-118.453266494,"(34.0466764732, -118.453266494)",632,A,5,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,863,1380,9,10,50
1-1523522231,12/31/2019 04:05:00 PM,01/02/2020 12:56:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 12:56:00 PM,Y,N,"833 N VENDOME ST, 90026",833,N,VENDOME,ST,90026,34.0820610917,-118.276124212,"(34.0820610917, -118.276124212)",594,C,7,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,473,1297,,8,90
1-1523515572,12/31/2019 04:05:00 PM,01/02/2020 10:48:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 10:48:00 AM,Y,,"17055 W ENADIA WAY, 91406",17055,W,ENADIA,WAY,91406,34.200264346,-118.505258367,"(34.200264346, -118.505258367)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523512119,12/31/2019 04:04:00 PM,01/02/2020 10:49:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 10:49:00 AM,Y,,"17001 W ENADIA WAY, 91406",17001,W,ENADIA,WAY,91406,34.2002584795,-118.503474268,"(34.2002584795, -118.503474268)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523515051,12/31/2019 04:04:00 PM,01/04/2020 02:11:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,HB,01/09/2020 12:00:00 AM,01/04/2020 02:11:00 PM,Y,N,"1013 N RONAN AVE, 90744",1013,N,RONAN,AVE,90744,33.7828930928,-118.272127817,"(33.7828930928, -118.272127817)",794,D,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,959,641,,15,15
