SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523535813,12/31/2019 04:46:00 PM,01/03/2020 02:36:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,Android,N,CCAC,01/03/2020 12:00:00 AM,01/03/2020 02:36:00 PM,Y,N,"1651 N ECHO PARK AVE, 90026",1651,N,ECHO PARK,AVE,90026,34.08244249,-118.2546431,"(34.0824424943, -118.254643059)",594,E,6,East Los Angeles APC,13,Mitch O'Farrell,44,ECHO PARK NC,NORTHEAST,23444,481,254,,8,31
1-1523535790,12/31/2019 04:45:00 PM,01/03/2020 03:16:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:16:00 PM,Y,,"2319 W SOUTHWEST DR, 90043",2319,W,SOUTHWEST,DR,90043,33.9828242101,-118.319141886,"(33.9828242101, -118.319141886)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1059,7,14,24
1-1523537721,12/31/2019 04:45:00 PM,01/02/2020 04:04:00 PM,SR Created,OCB,Graffiti Removal,Closed,Call,ITA,,N,WVA,01/02/2020 01:20:00 PM,01/02/2020 04:04:00 PM,Y,N,"20533 W PARTHENIA ST, 91306",20533,W,PARTHENIA,ST,91306,34.22834148,-118.5809046,"(34.2283414807, -118.580904588)",530,D,1,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE,4279,102,1542,,4,66
1-1523535712,12/31/2019 04:45:00 PM,01/07/2020 03:53:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2020 12:00:00 AM,01/07/2020 03:53:00 PM,Y,,"1300 W YOSEMITE DR, 90041",1300,W,YOSEMITE,DR,90041,34.1330966945,-118.193733446,"(34.1330966945, -118.193733446)",565,C,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,364,572,,9,60
1-1523535625,12/31/2019 04:43:00 PM,12/31/2019 10:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 10:45:00 PM,Y,,"13816 W OXNARD ST, 91356",,W,,ST,91356,34.17930953,-118.5508024,"(34.179309527, -118.550802438)",560,G,1,South Valley APC,3,,17,TARZANA NC,WEST VALLEY,19339,317,1493,,4,10
1-1523535675,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"15206 W BURBANK BLVD, 91411",,W,,BLVD,91411,34.17200173,-118.4641717,"(34.1720017256, -118.464171718)",561,H,2,South Valley APC,4,,26,SHERMAN OAKS NC,VAN NUYS,19735,246,649,,7,83
1-1523535668,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"15229 W BURBANK BLVD, 91411",,W,,BLVD,91411,34.17219375,-118.4646278,"(34.1721937511, -118.464627827)",561,H,2,South Valley APC,4,,20,VAN NUYS NC,VAN NUYS,19735,241,882,,7,18
1-1523535661,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"15235 W BURBANK BLVD, 91411",,W,,BLVD,91411,34.17219366,-118.4647522,"(34.1721936622, -118.464752167)",561,H,2,South Valley APC,4,,20,VAN NUYS NC,VAN NUYS,19735,241,882,,7,18
1-1523535654,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"15231 W BURBANK BLVD, 91411",,W,,BLVD,91411,34.17219372,-118.4646693,"(34.1721937215, -118.464669274)",561,H,2,South Valley APC,4,,20,VAN NUYS NC,VAN NUYS,19735,241,882,,7,18
1-1523535611,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"5617 N WOODMAN AVE, 91401",,N,,AVE,91401,34.17269096,-118.4314837,"(34.1726909554, -118.431483699)",562,C,1,South Valley APC,2,,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,244,400,,5,70
1-1523535639,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"13955 W OXNARD ST, 91401",,W,,ST,91401,34.17948229,-118.436793,"(34.1794822855, -118.436792964)",532,B,7,South Valley APC,2,,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,243,510,,5,70
1-1523535647,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"13705 W BURBANK BLVD, 91401",,W,,BLVD,91401,34.17221095,-118.4314627,"(34.172210952, -118.431462732)",562,C,1,South Valley APC,2,,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,244,400,,5,70
1-1523535632,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"5615 N WOODMAN AVE, 91401",,N,,AVE,91401,34.17265371,-118.4314938,"(34.1726537113, -118.431493792)",562,C,1,South Valley APC,2,,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,244,400,,5,70
1-1523535721,12/31/2019 04:43:00 PM,01/02/2020 02:44:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,WLA,01/02/2020 12:00:00 AM,01/02/2020 02:44:00 PM,Y,N,"10650 W KINNARD AVE, 90024",10650,W,KINNARD,AVE,90024,34.055611664,-118.433170461,"(34.055611664, -118.433170461)",632,C,4,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,856,745,9,6,72
1-1523535618,12/31/2019 04:43:00 PM,12/31/2019 04:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:36:00 PM,12/31/2019 04:45:00 PM,Y,,"13957 W OXNARD ST, 91401",,W,,ST,91401,34.17948227,-118.4368329,"(34.1794822678, -118.436832853)",532,B,7,South Valley APC,2,,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,243,510,,5,70
1-1523534831,12/31/2019 04:42:00 PM,01/01/2020 09:03:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,ITA,,N,HB,,01/01/2020 09:02:00 AM,Y,N,"1122 E 94TH ST, 90002",1122,E,94TH,ST,90002,33.9509163917,-118.25554431,"(33.9509163917, -118.25554431)",704,E,4,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22351,806,1174,7,13,45
1-1523533791,12/31/2019 04:42:00 PM,01/07/2020 07:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,WV,01/07/2020 12:00:00 AM,01/07/2020 07:28:00 AM,Y,N,"21001 W PLUMMER ST, 91311",21001,W,PLUMMER,ST,91311,34.2428478443,-118.590989292,"(34.2428478443, -118.590989292)",500,B,6,North Valley APC,12,John Lee,99,CHATSWORTH NC,DEVONSHIRE,4284,98,314,,2,43
1-1523535444,12/31/2019 04:42:00 PM,01/04/2020 07:40:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,NC,01/04/2020 12:00:00 AM,01/04/2020 07:38:00 AM,Y,,"313 S HARVARD BLVD, 90020",313,S,HARVARD,BLVD,90020,34.068565236,-118.304388749,"(34.068565236, -118.304388749)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,593,879,,12,89
1-1523535579,12/31/2019 04:42:00 PM,01/02/2020 01:27:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/02/2020 12:00:00 AM,01/02/2020 01:27:00 PM,Y,,"12012 W GOSHEN AVE, 90049",12012,W,GOSHEN,AVE,90049,34.0459860386,-118.466845713,"(34.0459860386, -118.466845713)",631,H,5,West Los Angeles APC,11,Mike Bonin,65,BRENTWOOD CC,WEST LOS ANGELES,23680,844,1383,9,10,
1-1523535461,12/31/2019 04:41:00 PM,01/02/2020 08:51:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 08:51:00 AM,Y,N,"10200 N WOODLEY AVE, 91343",10200,N,WOODLEY,AVE,91343,34.2556754309,-118.484716063,"(34.2556754309, -118.484716063)",501,E,4,North Valley APC,12,John Lee,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,18914,76,251,,2,88
1-1523534741,12/31/2019 04:41:00 PM,01/02/2020 03:22:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,WVA,01/02/2020 01:15:00 PM,01/02/2020 03:22:00 PM,Y,N,"7020 N SHOUP AVE, 91307",7020,N,SHOUP,AVE,91307,34.19786179,-118.6144864,"(34.1978617891, -118.614486383)",529,J,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,297,1473,,4,37
1-1523535481,12/31/2019 04:41:00 PM,01/02/2020 02:45:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,WLA,01/02/2020 12:00:00 AM,01/02/2020 02:45:00 PM,Y,N,"10650 W KINNARD AVE, 90024",10650,W,KINNARD,AVE,90024,34.055611664,-118.433170461,"(34.055611664, -118.433170461)",632,C,4,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,856,745,9,6,72
1-1523533691,12/31/2019 04:40:00 PM,01/04/2020 02:22:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 02:22:00 PM,Y,N,"1835 S ORANGE GROVE AVE, 90019",1835,S,ORANGE GROVE,AVE,90019,34.0420941639,-118.368672098,"(34.0420941639, -118.368672098)",633,A,5,South Los Angeles APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE,23080,887,1102,,12,23
1-1523534661,12/31/2019 04:40:00 PM,01/03/2020 02:24:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WLA,01/03/2020 12:00:00 AM,01/03/2020 11:50:00 AM,Y,N,"8342 W BLACKBURN AVE, 90048",8342,W,BLACKBURN,AVE,90048,34.0717969407,-118.37175693,"(34.0717969407, -118.37175693)",633,A,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,631,1094,,6,26
1-1523533651,12/31/2019 04:40:00 PM,01/31/2020 11:37:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,Self Service,,N,WV,01/10/2020 12:00:00 AM,01/31/2020 11:35:00 AM,Y,N,"23001 W VANOWEN ST, 91307",23001,W,VANOWEN,ST,91307,34.1938760121,-118.628127548,"(34.1938760121, -118.628127548)",529,G,6,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4283,300,1475,,2,44
1-1523533631,12/31/2019 04:40:00 PM,01/03/2020 08:42:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,N,WV,01/03/2020 12:00:00 AM,01/03/2020 08:42:00 AM,Y,N,"4181 N HAYVENHURST DR, 91436",4181,N,HAYVENHURST,DR,91436,34.1461097377,-118.492534566,"(34.1461097377, -118.492534566)",561,E,5,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,327,1501,,6,62
1-1523537331,12/31/2019 04:39:00 PM,01/03/2020 05:27:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/03/2020 05:27:00 AM,Y,N,"17150 W VINTAGE ST, 91325",17150,W,VINTAGE,ST,91325,34.2520774956,-118.507008705,"(34.2520774956, -118.507008705)",501,C,5,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,84,1420,,2,87
1-1523533501,12/31/2019 04:39:00 PM,01/07/2020 01:18:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,Self Service,,N,WV,01/07/2020 12:00:00 AM,01/07/2020 01:18:00 PM,Y,N,"OWENSMOUTH AVE AT ECCLES ST, 91304",,,,,91304,34.2227616626,-118.601904899,"(34.2227616626, -118.601904899)",530,A,2,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4279,93,411,,4,37
1-1523537243,12/31/2019 04:39:00 PM,01/02/2020 02:14:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/02/2020 12:00:00 AM,01/02/2020 02:13:00 PM,Y,,"336 N FIRMIN ST, 90026",336,N,FIRMIN,ST,90026,34.0639923302,-118.254298138,"(34.0639923302, -118.254298138)",634,E,2,Central APC,1,Gilbert Cedillo,44,ECHO PARK NC,RAMPART,23444,548,397,54,11,31
1-1523537381,12/31/2019 04:39:00 PM,01/07/2020 03:56:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,EV,01/07/2020 12:00:00 AM,01/07/2020 10:14:00 AM,Y,N,"5311 N COLDWATER CANYON AVE, 91401",5311,N,COLDWATER CANYON,AVE,91401,34.1669949583,-118.414017678,"(34.1669949583, -118.414017678)",562,E,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19729,203,645,,7,83
1-1523537261,12/31/2019 04:37:00 PM,01/02/2020 07:59:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 07:59:00 AM,Y,N,"17150 W VINTAGE ST, 91325",17150,W,VINTAGE,ST,91325,34.2520774956,-118.507008705,"(34.2520774956, -118.507008705)",501,C,5,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,84,1420,,2,87
1-1523533111,12/31/2019 04:36:00 PM,12/31/2019 04:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:35:00 PM,12/31/2019 04:40:00 PM,Y,,"18346 W SATICOY ST, 91335",,W,,ST,91335,34.20828214,-118.5331033,"(34.2082821404, -118.533103291)",530,J,4,South Valley APC,3,,15,RESEDA NC,WEST VALLEY,18909,258,284,,4,12
1-1523532127,12/31/2019 04:34:00 PM,01/07/2020 03:19:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,EV,01/07/2020 12:00:00 AM,01/07/2020 10:48:00 AM,Y,,"7868 N SANCOLA AVE, 91352",7868,N,SANCOLA,AVE,91352,34.2138005656,-118.354087592,"(34.2138005656, -118.354087592)",533,C,3,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL,19335,167,1375,,5,21
1-1523532804,12/31/2019 04:33:00 PM,01/02/2020 12:27:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,Y,NC,01/02/2020 12:00:00 AM,01/02/2020 12:27:00 PM,Y,,"222 S VENDOME ST, 90057",222,S,VENDOME,ST,90057,34.069633074,-118.2834631,"(34.069633074, -118.2834631)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,24352,555,941,,8,80
1-1523534241,12/31/2019 04:33:00 PM,01/04/2020 01:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 01:35:00 PM,Y,N,"12318 W VENICE BLVD, 90066",12318,W,VENICE,BLVD,90066,34.0041559906,-118.432701155,"(34.0041559906, -118.432701155)",672,C,4,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,899,861,10,10,27
1-1523533021,12/31/2019 04:33:00 PM,01/02/2020 02:51:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,ITA,,N,HB,01/02/2020 12:00:00 AM,01/02/2020 02:51:00 PM,Y,N,"663 W 35TH ST, 90731",663,W,35TH,ST,90731,33.7123121883,-118.291300509,"(33.7123121883, -118.291300509)",854,B,2,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,1522,15,15,33
1-1523532074,12/31/2019 04:33:00 PM,01/07/2020 04:13:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,Y,NC,01/07/2020 12:00:00 AM,01/07/2020 04:13:00 PM,Y,,"804 N AVENUE 50, 90042",804,N,AVENUE 50,,90042,34.1132678459,-118.207800634,"(34.1132678459, -118.207800634)",595,B,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,368,586,,11,93
1-1523531974,12/31/2019 04:32:00 PM,01/03/2020 09:21:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NDFY,01/02/2020 09:20:00 AM,01/03/2020 09:21:00 AM,Y,N,"13450 W KITTRIDGE ST, 91401",13450,W,KITTRIDGE,ST,91401,34.19020137,-118.4261712,"(34.1902013749, -118.426171172)",532,C,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,184,499,,5,70
1-1523531961,12/31/2019 04:31:00 PM,01/02/2020 08:20:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/02/2020 12:00:00 AM,01/02/2020 08:20:00 AM,Y,,"414 S WITMER ST, 90017",414,S,WITMER,ST,90017,34.0575963138,-118.264244966,"(34.0575963138, -118.264244966)",634,D,3,Central APC,1,Gilbert Cedillo,97,WESTLAKE NORTH NC,RAMPART,23078,565,1047,54,11,67
1-1523529951,12/31/2019 04:30:00 PM,01/04/2020 02:29:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/04/2020 02:29:00 PM,Y,N,"4510 N WHITSETT AVE, 91604",4510,N,WHITSETT,AVE,91604,34.1523902376,-118.405124448,"(34.1523902376, -118.405124448)",562,F,4,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,345,1340,,5,84
1-1523532681,12/31/2019 04:30:00 PM,01/03/2020 03:02:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,NDFY,01/03/2020 03:01:00 PM,01/03/2020 03:02:00 PM,Y,N,"11820 W KITTRIDGE ST, 91606",11820,W,KITTRIDGE,ST,91606,34.19008965,-118.3906177,"(34.1900896466, -118.390617746)",532,G,6,South Valley APC,2,Paul Krekorian,24,NOHO NC,NORTH HOLLYWOOD,8889,189,489,,5,13
1-1523532631,12/31/2019 04:30:00 PM,01/06/2020 04:06:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/06/2020 12:00:00 AM,01/06/2020 04:06:00 PM,Y,N,"8256 S TUSCANY AVE, 90293",8256,S,TUSCANY,AVE,90293,33.9592559751,-118.439417911,"(33.9592559751, -118.439417911)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,25075,929,1141,10,10,16
1-1523532422,12/31/2019 04:30:00 PM,01/04/2020 02:23:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/04/2020 12:00:00 AM,01/04/2020 02:23:00 PM,Y,,"24529 W STARLIGHT LANE, 91307",24529,W,STARLIGHT,LANE,91307,34.2046359246,-118.656830427,"(34.2046359246, -118.656830427)",529,D,4,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4283,285,528,,2,44
1-1523529001,12/31/2019 04:30:00 PM,01/02/2020 02:12:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 02:12:00 PM,Y,N,"17806 W KINZIE ST, 91325",17806,W,KINZIE,ST,91325,34.2484612386,-118.521753986,"(34.2484612386, -118.521753986)",501,A,5,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,106,497,,2,87
1-1523531661,12/31/2019 04:29:49 PM,02/24/2020 10:19:03 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,Y,NC,01/03/2020 12:00:00 AM,02/24/2020 10:13:59 AM,Y,N,"1063 S PRADO ST, 90023",1063,S,PRADO,ST,90023,34.0208516881,-118.1931443,"(34.0208516881, -118.1931443)",675,C,1,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,527,957,,9,38
1-1523531621,12/31/2019 04:29:00 PM,01/07/2020 03:53:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,NDFY,01/07/2020 03:53:00 PM,01/07/2020 03:53:00 PM,Y,N,"11750 W KITTRIDGE ST, 91606",11750,W,KITTRIDGE,ST,91606,34.19018194,-118.3895422,"(34.190181935, -118.389542167)",532,H,6,South Valley APC,2,Paul Krekorian,24,NOHO NC,NORTH HOLLYWOOD,8889,189,489,,5,13
1-1523528881,12/31/2019 04:29:00 PM,01/03/2020 03:44:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 08:51:00 AM,Y,N,"433 W 90TH ST, 90003",433,W,90TH,ST,90003,33.9551458024,-118.281669868,"(33.9551458024, -118.281669868)",704,B,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,801,931,7,14,45
1-1523526875,12/31/2019 04:29:00 PM,01/04/2020 08:17:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2020 12:00:00 AM,01/04/2020 08:17:00 AM,Y,,"1042 S ARDMORE AVE, 90006",1042,S,ARDMORE,AVE,90006,34.0514069379,-118.301975732,"(34.0514069379, -118.301975732)",633,J,4,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22723,617,646,,12,89
1-1523531531,12/31/2019 04:28:00 PM,01/02/2020 01:01:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 09:49:00 AM,Y,N,"1214 S SPENCE ST, 90023",1214,S,SPENCE,ST,90023,34.0199037787,-118.202644063,"(34.0199037787, -118.202644063)",675,B,1,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,528,1269,,9,38
1-1523532481,12/31/2019 04:28:00 PM,01/06/2020 11:00:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,NDFY,01/05/2020 10:59:00 AM,01/06/2020 11:00:00 AM,Y,N,"KITTRIDGE ST AT LANKERSHIM BLVD, 91606",,,,,91606,34.19029174,-118.3878212,"(34.1902917357, -118.387821246)",532,H,6,South Valley APC,2,Paul Krekorian,24,NOHO NC,NORTH HOLLYWOOD,8889,189,489,,5,13
1-1523528821,12/31/2019 04:28:00 PM,02/11/2020 08:50:00 AM,SR Created,BSL,Single Streetlight Issue,Closed,Self Service,Self Service,,N,CENTRAL,,02/11/2020 08:50:00 AM,Y,Y,"840 S BURNSIDE AVE, 90036",840,S,BURNSIDE,AVE,90036,34.05947677,-118.3504633,"(34.05947677, -118.350463349999)",633,C,3,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE,23667,637,1293,,7,26
1-1523528781,12/31/2019 04:28:00 PM,01/03/2020 02:59:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 02:59:00 PM,Y,N,"832 W 84TH ST, 90044",832,W,84TH,ST,90044,33.9623167919,-118.288158906,"(33.9623167919, -118.288158906)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,23675,783,1005,7,14,45
1-1523528176,12/31/2019 04:27:00 PM,01/04/2020 11:52:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2020 12:00:00 AM,01/04/2020 11:52:00 AM,Y,,"1038 S ARDMORE AVE, 90006",1038,S,ARDMORE,AVE,90006,34.0515360315,-118.301977071,"(34.0515360315, -118.301977071)",633,J,4,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22723,617,646,,12,89
1-1523532361,12/31/2019 04:27:00 PM,01/03/2020 03:13:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:13:00 PM,Y,N,"433 W 90TH ST, 90003",433,W,90TH,ST,90003,33.9551458024,-118.281669868,"(33.9551458024, -118.281669868)",704,B,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,801,931,7,14,45
1-1523532271,12/31/2019 04:27:00 PM,01/02/2020 08:12:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 08:12:00 AM,Y,N,"17806 W KINZIE ST, 91325",17806,W,KINZIE,ST,91325,34.2484612386,-118.521753986,"(34.2484612386, -118.521753986)",501,A,5,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,106,497,,2,87
1-1523531391,12/31/2019 04:27:00 PM,01/08/2020 09:29:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,WV,01/07/2020 12:00:00 AM,01/08/2020 09:28:00 AM,Y,N,"18140 W SAN FERNANDO MISSION BLVD, 91326",18140,W,SAN FERNANDO MISSION,BLVD,91326,34.2719507114,-118.528930366,"(34.2719507114, -118.528930366)",500,J,2,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18905,82,1415,,2,87
1-1523528592,12/31/2019 04:27:00 PM,01/02/2020 12:29:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,Y,NC,01/02/2020 12:00:00 AM,01/02/2020 12:26:00 PM,Y,,"200 S RENO ST, 90057",200,S,RENO,ST,90057,34.0696003053,-118.282315675,"(34.0696003053, -118.282315675)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,24352,555,941,,8,80
