SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-2155170791,01/01/2022 02:07:12 PM,01/07/2022 07:19:55 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/07/2022 12:00:00 AM,01/07/2022 08:07:25 AM,Y,N,"2884 S DUNLEER PL, 90064",2884,S,DUNLEER,PL,90064,34.0345498335,-118.417522996,"(34.0345498335, -118.417522996)",632,E,6,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-2155166361,01/01/2022 02:07:14 PM,01/06/2022 04:45:13 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,Self Service_SAN,,N,EV,01/06/2022 12:00:00 AM,01/06/2022 04:36:38 PM,Y,N,"15444 W WYANDOTTE ST, 91406",15444,W,WYANDOTTE,ST,91406,34.2028228329,-118.469974249,"(34.2028228329, -118.469974249)",531,G,4,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-2155169721,01/01/2022 02:07:22 PM,01/07/2022 02:29:19 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,Y,EV,01/06/2022 12:00:00 AM,01/06/2022 10:00:15 AM,Y,N,"7321 N LENNOX AVE, 91405",7321,N,LENNOX,AVE,91405,34.2033613837,-118.446498879,"(34.2033613837, -118.446498879)",532,A,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155168091,01/01/2022 02:07:25 PM,01/03/2022 07:31:47 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:49:44 PM,Y,N,"8515 S FALMOUTH AVE, 90293",8515,S,FALMOUTH,AVE,90293,33.9580096322,-118.437134834,"(33.9580096322, -118.437134834)",702,C,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-2155170821,01/01/2022 02:07:32 PM,01/07/2022 04:36:31 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 09:15:17 AM,Y,,"7452 N HAZELTINE AVE, 91405",7452,N,HAZELTINE,AVE,91405,34.2064688782,-118.439844696,"(34.2064688782, -118.439844696)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155169791,01/01/2022 02:08:56 PM,03/01/2022 10:52:45 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,WLA,01/10/2022 12:00:00 AM,03/01/2022 10:51:59 PM,Y,,"10147 W VENICE BLVD, 90034",10147,W,VENICE,BLVD,90034,34.0219768492,-118.401772105,"(34.0219768492, -118.401772105)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-2155170941,01/01/2022 02:09:37 PM,04/12/2022 12:29:39 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,EV,01/10/2022 12:00:00 AM,04/12/2022 12:01:38 PM,Y,,"13825 W VAN NUYS BLVD, 91331",13825,W,VAN NUYS,BLVD,91331,34.257568759,-118.434250246,"(34.257568759, -118.434250246)",502,B,4,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-2155170991,01/01/2022 02:09:49 PM,01/03/2022 07:38:09 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:09:27 PM,Y,,"3773 S GREENWOOD AVE, 90066",3773,S,GREENWOOD,AVE,90066,33.9999740518,-118.443365134,"(33.9999740518, -118.443365134)",672,B,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155169881,01/01/2022 02:10:09 PM,01/03/2022 01:13:28 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,Android,N,NC,01/03/2022 12:00:00 AM,01/03/2022 01:11:41 PM,Y,,"3917 N BERENICE AVE, 90031",3917,N,BERENICE,AVE,90031,34.0887952967,-118.205413342,"(34.0887952967, -118.205413342)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,Arroyo Seco,HOLLENBECK
1-2155171111,01/01/2022 02:10:55 PM,01/04/2022 08:19:22 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:18:18 PM,Y,N,"11438 W ARMINTA ST, 91605",11438,W,ARMINTA,ST,91605,34.2136914013,-118.380378823,"(34.2136914013, -118.380378823)",532,J,3,North Valley APC,6,Nury Martinez,23,North Hollywood Northeast,FOOTHILL
1-2155168391,01/01/2022 02:10:59 PM,01/03/2022 01:44:48 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/03/2022 12:00:00 AM,01/03/2022 01:43:19 PM,Y,N,"6632 N BAIRD AVE, 91335",6632,N,BAIRD,AVE,91335,34.1912374741,-118.537484936,"(34.1912374741, -118.537484936)",530,J,6,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-2155172681,01/01/2022 02:11:10 PM,01/07/2022 08:52:19 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,Y,NC,01/07/2022 12:00:00 AM,01/07/2022 09:18:44 AM,Y,,"6332 W PRIMROSE AVE, 90068",6332,W,PRIMROSE,AVE,90068,34.1096482982,-118.327973557,"(34.1096482982, -118.327973557)",593,F,3,Central APC,4,Nithya Raman,30,Hollywood United,HOLLYWOOD
1-2155172701,01/01/2022 02:11:42 PM,01/03/2022 09:36:55 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 09:31:21 AM,Y,N,"3216 S ROSEWOOD AVE, 90066",3216,S,ROSEWOOD,AVE,90066,34.0112767737,-118.451465756,"(34.0112767737, -118.451465756)",672,A,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155173451,01/01/2022 02:11:44 PM,01/04/2022 03:37:47 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WLA,01/04/2022 12:00:00 AM,01/04/2022 03:36:22 PM,Y,,"223 E HORIZON AVE, 90291",223,E,HORIZON,AVE,90291,33.9899258347,-118.47136905,"(33.9899258347, -118.47136905)",671,H,6,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-2155170041,01/01/2022 02:11:51 PM,01/01/2022 02:15:56 PM,SR Created,ITA,Other,Closed,Self Service,Self Service,,N,,,01/01/2022 02:15:55 PM,Y,N,"16724 W MAYALL ST, 91343",16724,W,MAYALL,ST,91343,34.2537227812,-118.496878131,"(34.2537227812, -118.496878131)",501,D,4,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-2155170081,01/01/2022 02:12:04 PM,01/04/2022 05:27:51 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/03/2022 12:00:00 AM,01/04/2022 09:04:25 AM,Y,N,"7357 N BONNIE PL, 91335",7357,N,BONNIE,PL,91335,34.2045704654,-118.555399763,"(34.2045704654, -118.555399763)",530,G,4,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-2155173541,01/01/2022 02:13:28 PM,01/07/2022 03:38:29 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2022 12:00:00 AM,01/07/2022 03:31:09 PM,Y,,"800 S 5TH AVE, 90005",800,S,5TH,AVE,90005,34.0578029054,-118.317379408,"(34.0578029054, -118.317379408)",633,G,3,Central APC,5,Paul Koretz,119,Greater Wilshire,OLYMPIC
1-2155172831,01/01/2022 02:13:34 PM,01/07/2022 02:08:35 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 08:08:44 AM,Y,,"13806 W SHERMAN WAY, 91405",13806,W,SHERMAN,WAY,91405,34.2009904941,-118.433873823,"(34.2009904941, -118.433873823)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155170261,01/01/2022 02:14:23 PM,01/03/2022 07:31:15 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:08:32 PM,Y,,"3769 S GREENWOOD AVE, 90066",3769,S,GREENWOOD,AVE,90066,34.0000781222,-118.443445627,"(34.0000781222, -118.443445627)",672,B,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155172981,01/01/2022 02:14:48 PM,01/06/2022 07:50:10 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,Y,WV,01/06/2022 12:00:00 AM,01/06/2022 07:49:48 AM,Y,,"6761 N RESEDA BLVD, 91335",6761,N,RESEDA,BLVD,91335,34.1935578694,-118.536271995,"(34.1935578694, -118.536271995)",530,J,6,South Valley APC,4,Nithya Raman,15,Reseda,WEST VALLEY
1-2155172991,01/01/2022 02:14:50 PM,01/04/2022 04:13:20 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/04/2022 04:11:24 PM,Y,,"18602 W BRYANT ST, 91324",18602,W,BRYANT,ST,91324,34.2271633077,-118.538521431,"(34.2271633077, -118.538521431)",530,H,1,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-2155173721,01/01/2022 02:15:16 PM,01/04/2022 12:23:14 AM,SR Created,LASAN,Bulky Items,Cancelled,Self Service,Self Service,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 12:23:14 AM,Y,N,"5709 N CORTEEN PL, 91607",5709,N,CORTEEN,PL,91607,34.1741407425,-118.402142543,"(34.1741407425, -118.402142543)",562,F,1,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-2155173751,01/01/2022 02:15:31 PM,01/01/2022 02:17:48 PM,SR Created,ITA,Other,Closed,Self Service,Self Service,,N,,,01/01/2022 02:17:48 PM,Y,N,"13032 N GARRIS AVE, 91344",13032,N,GARRIS,AVE,91344,34.3057111538,-118.515260583,"(34.3057111538, -118.515260583)",481,B,4,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-2155173031,01/01/2022 02:15:36 PM,01/06/2022 08:18:24 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 08:08:53 AM,Y,,"13820 W SHERMAN WAY, 91405",13820,W,SHERMAN,WAY,91405,34.2010213329,-118.434202217,"(34.2010213329, -118.434202217)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155173051,01/01/2022 02:16:04 PM,01/03/2022 01:51:58 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/03/2022 01:51:55 PM,01/03/2022 01:51:57 PM,Y,,"5325 N DE SOTO AVE, 91364",5325,N,DE SOTO,AVE,91364,34.1671979405,-118.588479456,"(34.1671979405, -118.588479456)",560,C,2,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-2155175461,01/01/2022 02:16:41 PM,01/02/2022 10:12:12 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,LASAN,,N,WV,,01/02/2022 10:12:11 AM,Y,N,"9558 N WILBUR AVE, 91324",9558,N,WILBUR,AVE,91324,34.244130898,-118.544757154,"(34.244130898, -118.544757154)",500,H,6,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-2155173101,01/01/2022 02:16:48 PM,01/03/2022 03:50:32 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:49:52 PM,Y,N,"2355 E ABBOT KINNEY BLVD, 90291",2355,E,ABBOT KINNEY,BLVD,90291,33.9879000656,-118.458337979,"(33.9879000656, -118.458337979)",671,J,6,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-2155173881,01/01/2022 02:17:02 PM,01/06/2022 04:13:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 04:11:13 PM,Y,,"8417 W BLACKBURN AVE, 90048",8417,W,BLACKBURN,AVE,90048,34.0722512417,-118.373925933,"(34.0722512417, -118.373925933)",633,A,1,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155175491,01/01/2022 02:17:08 PM,01/07/2022 03:01:40 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 08:08:29 AM,Y,,"13835 W SHERMAN WAY, 91405",13835,W,SHERMAN,WAY,91405,34.2013526592,-118.434818839,"(34.2013526592, -118.434818839)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155174011,01/01/2022 02:18:18 PM,01/03/2022 08:34:50 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/03/2022 08:33:21 AM,Y,,"18602 W BRYANT ST, 91324",18602,W,BRYANT,ST,91324,34.2271633077,-118.538521431,"(34.2271633077, -118.538521431)",530,H,1,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-2155175561,01/01/2022 02:18:19 PM,01/03/2022 07:16:35 AM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,NC,01/03/2022 12:00:00 AM,01/03/2022 07:16:16 AM,Y,,"495 E AVENUE 28, 90031",495,E,AVENUE 28,,90031,34.0808449421,-118.208023507,"(34.0808449421, -118.208023507)",595,B,7,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-2155174721,01/01/2022 02:18:25 PM,01/04/2022 04:24:52 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,Android,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:22:25 PM,Y,,"11304 W ARMINTA ST, 91352",11304,W,ARMINTA,ST,91352,34.2133660401,-118.377075326,"(34.2133660401, -118.377075326)",532,J,3,North Valley APC,6,Nury Martinez,8,Sun Valley,FOOTHILL
1-2155174041,01/01/2022 02:18:40 PM,01/03/2022 08:32:12 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 04:00:50 PM,Y,,"11872 W WASHINGTON PL, 90066",11872,W,WASHINGTON,PL,90066,34.0027165461,-118.423687046,"(34.0027165461, -118.423687046)",672,D,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155175641,01/01/2022 02:19:05 PM,01/04/2022 02:39:23 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WLA,01/04/2022 12:00:00 AM,01/04/2022 02:37:06 PM,Y,N,"547 N MUSKINGUM AVE, 90272",547,N,MUSKINGUM,AVE,90272,34.0439935606,-118.53927621,"(34.0439935606, -118.53927621)",630,J,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-2155173361,01/01/2022 02:19:40 PM,01/03/2022 07:06:58 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,WVA,01/03/2022 12:06:35 PM,01/03/2022 07:06:57 PM,Y,N,"5325 N DE SOTO AVE, 91364",5325,N,DE SOTO,AVE,91364,34.1671979405,-118.588479456,"(34.1671979405, -118.588479456)",560,C,2,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-2155174901,01/01/2022 02:19:48 PM,01/06/2022 11:54:15 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 12:58:01 PM,Y,,"14151 W SHERMAN WAY, 91405",14151,W,SHERMAN,WAY,91405,34.2013504897,-118.441934933,"(34.2013504897, -118.441934933)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155174161,01/01/2022 02:19:50 PM,01/05/2022 02:22:44 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,Android,N,WLA,01/05/2022 12:00:00 AM,01/05/2022 02:20:24 PM,Y,,"1625 S STONER AVE, 90025",1625,S,STONER,AVE,90025,34.0414167261,-118.455852987,"(34.0414167261, -118.455852987)",631,J,6,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-2155177421,01/01/2022 02:20:00 PM,01/03/2022 11:04:43 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:15:02 PM,Y,N,"8124 S TUSCANY AVE, 90293",8124,S,TUSCANY,AVE,90293,33.9611491862,-118.440615138,"(33.9611491862, -118.440615138)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-2155174951,01/01/2022 02:20:00 PM,01/03/2022 05:35:47 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/03/2022 01:18:37 PM,Y,,"17195 W CHATSWORTH ST, 91344",17195,W,CHATSWORTH,ST,91344,34.2649700153,-118.508605239,"(34.2649700153, -118.508605239)",501,C,3,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-2155177501,01/01/2022 02:20:20 PM,01/04/2022 10:50:24 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/04/2022 10:35:23 AM,Y,,"18602 W BRYANT ST, 91324",18602,W,BRYANT,ST,91324,34.2271633077,-118.538521431,"(34.2271633077, -118.538521431)",530,H,1,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-2155175781,01/01/2022 02:20:23 PM,01/05/2022 11:25:28 PM,SR Created,LASAN,Electronic Waste,Closed,Call,LASAN,,N,EV,01/05/2022 12:00:00 AM,01/05/2022 05:31:56 PM,Y,N,"11320 W LANDALE ST, 91602",11320,W,LANDALE,ST,91602,34.1519702304,-118.377506178,"(34.1519702304, -118.377506178)",562,J,4,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-2155175801,01/01/2022 02:20:29 PM,01/05/2022 07:38:37 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/05/2022 12:00:00 AM,01/05/2022 05:08:11 PM,Y,N,"1407 S BROCKTON AVE, 90025",1407,S,BROCKTON,AVE,90025,34.0427962829,-118.462745409,"(34.0427962829, -118.462745409)",631,H,5,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-2155175851,01/01/2022 02:20:48 PM,01/03/2022 08:08:17 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,Android,N,SLA,01/03/2022 12:00:00 AM,01/03/2022 09:08:57 AM,Y,,"2617 S BRONSON AVE, 90018",2617,S,BRONSON,AVE,90018,34.0319356685,-118.334012301,"(34.0319356685, -118.334012301)",633,E,7,South Los Angeles APC,10,Office of District 10,74,United Neighborhoods,SOUTHWEST
1-2155175861,01/01/2022 02:20:48 PM,01/08/2022 12:20:27 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/07/2022 12:00:00 AM,01/08/2022 12:09:59 PM,Y,N,"3725 S JASMINE AVE, 90034",3725,S,JASMINE,AVE,90034,34.023052414,-118.403269617,"(34.023052414, -118.403269617)",672,F,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-2155174301,01/01/2022 02:20:57 PM,01/05/2022 06:59:43 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,NC,01/05/2022 12:00:00 AM,01/05/2022 06:59:18 AM,Y,N,"1839 N SILENT ERA DR, 90026",1839,N,SILENT ERA,DR,90026,34.0889869163,-118.259943807,"(34.0889869163, -118.259943807)",594,E,6,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,NORTHEAST
1-2155175971,01/01/2022 02:21:40 PM,01/03/2022 08:44:40 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,SLA,01/03/2022 12:00:00 AM,01/03/2022 08:42:01 AM,Y,N,"2301 W 29TH PL, 90018",2301,W,29TH,PL,90018,34.02831777,-118.317898436,"(34.02831777, -118.317898436)",633,G,7,South Los Angeles APC,10,Office of District 10,74,United Neighborhoods,SOUTHWEST
1-2155177591,01/01/2022 02:21:52 PM,01/04/2022 05:59:12 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 02:17:18 PM,Y,N,"11018 W MORRISON ST, 91601",11018,W,MORRISON,ST,91601,34.1609153169,-118.371224486,"(34.1609153169, -118.371224486)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155174391,01/01/2022 02:22:00 PM,01/06/2022 10:37:44 AM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2022 12:00:00 AM,01/06/2022 10:29:30 AM,Y,,"13915 W SHERMAN WAY, 91405",13915,W,SHERMAN,WAY,91405,34.2013532668,-118.436183036,"(34.2013532668, -118.436183036)",532,B,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-2155178491,01/01/2022 02:22:39 PM,01/10/2022 02:34:24 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,HBT,01/07/2022 12:00:00 AM,01/10/2022 02:34:23 PM,Y,N,"2001 N IVAR AVE, 90068",2001,N,IVAR,AVE,90068,34.1069621682,-118.328473796,"(34.1069621682, -118.328473796)",593,F,3,Central APC,4,Nithya Raman,30,Hollywood United,HOLLYWOOD
1-2155176121,01/01/2022 02:22:40 PM,01/03/2022 11:51:46 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/03/2022 12:00:00 AM,01/03/2022 11:50:07 AM,Y,N,"1706 S HOBART BLVD, 90006",1706,S,HOBART,BLVD,90006,34.0424268887,-118.305187449,"(34.0424268887, -118.305187449)",633,J,5,South Los Angeles APC,10,Office of District 10,74,United Neighborhoods,OLYMPIC
1-2155175201,01/01/2022 02:22:40 PM,01/04/2022 04:19:54 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:16:58 PM,Y,N,"11018 W MORRISON ST, 91601",11018,W,MORRISON,ST,91601,34.1609153169,-118.371224486,"(34.1609153169, -118.371224486)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155178521,01/01/2022 02:23:17 PM,01/01/2022 03:25:19 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,LASAN,,N,HB,,01/01/2022 03:25:18 PM,Y,N,"616 W 92ND ST, 90044",616,W,92ND,ST,90044,33.9526542499,-118.285291311,"(33.9526542499, -118.285291311)",704,B,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-2155178551,01/01/2022 02:23:28 PM,01/03/2022 10:06:13 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/03/2022 10:00:24 AM,Y,,"11459 N HAYVENHURST AVE, 91344",11459,N,HAYVENHURST,AVE,91344,34.2789726431,-118.493715278,"(34.2789726431, -118.493715278)",501,D,1,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-2155180421,01/01/2022 02:24:35 PM,01/03/2022 08:13:12 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/03/2022 12:00:00 AM,01/03/2022 08:08:33 AM,Y,N,"2230 N PASADENA AVE, 90031",2230,N,PASADENA,AVE,90031,34.0754814539,-118.217894468,"(34.0754814539, -118.217894468)",594,J,7,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-2155177871,01/01/2022 02:24:57 PM,01/05/2022 09:04:52 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,HBT,01/04/2022 09:04:12 AM,01/05/2022 09:04:50 AM,Y,N,"916 N OXFORD AVE, 90029",916,N,OXFORD,AVE,90029,34.0866894311,-118.307676176,"(34.0866894311, -118.307676176)",593,H,6,Central APC,13,Mitch O'Farrell,33,Hollywood Studio District,HOLLYWOOD
1-2155177931,01/01/2022 02:25:25 PM,01/03/2022 01:50:02 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/03/2022 01:50:00 PM,01/03/2022 01:50:02 PM,Y,,"5325 N DE SOTO AVE, 91364",5325,N,DE SOTO,AVE,91364,34.1671979405,-118.588479456,"(34.1671979405, -118.588479456)",560,C,2,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-2155178801,01/01/2022 02:26:17 PM,01/05/2022 06:49:14 PM,SR Created,LASAN,Electronic Waste,Closed,Self Service,Self Service_SAN,,N,WLA,01/05/2022 12:00:00 AM,01/05/2022 05:47:15 PM,Y,N,"2206 S OVERLAND AVE, 90064",2206,S,OVERLAND,AVE,90064,34.0457301287,-118.427810707,"(34.0457301287, -118.427810707)",632,C,5,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-2155180621,01/01/2022 02:26:32 PM,01/03/2022 12:56:12 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/03/2022 12:00:00 AM,01/03/2022 12:34:09 PM,Y,N,"1268 W 23RD ST, 90007",1268,W,23RD,ST,90007,34.0350097689,-118.285822191,"(34.0350097689, -118.285822191)",634,B,6,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-2155180641,01/01/2022 02:26:34 PM,01/01/2022 08:01:15 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,NDFY,01/01/2022 08:00:24 PM,01/01/2022 08:01:15 PM,Y,N,"4378 N WOODMAN AVE, 91423",4378,N,WOODMAN,AVE,91423,34.1501361492,-118.431073255,"(34.1501361492, -118.431073255)",562,C,4,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-2155178861,01/01/2022 02:27:02 PM,01/05/2022 08:32:05 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,N,HBT,01/04/2022 08:31:12 AM,01/05/2022 08:32:03 AM,Y,N,"VERMONT AVE AT WILLOW BROOK AVE, 90029",,,,,90029,34.0897366239,-118.29177365,"(34.0897366239, -118.29177365)",594,A,6,Central APC,13,Mitch O'Farrell,34,East Hollywood,RAMPART
1-2155181541,01/01/2022 02:27:12 PM,01/03/2022 07:16:17 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,NC,01/03/2022 12:00:00 AM,01/03/2022 07:15:38 AM,Y,N,"2230 N PASADENA AVE, 90031",2230,N,PASADENA,AVE,90031,34.0754814539,-118.217894468,"(34.0754814539, -118.217894468)",594,J,7,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
