"name","age","war_or_conflict","war_start_date","war_end_date","location","link"
"John Edward Washkuhn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Francis J. Wasilk",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Francis R. Watson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Donald Franklin Watters",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Anthony F. Watz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Gerald R. Webb",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Louis H. Weber",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Stephen J. Weber",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Wesley H. Weber",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"George G. Webinger",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Charles L. Weeks",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"William Peter Weidell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Dale H. Weinke",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Harry G. Wellington",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Lloyd E. Wells",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Edwin Joseph Welte",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Robert E. Wesp",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Joseph A. Westrom",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Ralph R. Weyh",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Edward A. Whebbe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"John Z. Wheeler",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"William Gardner White",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Lea William Wildung",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Niel T. Wiley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Bernard L. Wilkus",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Edward R. Will",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Orvis J. Wilsey",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Joseph Ronald Wilson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Ralph H. Wilson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Jerome F. Windorpski",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Robert A. Wingblade",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Leonard V. Wistrcill",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Donald P. Wittmer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Otto H.  Wolff",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Raymond M. Wood",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Richard R. Wood Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"John A. Wright",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Robert Paul Wright",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Harold C. Wurdell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Emil R. Yanish",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Alphonse Francis Yanuch",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Robert W. Yates",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Erwin M. Young",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Gerald E. Young",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars"," (https://www.abmc.gov/node/390120)"
"Walter R. Young",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Joseph C. Zalesky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Roy F. Zalesky",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Ernest R. Zamora",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"William J. Zeches",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Alexander Zeece",,"World War II","1950-06-25T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Francis R. Zerott",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Myron M. Zimanski",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Vernon L. Zoff",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
