"the_geom","objectid","easting","northing","eel_grass","emu","au","legend"
"POINT (-122.729535652722 47.319145158731)","3245","1087484","732002",,"8","8.21","No Eel Grass"
"POINT (-122.659851256248 47.33580885159)","51884","1104928","737597","Eel","6","6.27","Eel Grass"
"POINT (-122.793694702278 47.359808155066)","6920","1072008","747284",,"12","12.2","No Eel Grass"
"POINT (-122.573717098581 47.258518347991)","64306","1125537","708842",,"3","3.08","No Eel Grass"
"POINT (-122.633914933096 47.380932036992)","54215","1111802","753875",,"7","7.2","No Eel Grass"
"POINT (-122.790626682573 47.357345469353)","7806","1072742","746364",,"12","12.1","No Eel Grass"
"POINT (-122.687322031672 47.29448353556)","12446","1097701","722717",,"6","6.04","No Eel Grass"
"POINT (-122.598325703167 47.275071147889)","14511","1119589","715039","Eel","4","4.15","Eel Grass"
"POINT (-122.723974936261 47.33803920422)","72636","1089057","738852",,"8","8.11","No Eel Grass"
"POINT (-122.637091020253 47.243156667519)","113847","1109654","703661",,"13","13.13","No Eel Grass"
"POINT (-122.634851630304 47.241025777521)","113075","1110189","702869",,"13","13.14","No Eel Grass"
"POINT (-122.744417331251 47.299941625028)","82705","1083595","725105",,"8","8.25","No Eel Grass"
"POINT (-122.746566578197 47.296578555122)","82264","1083027","723894","Eel","8","8.26","Eel Grass"
"POINT (-122.646405340702 47.268721607727)","1954","1107595","713045",,"13","13.42","No Eel Grass"
"POINT (-122.54898175449 47.387173494733)","44491","1132896","755593",,"1","1.03","No Eel Grass"
"POINT (-122.573555934681 47.327565249874)","92998","1126239","734017",,"2","2.01","No Eel Grass"
"POINT (-122.683409942748 47.364176119276)","22531","1099375","748101","Eel","8","8.03","Eel Grass"
"POINT (-122.548216230712 47.386268284573)","44691","1133077","755258",,"1","1.03","No Eel Grass"
"POINT (-122.637430093351 47.243479530216)","113964","1109573","703781",,"13","13.13","No Eel Grass"
"POINT (-122.685741148031 47.322669417064)","120634","1098378","732983","Eel","6","6.31","Eel Grass"
"POINT (-122.74999195835 47.265206433927)","93817","1081851","712480",,"9","9.09","No Eel Grass"
"POINT (-122.613863391312 47.220711937336)","16516","1115202","695322",,"13","13.17","No Eel Grass"
"POINT (-122.679499708951 47.328483318963)","9005","1099984","735060",,"6","6.11","No Eel Grass"
"POINT (-122.664312074543 47.27861861849)","34481","1103250","716775",,"13","13.03","No Eel Grass"
"POINT (-122.744557061699 47.299234040805)","59739","1083553","724848",,"8","8.25","No Eel Grass"
"POINT (-122.678593041746 47.323741897932)","8492","1100161","733325",,"6","6.11","No Eel Grass"
"POINT (-122.796700628347 47.359120625523)","6533","1071256","747055",,"12","12.21","No Eel Grass"
"POINT (-122.638134374263 47.379919206602)","53839","1110747","753534",,"7","7.2","No Eel Grass"
"POINT (-122.742013067188 47.305602483991)","83361","1084250","727152",,"8","8.24","No Eel Grass"
"POINT (-122.626191506214 47.235088164937)","117530","1112281","700646",,"13","13.15","No Eel Grass"
"POINT (-122.690867816357 47.297499329677)","12927","1096852","723841","Eel","6","6.02","Eel Grass"
"POINT (-122.669778665535 47.340859215086)","52077","1102518","739506","Eel","6","6.28","Eel Grass"
"POINT (-122.679995752309 47.140671534256)","110620","1097968","666587",,"14","14.04","No Eel Grass"
"POINT (-122.681850023263 47.28235436333)","75988","1098936","718257",,"5","5.09","No Eel Grass"
"POINT (-122.670039085355 47.343703904745)","48631","1102482","740545",,"6","6.3","No Eel Grass"
"POINT (-122.627973682862 47.23636642104)","114474","1111851","701124",,"13","13.15","No Eel Grass"
"POINT (-122.649771246676 47.273283319116)","18177","1106805","714731","Eel","13","13.46","Eel Grass"
"POINT (-122.729082128049 47.340253241325)","38909","1087814","739695",,"8","8.17","No Eel Grass"
"POINT (-122.605173474601 47.288045613616)","46082","1118016","719815",,"4","4.09","No Eel Grass"
"POINT (-122.664500542497 47.337647497255)","73233","1103794","738299","Eel","6","6.27","Eel Grass"
"POINT (-122.694665456453 47.140605088344)","23468","1094318","666664",,"14","14.11","No Eel Grass"
"POINT (-122.749026944264 47.265831323041)","32407","1082097","712701",,"9","9.09","No Eel Grass"
"POINT (-122.62783139267 47.380662481772)","55424","1113306","753736",,"7","7.11","No Eel Grass"
"POINT (-122.65264639861 47.274236491832)","18849","1106101","715098","Eel","13","13.48","Eel Grass"
"POINT (-122.62592325954 47.274905421234)","60944","1112739","715162",,"5","5.01","No Eel Grass"
"POINT (-122.712080633347 47.342339449213)","76292","1092049","740337",,"8","8.1","No Eel Grass"
"POINT (-122.730531659687 47.336690088263)","792","1087418","738406",,"8","8.17","No Eel Grass"
"POINT (-122.707086668286 47.346095978227)","58428","1093325","741672",,"8","8.1","No Eel Grass"
"POINT (-122.788147247819 47.361193019051)","20142","1073397","747749",,"12","12.11","No Eel Grass"
"POINT (-122.667353751763 47.338364895879)","51162","1103094","738580",,"6","6.27","No Eel Grass"
"POINT (-122.687515103145 47.297636701318)","12839","1097685","723868","Eel","6","6.04","Eel Grass"
"POINT (-122.665717939815 47.370176482092)","106937","1103818","750168",,"8","8.02","No Eel Grass"
"POINT (-122.729489383243 47.340634872861)","38060","1087717","739837",,"8","8.17","No Eel Grass"
"POINT (-122.64906465074 47.275059953509)","18366","1106998","715374",,"13","13.47","No Eel Grass"
"POINT (-122.692352813155 47.279972959239)","27101","1096306","717461",,"6","6.01","No Eel Grass"
"POINT (-122.696916141424 47.351469810299)","77999","1095900","743561",,"8","8.09","No Eel Grass"
"POINT (-122.57404366707 47.327869177173)","102659","1126121","734131",,"2","2.01","No Eel Grass"
"POINT (-122.715556299257 47.180328636161)","116032","1089528","681292",,"14","14.47","No Eel Grass"
"POINT (-122.624737318407 47.233650273907)","117724","1112628","700112",,"13","13.15","No Eel Grass"
"POINT (-122.598382325865 47.276622436375)","14790","1119590","715605",,"4","4.15","No Eel Grass"
"POINT (-122.632058031529 47.267129760351)","108594","1111140","712368",,"13","13.36","No Eel Grass"
"POINT (-122.648728545342 47.275321253625)","19551","1107084","715467",,"13","13.47","No Eel Grass"
"POINT (-122.707329331818 47.139853739981)","80308","1091160","666478",,"14","14.15","No Eel Grass"
"POINT (-122.754154083822 47.258008034185)","99155","1080743","709885",,"9","9.13","No Eel Grass"
"POINT (-122.686440152622 47.290353257792)","11938","1097878","721205",,"6","6.04","No Eel Grass"
"POINT (-122.690629759141 47.319807107972)","40864","1097137","731973",,"6","6.31","No Eel Grass"
"POINT (-122.713567318379 47.128598435011)","66533","1089493","662418",,"14","14.28","No Eel Grass"
"POINT (-122.662835777001 47.371083156925)","106711","1104541","750479","Eel","8","8.02","Eel Grass"
"POINT (-122.679068457236 47.282936037577)","5361","1099632","718450",,"5","5.09","No Eel Grass"
"POINT (-122.697362176809 47.286167063743)","14081","1095126","719754",,"6","6.01","No Eel Grass"
"POINT (-122.60139572474 47.218755795467)","107589","1118280","694526",,"13","13.17","No Eel Grass"
"POINT (-122.697299136393 47.139145228445)","23843","1093648","666150",,"14","14.11","No Eel Grass"
"POINT (-122.684143032447 47.324232658398)","120413","1098790","733542",,"6","6.31","No Eel Grass"
"POINT (-122.605352343316 47.288700587797)","46176","1117978","720055",,"4","4.09","No Eel Grass"
"POINT (-122.54988404816 47.388380695925)","44225","1132684","756039",,"1","1.03","No Eel Grass"
"POINT (-122.706865022976 47.346495133127)","58468","1093384","741816",,"8","8.1","No Eel Grass"
"POINT (-122.604755749077 47.287877674302)","46024","1118118","719751",,"4","4.09","No Eel Grass"
"POINT (-122.651852765471 47.274744911954)","18671","1106303","715278","Eel","13","13.48","Eel Grass"
"POINT (-122.659370869089 47.329792303755)","109316","1104987","735400",,"6","6.14","No Eel Grass"
"POINT (-122.62755421545 47.380291836731)","54810","1113371","753599",,"7","7.11","No Eel Grass"
"POINT (-122.634352927312 47.277015866049)","73413","1110668","715988",,"5","5.03","No Eel Grass"
"POINT (-122.689924095055 47.358524314523)","57111","1097704","746085",,"8","8.04","No Eel Grass"
"POINT (-122.648435443259 47.267798099453)","2253","1107082","712722",,"13","13.41","No Eel Grass"
"POINT (-122.694297077962 47.291447204313)","13511","1095940","721658",,"6","6.02","No Eel Grass"
"POINT (-122.737177391944 47.310509342666)","4446","1085500","728907","Eel","8","8.24","Eel Grass"
"POINT (-122.743808031162 47.300315459317)","82765","1083750","725237",,"8","8.25","No Eel Grass"
"POINT (-122.548414330712 47.38659113991)","42632","1133031","755377",,"1","1.03","No Eel Grass"
"POINT (-122.724223106906 47.160918585415)","117759","1087174","674276",,"14","14.43","No Eel Grass"
"POINT (-122.727690852616 47.332989971965)","276","1088084","737037",,"8","8.18","No Eel Grass"
"POINT (-122.740788822701 47.306122583429)","83456","1084559","727333",,"8","8.24","No Eel Grass"
"POINT (-122.692910133205 47.184528823569)","114835","1095200","682666",,"14","14.52","No Eel Grass"
"POINT (-122.666956926171 47.370167071719)","100049","1103511","750173",,"8","8.02","No Eel Grass"
"POINT (-122.633063803583 47.265975790592)","108855","1110879","711954",,"13","13.36","No Eel Grass"
"POINT (-122.795325863379 47.355955316014)","21054","1071563","745891",,"12","12.1","No Eel Grass"
"POINT (-122.717007721027 47.179820830672)","115864","1089162","681117",,"14","14.47","No Eel Grass"
"POINT (-122.649333738262 47.274232166324)","18286","1106923","715074",,"13","13.46","No Eel Grass"
"POINT (-122.651981176943 47.373522816167)","101288","1107254","751295","Eel","8","8.01","Eel Grass"
"POINT (-122.696686527123 47.28315194526)","27605","1095263","718650",,"6","6.01","No Eel Grass"
"POINT (-122.728688620922 47.333700354262)","392","1087844","737303",,"8","8.18","No Eel Grass"
"POINT (-122.689879605856 47.307956573933)","104964","1097203","727647",,"6","6.08","No Eel Grass"
"POINT (-122.612674837603 47.269928536333)","47044","1115978","713259",,"4","4.17","No Eel Grass"
"POINT (-122.671701463157 47.286140629792)","75279","1101492","719568",,"5","5.07","No Eel Grass"
"POINT (-122.683430888685 47.314668778388)","9484","1098870","730050",,"6","6.09","No Eel Grass"
"POINT (-122.693896442681 47.292099317799)","34791","1096046","721893",,"6","6.02","No Eel Grass"
"POINT (-122.719147894953 47.340632942274)","73114","1090280","739764",,"8","8.1","No Eel Grass"
"POINT (-122.697918025505 47.136681363864)","67081","1093469","665256",,"14","14.21","No Eel Grass"
"POINT (-122.567195938904 47.262938036425)","62528","1127198","710411",,"3","3.08","No Eel Grass"
"POINT (-122.549544635687 47.387953382388)","42986","1132764","755881",,"1","1.03","No Eel Grass"
"POINT (-122.705698711468 47.136848544897)","80649","1091535","665371",,"14","14.15","No Eel Grass"
"POINT (-122.677749354692 47.141284391091)","37447","1098533","666795","Eel","14","14.04","Eel Grass"
"POINT (-122.660010795128 47.329955914931)","69248","1104830","735464",,"6","6.14","No Eel Grass"
"POINT (-122.726390271593 47.331690235748)","78","1088393","736554",,"8","8.18","No Eel Grass"
"POINT (-122.690192488368 47.184380091758)","115350","1095874","682593",,"14","14.53","No Eel Grass"
"POINT (-122.565378613262 47.264605033687)","29991","1127665","711007",,"3","3.08","No Eel Grass"
"POINT (-122.592302094903 47.271683259738)","35937","1121051","713764",,"4","4.05","No Eel Grass"
"POINT (-122.693647793302 47.291637769021)","34742","1096103","721723",,"6","6.02","No Eel Grass"
"POINT (-122.682177541145 47.364542120286)","22452","1099684","748226",,"8","8.02","No Eel Grass"
"POINT (-122.628164004798 47.236393092345)","114458","1111804","701135",,"13","13.15","No Eel Grass"
"POINT (-122.687326395142 47.294491681222)","12447","1097700","722720",,"6","6.04","No Eel Grass"
"POINT (-122.638045264658 47.244060591302)","114175","1109426","703997",,"13","13.13","No Eel Grass"
"POINT (-122.698670185287 47.350745447686)","77859","1095458","743309","Eel","8","8.09","Eel Grass"
"POINT (-122.686995827835 47.287964875651)","86897","1097716","720338",,"6","6.04","No Eel Grass"
"POINT (-122.750477983068 47.288908054702)","33171","1081977","721125",,"8","8.28","No Eel Grass"
"POINT (-122.650674513359 47.272292913018)","17318","1106571","714376","Eel","13","13.45","Eel Grass"
"POINT (-122.686724909713 47.322461629674)","120779","1098132","732914","Eel","6","6.31","Eel Grass"
"POINT (-122.714377437978 47.181398966614)","116229","1089832","681674",,"14","14.47","No Eel Grass"
"POINT (-122.687778383803 47.298161066835)","85439","1097625","724061",,"6","6.03","No Eel Grass"
"POINT (-122.67783598189 47.321389228582)","104496","1100325","732462",,"6","6.1","No Eel Grass"
"POINT (-122.651731812024 47.274642937321)","18719","1106332","715240","Eel","13","13.48","Eel Grass"
"POINT (-122.707797033588 47.34482633728)","72145","1093136","741214",,"8","8.1","No Eel Grass"
"POINT (-122.67979080518 47.321256509255)","95118","1099839","732427","Eel","6","6.1","Eel Grass"
"POINT (-122.650966657052 47.270935359405)","17580","1106485","713883",,"13","13.45","No Eel Grass"
"POINT (-122.729237495893 47.34030236638)","38896","1087776","739714",,"8","8.17","No Eel Grass"
"POINT (-122.802406605523 47.35730159202)","7644","1069823","746433","Eel","12","12.21","Eel Grass"
"POINT (-122.685978627805 47.284862901548)","69502","1097937","719200",,"6","6.05","No Eel Grass"
"POINT (-122.721286900372 47.339963938472)","71179","1089743","739535",,"8","8.11","No Eel Grass"
"POINT (-122.680355247531 47.326706473527)","102830","1099754","734418",,"6","6.31","No Eel Grass"
"POINT (-122.656265027457 47.37162501077)","100858","1106174","750632","Eel","8","8.01","Eel Grass"
"POINT (-122.683783291177 47.139999350811)","110954","1097019","666368",,"14","14.04","No Eel Grass"
"POINT (-122.730098684509 47.33859907818)","39141","1087545","739099",,"8","8.17","No Eel Grass"
"POINT (-122.729564910893 47.339928557918)","1177","1087691","739580",,"8","8.17","No Eel Grass"
"POINT (-122.747008774197 47.273928694363)","94892","1082682","715639",,"9","9.08","No Eel Grass"
"POINT (-122.68596998593 47.322643162771)","120665","1098321","732975","Eel","6","6.31","Eel Grass"
"POINT (-122.708188010556 47.143243947404)","11211","1090981","667720",,"14","14.15","No Eel Grass"
"POINT (-122.707914267948 47.126973111771)","66954","1090883","661786","Eel","14","14.28","Eel Grass"
"POINT (-122.728936079956 47.162953523672)","118074","1086023","675051",,"14","14.44","No Eel Grass"
"POINT (-122.754009743665 47.258024557025)","99139","1080779","709890",,"9","9.13","No Eel Grass"
"POINT (-122.741091388272 47.305932973501)","83428","1084482","727266",,"8","8.24","No Eel Grass"
"POINT (-122.793645195671 47.353937003187)","21390","1071958","745143",,"12","12.1","No Eel Grass"
"POINT (-122.678037830631 47.321393665666)","104508","1100275","732465",,"6","6.1","No Eel Grass"
"POINT (-122.612559484026 47.219699011571)","28915","1115516","694944",,"13","13.17","No Eel Grass"
"POINT (-122.641440208985 47.247286327717)","112677","1108615","705196",,"13","13.12","No Eel Grass"
"POINT (-122.664529002835 47.278101688393)","91645","1103191","716588",,"13","13.03","No Eel Grass"
"POINT (-122.69430139372 47.140746399947)","23442","1094410","666713",,"14","14.11","No Eel Grass"
"POINT (-122.723447289783 47.160439797065)","117831","1087362","674096",,"14","14.43","No Eel Grass"
"POINT (-122.72805466895 47.162257373434)","116965","1086235","674791",,"14","14.44","No Eel Grass"
"POINT (-122.679780254333 47.319707120094)","102007","1099826","731862","Eel","6","6.1","Eel Grass"
"POINT (-122.670155026428 47.340687619296)","50882","1102423","739446","Eel","6","6.28","Eel Grass"
"POINT (-122.5741789304 47.327090623476)","92061","1126080","733848",,"2","2.01","No Eel Grass"
"POINT (-122.680456523055 47.365399982993)","58255","1100119","748527",,"8","8.02","No Eel Grass"
"POINT (-122.63434105652 47.240541508409)","112899","1110311","702689",,"13","13.14","No Eel Grass"
"POINT (-122.572194352747 47.259771540367)","29051","1125927","709289",,"3","3.08","No Eel Grass"
"POINT (-122.688883405136 47.356267589867)","32055","1097939","745255",,"8","8.08","No Eel Grass"
"POINT (-122.801724353235 47.357298670132)","7597","1069992","746427","Eel","12","12.21","Eel Grass"
"POINT (-122.682425814731 47.139632770238)","110823","1097353","666225",,"14","14.04","No Eel Grass"
"POINT (-122.67759449752 47.141232452706)","110407","1098571","666775",,"14","14.04","No Eel Grass"
"POINT (-122.677515397452 47.141661821979)","37492","1098595","666931",,"14","14.04","No Eel Grass"
"POINT (-122.688497009982 47.310933775344)","105345","1097576","728723",,"6","6.08","No Eel Grass"
"POINT (-122.608191824324 47.218061733309)","28405","1116585","694318",,"13","13.17","No Eel Grass"
"POINT (-122.612436861522 47.219651881413)","28901","1115546","694926",,"13","13.17","No Eel Grass"
"POINT (-122.574231441586 47.258276017692)","63742","1125407","708757",,"3","3.08","No Eel Grass"
"POINT (-122.696494114728 47.28819939298)","28115","1095362","720489",,"6","6.02","No Eel Grass"
"POINT (-122.677557617176 47.141016465295)","110427","1098578","666696",,"14","14.04","No Eel Grass"
"POINT (-122.688359683371 47.35638991394)","31738","1098070","745296",,"8","8.08","No Eel Grass"
"POINT (-122.688975891896 47.18384633705)","114583","1096171","682390",,"14","14.53","No Eel Grass"
"POINT (-122.686757309298 47.295860039223)","85808","1097855","723215",,"6","6.04","No Eel Grass"
"POINT (-122.627985222887 47.381282213394)","54676","1113274","753963",,"7","7.11","No Eel Grass"
"POINT (-122.689762432899 47.307061938399)","104843","1097223","727320",,"6","6.08","No Eel Grass"
"POINT (-122.7981036062 47.3582343836)","6347","1070899","746742",,"12","12.21","No Eel Grass"
"POINT (-122.680414167306 47.282924438462)","4999","1099298","718455",,"5","5.09","No Eel Grass"
"POINT (-122.695124674764 47.132548888712)","79249","1094122","663730",,"14","14.21","No Eel Grass"
"POINT (-122.78975444662 47.359224975878)","8335","1072978","747043",,"12","12.11","No Eel Grass"
"POINT (-122.640590510431 47.2464819774)","112385","1108818","704897",,"13","13.12","No Eel Grass"
"POINT (-122.750171109922 47.288126847983)","33119","1082045","720838",,"8","8.28","No Eel Grass"
"POINT (-122.735257240439 47.313590769545)","81772","1086008","730017",,"8","8.23","No Eel Grass"
"POINT (-122.694597027535 47.280942530309)","27325","1095759","717830",,"6","6.01","No Eel Grass"
"POINT (-122.693832917159 47.280095794588)","25968","1095940","717516",,"6","6.01","No Eel Grass"
"POINT (-122.733318706094 47.314396077776)","3895","1086497","730297",,"8","8.22","No Eel Grass"
"POINT (-122.73556320193 47.312707208456)","4158","1085923","729697",,"8","8.23","No Eel Grass"
"POINT (-122.738131663888 47.310087748551)","81281","1085259","728760",,"8","8.24","No Eel Grass"
"POINT (-122.686725759164 47.289349536658)","86667","1097797","720841",,"6","6.04","No Eel Grass"
"POINT (-122.690041016165 47.320303675948)","40781","1097288","732150",,"6","6.31","No Eel Grass"
"POINT (-122.670341839713 47.368120954012)","68667","1102652","749450",,"8","8.02","No Eel Grass"
"POINT (-122.687183240909 47.295133424191)","12518","1097742","722953",,"6","6.04","No Eel Grass"
"POINT (-122.674972057207 47.366627343266)","69044","1101490","748937",,"8","8.02","No Eel Grass"
"POINT (-122.700209704119 47.139545163719)","24146","1092928","666316",,"14","14.12","No Eel Grass"
"POINT (-122.686550708739 47.290197582474)","86559","1097849","721149",,"6","6.04","No Eel Grass"
"POINT (-122.696685762655 47.287169996587)","28002","1095304","720115",,"6","6.02","No Eel Grass"
"POINT (-122.625605785253 47.234838365858)","117583","1112424","700551",,"13","13.15","No Eel Grass"
"POINT (-122.69345376507 47.141055973182)","23381","1094624","666820",,"14","14.11","No Eel Grass"
"POINT (-122.688968701041 47.310337943479)","105263","1097453","728509",,"6","6.08","No Eel Grass"
"POINT (-122.681964124514 47.281691229944)","4724","1098901","718016",,"5","5.09","No Eel Grass"
"POINT (-122.690244213799 47.318168803822)","40663","1097216","731373",,"6","6.31","No Eel Grass"
"POINT (-122.574095108339 47.32815622245)","62218","1126111","734236",,"2","2.01","No Eel Grass"
"POINT (-122.748991965809 47.267496856306)","94252","1082123","713308","Eel","9","9.08","Eel Grass"
"POINT (-122.794855910909 47.359401219953)","6735","1071716","747144",,"12","12.2","No Eel Grass"
"POINT (-122.741742530083 47.305689996888)","83380","1084318","727182","Eel","8","8.24","Eel Grass"
"POINT (-122.686584528259 47.1425575521)","25273","1096348","667320",,"14","14.05","No Eel Grass"
"POINT (-122.708236199156 47.344516289647)","76694","1093024","741104",,"8","8.1","No Eel Grass"
"POINT (-122.748227795968 47.268877581261)","32686","1082327","713806",,"9","9.08","No Eel Grass"
"POINT (-122.683238566725 47.315591184731)","88997","1098927","730385",,"6","6.09","No Eel Grass"
"POINT (-122.694241294464 47.144496987639)","22729","1094463","668080",,"14","14.11","No Eel Grass"
"POINT (-122.678836688486 47.141233726231)","37331","1098262","666784",,"14","14.04","No Eel Grass"
"POINT (-122.744614173787 47.29982810488)","82687","1083545","725065",,"8","8.25","No Eel Grass"
"POINT (-122.707821703138 47.142252551122)","80031","1091062","667356",,"14","14.15","No Eel Grass"
"POINT (-122.682385410807 47.139726789103)","110815","1097364","666259",,"14","14.04","No Eel Grass"
"POINT (-122.571059129245 47.260419897344)","63108","1126215","709518",,"3","3.08","No Eel Grass"
"POINT (-122.679725230118 47.32390986536)","88214","1099882","733394",,"6","6.11","No Eel Grass"
"POINT (-122.626262190848 47.235144462977)","117522","1112264","700667",,"13","13.15","No Eel Grass"
"POINT (-122.664434453411 47.278155565161)","90750","1103215","716607",,"13","13.03","No Eel Grass"
"POINT (-122.68494138634 47.140504083625)","36733","1096736","666560",,"14","14.05","No Eel Grass"
"POINT (-122.682138582568 47.316706203525)","9745","1099211","730784","Eel","6","6.09","Eel Grass"
"POINT (-122.64648414359 47.268777743512)","2646","1107576","713066",,"13","13.42","No Eel Grass"
"POINT (-122.686709478137 47.286971945129)","101569","1097777","719974",,"6","6.04","No Eel Grass"
"POINT (-122.743469554013 47.30138069901)","59495","1083845","725623",,"8","8.24","No Eel Grass"
"POINT (-122.625265507583 47.233769484977)","11515","1112498","700159",,"13","13.15","No Eel Grass"
"POINT (-122.742843463087 47.303378539054)","83117","1084021","726347",,"8","8.24","No Eel Grass"
"POINT (-122.68623016996 47.321209344147)","49837","1098242","732454",,"6","6.31","No Eel Grass"
"POINT (-122.695247497508 47.289257003908)","13703","1095682","720866",,"6","6.02","No Eel Grass"
"POINT (-122.660342699873 47.336290625069)","52957","1104811","737776","Eel","6","6.27","Eel Grass"
"POINT (-122.611658321828 47.218996874925)","28793","1115733","694682",,"13","13.17","No Eel Grass"
"POINT (-122.723773143781 47.338232315975)","72659","1089109","738921",,"8","8.11","No Eel Grass"
"POINT (-122.679099278297 47.283198754578)","5291","1099627","718546",,"5","5.09","No Eel Grass"
"POINT (-122.656625797353 47.33355411235)","52289","1105705","736753",,"6","6.27","No Eel Grass"
"POINT (-122.800118889809 47.357791278487)","6095","1070395","746595",,"12","12.21","No Eel Grass"
"POINT (-122.629726603864 47.236803187991)","11882","1111420","701295",,"13","13.15","No Eel Grass"
"POINT (-122.637122820154 47.379663578902)","53909","1110995","753434",,"7","7.2","No Eel Grass"
"POINT (-122.668419003866 47.339664180036)","51023","1102843","739061","Eel","6","6.27","Eel Grass"
"POINT (-122.697635735784 47.139020886228)","23868","1093563","666107",,"14","14.11","No Eel Grass"
"POINT (-122.661169122986 47.330370411982)","69350","1104547","735623",,"6","6.13","No Eel Grass"
"POINT (-122.681623656235 47.317332986058)","90027","1099345","731009","Eel","6","6.1","Eel Grass"
"POINT (-122.710864151331 47.126974303477)","65576","1090149","661807",,"14","14.28","No Eel Grass"
"POINT (-122.7311059155 47.317044230183)","3511","1087073","731247",,"8","8.22","No Eel Grass"
"POINT (-122.736218041237 47.311293062647)","4317","1085746","729186",,"8","8.23","No Eel Grass"
"POINT (-122.707891773389 47.141902871567)","80078","1091041","667229",,"14","14.15","No Eel Grass"
"POINT (-122.634917153688 47.277117919757)","62061","1110529","716029",,"5","5.03","No Eel Grass"
"POINT (-122.754570985353 47.273211293406)","78487","1080798","715431","Eel","9","9.06","Eel Grass"
"POINT (-122.625281317817 47.234372582743)","117641","1112500","700379",,"13","13.15","No Eel Grass"
"POINT (-122.686952179647 47.28817962794)","86870","1097729","720416",,"6","6.04","No Eel Grass"
"POINT (-122.566246299215 47.26370096262)","62374","1127441","710683",,"3","3.08","No Eel Grass"
"POINT (-122.646700659612 47.279631887257)","73879","1107630","717025",,"5","5.03","No Eel Grass"
"POINT (-122.666804558852 47.34573902651)","49631","1103304","741265","Eel","7","7.01","Eel Grass"
"POINT (-122.693823271167 47.292182983126)","34801","1096065","721923",,"6","6.02","No Eel Grass"
"POINT (-122.681802695477 47.325401188449)","119587","1099382","733952","Eel","6","6.31","Eel Grass"
"POINT (-122.627436902169 47.378456500134)","55188","1113382","752929",,"7","7.1","No Eel Grass"
"POINT (-122.682099190697 47.316630150913)","88867","1099220","730756",,"6","6.09","No Eel Grass"
"POINT (-122.679503122228 47.328765745041)","9037","1099986","735163","Eel","6","6.11","Eel Grass"
"POINT (-122.688652738728 47.183616572913)","115178","1096249","682304",,"14","14.53","No Eel Grass"
"POINT (-122.794392537527 47.35876036161)","65023","1071824","746907",,"12","12.1","No Eel Grass"
"POINT (-122.703173897956 47.349272253631)","58864","1094327","742803","Eel","8","8.09","Eel Grass"
"POINT (-122.565891648029 47.263907496635)","30928","1127531","710756",,"3","3.08","No Eel Grass"
"POINT (-122.645530388108 47.279291532337)","73776","1107917","716893",,"5","5.03","No Eel Grass"
"POINT (-122.730175104768 47.338205408389)","982","1087522","738956",,"8","8.17","No Eel Grass"
"POINT (-122.566876565186 47.263223479211)","62472","1127280","710513",,"3","3.08","No Eel Grass"
"POINT (-122.650656466568 47.271138589236)","17939","1106564","713955",,"13","13.45","No Eel Grass"
"POINT (-122.688962690842 47.321157798312)","2939","1097564","732454",,"6","6.31","No Eel Grass"
"POINT (-122.637141168216 47.243202367469)","113864","1109642","703678",,"13","13.13","No Eel Grass"
"POINT (-122.636923205959 47.379113262987)","68034","1111039","753232",,"7","7.2","No Eel Grass"
"POINT (-122.674735399025 47.367062362131)","107443","1101553","749094",,"8","8.02","No Eel Grass"
"POINT (-122.754447472102 47.257703361815)","99809","1080667","709776",,"9","9.13","No Eel Grass"
"POINT (-122.663660975102 47.370823690582)","100309","1104334","750390",,"8","8.02","No Eel Grass"
"POINT (-122.686881326729 47.360811423533)","31331","1098481","746898",,"8","8.03","No Eel Grass"
"POINT (-122.574188568352 47.327861100918)","102765","1126085","734129",,"2","2.01","No Eel Grass"
"POINT (-122.573545428559 47.327710791536)","102430","1126243","734070",,"2","2.01","No Eel Grass"
"POINT (-122.707513626462 47.345391227021)","76815","1093212","741418",,"8","8.1","No Eel Grass"
"POINT (-122.660590795311 47.370773917372)","106571","1105094","750351",,"8","8.02","No Eel Grass"
"POINT (-122.738415258263 47.309925939748)","39655","1085187","728703","Eel","8","8.24","Eel Grass"
"POINT (-122.651525534666 47.270502612645)","17660","1106342","713729",,"13","13.45","No Eel Grass"
"POINT (-122.636697561397 47.242782696601)","113712","1109748","703522",,"13","13.13","No Eel Grass"
"POINT (-122.723108737195 47.240782921119)","84372","1088272","703386",,"9","9.24","No Eel Grass"
"POINT (-122.795046022013 47.355264203328)","21126","1071625","745637",,"12","12.1","No Eel Grass"
"POINT (-122.610744713147 47.270542409658)","46683","1116463","713470",,"4","4.17","No Eel Grass"
"POINT (-122.748616422581 47.293735740054)","118476","1082489","722872",,"8","8.26","No Eel Grass"
"POINT (-122.689288733888 47.298815474908)","84991","1097257","724310",,"6","6.03","No Eel Grass"
"POINT (-122.573507259232 47.327141028623)","92680","1126247","733862",,"2","2.01","No Eel Grass"
"POINT (-122.683825880641 47.31406892897)","9403","1098766","729834",,"6","6.09","No Eel Grass"
"POINT (-122.685771849031 47.285228835156)","69641","1097992","719332",,"6","6.06","No Eel Grass"
"POINT (-122.706216976381 47.137332363942)","80590","1091411","665551",,"14","14.15","No Eel Grass"
"POINT (-122.660025102753 47.335918061032)","51869","1104886","737638","Eel","6","6.27","Eel Grass"
"POINT (-122.684523640042 47.291299963054)","70424","1098363","721537",,"6","6.06","No Eel Grass"
