"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"ASOTIN COUNTY","3","2020","Week 02","01/12/20 - 01/18/20","13","-4","-0.235294117647059","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-01-12T00:00:00.000"
"KING COUNTY","33","2020","Week 04","01/26/20 - 02/01/20","1408","-208","-0.128712871287129","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-01-26T00:00:00.000"
"FERRY COUNTY","19","2020","Week 19","05/10/20 - 05/16/20","70","5","0.0769230769230769","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-05-10T00:00:00.000"
"BENTON COUNTY","5","2020","Week 35","08/30/20 - 09/05/20","472","-40","-0.078125","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-08-30T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 09","03/01/20 - 03/07/20","78","15","0.238095238095238","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-03-01T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 15","04/12/20 - 04/18/20","713","-864","-0.547875713379835","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-04-12T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 06","02/09/20 - 02/15/20","18","1","0.0588235294117647","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-02-09T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 11","03/15/20 - 03/21/20","87","76","6.90909090909091","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-03-15T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 38","09/20/20 - 09/26/20","46","-27","-0.36986301369863","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-09-20T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 39","09/27/20 - 10/03/20","53","12","0.292682926829268","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-09-27T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 31","08/02/20 - 08/08/20","1","-4","-0.8","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-08-02T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 30","07/26/20 - 08/01/20","1599","-328","-0.170212765957447","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-07-26T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 23","06/07/20 - 06/13/20","468","-19","-0.0390143737166324","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-06-07T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 41","10/11/20 - 10/17/20","85","-4","-0.0449438202247191","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-10-11T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 05","02/02/20 - 02/08/20","126","10","0.0862068965517242","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-02-02T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 07","02/16/20 - 02/22/20","43","-2","-0.0444444444444444","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-02-16T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 40","10/04/20 - 10/10/20","33","18","1.2","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-10-04T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 21","05/24/20 - 05/30/20","37","-29","-0.439393939393939","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-05-24T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 10","03/08/20 - 03/14/20","62","16","0.347826086956522","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-03-08T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 25","06/21/20 - 06/27/20","3950","248","0.0669908157752566","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-06-21T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 26","06/28/20 - 07/04/20","255","-61","-0.193037974683544","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-06-28T00:00:00.000"
"KING COUNTY","33","2020","Week 33","08/16/20 - 08/22/20","4773","-1087","-0.185494880546075","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-08-16T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 35","08/30/20 - 09/05/20","27","-14","-0.341463414634146","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-08-30T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 22","05/31/20 - 06/06/20","28","-12","-0.3","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-05-31T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 16","04/19/20 - 04/25/20","1563","823","1.11216216216216","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-04-19T00:00:00.000"
"CLARK COUNTY","11","2020","Week 38","09/20/20 - 09/26/20","1149","-19","-0.0162671232876712","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-09-20T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 24","06/14/20 - 06/20/20","952","-3","-0.00314136125654452","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-06-14T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 20","05/17/20 - 05/23/20","1764","-3529","2.00056689342404","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-05-17T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 11","03/15/20 - 03/21/20","726","685","16.7073170731707","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-03-15T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 17","04/26/20 - 05/02/20","336","-167","-0.332007952286282","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-04-26T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 19","05/10/20 - 05/16/20","1030","263","0.342894393741851","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-05-10T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 34","08/23/20 - 08/29/20","92","2","0.0222222222222221","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-08-23T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 41","10/11/20 - 10/17/20","30","-11","-0.268292682926829","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-10-11T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 08","02/23/20 - 02/29/20","29","3","0.115384615384615","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-02-23T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 04","01/26/20 - 02/01/20","384","-119","-0.236580516898608","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-01-26T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 31","08/02/20 - 08/08/20","99","-29","-0.2265625","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-08-02T00:00:00.000"
"GRANT COUNTY","25","2020","Week 44","11/01/20 - 11/07/20","381","159","0.716216216216216","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-11-01T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 12","03/22/20 - 03/28/20","1709","656","0.62298195631529","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-03-22T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 28","07/12/20 - 07/18/20","961","-353","-0.268645357686454","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-07-12T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 27","07/05/20 - 07/11/20","110","74","2.05555555555556","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-07-05T00:00:00.000"
"GRANT COUNTY","25","2020","Week 45","11/08/20 - 11/14/20","307","-74","-0.194225721784777","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-11-08T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 47","11/22/20 - 11/28/20","30","-45","-0.6","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-11-22T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 24","06/14/20 - 06/20/20","208","16","0.0833333333333333","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-06-14T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 17","04/26/20 - 05/02/20","306","-48","-0.135593220338983","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-04-26T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 18","05/03/20 - 05/09/20","35","6","0.206896551724138","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-05-03T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 18","05/03/20 - 05/09/20","220","-43","-0.163498098859316","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-05-03T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 03","01/19/20 - 01/25/20","18","-4","-0.181818181818182","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-01-19T00:00:00.000"
"GRANT COUNTY","25","2020","Week 39","09/27/20 - 10/03/20","164","-37","-0.18407960199005","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-09-27T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 12","03/22/20 - 03/28/20","744","356","0.917525773195876","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-03-22T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 33","08/16/20 - 08/22/20","15","0","0","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-08-16T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 38","09/20/20 - 09/26/20","77","-7","-0.0833333333333334","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-09-20T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 35","08/30/20 - 09/05/20","6","-1","-0.142857142857143","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-08-30T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 25","06/21/20 - 06/27/20","1091","139","0.146008403361344","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-06-21T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 21","05/24/20 - 05/30/20","40","-7","-0.148936170212766","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-05-24T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 13","03/29/20 - 04/04/20","1703","-122","-0.0668493150684931","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-03-29T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 02","01/12/20 - 01/18/20","323","-19","-0.0555555555555556","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-01-12T00:00:00.000"
"KING COUNTY","33","2020","Week 30","07/26/20 - 08/01/20","6676","-1142","-0.146073164492198","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-07-26T00:00:00.000"
"GRANT COUNTY","25","2020","Week 23","06/07/20 - 06/13/20","364","93","0.343173431734317","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-06-07T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 07","02/16/20 - 02/22/20","129","24","0.228571428571429","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-02-16T00:00:00.000"
"MASON COUNTY","45","2020","Week 20","05/17/20 - 05/23/20","326","-502","1.5398773006135","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-05-17T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 05","02/02/20 - 02/08/20","37","2","0.0571428571428572","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-02-02T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 07","02/16/20 - 02/22/20","132","-29","-0.180124223602484","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-02-16T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 20","05/17/20 - 05/23/20","13","-21","1.61538461538462","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-05-17T00:00:00.000"
"CLARK COUNTY","11","2020","Week 44","11/01/20 - 11/07/20","1114","489","0.7824","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-11-01T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 36","09/06/20 - 09/12/20","2291","-218","-0.0868872060581906","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-09-06T00:00:00.000"
"GRANT COUNTY","25","2020","Week 28","07/12/20 - 07/18/20","353","-132","-0.272164948453608","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-07-12T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 13","03/29/20 - 04/04/20","1631","-78","-0.045640725570509","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-03-29T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 06","02/09/20 - 02/15/20","14","-6","-0.3","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-02-09T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 26","06/28/20 - 07/04/20","239","-1","-0.00416666666666665","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-06-28T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 02","01/12/20 - 01/18/20","171","19","0.125","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-01-12T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 06","02/09/20 - 02/15/20","88","-4","-0.0434782608695652","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-02-09T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 48","11/29/20 - 12/05/20","75","17","0.293103448275862","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-11-29T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 37","09/13/20 - 09/19/20","1986","-70","-0.0340466926070039","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-09-13T00:00:00.000"
"BENTON COUNTY","5","2020","Week 18","05/03/20 - 05/09/20","2444","461","0.232476046394352","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-05-03T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 17","04/26/20 - 05/02/20","873","-123","-0.123493975903614","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-04-26T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 24","06/14/20 - 06/20/20","37","0","0","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-06-14T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 25","06/21/20 - 06/27/20","4","3","3","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-06-21T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 24","06/14/20 - 06/20/20","52","0","0","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-06-14T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 02","01/12/20 - 01/18/20","153","6","0.0408163265306123","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-01-12T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 21","05/24/20 - 05/30/20","119","-114","-0.489270386266094","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-05-24T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 05","02/02/20 - 02/08/20","59","-9","-0.132352941176471","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-02-02T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 34","08/23/20 - 08/29/20","73","-8","-0.0987654320987654","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-08-23T00:00:00.000"
"CLARK COUNTY","11","2020","Week 27","07/05/20 - 07/11/20","1911","500","0.354358610914245","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-07-05T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 42","10/18/20 - 10/24/20","193","-39","-0.168103448275862","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-10-18T00:00:00.000"
"KING COUNTY","33","2020","Week 14","04/05/20 - 04/11/20","39796","-7437","-0.157453475324455","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-04-05T00:00:00.000"
"FERRY COUNTY","19","2020","Week 52","12/27/20 - 01/02/21","31","15","0.9375","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-12-27T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 12","03/22/20 - 03/28/20","465","186","0.666666666666667","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-03-22T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 16","04/19/20 - 04/25/20","111","49","0.790322580645161","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-04-19T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 24","06/14/20 - 06/20/20","195","19","0.107954545454545","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-06-14T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 48","11/29/20 - 12/05/20","148","45","0.436893203883495","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-11-29T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 10","03/08/20 - 03/14/20","3","-1","-0.25","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-03-08T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 13","03/29/20 - 04/04/20","259","45","0.210280373831776","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-03-29T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 27","07/05/20 - 07/11/20","2617","628","0.315736551030669","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-07-05T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 43","10/25/20 - 10/31/57","41","-4","-0.0888888888888889","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-10-25T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 04","01/26/20 - 02/01/20","3","-3","-0.5","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-01-26T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 51","12/20/20 - 12/26/20","138","4","0.0298507462686568","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-12-20T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 23","06/07/20 - 06/13/20","310","-3","-0.00958466453674123","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-06-07T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 08","02/23/20 - 02/29/20","72","-9","-0.111111111111111","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-02-23T00:00:00.000"
"CLARK COUNTY","11","2020","Week 43","10/25/20 - 10/31/25","625","-31","-0.0472560975609756","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-10-25T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 48","11/29/20 - 12/05/20","291","22","0.0817843866171004","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-11-29T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 37","09/13/20 - 09/19/20","104","12","0.130434782608696","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-09-13T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 49","12/06/20 - 12/12/20","61","-23","-0.273809523809524","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-12-06T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 30","07/26/20 - 08/01/20","5","3","1.5","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-07-26T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 37","09/13/20 - 09/19/20","20","2","0.111111111111111","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-09-13T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 07","02/16/20 - 02/22/20","8","-6","-0.428571428571429","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-02-16T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 32","08/09/20 - 08/15/20","322","59","0.224334600760456","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-08-09T00:00:00.000"
