"name","board","city","province","grades","postsecond","data_source","elem","junior_h","senior_h","postal_cod"
"David Thompson School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2J1K4"
"Filipino Language and Cultural School of Calgary","Philippine Cultural Center Foundation (Calgary)","Calgary","AB","Unknown","N","N","N","N","N","T3J3Z5"
"Annie Foote School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y5V5"
"St. Maria Goretti Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3G3T7"
"Holy Child School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2X0K4"
"St. John Paul II School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3J1P6"
"Almadina Language Charter Academy, Ogden Campus","Almadina School Society","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2C0G8"
"Discovering Choices","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T2G0W2"
"Christ the King Catholic School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3M1K6"
"St. Gerard Bilingual School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2V0Y1"
"St. John XXIII School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3J2C3"
"Simons Valley School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3K4B2"
"St. Hubert Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K5J3"
"Our Lady of Peace Elementary Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Y2B4"
"Cause & Effect Early Intervention Services","Cause and Effect Foundation","Calgary","AB","ECS","N","N","N","N","N","T2Z4C9"
"Webber Academy","Webber Academy Foundation","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3H4A8"
"Montessori School of Calgary","Montessori School of Calgary","Calgary","AB","Elementary","N","N","Y","N","N","T2S2G4"
"Centennial High School","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T2X3W7"
"Woodman School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2V1L2"
"FFCA High School Campus","Foundations for the Future Charter Academy Charter School Society","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T3B1C7"
"Tyndale Christian School","The Canadian Reformed School Society of Calgary","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T1X0L3"
"Banting and Best School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2C2K5"
"Douglas Harkness School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y2C5"
"St. Albert the Great","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Z3X3"
"Banbury Crossroads School","Banbury Crossroads School","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3E7K1"
"Twelve Mile Coulee School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3L0C7"
"Calgary Girls Charter School","Calgary Girls' School Society","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3E5P7"
"Eastside Christian Academy","Eastside City Church and Missionary Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2A7L8"
"Colonel Sanders School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K3G5"
"Cambrian Heights School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K3J5"
"Auburn Bay School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3M0K6"
"River Valley School","River Valley School Society","Calgary","AB","Elementary","N","N","Y","N","N","T3B2E7"
"Andrew Sibbald School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2J2X9"
"Creekside Campus ECS","Marlborough Day Nursery ECS Limited","Calgary","AB","ECS","N","N","N","N","N","T3P0A3"
"St. Stephen School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2W1G6"
"Haysboro School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2V0W2"
"Getting Ready For Inclusion To","G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society","Calgary","AB","ECS","N","N","N","N","N","T2C5J3"
"Queen Elizabeth High School","The Calgary School Division","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T2N2G5"
"Clarence Sansom School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T1Y6G4"
"Little Angels","Asasa Learning","Calgary","AB","Unknown","N","N","N","N","N","T2K3J6"
"West Ridge School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3H5N9"
"Calgary Academy","Calgary Academy Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3H0R3"
"Don Bosco School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2J6S7"
"Roland Michener School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A4B1"
"Captain John Palliser School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2L0G6"
"Ecole de La Source","The Southern Francophone Education Region","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2J0E8"
