"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","1561115","Lote III - HIDR&#212;METRO","2018-05-18T00:00:00.000","AVS IMPORTAÇÃO E EXPORTAÇÃO","Federative Republic of Brazil","374625.0"
"2022-09-12T00:00:00.000","2018","Energy and Mineral Sector Strengthening","Consultant Services","1561089","An&#225;lise dos Reflexos das Mudan&#231;as Clim&#225;ticas nas Metodologias de Planejamento de Sistemas El&#233;tricos","2018-05-15T00:00:00.000","IX ESTUDOS E PROJETOS LTDA.","Federative Republic of Brazil","155748.0"
"2022-09-12T00:00:00.000","2018","Energy and Mineral Sector Strengthening","Consultant Services","1561120","Estudo para a implementa&#231;&#227;o da pol&#237;tica de longo prazo de comercializa&#231;&#227;o de petr&#243;leo e g&#225;s natural da Uni&#227;o","2018-06-11T00:00:00.000","IHS GLOBAL LIMITED","United Kingdom of Great Britain and Nort","604131.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","1561137","Lote II - TUBOS DE FERRO FUNDIDO DUCTIL","2018-04-25T00:00:00.000","HIDROLUNA MATERIAIS PARA SANEAMENTO","Federative Republic of Brazil","680617.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1561119","Aquisi&#231;&#227;o de Saco de Lixo","2017-09-19T00:00:00.000","L. A. DOS SANTOS COMERCIO ATACADISTA - ME","Federative Republic of Brazil","16172.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1561193","Di&#225;rio de Classe Online","2017-12-01T00:00:00.000","Individual Consultant","Federative Republic of Brazil","24426.0"
"2022-09-12T00:00:00.000","2018","BR Espirito Santo Integrated Sustainable Water Management Project","Non-consulting Services","1562324","Auditar as demonstra&#231;&#245;es financeiras.","2018-05-22T00:00:00.000","BEZ AUDITORES INDEPENDENTES SS-EPP","Federative Republic of Brazil","20994.0"
"2022-09-12T00:00:00.000","2018","Pernambuco Rural Economic Inclusion","Consultant Services","1561560","Contratacao para fins de elaboracao de projetos de infraestrutura complementar para recuperacao e/ou conserto de 31 pontes dos municipios da mata sul afetados pela enchentes","2018-02-26T00:00:00.000","COLMEIA ARQUITETURA E ENGENHARIA LTDA","Federative Republic of Brazil","258456.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1561192","Avalia&#231;&#227;o de Impacto - Corre&#231;&#227;o de Fluxo","2017-09-06T00:00:00.000","Individual Consultant","Federative Republic of Brazil","18835.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1561118","Aquisi&#231;&#227;o de Saco de Lixo","2017-09-19T00:00:00.000","ALIANÇA DISTRIBUIDORA DE MATERIAIS  EM GERAL-ME","Federative Republic of Brazil","48289.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562402","Material El&#233;trico - L&#226;mpadas","2018-06-06T00:00:00.000","GS CORPORATIVA COMERCIO E SERVICOS LTDA - ME","Federative Republic of Brazil","6331.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1562407","Desenvolvimento de Aplicativo do Gestor","2017-11-28T00:00:00.000","Individual Consultant","Federative Republic of Brazil","38144.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562396","Material El&#233;trico - Equipamentos","2018-06-06T00:00:00.000","CLAUDIO F. DE MORAES RAMOS EIRELE","Federative Republic of Brazil","51439.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1562487","Revis&#227;o do Plano Municipal de Educa&#231;&#227;o","2017-11-08T00:00:00.000","Individual Consultant","Federative Republic of Brazil","31812.0"
"2022-09-12T00:00:00.000","2018","Pernambuco Rural Economic Inclusion","Non-consulting Services","1564300","Contratacao de empresa especializada na prestacao de servicos de Auditoria Independente para o ProRural, relativo ao periodo de 01 de janeiro de 2017 a 31 de dezembro de 2018","2018-05-21T00:00:00.000","AUDIMEC AUDITORES INDEPENDENTES S/S","Federative Republic of Brazil","5886.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562473","Material Higiene Pessoal - Escova de dente infantil e Pasta dental infantil","2018-03-21T00:00:00.000","COMEPI PRODUTOS COMERCIAIS EIRELI ME","Federative Republic of Brazil","36189.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562395","Material El&#233;trico - Cabos","2018-06-06T00:00:00.000","GS CORPORATIVA COMERCIO E SERVICOS LTDA - ME","Federative Republic of Brazil","236491.0"
"2022-09-12T00:00:00.000","2018","BR Sergipe Water","Non-consulting Services","1564501","Presta&#231;&#227;o de Servi&#231;os Sociais e Ambientais de apoio &#224; supervis&#227;o das Obras (fase de liga&#231;&#245;es) da 1&#170; etapa do sistema de esgotamento sanit&#225;rio de nossa senhora das dores - SES - DORES","2018-06-04T00:00:00.000","GENIVAL NUNES CONSULTORIA DE PROJETOS E MEIO AMBIENTE LTDA","Federative Republic of Brazil","82888.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1565250","Contrata&#231;&#227;o de Empresa de Engenharia para Execu&#231;&#227;o de Obra para a Reforma do Centro de Treinamento de Italva - CENTERJ","2018-03-28T00:00:00.000","CONPLAN EMPREENDIMENTO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","166986.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1564317","CONJUNTO ESCOLAR CJA-06","2018-05-23T00:00:00.000","ACOPLAST INDUSTRIA E COMERCIO LTDA - ME","Federative Republic of Brazil","766233.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1566880","Karina Soares Canedo","2018-05-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","9460.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Consultant Services","1582232","Contrata&#231;&#227;o de Consultor Individual para Desenvolvimento de Projeto T&#233;cnico Agroindustrial e Suporte em sua Instala&#231;&#227;o e Operacionaliza&#231;&#227;o.","2018-05-31T00:00:00.000","Individual Consultant","Federative Republic of Brazil","2579.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1588176","Aquisi&#231;&#227;o de equipamentos de inform&#225;tica e eletroeletr&#244;nicos para uso da Casa de Culltura Karaj&#225;.","2018-06-05T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","1438.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1566984","Camila Viana Od&#237;sio","2018-06-14T00:00:00.000","Individual Consultant","Federative Republic of Brazil","16805.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1566879","Mary Eming Young","2018-05-28T00:00:00.000","Individual Consultant","People's Republic of China","25764.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1564316","CONJUNTO ESCOLAR CJA-04","2018-05-23T00:00:00.000","ACOPLAST INDUSTRIA E COMERCIO LTDA - ME","Federative Republic of Brazil","653551.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562389","Material El&#233;trico (Disjuntores e Acess&#243;rios)","2018-06-06T00:00:00.000","KHARISMA COMERCIAL LTDA ME","Federative Republic of Brazil","17986.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1567068","Miriam de Souza Le&#227;o Albuquerque","2018-06-18T00:00:00.000","Individual Consultant","Federative Republic of Brazil","19297.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567185","Encontro Nacional sobre o Reordenamento dos Servi&#231;os de Acolhimento para Crian&#231;as, Adolescentes e Jovens (BSB, 24 a 26/04/2018)","2018-04-19T00:00:00.000","FLAP - ABIC MARKETING E CONSULTORIA PROMOCIONAL LTDA","Federative Republic of Brazil","18289.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1567061","Kenia Flor Tavares","2018-06-14T00:00:00.000","Individual Consultant","Federative Republic of Brazil","10256.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568005","Contrata&#231;&#227;o de empresa especializada em servi&#231;os gr&#225;ficos, que ser&#227;o utilizados no &#226;mbito do ""Programa de Educa&#231;&#227;o Financeira para Mulheres Benefici&#225;rias do Programa Bolsa Fam&#237;lia""&#8203;","2018-03-21T00:00:00.000","TEIXEIRA GRÁFICA E EDITORA","Federative Republic of Brazil","55419.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568306","Oficina colaborativa sobre gest&#227;o da Prote&#231;&#227;o Social B&#225;sica no Territ&#243;rio","2018-05-17T00:00:00.000","PREMIER EVENTOS","Federative Republic of Brazil","21365.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567208","Oficina de integra&#231;&#227;o SUAS e Programa Crian&#231;a Feliz (BSB, 15 e 16/05/2018)","2018-05-21T00:00:00.000","FLAP - ABIC MARKETING E CONSULTORIA PROMOCIONAL LTDA","Federative Republic of Brazil","40635.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1567060","Marina Brito Pinheiro","2018-05-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","19287.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568513","Encontro Nacional de Vigil&#226;ncia Socioassistencial - ""Indicadores no SUAS e a utiliza&#231;&#227;o do Cadastro &#218;nico para Programas Sociais","2018-06-19T00:00:00.000","GAUCHE PROMOCOES E EVENTOS LTDA.","Federative Republic of Brazil","52265.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1591778","Contrata&#231;&#227;o de empresa especializada para reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Municipio de Arealva.","2018-06-22T00:00:00.000","MENOSSI CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","38643.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568506","Encontro sobre integra&#231;&#227;o entre servi&#231;os socioassistenciais (B&#225;sica e Especial) e benef&#237;cios para Pessoa Idosa no Brasil","2018-06-28T00:00:00.000","ESFERA - JB PROPAGANDA E MARKETING EIRELI","Federative Republic of Brazil","29473.0"
"2022-09-12T00:00:00.000","2018","Brazil Pernambuco Sustainable Water","Consultant Services","1568796","Diagnostico e consolidacao de arranjos produtivos no entorno do area de Protecao Ambiental de Santa Cruz e do Parque Estadual Mata da Pimenteira","2017-11-10T00:00:00.000","DIAGONAL EMPREENDIMENTOS E GESTÃO DE NEGÓCIOS LTDA","Federative Republic of Brazil","375114.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1570549","SHORT","2018-02-27T00:00:00.000","JF COMERCIO E SERVICOS LTDA - ME","Federative Republic of Brazil","532022.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1570562","CAMISA COM MANGA CURTA","2018-02-27T00:00:00.000","NADIA CORREIA DE ALMEIDA ME","Federative Republic of Brazil","479597.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1570285","&#201;rica Pe&#231;anha do Nascimento","2018-06-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","17782.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568486","Encontro Nacional de Coordenadores Estaduais, municipais e das metr&#243;poles, denominado Mesa T&#233;cnica Ampliada 2018","2018-06-11T00:00:00.000","GAUCHE PROMOCOES E EVENTOS LTDA.","Federative Republic of Brazil","30930.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1567059","Stela da Silva Ferreira","2018-05-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","19297.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1592406","De acordo com a minuta feita conforme a proposta feita por Lu&#237;s Gustavo Fernades Serra, e aceita pelo Estado da Bahia.","2018-06-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","131403.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1592824","Contrata&#231;&#227;o de empresa para presta&#231;&#227;o de servi&#231;os de reforma e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Municipio de Manduri.","2018-06-26T00:00:00.000","MENOSSI CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","41524.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1592646","Contrato n&#186; 006 CT115/2017.","2017-09-13T00:00:00.000","NIPPON KOEI LAC DO BRASIL LTDA.","Federative Republic of Brazil","2124778.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1571301","PAVIMENTACAO DOSTRECHOS DE RODOVIAS ETAPA II: RN 016 (CARNAUBAIS - ESTRADA DO CAJU)","2018-03-16T00:00:00.000","CONSTRUTORA LUIZ COSTA LTDA","Federative Republic of Brazil","11144346.0"
"2022-09-12T00:00:00.000","2018","Brazil Pernambuco Sustainable Water","Consultant Services","1568723","Especialista em Sistemas de Abastecimento de &#193;gua - SAA para apoiar as a&#231;&#245;es da COMPESA no &#226;mbito do Projeto de Sustentabilidade H&#237;drica/PSHPE","2017-10-31T00:00:00.000","Individual Consultant","Federative Republic of Brazil","63269.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1591762","Contrata&#231;&#227;o de empresa para constru&#231;&#227;o do laborat&#243;rio de propaga&#231;&#227;o in vitro junto ao Nucleo de Produ&#231;&#227;o de Mudas do Munic&#237;pio de Tiet&#234; (DSMM/CATI)","2017-07-07T00:00:00.000","DESTAK SERV MULTIPLA ENGENHARIA LTDA - ME","Federative Republic of Brazil","110573.0"
"2022-09-12T00:00:00.000","2018","Brazil Pernambuco Sustainable Water","Consultant Services","1568691","Especialista na Area de Jornalismo para assessorar a UGP/PSHPE","2017-11-06T00:00:00.000","Individual Consultant","Federative Republic of Brazil","5213.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1591260","Contrata&#231;&#227;o de empresa especializada para reforma e adequa&#231;&#227;o do pr&#233;dio do Escritorio de Desenvolvimento Rural de Catanduva com o fornecimento de materiais e m&#227;o de obra necess&#225;rio, conforme Projeto B","2018-06-29T00:00:00.000","SOUZASMAR CONSTRUÇÕES EIRELI","Federative Republic of Brazil","241095.0"
"2022-09-12T00:00:00.000","2018","Brazil Pernambuco Sustainable Water","Consultant Services","1568384","Servi&#231;os de Consultoria Individual - Engenheiro Civil S&#234;nior Especialista em Projeto Estrutural de Barragens","2017-12-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","61160.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1568249","Presta&#231;&#227;o de servi&#231;os de reforma e adequa&#231;&#227;o do predio da Casa da Agricultura do Munic&#237;pio de Ara&#231;oiaba da Serra com o fornecimento de materiais e mao de obra necessarios","2018-06-29T00:00:00.000","ALLAN VETEV","Federative Republic of Brazil","57962.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1568022","Coleta de dados prim&#225;rios por meio de entrevistas domiciliares junto aos potenciais
benefici&#225;rios do Programa de Fomento &#224;s Atividades Produtivas Rurais.","2018-06-01T00:00:00.000","VIRTÚ ANÁLISE E ESTRATÉGIA","Federative Republic of Brazil","208925.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1590999","Servi&#231;o de reforma e adequa&#231;&#227;o do pr&#233;dio da Casa de Agricultura do Munic&#237;pio de Duartina","2018-06-22T00:00:00.000","MENOSSI CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","41756.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567200","Lan&#231;amento do Futuro na M&#227;o e realiza&#231;&#227;o da ""1&#170; Forma&#231;&#227;o de Instrutores de Educa&#231;&#227;o Financeira para benefici&#225;rias do Programa Bolsa Fam&#237;lia"" (BSB, 14 a 17/05/18).","2018-05-21T00:00:00.000","ESFERA - JB PROPAGANDA E MARKETING EIRELI","Federative Republic of Brazil","30324.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567181","Semin&#225;rio Nac. Compra de Alimentos da Agricultura Familiar (BSB, 21 e 22/03/2018)","2018-03-20T00:00:00.000","ESFERA - JB PROPAGANDA E MARKETING EIRELI","Federative Republic of Brazil","21206.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567069","""Apresenta&#231;&#227;o Oral dos Projetos Finalistas do Pr&#234;mio Progredir"", a realizar-se no dia 14 de mar&#231;o de 2018, e ""Cerim&#244;nia de Premia&#231;&#227;o - Pr&#234;mio Progredir"", a realizar-se no dia 15 de mar&#231;o de 2018","2018-03-23T00:00:00.000","FLAP - ABIC MARKETING E CONSULTORIA PROMOCIONAL LTDA","Federative Republic of Brazil","24680.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1571706","AQUISI&#199;&#195;O DE VE&#205;CULO 0KM - TIPO CAMINH&#195;O LEVE PARA MONITORAMENTO E PROTE&#199;&#195;O DO FECHO DO PASTO DE CLEMENTE.","2018-06-22T00:00:00.000","CCS CAMINHÕES COMÉRCIO E SERVIÇOS LTDA","Federative Republic of Brazil","32555.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1592926","Contrata&#231;&#227;o de empresa especializada para prestacao de servicos de reparos e adequa&#231;&#227;o do predio da Casa da Agricultura do Municipio de Vinhedo","2018-06-29T00:00:00.000","CPO PROJETOS E OBRAS LTDA","Federative Republic of Brazil","47883.0"
"2022-09-12T00:00:00.000","2018","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Non-consulting Services","1566976","Contrato de empreitada para execu&#231;&#227;o de servi&#231;o de transporte para reassentamento de fam&#237;lias situadas em &#225;reas de risco na regi&#227;o das Lagoas do Norte.","2017-10-17T00:00:00.000","W C LOCADORA DE VEÍCULOS","Federative Republic of Brazil","111334.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Consultant Services","1566892","Eneida Cardoso de Britto Correa","2018-04-11T00:00:00.000","Individual Consultant","Federative Republic of Brazil","14250.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1571561","Aquisi&#231;&#227;o de materiais did&#225;ticos para a Associa&#231;&#227;o Comunit&#225;ria dos Pequenos Criadores do Fecho do pasto do Clemente.","2018-05-17T00:00:00.000","JETH TEND TUDO - ME","Federative Republic of Brazil","206.0"
"2022-09-12T00:00:00.000","2018","BR Sergipe Water","Non-consulting Services","1566730","Contrata&#231;&#227;o dos servi&#231;os de cercamento, reflorestamento e revegeta&#231;&#227;o para atender aos projetos de preserva&#231;&#227;o, conserva&#231;&#227;o e recupera&#231;&#227;o de mananciais, na regi&#227;o da BHRS","2017-11-07T00:00:00.000","STCP ENGENHARIA DE PROJECTOS, LDA","Federative Republic of Brazil","4171144.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1564619","Contrata&#231;&#227;o de empresa para organiza&#231;&#227;o e produ&#231;&#227;o para a realiza&#231;&#227;o do Encontro do Camar&#227;o e da Ostra nos dias 11, 12 e 13 de agosto de 2017, na sede do munic&#237;pio de Tibau do Sul-RN.","2017-08-10T00:00:00.000","TOTAL MULTIMÍDIA LOCAÇÃO E EVENTOS LTDA","Federative Republic of Brazil","13828.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1587600","Aquisi&#231;&#227;o de trena digital para apoio na execu&#231;&#227;o das oficinas e atividades do subprojeto 110","2018-06-12T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","78.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1564315","CONJUNTO ESCOLAR CJA-03","2018-05-23T00:00:00.000","ACOPLAST INDUSTRIA E COMERCIO LTDA - ME","Federative Republic of Brazil","225363.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1564314","CONJUNTO COLETIVO TAMANHO 01 CJC-01","2018-05-23T00:00:00.000","LUCINEIDE B. DOS SANTOS MOVEIS","Federative Republic of Brazil","151383.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Goods","1563747","Aquisi&#231;&#227;o de TV e caixa de som com microfone","2018-06-19T00:00:00.000","F-TECH COMERCIAL EIRELI - EPP","Federative Republic of Brazil","855.0"
"2022-09-12T00:00:00.000","2018","BR Espirito Santo Integrated Sustainable Water Management Project","Non-consulting Services","1563637","Execu&#231;&#227;o do licenciamento, instala&#231;&#227;o, parametriza&#231;&#227;o, treinamento, consultoria para acesso e uso inicial, hospedagem, suporte e manuten&#231;&#227;o de solu&#231;&#227;o para apoio ao Programa &#193;guas e Paisagem.","2018-06-04T00:00:00.000","SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA.","Federative Republic of Brazil","611129.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562472","Material de Higiene Pessoal - Sabonete l&#237;quido","2018-03-21T00:00:00.000","ALIANÇA DISTRIBUIDORA DE MATERIAIS  EM GERAL-ME","Federative Republic of Brazil","152990.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1562469","Revis&#227;o e Atualiza&#231;&#227;o do Programa BRINQUEDUCAR","2017-11-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","43490.0"
"2022-09-12T00:00:00.000","2018","Brazil Investment Plan Coordination Project","Non-consulting Services","1615007","Contrata&#231;&#227;o de servi&#231;o de loca&#231;&#227;o de espa&#231;o, servi&#231;o, equipamentos e fornecimento de alimenta&#231;&#227;o para apoiar o Semin&#225;rio de Apresenta&#231;&#227;o do Relat&#243;rio FIP M&R 2017 aos Stakeholders, em Bras&#237;lia/DF","2018-06-20T00:00:00.000","HOTEL WINDSOR BRASÍLIA","Federative Republic of Brazil","2034.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1562403","Material El&#233;trico - Equipamentos el&#233;tricos","2018-06-06T00:00:00.000","CLAUDIO F. DE MORAES RAMOS EIRELE","Federative Republic of Brazil","1995.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593167","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Buri","2018-06-29T00:00:00.000","JUCILENE ALVES TORRESILHA ME","Federative Republic of Brazil","61743.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1571309","Realiza&#231;&#227;o de Obra Civil para Pavimenta&#231;&#227;o dos trechos de Rodovias etapa II: RN 011 (Serra do Mel - Estrada do Caju)","2018-03-16T00:00:00.000","CONSTRUTORA LUIZ COSTA LTDA","Federative Republic of Brazil","7132832.0"
"2022-09-12T00:00:00.000","2018","Pernambuco Rural Economic Inclusion","Consultant Services","1561535","Contratacao de empresa de consultoria especializada em elaboracao e acompanhamento da implementacao de projetos produtivos para Organizacoes de Produtores Rurais","2018-03-05T00:00:00.000","TPF ENGENHARIA LTDA","Federative Republic of Brazil","242690.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1583333","Contrata&#231;&#227;o de Servi&#231;os de apoio operacional para acompanhar a execu&#231;&#227;o das atividades do projeto n&#186; 93 - Associa&#231;&#227;o Ind&#237;gena Pyka Mex.","2018-05-28T00:00:00.000","NAYANE JANUÁRIO COSTA","Federative Republic of Brazil","3616.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Consultant Services","1561166","Avalia&#231;&#227;o de Impacto - Tempo Integral","2017-08-25T00:00:00.000","Individual Consultant","Federative Republic of Brazil","29757.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","1561138","Lote 01- 40 po&#231;os tubulares nos territ&#243;rios 4, 15, 16 e 25","2018-03-23T00:00:00.000","AGUACENTER POCOS ARTESIANOS","Federative Republic of Brazil","344404.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","1561136","Lote 02- 40 po&#231;os tubulares no territ&#243;rio 3","2018-03-23T00:00:00.000","AGUACENTER POCOS ARTESIANOS","Federative Republic of Brazil","354667.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","1561134","Lote IV - TUBO EDUTOR","2018-05-17T00:00:00.000","COMERCIAL VANGUARDEIRA EIRELI","Federative Republic of Brazil","67710.0"
"2022-09-12T00:00:00.000","2018","Brazil Pernambuco Sustainable Water","Consultant Services","1570767","Consultor individual Engenheiro Civil Senior com experiencia em Elaboracao de Estudos e Projetos para Construcao e Recuperacao de Barragens no ambito do Estado de PE","2017-11-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","67185.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","1561116","Lote V - REGISTROS E V&#193;LVULAS DE BRONZE","2018-05-17T00:00:00.000","DOCOL METAIS SANITARIOS","Federative Republic of Brazil","28300.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","1561114","Lote I - FILTRO DE FLUXO ASCENDENTE (Russo).","2018-04-26T00:00:00.000","ACETECNO DO BRASIL INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS","Federative Republic of Brazil","453884.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1561112","Aquisi&#231;&#227;o de Eletrodom&#233;sticos","2018-01-16T00:00:00.000","AUGUSTO CESAR MAKOUL GASPERIN","Federative Republic of Brazil","138629.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593627","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Ituverava.","2018-06-28T00:00:00.000","ENGETECH CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","51749.0"
