"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO GARC&#205;A","GARCÍA MARÍA MARTA","11168.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Goods","Request for Bids","Education","ADQUISICION DE PENDRIVES PISA 2022","SERVICIOS GLOBALES DE INFORMATICA .S.A..","99415.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO CASTILLO","CASTILLO LILIANA BEATRIZ","11704.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management","Inspecci&#243;n para la segunda etapa de los Acueductos de Chaco (Wichi II)","CONSULTORIA OSCAR G. GRIMAUX Y ASOCIADOS S.A.T","625143.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","ESTUDIO GEOT&#201;CNICO PARA PROYECTO DE RELLENO COSTERO Y PLAYA P&#218;BLICA","SKOK INGENIERÍA","91976.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MATAYOSHI, Nicol&#225;s Eishin","Individual Consultant","6892.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO SANTILL&#193;N, Silvina Elizabeth","Individual Consultant","6892.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO FENIELLO, Roc&#237;o","Individual Consultant","7034.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","ADQUISICION DE UTENSILIOS DE COCINA PARA ESCUELAS","PAPA NOEL SRL","30593.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Analista para el sector de Auditor&#237;a y Mejora de Procesos","Individual Consultant","18262.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO FUENTES","Individual Consultant","9998.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","ADQUISICION EQUIPOS DE COCINA PARA ESCUELAS RURALES","MYA REPRESENTACIONES SRL","45279.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobiliario para Puntos Digitales - Lote 7","LM AMOBLAMIENTOS SRL","22057.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobiliario para Puntos Digitales - Lote 6","ROLIC S.A.","16530.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobilario para Puntos Digitales - Lote 4","LM AMOBLAMIENTOS SRL","6026.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobilario para Puntos Digitales - Lote 5","ROLIC S.A.","129009.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobilario para Puntos Digitales - Lote 3","AS MADERAS ALBERTO R. SCAZZUSO Y CIA S.A.","91000.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Equipamiento Mobilario para Puntos Digitales - Lote 2","RAUL E. MONACO SA","14333.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Especialista Sector Relaciones Institucionales","Individual Consultant","31638.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 6- 25 Switch Conmutador","DATASTAR ARGENTINA S. A.","21106.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 1- Adquisici&#243;n de 2550 Notebooks","DINATECH","2674058.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 4- 250 Auricular Avanzado","DATASTAR ARGENTINA S. A.","15125.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 3- 250 Mouse Avanzado","DATASTAR ARGENTINA S. A.","12403.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote2- 200 Notebooks","DATASTAR ARGENTINA S. A.","558909.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Adquisici&#243;n de Equipamiento Multimedia para Puntos Digitales - Segundo Llamado - Lote 9","SOFTWARE BY DESIGN S.A.","20544.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Adquisici&#243;n de Equipamiento Multimedia para Puntos Digitales - Segundo Llamado - Lote 2 y Lote 3","PRODUCIR INTEGRAL","124830.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO BELOQUI","BELOQUI CECILIA EVA","10638.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 5- 175 Router Wifi","DATASTAR ARGENTINA S. A.","130015.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Renovaci&#243;n 2022","Individual Consultant","5847.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 8600472-00	533 ESC.DIRECTOR MARIANO MORENO	CHILCA JULIANA	SALAVINA","CYMON SRL","27465.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 8600380-00	999	 25 DE mayo 	CHOYA","CYMON SRL","36369.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO TASAT, Jos&#233; Alejandro","Individual Consultant","8224.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Non-consulting Services","Direct Selection","Information and Communications Technologies;Public Administration","Adquisici&#243;n de Servicio de Traductor P&#250;blico e Int&#233;rprete de Conferencias","YVONNE FISCHER","416.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"AGUICONS SRL","70548.0"
"2022","Argentina","Matanza-Riachuelo Basin Sustainable Development Project","Civil Works","Direct Selection","Water, Sanitation and Waste Management","SISTEMA RIACHUELO / LOTE 2 &#8220;Planta de Pretratamiento,
Estaci&#243;n Elevadora de Entrada, Estaci&#243;n de Bombeo de Salida""
Partido de Avellaneda","ACCIONA AGUA S.A. SUCURSAL ARGENTINA","18745883.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","T&#201;CNICO OPERATIVO PARA EVALUACI&#211;N EDUCATIVA - PUCCI, MARIANINA","Individual Consultant","1438.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Asegurar una asistencia permanente en el &#225;rea social y ambiental del proyecto PERMER, en materia de relevamiento y an&#225;lisis de datos para elaboraci&#243;n de informes de resultados, con el fin de monitorea","Individual Consultant","4000.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Analista En Indicadores 2","Individual Consultant","3064.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","3349.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4266.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHO, ARREGLOS GENERALES EN CIELORRASO, ARREGLOS GENERALES","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2104.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Especialista Laboratorio","Individual Consultant","10283.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID 222 COL.SEC.EN PJE.SANTA TECLA","LAGRICON SAS","8918.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 200-250 LTS/H","TRATAMIENTOS EN AGUAS DE FERREYRA DIEGO ALBERTO","4838.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Lote 5 - Jenck S.A.","JENCK S A","64535.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4259.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4267.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID COL.SEC.JOSE MARIA CANTEROS","ING MIGUEL ANGEL ORTEGA","13878.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID COL.PROVINCIAL SAN DIEGO","BAZTAN SRL","15455.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REFACCIONES","IN. CO. AS. SRL","12943.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID EXT.AULICA FUNCIONA EN ESC.121","ING RICARDO DIMAS CANTERO","25280.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Analista Funcional de Datos","Individual Consultant","6793.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Especialista para el Sector de Monitoreo de Contratos","Individual Consultant","33615.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID EXT.AULICA FUNCIONA EN ESC.640","SAN ANTONIO DE MARIO ARATTO","18244.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID EXT.AULICA FUNCIONA EN ESC.675","GEC S.A.","26652.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacciones menores","NARANJO PEDRO ROLANDO","5770.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Lote 1 - Jenck S.A","JENCK S A","503594.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","ASISTENTE DE COORDINACION","Individual Consultant","2178.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","TRABAJOS DE DESAGUES CLOACALES, VENTILACIONES, INSTALACION DE PROVISION DE AGUA Y ARTEFACTOS.","TOLOSA FACUNDO MARTIN","2668.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","TRABAJOS DE DESAGUES CLOACALES, VENTILACIONES, INSTALACION DE PROVISION DE AGUA, ARTEFACTOS PARA SANITARIOS Y MUROS.","TOLOSA FACUNDO MARTIN","3628.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SUCESION DE MALFITANO GASPAR CARLOS","10277.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Analista de Sistemas","Individual Consultant","5696.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Asistente en estudios ambientales","Individual Consultant","3233.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacciones menores","NARANJO PEDRO ROLANDO","7755.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4267.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4268.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Asistente de Encuadre Normativo DiGePPSE - P&#225;ez Micaela C.","Individual Consultant","30461.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Senior Analista Funcional","Individual Consultant","24145.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SUCESION DE MALFITANO GASPAR CARLOS","10271.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"ING. RESEK Y CIA SRL","4389.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REFACCIONES","CIPROE SRL","47331.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, CARPINTERIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2186.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Senior Analista Funcional","Individual Consultant","14342.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Senior Analista Funcional","Individual Consultant","15299.0"
"2021","Argentina","Argentina FCPF REDD Readiness","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry","Consultor&#237;a para la realizaci&#243;n de capacitaciones para formuladores, evaluadores y gestores de Planes de Manejo y Conservaci&#243;n en el marco de la Ley 26.331.","FUNDACIÓN PARA LA INNOVACIÓN Y TRANSFERENCIA DE TECNOLOGIA (INNOVA-T)","199991.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"IBAÑEZ, LUCIANA MICAELA","27255.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Analista de Sistemas","Individual Consultant","8731.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ALAMBRADO PERIMETRAS, TECHO GALERIA, ELECTRICIDAD","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1958.0"
"2021","Argentina","Argentina FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","Consultor&#237;a &#8220;Optimizaci&#243;n y Ampliaci&#243;n del Sistema de Alerta Temprana (SAT) de Deforestaci&#243;n de la Rep&#250;blica Argentina&#8221;.","FACULTAD DE AGRONOMÍA UBA (FAUBA)","168667.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO ESTRADA","Individual Consultant","16566.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Obra Escuela n&#186; 16 EGB.RVDO PADRE FEDERICO TORRES","GOLA, ADAN LUIS","18714.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Senior Analista de Sistemas","Individual Consultant","10964.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","35","BARONETTO SRL","21433.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ESCUELA SECUNDARIA 268","ZERRIZUELA-IBAÑEZ U.T.E.","22036.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO POLO MELINA AGUSTINA","Individual Consultant","19500.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONSTRUCCION DE NUCLEOSANITARIO MUJERES, VARONES Y BA&#209;O DISCAPACITADOS, CONEXI&#211;N A SISTERNA, CONSTRUCCIONDE CAMARA SEPTICA Y CONEXI&#211;N A POZO ABSORBENTE","BALLATO,JUAN JOSE CONSTRUCCIONES","46764.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","TRABAJOS DE DESAGUES CLOACALES, VENTILACIONES, INSTALACION DE PROVISION DE AGUA Y ARTEFACTOS.","ROLDAN RENE JAVIER","2988.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4266.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO IRIGOYEN Valentina","Individual Consultant","10522.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ESCUELA MALVINAS ARGENTINAS","NELSON ZERRIZUELA","12761.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"CONSTRU-PAC DE MARCELO MANUEL PIRES","40222.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SUCESION DE MALFITANO GASPAR CARLOS","10246.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacciones","CE Y BA S.R.L.","11974.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS.","SALVADEO OSCAR PEDRO","4188.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SUCESION DE MALFITANO GASPAR CARLOS","11760.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1804.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ESCUELA JUANA CASTRO","ZERRIZUELA-IBAÑEZ U.T.E.","8309.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","291 VICTORIA CARMEN RODRIGUEZ","MATEO CONSTRUCTORA SRL","17321.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","1500.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","Adquisici&#243;n de libros de texto y literarios para bibliotecas escolares 2021:	Editorial Asunto Impreso S.R.L. (Factotum Ediciones)","EDITORIAL ASUNTO IMPRESO S.R.L.","37628.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRAPISOS, CUBIERTAS DE TECHOS, ARREGLOS GENERALES (TRABAJOS DE ALBA&#209;ILERIA EN REVOQUES, PINTURA)","ESPINOSA SERGIO ANTONIO","3116.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","266.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ESCUELA N&#186; 6","NELSON ZERRIZUELA","10066.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 200-250 LTS/H","TRATAMIENTOS EN AGUAS DE FERREYRA DIEGO ALBERTO","4838.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","149","BARONETTO SRL","43760.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REPARAC. SANITARIAS, CIELORRASOS Y CARPINTERIAS","MATEO CONSTRUCTORA SRL","13155.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Consultor Senior Coordinador Especializado en An&#225;lisis Financiero","Individual Consultant","22948.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","2765.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","refacciones","CIPROE SRL","45647.0"
"2021","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","AR-MSAL-209811-CS-INDV - Responsable de Sistemas de Informaci&#243;n en Salud - Otegui, In&#233;s Mar&#237;a","Individual Consultant","9031.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHO, ARREGLOS GENERALES, ELECTRICIDAD","AGUERO HUMBERTO DANIEL","3514.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Analista Funcional de Datos","Individual Consultant","6793.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Reparaciones menores","NARANJO PEDRO ROLANDO","31493.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ARREGLOS GENERALES, CARPINTERIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","3478.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, ELECTRICIDAD.","BUSTOS MARIO GONZALO","4019.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","PROVISION Y COLOCACION DE EQUIPOS DE OSMOSIS INVERSA DE 90-100 LTS/H.","SERVICIOS Y TECNOLOGIAS ALTERNATIVAS DE BOLZICIO IGNACIO","4268.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","AMPLIACION","CE Y BA S.R.L.","37780.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTA DE TECHOS, ARREGLOS GENERALES.","AGUERO HUMBERTO DANIEL","3503.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHOS, ARREGLOS GENERALES","AGUERO HUMBERTO DANIEL","4031.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista en Seguimiento y Monitoreo","Individual Consultant","4320.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO GRIPPO JUAN MANUEL","Individual Consultant","1145.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHO, ARREGLOS GENERALES, ELECTRICIDAD","CARPIO JOSE LUIS","3063.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, CUBIERTAS DE TECHOS, CARPINTERIAS","TU SOLUCION SRL","3977.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista en Derecho Urbano e Instrumentos de Gesti&#243;n Urbana","Individual Consultant","11593.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ELECTRICIDAD, CUBIERTAS DE TECHO, CARPINTERIAS","TU SOLUCION SRL","4361.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ELECTRICIDAD, ARREGLOS GENERALES, CARPINTERIAS","TU SOLUCION SRL","4369.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MARINO VER&#211;NICA","Individual Consultant","2479.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, CUBIERTAS DE TECHO, CIELORRASO, ELECTRICIDAD, ARREGLOS GENERALES","TU SOLUCION SRL","39011.0"
