"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Arquitecto especialista en planeamiento paisajista y medio ambiente","Individual Consultant","4545.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Arquitecto especialista en planeamiento paisajista y medio ambiente","Individual Consultant","4545.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista en Gesti&#243;n Presupuestaria","Individual Consultant","9588.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor Legal para la Direcci&#243;n Provincial de Integraci&#243;n Productiva","Individual Consultant","7022.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista Coordinador de la Gesti&#243;n","Individual Consultant","7861.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACION SANITARIA, ELECTRICIDAD.","MEGATECH DE ALAMO FRANCISCO HERNAN","1103.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACIONES SANITARIAS, ARREGLOS GENERALES","SALVADEO OSCAR PEDRO","4120.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1798.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACION SANITARIA, ELECTRICIDAD, CUBIERTAS DE TECHOS","MEGATECH DE ALAMO FRANCISCO HERNAN","680.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTA DE TECHO, ARREGLOS GENERALES, ELECTRICIDAD, ADECUACIONES SANITARIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2400.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ELECTRICIDAD, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","3153.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor Agrimensor","Individual Consultant","15401.0"
"2021","Argentina","Supporting Effective Universal Health Coverage in Argentina","Consultant Services","Quality And Cost-Based Selection","Health","Contrato de Servicios de Consultor&#237;a: Auditor&#237;a Externa T&#233;cnica Independiente","CANEPA, KOPEC Y ASOCIADOS SRL ( CROWE HORWATH )","3038285.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2291.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","se recomienda Algieri SA por ser la Oferta m&#225;s Conveniente atento que se ajusta sustancialmente a los Documentos de Licitaci&#243;n, y tiene
el costo evaluado m&#225;s bajo","ALGIERI","2753722.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista en Adquisiciones","Individual Consultant","3242.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO RODRIGUEZ CECILIA","Individual Consultant","8211.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUBIERTAS DE TECHO, CIELORRASO, ARREGLOS GENERALES, ADECUACION SANITARIA.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2860.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACION SANITARIA, ARREGLOS GENERALES.","YAÑEZ NICOLAS EMMANUEL","3466.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ALMACENAMIENTO DE AGUA, CARPINTERIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","3442.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONSTRUCCION DE NUCLEO SANITARIO CON TANQUE DE RESERVA EN LA ESC 4201","JUAN PEDRO GARÍN","46684.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO SCASSO MART&#205;N","Individual Consultant","2956.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","TECNICO OPERATIVO SINIDE","Individual Consultant","562.0"
"2021","Argentina","Argentina Youth Employment Support Project","Goods","Request for Bids","Education;Social Protection","Adquisici&#243;n de Equipamiento Inform&#225;tico","DINATECH","3990160.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CARLOS R. NOSIGLIA
CONSTRUCCIONES SRL","CARLOS R. NOSIGLIA CONSTRUCCIONES SRL","14364.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ALAMBRADO PERIMETRAL, ARREGLOS GENERALES, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","3151.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ELECTRICIDAD, MAMPOSTERIA.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","2112.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistente t&#233;cnico de proyectos urbanos","Individual Consultant","3205.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Monitoreo de aves - Monitoreo ambiental","Individual Consultant","4710.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ADECUACION SANITARIA, ARREGLOS GENERALES.","CONSTRUMAX OLTA DE OCHOVA MALENA MARIA","833.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-50960366-APN-SSESYC DEL NARANJO","DEL NARANJO S.R.L","23985.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EQUIPAMIENTO, PUNTO DE HIGIENE.","CONSTRUMAX OLTA DE OCHOVA MALENA MARIA","459.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Antenas de VHF Fibra","JUAN IGNACIO BACIGALUPO","517.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Bases VHF Digital","JUAN IGNACIO BACIGALUPO","12028.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO FORLIZZI, JUAN NAZARENO","Individual Consultant","4500.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Antenas VHF Ringo","JUAN IGNACIO BACIGALUPO","626.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Antena VHF Banda Marina","JUAN IGNACIO BACIGALUPO","64.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto ingeniero civil","Individual Consultant","7483.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS","CONSTRUMAX OLTA DE OCHOVA MALENA MARIA","926.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, CARPINTERIAS.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1907.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto Legal en Contrataciones","Individual Consultant","639.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","M&#243;dulos Fotovoltaicos 105W","JUAN IGNACIO BACIGALUPO","1044.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Bater&#237;as de gel 12v","JUAN IGNACIO BACIGALUPO","2871.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","EVALUACION","Individual Consultant","2304.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Conectores PL 259","JUAN IGNACIO BACIGALUPO","358.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","M&#243;dulos fotovoltaicos 155W","JUAN IGNACIO BACIGALUPO","1854.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Torre 42 m PN Copo","JUAN IGNACIO BACIGALUPO","8699.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","RESPOPNSABLE DE ADMINISTRACI&#211;N Y GESTION FINANCIERA","Individual Consultant","2049.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Cables coaxil RG 213","JUAN IGNACIO BACIGALUPO","880.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Reguladores de carga solar 40A","JUAN IGNACIO BACIGALUPO","1204.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO HIGA JUAN SEBASTI&#193;N","Individual Consultant","989.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Antenas VHF Suma de 4 Dipolos","JUAN IGNACIO BACIGALUPO","1743.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Cables coaxil &#189;","JUAN IGNACIO BACIGALUPO","347.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Gabinetes estancos","JUAN IGNACIO BACIGALUPO","1261.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MIZRAHI LUCIANO","Individual Consultant","1470.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Abogado Asistente de Regularizaci&#243;n Dominial 1","Individual Consultant","6572.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO RA&#209;A MARIA VICTORIA","Individual Consultant","4756.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO RODRIGUEZ ROMINA","Individual Consultant","1513.0"
"2021","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 1 -MARINELLI S.A.","MARINELLI S.A.","1545300.0"
"2021","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 2- A.R.C. S.R.L.","A.R.C. S.R.L.","223192.0"
