"date_disclosed","project_name","project_number","product_line","company_name","country","industry","environmental_category","department","status","project_board_date","ifc_investment_for_loan_million_usd","total_ifc_investment_as_approved_by_board_million_usd"
"2019-05-03T00:00:00.000","BAM Loan","42398","Loan","Banco Agromercantil de Guatemala S.A.","Guatemala","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-06-13T00:00:00.000","125.0","125.0"
"2019-05-03T00:00:00.000","Access Tier II ","42559","Loan","ACCESS BANK PLC","Nigeria","Financial Institutions","FI-2","Regional Industry - FIG ME & Africa","Active","2019-06-12T00:00:00.000","87.50","87.5"
"2019-05-02T00:00:00.000","Humania","42285","Loan","HUMANIA NORTH AFRICA HOLDING LTD","MENA Region","Health and Education","B","Regional Industry - MAS Africa","Active","2019-06-20T00:00:00.000","35.0","80.0"
"2019-04-30T00:00:00.000","IP Senior Loan","38405","Loan","IPOTEKA BANK JSC MORTGAGE BANK","Uzbekistan","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2019-05-31T00:00:00.000","35.0","35.0"
"2019-04-26T00:00:00.000","TMFL SME Financing","42444","Loan","TATA MOTORS FINANCE LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-31T00:00:00.000","100.0","100.0"
"2019-04-25T00:00:00.000","Amru Rice","41831","Loan","AMRU RICE (CAMBODIA) CO., LTD","Cambodia","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-05-27T00:00:00.000","5.0","5.0"
"2019-04-25T00:00:00.000","3B Hotels","42084","Loan","3B GROUP OF HOTELS","Rwanda","Tourism, Retail, and Property","B","Regional Industry - MAS Africa","Active","2019-06-10T00:00:00.000","3.0","3.0"
"2019-04-25T00:00:00.000","EVTL Expansion","41822","Loan","ENGRO VOPAK TERMINAL LIMITED","Pakistan","Manufacturing","B","Regional Industry MAS MCT","Active","2019-05-30T00:00:00.000","40.0","40.0"
"2019-04-24T00:00:00.000","HFE Bhadla","42694","Loan","CLEAN SOLAR POWER (JODHPUR) PRIVATE LIMITED","India","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2019-05-24T00:00:00.000","49.11","49.11"
"2019-04-19T00:00:00.000","DCM MMFSL II","42373","Loan","MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED","India","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-05-20T00:00:00.000","75.0","75.0"
"2019-04-19T00:00:00.000","Protea Bonanza","41451","Loan","PROTEA HOTELS ZAMBIA LIMITED","Zambia","Tourism, Retail, and Property","B","Regional Industry - MAS Africa","Active","2019-05-27T00:00:00.000","9.0","9.0"
"2019-04-17T00:00:00.000","KMF-HALP FY19","42463","Loan","MICROFINANCE ORGANIZATION KMF LLC","Kazakhstan","Financial Institutions","FI-3","Regional Industry - FIG - ECA","Active","2019-05-20T00:00:00.000","70.0","70.0"
"2019-04-16T00:00:00.000","IEnova Corp.","42260","Loan","INFRAESTRUCTURA ENERGETICA NOVA, S.A.P.I. DE C.V.","Mexico","Infrastructure","B","Regional Industry - INF LAC","Active","2019-05-17T00:00:00.000","100.0","100.0"
"2019-04-15T00:00:00.000","Bog Transmicable","39772","Loan","BOGOTA DISTRITO CAPITAL","Colombia","Infrastructure","A","Regional Industry - INF LAC","Active","2019-06-26T00:00:00.000","30.0","30.0"
"2019-04-15T00:00:00.000","Bogota Transmilenio","38347","Loan","BOGOTA DISTRITO CAPITAL","Colombia","Infrastructure","A","CN1S7 - Regional Industry - INF LAC/Infrastructure - LAC","Active","2019-06-26T00:00:00.000","120.0","120.0"
"2019-04-12T00:00:00.000","SPV SistemCobro","41526","Loan","SYSTEMGROUP NPL","Latin America Region","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-05-15T00:00:00.000","60.0","60.0"
"2019-04-12T00:00:00.000","SEEMA hospital","39533","Loan","MACROM FOR GENERAL TRADE LLC","Iraq","Health and Education","B","Regional Industry MAS MCT","Pending","2019-06-28T00:00:00.000","26.10","26.1"
"2019-04-11T00:00:00.000","Finandina Loan 2","42526","Loan","BANCO FINANDINA SA","Colombia","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-05-20T00:00:00.000","50.0","50.0"
"2019-04-11T00:00:00.000","Shifa Hospitals","40947","Loan","SHIFA INTERNATIONAL HOSPITALS LIMITED","Pakistan","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2019-03-15T00:00:00.000","14.0","33.0"
"2019-04-10T00:00:00.000","Caribbean Bottling Company S.A.","40610","Loan","CARIBBEAN BOTTLING COMPANY S.A.","Haiti","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2019-05-23T00:00:00.000","2.50","2.5"
"2019-04-10T00:00:00.000","VCT II","41434","Loan","VISAKHA CONTAINER TERMINAL PRIVATE LIMITED","India","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2019-05-27T00:00:00.000","46.23","46.23"
"2019-04-08T00:00:00.000","Piramal Capital and Housing Finance Limited","41814","Loan","PIRAMAL CAPITAL AND HOUSING FINANCE LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-20T00:00:00.000","150.85","150.85"
"2019-04-04T00:00:00.000","Bolivariano II","42081","Loan","Banco Bolivariano C.A.","Ecuador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-05-07T00:00:00.000","50.0","50.0"
"2019-04-04T00:00:00.000","Republic Bank Ghana Limited","42193","Loan","REPUBLIC BANK (GHANA) PLC","Ghana","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2019-05-16T00:00:00.000","40.0","40.0"
"2019-04-03T00:00:00.000","Familiar CL","42281","Loan","BANCO FAMILIAR S.A.E.C.A.","Paraguay","Financial Institutions","FI-2","Regional Industry - FIG LAC","Completed","2019-05-03T00:00:00.000","8.0","8.0"
"2019-04-01T00:00:00.000","DCM L&TF","42279","Loan","L&T FINANCE LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-02T00:00:00.000","125.0","125.0"
"2019-03-27T00:00:00.000","Martur II","41874","Loan","MARTUR SUNGER VE KOLTUK TESISLERI TICARET VE SANAYI ANONIM SIRKETI","Eastern Europe Region","Manufacturing","B","Regional Industry - MAS ECA","Active","2019-05-15T00:00:00.000","50.16","50.16"
"2019-03-26T00:00:00.000","COMASA 2018","41995","Loan","COMERCIALIZADORA DEL MANI SA","Nicaragua","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2019-04-26T00:00:00.000","75.0","75.0"
"2019-03-26T00:00:00.000","Continental CLII","42253","Loan","BANCO CONTINENTAL S.A.E.C.A.","Paraguay","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-04-26T00:00:00.000","100.0","100.0"
"2019-03-26T00:00:00.000","Wildeklawer","40686","Loan","WILDEKLAWER EIENDOMS BEPERK","South Africa","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Pending","2019-05-15T00:00:00.000","8.75","8.75"
"2019-03-22T00:00:00.000","DCM Sugar","42346","Loan","DCM SHRIRAM LIMITED","India","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-04-23T00:00:00.000","35.0","35.0"
"2019-03-22T00:00:00.000","PAE Campana Refinery","42169","Loan","PAN AMERICAN ENERGY, S.L., ARGENTINE BRANCH","Argentina","Manufacturing","B","Regional Industry - MAS LAC","Active","2019-04-30T00:00:00.000","150.0","150.0"
"2019-03-21T00:00:00.000","NTB Syndication","42255","Loan","NATIONS TRUST BANK PLC","Sri Lanka","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-04-30T00:00:00.000","16.0","16.0"
"2019-03-20T00:00:00.000","Phoenix Tower B4","42497","Loan","PHOENIX TOWERS PARTICIPACOES S.A.","Brazil","Telecommunications, Media, and Technology","B","Gbl Infrastructure & Natural Resources","Completed","2019-04-26T00:00:00.000","19.64","19.64"
"2019-03-20T00:00:00.000","Jointown Pharma","41947","Loan","JOINTOWN PHARMACEUTICAL GROUP CO., LTD.","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2019-05-15T00:00:00.000","148.49","148.49"
"2019-03-20T00:00:00.000","CFPA MFI Gansu Revitalization and Innovation Loan","41879","Loan","CHONGHO BRIDGE MANAGEMENT LIMITED","China","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-31T00:00:00.000","50.0","50.0"
"2019-03-13T00:00:00.000","Sonoco ","40276","Loan","SONOCO SA","Guinea","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2019-04-28T00:00:00.000","25.0","25.0"
"2019-03-12T00:00:00.000","HKY2","40900","Loan","SHANDONG HEKANGYUAN POULTRY BREEDING INC LTD","China","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-04-30T00:00:00.000","14.99","14.99"
"2019-03-11T00:00:00.000","PMH Property","41772","Loan","PHU MY HUNG DEVELOPMENT CORPORATION","Vietnam","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2019-05-10T00:00:00.000","77.29","77.29"
"2019-03-07T00:00:00.000","Edita","40991","Loan","EDITA FOOD INDUSTRIES S.A.E","Egypt, Arab Republic of","Agribusiness and Forestry","B","Regional Industry - MAS ME & Africa","Active","2019-03-14T00:00:00.000","30.0","30.0"
"2019-02-27T00:00:00.000","Dodla","42009","Loan","DODLA DAIRY LIMITED","India","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-02-14T00:00:00.000","15.46","22.49"
"2019-02-25T00:00:00.000","SHTF Sec.","42375","Loan","SHRIRAM TRANSPORT FINANCE COMPANY LIMITED","India","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Pending","2019-03-27T00:00:00.000","101.95","101.95"
"2019-02-25T00:00:00.000","GTLP SMBC II","42104","Loan","SUMITOMO MITSUI BANKING CORPORATION","World Region","Financial Institutions","FI-3","Global Industry, Financial Markets","Active","2019-03-28T00:00:00.000","500.0","500.0"
"2019-02-25T00:00:00.000","Lionbridge Green","41378","Loan","LIONBRIDGE FINANCING LEASING (CHINA) CO LTD","China","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-04-15T00:00:00.000","20.0","20.0"
"2019-02-21T00:00:00.000","EBK Green","41982","Loan","EQUITY BANK KENYA LIMITED","Kenya","Financial Institutions","FI-2","Regional Industry - FIG ME & Africa","Active","2019-03-28T00:00:00.000","100.0","100.0"
"2019-02-20T00:00:00.000","Netafim Global 2","41880","Loan","NETAFIM LTD","World Region","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus & Services","Pending","2019-03-25T00:00:00.000","40.0","40.0"
"2019-02-15T00:00:00.000","DCM Manappuram ","41994","Loan","MANAPPURAM FINANCE LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2019-03-20T00:00:00.000","77.54","77.54"
"2019-02-11T00:00:00.000","BIM Land","42059","Loan","BIM LAND JOINT STOCK COMPANY","Vietnam","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2019-04-15T00:00:00.000","57.15","57.15"
"2019-02-11T00:00:00.000","AC Energy Green Bond","40227","Loan","AC ENERGY, INC.","Vietnam","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2019-01-29T00:00:00.000","100.0","100.0"
"2019-02-04T00:00:00.000","Epyllion Knit","42000","Loan","Epyllion Group","Bangladesh","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2019-03-07T00:00:00.000","14.44","14.44"
"2019-01-31T00:00:00.000","Republic Bank TT","41828","Loan","REPUBLIC BANK LIMITED","Trinidad and Tobago","Financial Institutions","FI-3","Regional Industry - FIG LAC","Active","2019-03-15T00:00:00.000","75.0","75.0"
"2019-01-30T00:00:00.000","Camel Group","41128","Loan","CAMEL GROUP CO., LTD.","China","Manufacturing","A","Regional Industry - MAS Asia & Pac","Active","2019-03-31T00:00:00.000","35.57","35.57"
"2019-01-18T00:00:00.000","Elecnorte Guajira Transmission Lines","39254","Loan","ELECNORTE S A S ESP","Colombia","Infrastructure","A","Regional Industry - INF LAC","Completed","2019-03-19T00:00:00.000","12.67","12.67"
"2019-01-16T00:00:00.000","BMA SL","41755","Loan","BANCO MILLENNIUM ATLANTICO","Angola","Financial Institutions","FI-2","CF3S6 - Regional Industry - FIG ME & Africa/FIG Inv Ops - Africa","Active","2019-02-16T00:00:00.000","50.0","50.0"
"2019-01-09T00:00:00.000","Aqua Expeditions","38628","Loan","AQUA EXPEDITIONS PTE. LTD.","Indonesia","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2019-02-15T00:00:00.000","10.0","10.0"
"2019-01-08T00:00:00.000","DCM XP Investimentos II","42053","Loan","XP INVESTIMENTOS S.A.","Brazil","Financial Institutions","FI-3","Regional Industry - FIG LAC","Hold","2019-02-11T00:00:00.000","5.0","5.0"
"2018-12-26T00:00:00.000","UPM Maroc","40754","Loan","UPM PEDAGOGIQUE","Morocco","Health and Education","B","Regional Industry - MAS ME & Africa","Pending","2019-02-07T00:00:00.000","15.71","15.71"
"2018-12-07T00:00:00.000","Telecom Argentina II","40857","Loan","TELECOM ARGENTINA S.A.","Argentina","Telecommunications, Media, and Technology","B","Regional Industry - INF LAC","Active","2019-01-10T00:00:00.000","110.0","110.0"
"2018-12-04T00:00:00.000","RA Energy II","41689","Loan","RESPONSABILITY ACCESS TO CLEAN POWER FUND S.A., SICAV-SIF","World Region","Tourism, Retail, and Property","FI-2","Regional Industry - MAS Africa","Active","2019-01-31T00:00:00.000","30.0","30.0"
"2018-11-30T00:00:00.000","La Genoveva","41190","Loan","VIENTOS LA GENOVEVA S.A.U.","Argentina","Infrastructure","A","Regional Industry - INF LAC","Active","2019-02-28T00:00:00.000","30.0","30.0"
"2018-11-29T00:00:00.000","Davivienda CR GB","40189","Loan","Banco Davivienda (Costa Rica) S.A.","Costa Rica","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2019-01-10T00:00:00.000","60.0","60.0"
"2018-11-16T00:00:00.000","Siegfried","42036","Loan","SIEGFRIED RHEIN, S.A. DE C.V.","Mexico","Health and Education","B","Regional Industry - MAS LAC","Active","2018-12-19T00:00:00.000","75.0","75.0"
"2018-11-16T00:00:00.000","Sinu","41152","Loan","REFORESTADORA DEL SINU SUCURSAL COLOMBIA","Colombia","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2018-12-17T00:00:00.000","15.0","15.0"
"2018-11-15T00:00:00.000","Internac Loan II","41844","Loan","Banco Internacional S.A.","Ecuador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-12-17T00:00:00.000","38.50","38.5"
"2018-11-15T00:00:00.000","Xac Subdebt","41748","Loan","XACBANK LLC","Mongolia","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-01-18T00:00:00.000","5.0","5.0"
"2018-11-09T00:00:00.000","Ara Tiendas I","40643","Loan","JERONIMO MARTINS COLOMBIA S A S","Colombia","Tourism, Retail, and Property","B","Regional Industry - MAS LAC","Active","2018-12-12T00:00:00.000","93.0","93.0"
"2018-11-07T00:00:00.000","Isbank GEO SME","40613","Loan","ISBANK GEORGIA JSC","Georgia","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2018-12-15T00:00:00.000","10.0","10.0"
"2018-11-07T00:00:00.000","PichinchaGBandSD","41625","Loan","Banco Pichincha CA","Ecuador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-12-10T00:00:00.000","90.0","90.0"
"2018-11-05T00:00:00.000","Agricover SME","41560","Loan","AGRICOVER CREDIT IFN SA","Romania","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2018-12-07T00:00:00.000","9.82","9.82"
"2018-10-30T00:00:00.000","Bank of Georgia SME Loan","40689","Loan","JSC BANK OF GEORGIA","Georgia","Financial Institutions","FI-2","CF2S8 - Regional Industry - FIG - ECA/FIG Inv Operations - ECA","Active","2018-11-30T00:00:00.000","74.63","74.63"
"2018-10-24T00:00:00.000","Frida","41746","Loan","BANCO SANTANDER BRASIL SA","Brazil","Financial Institutions","FI-2","CF1S7 - Regional Industry - FIG LAC/FIG Inv Ops - CLA","Active","2018-11-23T00:00:00.000","150.0","150.0"
"2018-10-22T00:00:00.000","Garanti RO SEF","41800","Loan","GARANTI BANK SA","Romania","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2018-11-30T00:00:00.000","62.54","62.54"
"2018-10-22T00:00:00.000","Loan CS MEXCO II","40457","Loan","Credit Suisse Opportunity Trust II","Mexico","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-05-16T00:00:00.000","102.29","102.29"
"2018-10-18T00:00:00.000","Golden Grass","41734","Loan","BANCO BRADESCO S.A.","Brazil","Financial Institutions","FI-2","Regional Industry - FIG LAC","Completed","2018-11-19T00:00:00.000","150.0","150.0"
"2018-10-15T00:00:00.000","SaMi 2018","41438","Loan","S.A. SAN MIGUEL A.G.I.C.I. Y F.","Argentina","Agribusiness and Forestry","B","Regional Industry - MAS LAC","Active","2018-11-26T00:00:00.000","27.50","27.5"
"2018-10-12T00:00:00.000","Ferrum I","41015","Loan","FERRUM S.A.","Argentina","Manufacturing","B","Regional Industry - MAS LAC","Active","2018-11-30T00:00:00.000","16.0","16.0"
"2018-10-01T00:00:00.000","Ayiti Leasing","41185","Loan","SOCIETE ALTERNATIVE DE SOLUTIONS FINANCIERES S.A.","Haiti","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-11-30T00:00:00.000","4.0","4.0"
"2018-09-21T00:00:00.000","Belgrade Airport","41123","Loan","VINCI AIRPORTS SERBIA D.O.O.","Serbia","Infrastructure","B","Regional Industry - INF ECA","Active","2018-10-26T00:00:00.000","113.39","113.39"
"2018-09-20T00:00:00.000","Xiaomi MCC Loan","40334","Loan","CHONGQING XIAOMI MICROFINANCE CO., LTD.","China","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2018-12-07T00:00:00.000","119.31","119.31"
"2018-09-06T00:00:00.000","OCB Woman Loan","41259","Loan","ORIENT COMMERCIAL JOINT STOCK BANK","Vietnam","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-10-08T00:00:00.000","57.16","57.16"
"2018-08-30T00:00:00.000","Metro Myanmar","40001","Loan","METRO AG","Myanmar","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Completed","2018-10-15T00:00:00.000","25.0","25.0"
"2018-08-30T00:00:00.000","DCM TMRC Investment","37277","Loan","TANZANIA MORTGAGE REFINANCE COMPANY LIMITED","Tanzania","Financial Institutions","FI-3","Regional Industry - FIG Africa","Active","2018-10-01T00:00:00.000","10.0","11.5"
"2018-08-30T00:00:00.000","CLN S-Africa II","38988","Loan","C.L.N. – COILS LAMIERE NASTRI S.P.A.","South Africa","Manufacturing","B","Regional Industry - MAS Africa","Active","2018-10-12T00:00:00.000","55.59","55.59"
"2018-08-17T00:00:00.000","Progresemos V","41306","Loan","FINANCIAMIENTO PROGRESEMOS SA DE CV SOFOM ENR","Mexico","Financial Institutions","FI-3","Regional Industry - FIG LAC","Active","2018-09-24T00:00:00.000","12.44","12.44"
"2018-08-13T00:00:00.000","Ipak Yuli WCS","39320","Loan","IPAK YULI BANK JSIB","Uzbekistan","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Completed","2018-09-17T00:00:00.000","15.0","15.0"
"2018-08-13T00:00:00.000","Hospital Aleman","40682","Loan","HOSPITAL ALEMAN ASOCIACION CIVIL","Argentina","Health and Education","B","Regional Industry - MAS LAC","Hold","2018-09-14T00:00:00.000","10.0","10.0"
"2018-08-03T00:00:00.000","Trans Corpora","40677","Loan","TRANS CORPORA, PT","Indonesia","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2018-10-01T00:00:00.000","60.0","60.0"
"2018-07-30T00:00:00.000","Sabadell Mex","40408","Loan","BANCO SABADELL S.A. INSTITUCION DE BANCA MULTIPLE","Mexico","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-10-01T00:00:00.000","100.0","100.0"
"2018-07-23T00:00:00.000","Mariupol Buses","40540","Loan","CITY OF MARIUPOL","Ukraine","Infrastructure","B","Regional Industry - INF ECA","Active","2018-09-13T00:00:00.000","14.32","14.32"
"2018-07-18T00:00:00.000","Abank SME","40903","Loan","ALTERNATIFBANK ANONIM SIRKETI","Türkiye","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2018-08-30T00:00:00.000","80.0","80.0"
"2018-07-06T00:00:00.000","BT B3T2 Bond","41084","Loan","BANCA TRANSILVANIA SA","Romania","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Active","2018-05-22T00:00:00.000","145.16","145.16"
"2018-06-29T00:00:00.000","Camlin","39750","Loan","CAMLIN FINE SCIENCES LIMITED","India","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-06-08T00:00:00.000","30.0","30.0"
"2018-06-26T00:00:00.000","Stanbic Bank Zambia SL","38700","Loan","Stanbic Bank (Z) Ltd","Zambia","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2018-07-31T00:00:00.000","36.77","36.77"
"2018-06-22T00:00:00.000","Chenguang Bio","40616","Loan","CHENGUANG BIOTECH GROUP CO LTD","China","Agribusiness and Forestry","Other","Regional Industry - MAS Asia & Pac","Active",,"40.0","40.0"
"2018-06-13T00:00:00.000","Garanti Bank DCM Gender Bond","40886","Loan","TURKIYE GARANTI BANKASI AS","Türkiye","Financial Institutions","FI-2","CF2S8 - Regional Industry - FIG - ECA/FIG Inv Operations - ECA","Active","2018-04-25T00:00:00.000","75.0","75.0"
"2018-06-05T00:00:00.000","China YuHua Education Corporation Limited","40811","Loan","CHINA YUHUA EDUCATION CORPORATION LIMITED","China","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2018-05-24T00:00:00.000","75.0","75.0"
"2018-06-05T00:00:00.000","Mbiza Blueberries","40468","Loan","UNITED EXPORTS LIMITED","South Africa","Agribusiness and Forestry","B","Regional Industry - MAS ME & Africa","Active","2018-07-06T00:00:00.000","11.58","11.58"
"2018-06-05T00:00:00.000","DCM TMB SMEGreen","41118","Loan","TMB THANACHART BANK PUBLIC COMPANY LIMITED","Thailand","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-05-11T00:00:00.000","150.0","150.0"
"2018-06-05T00:00:00.000","WCS2 GIME Bank","41537","Loan","GLOBAL IME BANK LIMITED.","Nepal","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-06-19T00:00:00.000","20.0","20.0"
"2018-05-31T00:00:00.000","Azure RG","40099","Loan","AZURE POWER ROOFTOP (GENCO.) PRIVATE LIMITED","India","Infrastructure","B","CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA","Active","2018-03-28T00:00:00.000","45.0","45.0"
"2018-05-31T00:00:00.000","Canvest Corporate Loan","40570","Loan","CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED","China","Infrastructure","B","Regional Industry - INF Asia & Pac","Completed","2018-05-07T00:00:00.000","50.0","50.0"
"2018-05-30T00:00:00.000","Twin Palms Mall","39410","Loan","TWIN PALM SHOPPING MALL LIMITED","Zambia","Tourism, Retail, and Property","B","Regional Industry - MAS Africa","Active","2017-05-05T00:00:00.000","12.80","12.8"
"2018-05-29T00:00:00.000","Time Technoplast","40768","Loan","TIME TECHNOPLAST LIMITED","India","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-06-21T00:00:00.000","38.53","38.53"
"2018-05-24T00:00:00.000","Engro Polymer Phase 3","41160","Loan","ENGRO POLYMER & CHEMICALS LIMITED","Pakistan","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-06-25T00:00:00.000","35.0","35.0"
"2018-05-24T00:00:00.000","BUH Haiti","39665","Loan","BANQUE DE L'UNION HAITIENNE S.A.","Haiti","Financial Institutions","FI-2","Regional Industry - FIG LAC","Hold","2018-06-25T00:00:00.000","5.0","5.0"
"2018-05-17T00:00:00.000","Fairway WtE","40216","Loan","FAIRWAY WASTE MANAGEMENT (PVT) LTD","Sri Lanka","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2018-06-19T00:00:00.000","7.0","7.0"
"2018-05-16T00:00:00.000","Produbanco Loan","40592","Loan","Banco de la Produccion S.A.","Ecuador","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2018-06-29T00:00:00.000","80.0","80.0"
"2018-05-16T00:00:00.000","HDB Financial Services","40789","Loan","HDB FINANCIAL SERVICES LIMITED","India","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Completed","2018-06-15T00:00:00.000","144.50","144.5"
"2018-05-14T00:00:00.000","Global Tea","38327","Loan","GLOBAL TEA AND COMMODITIES LTD","Malawi","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2018-06-15T00:00:00.000","4.0","4.0"
"2018-05-14T00:00:00.000","China EDU Group","40453","Loan","CHINA EDUCATION GROUP HOLDINGS LIMITED","China","Health and Education","B","CMGC1 - Gbl Ind, Manufact, Agribus & Services/Cons & Social Svcs-ASIA","Active","2017-12-01T00:00:00.000","45.0","75.0"
"2018-05-14T00:00:00.000","Juniper Glass","36680","Loan","JUNIPER GLASS INDUSTRIES SC","Ethiopia","Manufacturing","B","Regional Industry - MAS Africa","Pending","2018-06-15T00:00:00.000","20.0","20.0"
"2018-05-08T00:00:00.000","Magma Square","37642","Loan","MALIA INVEST HOLDING SAL","Iraq","Tourism, Retail, and Property","B","Regional Industry - MAS ME & Africa","Active","2018-06-15T00:00:00.000","6.0","6.0"
"2018-05-08T00:00:00.000","BPL Sr Loan","40920","Loan","BUSINESS PARTNERS LIMITED","South Africa","Financial Institutions","FI-2","Regional Industry - FIG ME & Africa","Active","2018-06-15T00:00:00.000","45.75","45.75"
"2018-05-07T00:00:00.000","KHMF Equity&Loan","40355","Loan","KEB HANA MICROFINANCE LIMITED","Myanmar","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2018-06-15T00:00:00.000","10.0","13.0"
"2018-05-07T00:00:00.000","Arohan Fin","41105","Loan","AROHAN FINANCIAL SERVICES PRIVATE LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2018-06-10T00:00:00.000","14.67","14.67"
"2018-05-03T00:00:00.000","Olam Smallholder Crop Financing","40675","Loan","OLAM INTERNATIONAL LIMITED","World Region","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2018-06-06T00:00:00.000","120.0","120.0"
"2018-05-02T00:00:00.000","DCM HKL LCY Bond ","41223","Loan","HATTHA BANK PLC.","Cambodia","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Completed","2018-06-15T00:00:00.000","20.0","20.0"
"2018-05-01T00:00:00.000","HFCII_Aptus","40814","Loan","APTUS VALUE HOUSING FINANCE INDIA LIMITED","India","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2018-05-31T00:00:00.000","15.51","15.51"
"2018-04-30T00:00:00.000","Agrofusion CL","41217","Loan","FE INTEGRATED AGROSYSTEMS","Ukraine","Agribusiness and Forestry","B","Regional Industry - MAS ECA","Active","2018-06-14T00:00:00.000","17.0","17.0"
"2018-04-27T00:00:00.000","Attijari Tunisie","41167","Loan","BANQUE ATTIJARI DE TUNISIE","Tunisia","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2018-05-28T00:00:00.000","46.72","46.72"
"2018-04-27T00:00:00.000","Amret Senior 18","41294","Loan","AMRET PLC","Cambodia","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-05-31T00:00:00.000","10.0","10.0"
