"ifc_region","country","number_of_enterprises","ifc_cumulative_commitments_us_thousands","loan_guarantee_participations_cumulative_commitments_us_thousands","total","fiscal_year"
"Sub-Saharan Africa","Kenya","97","1482458.73","86217.00","1568675.78","FY13"
"Sub-Saharan Africa","Kenya","85","1090774.42","59295.00","1150069.05","FY12"
"Sub-Saharan Africa","Kenya","108","2102540.36","115662.00","2218202.41","FY16"
"Sub-Saharan Africa","Kenya","115","2347642.78","125662.00","2473304.83","FY17"
"Sub-Saharan Africa","Kenya","126","2748489.52","125662.05","2874151.58","FY18"
"Sub-Saharan Africa","Kenya","125","2880550.36","125662.05","3006212.41","FY19"
"Sub-Saharan Africa","Kenya","130","3197500.57","125662.05","3323162.62","FY20"
"Sub-Saharan Africa","Kenya","138","3653621.47","168912.05","3822533.52","FY21"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY15"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY14"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY13"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY12"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY16"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY17"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY18"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY19"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY20"
"East Asia and the Pacific","Kiribati","1","1798.00","0.00","1798.00","FY21"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY15"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY14"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY13"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY12"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY16"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY17"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY18"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY19"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY20"
"East Asia and the Pacific","Korea, Republic of","51","868449.18","195700.00","1064149.18","FY21"
"Europe and Central Asia","Kosovo","4","35802.11","0.00","35802.11","FY15"
"Europe and Central Asia","Kosovo","4","35654.42","0.00","35654.42","FY14"
"Europe and Central Asia","Kosovo","3","33904.39","0.00","33904.39","FY13"
"Europe and Central Asia","Kosovo","3","27799.54","0.00","27799.54","FY12"
"Europe and Central Asia","Kosovo","5","37448.88","0.00","37448.88","FY16"
"Europe and Central Asia","Kosovo","5","39585.08","0.00","39585.08","FY17"
"Europe and Central Asia","Kosovo","7","44770.49","0.00","44770.49","FY18"
"Europe and Central Asia","Kosovo","8","47732.96","0.00","47732.96","FY19"
"Europe and Central Asia","Kosovo","10","64450.76","0.00","64450.76","FY20"
"Europe and Central Asia","Kosovo","10","65414.62","0.00","65414.62","FY21"
"Europe and Central Asia","Kyrgyz Republic","15","123526.17","0.00","123526.17","FY15"
"Europe and Central Asia","Kyrgyz Republic","15","117726.17","0.00","117726.17","FY14"
"Europe and Central Asia","Kyrgyz Republic","15","102396.17","0.00","102396.17","FY13"
"Europe and Central Asia","Kyrgyz Republic","15","101536.17","0.00","101536.17","FY12"
"Europe and Central Asia","Kyrgyz Republic","15","123526.17","0.00","123526.17","FY16"
"Europe and Central Asia","Kyrgyz Republic","15","123526.17","0.00","123526.17","FY17"
"Europe and Central Asia","Kyrgyz Republic","15","123526.17","0.00","123526.17","FY18"
"Europe and Central Asia","Kyrgyz Republic","16","132026.17","0.00","132026.17","FY19"
"Europe and Central Asia","Kyrgyz Republic","16","132026.17","0.00","132026.17","FY20"
"Europe and Central Asia","Kyrgyz Republic","17","141026.17","0.00","141026.17","FY21"
"East Asia and the Pacific","Lao People's Democratic Republic","13","66026.45","0.00","66026.45","FY15"
"East Asia and the Pacific","Lao People's Democratic Republic","12","61026.45","0.00","61026.45","FY14"
"East Asia and the Pacific","Lao People's Democratic Republic","11","49951.80","0.00","49951.80","FY13"
"East Asia and the Pacific","Lao People's Democratic Republic","10","41951.80","0.00","41951.80","FY12"
"East Asia and the Pacific","Lao People's Democratic Republic","13","75019.82","0.00","75019.82","FY16"
"East Asia and the Pacific","Lao People's Democratic Republic","14","94101.86","0.00","94101.86","FY17"
"East Asia and the Pacific","Lao People's Democratic Republic","15","96101.86","0.00","96101.86","FY18"
"East Asia and the Pacific","Lao People's Democratic Republic","15","96101.86","0.00","96101.86","FY19"
"East Asia and the Pacific","Lao People's Democratic Republic","15","96101.86","0.00","96101.86","FY20"
"East Asia and the Pacific","Lao People's Democratic Republic","15","96101.86","0.00","96101.86","FY21"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY15"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY14"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY13"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY12"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY16"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY17"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY18"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY19"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY20"
"Europe and Central Asia","Latvia","7","80966.79","35000.00","115966.79","FY21"
"Middle East and North Africa","Lebanon","37","3285558.93","230430.00","3515988.93","FY15"
"Middle East and North Africa","Lebanon","36","2618707.45","230430.00","2849137.45","FY14"
"Middle East and North Africa","Lebanon","35","2095376.55","230430.00","2325806.55","FY13"
"Middle East and North Africa","Lebanon","33","1583129.46","230430.00","1813559.46","FY12"
"Middle East and North Africa","Lebanon","39","3609847.60","230430.00","3840277.60","FY16"
"Middle East and North Africa","Lebanon","39","4148568.16","230430.00","4378998.16","FY17"
"Middle East and North Africa","Lebanon","40","5091758.12","230430.00","5322188.12","FY18"
"Middle East and North Africa","Lebanon","41","6103057.20","230430.00","6333487.20","FY19"
"Middle East and North Africa","Lebanon","43","6321913.24","230430.00","6552343.24","FY20"
"Middle East and North Africa","Lebanon","43","6323413.24","230430.00","6553843.24","FY21"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY14"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY13"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY16"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY12"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY17"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY18"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY19"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY20"
"Sub-Saharan Africa","Lesotho","2","454.00","0.00","454.00","FY21"
"Sub-Saharan Africa","Liberia","8","83427.27","0.00","83427.27","FY14"
"Sub-Saharan Africa","Liberia","8","70957.37","0.00","70957.37","FY13"
"Sub-Saharan Africa","Liberia","7","45070.43","0.00","45070.43","FY12"
"Sub-Saharan Africa","Liberia","12","155585.92","0.00","155585.92","FY16"
"Sub-Saharan Africa","Liberia","13","172948.12","0.00","172948.12","FY17"
"Sub-Saharan Africa","Liberia","13","193659.96","0.00","193659.96","FY18"
"Sub-Saharan Africa","Liberia","13","195160.29","0.00","195160.29","FY19"
"Sub-Saharan Africa","Liberia","13","207103.91","0.00","207103.91","FY20"
"Sub-Saharan Africa","Liberia","13","229183.25","0.00","229183.25","FY21"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY15"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY14"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY13"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY12"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY16"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY17"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY18"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY19"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY20"
"Europe and Central Asia","Lithuania","11","95040.95","9309.00","104349.95","FY21"
"Europe and Central Asia","Macedonia, former Yugoslav Republic of","16","236682.68","25000.00","261682.68","FY15"
"Europe and Central Asia","Macedonia, former Yugoslav Republic of","15","213040.19","25000.00","238040.19","FY14"
"Europe and Central Asia","Macedonia, former Yugoslav Republic of","15","207445.17","25000.00","232445.17","FY13"
"Europe and Central Asia","Macedonia, former Yugoslav Republic of","14","200678.00","25000.00","225678.00","FY12"
"Europe and Central Asia","Macedonia, Former Yugoslav Republic of","16","237798.16","25000.00","262798.16","FY16"
"Europe and Central Asia","Macedonia, Former Yugoslav Republic of","17","304463.16","25000.00","329463.16","FY17"
"Europe and Central Asia","Macedonia, Former Yugoslav Republic of","17","304463.16","25000.00","329463.16","FY18"
"Sub-Saharan Africa","Madagascar","21","254461.21","21000.00","275461.21","FY14"
"Sub-Saharan Africa","Madagascar","21","224374.50","21000.00","245374.50","FY13"
"Sub-Saharan Africa","Madagascar","21","183942.13","21000.00","204942.13","FY12"
"Sub-Saharan Africa","Madagascar","22","270158.58","21000.00","291158.58","FY16"
"Sub-Saharan Africa","Madagascar","22","314740.02","21000.00","335740.02","FY17"
"Sub-Saharan Africa","Madagascar","25","324918.26","21000.00","345918.26","FY18"
"Sub-Saharan Africa","Madagascar","25","338902.83","21000.00","359902.83","FY19"
"Sub-Saharan Africa","Madagascar","25","352152.83","21000.00","373152.83","FY20"
"Sub-Saharan Africa","Madagascar","26","372439.34","21000.00","393439.34","FY21"
"Sub-Saharan Africa","Malawi","21","166133.33","9500.00","175633.33","FY14"
"Sub-Saharan Africa","Malawi","20","158109.76","9500.00","167609.76","FY13"
"Sub-Saharan Africa","Malawi","20","148769.51","9500.00","158269.51","FY12"
"Sub-Saharan Africa","Malawi","22","196196.95","9500.00","205696.95","FY16"
"Sub-Saharan Africa","Malawi","22","210925.13","9500.00","220425.13","FY17"
"Sub-Saharan Africa","Malawi","22","226225.68","9500.00","235725.68","FY18"
"Sub-Saharan Africa","Malawi","23","236238.51","9500.00","245738.51","FY19"
"Sub-Saharan Africa","Malawi","23","245649.85","9500.00","255149.85","FY20"
"Sub-Saharan Africa","Malawi","23","259028.37","9500.00","268528.37","FY21"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY15"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY14"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY13"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY12"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY16"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.00","160257.52","FY17"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.13","160257.52","FY18"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.13","160257.52","FY19"
"East Asia and the Pacific","Malaysia","12","154868.40","5389.13","160257.52","FY20"
"East Asia and the Pacific","Malaysia","13","179868.40","5389.13","185257.52","FY21"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY15"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY14"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY13"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY12"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY16"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY17"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY18"
"South Asia","Maldives","7","168250.00","8500.00","176750.00","FY19"
"South Asia","Maldives","8","188250.00","8500.00","196750.00","FY20"
"South Asia","Maldives","8","208250.00","8500.00","216750.00","FY21"
"Sub-Saharan Africa","Mali","25","212577.89","40000.00","252577.89","FY14"
"Sub-Saharan Africa","Mali","23","179233.66","40000.00","219233.66","FY13"
"Sub-Saharan Africa","Mali","23","162469.22","40000.00","202469.22","FY12"
"Sub-Saharan Africa","Mali","27","284413.43","40000.00","324413.43","FY16"
"Sub-Saharan Africa","Mali","27","295636.98","40000.00","335636.98","FY17"
"Sub-Saharan Africa","Mali","30","319290.15","40000.00","359290.15","FY18"
"Sub-Saharan Africa","Mali","33","353409.75","40000.00","393409.75","FY19"
"Sub-Saharan Africa","Mali","35","359862.00","40000.00","399862.00","FY20"
"Sub-Saharan Africa","Mali","35","359862.00","40000.00","399862.00","FY21"
"Europe and Central Asia","Malta","1","357200.72","0.00","357200.72","FY17"
"Sub-Saharan Africa","Mauritania","14","273264.40","9503.00","282767.01","FY14"
"Sub-Saharan Africa","Mauritania","14","269664.40","9503.00","279167.01","FY13"
"Sub-Saharan Africa","Mauritania","13","121775.12","9503.00","131277.73","FY12"
"Sub-Saharan Africa","Mauritania","14","275266.04","9503.00","284768.64","FY16"
"Sub-Saharan Africa","Mauritania","15","280030.04","9503.00","289532.64","FY17"
"Sub-Saharan Africa","Mauritania","16","320030.04","9502.61","329532.64","FY18"
"Sub-Saharan Africa","Mauritania","16","320030.04","9502.61","329532.64","FY19"
"Sub-Saharan Africa","Mauritania","17","417030.04","79502.61","496532.64","FY20"
"Sub-Saharan Africa","Mauritania","15","214530.04","79502.61","294032.64","FY21"
"Sub-Saharan Africa","Mauritius","21","183523.00","96.00","183619.00","FY14"
"Sub-Saharan Africa","Mauritius","17","130794.85","96.00","130890.85","FY13"
"Sub-Saharan Africa","Mauritius","16","123794.85","96.00","123890.85","FY12"
"Sub-Saharan Africa","Mauritius","20","158523.00","96.00","158619.00","FY16"
"Sub-Saharan Africa","Mauritius","19","158088.39","96.00","158184.39","FY17"
"Sub-Saharan Africa","Mauritius","23","268188.39","96.00","268284.39","FY18"
"Sub-Saharan Africa","Mauritius","19","166124.83","96.00","166220.83","FY19"
"Sub-Saharan Africa","Mauritius","20","220624.83","96.00","220720.83","FY20"
"Sub-Saharan Africa","Mauritius","20","242159.27","96.00","242255.27","FY21"
"Latin America and the Caribbean","Mexico","201","6811502.82","2832134.00","9643636.35","FY15"
"Latin America and the Caribbean","Mexico","198","6621803.96","2807134.00","9428937.49","FY14"
"Latin America and the Caribbean","Mexico","191","6294797.81","2607134.00","8901931.34","FY13"
"Latin America and the Caribbean","Mexico","181","4967190.44","2217134.00","7184323.97","FY12"
"Latin America and the Caribbean","Mexico","210","7186033.39","2884634.00","10070666.92","FY16"
"Latin America and the Caribbean","Mexico","217","7414863.97","2891462.00","10306325.59","FY17"
"Latin America and the Caribbean","Mexico","227","7732264.07","2891461.62","10623725.69","FY18"
"Latin America and the Caribbean","Mexico","232","8174371.33","2941961.62","11116332.95","FY19"
"Latin America and the Caribbean","Mexico","240","8574720.90","2942349.62","11517070.52","FY20"
"Latin America and the Caribbean","Mexico","248","9066370.34","2958548.82","12024919.16","FY21"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY15"
"Europe and Central Asia","Moldova","18","233322.94","45000.00","278322.94","FY14"
"Europe and Central Asia","Moldova","18","233322.94","45000.00","278322.94","FY13"
"Europe and Central Asia","Moldova","17","201070.94","25000.00","226070.94","FY12"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY16"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY17"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY18"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY19"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY20"
"Europe and Central Asia","Moldova","18","263322.94","45000.00","308322.94","FY21"
"East Asia and the Pacific","Mongolia","18","335725.36","31000.00","366725.36","FY15"
"East Asia and the Pacific","Mongolia","17","320153.51","31000.00","351153.51","FY14"
"East Asia and the Pacific","Mongolia","16","304511.46","0.00","304511.46","FY13"
"East Asia and the Pacific","Mongolia","15","209510.39","0.00","209510.39","FY12"
"East Asia and the Pacific","Mongolia","20","808001.34","882125.00","1690126.34","FY16"
"East Asia and the Pacific","Mongolia","20","969459.81","887125.00","1856584.81","FY17"
"East Asia and the Pacific","Mongolia","20","1018604.54","887125.00","1905729.54","FY18"
"East Asia and the Pacific","Mongolia","20","1059191.19","897125.00","1956316.19","FY19"
"East Asia and the Pacific","Mongolia","20","1062360.20","897125.00","1959485.20","FY20"
"East Asia and the Pacific","Mongolia","21","1212377.35","897125.00","2109502.35","FY21"
"Europe and Central Asia","Montenegro","6","86754.20","0.00","86754.20","FY15"
"Europe and Central Asia","Montenegro","6","86754.20","0.00","86754.20","FY14"
"Europe and Central Asia","Montenegro","6","86754.20","0.00","86754.20","FY13"
"Europe and Central Asia","Montenegro","6","86754.20","0.00","86754.20","FY12"
"Europe and Central Asia","Montenegro","6","86754.20","0.00","86754.20","FY16"
"Europe and Central Asia","Montenegro","7","91212.60","0.00","91212.60","FY17"
"Europe and Central Asia","Montenegro","7","100202.85","0.00","100202.85","FY18"
"Europe and Central Asia","Montenegro","7","100202.85","0.00","100202.85","FY19"
"Europe and Central Asia","Montenegro","7","100202.85","0.00","100202.85","FY20"
"Europe and Central Asia","Montenegro","7","100202.85","0.00","100202.85","FY21"
"Middle East and North Africa","Morocco","45","965950.97","515014.00","1480965.06","FY15"
"Middle East and North Africa","Morocco","45","964244.25","515014.00","1479258.35","FY14"
"Middle East and North Africa","Morocco","41","855237.83","515014.00","1370251.92","FY13"
"Middle East and North Africa","Morocco","38","772977.16","515014.00","1287991.25","FY12"
"Middle East and North Africa","Morocco","45","965950.97","515014.00","1480965.06","FY16"
"Middle East and North Africa","Morocco","45","1078080.97","515014.00","1593095.06","FY17"
"Middle East and North Africa","Morocco","45","1078480.97","515014.09","1593495.06","FY18"
"Middle East and North Africa","Morocco","48","1122906.80","515014.09","1637920.90","FY19"
"Middle East and North Africa","Morocco","50","1193243.57","526933.54","1720177.11","FY20"
"Middle East and North Africa","Morocco","53","1373681.54","526933.54","1900615.09","FY21"
"Sub-Saharan Africa","Mozambique","28","378441.14","0.00","378441.14","FY14"
"Sub-Saharan Africa","Mozambique","27","337103.73","0.00","337103.73","FY13"
"Sub-Saharan Africa","Mozambique","27","317455.85","0.00","317455.85","FY12"
"Sub-Saharan Africa","Mozambique","31","425987.79","0.00","425987.79","FY16"
"Sub-Saharan Africa","Mozambique","33","446862.79","16950.00","463812.79","FY17"
"Sub-Saharan Africa","Mozambique","33","506814.01","60413.42","567227.42","FY18"
"Sub-Saharan Africa","Mozambique","33","506814.01","60413.42","567227.42","FY19"
"Sub-Saharan Africa","Mozambique","33","508014.01","60413.42","568427.42","FY20"
"Sub-Saharan Africa","Mozambique","34","508014.01","60413.42","568427.42","FY21"
"East Asia and the Pacific","Myanmar","4","87140.66","0.00","87140.66","FY15"
"East Asia and the Pacific","Myanmar","3","82000.00","0.00","82000.00","FY14"
"East Asia and the Pacific","Myanmar","1","2000.00","0.00","2000.00","FY13"
"East Asia and the Pacific","Myanmar","10","348089.09","0.00","348089.09","FY16"
"East Asia and the Pacific","Myanmar","18","577929.39","0.00","577929.39","FY17"
"East Asia and the Pacific","Myanmar","24","727733.65","20000.00","747733.65","FY18"
"East Asia and the Pacific","Myanmar","28","780305.14","20000.00","800305.14","FY19"
"East Asia and the Pacific","Myanmar","29","830018.07","20000.00","850018.07","FY20"
"East Asia and the Pacific","Myanmar","31","874351.51","20000.00","894351.51","FY21"
"Sub-Saharan Africa","Namibia","7","68258.69","0.00","68258.69","FY14"
"Sub-Saharan Africa","Namibia","6","44969.29","0.00","44969.29","FY13"
"Sub-Saharan Africa","Namibia","6","44969.29","0.00","44969.29","FY12"
"Sub-Saharan Africa","Namibia","9","148390.96","0.00","148390.96","FY16"
"Sub-Saharan Africa","Namibia","9","148390.96","0.00","148390.96","FY17"
"Sub-Saharan Africa","Namibia","9","148390.96","0.00","148390.96","FY18"
"Sub-Saharan Africa","Namibia","9","148390.96","0.00","148390.96","FY19"
"Sub-Saharan Africa","Namibia","9","148390.96","0.00","148390.96","FY20"
"Sub-Saharan Africa","Namibia","10","178390.96","0.00","178390.96","FY21"
"South Asia","Nepal","27","215574.60","39000.00","254574.60","FY15"
"South Asia","Nepal","21","178661.26","36000.00","214661.26","FY14"
"South Asia","Nepal","18","172888.90","36000.00","208888.90","FY13"
"South Asia","Nepal","18","151240.25","36000.00","187240.25","FY12"
"South Asia","Nepal","27","222444.23","39000.00","261444.23","FY16"
"South Asia","Nepal","28","237222.49","39000.00","276222.49","FY17"
"South Asia","Nepal","28","248906.37","39000.00","287906.37","FY18"
"South Asia","Nepal","29","288155.99","39000.00","327155.99","FY19"
"South Asia","Nepal","29","400653.19","39000.00","439653.19","FY20"
"South Asia","Nepal","30","435546.82","39000.00","474546.82","FY21"
"Latin America and the Caribbean","Nicaragua","24","526651.16","12429.00","539079.73","FY15"
"Latin America and the Caribbean","Nicaragua","23","442710.61","12429.00","455139.18","FY14"
"Latin America and the Caribbean","Nicaragua","21","359942.05","12429.00","372370.62","FY13"
"Latin America and the Caribbean","Nicaragua","20","291511.15","12429.00","303939.72","FY12"
"Latin America and the Caribbean","Nicaragua","24","631803.87","12429.00","644232.45","FY16"
"Latin America and the Caribbean","Nicaragua","26","800281.66","12429.00","812710.23","FY17"
"Latin America and the Caribbean","Nicaragua","28","1043523.16","12428.57","1055951.74","FY18"
"Latin America and the Caribbean","Nicaragua","28","1213957.69","40428.57","1254386.26","FY19"
"Latin America and the Caribbean","Nicaragua","28","1366665.91","100428.57","1467094.49","FY20"
"Latin America and the Caribbean","Nicaragua","28","1463785.98","163728.57","1627514.55","FY21"
"Sub-Saharan Africa","Niger","3","24609.60","0.00","24609.60","FY14"
"Sub-Saharan Africa","Niger","3","22808.13","0.00","22808.13","FY13"
"Sub-Saharan Africa","Niger","3","18808.13","0.00","18808.13","FY12"
"Sub-Saharan Africa","Niger","3","25609.60","0.00","25609.60","FY16"
"Sub-Saharan Africa","Niger","3","25609.60","0.00","25609.60","FY17"
"Sub-Saharan Africa","Niger","5","37416.88","0.00","37416.88","FY18"
"Sub-Saharan Africa","Niger","5","38416.88","0.00","38416.88","FY19"
"Sub-Saharan Africa","Niger","5","41181.20","0.00","41181.20","FY20"
"Sub-Saharan Africa","Niger","5","41181.20","0.00","41181.20","FY21"
"Sub-Saharan Africa","Nigeria","102","7220346.56","312155.00","7532501.60","FY14"
"Sub-Saharan Africa","Nigeria","95","5910464.88","312155.00","6222619.91","FY13"
"Sub-Saharan Africa","Nigeria","88","4975954.73","237155.00","5213109.77","FY12"
"Sub-Saharan Africa","Nigeria","116","9863582.14","456155.00","10319737.17","FY16"
"Sub-Saharan Africa","Nigeria","123","10426233.59","477155.00","10903388.63","FY17"
"Sub-Saharan Africa","Nigeria","129","11014274.39","877155.04","11891429.43","FY18"
"Sub-Saharan Africa","Nigeria","132","11266951.23","877155.04","12144106.27","FY19"
"Sub-Saharan Africa","Nigeria","135","12710953.61","923155.04","13634108.64","FY20"
"Sub-Saharan Africa","Nigeria","140","15074772.65","933154.04","16007926.68","FY21"
"Europe and Central Asia","North Macedonia","17","304463.16","25000.00","329463.16","FY19"
"Europe and Central Asia","North Macedonia","17","304463.16","25000.00","329463.16","FY20"
"Europe and Central Asia","North Macedonia","17","304463.16","25000.00","329463.16","FY21"
"Middle East and North Africa","Oman","7","319853.40","57000.00","376853.40","FY15"
"Middle East and North Africa","Oman","7","319853.40","57000.00","376853.40","FY14"
"Middle East and North Africa","Oman","7","319853.40","57000.00","376853.40","FY13"
"Middle East and North Africa","Oman","7","230859.56","57000.00","287859.56","FY12"
"Middle East and North Africa","Oman","7","319853.40","57000.00","376853.40","FY16"
"Middle East and North Africa","Oman","7","319853.40","57000.00","376853.40","FY17"
