"fiscal_year","procurement_category","major_sector","supplier_contract_amount_usd"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3948.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6773.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6628.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7496.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7207.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6392.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3719.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6103.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3641.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1546.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1101.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5524.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5973.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3601.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6305.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6161.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6681.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5351.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","2020.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6161.0"
"2019","Non-consulting Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5061.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3699.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6285.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6103.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6628.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","345080.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11497.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8460.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","13015.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11280.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10051.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10846.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","12798.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6488.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5967.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6054.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6778.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6198.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6778.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10268.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6778.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6488.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7629.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6715.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10790.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5917.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5627.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9297.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9282.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","0.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6483.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","20260.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6106.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6425.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9132.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9653.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5671.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9543.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8944.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6755.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9653.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8240.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6973.0"
"2019","Non-consulting Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","4703.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6281.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6967.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6657.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6657.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9942.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5904.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6657.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6194.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10181.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","14457.0"
"2019","Non-consulting Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","1198.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","13111.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","9549.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5366.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5076.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5627.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4786.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4641.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4496.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5076.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5917.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4496.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","2393.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5352.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5207.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5207.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4931.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","27846.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11348.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","14004.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","15919.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","13025.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","26049.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","4247.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","21699.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9442.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","2683.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","19682.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1377.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","41759.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6487.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7334.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10500.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","52250.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","12447.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","10130.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","15919.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3928.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","9407.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","8758.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","10123.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9444.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","22035.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","18219.0"
"2019","Goods","Education;Social Protection","27228.0"
"2019","Goods","Education;Social Protection","2879.0"
"2019","Goods","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","389721.0"
"2019","Consultant Services","Education;Social Protection","9002.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4641.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5772.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5917.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5424.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5917.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5076.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4641.0"
"2019","Consultant Services","Education;Social Protection","3326.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5772.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5366.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4496.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","12924.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5062.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","14771.0"
"2019","Consultant Services","Education;Social Protection","43284.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10123.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6194.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10123.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10123.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10123.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10123.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4384.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5991.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6657.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4147.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7120.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5615.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6281.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5904.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6744.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5705.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9653.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9132.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9653.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9320.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6747.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6967.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9363.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9508.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6280.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9543.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8920.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5917.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6004.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5627.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6106.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5859.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6091.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6198.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6155.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3172.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6633.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6633.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
