"document_name","group","document_type","url","project_name","project_id","trust_fund_grant","date","solar_year"
"Emergency Power Rehabilitation Project
            C3933-AF - Conformed","Project Documents","Credit Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2007/03/30/E175E9E73651EC4085256F0F006A80B3/3_0/Rendered/PDF/EPRP0DCA0Conf0.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2004-07-13T00:00:00.000","1383"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 8","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/74BCCF56E9B3946D85256F0300195487/1_0/Rendered/PDF/ARTFGrantAg0Amndt8.pdf","UNDP Police 3",,"TF052366","2004-04-20T00:00:00.000","1383"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 8","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/74BCCF56E9B3946D85256F0300195487/1_0/Rendered/PDF/ARTFGrantAg0Amndt8.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-04-20T00:00:00.000","1383"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 3","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/2C7EFB4FC7F9A47B85256F0300195356/1_0/Rendered/PDF/Donor0Agreement1Saudi0Arabia0Amendment03.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-04-07T00:00:00.000","1383"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 3","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/2C7EFB4FC7F9A47B85256F0300195356/1_0/Rendered/PDF/Donor0Agreement1Saudi0Arabia0Amendment03.pdf","UNDP Police 3",,"TF052366","2004-04-07T00:00:00.000","1383"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 2","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/C791ACC65A937FFA85256F03001953C2/1_0/Rendered/PDF/Donor0Agreement1Ireland1Amend2.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-03-17T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 2","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/C791ACC65A937FFA85256F03001953C2/1_0/Rendered/PDF/Donor0Agreement1Ireland1Amend2.pdf","UNDP Police 3",,"TF052366","2004-03-17T00:00:00.000","1382"
"Conformed Copy - TF052452 - Microfinance
            Support for Poverty Reduction Project - Amendment","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/392756F741D238F985256F03001952DD/1_0/Rendered/PDF/Amendment.pdf","UNDP Police 3",,"TF052366","2004-03-09T00:00:00.000","1382"
"Conformed Copy - TF052452 - Microfinance
            Support for Poverty Reduction Project - Amendment","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/392756F741D238F985256F03001952DD/1_0/Rendered/PDF/Amendment.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-03-09T00:00:00.000","1382"
"Afghanistan - Education Quality Improvement Project","Project Documents","Integrated Safeguards Data Sheet","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/02/20/000104615_20040223142414/Rendered/PDF/ISDS0Feb02002004.pdf","Education - EQUIP","P083964","TF054730","2004-02-20T00:00:00.000","1382"
"Afghanistan - Education Quality Improvement Project","Project Documents","Project Information Document","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/02/20/000104615_20040311164542/Rendered/PDF/PID0Feb02002004.pdf","Education - EQUIP","P083964","TF054730","2004-02-17T00:00:00.000","1382"
"Conformed Copy - TF050577 - Afghanistan
            Reconstruction Trust Fund - Amendment","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/B8CA6F8970A48AA085256F0300195203/1_0/Rendered/PDF/ARTFGrantAg.Amndt7.pdf","UNDP Police 3",,"TF052366","2004-01-29T00:00:00.000","1382"
"Conformed Copy - TF050577 - Afghanistan
            Reconstruction Trust Fund - Amendment","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/B8CA6F8970A48AA085256F0300195203/1_0/Rendered/PDF/ARTFGrantAg.Amndt7.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-01-29T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 4","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/4A1BC0296F4304EF85256F0300195194/1_0/Rendered/PDF/Donor0Agreement1Norway1Amend4.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2004-01-28T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Amendment 4","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/4A1BC0296F4304EF85256F0300195194/1_0/Rendered/PDF/Donor0Agreement1Norway1Amend4.pdf","UNDP Police 3",,"TF052366","2004-01-28T00:00:00.000","1382"
"Conformed Copy - H072 - Emergency National
            Solidarity Project - Development Grant Agreement","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2005/10/07/5A557DC8C6BC11A485256F030019AF93/2_0/Rendered/PDF/IDA0Grant0Agreement010NSP01Conf1.pdf","National Solidarity Program","P084329","TF053939","2004-01-20T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Emergency National Solidarity Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/4B13CBCD39A8CA9285256F03001950BA/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt41CoverLtr.pdf","UNDP Police 3",,"TF052366","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Emergency National Solidarity Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/4B13CBCD39A8CA9285256F03001950BA/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt41CoverLtr.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Third Amendment to Letter Agreement","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/DAAEB6EDCC3C289685256F0300194F5D/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt3.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust  Fund - Microfinance Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/00A4538A02C8F8B785256F0300194E75/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt51CoverLtr.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust  Fund - Microfinance Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/00A4538A02C8F8B785256F0300194E75/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt51CoverLtr.pdf","UNDP Police 3",,"TF052366","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Third Amendment to Letter Agreement","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/DAAEB6EDCC3C289685256F0300194F5D/1_0/Rendered/PDF/Donor0Agreement1Canada1Amndt3.pdf","UNDP Police 3",,"TF052366","2003-12-18T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Emergency National Solidarity Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/D8B2F47932FE8DB285256F030019526F/1_0/Rendered/PDF/Donor0Agreement1UK1Amndt61CoverLtr.pdf","UNDP Police 3",,"TF052366","2003-12-17T00:00:00.000","1382"
"Conformed Copy - TF050576 - Afghanistan
            Reconstruction Trust Fund - Emergency National Solidarity Program","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/12/14/D8B2F47932FE8DB285256F030019526F/1_0/Rendered/PDF/Donor0Agreement1UK1Amndt61CoverLtr.pdf","UNDP Police Pr. 1 & 2",,"TF050855","2003-12-17T00:00:00.000","1382"
"Afghanistan - Emergency National Solidarity Project","Project Documents","Technical Annex","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2003/12/05/000160016_20031205093632/Rendered/PDF/T76090AF.pdf","National Solidarity Program","P084329","TF053939","2003-11-26T00:00:00.000","1382"
"Afghanistan - Emergency National Solidarity Project","Project Documents","Integrated Safeguards Data Sheet","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2003/11/20/000012009_20031120124800/Rendered/PDF/AC326.pdf","National Solidarity Program","P084329","TF053939","2003-11-17T00:00:00.000","1382"
"Afghanistan - Emergency National Solidarity Project","Project Documents","Project Information Document","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/03/19/000112742_20040319141807/Rendered/PDF/ab3720Emergency0NSP01PID10Pashto.pdf","National Solidarity Program","P084329","TF053939","2003-10-16T00:00:00.000","1382"
"ARTF 2002 Board Paper",,"Board Paper","http://www.artf.af/images/uploads/BoardPaper_21March2002.pdf",,,,"2002-03-21T00:00:00.000","1381"
"Annual Report of the Afghan Fiscal Year 1388",,"Annual Report","http://www.artf.af/images/uploads/SY1388_Q4.pdf",,,,,"1388"
"First Quarter of the Afghan Fiscal Year 1389",,"Quarterly Report","http://www.artf.af/images/uploads/SY1389_Q1.pdf",,,,,"1389"
"Second Quarter of the Afghan Fiscal Year 1389",,"Quarterly Report","http://www.artf.af/images/uploads/SY1389_Q2.pdf",,,,,"1389"
"Third Quarter of the Afghan Fiscal Year 1389",,"Quarterly Report","http://www.artf.af/images/uploads/SY1389_Q3.pdf",,,,,"1389"
"Annual Report of the Afghan Fiscal Year 1389",,"Annual Report","http://www.artf.af/images/uploads/SY1389_Q4.pdf",,,,,"1389"
"First Quarter of the Afghan Fiscal Year 1390",,"Quarterly Report","http://www.artf.af/images/uploads/SY1390_Q1.pdf",,,,,"1390"
"Second Quarter of the Afghan Fiscal Year 1390",,"Quarterly Report","http://www.artf.af/images/uploads/Quarterly_from_June_21-Sept._20,_2011.pdf",,,,,"1390"
"Third Quarter of the Afghan Fiscal Year 1390",,"Quarterly Report","http://www.artf.af/images/uploads/SY1390_Qtr3_September_21_to_December_20_2011_28012012.pdf",,,,,"1390"
"Annual Report of the Afghan Fiscal Year 1390",,"Annual Report","http://www.artf.af/images/uploads/Annual_Report_1389.pdf",,,,,"1390"
"First Quarter Report of Afghan Fiscal Year 1391",,"Quarterly Report","http://www.artf.af/images/uploads/SY1391_Q1_report.pdf",,,,,"1391"
"Financing Strategy SY1391-1393 ",,"Financing Strategy","http://www.artf.af/images/uploads/ARTF_Financing_Strategy_SY1391-1393_April_1,_2012_FINAL.pdf",,,,,"1391"
"Second Quarter of the Afghan Fiscal Year 1391",,"Quarterly Report","http://www.artf.af/images/uploads/artf-quarterly-jun-sep2012.pdf",,,,,"1391"
"Annual Report of the Afghan Fiscal Year 1391",,"Annual Report","http://artf.af/images/uploads/ARTF_Annual_Report_SY1391_December_20_2012.pdf",,,,,"1391"
"ARTF External Review Management Response",,"Management Response","http://www.artf.af/images/uploads/FINAL_ARTF_External_Review_WB_Management_Response_October_30_2012.pdf",,,,,"1391"
"ARTF Strategy Group Report",,,,,,,,
"Annual Report of the Afghan Fiscal Year 1385",,"Quarterly Report","http://www.artf.af/images/uploads/SY1385_Q4.pdf",,,,,"1385"
"ARTF Budget Statement for Afghan Fiscal Year 1388 ",,"Budget Statement","http://www.artf.af/images/uploads/Budget-statement-for1388.pdf",,,,,"1388"
"ARTF Budget Statement for Afghan Fiscal Year 1389 ",,"Budget Statement","http://www.artf.af/images/uploads/SY1389Budget.pdf",,,,,"1389"
"ARTF Budget Statement for Afghan Fiscal Year 1390 ",,"Budget Statement","http://www.artf.af/images/uploads/SY1390_National_budget.pdf",,,,,"1390"
"ARTF Budget Statement for Afghan Fiscal Year 1391 ",,"Budget Statement","http://www.artf.af/images/uploads/1391_National_Budget.pdf",,,,,"1391"
"Annual Report of the Afghan Fiscal Year 1387",,"Annual Report","http://www.artf.af/images/uploads/SY1387_Q4.pdf",,,,,"1387"
"Final Semi-annual Repor July - Dec 2012","Project Documents","Semiannual Report","http://artf.af/images/uploads/Final_Semi_Annual_Report_July_to_Dec_2012.pdf","Second Education Quality Improvement Program","P106259","TF093962",,"1391"
"Status Update 2012","Project Documents","Status Update","http://artf.af/images/uploads/EQUIP_II_Project_Update2012_Request_for_release_of_second_tranche.pdf","Second Education Quality Improvement Program","P106259","TF093962",,"1390"
"ARTF Budget Statement for Afghan Fiscal Year 1392",,"Budget Statement","http://www.artf.af/images/uploads/1392_National_Budget.pdf",,,,,"1392"
"EQUIP Newsletter January - February 2013","Project Documents","Newsletter","http://artf.af/images/uploads/EQUIP_Newsletter_Jan_Feb_2013.pdf","Second Education Quality Improvement Program","P106259","TF093962",,"1392"
"Status Update 2012","Project Documents","Status Update","http://artf.af/images/uploads/P102573ASDP_StatusUpdate_Feb_2012.pdf","Skills Development Project","P102573","TF093854",,"1390"
"Afghanistan - Education Quality Improvement
            Program Project : environmental assessment","Project Documents","Environmental Assessment","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/07/16/000012009_20040716163800/Rendered/PDF/E988.pdf","Education - EQUIP","P083964","TF054730",,"1383"
"ToR Strategy Group 2012 FINAL","Strategy Group","Terms Of Reference","http://artf.af/images/uploads/ToR_Strategy_Group_2012_FINAL.pdf",,,,,"1391"
"Afghanistan - Emergency National Solidarity
            Project : environmental assessment","Project Documents","Environmental Assessment","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2003/12/18/000112742_20031218101652/Rendered/PDF/E82210PAPER.pdf","National Solidarity Program","P084329","TF053939",,"1382"
"Main report","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/09/21/000333037_20110921235338/Rendered/PDF/646110v10PJPR00Restructuring0Paper.pdf","Kabul-Aybak/Mazar-e-Sharif Power Project","P106654","TF091120",,"1390"
"Afghanistan - Emergency Power Rehabilitation
            Project : P083908 - Implementation Status Results Report :
            Sequence 16","Project Documents","Implementation Status and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2012/01/01/CE6EAB2DEABABAA285257978006CFC00/1_0/Rendered/PDF/P0839080ISR0Di001201201325447423831.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718",,"1390"
"Afghanistan - ARTF -
            Kabul-Aybak/Mazar-e-Sharif Power Project : P106654 -
            Implementation Status Results Report : Sequence 08","Project Documents","Implementation Status and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2012/01/01/1FE00F8FAA05152085257978006CD287/1_0/Rendered/PDF/P1066540ISR0Di001201201325447317691.pdf","Kabul-Aybak/Mazar-e-Sharif Power Project","P106654","TF091120",,"1390"
"Official Documents- Amendment No 41 to the
            Grant Agreement for ARTF TF050577","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2012/10/12/1_0/Rendered/PDF/Official0Docum0nt0for0ARTF0TF050577.pdf","Monitoring Agent - Recurrent cost","P078069","TF050578",,"1391"
"Official Documents- Amendment No 41 to the
            Grant Agreement for ARTF TF050577","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2012/10/12/1_0/Rendered/PDF/Official0Docum0nt0for0ARTF0TF050577.pdf","Recurrent & Capital Costs Component","P091258","TF050577",,"1391"
"ToR GWG December 2012 FINAL","Gender Working Group","Terms Of Reference","http://artf.af/images/uploads/ToR_GWG_December_2012_FINAL.pdf",,,,,"1391"
"Status Update 2011","Project Documents","Status Update","http://artf.af/images/uploads/P111943-Power_System_Development-Update.pdf","Power System Development Project","P111943","TF093513",,"1389"
"Third Quarter Report of the Afghan Fiscal Year 1386",,"Quarterly Report","http://www.artf.af/images/uploads/SY1386_Q3.pdf",,,,,"1386"
"Second Quarter of the Afghan Fiscal Year 1384",,"Quarterly Report","http://www.artf.af/images/uploads/SY1384_Q2.pdf",,,,,"1384"
"Quarter Report of the Afghan Fiscal Year 1384",,"Quarterly Report","http://www.artf.af/images/uploads/SY1384_Q3.pdf",,,,,"1384"
"Annual Report of the Afghan Fiscal Year 1384",,"Quarterly Report","http://www.artf.af/images/uploads/SY1384_Q4.pdf",,,,,"1384"
"First Quarter of the Afghan Fiscal Year 1385",,"Quarterly Report","http://www.artf.af/images/uploads/SY1385_Q1.pdf",,,,,"1385"
"Second Quarter of the Afghan Fiscal Year 1385",,"Quarterly Report","http://www.artf.af/images/uploads/SY1385_Q2.pdf",,,,,"1385"
"Quarter Report of the Afghan Fiscal Year 1385",,"Quarterly Report","http://www.artf.af/images/uploads/SY1385_Q3.pdf",,,,,"1385"
"First Quarter of the Afghan Fiscal Year 1386",,"Quarterly Report","http://www.artf.af/images/uploads/SY1386_Q1.pdf",,,,,"1386"
"Second Quarter of the Afghan Fiscal Year 1386",,"Quarterly Report","http://www.artf.af/images/uploads/SY1386_Q2.pdf",,,,,"1386"
"Annual Report of the Afghan Fiscal Year 1386",,"Annual Report","http://www.artf.af/images/uploads/SY1386_Q4.pdf",,,,,"1386"
"First Quarter of the Afghan Fiscal Year 1387",,"Quarterly Report","http://www.artf.af/images/uploads/SY1387_Q1.pdf",,,,,"1387"
"Second Quarter of the Afghan Fiscal Year 1387",,"Quarterly Report","http://www.artf.af/images/uploads/SY1387_Q2.pdf",,,,,"1387"
"Quarter Report of the Afghan Fiscal Year 1387",,"Quarterly Report","http://www.artf.af/images/uploads/SY1387_Q3.pdf",,,,,"1387"
"First Quarter of the Afghan Fiscal Year 1388",,"Quarterly Report","http://www.artf.af/images/uploads/SY1388_Q1.pdf",,,,,"1388"
"Second Quarter of the Afghan Fiscal Year 1388",,"Quarterly Report","http://www.artf.af/images/uploads/SY1388_Q2.pdf",,,,,"1388"
"Third Quarter of the Afghan Fiscal Year 1388",,"Quarterly Report","http://www.artf.af/images/uploads/SY1388_Q3.pdf",,,,,"1388"
