"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria para atuar como t&#233;cnico do componente 2 - Acesso a Abastecimento de &#193;gua e Saneamento Rural do Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS - Projeto S&#227;o Jos&#233; III &#8211; 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","76571.0","BR-IAC-192058-CS-INDV"
"2019","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Goods","E-Auctions","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Sondas multiparam&#233;tricas com solu&#231;&#245;es de calibra&#231;&#227;o e treinamento para opera&#231;&#227;o dos equipamentos.","2018-12-03T00:00:00.000","CLEAN ENVIRONMENT BRASIL ENGENHARIA E COMERCIO LTDA","Federative Republic of Brazil","BR","76328.0","SEAMA-1C1"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 07 - Estativa de Teto para UTI","2021-09-29T00:00:00.000","LUANNA FREIRE FELIX LTDA","Federative Republic of Brazil","BR","76235.0","075/2021"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria para atuar como t&#233;cnico de campo do Componente 2 &#8211; Ger&#234;ncia de Abastecimento de &#193;gua e Saneamento Rural no Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS - PSJ III &#8211; 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","75876.0","BR-IAC-191943-CS-INDV"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","E-Auctions","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 01 - IMPLANTA&#199;&#195;O DE &#193;REA DE CAPIM","2017-12-08T00:00:00.000","RIGARE SOLUÇÕES EM IRRIGAÇÃO LTDA","Federative Republic of Brazil","BR","75856.0","CONTRATO 185-2017"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 12 - CARRO MACA COMPLETO EM INOX","2021-10-26T00:00:00.000","MEDI-SAUDE PRODUTOS MEDICOS HOSPITALARES EIRELI","Federative Republic of Brazil","BR","75853.0","104/2021"
"2020","Brazil","FIP: Environmental regularization of rural lands in the Cerrado of Brazil","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry","Realiza&#231;&#227;o de inscri&#231;&#245;es de at&#233; 5.000 fam&#237;lias de Territ&#243;rios Tradicionais de PCTs, no CAR, em at&#233; 32 munic&#237;pios, inseridos no Bioma Cerrado e pertencentes ao Estado de Goi&#225;s.","2019-12-30T00:00:00.000","HOMINUS GESTÃO E TECNOLOGIA LTDA","Federative Republic of Brazil","BR","75744.0","9/2019"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","LOTE II - TESTE DE BOMBEAMENTO","2018-04-17T00:00:00.000","AGUACENTER POCOS ARTESIANOS","Federative Republic of Brazil","BR","75421.0","BR-CERB-BA-26127-NC-RFB"
"2019","Brazil","Recife Swap Education and Public Management","Consultant Services","Least Cost Selection","Education;Transportation;Public Administration","Consultoria para Modelagem e Mapeamento de Processo","2018-09-10T00:00:00.000","DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA.","Federative Republic of Brazil","BR","74946.0","001/2017 SEPLAGP"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;os de campanha publicit&#225;ria de divulga&#231;&#227;o do Turismo do RN em revista especializada em divulga&#231;&#227;o tur&#237;stica, em feiras e eventos internacionais no per&#237;odo entre Outubro de 2017 e Mar&#231;o de 2018","2017-10-25T00:00:00.000","EDITORA FOLHA DIRIGIDA LTDA","Federative Republic of Brazil","BR","74913.0","ID87 NC CONTRATO 155/2017"
"2022","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Non-consulting Services","Request for Quotations","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","CONTRATA&#199;&#195;O DE EMPRESA PARA GERENCIAR A REALIZA&#199;&#195;O DO ""ENCONTRO DE FORMA&#199;&#195;O
DE MULTIPLICADORES LIDERAN&#199;AS QUILOMBOLAS","2021-11-05T00:00:00.000","CENTRO DE TREINAMENTO HUMANO LTDS","Federative Republic of Brazil","BR","74355.0","BR-INTERPI-PI-260196-NC-RFQ"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 1 - CAPACETE DE COMBATE A INC&#202;NDIO FLORESTAL","2021-07-15T00:00:00.000","ITURRI COIMPAR INDUSTRIA E COMERCIO DE EPIS LTDA","Federative Republic of Brazil","BR","74344.0","CT 46/2021 - ID162 GO"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 03 - Autoclave de Baixa Temperatura","2021-09-27T00:00:00.000","BAUMER S A","Federative Republic of Brazil","BR","74330.0","76/2021"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","E-Auctions","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Execu&#231;&#227;o de servi&#231;o de conserva&#231;&#227;o e manuten&#231;&#227;o Geral do Centro Regional II - Ara&#231;atuba da Secretaria do Meio Ambiente - S&#227;o Paulo","2017-06-01T00:00:00.000","TÉCNICA CONSTRUÇÕES, SERVIÇOS E COMÉRCIO EIRELI - EPP","Federative Republic of Brazil","BR","74045.0","BR-SMA-SP-33853-NC-RFB"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 01 - Vidrarias e outros para os laborat&#243;rios de biologia, qu&#237;mica e ci&#234;ncias","2022-02-02T00:00:00.000","QUALY COMERCIAL EIRELI","Federative Republic of Brazil","BR","73767.0","ID120 GO-1 LOTE 01"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","CONTRATA&#199;&#195;O DE SERVI&#199;OS DE IMPRESS&#195;O PARA PRODU&#199;&#195;O DE MATERIAL GR&#193;FICO E PLACAS DE SINALIZA&#199;&#195;O PARA ATENDER AS NECESSIDADES DE SUPORTE &#192; DIVULGA&#199;&#195;O DO GOVERNO CIDAD&#195;O.","2018-03-09T00:00:00.000","MARICLEYDSON COSTA DA SILVA ME","Federative Republic of Brazil","BR","73460.0","ID199 NC CONTRAT0 32/2018 RB GRA"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para a presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Charqueada.","2017-05-12T00:00:00.000","PROJECON - PROJETOS E CONSTRUÇÕES CIVIL PIRACICABA LTDA","Federative Republic of Brazil","BR","73442.0","BR-SAA-SP-37971-CW-RFQ"
"2021","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o dos servi&#231;os, sob demanda, de filmagem, capta&#231;&#227;o e edi&#231;&#227;o de imagens e tradu&#231;&#227;o para o projeto FIP Paisagens Rurais.","2020-07-29T00:00:00.000","ILLUMINATI PRODUÇÕES CINEMATOGRAFICAS","Federative Republic of Brazil","BR","73198.0","BR-SENAR-168963-NC-RFQ"
"2021","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Consultoria Individual para assessorar no processo de sele&#231;&#227;o de profissionais especializados em Planos de Neg&#243;cios e para orienta&#231;&#227;o e acompanhamento da elabora&#231;&#227;o dos planos de neg&#243;cios","2020-07-21T00:00:00.000","ALEX COSTA NOGUERIA","Federative Republic of Brazil","BR","73167.0","BR-CAR-BA-89326-CS-CDS"
"2022","Brazil","Cear&#225; Water Security and Governance","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","CONTRATA&#199;&#195;O DE CONSULTORIA INDIVIDUAL PARA ASSESSORIA T&#201;CNICA DO MONITORAMENTO DA QUALIDADE DE &#193;GUA, POR SAT&#201;LITE, EM RESERVAT&#211;RIOS DO ESTADO DO CEAR&#193;.","2022-04-04T00:00:00.000","JEAN-MICHEL MARCEL ALBERT MARTINEZ","French Republic","FR","73010.0","BR-FUNCEME-CE-06-CS-CDS"
"2018","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Individual Consultant Selection","Transportation","Consultor individual, assessoramento &#224; Superintend&#234;ncia de Infraestrutura de Transportes para supervis&#227;o, auditoria, controle e recebimento de projetos. Contratado: Jo&#227;o Marcelo Tedesco Netto.","2018-05-25T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72733.0","BR-SEINFRA-BA-72739-CS-INDV"
"2020","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Individual Consultant Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","TERMO DE CONTRATO DE PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA INDIVIDUAL QUE ENTRE SI CELEBRAM A COMPANHIA DE ENGENHARIA H&#205;DRICA E DE SANEAMENTO DA BAHIA-CERB E MARCONDES RIBEIRO LIMA.","2019-11-07T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72434.0","BR-CERB-BA-63416-CS-INDV"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","presta&#231;&#227;o de servi&#231;os de consultoria especializada em ENGENHARIA CIVIL EM OBRAS DA AREA DA SAUDE PARA ACOMPANHAMENTO DA OBRA DE CONSTRU&#199;&#195;O DO HOSPITAL DA MULHER EM MOSSOR&#211;/RN","2021-08-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72325.0","060/2021"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Individual Consultant Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Assessoramento &#224; Equipe do Projeto Bahia Produtiva para o fortalecimento e qualifica&#231;&#227;o do Componente 1.","2018-04-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72252.0","BR-FLEM-53290-CS-INDV"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria para atuar como t&#233;cnico do componente 2 - Acesso a Abastecimento de &#193;gua e Saneamento Rural do Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS - Projeto S&#227;o Jos&#233; III &#8211; 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72168.0","BR-IAC-191990-CS-INDV"
"2021","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de Assessor(a) T&#233;cnico(a) para apoio ao desenvolvimento de solu&#231;&#245;es para Regulariza&#231;&#227;o Ambiental no &#226;mbito do projeto Paisagens Rurais","2020-10-01T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","72081.0","SFB BR-GIZ-184442-CS-INDV"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 1 - Cara&#250;bas","2021-07-30T00:00:00.000","CIVILTEC CONSTRUÇÕES E SERVIÇOES EIRELI","Federative Republic of Brazil","BR","71445.0","ID151 CW 1"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o de servi&#231;os de Supervis&#227;o nas a&#231;&#245;es de ATeG em propriedades rurais vinculadas ao Projeto FIP Paisagem, no estado da Bahia.","2021-12-22T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","71265.0","BAHIA/SUPERV/TR4 BR-SENAR-202270"
"2021","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Consultor/a Individual para assessorar a equipe do Projeto Bahia Produtiva no processo de sele&#231;&#227;o de profissionais especializados em Planos de Neg&#243;cios e para orienta&#231;&#227;o e acompanhamento","2020-07-21T00:00:00.000","ALEX COSTA NOGUERIA","Federative Republic of Brazil","BR","71261.0","BR-CAR-BA-174875-CS-CDS"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","I Feira Nordestina da Agricultura Familiar e Economia Solid&#225;ria (I FENAFES)","2022-06-08T00:00:00.000","V & J TURISMO E EVENTOS - ESPACIAL TURISMO E EVENTOS","Federative Republic of Brazil","BR","70827.0","ID246 NC-1"
"2018","Brazil","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","E-Auctions","Health;Education;Social Protection;Public Administration","Aquisi&#231;&#227;o de quatro servidores tipo ""Blade"" equipados individualmente com 02 (dois) processadores de 12 (doze) n&#250;cleos","2018-02-01T00:00:00.000","MPE COMERCIO DE EQUIPAMENTOS PARA INFORMATICA E SOLUÇOES","Federative Republic of Brazil","BR","70778.0","BR-MSF-9505-GO-RFB"
"2020","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Impressora 3D","2019-11-06T00:00:00.000","R. C. ROMANO IMPORTACAO DE ELETRO","Federative Republic of Brazil","BR","70683.0","010/2019 A"
"2019","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Mineiros de Tiet&#234;.","2018-07-24T00:00:00.000","TOTAL BRASIL TERCEIRIZAÇÕES E SERVIÇOS EIRELI ME","Federative Republic of Brazil","BR","70600.0","BR-SAA-SP-54214-CW-RFQ"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 19 - MONITOR MULTIPAR&#194;METRO (PAR&#194;METROS: SPO2, PNI, TEMP, ECG, PI) TIPO 1","2019-08-23T00:00:00.000","MTB TECNOLOGIA LTDA EPP","Federative Republic of Brazil","BR","70181.0","CONTRATO 064/2019"
"2019","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","LOTE V - AQUISI&#199;&#195;O DE CAIXA HIDROMETRO.","2018-07-24T00:00:00.000","TAF INDUSTRIA DE PLASTICO LTDA","Federative Republic of Brazil","BR","70010.0","BR-CERB-BA-60625-GO-RFB"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 3 - Jardim do Serid&#243;","2021-07-30T00:00:00.000","CIVILTEC CONSTRUÇÕES E SERVIÇOES EIRELI","Federative Republic of Brazil","BR","69993.0","ID151 CW   1"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria para atuar como t&#233;cnico de gest&#227;o social no componente de Fortalecimento Institucional e Gerenciamento do Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS/PSJ III - 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69956.0","BR-IAC-192066-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Goi&#225;s.","2022-03-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69950.0","TC GO BR-SENAR-256743-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Goi&#225;s.","2021-12-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69950.0","TC GO BR-SENAR-256744-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Goi&#225;s.","2021-11-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69950.0","TC GO BR-SENAR-256746-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Goi&#225;s.","2021-12-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69950.0","TC GO BR-SENAR-256745-CS-INDV"
"2020","Brazil","BR Sergipe Water","Goods","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Aquisi&#231;&#227;o de Medidores de Vaz&#227;o e de Press&#227;o para os sistemas de abastecimento de &#225;gua da BHRS, componente do PRCP/DESO, componente de perdas reais - PRPC(r) - Lote 5","2020-02-04T00:00:00.000","SANESOLUTI COM DE INSTRUMENTAÇÃO E CONTROLE","Federative Republic of Brazil","BR","69773.0","18/2020"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Goi&#225;s.","2021-11-17T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69639.0","TC GO BR-SENAR-256742-CS-INDV"
"2021","Brazil","Cear&#225; Water Security and Governance","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Consultor Individual em Monitoramento e Controle para apoio &#224; Unidade de Gerenciamento do Projeto - UGP do Instituto de Pesquisa e Estrat&#233;gia Econ&#244;mica do Cear&#225; - IPECE","2020-12-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","69590.0","BR-IPECE-CE-11-CS-INDV"
"2018","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Non-consulting Services","E-Auctions","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;os de hospedagem, alimenta&#231;&#227;o e kit lanche, para atender a SEE atrav&#233;s da Coordena&#231;&#227;o de Ensino Rural, Jovens e Adultos e Quero Ler nos munic&#237;pios de Rio Branco e Cruzeiro/AC.","2017-11-27T00:00:00.000","NORTE BUSINESS HOTELARIA E TURISMO EIRELI - EPP","Federative Republic of Brazil","BR","68936.0","BR-SEPLAN - AC-21914-NC-RFB"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 71 &#8211; RAIO X FIXO DIGITAL","2020-04-01T00:00:00.000","VMI TECNOLOGIA LTDA","Federative Republic of Brazil","BR","68921.0","019/2020"
"2019","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRA PARA REFORMA DOS PR&#201;DIOS DA PESAGRO-RIO NO MUNIC&#205;PIO DE NITER&#211;I - LOTE 01","2018-10-04T00:00:00.000","MR-NIT COMERCIAL E SERVIÇOS LTDA","Federative Republic of Brazil","BR","68830.0","BR-PESAGRO-RJ-31010-CW-RFQ"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68786.0","TC MG BR-SENAR-256655-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68786.0","TC MG BR-SENAR-256662-CS-INDV"
"2022","Brazil","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Contratacao de Empresa de Consultoria para Implementacao do Circo Social de Teresina","2021-09-01T00:00:00.000","CENTRO DE DESENVOLVIMENTO CRIATIVO SE ESSA RUA FOSSE MINHA","Federative Republic of Brazil","BR","68505.0","BR-PREFEITURA TEREZINA-99132-CS-"
"2019","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRA NA REGI&#195;O NORTE - MUNIC&#205;PIO DE ITALVA - LOTE 01","2018-08-15T00:00:00.000","CONPLAN EMPREENDIMENTO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","BR","68460.0","BR-SEAPEC-RJ-56907-CW-RFQ"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-10-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68460.0","TC MG BR-SENAR-256659-CS-INDV"
"2021","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Goods","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Aquisi&#231;&#227;o de ve&#237;culo do tipo caminh&#227;o com implemento de guindaste hidr&#225;ulico articulado e guincho plataforma.","2020-10-30T00:00:00.000","AUTOVIVA CAMINHÕES E ÔNIBUS LTDA","Federative Republic of Brazil","BR","68239.0","SEAMA 1H324-CT 010/2020"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-10-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68185.0","TC MG BR-SENAR-256453-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68185.0","TC MG BR-SENAR-256660-CS-INDV"
"2021","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de Analista Junior de geoprocessamento para atividades de an&#225;lise de paisagens do Bioma Cerrado no &#226;mbito do projeto Paisagens Rurais","2021-01-18T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","68161.0","INPE BR-GIZ-109862-CS-INDV"
"2022","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Goods","Request for Quotations","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","AQUISI&#199;&#195;O, MONTAGEM E INSTALA&#199;&#195;O DE SISTEMA DE CLIMATIZA&#199;&#195;O VRF (FLUXO DE G&#193;S REFRIGERANTE VARI&#193;VEL), A SER INSTALADO NA NOVA SEDE DO PROJETO S&#195;O JOS&#201; III &#8211; 2&#170; FASE, LOCALIZADA NA SDA.","2021-11-22T00:00:00.000","COLDAR AR CONDICIONADO LTDA","Federative Republic of Brazil","BR","68082.0","BR-SDA-CE-249369-GO-RFQ"
