CommonName,BotanicalName,DBH,Height,Location,District,SideType,Tree
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"9035 CYNTHIA ST
West Hollywood, CA
(34.087352, -118.389393)", BLUE, Side,6
 AMERICAN SWEETGUM, Liquidambar styraciflua, 07-12, 15-30,"7701 NORTON AV
West Hollywood, CA
(34.091793, -118.357035)", GREEN, Front,3
 HONEY LOCUST, Gleditsia triacanthos, 0-6, 01-15,"2 HAVENHURST POCKET PARK
West Hollywood, CA
(34.095947, -118.367772)", AUXILIARY, Park,11
 CANARY ISLAND PINE, Pinus canariensis, 19-24, 45-60,"2 SUNSET AND HORN PARKING LOT
West Hollywood, CA
(34.09189, -118.382228)", BLUE, Lot,26
 JACARANDA, Jacaranda mimosifolia, 07-12, 30-45,"1218 DETROIT ST
West Hollywood, CA
(34.093198, -118.345085)", GREEN, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 30-45,"1227 HAVENHURST DR
West Hollywood, CA
(34.09265, -118.367496)", BLUE, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"8606 SUNSET BL
West Hollywood, CA
(34.092367, -118.379326)", COMMERCIAL, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8730 SANTA MONICA BL
West Hollywood, CA
(34.086747, -118.381049)", COMMERCIAL, Front,10
 JACARANDA, Jacaranda mimosifolia, 0-6, 01-15,"1233 LARRABEE ST
West Hollywood, CA
(34.09321, -118.384535)", BLUE, Front,1
 TULIP TREE, Liriodendron tulipifera, 0-6, 01-15,"9042 VISTA GRANDE ST
West Hollywood, CA
(34.086638, -118.389152)", BLUE, Front,1
 WEEPING FIG, Ficus benjamina, 13-18, 15-30,"531 KINGS RD
West Hollywood, CA
(34.08103, -118.372274)", RED, Front,1
 CARROTWOOD, Cupaniopsis anacardioides, 07-12, 15-30,"2 MAINTENANCE YARD
West Hollywood, CA
(34.089198, -118.349255)", AUXILIARY, Front,4
 BRAZILIAN PEPPER, Schinus terebinthifolius, 13-18, 15-30,"909 GARDNER ST
West Hollywood, CA
(34.087675, -118.35333)", GREEN, Front,2
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"1060 SPAULDING AV
West Hollywood, CA
(34.090573, -118.357348)", GREEN, Front,2
 AVOCADO, Persea americana, 19-24, 30-45,"7641 NORTON AV
West Hollywood, CA
(34.091789, -118.356559)", GREEN, Front,2
 CAPE CHESTNUT, Calodendrum capense, 0-6, 01-15,"8622 WEST KNOLL DR
West Hollywood, CA
(34.089245, -118.380106)", BLUE, Front,2
 PURPLE ORCHID TREE, Bauhinia variegata, 07-12, 15-30,"408 NORWICH DR
West Hollywood, CA
(34.079311, -118.380521)", RED, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"8918 SANTA MONICA BL
West Hollywood, CA
(34.084275, -118.384739)", COMMERCIAL, Front,1
 RED FLOWERING GUM, Corymbia ficifolia, 13-18, 15-30,"8501 WEST KNOLL DR
West Hollywood, CA
(34.089369, -118.377169)", BLUE, Side,1
 JACARANDA, Jacaranda mimosifolia, 19-24, 15-30,"1165 HACIENDA PL
West Hollywood, CA
(34.092555, -118.375198)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"2 SHERIFFS STATION
West Hollywood, CA
(34.083596, -118.383489)", RED, Lot,4
 CHINESE HACKBERRY, Celtis sinensis, 13-18, 15-30,"1127 HAYWORTH AV
West Hollywood, CA
(34.09164, -118.363076)", BLUE, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8822 RANGELY AV
West Hollywood, CA
(34.079967, -118.38593)", RED, Front,1
 GOLDEN TRUMPET TREE, Handroanthus chrysotrichus, 0-6, 01-15,"1029 ORANGE GROVE AV
West Hollywood, CA
(34.089572, -118.360614)", GREEN, Front,2
 CRAPE MYRTLE, Lagerstroemia indica, 07-12, 15-30,"1017 HANCOCK AV
West Hollywood, CA
(34.089913, -118.381569)", BLUE, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 30-45,"1053 FULLER AV
West Hollywood, CA
(34.090132, -118.349929)", GREEN, Front,1
 VACANT SITE, Vacant site, ---, ---,"1051 KINGS RD
West Hollywood, CA
(34.090419, -118.371826)", GREEN, Side,2
 CHINESE FLAME TREE, Koelreuteria bipinnata, 13-18, 15-30,"2 PLUMMER PARK
West Hollywood, CA
(34.091048, -118.350664)", PP/HART, Park,2
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"1001 SPAULDING AV
West Hollywood, CA
(34.088894, -118.357476)", GREEN, Side,1
 PINK TRUMPET TREE, Handroanthus impetiginosus, 0-6, 01-15,"8629 HOLLOWAY DR
West Hollywood, CA
(34.090646, -118.380308)", COMMERCIAL, Front,2
 VACANT SITE, Vacant site, ---, ---,"1035 WESTMOUNT DR
West Hollywood, CA
(34.090379, -118.379266)", COMMERCIAL, Side,4
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"1205 HAYWORTH AV
West Hollywood, CA
(34.091905, -118.363078)", BLUE, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"514 HUNTLEY DR
West Hollywood, CA
(34.080359, -118.380099)", RED, Front,1
 WEEPING FIG, Ficus benjamina, 19-24, 15-30,"7669 WILLOUGHBY AV
West Hollywood, CA
(34.087241, -118.357184)", GREEN, Side,3
 GOLD MEDALLION TREE, Cassia leptophylla, 07-12, 15-30,"8328 WILLOUGHBY AV
West Hollywood, CA
(34.086998, -118.37155)", GREEN, Front,4
 CANARY ISLAND DATE PALM, Phoenix canariensis, 25-30, 60+,"8407 CLINTON ST
West Hollywood, CA
(34.0821, -118.373297)", RED, Front,1
 RED FLOWERING GUM, Corymbia ficifolia, 07-12, 15-30,"550 ORLANDO AV
West Hollywood, CA
(34.081542, -118.373069)", RED, Front,1
 CALIFORNIA SYCAMORE, Platanus racemosa, 07-12, 15-30,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.083201, -118.384004)", WHP/KRP, Park,49
 JACARANDA, Jacaranda mimosifolia, 13-18, 30-45,"7953 NORTON AV
West Hollywood, CA
(34.091904, -118.363412)", BLUE, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 07-12, 01-15,"818 DOHENY DR
West Hollywood, CA
(34.085403, -118.389704)", COMMERCIAL, Front,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8730 SANTA MONICA BL
West Hollywood, CA
(34.086889, -118.380915)", COMMERCIAL, Front,5
 MEXICAN FAN PALM, Washingtonia robusta, 13-18, 30-45,"7724 LEXINGTON AV
West Hollywood, CA
(34.092531, -118.357476)", GREEN, Front,1
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 0-6, 15-30,"520 KINGS RD
West Hollywood, CA
(34.081244, -118.372121)", RED, Front,8
 MYSORE FIG, Ficus mysorensis, 31+, 45-60,"2 KINGS ROAD PARK
West Hollywood, CA
(34.088994, -118.371408)", WHP/KRP, Park,15
 YEW PINE, Podocarpus macrophyllus, 07-12, 15-30,"1325 FAIRFAX AV
West Hollywood, CA
(34.095369, -118.361661)", COMMERCIAL, Front,1
 CHINESE ELM, Ulmus parvifolia, 0-6, 01-15,"2 CITY HALL
West Hollywood, CA
(34.090244, -118.370602)", AUXILIARY, Front,5
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 19-24, 30-45,"9030 ASHCROFT AV
West Hollywood, CA
(34.078588, -118.388855)", RED, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8969 SANTA MONICA BL
West Hollywood, CA
(34.083345, -118.386553)", COMMERCIAL, Front,9
 PURPLE ORCHID TREE, Bauhinia variegata, 07-12, 15-30,"2 PLUMMER PARK
West Hollywood, CA
(34.092514, -118.351215)", PP/HART, Park,137
 KING PALM, Archontophoenix cunninghamiana, 07-12, 15-30,"8445 DE LONGPRE AV
West Hollywood, CA
(34.094697, -118.372345)", BLUE, Rear,3
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7215 SANTA MONICA BL
West Hollywood, CA
(34.09081, -118.346999)", COMMERCIAL, Front,3
 SWEETSHADE, Hymenosporum flavum, 07-12, 15-30,"8535 MELROSE AV
West Hollywood, CA
(34.082014, -118.377816)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8845 ASHCROFT AV
West Hollywood, CA
(34.078707, -118.385741)", RED, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 30-45,"8300 SUNSET BL
West Hollywood, CA
(34.095982, -118.371328)", COMMERCIAL, Front,5
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8531 ROSEWOOD AV
West Hollywood, CA
(34.080352, -118.377842)", RED, Front,2
 PURPLE-LEAF PLUM, Prunus cerasifera, 0-6, 01-15,"9045 ELEVADO AV
West Hollywood, CA
(34.084947, -118.389061)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7440 SANTA MONICA BL
West Hollywood, CA
(34.090672, -118.352089)", COMMERCIAL, Front,1
 AMERICAN SWEETGUM, Liquidambar styraciflua, 13-18, 15-30,"854 HUNTLEY DR
West Hollywood, CA
(34.086515, -118.380558)", RED, Front,1
 CAMPHOR TREE, Cinnamomum camphora, 19-24, 30-45,"1285 SWEETZER AV
West Hollywood, CA
(34.093986, -118.370405)", BLUE, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"8624 SUNSET BL
West Hollywood, CA
(34.092151, -118.379828)", COMMERCIAL, Front,1
 VICTORIAN BOX, Pittosporum undulatum, 07-12, 01-15,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.083224, -118.384962)", WHP/KRP, Park,172
 VACANT SITE, Vacant site, ---, ---,"8544 SUNSET BL
West Hollywood, CA
(34.093474, -118.377596)", COMMERCIAL, Front,3
 CRAPE MYRTLE, Lagerstroemia indica, 0-6, 15-30,"9057 LLOYD PL
West Hollywood, CA
(34.084293, -118.389623)", BLUE, Front,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"2 PLUMMER PARK
West Hollywood, CA
(34.092055, -118.351148)", PP/HART, Park,66
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1430 HARPER AV
West Hollywood, CA
(34.096836, -118.368812)", BLUE, Front,5
 MEXICAN FAN PALM, Washingtonia robusta, 13-18, 15-30,"360 DOHENY DR
West Hollywood, CA
(34.078378, -118.389679)", COMMERCIAL, Side,1
 LEMON-SCENTED GUM, Corymbia citriodora, 13-18, 45-60,"8734 HOLLOWAY DR
West Hollywood, CA
(34.090515, -118.381703)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 19-24, 15-30,"8955 KEITH AV
West Hollywood, CA
(34.084699, -118.386282)", BLUE, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"8435 ROSEWOOD AV
West Hollywood, CA
(34.08023, -118.374959)", RED, Front,6
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"521 NORWICH DR
West Hollywood, CA
(34.080599, -118.381463)", RED, Front,2
 MYSORE FIG, Ficus mysorensis, 31+, 45-60,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.08268, -118.384578)", WHP/KRP, Park,69
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 07-12, 15-30,"8722 ASHCROFT AV
West Hollywood, CA
(34.079003, -118.382549)", RED, Front,2
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 07-12, 15-30,"9040 LLOYD PL
West Hollywood, CA
(34.084202, -118.388808)", BLUE, Front,1
 PURPLE ORCHID TREE, Bauhinia variegata, 07-12, 15-30,"650 WESTMOUNT DR
West Hollywood, CA
(34.083371, -118.378555)", RED, Front,1
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"1148 GREENACRE AV
West Hollywood, CA
(34.092256, -118.349024)", GREEN, Front,2
 TIPU, Tipuana tipu, 13-18, 45-60,"1137 POINSETTIA DR
West Hollywood, CA
(34.091896, -118.348265)", GREEN, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 30-45,"8944 DICKS ST
West Hollywood, CA
(34.086096, -118.386705)", BLUE, Front,1
 GOLDEN TRUMPET TREE, Handroanthus chrysotrichus, 0-6, 01-15,"1036 ORANGE GROVE AV
West Hollywood, CA
(34.089904, -118.360462)", GREEN, Front,2
 PINK TRUMPET TREE, Handroanthus impetiginosus, 0-6, 01-15,"7131 ROMAINE ST
West Hollywood, CA
(34.088969, -118.345424)", GREEN, Front,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 30-45,"7900 SANTA MONICA BL
West Hollywood, CA
(34.090737, -118.361831)", COMMERCIAL, Front,2
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"7611 WILLOUGHBY AV
West Hollywood, CA
(34.087215, -118.355704)", GREEN, Front,1
 SWEETSHADE, Hymenosporum flavum, 07-12, 15-30,"8901 ASHCROFT AV
West Hollywood, CA
(34.078711, -118.386143)", RED, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"1416 HAVENHURST DR
West Hollywood, CA
(34.096564, -118.36738)", BLUE, Front,5
 EVERGREEN PEAR, Pyrus kawakamii, 13-18, 15-30,"1014 LA JOLLA AV
West Hollywood, CA
(34.089248, -118.367946)", GREEN, Front,1
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"1201 GREENACRE AV
West Hollywood, CA
(34.09267, -118.349162)", GREEN, Front,2
 GUADALUPE PALM, Brahea edulis, 07-12, 15-30,"7635 LEXINGTON AV
West Hollywood, CA
(34.092671, -118.356383)", GREEN, Front,2
 TIPU, Tipuana tipu, 13-18, 15-30,"613 SWEETZER AV
West Hollywood, CA
(34.08249, -118.37037)", RED, Front,2
 TIPU, Tipuana tipu, 25-30, 30-45,"1137 FULLER AV
West Hollywood, CA
(34.091862, -118.35019)", GREEN, Front,1
 TIPU, Tipuana tipu, 13-18, 30-45,"1205 FORMOSA AV
West Hollywood, CA
(34.092802, -118.346319)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1155 OGDEN DR
West Hollywood, CA
(34.092314, -118.359244)", GREEN, Front,1
 CALIFORNIA FAN PALM, Washingtonia filifera, 25-30, 30-45,"9040 HARRATT ST
West Hollywood, CA
(34.089472, -118.389267)", BLUE, Front,2
 YEW PINE, Podocarpus macrophyllus, 07-12, 15-30,"2 SHERIFFS STATION
West Hollywood, CA
(34.083951, -118.383294)", RED, Lot,17
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 13-18, 15-30,"471 ROBERTSON BL
West Hollywood, CA
(34.079883, -118.385072)", COMMERCIAL, Front,1
 CAPE CHESTNUT, Calodendrum capense, 0-6, 01-15,"745 WILEY LN
West Hollywood, CA
(34.083862, -118.388241)", BLUE, Side,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7432 SANTA MONICA BL
West Hollywood, CA
(34.090682, -118.351963)", COMMERCIAL, Front,2
 AFRICAN SUMAC, Rhus lancea, 0-6, 01-15,"2 HAVENHURST POCKET PARK
West Hollywood, CA
(34.095884, -118.367969)", AUXILIARY, Park,8
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"8450 SANTA MONICA BL
West Hollywood, CA
(34.090301, -118.374729)", COMMERCIAL, Median,6
 QUEEN PALM, Syagrus romanzoffiana, 07-12, 01-15,"1251 GARDNER ST
West Hollywood, CA
(34.094025, -118.352938)", GREEN, Front,2
 CHINESE ELM, Ulmus parvifolia, 0-6, 01-15,"8969 SANTA MONICA BL
West Hollywood, CA
(34.083102, -118.386932)", COMMERCIAL, Front,22
 BRAZILIAN PEPPER, Schinus terebinthifolius, 25-30, 15-30,"858 DOHENY DR
West Hollywood, CA
(34.086536, -118.389694)", COMMERCIAL, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"1023 HAVENHURST DR
West Hollywood, CA
(34.08956, -118.367058)", GREEN, Front,5
 SILK-FLOSS TREE, Ceiba speciosa, 13-18, 15-30,"1020 FAIRFAX AV
West Hollywood, CA
(34.089906, -118.361486)", COMMERCIAL, Median,16
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8714 SANTA MONICA BL
West Hollywood, CA
(34.08717, -118.380366)", COMMERCIAL, Front,3
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"7345 ROMAINE ST
West Hollywood, CA
(34.089005, -118.350418)", GREEN, Side,2
 WATER GUM, Tristaniopsis laurina, 07-12, 15-30,"9017 HARRATT ST
West Hollywood, CA
(34.089574, -118.388268)", BLUE, Front,1
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"8350 SUNSET BL
West Hollywood, CA
(34.095748, -118.371656)", COMMERCIAL, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"8385 ROSEWOOD AV
West Hollywood, CA
(34.080222, -118.37299)", RED, Side,7
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8106 SANTA MONICA BL
West Hollywood, CA
(34.090677, -118.366269)", COMMERCIAL, Front,1
 WEEPING FIG, Ficus benjamina, 07-12, 01-15,"1013 GARDNER ST
West Hollywood, CA
(34.089086, -118.353334)", GREEN, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"1044 ORANGE GROVE AV
West Hollywood, CA
(34.090164, -118.360464)", GREEN, Front,1
 CAPE CHESTNUT, Calodendrum capense, 0-6, 01-15,"8983 NORMA PL
West Hollywood, CA
(34.085625, -118.387072)", BLUE, Front,1
 LEMON-SCENTED GUM, Corymbia citriodora, 13-18, 60+,"1021 SPAULDING AV
West Hollywood, CA
(34.089365, -118.357484)", GREEN, Front,1
 CANARY ISLAND DATE PALM, Phoenix canariensis, 25-30, 45-60,"8407 CLINTON ST
West Hollywood, CA
(34.082083, -118.373517)", RED, Front,4
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 45-60,"1117 LAUREL AV
West Hollywood, CA
(34.091368, -118.364528)", BLUE, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1217 LAUREL AV
West Hollywood, CA
(34.092352, -118.364527)", BLUE, Front,6
 CAJEPUT TREE, Melaleuca quinquenervia, 19-24, 30-45,"2 WILLIAM S HART PARK
West Hollywood, CA
(34.095372, -118.371781)", PP/HART, Park,22
 TIPU, Tipuana tipu, 19-24, 30-45,"9041 KEITH AV
West Hollywood, CA
(34.083572, -118.3889)", BLUE, Front,2
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 07-12, 15-30,"8835 BETTY WY
West Hollywood, CA
(34.087875, -118.384212)", BLUE, Side,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"8800 SANTA MONICA BL
West Hollywood, CA
(34.085536, -118.38287)", COMMERCIAL, Front,50
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"552 WESTMOUNT DR
West Hollywood, CA
(34.081417, -118.378582)", RED, Front,1
 SILVER DOLLAR GUM, Eucalyptus polyanthemos, 07-12, 60+,"1201 DETROIT ST
West Hollywood, CA
(34.092728, -118.34526)", GREEN, Front,2
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1022 VISTA ST
West Hollywood, CA
(34.089436, -118.352146)", GREEN, Front,1
 ITALIAN CYPRESS, Cupressus sempervirens, 07-12, 15-30,"300 SAN VICENTE BL
West Hollywood, CA
(34.077462, -118.379709)", COMMERCIAL, Median,2
 TIPU, Tipuana tipu, 13-18, 30-45,"1120 DETROIT ST
West Hollywood, CA
(34.091714, -118.345074)", GREEN, Front,4
 PURPLE ORCHID TREE, Bauhinia variegata, 07-12, 15-30,"610 WESTMOUNT DR
West Hollywood, CA
(34.082482, -118.378566)", RED, Front,2
 CHASTE TREE, Vitex agnus-castus, 07-12, 15-30,"2 KINGS ROAD PARK
West Hollywood, CA
(34.088836, -118.371621)", WHP/KRP, Park,1
 CHINESE FLAME TREE, Koelreuteria bipinnata, 0-6, 01-15,"555 NORWICH DR
West Hollywood, CA
(34.081451, -118.381907)", RED, Side,5
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1131 ALTA LOMA RD
West Hollywood, CA
(34.092158, -118.377841)", BLUE, Front,6
 CHINESE ELM, Ulmus parvifolia, 07-12, 01-15,"8800 SANTA MONICA BL
West Hollywood, CA
(34.085911, -118.382368)", COMMERCIAL, Front,38
 ARISTOCRAT PEAR, Pyrus calleryana 'Aristocrat', 07-12, 15-30,"2 LA JOLLA / HAVENHURST PARKING LOT
West Hollywood, CA
(34.090271, -118.367362)", GREEN, Lot,4
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8800 SANTA MONICA BL
West Hollywood, CA
(34.084889, -118.383764)", COMMERCIAL, Front,79
 PURPLE ORCHID TREE, Bauhinia variegata, 07-12, 15-30,"853 WESTBOURNE DR
West Hollywood, CA
(34.086296, -118.379724)", RED, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8617 WEST KNOLL DR
West Hollywood, CA
(34.089404, -118.379882)", BLUE, Front,3
 QUEEN PALM, Syagrus romanzoffiana, 07-12, 15-30,"8365 CLINTON ST
West Hollywood, CA
(34.082095, -118.372455)", RED, Side,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1211 FLORES ST
West Hollywood, CA
(34.092093, -118.371584)", BLUE, Front,1
 WEEPING FIG, Ficus benjamina, 07-12, 01-15,"505 HUNTLEY DR
West Hollywood, CA
(34.080104, -118.380094)", RED, Front,2
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"1200 VISTA ST
West Hollywood, CA
(34.093159, -118.35176)", GREEN, Front,11
 LONG-LEAFED YELLOWWOOD, Podocarpus henkelii, 0-6, 01-15,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.081838, -118.384982)", WHP/KRP, Park,93
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 13-18, 15-30,"7601 NORTON AV
West Hollywood, CA
(34.091785, -118.355178)", GREEN, Front,1
 RIVER SHE-OAK, Casuarina cunninghamiana, 13-18, 30-45,"142 LA PEER DR
West Hollywood, CA
(34.076503, -118.386718)", RED, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"847 SANTA MONICA BL
West Hollywood, CA
(34.085679, -118.383165)", COMMERCIAL, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"7768 SANTA MONICA BL
West Hollywood, CA
(34.090736, -118.358996)", COMMERCIAL, Front,1
 CHINESE FLAME TREE, Koelreuteria bipinnata, 0-6, 01-15,"501 HUNTLEY DR
West Hollywood, CA
(34.079979, -118.38001)", RED, Front,1
 DATE PALM, Phoenix dactylifera, 19-24, 30-45,"310 SAN VICENTE BL
West Hollywood, CA
(34.077696, -118.37961)", COMMERCIAL, Front,8
 AVOCADO, Persea americana, 07-12, 15-30,"7738 NORTON AV
West Hollywood, CA
(34.091663, -118.357909)", GREEN, Front,3
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8221 DE LONGPRE AV
West Hollywood, CA
(34.095488, -118.369727)", BLUE, Front,3
 GOLD MEDALLION TREE, Cassia leptophylla, 0-6, 01-15,"8680 MELROSE AV
West Hollywood, CA
(34.081397, -118.382678)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8944 ROSEWOOD AV
West Hollywood, CA
(34.077898, -118.387472)", RED, Front,1
 JACARANDA, Jacaranda mimosifolia, 0-6, 15-30,"1018 GARDNER ST
West Hollywood, CA
(34.089262, -118.353174)", GREEN, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"8490 HOLLOWAY DR
West Hollywood, CA
(34.09054, -118.375717)", BLUE, Side,1
 LONDON PLANE, Platanus x hispanica, 13-18, 15-30,"425 WESTMOUNT DR
West Hollywood, CA
(34.079026, -118.377274)", RED, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"9080 SANTA MONICA BL
West Hollywood, CA
(34.081081, -118.389343)", COMMERCIAL, Front,8
 JAPANESE BLACK PINE, Pinus thunbergiana, 07-12, 15-30,"450 SAN VICENTE BL
West Hollywood, CA
(34.079735, -118.381809)", COMMERCIAL, Median,3
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"620 CROFT AV
West Hollywood, CA
(34.08284, -118.374136)", RED, Side,7
 YEW PINE, Podocarpus macrophyllus, 07-12, 15-30,"1022 FAIRFAX AV
West Hollywood, CA
(34.089423, -118.361319)", COMMERCIAL, Front,1
 COAST REDWOOD, Sequoia sempervirens, 19-24, 45-60,"935 SPAULDING AV
West Hollywood, CA
(34.088175, -118.35745)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8805 SANTA MONICA BL
West Hollywood, CA
(34.085715, -118.383116)", COMMERCIAL, Front,1
 COAST LIVE OAK, Quercus agrifolia, 13-18, 15-30,"2 PLUMMER PARK
West Hollywood, CA
(34.093025, -118.350443)", PP/HART, Park,187
 RIVER SHE-OAK, Casuarina cunninghamiana, 13-18, 45-60,"8450 DE LONGPRE AV
West Hollywood, CA
(34.094464, -118.372747)", BLUE, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"1036 GENESEE AV
West Hollywood, CA
(34.089866, -118.358386)", GREEN, Front,1
 GOLD MEDALLION TREE, Cassia leptophylla, 07-12, 01-15,"1201 CURSON AV
West Hollywood, CA
(34.093022, -118.355088)", GREEN, Side,6
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8787 SANTA MONICA BL
West Hollywood, CA
(34.08602, -118.382762)", COMMERCIAL, Front,24
 JAPANESE BLACK PINE, Pinus thunbergiana, 07-12, 15-30,"901 STANLEY AV
West Hollywood, CA
(34.087318, -118.356433)", GREEN, Front,2
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"1342 CRESCENT HEIGHTS BL
West Hollywood, CA
(34.095656, -118.365831)", COMMERCIAL, Front,1
 CARROTWOOD, Cupaniopsis anacardioides, 07-12, 15-30,"2 MAINTENANCE YARD
West Hollywood, CA
(34.089027, -118.349287)", AUXILIARY, Front,9
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"8653 SUNSET BL
West Hollywood, CA
(34.092098, -118.380502)", COMMERCIAL, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"531 ORLANDO AV
West Hollywood, CA
(34.081008, -118.373239)", RED, Front,1
 VACANT SITE, Vacant site, ---, ---,"401 SAN VICENTE BL
West Hollywood, CA
(34.0795, -118.381745)", COMMERCIAL, Front,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8151 SANTA MONICA BL
West Hollywood, CA
(34.09086, -118.366741)", COMMERCIAL, Front,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7617 SANTA MONICA BL
West Hollywood, CA
(34.090891, -118.355706)", COMMERCIAL, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 19-24, 30-45,"1158 SPAULDING AV
West Hollywood, CA
(34.092409, -118.356591)", GREEN, Side,4
 VICTORIAN BOX, Pittosporum undulatum, 07-12, 15-30,"2 KINGS ROAD PARK
West Hollywood, CA
(34.089131, -118.371003)", WHP/KRP, Park,48
 ARISTOCRAT PEAR, Pyrus calleryana 'Aristocrat', 07-12, 15-30,"2 LA JOLLA / HAVENHURST PARKING LOT
West Hollywood, CA
(34.090268, -118.367431)", GREEN, Lot,5
