"the_geom","asset_cate","external_i","asset_id","asset_name","asset_clas","asset_sub_","asset_type","asset_su00","region","suburb","signal_loc","fixed_sign","status","commission","connection","modificati","latest_rep","service_pr","cctv_camer","bluetooth_","constructi","ownership","maintained","asset_hand","latitude","longitude"
"POINT (149.12860349180423 -35.18182198204274)","Signals","11284811","TSSI312","Site 312  CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","GUNGAHLIN",,"YES","ACTIVE/IN SERVICE","20181022000000",,,,,,,,,,,"-35.1818302929","149.128598115"
"POINT (149.1268057153476 -35.27544837600765)","Signals","740509","TSSI40","Site 40 BARRY DR / MARCUS CLARKE ST, CITY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","CITY","BARRY DR / MARCUS CLARKE ST, CITY","YES","ACTIVE/IN SERVICE","19730323000000","19840113000000","20010407000000","19940909000000","TELSTRA","NO","NO","19730323000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2754567168","149.126800126"
"POINT (149.14379798520199 -35.276134798187705)","Signals","740699","TSSI142","Site 142 LIMESTONE AV / AINSLIE AV, REID TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","REID","LIMESTONE AV / AINSLIE AV, REID","YES","ACTIVE/IN SERVICE","19891213000000","19910924000000",,"19891213000000","TELSTRA","NO","NO","19891213000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2761431253","149.143792414"
"POINT (149.0910286399931 -35.35186162184126)","Signals","4283416","TSSI207","Site 207 ATHLLON DR / COLBEE COURT, PHILLIP TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","PHILLIP","ATHLLON DR / COLBEE COURT, PHILLIP","YES","ACTIVE/IN SERVICE","20060904000000","20060403000000",,,"TELSTRA","NO","NO","20060904000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.351870048","149.091023017"
"POINT (149.07626159169988 -35.42052000595866)","Signals","11163474","TSSI310","Site 310  TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","GREENWAY",,"YES","ACTIVE/IN SERVICE","20180412000000","20180412000000",,,,,,,,,,"-35.4205284373","149.076255938"
"POINT (149.19991360566058 -35.344050390565066)","Signals","740805","TSSI202","Site 202 CANBERRA AVE / WOODS LANE, HARMAN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","JERRABOMBERRA (RURAL DIST.)","CANBERRA AVE / WOODS LANE, HARMAN","YES","ACTIVE/IN SERVICE","20041221000000","20050118000000",,,"TELSTRA","NO","YES","20041221000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3440587949","149.199908248"
"POINT (149.09219560209812 -35.33948868752552)","Signals","740716","TSSI152","Site 152 YAMBA DR / WISDOM ST / LAUNCESTON ST, HUGHES CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","GARRAN","YAMBA DR / WISDOM ST / LAUNCESTON ST, HUGHES","YES","ACTIVE/IN SERVICE","19930830000000","19900830000000","20021217000000","19930921000000","TELSTRA","NO","NO","19930830000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3394971","149.092189988"
"POINT (149.14207416624853 -35.27315691093796)","Signals","740450","TSSI4","Site 4 LIMESTONE AV / DONALDSON ST, AINSLIE CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BRADDON","LIMESTONE AV / DONALDSON ST, AINSLIE","YES","ACTIVE/IN SERVICE","19670525000000","19910924000000",,"19910326000000","TELSTRA","NO","YES","19670525000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2731652358","149.142068598"
"POINT (149.12912705326175 -35.306343463146455)","Signals","740476","TSSI20","Site 20 STATE CIRCLE / KINGS AV, BARTON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BARTON","STATE CIRCLE / KINGS AV, BARTON","YES","ACTIVE/IN SERVICE","19710803000000","19880204000000",,"19870929000000","TELSTRA","NO","NO","19710803000000","NCA","NCA","GIFTED","-35.3063518803","149.129121474"
"POINT (149.1216770773146 -35.44122084374551)","Signals","740639","TSSI110","Site 110 THARWA DR / WERE ST, CALWELL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","THEODORE","THARWA DR / WERE ST, CALWELL","YES","ACTIVE/IN SERVICE","19900313000000","19901006000000",,"19900313000000","TELSTRA","NO","YES","19900313000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4412293402","149.121671555"
"POINT (149.0598500411942 -35.22786281413042)","Signals","4287143","TSSI215","Site 215 COULTER DRIVE / JOYNTON SMITH DRIVE, FLOREY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","COULTER DRIVE / JOYNTON SMITH DRIVE, FLOREY","YES","ACTIVE/IN SERVICE","20070118000000",,,,"TELSTRA","NO","NO","20070118000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2278712033","149.059844414"
"POINT (149.15289216546583 -35.39784511535502)","Signals","740709","TSSI147","Site 147 MONARO HWY / MUGGA LANE, HUME TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","TUGGERANONG (RURAL DIST.)","MONARO HWY / MUGGA LANE, HUME","YES","ACTIVE/IN SERVICE","19911119000000","19900213000000",,"19911119000000","TELSTRA","NO","NO","19911119000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3978535571","149.152886726"
"POINT (149.07439039839966 -35.347690226397035)","Signals","10768594","TSSI307","Site 307 HINDMASH DR / LAUNCESTON ST TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","CHIFLEY","HINDMASH DR / LAUNCESTON ST","YES","ACTIVE/IN SERVICE","20170509000000",,,,,"NO","YES","20170509000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3476986925","149.074384779"
"POINT (149.08943844822988 -35.25679290584867)","Signals","740502","TSSI35","Site 35 BELCONNEN WAY / CASWELL DR, ARANDA TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","ARANDA","BELCONNEN WAY / CASWELL DR, ARANDA","YES","ACTIVE/IN SERVICE","19730209000000","19850530000000",,"19910918000000","TELSTRA","NO","YES","19730209000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.256801255","149.089432862"
"POINT (149.0825430763717 -35.339957932643536)","Signals","740484","TSSI25","Site 25 MELROSE DR / LAUNCESTON ST, LYONS CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","LYONS","MELROSE DR / LAUNCESTON ST, LYONS","YES","ACTIVE/IN SERVICE","19711101000000","19870109000000",,"19950817000000","TELSTRA","NO","NO","19711101000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3399663749","149.082537467"
"POINT (149.09358116353948 -35.17744314310849)","Signals","9084236","TSSI1036","Site 1036 CLARRIE HERMES DRV, CASEY PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","BELCONNEN","CASEY","CLARRIE HERMES DRV, CASEY","YES","ACTIVE/IN SERVICE","20100701000000","20100701000000",,,"TELSTRA","NO","NO","20100701000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1774514588","149.093575586"
"POINT (149.06318065796805 -35.23852093009988)","Signals","9084230","TSSI248","Site 248 LATHLAIN ST / WESTFIELD BUS STATION, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","LATHLAIN ST / WESTFIELD BUS STATION, BELCONNEN","YES","ACTIVE/IN SERVICE","20101115000000","20101115000000",,,"TELSTRA","NO","NO","20101115000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.238529318","149.063175027"
"POINT (149.16930909912136 -35.30265841195406)","Signals","10351661","TSSI288","Site 288 MORSHEAD DR / MONARO HWY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","CAMPBELL","MORSHEAD DR / MONARO HWY","YES","ACTIVE/IN SERVICE","20160217000000","20160310000000",,,"TELSTRA","NO","YES","20160217000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3026667464","149.169303572"
"POINT (149.06407081270416 -35.24147990454135)","Signals","740623","TSSI105","Site 105 LATHLAIN ST / CHAN ST, BELCONNEN CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","BELCONNEN","LATHLAIN ST / CHAN ST, BELCONNEN","YES","ACTIVE/IN SERVICE","19870917000000","19880201000000",,"19870917000000","TELSTRA","NO","NO","19870917000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2414882914","149.064065181"
"POINT (149.07307607698405 -35.23961044367021)","Signals","9084221","TSSI240","Site 240 EASTERN VALLEY WAY / EMU BANK, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","EASTERN VALLEY WAY / EMU BANK, BELCONNEN","YES","ACTIVE/IN SERVICE","20090507000000","20090507000000",,,"TELSTRA","NO","NO","20090507000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2396188081","149.073070465"
"POINT (149.0903286293684 -35.313042692844434)","Signals","740768","TSSI179","Site 179 COTTER RD / DUDLEY ST, YARRALUMLA TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","CURTIN","COTTER RD / DUDLEY ST, YARRALUMLA","YES","ACTIVE/IN SERVICE","20010818000000","20010818000000",,,"TELSTRA","NO","YES","20010818000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3130511602","149.090323005"
"POINT (149.0537619602557 -35.32872078761024)","Signals","9810536","TSSI255","Site 255 STREETON DR / DIXON DR / UNWIN PL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","HOLDER","STREETON DR / DIXON DR / UNWIN PL","YES","ACTIVE/IN SERVICE","20140522000000","20140530000000",,,"TELSTRA","NO","NO","20140522000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3287293125","149.053756335"
"POINT (149.16699339664473 -35.322054763486115)","Signals","740695","TSSI138","Site 138 NEWCASTLE ST / MONARO HWY (NTH RAMP), FYSHWICK CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","FYSHWICK","NEWCASTLE ST / MONARO HWY (NTH RAMP), FYSHWICK","YES","ACTIVE/IN SERVICE","19900704000000","19900704000000","20030214000000","19900704000000","TELSTRA","NO","NO","19900704000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3220631042","149.166987878"
"POINT (149.0929992804628 -35.37190209107819)","Signals","740559","TSSI62","Site 62 ATHLLON DR / BEASLEY ST, FARRER CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","TORRENS","ATHLLON DR / BEASLEY ST, FARRER","YES","ACTIVE/IN SERVICE","19770928000000","19800611000000",,"19930625000000","TELSTRA","NO","YES","19770928000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3719105285","149.092993647"
"POINT (149.1064398187687 -35.155035074128364)","Signals","10773857","TSSI304","Site 304 HORSE PARK DR / GRENFELL AV TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","TAYLOR","HORSE PARK DR / GRENFELL AV","YES",,,,,,,"NO","NO",,"ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.1550433464","149.10643425"
"POINT (149.0804079659428 -35.230905763531396)","Signals","740725","TSSI156","Site 156 GINNINDERRA DR / AIKMAN DR, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","LAWSON","GINNINDERRA DR / AIKMAN DR, BELCONNEN","YES","ACTIVE/IN SERVICE","19960928000000","19960927000000","20050316000000","20050316000000","TELSTRA","NO","NO","19960928000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2309141046","149.080402364"
"POINT (149.08072955243375 -35.33100005095312)","Signals","740809","TSSI1001","Site 1001 THEODORE ST, CURTIN PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","WODEN","CURTIN","THEODORE ST, CURTIN","YES","ACTIVE/IN SERVICE","19670626000000","20100112000000",,"20130807000000","TELSTRA","NO","NO","19670626000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3310085117","149.080723939"
"POINT (149.15084269628932 -35.29851360280973)","Signals","740875","TSSI2005","Site 2005 RUSSELL DR FLASHING LIGHTS, RUSSELL PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","RUSSELL","RUSSELL DR FLASHING LIGHTS, RUSSELL","YES","ACTIVE/IN SERVICE","20010907000000",,,,,"NO","NO","20010907000000","NCA","NCA","GIFTED","-35.2985219757","149.150837142"
"POINT (149.1230545402081 -35.187838430814836)","Signals","9084235","TSSI1035","Site 1035 THE VALLEY AVE, GUNGAHLIN PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","BELCONNEN","GUNGAHLIN","THE VALLEY AVE, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20090904000000","20090904000000",,,"TELSTRA","NO","NO","20090904000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1878467562","149.123049149"
"POINT (149.07847237777946 -35.40365982881797)","Signals","740781","TSSI184","Site 184 NEWMAN MORRIS CCT / TAVERNER ST, WANNIASSA CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","WANNIASSA","NEWMAN MORRIS CCT / TAVERNER ST, WANNIASSA","YES","ACTIVE/IN SERVICE","20021018000000","20021014000000",,,"TELSTRA","NO","NO","20021018000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4036682728","149.078466733"
"POINT (149.13379248539044 -35.28255232831689)","Signals","740849","TSSI1024","Site 1024 ALLARA STREET, CITY PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","CITY","ALLARA STREET, CITY","YES","ACTIVE/IN SERVICE","19940629000000","19940722000000","20010705000000","19940722000000","TELSTRA","NO","NO","19940629000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.282560678","149.1337869"
"POINT (149.1334102263307 -35.309140922568126)","Signals","740624","TSSI106","Site 106 NATIONAL CIRC / BRISBANE AV, BARTON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BARTON","NATIONAL CIRC / BRISBANE AV, BARTON","YES","ACTIVE/IN SERVICE","19870305000000","19870911000000",,"19870305000000","TELSTRA","NO","NO","19870305000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.309149338","149.133404654"
"POINT (149.13188853709067 -35.31261509769799)","Signals","9085552","TSSI259","Site 259 NATIONAL CIRC / SYDNEY AVE, BARTON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BARTON","NATIONAL CIRC / SYDNEY AVE, BARTON","YES","ACTIVE/IN SERVICE","20120404000000","20120405000000",,,"TELSTRA","NO","NO","20120404000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3126235041","149.131882958"
"POINT (149.07062821898103 -35.34814340197204)","Signals","740523","TSSI47","Site 47 HINDMARSH DR / TUGG. PKWY (STH RAMP), CHIFLEY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","CHIFLEY","HINDMARSH DR / TUGG. PKWY (STH RAMP), CHIFLEY","YES","ACTIVE/IN SERVICE","19740207000000","19800619000000","20050408000000","20050408000000","TELSTRA","NO","NO","19740207000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3481518777","149.070622599"
"POINT (149.13444166105367 -35.28099248106194)","Signals","740701","TSSI143","Site 143 AKUNA ST / BUNDA ST, CITY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","CITY","AKUNA ST / BUNDA ST, CITY","YES","ACTIVE/IN SERVICE","19891031000000","19891031000000",,"19891031000000","TELSTRA","NO","NO","19891031000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.281000826","149.134436076"
"POINT (149.13846464123506 -35.2876988463811)","Signals","740668","TSSI126","Site 126 CONSTITUTION AV / CANBERRA TAFE, REID CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","REID","CONSTITUTION AV / CANBERRA TAFE, REID","YES","ACTIVE/IN SERVICE","19881101000000","19891204000000","20021218000000","19881101000000","TELSTRA","NO","NO","19881101000000","NCA","NCA","GIFTED","-35.2877072049","149.138459065"
"POINT (149.1252452976818 -35.27980972381244)","Signals","740482","TSSI24","Site 24 MARCUS CLARKE ST / UNIVERSITY AV, CITY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","CITY","MARCUS CLARKE ST / UNIVERSITY AV, CITY","YES","ACTIVE/IN SERVICE","19710121000000","19840110000000",,"19971010000000","TELSTRA","NO","NO","19710121000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2798180741","149.125239701"
"POINT (149.13654550559608 -35.220152186052566)","Signals","740733","TSSI160","Site 160 STANDFORD ST / HOSKINS ST, MITCHELL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","MITCHELL","STANDFORD ST / HOSKINS ST, MITCHELL","YES","ACTIVE/IN SERVICE","19970806000000","19970806000000",,"19970806000000","TELSTRA","NO","NO","19970806000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2201605295","149.136540036"
"POINT (149.14745857989692 -35.33482652253118)","Signals","10073372","TSSI297","Site 297 JERRABOMBERRA AVE / STURT AVE / CAPT. COOK CRES TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","NARRABUNDAH","JERRABOMBERRA AVE / STURT AVE / CAPT. COOK CRES","YES","ACTIVE/IN SERVICE","20150812000000","20081210000000",,,"TELSTRA","NO","NO","20150812000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3348348524","149.147453016"
"POINT (149.0529838663028 -35.26987530757044)","Signals","740789","TSSI190","Site 190 WILLIAM HOVELL DR / COULTER DR, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN (RURAL DIST.)","WILLIAM HOVELL DR / COULTER DR, BELCONNEN","YES","ACTIVE/IN SERVICE","20031104000000","20031030000000",,,"TELSTRA","NO","YES","20031104000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2698837659","149.052978215"
"POINT (149.1295925946951 -35.308662606558386)","Signals","740601","TSSI92","Site 92 STATE CIRCLE / BRISBANE AV, CAPITAL HILL TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","BARTON","STATE CIRCLE / BRISBANE AV, CAPITAL HILL","YES","ACTIVE/IN SERVICE","19810624000000","19880202000000","20020304000000","19810624000000","TELSTRA","NO","NO","19810624000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3086710279","149.129587017"
"POINT (149.1323349031468 -35.276048979947184)","Signals","740801","TSSI198","Site 198 COOYONG ST / LONSDALE ST, CITY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BRADDON","COOYONG ST / LONSDALE ST, CITY","YES","ACTIVE/IN SERVICE","20040419000000","20040311000000","20040805000000",,"TELSTRA","NO","NO","20040419000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2760573168","149.132329319"
"POINT (149.04899244533715 -35.34233598668545)","Signals","740514","TSSI43","Site 43 HINDMARSH DR / STREETON DR, HOLDER CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","HOLDER","HINDMARSH DR / STREETON DR, HOLDER","YES","ACTIVE/IN SERVICE","19730802000000","19800611000000",,"19730802000000","TELSTRA","NO","YES","19730802000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3423444883","149.048986823"
"POINT (149.0647562925243 -35.40336441681315)","Signals","740787","TSSI189","Site 189 ATHLLON DR / LEARMONTH DR, GREENWAY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","GREENWAY","ATHLLON DR / LEARMONTH DR, GREENWAY","YES","ACTIVE/IN SERVICE","20030711000000","20030704000000",,,"TELSTRA","NO","NO","20030711000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4033728722","149.064750628"
"POINT (149.1388516314056 -35.169501491463976)","Signals","10878154","TSSI316","Site 316  TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","GUNGAHLIN","AMAROO",,"YES","ACTIVE/IN SERVICE","20180721000000","20180721000000",,,,"NO","NO",,,,,"-35.1695097704","149.138846282"
"POINT (149.1220379447846 -35.28570247993654)","Signals","740583","TSSI79","Site 79 EDINBURGH AV / LAWSON CR, ACTON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","ACTON","EDINBURGH AV / LAWSON CR, ACTON","YES","ACTIVE/IN SERVICE","19790330000000","19840525000000","20010206000000","20010206000000",,"NO","YES","19790330000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2857108491","149.122032347"
"POINT (149.14827941048358 -35.28243644778091)","Signals","740863","TSSI1030","Site 1030 FAIRBAIRN AVE NEAR ANZAC PDE, CAMPBELL PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","CAMPBELL","FAIRBAIRN AVE NEAR ANZAC PDE, CAMPBELL","YES","ACTIVE/IN SERVICE","20030423000000","20030423000000",,,"TELSTRA","NO","NO","20030423000000","NCA","NCA","GIFTED","-35.2824447836","149.148273843"
"POINT (149.07451002707836 -35.25357083289011)","Signals","740596","TSSI89","Site 89 BINDUBI ST / REDFERN ST / BINDEL ST, ARANDA CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","ARANDA","BINDUBI ST / REDFERN ST / BINDEL ST, ARANDA","YES","ACTIVE/IN SERVICE","19800811000000","19860227000000",,"19950607000000","TELSTRA","NO","NO","19800811000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2535792097","149.074504414"
"POINT (149.12161795808126 -35.22389824038364)","Signals","4287123","TSSI210","Site 210 BARTON HWY / GUNGAHLIN DR (WEST), MITCHELL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","KALEEN","BARTON HWY / GUNGAHLIN DR (WEST), MITCHELL","YES","ACTIVE/IN SERVICE","20061211000000","20061211000000",,,"TELSTRA","NO","NO","20061211000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2239065821","149.121612453"
"POINT (149.03139856408603 -35.298714826737985)","Signals","9951492","TSSI291","Site 291 HOLBOROW AVE  / ROAD 1 / ROAD 2 CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","DENMAN PROSPECT","HOLBOROW AVE  / ROAD 1 / ROAD 2","YES","INACTIVE/UNUSED",,"20150228000000",,,"TELSTRA","NO","NO","20150330000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.298723407","149.031392852"
"POINT (149.07812879829237 -35.34759636557733)","Signals","10768593","TSSI308","Site 308 HINDMARSH DR / LAUNCESTON ST TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","LYONS","HINDMARSH DR / LAUNCESTON ST","YES","ACTIVE/IN SERVICE","20170605000000","20170603000000",,,"TELSTRA","NO","YES","20170605000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3476048219","149.078123179"
"POINT (149.06450237078903 -35.41565576240362)","Signals","740655","TSSI119","Site 119 PITMAN ST / SCOLLAY ST, GREENWAY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","GREENWAY","PITMAN ST / SCOLLAY ST, GREENWAY","YES","ACTIVE/IN SERVICE","19881013000000","19900927000000",,"19881013000000","TELSTRA","NO","NO","19881013000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4156641975","149.064496693"
"POINT (149.14401490028757 -35.18703961464005)","Signals","9084214","TSSI233","Site 233 FLEMINGTON RD / MANNING CLARK CR NORTH, GUNGAHLIN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN","FLEMINGTON RD / MANNING CLARK CR NORTH, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20100831000000","20100831000000",,,"TELSTRA","NO","YES","20100831000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.187047935","149.144009574"
"POINT (149.1234279849536 -35.184301077543815)","Signals","11284812","TSSI1022","Site 1022  PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","BELCONNEN","GUNGAHLIN",,"YES",,,,,,,,,,,,,"-35.184309395","149.123422593"
