"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","012/U","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cambridge, City of","MD0021636","2005-05-31T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Allegany County DPW","MD0067407","2005-06-03T00:00:00.000","10:00:00 AM","0","4","0","002 Braddock Estates","21532","Cumberland WWTP","12000","12000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-06-03T00:00:00.000","10:00:00 AM","0","4","0","003 Grahamtown","21532","Cumberland WWTP","12000","12000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","001/C","21532","Cumberland WWTP","2000","2000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","003/E","21532","Cumberland WWTP","2000","2000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","004/F","21532","Cumberland WWTP","2000","2000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","005/G","21532","Cumberland WWTP","2000","2000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","006/H","21532","Cumberland WWTP","2000","2000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","010/Q","21532","Cumberland WWTP","2000","2000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","011/R","21532","Cumberland WWTP","2000","2000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-06-03T00:00:00.000","3:00:00 PM","0","3","0","012/U","21532","Cumberland WWTP","2000","2000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cambridge, City of","MD0021636","2005-06-03T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-06-04T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","700000","700000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","108500","108500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","22900","22900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","48300","48300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","1900","1900","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","200","200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","11300","11300","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","9300","9300","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","14600","14600","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-06T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","2600","2600","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","001/C","21532","Cumberland WWTP","4000","4000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","003/E","21532","Cumberland WWTP","4000","4000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","004/F","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","005/G","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","006/H","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","009/P.1","21532","Cumberland WWTP","8000","8000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","009/P.2","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","010/Q","21532","Cumberland WWTP","4000","4000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","011/R","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-06-06T00:00:00.000","4:40:00 PM","0","7","0","012/U","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Allegany County DPW","MD0067407","2005-06-06T00:00:00.000","8:30:00 PM","0","2","0","002 Braddock Estates","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-06-06T00:00:00.000","8:30:00 PM","0","2","0","003 Grahamtown","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cambridge, City of","MD0021636","2005-06-06T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","400000","400000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","City of Baltimore","MD0021601","2005-06-07T00:00:00.000","8:30:00 AM","0","3","10","Forest Park & Purnell Drive","21216","Patapsco WWTP","1500","1500","Blockage",,"Gwynn's Falls","City of Baltimore","None",,,,
"CSO","Cambridge, City of","MD0021636","2005-06-07T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","700000","700000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","497500","497500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","149700","149700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","666300","666300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","3400","3400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","21900","21900","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","46900","46900","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","87200","87200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","152400","152400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-10T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","55000","55000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Allegany County DPW","MD0067407","2005-06-10T00:00:00.000","1:00:00 PM","0","1","0","002 Braddock Estates","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-06-10T00:00:00.000","1:00:00 PM","0","1","0","003 Grahamtown","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","001/C","21532","Cumberland WWTP","20000","20000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","003/E","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","004/F","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","005/G","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","006/H","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","010/Q","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","011/R","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-06-10T00:00:00.000","8:00:00 PM","0","59","0","012/U","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Allegany County DPW","MD0067407","2005-06-10T00:00:00.000","11:30:00 PM","0","1","0","002 Braddock Estates","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-06-10T00:00:00.000","11:30:00 PM","0","1","0","003 Grahamtown","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","173500","173500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","28100","28100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","172400","172400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","400","400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","900","900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","8200","8200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","10500","10500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","8500","8500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-13T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","200","200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-06-16T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","80000","80000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-06-22T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","2300","2300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-06-22T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","2200","2200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-06-22T00:00:00.000","8:00:00 AM","0","2","0","001/C","21532","Cumberland WWTP","2000","2000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Allegany County DPW","MD0067407","2005-06-22T00:00:00.000","8:00:00 AM","0","1","0","002 Braddock Estates","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-06-22T00:00:00.000","8:00:00 AM","0","1","0","003 Grahamtown","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-06-22T00:00:00.000","8:00:00 AM","0","2","0","006/H","21532","Cumberland WWTP","2000","2000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
