"service_type","date_opened","date_closed","status","case_origin","suburb"
"Graffiti Removal Request","2018-08-13T14:02:00.000","2018-08-20T14:04:00.000","Closed","Phone","North Melbourne"
"Tree Maintenance Request","2018-03-22T12:26:00.000","2018-03-26T14:46:00.000","Closed","Email","South Yarra"
"Request for Parking Officer","2018-01-21T11:58:00.000","2018-01-21T12:34:00.000","Closed","Web","Parkville"
"Request for Parking Officer","2018-05-10T12:17:00.000","2018-05-10T14:41:00.000","Closed","Web","Kensington"
"Illegally Dumped Rubbish","2018-05-15T15:25:00.000","2018-05-17T15:05:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-05-28T09:30:00.000",,"New","Web",
"Illegally Dumped Rubbish","2018-05-18T12:21:00.000","2018-05-22T15:25:00.000","Closed","Phone","Carlton"
"Rough Sleeping","2018-05-21T11:01:00.000","2018-05-23T16:44:00.000","Closed","Phone","Melbourne"
"Syringe Management","2018-04-03T10:22:00.000","2018-04-03T10:46:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-06-12T10:45:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-16T21:27:00.000","2018-02-06T08:53:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-08T08:06:00.000",,"New","Web",
"Tree Maintenance Request","2018-04-14T16:59:00.000","2018-04-19T08:03:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-04-16T08:17:00.000","2018-04-17T15:25:00.000","Closed","Snap Send Solve",
"Request for Parking Officer","2018-07-16T18:09:00.000","2018-07-16T18:40:00.000","Closed","Phone","Carlton"
"Graffiti Removal Request","2018-03-20T15:18:00.000","2018-03-27T16:28:00.000","Closed","Web","Kensington"
"Request for Parking Officer","2018-02-21T15:55:00.000","2018-02-21T16:18:00.000","Closed","Phone","Docklands"
"Graffiti Removal Request","2018-09-24T16:39:00.000","2018-09-26T14:26:00.000","Closed","Web","West Melbourne"
"Infringement Review - Parking","2018-09-11T09:06:00.000","2018-09-12T10:27:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-29T15:19:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-04T16:03:00.000","2018-05-31T09:24:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-29T08:23:00.000","2018-09-21T15:40:00.000","Closed","Email",
"Request for Parking Officer","2018-01-27T00:42:00.000","2018-01-27T08:46:00.000","Closed","Web","Kensington"
"Illegally Dumped Rubbish","2018-06-25T12:20:00.000","2018-06-26T08:36:00.000","Closed","Web","Melbourne"
"Illegally Dumped Rubbish","2018-09-07T08:09:00.000","2018-09-13T08:37:00.000","Closed","Snap Send Solve",
"Request for Parking Officer","2018-06-25T09:50:00.000","2018-06-25T10:44:00.000","Closed","Phone","Melbourne"
"Graffiti Removal Request","2018-08-20T07:34:00.000","2018-08-24T11:14:00.000","Closed","Web","Kensington"
"Request for Parking Officer","2018-05-16T09:59:00.000",,"In Progress","Email","Kensington"
"Infringement Review - Parking","2018-08-02T08:52:00.000","2018-08-24T14:07:00.000","Closed","Mail",
"Infringement Review - Parking","2018-03-06T10:16:00.000","2018-04-05T09:35:00.000","Closed","Mail",
"Request for Parking Officer","2018-02-28T12:09:00.000","2018-02-28T12:51:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-09-30T13:10:00.000",,"New","Web",
"Tree Maintenance Request","2018-07-24T14:12:00.000",,"In Progress","Web","Melbourne"
"Graffiti Removal Request","2018-06-28T16:08:00.000",,"In Progress","Phone",
"Infringement Review - Parking","2018-06-23T13:03:00.000",,"New","Web",
"Request for Parking Officer","2018-04-06T14:16:00.000","2018-04-06T14:18:00.000","Closed as Duplicate","Phone","North Melbourne"
"Infringement Review - Parking","2018-03-06T12:36:00.000","2018-04-11T07:16:00.000","Closed","Email",
"Illegally Dumped Rubbish","2018-04-29T17:33:00.000","2018-05-03T15:33:00.000","Closed","Web","Docklands"
"Rough Sleeping","2018-03-03T10:01:00.000","2018-03-03T10:02:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-05-31T23:36:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-31T23:36:00.000",,"New","Web",
"Tree Maintenance Request","2018-03-21T12:02:00.000","2018-03-29T13:49:00.000","Closed","Web","Southbank"
"Infringement Review - Parking","2018-06-13T14:11:00.000",,"New","Web",
"Infringement Review - Parking","2018-06-24T18:19:00.000",,"New","Web",
"Graffiti Removal Request","2018-02-14T09:00:00.000","2018-02-20T16:40:00.000","Closed","Snap Send Solve","Carlton"
"Infringement Review - Parking","2018-06-27T09:00:00.000","2018-07-09T10:11:00.000","Closed","Web",
"Request for Parking Officer","2018-01-07T21:21:00.000","2018-01-07T22:04:00.000","Closed","Phone","East Melbourne"
"Abandoned Vehicles","2018-04-17T14:34:00.000","2018-04-26T10:56:00.000","Closed","Phone","Kensington"
"Infringement Review - Parking","2018-03-24T21:26:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-11T09:40:00.000",,"New","Mail",
"Graffiti Removal Request","2018-02-26T11:37:00.000","2018-03-06T10:40:00.000","Closed","Email","Melbourne"
"Rough Sleeping","2018-07-24T13:18:00.000","2018-07-26T11:13:00.000","Closed","Phone","Melbourne"
"Request for Parking Officer","2018-08-01T16:33:00.000","2018-08-01T16:56:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-03-07T09:51:00.000","2018-04-05T15:01:00.000","Closed as Duplicate","Mail",
"Infringement Review - Parking","2018-03-22T09:48:00.000",,"New","Web",
"Infringement Review - Parking","2018-09-17T12:03:00.000","2018-10-10T11:01:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-01T17:10:00.000","2018-09-25T15:42:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-14T14:49:00.000",,"Actioned","Web",
"Graffiti Removal Request","2018-09-03T11:02:00.000","2018-09-18T12:05:00.000","Closed","Phone","Parkville"
"Infringement Review - Parking","2018-05-01T12:12:00.000","2018-05-25T14:19:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-29T17:53:00.000","2018-02-20T16:03:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-10T10:19:00.000","2018-08-31T12:23:00.000","Closed","Mail",
"Rough Sleeping","2018-04-07T13:43:00.000","2018-04-07T13:44:00.000","Closed","Phone","East Melbourne"
"Request for Parking Officer","2018-05-25T19:25:00.000","2018-05-25T20:54:00.000","Closed","Phone","Carlton"
"Infringement Review - Parking","2018-03-16T18:31:00.000",,"New","Web",
"Infringement Review - Parking","2018-09-25T10:09:00.000",,"New","Web",
"Graffiti Removal Request","2018-04-17T12:09:00.000",,"In Progress","Phone","Melbourne"
"Request for Parking Officer","2018-09-26T14:50:00.000","2018-09-26T16:15:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-01-11T16:58:00.000","2018-01-22T12:13:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-23T13:46:00.000",,"New","Web",
"Illegally Dumped Rubbish","2018-04-03T13:07:00.000","2018-04-05T15:42:00.000","Closed","Email","North Melbourne"
"Graffiti Removal Request","2018-06-24T21:08:00.000","2018-07-09T16:32:00.000","Closed","Snap Send Solve","Kensington"
"Graffiti Removal Request","2018-06-25T12:15:00.000","2018-06-26T15:59:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-04-03T10:49:00.000","2018-05-01T17:00:00.000","Closed","Web",
"Rough Sleeping","2018-02-12T14:40:00.000","2018-02-12T15:32:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-06-21T14:15:00.000",,"New","Web",
"Request for Parking Officer","2018-09-03T12:05:00.000","2018-09-03T12:41:00.000","Closed","Web","Docklands"
"Infringement Review - Parking","2018-02-06T12:54:00.000","2018-02-28T11:41:00.000","Closed","Email",
"Illegally Dumped Rubbish","2018-04-02T14:39:00.000","2018-05-08T12:33:00.000","Closed","Web","Melbourne"
"Request for Parking Officer","2018-05-17T06:02:00.000","2018-05-17T10:29:00.000","Closed","Web","Docklands"
"Graffiti Removal Request","2018-09-14T11:30:00.000","2018-09-24T14:29:00.000","Closed","Phone","North Melbourne"
"Graffiti Removal Request","2018-04-20T12:38:00.000","2018-04-30T15:18:00.000","Closed","Web","Parkville"
"Infringement Review - Parking","2018-01-19T13:09:00.000","2018-02-09T11:01:00.000","Closed","Email",
"Illegally Dumped Rubbish","2018-05-09T08:39:00.000","2018-05-11T13:18:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-07-04T09:26:00.000","2018-07-30T11:35:00.000","Closed","Mail",
"Infringement Review - Parking","2018-01-18T09:29:00.000","2018-02-07T15:00:00.000","Closed","Web",
"Graffiti Removal Request","2018-09-10T21:11:00.000","2018-10-16T16:14:00.000","Closed","Web","Parkville"
"Illegally Dumped Rubbish","2018-01-17T14:03:00.000","2018-01-25T13:02:00.000","Closed","Phone","North Melbourne"
"Graffiti Removal Request","2018-08-28T12:46:00.000","2018-09-10T10:59:00.000","Closed","Web","North Melbourne"
"Rough Sleeping","2018-01-02T15:21:00.000","2018-01-03T10:58:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-06-11T21:03:00.000","2018-07-06T16:38:00.000","Closed","Web",
"Infringement Review - Parking","2018-04-16T15:10:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-30T08:20:00.000",,"New","Web",
"Request for Parking Officer","2018-08-30T18:31:00.000","2018-08-30T20:55:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-02-28T10:16:00.000",,"New","Mail",
"Tree Maintenance Request","2018-02-25T18:42:00.000","2018-03-09T12:06:00.000","Closed","Web","West Melbourne"
"Tree Maintenance Request","2018-03-19T12:10:00.000","2018-04-06T13:08:00.000","Closed","Web","Kensington"
"Infringement Review - Parking","2018-04-19T10:42:00.000",,"New","Web",
"Infringement Review - Parking","2018-06-07T16:22:00.000","2018-06-13T14:12:00.000","Closed","Email",
"Infringement Review - Parking","2018-03-13T17:44:00.000","2018-04-16T08:54:00.000","Closed","Web",
"Graffiti Removal Request","2018-06-29T11:37:00.000",,"In Progress","Phone","North Melbourne"
"Rough Sleeping","2018-02-19T09:26:00.000","2018-02-22T09:42:00.000","Closed","Phone","Melbourne"
"Graffiti Removal Request","2018-08-29T14:42:00.000","2018-08-30T16:15:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-08-13T09:45:00.000","2018-09-04T16:53:00.000","Closed","Web",
"Infringement Review - Parking","2018-02-02T08:33:00.000","2018-02-23T12:53:00.000","Closed","Web",
"Request for Parking Officer","2018-03-09T17:42:00.000","2018-03-09T17:48:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-01-11T14:48:00.000","2018-03-13T09:44:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-06-21T13:16:00.000","2018-06-28T08:57:00.000","Closed","Web","Melbourne"
"Tree Maintenance Request","2018-01-12T10:18:00.000","2018-01-16T14:27:00.000","Closed","Web","South Yarra"
"Infringement Review - Parking","2018-04-05T10:42:00.000","2018-05-04T12:54:00.000","Closed","Mail",
"Request for Parking Officer","2018-08-28T13:07:00.000","2018-08-28T15:03:00.000","Closed","Web","North Melbourne"
"Rough Sleeping","2018-02-26T10:08:00.000","2018-02-27T13:25:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-01-02T12:41:00.000","2018-01-24T11:44:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-05T14:09:00.000","2018-01-08T15:07:00.000","Closed as Duplicate","Web",
"Infringement Review - Parking","2018-09-07T12:52:00.000","2018-10-02T11:20:00.000","Closed","Web",
"Tree Maintenance Request","2018-02-28T15:29:00.000","2018-03-05T10:17:00.000","Closed","Phone","Parkville"
"Infringement Review - Parking","2018-08-17T13:36:00.000","2018-09-17T07:46:00.000","Closed","Web",
"Request for Parking Officer","2018-04-19T11:12:00.000","2018-04-19T11:37:00.000","Closed","Web","West Melbourne"
"Infringement Review - Parking","2018-05-16T10:23:00.000",,"New","Mail",
"Request for Parking Officer","2018-06-10T21:49:00.000","2018-06-10T21:58:00.000","Closed","Phone","Melbourne"
"Request for Parking Officer","2018-09-05T15:56:00.000","2018-09-05T16:46:00.000","Closed","Phone","East Melbourne"
"Request for Parking Officer","2018-04-20T11:31:00.000","2018-04-20T11:42:00.000","Closed","Web",
"Tree Maintenance Request","2018-05-30T09:57:00.000","2018-05-30T13:36:00.000","Closed","Web","Kensington"
"Infringement Review - Parking","2018-07-17T09:38:00.000","2018-08-09T14:13:00.000","Closed","Mail",
"Illegally Dumped Rubbish","2018-04-03T21:30:00.000","2018-04-05T13:06:00.000","Closed","Phone","Southbank"
"Infringement Review - Parking","2018-06-12T17:05:00.000","2018-07-09T15:37:00.000","Closed","Web",
"Request for Parking Officer","2018-03-23T23:29:00.000","2018-03-23T23:52:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-09-17T13:02:00.000","2018-10-10T11:20:00.000","Closed","Web",
"Request for Parking Officer","2018-08-21T21:10:00.000","2018-08-21T21:27:00.000","Closed","Phone","Docklands"
"Rough Sleeping","2018-04-09T14:32:00.000","2018-04-16T13:02:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-02-09T09:18:00.000","2018-03-05T16:11:00.000","Closed","Email",
"Infringement Review - Parking","2018-08-23T09:25:00.000","2018-09-14T15:11:00.000","Closed","Web",
"Infringement Review - Parking","2018-02-12T10:02:00.000","2018-02-12T10:10:00.000","Closed as Duplicate","Mail",
"Infringement Review - Parking","2018-03-21T09:39:00.000",,"New","Mail",
"Infringement Review - Parking","2018-08-12T15:32:00.000","2018-09-05T16:15:00.000","Closed","Web",
"Tree Maintenance Request","2018-08-01T09:50:00.000","2018-09-05T14:23:00.000","Closed","Phone","North Melbourne"
"Syringe Management","2018-02-05T09:03:00.000","2018-02-05T09:37:00.000","Closed","Web","East Melbourne"
"Request for Parking Officer","2018-08-03T11:51:00.000","2018-08-03T13:44:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-06-28T09:45:00.000",,"New","Mail",
"Infringement Review - Parking","2018-06-07T09:59:00.000","2018-07-04T15:27:00.000","Closed","Mail",
"Graffiti Removal Request","2018-04-09T08:51:00.000","2018-04-11T09:43:00.000","Closed","Web","Melbourne"
"Request for Parking Officer","2018-04-14T21:17:00.000","2018-04-14T22:10:00.000","Closed","Web","Southbank"
"Infringement Review - Parking","2018-05-14T09:48:00.000",,"New","Mail",
"Infringement Review - Parking","2018-03-29T09:26:00.000","2018-04-05T16:28:00.000","Closed","Email",
"Infringement Review - Parking","2018-04-23T23:18:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-11T13:28:00.000",,"New","Web",
"Request for Parking Officer","2018-08-13T19:24:00.000","2018-08-13T21:00:00.000","Closed","Phone","West Melbourne"
"Rough Sleeping","2018-08-22T15:42:00.000","2018-08-23T12:07:00.000","Closed","Proactive","Melbourne"
"Infringement Review - Parking","2018-08-26T18:04:00.000","2018-09-17T14:43:00.000","Closed","Web",
"Rough Sleeping","2018-04-28T15:50:00.000","2018-05-03T11:48:00.000","Closed","Phone","Melbourne"
"Request for Parking Officer","2018-05-16T12:54:00.000",,"Assigned for Action","Email","Southbank"
"Illegally Dumped Rubbish","2018-04-29T18:50:00.000","2018-05-02T21:55:00.000","Closed","Proactive","North Melbourne"
"Infringement Review - Parking","2018-08-23T13:26:00.000","2018-08-23T13:29:00.000","Closed","Mail",
"Graffiti Removal Request","2018-07-04T12:36:00.000","2018-07-11T15:44:00.000","Closed","Phone","Carlton"
"Infringement Review - Parking","2018-01-31T09:42:00.000","2018-02-22T08:55:00.000","Closed","Mail",
"Infringement Review - Parking","2018-07-02T15:26:00.000","2018-07-30T15:43:00.000","Closed","Email",
"Illegally Dumped Rubbish","2018-09-11T15:56:00.000","2018-09-12T12:14:00.000","Closed","Phone",
"Infringement Review - Parking","2018-06-02T13:47:00.000","2018-06-28T14:05:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-19T09:26:00.000",,"New","Web",
"Infringement Review - Parking","2018-07-04T13:22:00.000","2018-07-30T14:49:00.000","Closed","Web",
"Infringement Review - Parking","2018-04-09T14:21:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-09T13:54:00.000",,"New","Email",
"Abandoned Vehicles","2018-05-26T10:45:00.000",,"In Progress","Web","South Yarra"
"Request for Parking Officer","2018-05-19T09:27:00.000","2018-05-19T11:02:00.000","Closed","Web","East Melbourne"
"Infringement Review - Parking","2018-09-23T13:49:00.000","2018-10-16T14:54:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-29T15:05:00.000","2018-09-20T15:57:00.000","Closed","Web",
"Tree Maintenance Request","2018-03-16T20:07:00.000",,"In Progress","Web","East Melbourne"
"Request for Parking Officer","2018-05-25T19:10:00.000","2018-05-25T20:31:00.000","Closed","Phone","Carlton"
"Infringement Review - Parking","2018-04-23T09:06:00.000",,"New","Mail",
"Infringement Review - Parking","2018-05-17T11:54:00.000","2018-05-21T14:04:00.000","Closed","Mail",
"Infringement Review - Parking","2018-09-15T09:32:00.000","2018-10-09T12:24:00.000","Closed","Web",
"Infringement Review - Parking","2018-03-14T16:54:00.000","2018-04-17T11:41:00.000","Closed","Web",
"Infringement Review - Parking","2018-07-26T12:11:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-19T13:37:00.000","2018-04-20T10:43:00.000","Closed as Duplicate","Web",
"Request for Parking Officer","2018-06-25T13:02:00.000","2018-06-25T14:06:00.000","Closed","Web","East Melbourne"
"Infringement Review - Parking","2018-04-06T10:18:00.000","2018-05-07T11:41:00.000","Closed","Web",
"Request for Parking Officer","2018-01-24T09:46:00.000","2018-01-24T10:30:00.000","Closed","Phone","Southbank"
"Infringement Review - Parking","2018-02-07T11:09:00.000","2018-03-01T16:09:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-05T09:20:00.000","2018-07-02T11:29:00.000","Closed","Mail",
"Infringement Review","2018-09-20T10:54:00.000","2018-09-20T10:54:00.000","Closed","Phone",
"Request for Parking Officer","2018-07-11T16:02:00.000","2018-07-11T16:52:00.000","Closed","Web","West Melbourne"
"Infringement Review - Parking","2018-02-26T16:21:00.000",,"New","Web",
"General Enquiry","2018-09-16T15:36:00.000","2018-09-17T12:44:00.000","Closed","Web",
"Request for Parking Officer","2018-07-20T13:13:00.000","2018-07-20T15:01:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-08-07T21:26:00.000","2018-08-29T13:20:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-22T10:02:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-31T12:29:00.000","2018-02-21T14:19:00.000","Closed","Web",
"Request for Parking Officer","2018-05-23T13:29:00.000","2018-05-23T14:44:00.000","Closed","Phone","Melbourne"
"Syringe Management","2018-08-13T16:11:00.000","2018-08-14T10:06:00.000","Closed","Phone","Melbourne"
"Graffiti Removal Request","2018-02-20T13:03:00.000","2018-02-21T16:29:00.000","Closed","Phone",
"Request for Parking Officer","2018-02-25T10:36:00.000","2018-02-25T11:56:00.000","Closed","Phone","Carlton"
"Request for Parking Officer","2018-08-07T19:11:00.000","2018-08-07T20:50:00.000","Closed","Web","West Melbourne"
"Graffiti Removal Request","2018-07-04T13:03:00.000",,"In Progress","Web","North Melbourne"
"Infringement Review - Parking","2018-05-15T08:53:00.000",,"New","Mail",
"Request for Parking Officer","2018-08-06T12:53:00.000","2018-08-06T14:32:00.000","Closed","Phone","Parkville"
"Request for Parking Officer","2018-05-21T08:26:00.000","2018-05-21T08:59:00.000","Closed","Web","Docklands"
"Infringement Review - Parking","2018-08-27T10:24:00.000","2018-10-12T12:02:00.000","Closed","Mail",
"Illegally Dumped Rubbish","2018-01-02T08:31:00.000","2018-01-17T10:56:00.000","Closed","Web","Melbourne"
"Request for Parking Officer","2018-03-10T09:54:00.000","2018-03-10T10:04:00.000","Closed","Web","Docklands"
"Graffiti Removal Request","2018-07-06T14:38:00.000","2018-07-20T15:40:00.000","Closed","Phone","Kensington"
"Infringement Review - Parking","2018-07-30T18:17:00.000",,"New","Web",
"Tree Maintenance Request","2018-08-20T14:53:00.000","2018-10-03T09:10:00.000","Closed","Web","Carlton"
"Illegally Dumped Rubbish","2018-04-24T08:30:00.000","2018-05-02T09:25:00.000","Closed","Snap Send Solve",
"Request for Parking Officer","2018-07-21T08:01:00.000","2018-07-21T11:25:00.000","Closed","Web","Southbank"
"Request for Parking Officer","2018-09-02T18:15:00.000","2018-09-02T20:07:00.000","Closed","Web","Southbank"
"Request for Parking Officer","2018-07-27T14:10:00.000","2018-07-27T14:55:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-05-09T18:36:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-17T16:50:00.000","2018-02-06T15:12:00.000","Closed","Web",
"Infringement Review - Parking","2018-07-16T23:40:00.000","2018-08-09T11:38:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-21T08:47:00.000","2018-09-14T14:14:00.000","Closed","Email",
"Infringement Review - Parking","2018-03-07T11:06:00.000","2018-04-11T12:00:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-03T12:29:00.000","2018-01-24T11:47:00.000","Closed","Web",
"Graffiti Removal Request","2018-05-04T17:37:00.000","2018-05-07T08:56:00.000","Closed","Snap Send Solve","North Melbourne"
"Rough Sleeping","2018-06-15T11:18:00.000","2018-06-19T16:16:00.000","Closed","Phone","Southbank"
"Request for Parking Officer","2018-04-16T18:20:00.000","2018-04-16T18:21:00.000","Closed","Phone",
"Infringement Review - Parking","2018-03-14T12:03:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-03T16:24:00.000","2018-05-30T15:35:00.000","Closed","Mail",
"Graffiti Removal Request","2018-06-06T19:42:00.000","2018-06-12T10:29:00.000","Closed","Web","Parkville"
"Infringement Review - Parking","2018-06-11T10:21:00.000","2018-07-06T15:23:00.000","Closed","Web",
"Tree Maintenance Request","2018-04-13T09:47:00.000",,"In Progress","Email","Melbourne"
"Request for Parking Officer","2018-05-05T10:37:00.000","2018-05-05T11:05:00.000","Closed","Phone","Melbourne"
"Graffiti Removal Request","2018-01-08T11:12:00.000","2018-02-01T09:00:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-04-25T20:29:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-03T21:01:00.000","2018-02-26T11:45:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-22T16:37:00.000","2018-02-12T13:40:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-19T12:41:00.000","2018-10-11T17:29:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-13T12:57:00.000","2018-09-04T11:39:00.000","Closed","Web",
"Request for Parking Officer","2018-02-18T16:33:00.000","2018-02-18T17:12:00.000","Closed","Web","Carlton"
"Request for Parking Officer","2018-02-02T11:23:00.000","2018-02-02T11:53:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-06-28T21:02:00.000",,"New","Web",
"Infringement Review - Parking","2018-02-28T10:19:00.000",,"New","Mail",
"Infringement Review - Parking","2018-06-06T04:25:00.000",,"In Progress","Web",
"Infringement Review - Parking","2018-06-12T12:12:00.000","2018-07-06T12:01:00.000","Closed","Web",
"Request for Parking Officer","2018-02-06T14:33:00.000","2018-02-06T15:06:00.000","Closed","Phone","Kensington"
"Illegally Dumped Rubbish","2018-08-28T15:23:00.000","2018-08-29T16:39:00.000","Closed","Phone","Melbourne"
"Request for Parking Officer","2018-06-22T16:28:00.000","2018-06-22T17:25:00.000","Closed","Web","Melbourne"
"Request for Parking Officer","2018-08-02T12:21:00.000","2018-08-02T12:52:00.000","Closed","Web","Kensington"
"Illegally Dumped Rubbish","2018-08-27T07:34:00.000","2018-09-05T09:48:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-09-06T17:04:00.000","2018-10-02T10:28:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-22T10:24:00.000","2018-02-12T16:01:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-01-13T15:29:00.000","2018-01-16T15:37:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-07-11T13:31:00.000","2018-08-06T15:24:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-20T19:20:00.000",,"New","Web",
"Tree Maintenance Request","2018-04-16T08:08:00.000","2018-04-27T10:58:00.000","Closed","Snap Send Solve","kensington"
"Illegally Dumped Rubbish","2018-01-24T16:07:00.000","2018-01-29T14:20:00.000","Closed","Snap Send Solve",
"Rough Sleeping","2018-05-13T14:26:00.000","2018-05-18T10:12:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-08-19T14:23:00.000","2018-09-11T13:15:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-20T15:42:00.000","2018-09-14T12:05:00.000","Closed","Web",
"Rough Sleeping","2018-02-12T15:36:00.000","2018-02-15T10:10:00.000","Closed","Web","Melbourne"
"Illegally Dumped Rubbish","2018-01-03T09:15:00.000","2018-01-03T15:26:00.000","Closed","Proactive","Melbourne"
"Infringement Review - Parking","2018-09-11T19:11:00.000","2018-10-05T13:57:00.000","Closed","Web",
"Rough Sleeping","2018-08-07T14:08:00.000","2018-08-09T13:57:00.000","Closed","Phone",
"Request for Parking Officer","2018-05-31T10:08:00.000","2018-05-31T11:29:00.000","Closed","Snap Send Solve",
"Request for Parking Officer","2018-01-04T20:35:00.000","2018-01-04T21:08:00.000","Closed","Web","Docklands"
"Infringement Review - Parking","2018-08-13T13:41:00.000","2018-09-06T10:00:00.000","Closed","Web",
"Infringement Review - Parking","2018-04-10T10:22:00.000",,"New","Web",
"Graffiti Removal Request","2018-04-17T11:08:00.000","2018-04-20T15:43:00.000","Closed","Web","Melbourne"
"Illegally Dumped Rubbish","2018-01-08T12:42:00.000","2018-01-11T12:41:00.000","Closed","Proactive","Carlton"
"Request for Parking Officer","2018-04-21T13:39:00.000","2018-04-21T15:02:00.000","Closed","Web",
"Infringement Review - Parking","2018-02-15T14:32:00.000","2018-03-14T12:49:00.000","Closed","Web",
"Request for Parking Officer","2018-06-16T09:11:00.000","2018-06-16T09:42:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-04-17T10:34:00.000",,"New","Mail",
"Illegally Dumped Rubbish","2018-07-05T13:43:00.000","2018-07-05T17:33:00.000","Closed","Web","Melbourne"
"Illegally Dumped Rubbish","2018-05-01T11:36:00.000","2018-05-02T11:31:00.000","Closed","Phone","Kensington"
"Request for Parking Officer","2018-05-20T13:11:00.000","2018-05-20T13:20:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-09-19T21:06:00.000","2018-10-12T11:05:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-03T08:37:00.000","2018-09-27T10:00:00.000","Closed","Mail",
"Graffiti Removal Request","2018-01-07T08:05:00.000","2018-01-08T09:19:00.000","Closed","Web","East Melbourne"
"Infringement Review - Parking","2018-07-12T09:34:00.000","2018-07-13T11:44:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-03-15T13:38:00.000","2018-04-06T15:38:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-08-24T19:23:00.000","2018-09-17T14:23:00.000","Closed","Web",
"Graffiti Removal Request","2018-02-01T15:46:00.000","2018-02-05T16:13:00.000","Closed","Web","Southbank"
"Request for Parking Officer","2018-01-08T12:43:00.000","2018-01-08T14:27:00.000","Closed","Phone","Southbank"
"Rough Sleeping","2018-06-04T15:59:00.000","2018-06-04T16:19:00.000","Closed","Phone",
"Request for Parking Officer","2018-02-20T07:14:00.000","2018-02-21T10:03:00.000","Closed as Duplicate","Phone","West Melbourne"
"Infringement Review - Parking","2018-06-05T11:34:00.000","2018-07-03T10:23:00.000","Closed","Web",
"Tree Maintenance Request","2018-02-07T10:14:00.000","2018-02-13T10:43:00.000","Closed","Web","Carlton North"
