"request_status","date_received","date_completed","suburb","category","service_desc","days_to_complete"
"CLOSED    ","2015-10-23T00:00:00.000","2015-10-26T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-10-23T00:00:00.000","2015-11-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","24"
"CLOSED    ","2015-10-26T00:00:00.000","2015-10-29T00:00:00.000","Carlton","Roads and Traffic","Road and Footpath Maintenance ","3"
"CLOSED    ","2015-12-11T00:00:00.000","2015-12-16T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-12-11T00:00:00.000","2015-12-31T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2015-12-13T00:00:00.000","2015-12-23T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2016-02-01T00:00:00.000","2016-02-05T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-02-01T00:00:00.000","2016-02-03T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2016-02-01T00:00:00.000","2016-02-09T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-09-03T00:00:00.000","2015-09-04T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2015-09-04T00:00:00.000","2015-09-17T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-09-04T00:00:00.000","2015-09-17T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-10-27T00:00:00.000","2015-11-06T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-10-29T00:00:00.000","2015-10-30T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","1"
"CLOSED    ","2015-10-29T00:00:00.000","2015-10-30T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-12-15T00:00:00.000","2015-12-17T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-12-15T00:00:00.000","2015-12-16T00:00:00.000","Southbank","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2016-02-02T00:00:00.000","2016-02-04T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-02T00:00:00.000","2016-02-04T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-02T00:00:00.000","2016-02-04T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-03T00:00:00.000","2016-02-08T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","5"
"CLOSED    ","2016-02-04T00:00:00.000","2016-02-09T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-09-11T00:00:00.000","2015-09-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-09-11T00:00:00.000","2015-09-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-09-11T00:00:00.000","2015-09-14T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","3"
"CLOSED    ","2015-09-14T00:00:00.000","2015-10-13T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","29"
"CLOSED    ","2015-09-14T00:00:00.000","2015-09-17T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","3"
"CLOSED    ","2015-09-14T00:00:00.000","2015-09-17T00:00:00.000","Kensington","Roads and Traffic","Road and Footpath Maintenance ","3"
"CLOSED    ","2015-10-30T00:00:00.000","2015-11-03T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-10-30T00:00:00.000","2015-11-06T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-11-02T00:00:00.000","2015-11-10T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-12-17T00:00:00.000","2015-12-24T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-12-18T00:00:00.000","2015-12-21T00:00:00.000","Melbourne","Roads and Traffic","Road and Footpath Maintenance ","3"
"CLOSED    ","2015-12-21T00:00:00.000","2015-12-29T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","8"
"CLOSED    ","2016-02-04T00:00:00.000","2016-02-18T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2016-02-05T00:00:00.000","2016-02-09T00:00:00.000","Carlton North","Parks and Trees","Park Cleaning ","4"
"CLOSED    ","2016-02-05T00:00:00.000","2016-02-08T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-02-05T00:00:00.000","2016-02-12T00:00:00.000","Southbank","Parks and Trees","Lawns and Irrigation ","7"
"CLOSED    ","2016-02-05T00:00:00.000","2016-02-08T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-09-08T00:00:00.000","2015-11-06T00:00:00.000","Southbank","Parks and Trees","Park Cleaning ","59"
"CLOSED    ","2015-09-08T00:00:00.000","2015-09-10T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-09-10T00:00:00.000","2015-09-16T00:00:00.000","North Melbourne","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2015-11-02T00:00:00.000","2015-11-04T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-04T00:00:00.000","2015-11-12T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-11-05T00:00:00.000","2015-11-06T00:00:00.000","Kensington","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-12-22T00:00:00.000","2015-12-25T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-12-22T00:00:00.000","2015-12-25T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-12-23T00:00:00.000","2015-12-29T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","6"
"CLOSED    ","2015-12-23T00:00:00.000","2015-12-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-06T00:00:00.000","2016-02-10T00:00:00.000","Parkville","Parks and Trees","Lawns and Irrigation ","4"
"CLOSED    ","2016-02-08T00:00:00.000","2016-02-11T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Dumped Rubbish ","3"
"CLOSED    ","2016-02-08T00:00:00.000","2016-02-17T00:00:00.000","East Melbourne","Parks and Trees","Condition of Assets in Parks","9"
"CLOSED    ","2016-02-08T00:00:00.000","2016-02-15T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missing Bin ","7"
"CLOSED    ","2015-09-17T00:00:00.000","2015-09-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-09-17T00:00:00.000","2015-11-12T00:00:00.000","Kensington","Parks and Trees","Park Cleaning ","56"
"CLOSED    ","2015-11-06T00:00:00.000","2015-11-13T00:00:00.000","West Melbourne","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2015-11-06T00:00:00.000","2015-11-17T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","11"
"CLOSED    ","2015-11-09T00:00:00.000","2015-11-16T00:00:00.000","Melbourne","Roads and Traffic","Road and Footpath Maintenance ","7"
"CLOSED    ","2015-12-23T00:00:00.000","2015-12-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-12-27T00:00:00.000","2016-01-05T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2015-12-29T00:00:00.000","2016-01-04T00:00:00.000","Parkville","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2015-12-29T00:00:00.000","2016-01-04T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-12-30T00:00:00.000","2015-12-31T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-12-30T00:00:00.000","2015-12-31T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2016-02-09T00:00:00.000","2016-02-15T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-02-09T00:00:00.000","2016-02-09T00:00:00.000","South Yarra","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-02-10T00:00:00.000","2016-02-16T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-02-10T00:00:00.000","2016-02-23T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2016-02-11T00:00:00.000","2016-02-16T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-09-18T00:00:00.000","2015-09-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-09-18T00:00:00.000","2015-09-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2015-09-21T00:00:00.000","2015-09-23T00:00:00.000","Carlton","Roads and Traffic","Road and Footpath Maintenance ","2"
"CLOSED    ","2015-09-21T00:00:00.000","2015-09-30T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2015-09-21T00:00:00.000","2015-10-13T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","22"
"CLOSED    ","2015-11-09T00:00:00.000","2015-11-10T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-11-10T00:00:00.000","2015-11-21T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","11"
"CLOSED    ","2015-11-10T00:00:00.000","2015-11-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-11-10T00:00:00.000","2015-11-12T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-11-11T00:00:00.000","2015-11-13T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-11T00:00:00.000","2015-11-12T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-12-30T00:00:00.000","2016-01-04T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2016-01-04T00:00:00.000","2016-01-04T00:00:00.000","North Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-01-04T00:00:00.000","2016-01-07T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","3"
"CLOSED    ","2016-01-04T00:00:00.000","2016-01-06T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-12T00:00:00.000","2016-02-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-02-12T00:00:00.000","2016-02-14T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-05-01T00:00:00.000","2016-05-04T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2015-09-28T00:00:00.000","2015-09-30T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-09-28T00:00:00.000","2015-09-30T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-11-12T00:00:00.000","2015-12-11T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","29"
"CLOSED    ","2015-11-13T00:00:00.000","2015-11-16T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-13T00:00:00.000","2015-11-18T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-11-14T00:00:00.000","2015-11-16T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","2"
"CLOSED    ","2016-01-06T00:00:00.000","2016-01-07T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-06-19T00:00:00.000","2016-06-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2016-03-03T00:00:00.000","2016-03-05T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-03T00:00:00.000","2016-03-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-03T00:00:00.000","2016-03-10T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","7"
"CLOSED    ","2015-09-22T00:00:00.000","2015-09-25T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2015-09-22T00:00:00.000","2015-10-13T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","21"
"CLOSED    ","2015-09-24T00:00:00.000","2015-10-06T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-11-16T00:00:00.000","2015-11-18T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-16T00:00:00.000","2015-11-23T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-11-17T00:00:00.000","2015-11-19T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-18T00:00:00.000","2015-11-26T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-01-06T00:00:00.000","2016-01-20T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2016-01-07T00:00:00.000","2016-01-12T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","5"
"CLOSED    ","2016-01-08T00:00:00.000","2016-01-08T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-03-04T00:00:00.000","2016-03-05T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-03-04T00:00:00.000","2016-03-05T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-09-30T00:00:00.000","2015-10-28T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","28"
"CLOSED    ","2015-10-01T00:00:00.000","2015-10-07T00:00:00.000","Port Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","6"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-24T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-19T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-01-08T00:00:00.000","2016-01-15T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","7"
"CLOSED    ","2016-01-11T00:00:00.000","2016-01-14T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","3"
"CLOSED    ","2016-01-11T00:00:00.000","2016-01-13T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2016-01-11T00:00:00.000","2016-01-14T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2016-03-04T00:00:00.000","2016-03-09T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2015-10-03T00:00:00.000","2015-10-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-10-05T00:00:00.000","2015-10-07T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-10-05T00:00:00.000","2015-10-23T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-10-05T00:00:00.000","2015-10-23T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-10-05T00:00:00.000","2015-10-23T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-10-05T00:00:00.000","2015-11-24T00:00:00.000","Carlton","Parks and Trees","Park Cleaning ","50"
"CLOSED    ","2015-11-19T00:00:00.000","2015-12-07T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-20T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-20T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-11-20T00:00:00.000","2015-11-24T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","4"
"CLOSED    ","2015-11-20T00:00:00.000","2015-11-23T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-21T00:00:00.000","2015-12-18T00:00:00.000","Parkville","Parks and Trees","Lawns and Irrigation ","27"
"CLOSED    ","2016-02-19T00:00:00.000","2016-02-22T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-02-19T00:00:00.000","2016-02-24T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-03-01T00:00:00.000","2016-03-02T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-03-09T00:00:00.000","2016-03-11T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2016-04-18T00:00:00.000","2016-05-26T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","38"
"CLOSED    ","2016-04-18T00:00:00.000","2016-05-19T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missing Bin ","31"
"CLOSED    ","2016-04-18T00:00:00.000","2016-04-26T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","8"
"CLOSED    ","2016-04-19T00:00:00.000","2016-05-30T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","41"
"CLOSED    ","2016-04-20T00:00:00.000","2016-05-11T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","21"
"CLOSED    ","2016-06-16T00:00:00.000","2016-06-16T00:00:00.000","Southbank","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-06-17T00:00:00.000","2016-06-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-05-04T00:00:00.000","2016-05-10T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-03-09T00:00:00.000","2016-03-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-03-01T00:00:00.000","2016-03-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-03-01T00:00:00.000","2016-03-02T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-04-20T00:00:00.000","2016-04-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2016-04-21T00:00:00.000","2016-04-28T00:00:00.000","South Yarra","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2016-03-02T00:00:00.000","2016-03-04T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-10T00:00:00.000","2016-03-14T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-06-20T00:00:00.000","2016-06-20T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2016-06-21T00:00:00.000","2016-06-24T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2016-04-22T00:00:00.000","2016-04-22T00:00:00.000","Southbank","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-04-22T00:00:00.000","2016-04-26T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-04-22T00:00:00.000","2016-04-26T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-04-22T00:00:00.000","2016-05-04T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2016-05-22T00:00:00.000","2016-05-30T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-04-25T00:00:00.000","2016-05-06T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","11"
"CLOSED    ","2016-03-09T00:00:00.000","2016-03-15T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Waste collection services","6"
"CLOSED    ","2016-03-15T00:00:00.000","2016-03-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-15T00:00:00.000","2016-03-21T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-03-15T00:00:00.000","2016-03-16T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2016-03-15T00:00:00.000","2016-03-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-04-26T00:00:00.000","2016-05-04T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-04-27T00:00:00.000","2016-05-05T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-06-22T00:00:00.000","2016-06-23T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2016-03-18T00:00:00.000","2016-03-21T00:00:00.000","Port Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-03-18T00:00:00.000","2016-03-24T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-03-19T00:00:00.000","2016-03-21T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","2"
"CLOSED    ","2016-04-28T00:00:00.000","2016-05-04T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-04-28T00:00:00.000","2016-04-28T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","1"
"CLOSED    ","2016-04-28T00:00:00.000","2016-05-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-04-28T00:00:00.000","2016-05-02T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-04-28T00:00:00.000","2016-05-05T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-04-29T00:00:00.000","2016-05-02T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-04-29T00:00:00.000","2016-05-02T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-04T00:00:00.000","2016-05-08T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-03-11T00:00:00.000","2016-03-23T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2016-05-05T00:00:00.000","2016-05-06T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2016-03-11T00:00:00.000","2016-03-14T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-09T00:00:00.000","2016-05-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","8"
"CLOSED    ","2016-03-24T00:00:00.000","2016-03-31T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-04-29T00:00:00.000","2016-05-04T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-04-30T00:00:00.000","2016-06-07T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","38"
"CLOSED    ","2016-06-21T00:00:00.000","2016-06-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","1"
"CLOSED    ","2016-05-06T00:00:00.000","2016-05-26T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2016-05-06T00:00:00.000","2016-05-08T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-05-17T00:00:00.000","2016-05-23T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","6"
"CLOSED    ","2016-02-23T00:00:00.000","2016-03-01T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-06-20T00:00:00.000","2016-06-22T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-06-20T00:00:00.000","2016-06-22T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-06-20T00:00:00.000","2016-06-22T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-16T00:00:00.000","2016-03-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","1"
"CLOSED    ","2016-03-29T00:00:00.000","2016-04-04T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-03-29T00:00:00.000","2016-04-05T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-03-29T00:00:00.000","2016-04-15T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2016-03-30T00:00:00.000","2016-04-01T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-30T00:00:00.000","2016-04-04T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2016-03-30T00:00:00.000","2016-03-31T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
