"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"866","SIGNAL - Equipment #: 6","INT - INKSTER & MCGREGOR","1197","922","VEHICLE","49.9316008012313","-97.137532706752","POINT (-97.137532706752 49.9316008012313)"
"2073","SIGNAL - Equipment #: 7","INT - BROADWAY & EDMONTON","1371","1068","VEHICLE","49.886910287361","-97.14408484325705","POINT (-97.14408484325705 49.886910287361)"
"391","SIGNAL - Equipment #: 4","INT - ACADEMY & STAFFORD","1811","725","VEHICLE","49.8750040758105","-97.1672836465421","POINT (-97.1672836465421 49.8750040758105)"
"1922","CABINET - Equipment #: 7","INT - INKSTER & MANDALAY","1470","483","VEHICLE","49.9461468723599","-97.1824303141446","POINT (-97.1824303141446 49.9461468723599)"
"629","SIGNAL - Equipment #: 6","INT - ARLINGTON & SELKIRK","1315","908","VEHICLE","49.91933929902795","-97.15668716266265","POINT (-97.15668716266265 49.91933929902795)"
"700","SIGNAL - Equipment #: 7","INT - ARLINGTON & MOUNTAIN","1145","927","VEHICLE","49.9266217294514","-97.1508563296835","POINT (-97.1508563296835 49.9266217294514)"
"805","SIGNAL - Equipment #: 1","INT - MCGREGOR & SELKIRK","1055","948","VEHICLE","49.9169820813605","-97.1487948183682","POINT (-97.1487948183682 49.9169820813605)"
"748","SIGNAL - Equipment #: 7","INT - MCGREGOR & REDWOOD","1082","936","VEHICLE","49.9218775839611","-97.1449685125693","POINT (-97.1449685125693 49.9218775839611)"
"1254","CABINET - Equipment #: 11","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9497119168112","-97.1354913689728","POINT (-97.1354913689728 49.9497119168112)"
"1307","SIGNAL - Equipment #: 10","INT - BANNATYNE & ELLEN","1038","982","VEHICLE","49.8997687878032","-97.14592964540044","POINT (-97.14592964540044 49.8997687878032)"
"612","SIGNAL - Equipment #: 1","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9269707658546","-97.168909190352","POINT (-97.168909190352 49.9269707658546)"
"1403","SIGNAL - Equipment #: 7","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9351594916319","-97.163853372898","POINT (-97.163853372898 49.9351594916319)"
"1445","SIGNAL - Equipment #: 8","INT - CARLTON & NOTRE DAME","1281","995","VEHICLE","49.8976557435079","-97.1476308603467","POINT (-97.1476308603467 49.8976557435079)"
"479","SIGNAL - Equipment #: 2","INT - MCPHILLIPS & WILLIAM","1172","523","VEHICLE","49.9091774482346","-97.1708403037982","POINT (-97.1708403037982 49.9091774482346)"
"2291","SIGNAL - Equipment #: 1","INT - MAIN & PARTRIDGE","1290","1154","VEHICLE","49.9413932238811","-97.1138468273926","POINT (-97.1138468273926 49.9413932238811)"
"707","SIGNAL - Equipment #: 4","INT - FLINT & NOTRE DAME","1794","599","VEHICLE","49.9106144664673","-97.1884206376855","POINT (-97.1884206376855 49.9106144664673)"
"1310","SIGNAL - Equipment #: 2","INT - JAMES & KING","1644","967","VEHICLE","49.9005659173859","-97.1391075327169","POINT (-97.1391075327169 49.9005659173859)"
"952","SIGNAL - Equipment #: 11","INT - BANNATYNE & ISABEL","1218","977","VEHICLE","49.9010782160657","-97.1500261599829","POINT (-97.1500261599829 49.9010782160657)"
"283","SIGNAL - Equipment #: 5","INT - MARYLAND & SARGENT","1780","893","VEHICLE","49.8966275084492","-97.1597274290254","POINT (-97.1597274290254 49.8966275084492)"
"2159","SIGNAL - Equipment #: 9","INT - KEEWATIN & SELKIRK","1497","582","VEHICLE","49.9313703589416","-97.195272638905","POINT (-97.195272638905 49.9313703589416)"
"871","SIGNAL - Equipment #: 1","INT - PRINCESS & WILLIAM","1116","971","VEHICLE","49.8994710648847","-97.1411964365054","POINT (-97.1411964365054 49.8994710648847)"
"699","SIGNAL - Equipment #: 6","INT - ARLINGTON & MOUNTAIN","1145","927","VEHICLE","49.9266711038556","-97.1510312975921","POINT (-97.1510312975921 49.9266711038556)"
"2125","SIGNAL - Equipment #: 2","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9013563180893","-97.2001863064326","POINT (-97.2001863064326 49.9013563180893)"
"424","SIGNAL - Equipment #: 6","INT - HUGO & WELLINGTON CRES","1088","1093","VEHICLE","49.8732527190821","-97.15180473466835","POINT (-97.15180473466835 49.8732527190821)"
"1866","SIGNAL - Equipment #: 5","INT - BROADWAY & KENNEDY","1271","1067","VEHICLE","49.8866792487965","-97.1454695200143","POINT (-97.1454695200143 49.8866792487965)"
"2488","SIGNAL - Equipment #: 4","INT - KENNEDY & YORK","1006","1054","VEHICLE","49.8878595372661","-97.1463340293645","POINT (-97.1463340293645 49.8878595372661)"
"2091","SIGNAL - Equipment #: 3","INT - BROADWAY & SMITH","1275","1072","VEHICLE","49.8877247933112","-97.13891118493255","POINT (-97.13891118493255 49.8877247933112)"
"492","SIGNAL - Equipment #: 6","INT - ARLINGTON & ELLICE","1121","877","VEHICLE","49.8931881975594","-97.1690143780305","POINT (-97.1690143780305 49.8931881975594)"
"1342","SIGNAL - Equipment #: 7","INT - LEILA & WATSON","1906","479","VEHICLE","49.9545807280875","-97.1515902224124","POINT (-97.1515902224124 49.9545807280875)"
"1103","SIGNAL - Equipment #: 6","INT - LEILA & SALTER","1226","221","VEHICLE","49.9446307314686","-97.1201390455587","POINT (-97.1201390455587 49.9446307314686)"
"1188","SIGNAL - Equipment #: 5","INT - ELLEN & MCDERMOT","1039","988","VEHICLE","49.8991854391546","-97.1467220631815","POINT (-97.1467220631815 49.8991854391546)"
"1893","SIGNAL - Equipment #: 1","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9409362308844","-97.1667200773424","POINT (-97.1667200773424 49.9409362308844)"
"441","SIGNAL - Equipment #: 10","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8857818209486","-97.1694643315253","POINT (-97.1694643315253 49.8857818209486)"
"2481","SIGNAL - Equipment #: 7","INT - EDMONTON & YORK","1966","1055","VEHICLE","49.8881935852468","-97.1451231270588","POINT (-97.1451231270588 49.8881935852468)"
"2356","SIGNAL - Equipment #: 4","INT - BERRY & WELLINGTON","1436","603","VEHICLE","49.9014468377281","-97.2095118002221","POINT (-97.2095118002221 49.9014468377281)"
"2090","SIGNAL - Equipment #: 2","INT - BROADWAY & SMITH","1275","1072","VEHICLE","49.8877677564713","-97.1387150833636","POINT (-97.1387150833636 49.8877677564713)"
"717","SIGNAL - Equipment #: 8","INT - MOUNTAIN & PARR","1184","929","VEHICLE","49.925950237171","-97.1489874787387","POINT (-97.1489874787387 49.925950237171)"
"1399","CABINET - Equipment #: 11","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9350477397108","-97.1634356021675","POINT (-97.1634356021675 49.9350477397108)"
"1051","CABINET - Equipment #: 11","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.9292874582226","-97.1684309952562","POINT (-97.1684309952562 49.9292874582226)"
"743","SIGNAL - Equipment #: 2","INT - MCGREGOR & REDWOOD","1082","936","VEHICLE","49.9218057084284","-97.14531040040025","POINT (-97.14531040040025 49.9218057084284)"
"666","SIGNAL - Equipment #: 2","INT - NOTRE DAME & WESTON","1404","525","VEHICLE","49.9091434456358","-97.1838240583922","POINT (-97.1838240583922 49.9091434456358)"
"515","SIGNAL - Equipment #: 5","INT - MCPHILLIPS & PACIFIC","1823","521","VEHICLE","49.9118256965273","-97.1705032633003","POINT (-97.1705032633003 49.9118256965273)"
"662","SIGNAL - Equipment #: 9","INT - ARLINGTON & BURROWS","1520","935","VEHICLE","49.9221759545598","-97.1544729920117","POINT (-97.1544729920117 49.9221759545598)"
"1641","SIGNAL - Equipment #: 4","INT - INKSTER & KEEWATIN","1144","572","VEHICLE","49.9457925953876","-97.1949194988958","POINT (-97.1949194988958 49.9457925953876)"
"1275","SIGNAL - Equipment #: 2","INT - BANNATYNE & PRINCESS","1077","984","VEHICLE","49.898574465999","-97.1422275366913","POINT (-97.1422275366913 49.898574465999)"
"1789","SIGNAL - Equipment #: 3","INT - KING & NOTRE DAME","1010","998","VEHICLE","49.8963028183876","-97.1426996999754","POINT (-97.1426996999754 49.8963028183876)"
"513","SIGNAL - Equipment #: 8","INT - MCPHILLIPS & PACIFIC","1823","521","VEHICLE","49.9118061323532","-97.1709494467356","POINT (-97.1709494467356 49.9118061323532)"
"230","SIGNAL - Equipment #: 3","INT - CUMBERLAND & MARYLAND","1545","898","VEHICLE","49.9011760956023","-97.15942761167095","POINT (-97.15942761167095 49.9011760956023)"
"2499","SIGNAL - Equipment #: 8","INT - MEMORIAL & ST. MARY","1585","1050","VEHICLE","49.8890330002631","-97.1496578232695","POINT (-97.1496578232695 49.8890330002631)"
"2272","CABINET - Equipment #: 9","INT - DONALD & YORK","1388","1058","VEHICLE","49.8891912505745","-97.1412753782417","POINT (-97.1412753782417 49.8891912505745)"
"1624","CABINET - Equipment #: 12","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9451527366289","-97.1545609741339","POINT (-97.1545609741339 49.9451527366289)"
"1102","SIGNAL - Equipment #: 5","INT - LEILA & SALTER","1226","221","VEHICLE","49.944703204194","-97.1204257323139","POINT (-97.1204257323139 49.944703204194)"
"428","SIGNAL - Equipment #: 5","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8854247601139","-97.1693294590122","POINT (-97.1693294590122 49.8854247601139)"
"370","SIGNAL - Equipment #: 4","INT - MARYLAND & WESTMINSTER","1705","1087","VEHICLE","49.881819353614","-97.161131185849","POINT (-97.161131185849 49.881819353614)"
"1953","SIGNAL - Equipment #: 2","INT - ACADEMY & OAK","1032","722","VEHICLE","49.8737644868984","-97.1811469775824","POINT (-97.1811469775824 49.8737644868984)"
"1526","CABINET - Equipment #: 8","INT - HENDERSON & MCIVOR","1687","309","VEHICLE","49.9540685484512","-97.0755348788919","POINT (-97.0755348788919 49.9540685484512)"
"555","SIGNAL - Equipment #: 4","INT - ARLINGTON & WILLIAM","1526","902","VEHICLE","49.9073813019782","-97.16535453465","POINT (-97.16535453465 49.9073813019782)"
