"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"437","SIGNAL - Equipment #: 8","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8855508807592","-97.1695558767329","POINT (-97.1695558767329 49.8855508807592)"
"1185","SIGNAL - Equipment #: 3","INT - ELLEN & MCDERMOT","1039","988","VEHICLE","49.8990647828801","-97.1468787229881","POINT (-97.1468787229881 49.8990647828801)"
"2469","SIGNAL - Equipment #: 6","INT - CARLTON & YORK","1967","1056","VEHICLE","49.8885598039463","-97.1434945930901","POINT (-97.1434945930901 49.8885598039463)"
"1777","SIGNAL - Equipment #: 6","INT - MAIN & MARKET","1688","969","VEHICLE","49.8992061879962","-97.1384495049507","POINT (-97.1384495049507 49.8992061879962)"
"1357","SIGNAL - Equipment #: 2","PC - BLAKE & LOGAN","1660","848","CORRIDOR","49.9192519075588","-97.18760963603","POINT (-97.18760963603 49.9192519075588)"
"693","SIGNAL - Equipment #: 7","INT - ERIN & NOTRE DAME","1409","524","VEHICLE","49.9088891653299","-97.1830969502921","POINT (-97.1830969502921 49.9088891653299)"
"1081","SIGNAL - Equipment #: 7","INT - LEILA & MAIN","1289","219","VEHICLE","49.942482522804","-97.1135237444362","POINT (-97.1135237444362 49.942482522804)"
"810","SIGNAL - Equipment #: 2","INT - ISABEL & LOGAN","1494","185","VEHICLE","49.9062523592769","-97.1465936772726","POINT (-97.1465936772726 49.9062523592769)"
"403","CABINET - Equipment #: 7","INT - ACADEMY & STAFFORD","1811","725","VEHICLE","49.8748443842545","-97.1667580852889","POINT (-97.1667580852889 49.8748443842545)"
"1807","CABINET - Equipment #: 10","INT - OAK POINT & SELKIRK","1478","583","VEHICLE","49.9310826486403","-97.2111206638344","POINT (-97.2111206638344 49.9310826486403)"
"487","SIGNAL - Equipment #: 9","INT - MCPHILLIPS & WILLIAM","1172","523","VEHICLE","49.909198549772","-97.171225872693","POINT (-97.171225872693 49.909198549772)"
"2334","SIGNAL - Equipment #: 7","INT - CENTURY & WELLINGTON","1353","605","VEHICLE","49.9013194061872","-97.2023321852622","POINT (-97.2023321852622 49.9013194061872)"
"461","CABINET - Equipment #: 9","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8899135049113","-97.1689751113155","POINT (-97.1689751113155 49.8899135049113)"
"2365","SIGNAL - Equipment #: 5","INT - MEMORIAL & YORK","1750","1053","VEHICLE","49.8877173316814","-97.1491083553495","POINT (-97.1491083553495 49.8877173316814)"
"870","SIGNAL - Equipment #: 1","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9119064689118","-97.142956450556","POINT (-97.142956450556 49.9119064689118)"
"2519","SIGNAL - Equipment #: 6","INT - MAIN & MOUNTAIN","1699","201","VEHICLE","49.9194148522648","-97.1293540840953","POINT (-97.1293540840953 49.9194148522648)"
"1594","SIGNAL - Equipment #: 4","INT - KINGSBURY & MCPHILLIPS","1365","484","VEHICLE","49.9508259238248","-97.1501962983532","POINT (-97.1501962983532 49.9508259238248)"
"511","SIGNAL - Equipment #: 6","INT - MCPHILLIPS & PACIFIC","1823","521","VEHICLE","49.9118008962176","-97.1705596160759","POINT (-97.1705596160759 49.9118008962176)"
"788","SIGNAL - Equipment #: 1","INT - ELLEN & LOGAN","1110","959","VEHICLE","49.9050936924376","-97.143268019606","POINT (-97.143268019606 49.9050936924376)"
"2060","SIGNAL - Equipment #: 11","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8877196936101","-97.140456426666","POINT (-97.140456426666 49.8877196936101)"
"224","SIGNAL - Equipment #: 5","INT - CUMBERLAND & SHERBROOK","1539","544","VEHICLE","49.8999488279879","-97.15796752596745","POINT (-97.15796752596745 49.8999488279879)"
"2115","SIGNAL - Equipment #: 4","INT - ST. JAMES & SASKATCHEWAN","1779","602","VEHICLE","49.9061661663241","-97.1997731443664","POINT (-97.1997731443664 49.9061661663241)"
"2457","SIGNAL - Equipment #: 9","INT - INKSTER & SINCLAIR","1964","493","VEHICLE","49.9348597808818","-97.1475707023871","POINT (-97.1475707023871 49.9348597808818)"
"1058","SIGNAL - Equipment #: 3","INT - PARTRIDGE & SALTER","1220","220","VEHICLE","49.9431989027973","-97.1195520556765","POINT (-97.1195520556765 49.9431989027973)"
"331","SIGNAL - Equipment #: 6","INT - MARYLAND & WOLSELEY","1706","1089","VEHICLE","49.8804145449035","-97.161168159228","POINT (-97.161168159228 49.8804145449035)"
"1683","SIGNAL - Equipment #: 4","INT - JAMES & MAIN","1684","968","VEHICLE","49.9001847030801","-97.1378413875675","POINT (-97.1378413875675 49.9001847030801)"
"2326","SIGNAL - Equipment #: 7","INT - KING EDWARD & SASKATCHEWAN","1945","600","VEHICLE","49.9057858512994","-97.2064905432953","POINT (-97.2064905432953 49.9057858512994)"
"458","SIGNAL - Equipment #: 4","INT - MCPHILLIPS & NOTRE DAME","1393","530","VEHICLE","49.9052627672466","-97.1716788953004","POINT (-97.1716788953004 49.9052627672466)"
"393","SIGNAL - Equipment #: 4","INT - GROSVENOR & WELLINGTON CRES.","1542","61","VEHICLE","49.8728982355384","-97.1567563083808","POINT (-97.1567563083808 49.8728982355384)"
"1589","SIGNAL - Equipment #: 9","INT - KINGSBURY & MCPHILLIPS","1365","484","VEHICLE","49.9505957629577","-97.1497920166128","POINT (-97.1497920166128 49.9505957629577)"
"1824","SIGNAL - Equipment #: 7","INT - OAK POINT & SELKIRK","1478","583","VEHICLE","49.9306562625816","-97.2114757882221","POINT (-97.2114757882221 49.9306562625816)"
"985","SIGNAL - Equipment #: 2","INT - KING & WILLIAM","1248","970","VEHICLE","49.8992484127085","-97.1404878445568","POINT (-97.1404878445568 49.8992484127085)"
"1427","SIGNAL - Equipment #: 7","INT - ALEXANDER & KING","1348","963","VEHICLE","49.9021629289464","-97.1380647072852","POINT (-97.1380647072852 49.9021629289464)"
"1003","SIGNAL - Equipment #: 1","INT - MCGREGOR & PARTRIDGE","1784","918","VEHICLE","49.9458186545406","-97.1265367528656","POINT (-97.1265367528656 49.9458186545406)"
"431","SIGNAL - Equipment #: 9","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.874347307045","-97.169082200035","POINT (-97.169082200035 49.874347307045)"
"1528","SIGNAL - Equipment #: 7","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.9013398716647","-97.136347654929","POINT (-97.136347654929 49.9013398716647)"
"1887","SIGNAL - Equipment #: 3","INT - BROADWAY & CARLTON","1273","1069","VEHICLE","49.8871995576221","-97.1427641726905","POINT (-97.1427641726905 49.8871995576221)"
"757","SIGNAL - Equipment #: 7","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9024011757508","-97.135733341603","POINT (-97.135733341603 49.9024011757508)"
"2375","SIGNAL - Equipment #: 2","INT - BERRY & SARGENT","1514","609","VEHICLE","49.8979864069323","-97.2095095912191","POINT (-97.2095095912191 49.8979864069323)"
"2314","SIGNAL - Equipment #: 3","INT - MAIN & YORK","1263","285","VEHICLE","49.8902304749307","-97.1358434409558","POINT (-97.1358434409558 49.8902304749307)"
"1237","SIGNAL - Equipment #: 4","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8932993697781","-97.1524384842873","POINT (-97.1524384842873 49.8932993697781)"
"2515","SIGNAL - Equipment #: 2","INT - MAIN & MOUNTAIN","1699","201","VEHICLE","49.9196194088689","-97.1291627878551","POINT (-97.1291627878551 49.9196194088689)"
"172","CABINET - Equipment #: 9","INT - BANNATYNE & SHERBROOK","1165","976","VEHICLE","49.9032141039891","-97.1562039820416","POINT (-97.1562039820416 49.9032141039891)"
"2014","SIGNAL - Equipment #: 5","INT - KINGSWAY & STAFFORD","1512","721","VEHICLE","49.8733190856043","-97.1658661925865","POINT (-97.1658661925865 49.8733190856043)"
"765","SIGNAL - Equipment #: 4","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.919850459416","-97.14689437539396","POINT (-97.14689437539396 49.919850459416)"
"2072","SIGNAL - Equipment #: 6","INT - BROADWAY & EDMONTON","1371","1068","VEHICLE","49.886885081702","-97.14434614804826","POINT (-97.14434614804826 49.886885081702)"
"865","SIGNAL - Equipment #: 5","INT - INKSTER & MCGREGOR","1197","922","VEHICLE","49.9316135619547","-97.1374738103808","POINT (-97.1374738103808 49.9316135619547)"
"2153","SIGNAL - Equipment #: 10","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.8977187139442","-97.2004447529846","POINT (-97.2004447529846 49.8977187139442)"
"1489","SIGNAL - Equipment #: 5","INT - PRINCESS & RUPERT","1325","965","VEHICLE","49.9014715540096","-97.1398853594355","POINT (-97.1398853594355 49.9014715540096)"
"1067","SIGNAL - Equipment #: 1","INT - LEILA & MAIN","1289","219","VEHICLE","49.942306938592","-97.1131175724953","POINT (-97.1131175724953 49.942306938592)"
"1938","SIGNAL - Equipment #: 1","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.93161285347215","-97.1831494745404","POINT (-97.1831494745404 49.93161285347215)"
"801","SIGNAL - Equipment #: 6","INT - ELLEN & LOGAN","1110","959","VEHICLE","49.9048712907628","-97.1434481147703","POINT (-97.1434481147703 49.9048712907628)"
"630","SIGNAL - Equipment #: 7","INT - ARLINGTON & SELKIRK","1315","908","VEHICLE","49.91946897332645","-97.156610340361","POINT (-97.156610340361 49.91946897332645)"
"1828","SIGNAL - Equipment #: 4","INT - OAK POINT & SELKIRK","1478","583","VEHICLE","49.9306604353043","-97.2110311163659","POINT (-97.2110311163659 49.9306604353043)"
"976","CABINET - Equipment #: 9","INT - KING & MCDERMOT","1663","991","VEHICLE","49.8974912797481","-97.1414786244655","POINT (-97.1414786244655 49.8974912797481)"
"1573","CABINET - Equipment #: 9","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.9195167995332","-97.146641773502","POINT (-97.146641773502 49.9195167995332)"
"384","SIGNAL - Equipment #: 4","INT - MARYLAND & WOLSELEY","1706","1089","VEHICLE","49.8802624431076","-97.161254713304","POINT (-97.161254713304 49.8802624431076)"
"542","SIGNAL - Equipment #: 11","INT - LOGAN & MCPHILLIPS","1129","516","VEHICLE","49.9135369287877","-97.1705913653138","POINT (-97.1705913653138 49.9135369287877)"
"316","SIGNAL - Equipment #: 9","INT - MARYLAND & PORTAGE","1702","782","VEHICLE","49.8879376365934","-97.1606991015458","POINT (-97.1606991015458 49.8879376365934)"
"2442","CABINET - Equipment #: 10","INT - WATERFRONT & YORK","1856","286","VEHICLE","49.8911957793304","-97.1328251741893","POINT (-97.1328251741893 49.8911957793304)"
"995","SIGNAL - Equipment #: 3","INT - JEFFERSON & MCGREGOR","1701","916","VEHICLE","49.9380769425046","-97.1327763075893","POINT (-97.1327763075893 49.9380769425046)"
"1137","SIGNAL - Equipment #: 1","INT - LEILA & PIPELINE","1825","477","VEHICLE","49.9575726670113","-97.1608497311349","POINT (-97.1608497311349 49.9575726670113)"
"1329","SIGNAL - Equipment #: 4","INT - LEILA & WATSON","1906","479","VEHICLE","49.9548709989961","-97.1515108666541","POINT (-97.1515108666541 49.9548709989961)"
"2532","SIGNAL - Equipment #: 2","INT - KING EDWARD & SARGENT","1367","610","VEHICLE","49.897959350021","-97.2072408293553","POINT (-97.2072408293553 49.897959350021)"
"2538","SIGNAL - Equipment #: 2","INT - ELLICE & KING EDWARD","1065","619","VEHICLE","49.8945635472721","-97.207852159016","POINT (-97.207852159016 49.8945635472721)"
"258","SIGNAL - Equipment #: 9","INT - PORTAGE & SHERBROOK","1711","783","VEHICLE","49.8885522824408","-97.1591860791174","POINT (-97.1591860791174 49.8885522824408)"
"305","SIGNAL - Equipment #: 3","INT - MARYLAND & PORTAGE","1702","782","VEHICLE","49.8881945156373","-97.1603075953284","POINT (-97.1603075953284 49.8881945156373)"
"2105","SIGNAL - Equipment #: 2","INT - BURROWS & KEEWATIN","1142","581","VEHICLE","49.9385370737039","-97.1948530856746","POINT (-97.1948530856746 49.9385370737039)"
"228","SIGNAL - Equipment #: 1","INT - CUMBERLAND & MARYLAND","1545","898","VEHICLE","49.9012267357536","-97.15916960404915","POINT (-97.15916960404915 49.9012267357536)"
"1032","SIGNAL - Equipment #: 18","INT - LEILA & MCGREGOR","1784","915","VEHICLE","49.9466248385884","-97.1262786602765","POINT (-97.1262786602765 49.9466248385884)"
"1239","SIGNAL - Equipment #: 8","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9497731386369","-97.1358209575066","POINT (-97.1358209575066 49.9497731386369)"
"1199","SIGNAL - Equipment #: 1","INT - BALMORAL & SARGENT","1669","1009","VEHICLE","49.8963589710424","-97.1521526173614","POINT (-97.1521526173614 49.8963589710424)"
"2084","SIGNAL - Equipment #: 13","INT - JARVIS & MCPHILLIPS","1610","512","VEHICLE","49.9191104594912","-97.169654261622","POINT (-97.169654261622 49.9191104594912)"
"1452","SIGNAL - Equipment #: 8","INT - BROADWAY & PORTAGE","1730","781","VEHICLE","49.8869057683655","-97.165102822738","POINT (-97.165102822738 49.8869057683655)"
"962","SIGNAL - Equipment #: 3","INT - ARTHUR & MCDERMOT","1402","992","VEHICLE","49.8971052432119","-97.1410189337833","POINT (-97.1410189337833 49.8971052432119)"
"626","CABINET - Equipment #: 13","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9269508065326","-97.1688509612418","POINT (-97.1688509612418 49.9269508065326)"
"2436","SIGNAL - Equipment #: 11","INT - INKSTER & MAIN","1133","209","VEHICLE","49.9275184012206","-97.123827275238","POINT (-97.123827275238 49.9275184012206)"
"1294","SIGNAL - Equipment #: 3","INT - BANNATYNE & ELLEN","1038","982","VEHICLE","49.8998748641196","-97.1462606087858","POINT (-97.1462606087858 49.8998748641196)"
"232","SIGNAL - Equipment #: 2","INT - SARGENT & SHERBROOK","1676","900","VEHICLE","49.8964335856353","-97.1582729081203","POINT (-97.1582729081203 49.8964335856353)"
"1652","CABINET - Equipment #: 9","INT - REDWOOD & SALTER","1171","939","VEHICLE","49.9195207107205","-97.1374519771685","POINT (-97.1374519771685 49.9195207107205)"
"576","SIGNAL - Equipment #: 9","INT - ARLINGTON & LOGAN","1182","519","VEHICLE","49.9123318869483","-97.1617164322432","POINT (-97.1617164322432 49.9123318869483)"
"1283","SIGNAL - Equipment #: 2","INT - BANNATYNE & HARGRAVE","1421","983","VEHICLE","49.8993683251499","-97.1441697713757","POINT (-97.1441697713757 49.8993683251499)"
"1621","SIGNAL - Equipment #: 1","INT - ALEXANDER & WESTON","1186","518","VEHICLE","49.9162098758892","-97.1812065599229","POINT (-97.1812065599229 49.9162098758892)"
"1831","CABINET - Equipment #: 8","INT - CUMBERLAND & HARGRAVE","1757","1008","VEHICLE","49.8963999920108","-97.1461158280686","POINT (-97.1461158280686 49.8963999920108)"
"1089","SIGNAL - Equipment #: 1","INT - BURROWS & SALTER","1190","940","VEHICLE","49.917094080416","-97.1393189885775","POINT (-97.1393189885775 49.917094080416)"
"1045","SIGNAL - Equipment #: 6","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.9295374517254","-97.1688255574469","POINT (-97.1688255574469 49.9295374517254)"
"1404","SIGNAL - Equipment #: 6","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9350770565339","-97.1639286943997","POINT (-97.1639286943997 49.9350770565339)"
"990","SIGNAL - Equipment #: 7","INT - KING & WILLIAM","1248","970","VEHICLE","49.8991619680743","-97.1401637883428","POINT (-97.1401637883428 49.8991619680743)"
"808","SIGNAL - Equipment #: 3","INT - MCGREGOR & SELKIRK","1055","948","VEHICLE","49.91682251846805","-97.14884444188564","POINT (-97.14884444188564 49.91682251846805)"
"1460","SIGNAL - Equipment #: 4","INT - HARGRAVE & NOTRE DAME","1269","996","VEHICLE","49.8972200018894","-97.1457808438948","POINT (-97.1457808438948 49.8972200018894)"
"1181","SIGNAL - Equipment #: 9","INT - HARGRAVE & MCDERMOT","1114","989","VEHICLE","49.8984402707239","-97.1448208294119","POINT (-97.1448208294119 49.8984402707239)"
"382","SIGNAL - Equipment #: 2","INT - ACADEMY & STAFFORD","1811","725","VEHICLE","49.8748610521924","-97.1672010142236","POINT (-97.1672010142236 49.8748610521924)"
"2321","SIGNAL - Equipment #: 1","INT - KING EDWARD & SASKATCHEWAN","1945","600","VEHICLE","49.9056284945906","-97.2067970913865","POINT (-97.2067970913865 49.9056284945906)"
"1507","SIGNAL - Equipment #: 8","INT - NOTRE DAME & PRINCESS (SMITH)","1267","997","VEHICLE","49.8963281361121","-97.143611258132","POINT (-97.143611258132 49.8963281361121)"
"853","SIGNAL - Equipment #: 5","INT - ELLEN & WILLIAM","1426","972","VEHICLE","49.9009975198966","-97.1453229034752","POINT (-97.1453229034752 49.9009975198966)"
"944","SIGNAL - Equipment #: 6","INT - ISABEL & MCDERMOT","1158","978","VEHICLE","49.9004437930978","-97.1505552399163","POINT (-97.1505552399163 49.9004437930978)"
"2078","SIGNAL - Equipment #: 2","INT - DUBLIN & KING EDWARD","1382","595","VEHICLE","49.9118125148076","-97.2064557426423","POINT (-97.2064557426423 49.9118125148076)"
"426","SIGNAL - Equipment #: 4","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8854934851166","-97.1692589464017","POINT (-97.1692589464017 49.8854934851166)"
"1768","SIGNAL - Equipment #: 1","INT - DUBLIN & ST. JAMES","1288","597","VEHICLE","49.9115544287539","-97.1993350833821","POINT (-97.1993350833821 49.9115544287539)"
"106","SIGNAL - Equipment #: 2","INT - FERMOR & ST. ANNE'S","1458","254","VEHICLE","49.8554963701514","-97.1038321477293","POINT (-97.1038321477293 49.8554963701514)"
"1042","SIGNAL - Equipment #: 3","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.9293420451153","-97.1687371835732","POINT (-97.1687371835732 49.9293420451153)"
"2138","SIGNAL - Equipment #: 3","INT - BROADWAY & GARRY","1276","279","VEHICLE","49.8880189864934","-97.1375938340107","POINT (-97.1375938340107 49.8880189864934)"
"1337","SIGNAL - Equipment #: 7","INT - KEEWATIN & LOGAN","1255","589","VEHICLE","49.9216192143932","-97.1949070339321","POINT (-97.1949070339321 49.9216192143932)"
"950","SIGNAL - Equipment #: 1","INT - ARTHUR & MCDERMOT","1402","992","VEHICLE","49.8972619651351","-97.1408462489386","POINT (-97.1408462489386 49.8972619651351)"
"701","SIGNAL - Equipment #: 8","INT - ARLINGTON & MOUNTAIN","1145","927","VEHICLE","49.9265685864782","-97.1508746340138","POINT (-97.1508746340138 49.9265685864782)"
"429","SIGNAL - Equipment #: 7","INT - ARCHIBALD & FERMOR","1195","368","VEHICLE","49.8563701531482","-97.0883700403826","POINT (-97.0883700403826 49.8563701531482)"
"2011","SIGNAL - Equipment #: 2","INT - KINGSWAY & STAFFORD","1512","721","VEHICLE","49.8734438338852","-97.165586471834","POINT (-97.165586471834 49.8734438338852)"
"665","CABINET - Equipment #: 11","INT - ARLINGTON & BURROWS","1520","935","VEHICLE","49.9222700055223","-97.1544012057726","POINT (-97.1544012057726 49.9222700055223)"
"1273","SIGNAL - Equipment #: 5","INT - BANNATYNE & KING","1250","985","VEHICLE","49.8981490760906","-97.140985359896","POINT (-97.140985359896 49.8981490760906)"
"1389","SIGNAL - Equipment #: 8","INT - GARDEN PARK & LEILA","1091","475","VEHICLE","49.9515401549047","-97.14105999712454","POINT (-97.14105999712454 49.9515401549047)"
"2127","SIGNAL - Equipment #: 4","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9013788963326","-97.1998778002884","POINT (-97.1998778002884 49.9013788963326)"
"2500","CABINET - Equipment #: 13","INT - MEMORIAL & ST. MARY","1585","1050","VEHICLE","49.8888124358452","-97.1492960469475","POINT (-97.1492960469475 49.8888124358452)"
"1126","SIGNAL - Equipment #: 2","INT - MOUNTAIN & SALTER","1188","1146","VEHICLE","49.9215421115119","-97.1358018356953","POINT (-97.1358018356953 49.9215421115119)"
"879","CABINET - Equipment #: 9","INT - PRINCESS & WILLIAM","1116","971","VEHICLE","49.8994124313365","-97.1412797502641","POINT (-97.1412797502641 49.8994124313365)"
"1086","SIGNAL - Equipment #: 8","INT - LEILA & SALTER","1226","221","VEHICLE","49.9443993811134","-97.1199618097351","POINT (-97.1199618097351 49.9443993811134)"
"276","SIGNAL - Equipment #: 2","INT - BROADWAY & SHERBROOK","1282","1062","VEHICLE","49.8856809185226","-97.1593754942415","POINT (-97.1593754942415 49.8856809185226)"
"1895","SIGNAL - Equipment #: 3","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9411812361676","-97.1665962749631","POINT (-97.1665962749631 49.9411812361676)"
"1191","SIGNAL - Equipment #: 7","INT - ELLEN & MCDERMOT","1039","988","VEHICLE","49.8990763073225","-97.1464919577811","POINT (-97.1464919577811 49.8990763073225)"
"1772","SIGNAL - Equipment #: 2","INT - MAIN & MARKET","1688","969","VEHICLE","49.8994970194546","-97.138405150136","POINT (-97.138405150136 49.8994970194546)"
"852","SIGNAL - Equipment #: 4","INT - ELLEN & WILLIAM","1426","972","VEHICLE","49.9009741285152","-97.1454078088653","POINT (-97.1454078088653 49.9009741285152)"
"1631","SIGNAL - Equipment #: 7","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9451227445823","-97.1551614492375","POINT (-97.1551614492375 49.9451227445823)"
"238","SIGNAL - Equipment #: 7","INT - SARGENT & SHERBROOK","1676","900","VEHICLE","49.8966608117356","-97.1583622808148","POINT (-97.1583622808148 49.8966608117356)"
"1934","SIGNAL - Equipment #: 12","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.9460655042993","-97.2066099074796","POINT (-97.2066099074796 49.9460655042993)"
"278","SIGNAL - Equipment #: 3","INT - BROADWAY & SHERBROOK","1282","1062","VEHICLE","49.8857222641774","-97.1594646869094","POINT (-97.1594646869094 49.8857222641774)"
"917","SIGNAL - Equipment #: 2","INT - MAIN & MCDERMOT","1686","994","VEHICLE","49.897125972691","-97.1391424799199","POINT (-97.1391424799199 49.897125972691)"
"1249","CABINET - Equipment #: 9","INT - KING EDWARD & LOGAN","1216","584","VEHICLE","49.925378511194","-97.2065001904509","POINT (-97.2065001904509 49.925378511194)"
"686","SIGNAL - Equipment #: 2","INT - ERIN & NOTRE DAME","1409","524","VEHICLE","49.9091476234793","-97.1830699702797","POINT (-97.1830699702797 49.9091476234793)"
"1928","SIGNAL - Equipment #: 6","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.94581762996","-97.2070000762281","POINT (-97.2070000762281 49.94581762996)"
"1219","SIGNAL - Equipment #: 1","INT - MCPHILLIPS & MOUNTAIN","1329","501","VEHICLE","49.9314988786223","-97.1670287296575","POINT (-97.1670287296575 49.9314988786223)"
"1995","SIGNAL - Equipment #: 1","INT - ACADEMY & LOCKWOOD","1272","654","VEHICLE","49.8743651064965","-97.2021419163267","POINT (-97.2021419163267 49.8743651064965)"
"465","SIGNAL - Equipment #: 8","INT - MCPHILLIPS & NOTRE DAME","1393","530","VEHICLE","49.9053866895441","-97.1712125616058","POINT (-97.1712125616058 49.9053866895441)"
"153","SIGNAL - Equipment #: 4","INT - DE LA CATHEDRALE & DES MEURONS","1245","383","VEHICLE","49.8914702891506","-97.1120306404387","POINT (-97.1120306404387 49.8914702891506)"
"1791","SIGNAL - Equipment #: 5","INT - KING & NOTRE DAME","1010","998","VEHICLE","49.8961575836739","-97.1424731724511","POINT (-97.1424731724511 49.8961575836739)"
"721","SIGNAL - Equipment #: 2","INT - DUBLIN & NOTRE DAME (MIDLAND)","1420","598","VEHICLE","49.9111384772096","-97.1898771645093","POINT (-97.1898771645093 49.9111384772096)"
"1703","SIGNAL - Equipment #: 2","INT - LOMBARD & RORIE","1103","1036","VEHICLE","49.8963032569599","-97.1374609493088","POINT (-97.1374609493088 49.8963032569599)"
"303","SIGNAL - Equipment #: 1","INT - ELLICE & MARYLAND","1339","886","VEHICLE","49.8928898625715","-97.160277809251","POINT (-97.160277809251 49.8928898625715)"
"1740","SIGNAL - Equipment #: 7","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9165627547941","-97.1987099179431","POINT (-97.1987099179431 49.9165627547941)"
"1062","CABINET - Equipment #: 9","INT - PARTRIDGE & SALTER","1220","220","VEHICLE","49.9434445098805","-97.1195812168649","POINT (-97.1195812168649 49.9434445098805)"
"2268","SIGNAL - Equipment #: 3","INT - SMITH & YORK","1580","1059","VEHICLE","49.889573315653","-97.1396067153402","POINT (-97.1396067153402 49.889573315653)"
"1873","SIGNAL - Equipment #: 5","INT - BORDER & DUBLIN","1357","596","VEHICLE","49.9116960803666","-97.20171813947","POINT (-97.20171813947 49.9116960803666)"
"365","SIGNAL - Equipment #: 4","INT - ACADEMY & WELLINGTON CRES","1078","726","VEHICLE","49.8771955815937","-97.1628261741641","POINT (-97.1628261741641 49.8771955815937)"
"1348","CABINET - Equipment #: 13","INT - LEILA & WATSON","1906","479","VEHICLE","49.9549454720346","-97.1518529115617","POINT (-97.1518529115617 49.9549454720346)"
"1625","SIGNAL - Equipment #: 13","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9451942263621","-97.1544708110115","POINT (-97.1544708110115 49.9451942263621)"
"1022","CABINET - Equipment #: 11","INT - MCGREGOR & PARTRIDGE","1784","918","VEHICLE","49.9457623498808","-97.126513124584","POINT (-97.126513124584 49.9457623498808)"
"524","SIGNAL - Equipment #: 2","INT - ARLINGTON & WELLINGTON AVE","1120","890","VEHICLE","49.9002867955902","-97.1681420590843","POINT (-97.1681420590843 49.9002867955902)"
"784","SIGNAL - Equipment #: 6","INT - LOGAN & PRINCESS","1476","960","VEHICLE","49.9033545015168","-97.1386853816776","POINT (-97.1386853816776 49.9033545015168)"
"202","SIGNAL - Equipment #: 1","INT - NOTRE DAME & SHERBROOK","1538","543","VEHICLE","49.9012483742101","-97.1580665115727","POINT (-97.1580665115727 49.9012483742101)"
"2267","SIGNAL - Equipment #: 2","INT - SMITH & YORK","1580","1059","VEHICLE","49.8896005133557","-97.1396701382675","POINT (-97.1396701382675 49.8896005133557)"
"373","SIGNAL - Equipment #: 5","INT - MARYLAND & WESTMINSTER","1705","1087","VEHICLE","49.8819469889203","-97.161126336265","POINT (-97.161126336265 49.8819469889203)"
"1783","SIGNAL - Equipment #: 1","INT - EAGLE & OAK POINT","1469","579","VEHICLE","49.9373412572161","-97.2237260959536","POINT (-97.2237260959536 49.9373412572161)"
"2537","CABINET - Equipment #: 9","INT - HARGRAVE & YORK","1754","1057","VEHICLE","49.8889782647765","-97.1422413202623","POINT (-97.1422413202623 49.8889782647765)"
"778","CABINET - Equipment #: 8","INT - KING & LOGAN","1472","961","VEHICLE","49.9031475353412","-97.1373343740052","POINT (-97.1373343740052 49.9031475353412)"
"2355","SIGNAL - Equipment #: 5","INT - BERRY & WELLINGTON","1436","603","VEHICLE","49.9015385802547","-97.2095220259233","POINT (-97.2095220259233 49.9015385802547)"
"1129","SIGNAL - Equipment #: 4","INT - MOUNTAIN & SALTER","1188","1146","VEHICLE","49.9215965149173","-97.1361090401221","POINT (-97.1361090401221 49.9215965149173)"
"1744","SIGNAL - Equipment #: 3","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9164627611407","-97.1990140344586","POINT (-97.1990140344586 49.9164627611407)"
"664","SIGNAL - Equipment #: 10","INT - ARLINGTON & BURROWS","1520","935","VEHICLE","49.9222728556813","-97.1544305853895","POINT (-97.1544305853895 49.9222728556813)"
"1721","SIGNAL - Equipment #: 8","INT - BROOKSIDE & INKSTER","1130","576","VEHICLE","49.9459818838318","-97.2299599672329","POINT (-97.2299599672329 49.9459818838318)"
"506","SIGNAL - Equipment #: 2","INT - MCPHILLIPS & PACIFIC","1823","521","VEHICLE","49.912029424261","-97.1707269039434","POINT (-97.1707269039434 49.912029424261)"
