"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-157.848606556048 21.485578045122, -157.848596555502 21.48557804578))","2884","-LaMmDPSH0yA19wrkSgQ0F","33.99893","33.99893","21.48558146","-157.84862096","63.4000015258789","21.48558146","-157.84862096","63.4000015258789","4786","4786",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11325570101814","NO","40","NO"
"MULTILINESTRING ((-155.00868201319 19.582765079499, -155.008676271645 19.58275081067, -155.008674645784 19.582736787311, -155.008680017464 19.582723619913, -155.008681618676 19.582708712867))","13335","-LdM2vKzGC9tsTEf_x2KvV","4.19019","4.19273","19.58276855","-155.00869653","382","19.58272709","-155.00869453","382","2146","2147",,"SR","130","Hawaii_SR_130_CTR_+_2019","Hawaii","CTR","+MP","23-MAR-2019","MS2019","Tubular Marker White","21","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_130_+MP_2.1","6.90682462649677","NO","43","NO"
"MULTILINESTRING ((-155.341132381293 19.395634082022, -155.341060219328 19.395760797332, -155.340983666521 19.395876278195, -155.340896643885 19.395988727472, -155.340723224695 19.396209937296, -155.340636266437 19.396319323536, -155.340546538095 19.396429179916, -155.340454236305 19.396533567955, -155.340358783222 19.396639653668, -155.340259925784 19.396740901219, -155.340157264166 19.396837416233, -155.340035926427 19.396939954585))","13829","-LdKCM57FuujtI5wi4qy0k","35.15269","35.03677","19.39563756","-155.34114689","3485.89990234375","19.39694344","-155.34005044","3499.80004882813","43419","43476",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","609","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","197.429513842211","NO","39","NO"
"MULTILINESTRING ((-155.969149973772 19.63922074566, -155.969158342708 19.639209195637))","5744","-Lbf3etaFO9bqIPxlrX3cV","0.15852","0.15923","19.63922423","-155.96916447","700.200012207031","19.63921268","-155.96917283","702.599975585938","94","94",,"CR","1810","Hawaii_CR_1810_CTR_+_2019","Hawaii","CTR","+MP","11-MAR-2019","MS2019","Tubular Marker Yellow","6","NO","YES","POOR","MARCH_2020_1","CDS","NO","NA","1.65274922351803","NO","17","NO"
"MULTILINESTRING ((-157.855214378114 21.557048684255, -157.855204378455 21.557048684229))","1229","-Lhhnq-zGGqOLbiVs9gE9-","27.69487","27.69487","21.55705209","-157.85522878","73","21.55705209","-157.85522878","73","13859","13859",,"SR","83","Oahu_SR_83_CTR_+_2019","Oahu","CTR","+MP","23-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_83_+MP_26.29","1.11315694451799","NO","47","NO"
"MULTILINESTRING ((-155.962334075073 19.559255016959, -155.962312679808 19.559266543674))","5665","-LbVq3u3Iz1CYhFzMB1prk","0.028","0.028","19.55925851","-155.96234857","94.5999984741211","19.55925851","-155.96234857","94.5999984741211","165","165",,"CR","189","Hawaii_CR_189_CTR_-_2019","Hawaii","CTR","-MP","04-MAR-2019","MS2019","Ground-Mounted Delineator","9","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","2.74350845833384","NO","52","NO"
"MULTILINESTRING ((-158.044019080651 21.377423311813, -158.04400908123 21.377423311761))","926","-Lav57yRG4yWgHKGv8UdF-","4.50057","4.50057","21.37742673","-158.04403348","216.600006103516","21.37742673","-158.04403348","216.600006103516","2298","2298",,"SR","H-1","Oahu_SR_H-1_CTR_+_2019","Oahu","CTR","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","1.11313053594733","NO","42","NO"
"MULTILINESTRING ((-158.0274799177 21.378069064382, -158.027469918271 21.378069064247))","1313","-L_pgH7dHoT3DboPPIdpuk","6.12208","6.12208","21.37807249","-158.02749431","135.899993896484","21.37807249","-158.02749431","135.899993896484","3061","3061",,"SR","76","Oahu_SR_76_CTR_+_2019","Oahu","CTR","+MP","03-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","NO","Oahu_76_+MP_5.7","1.11313136306242","NO","44","NO"
"MULTILINESTRING ((-159.695009993937 22.017030381229, -159.694999993358 22.017030381175))","4904","-LeKIovVIq9-kxlR2VCLxV","5.16485","5.16485","22.01703378","-159.69502431","1616.90002441406","22.01703378","-159.69502431","1616.90002441406","1253","1253",,"CR","552","Kauai_CR_552_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11325933413603","NO","52","NO"
"MULTILINESTRING ((-155.727921472791 19.068164243588, -155.727379288465 19.067975520343, -155.726852969543 19.067790390019, -155.726310244393 19.067600831154, -155.725784751453 19.067416511542))","13584","-LdEjV0LGhDnx5mJaQAC-k","73.80748","73.65857","19.06816775","-155.72793598","2031.40002441406","19.06742002","-155.72579926","2028.90002441406","24113","24187",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","786","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","253.639669409274","NO","37","NO"
"MULTILINESTRING ((-157.836524886159 21.530718325793, -157.836514886424 21.530718325616))","2939","-M12hvw7F7mYvFM1AhSOi-","29.99652","29.99652","21.53072174","-157.83653929","61.2000007629395","21.53072174","-157.83653929","61.2000007629395","6784","6784",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11316547935589","NO","40","NO"
"MULTILINESTRING ((-156.293249107701 20.763462420884, -156.29327164208 20.763321171757, -156.293257953524 20.763254572692, -156.293226716623 20.763190116577, -156.293123279765 20.763094719851, -156.293054512366 20.763061731542, -156.292986659032 20.763041873027, -156.29290900664 20.763046394395, -156.292836892924 20.763063940602, -156.292771286088 20.763097113525, -156.292709711849 20.763143741675, -156.2926577531 20.763201280431))","7465","-LdCeFMDFCLQ4xBBkGlVmV","2.69363","2.74944","20.76346586","-156.29326357","4363.7001953125","20.76320472","-156.29267221","4378","1399","1427",,"SR","378","Maui_SR_378_CTR_+_2019","Maui","CTR","+MP","31-MAR-2019","MS2019","Ground-Mounted Delineator","334","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_378_+MP_0","109.236554085301","NO","39","NO"
"MULTILINESTRING ((-157.824714295821 21.434112397624, -157.824625372631 21.434040981112, -157.824538475063 21.433965914674, -157.824454753152 21.433892389068, -157.824369743761 21.433813978852, -157.824287660765 21.433735463575, -157.824207863188 21.433655435793, -157.824127637057 21.433574835838, -157.824047730573 21.433492526191, -157.82397125488 21.433410138523, -157.823896347187 21.433325581082, -157.823824204987 21.433239924654, -157.823757178778 21.433154721496, -157.823690869365 21.433064001, -157.823627745326 21.432972881885, -157.823564905677 21.432879996835, -157.823503190596 21.432786817034, -157.823442801299 21.432690748492, -157.823384492672 21.432597402877, -157.823324575707 21.432500445981, -157.823265791219 21.432407142153, -157.823206507369 21.432312108443, -157.823147072709 21.432216639128, -157.823086885086 21.432121948634, -157.823026741975 21.432027131058, -157.822905356904 21.431839314751, -157.822786150103 21.43165013693, -157.822664427743 21.431461863694, -157.822604615087 21.431367293118, -157.822544886913 21.431272664397, -157.822486596037 21.431180129856, -157.822367191281 21.430989177945, -157.822248965349 21.430802018497, -157.822189313893 21.430706662078, -157.82207215494 21.430519213713, -157.822012585269 21.430424634717, -157.821892950043 21.430234296982, -157.821774062076 21.430045019571, -157.821655120843 21.429857607184, -157.821535545061 21.429668509972, -157.821414938739 21.429479822791, -157.821296744593 21.429292363034, -157.821177876077 21.429103131448, -157.821060152026 21.428918961337, -157.820942098994 21.428730138247, -157.820822400094 21.42854193676, -157.820703024531 21.428353517048, -157.820582972292 21.428163374269, -157.820463452666 21.427974346318, -157.820343187574 21.427785313038, -157.820224095926 21.427595929305, -157.82004546209 21.427311891078, -157.819928236051 21.427123123754, -157.819808501214 21.426931306039, -157.819706814188 21.426769775598, -157.819629359366 21.426647167168, -157.819510182601 21.426457432767, -157.81938855974 21.426267892437, -157.819271273875 21.426079448587, -157.819150852859 21.425888341987, -157.819031925678 21.425700353459, -157.818911861696 21.425508715323, -157.818792006164 21.42531878777, -157.818672335595 21.425129651899, -157.81855203681 21.424941049028, -157.818491356928 21.424844344451, -157.818372838084 21.424655212896, -157.818252695242 21.424464709321, -157.818131917424 21.424274140661, -157.818011312434 21.424084672552, -157.817829781511 21.423801042647, -157.817650523845 21.423516153944, -157.817529652225 21.423326279829, -157.817409895889 21.423136205731, -157.81723106301 21.422851358465, -157.817111734323 21.422661346816, -157.816991291954 21.422471651537, -157.816892619305 21.422314291853, -157.816751404161 21.422092452979, -157.816633248497 21.421903686934, -157.816512215104 21.421712057554, -157.81639173416 21.421522188163, -157.816271002361 21.421333195907, -157.816153458857 21.421145474572, -157.816054377035 21.420988822506, -157.815914439696 21.420765319871, -157.815793983262 21.42057654606, -157.815672841078 21.420388382522, -157.815551485443 21.420198730437, -157.815491805371 21.420101743766))","1161","-LhlrlB4Hra7ZuqK55zxN-","38.20719","39.34196","21.43411581","-157.8247287","203.5","21.42010516","-157.81550621","207.100006103516","19099","19665",,"SR","83","Oahu_SR_83_CTR_+_2019","Oahu","CTR","+MP","23-JAN-2019","MS2019","Tubular Marker Yellow","5992","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Oahu_83_+MP_37.82","1968.73913623339","YES","34","NO"
"MULTILINESTRING ((-157.760999866382 21.377419178483, -157.760931649111 21.377444372858, -157.760865486925 21.377469933792, -157.760795626948 21.377498011274))","1466","-Lcbgd-OFPXV_E7ZFmou0V","9.09035","9.10457","21.3774226","-157.76101427","92.0999984741211","21.37750143","-157.76081003","92.9000015258789","4593","4600",,"SR","61","Oahu_SR_61_CTR_+_2019","Oahu","CTR","+MP","05-FEB-2019","MS2019","Ground-Mounted Delineator","75","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_61_+MP_6.03","24.6134345270521","NO","54","NO"
"MULTILINESTRING ((-155.09177005142 19.768194937404, -155.091760051141 19.768194936949))","12656","-Ldk57gcFReoUzjkuPNFiF","5.39633","5.39633","19.7681984","-155.09178456","196.300003051758","19.7681984","-155.09178456","196.300003051758","2747","2747",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_2.8","1.11322593446261","NO","34","NO"
"MULTILINESTRING ((-156.523986662682 20.954840184585, -156.524007038473 20.954800042522, -156.524061263618 20.954701367138, -156.524103330126 20.954638129681))","8717","-LcDYjavFwa1Q_g1vrU88V","3.77699","3.79287","20.95484361","-156.52400111","589.299987792969","20.95464156","-156.52411778","594.099975585938","1940","1948",,"SR","340","Maui_SR_340_CTR_+_2019","Maui","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","84","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_340_+MP_0","27.39054424352","NO","48","NO"
"MULTILINESTRING ((-156.329208959122 20.834649096901, -156.329198959894 20.834649096222))","6996","-LeFPZkYIG1PyKE1jt7Wkk","7.37296","7.37296","20.83465253","-156.32922342","1731.69995117188","20.83465253","-156.32922342","1731.69995117188","7031","7031",,"SR","37","Maui_SR_37_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11310895825565","NO","51","NO"
"MULTILINESTRING ((-155.100475163954 19.861695545438, -155.100465163429 19.861695544607))","11266","-LhJKut6FR5LpW05BMT3W-","12.11806","12.11806","19.861699","-155.10048967","274.100006103516","19.861699","-155.10048967","274.100006103516","43668","43668",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11325334819476","NO","39","NO"
"MULTILINESTRING ((-156.503994211935 20.852590368593, -156.50399993267 20.852570260581))","9251","-Lc0z0mVHpHsEUgo6hJvJV","2.38094","2.38237","20.8525938","-156.50400867","467.700012207031","20.85257369","-156.50401439","467.700012207031","1241","1241",,"SR","30","Maui_SR_30_CTR_+_2019","Maui","CTR","+MP","17-MAR-2019","MS2019","Ground-Mounted Delineator","8","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_30_+MP_0","2.47851786317425","NO","51","NO"
"MULTILINESTRING ((-159.365766326761 22.059245737444, -159.365782833607 22.05924297669, -159.365797435166 22.059239890438, -159.365806501495 22.059238605362, -159.365821463195 22.059236872554))","4832","-LeL5zqaHIm7zVkM63Hil-","4.41807","4.42204","22.05924913","-159.36578066","346.200012207031","22.05924026","-159.3658358","346.700012207031","2263","2265",,"CR","581","Kauai_CR_581_CTR_+_2019","Kauai","CTR","+MP","09-APR-2019","MS2019","Ground-Mounted Delineator","19","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","6.23386392345265","NO","52","NO"
"MULTILINESTRING ((-159.527504670173 21.920605564745, -159.52749467031 21.920605565195))","4988","-LfYJa5_InyObvWkWwaRBV","0.34721","0.34721","21.92060897","-159.527519","845.5","21.92060897","-159.527519","845.5","226","226",,"CR","531","Kauai_CR_531_CTR_+_2019","Kauai","CTR","+MP","12-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11317965892049","NO","45","NO"
"MULTILINESTRING ((-159.704479500715 22.006883180371, -159.704469500861 22.006883179973))","4872","-LeKL4ooHgqae5xBUymYxF","4.00225","4.00225","22.00688658","-159.70449382","1232.09997558594","22.00688658","-159.70449382","1232.09997558594","1835","1835",,"CR","552","Kauai_CR_552_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.1131786304556","NO","45","NO"
"MULTILINESTRING ((-156.524980721431 20.957727921269, -156.524970720541 20.957727921403))","8753","-LcDfEeQIhLs_ZJDyB0LFV","4.20182","4.20182","20.95773135","-156.52499517","715.5","20.95773135","-156.52499517","715.5","2153","2153",,"SR","340","Maui_SR_340_CTR_+_2019","Maui","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_340_+MP_0","1.11329397943161","NO","56","NO"
"MULTILINESTRING ((-157.822463596085 21.351188828613, -157.822453597053 21.351188828072))","1505","-LcbJBsoFlDw9VQYgrrSYk","3.53335","3.53335","21.35119225","-157.822478","830.599975585938","21.35119225","-157.822478","830.599975585938","1818","1818",,"SR","61","Oahu_SR_61_CTR_+_2019","Oahu","CTR","+MP","05-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_61_+MP_0","1.11308720522957","NO","42","NO"
"MULTILINESTRING ((-159.300634169919 22.121903770272, -159.300624171223 22.121903770611))","9875","-Lf2QK62I91AZIydY6ffSF","11.89539","11.89539","22.12190716","-159.30064851","145.5","22.12190716","-159.30064851","145.5","5996","5996",,"SR","56","Kauai_SR_56_CTR_+_2019","Kauai","CTR","+MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Kauai_56_+MP_11","1.11304983571363","NO","56","NO"
"MULTILINESTRING ((-158.118209631757 21.343987492907, -158.118199631559 21.343987492823))","2131","-M0a6AtFHDetDU_GOJ9VMF","2.03237","2.03237","21.34399092","-158.11822402","131.600006103516","21.34399092","-158.11822402","131.600006103516","8787","8787",,"SR","93","Oahu_SR_93_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11321699996303","NO","0","NO"
"MULTILINESTRING ((-155.816206449089 19.997511230809, -155.816196449241 19.997511230604))","12048","-LfWObLAFsPqJ4tLR0mna-","68.4767","68.4767","19.99751469","-155.81622094","310","19.99751469","-155.81622094","310","34237","34237",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_65.79","1.11317796659105","NO","36","NO"
"MULTILINESTRING ((-155.815117543499 20.002755215961, -155.815107543311 20.002755216551))","12046","-LfWNU3nGWHmLuiirH7pOV","68.10889","68.10889","20.00275868","-155.81513203","349.399993896484","20.00275868","-155.81513203","349.399993896484","34053","34053",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_65.79","1.11321591805715","NO","37","NO"
"MULTILINESTRING ((-155.091869039697 19.7872998508, -155.091859040103 19.787299851091))","11802","-LgaB28dGBmifzUdxU5LFV","6.75999","6.75999","19.78730331","-155.09188355","240.600006103516","19.78730331","-155.09188355","240.600006103516","46344","46344",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11314969563254","NO","38","NO"
"MULTILINESTRING ((-155.13761946657 19.910403333595, -155.137609465465 19.910403333506))","11864","-Lg_AiYgHUTfVGJ5O1HIbV","16.33743","16.33743","19.91040679","-155.13763397","281.200012207031","19.91040679","-155.13763397","281.200012207031","41559","41559",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11331786592722","NO","40","NO"
"MULTILINESTRING ((-155.093505116694 19.693581945212, -155.093463317764 19.693585519232))","11131","-LhD9qvkHNPXDB7oI_J9QF","2.41032","2.40762","19.69358541","-155.09351963","420.399993896484","19.69358898","-155.09347783","420.5","2156","2158",,"SR","2000","Hawaii_SR_2000_CTR_-_2019","Hawaii","CTR","-MP","28-MAR-2019","MS2019","Tubular Marker Yellow","14","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","4.67218469099659","YES","30","NO"
"MULTILINESTRING ((-158.028989012548 21.488975361456, -158.029080800035 21.488991284506, -158.029157271843 21.489021860479, -158.029257331846 21.489084057528, -158.029302033956 21.489120845968, -158.029356305724 21.489185451984, -158.029398805441 21.48925698386, -158.029428855667 21.489335557822, -158.029442357958 21.489423919044, -158.029434509281 21.489543724347, -158.029390458963 21.48965826204, -158.029344163533 21.489729685565, -158.0292845805 21.48979070312))","113","-L_TV2Y9IAeGBi9GpAe_7k","0.05149","0.11848","21.48897878","-158.02900341","927","21.48979412","-158.02929897","943.700012207031","78","112",,"RMP","H-2","Oahu_RMP_H-2_SB_8AA_CTR_+_2019","Oahu","SB","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","392","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Oahu_H-2_+MP_0","128.697151315097","NO","55","YES"
"MULTILINESTRING ((-155.975370685901 19.62971411111, -155.975360686997 19.629714111744))","14630","-LcbA2ViH6P5md6l11ovu-","120.26601","120.26601","19.6297176","-155.97538518","453.399993896484","19.6297176","-155.97538518","453.399993896484","60063","60063",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_118.9","1.11307284488858","NO","44","NO"
