"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"construction","New York State Department of Transportation Traffic Management Center - Albany","913T; Broadway (Rt 32) Ramp to I-787","Eastbound","ramp to Colonie","Albany","NY","2020-04-20T07:26:57.000",,"Construction, construction on 913T; Broadway (Rt 32) Ramp to I-787 eastbound ramp to I787 (Colonie) right shoulder closed until 11:59 P.M.","New York State Department of Transportation Traffic Management Center - Albany","42.683799","-73.725502"
"incident","New York Waterway","Haverstraw-Ossining Ferry","Both directions","between Haverstraw","Rockland","NY","2020-04-20T06:27:15.000",,"Due to Operational activity, both directions Haverstraw-Ossining Ferry between Haverstraw Ferry Terminal (Haverstraw) and Ossining Ferry Terminal (Ossining) service remains suspended and replaced with substitute buses until further notice.","New York Waterway","41.192869","-73.958079"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","I84E","Eastbound","at Willington","Tolland","CT","2020-04-20T06:04:18.000",,"Road Work on I-84 Eastbound between Exits 70 and 71 (2.1 miles) in effect today until Friday, April 24 at 4:00 pm. The left lane is closed. Reported Monday, April 20 at 6:02 am.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.896317","-72.290592"
"roadwork","New York State Department of Transportation (Region 10)","NY 106","Both directions","between Hempstead","Nassau","NY","2020-04-20T03:17:48.000",,"Roadwork on NY 106 both directions between Hempstead Turnpike; NY 24 (Hempstead) and West Old Country Road (Oyster Bay) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.724601","-73.544097"
"roadwork","New York State Department of Transportation (Region 10)","Ocean Parkway [Nassau; Suffolk]","Westbound",,"Suffolk","NY","2020-04-20T03:05:53.000",,"Roadwork on Ocean Parkway [Nassau; Suffolk] westbound between Cedar Beach Town Park (Suffolk) and Gilgo Beach (Nassau) from 9:00 A.M. until 4:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.6395","-73.2644"
"roadwork","New York State Department of Transportation (Region 10)","NY 112","Both directions",,"Suffolk","NY","2020-04-20T03:03:39.000",,"Roadwork on NY 112 both directions between I-495 South Service Road (Suffolk) and Horseblock Road; CR 16 (Brookhaven) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.797","-73.3421"
"roadwork","New York State Department of Transportation (Region 10)","NY 110","Both directions","between Babylon","Suffolk","NY","2020-04-20T03:01:17.000",,"Roadwork on NY 110 both directions between Michael Avenue (Babylon) and Excecutive Boulevard; Del Drive (Babylon) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.7223","-73.425"
"roadwork","New York State Department of Transportation (Region 10)","NY 27","Both directions",,"Suffolk","NY","2020-04-20T02:54:20.000",,"Roadwork on NY 27 both directions between Exit 61 - Moriches-Riverhead Road; CR 51 (Suffolk) and Exit 62 - West Hampton Road; CR 111 (Suffolk) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed service road","New York State Department of Transportation (Region 10)","40.8339","-72.7472"
"roadwork","New York State Department of Transportation (Region 10)","NY 27","Both directions",,"Suffolk","NY","2020-04-20T02:51:43.000",,"Roadwork on NY 27 both directions between Exit 45 - NY 111; Islip Avenue (Suffolk) and Exit 44 - Brentwood Road (Suffolk) from 9:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed service road","New York State Department of Transportation (Region 10)","40.7421","-73.2376"
"roadwork","New York State Department of Transportation (Region 10)","NY 27","Both directions",,"Suffolk","NY","2020-04-20T02:48:31.000",,"Roadwork on NY 27 both directions between Exit 43 - 5th Avenue; CR 13 (Suffolk) and Exit 45 - NY 111; Islip Avenue (Suffolk) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:59 AM thru 03:00 PM, 1 right lane closed","New York State Department of Transportation (Region 10)","40.7379","-73.2376"
"roadwork","New York State Department of Transportation (Region 10)","NY 111","Both directions","between Islip","Suffolk","NY","2020-04-20T02:43:19.000",,"Roadwork on NY 111 both directions between NY 454 Veterans Memorial Highway (Islip) and Smithtown Bypass; NY 347 (Smithtown) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.8227","-73.208099"
"roadwork","New York State Department of Transportation (Region 10)","NY 25A","Both directions","between Brookhaven","Suffolk","NY","2020-04-20T02:43:00.000",,"Roadwork on NY 25A both directions between North Country Road; Ramp (Brookhaven) and NY 25A Bypass (Brookhaven) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.93","-73.115501"
"roadwork","New York State Department of Transportation (Region 10)","NY 105","Both directions","between Hempstead","Nassau","NY","2020-04-20T02:39:43.000",,"Roadwork on NY 105 both directions between Wantagh Avenue (Hempstead) and Hicksville Road; NY 107; END ROUTE; Jerusalem Avenue (Oyster Bay) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.6935","-73.507797"
"roadwork","New York State Department of Transportation (Region 10)","NY 27","Westbound",,"Suffolk","NY","2020-04-20T02:34:18.000",,"Roadwork on NY 27 westbound between Exit 50 - Lincoln Avenue; Broadway Avenue (Suffolk) and Exit 50A - Johnson Avenue; CR 112; WB Only (Suffolk) from 10:00 A.M. until 1:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 01:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.7647","-73.0813"
"roadwork","New York State Department of Transportation (Region 10)","NY 25","Westbound","between Riverhead","Suffolk","NY","2020-04-20T02:29:21.000",,"Roadwork on NY 25 westbound between Exit - I-495 Long Island Expressway (Riverhead) and Old Country Road; CR 58 (Riverhead) from 10:00 A.M. until 1:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 01:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.922298","-72.726303"
"roadwork","New York State Department of Transportation (Region 10)","I-495","Both directions","between Brookhaven","Suffolk","NY","2020-04-20T02:24:41.000",,"Roadwork on I-495 both directions between Exit 71 - Edwards Avenue; NY 24; Hampton Bays Road (Brookhaven) and Exit 72 - NY 25; West Main St; (Riverhead) from 7:00 A.M. until 4:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 04:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.9016","-72.7421"
"roadwork","New York State Department of Transportation (Region 10)","NY 101","Both directions",,"Nassau","NY","2020-04-20T02:21:54.000",,"Roadwork on NY 101 both directions between Revere Road (Nassau) and East Main Street (North Hempstead) from 7:00 A.M. until 3:30 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 03:30 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.8239","-73.6822"
"moving operation","New York State Department of Transportation (Region 10)","Robert Moses Causeway","Southbound","between Islip","Suffolk","NY","2020-04-20T02:17:33.000",,"Moving operation on Robert Moses Causeway southbound between Exit RM1E - Sunrise Highway (Islip) and Exit RM2E - NY 27A; Montauk Highway (Islip) from 9:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.724201","-73.287002"
"roadwork","New York State Department of Transportation (Region 10)","NY 135","Southbound","between Oyster Bay","Nassau","NY","2020-04-20T02:14:17.000",,"Roadwork on NY 135 southbound between Exit 14E - NY 25; Jericho Turnpike (Oyster Bay) and Exit 7 - Hempstead Turnpike - NY 24 (Nassau) from 9:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.8078","-73.491203"
"roadwork","New York State Department of Transportation (Region 10)","I-495","Westbound","between Huntington","Suffolk","NY","2020-04-20T02:10:35.000",,"Roadwork on I-495 westbound between Exit 51 - Deer Park Avenue; NY 231 (Huntington) and Exit 49S - NY 110 (Huntington) from 9:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed service road","New York State Department of Transportation (Region 10)","40.795398","-73.3469"
"roadwork","New York State Department of Transportation (Region 10)","I-495","Eastbound","between Huntington","Suffolk","NY","2020-04-20T02:07:28.000",,"Roadwork on I-495 eastbound between Exit 49N - NY 110 (Huntington) and Exit 50 - Bagatelle Road (Huntington) from 9:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed service road","New York State Department of Transportation (Region 10)","40.780799","-73.417701"
"roadwork","New York State Department of Transportation (Region 10)","NY 27A","Westbound","between Islip","Suffolk","NY","2020-04-20T02:02:19.000",,"Roadwork on NY 27A westbound between Islip Avenue; NY 111 (Islip) and Ocean Avenue (Babylon) from 8:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.730201","-73.207397"
"roadwork","New York State Department of Transportation (Region 10)","NY 27","Both directions","at Hempstead","Nassau","NY","2020-04-20T01:45:23.000",,"Roadwork on NY 27 both directions at Bixley Heath (Hempstead) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.6569","-73.6847"
"roadwork","New York State Department of Transportation (Region 10)","NY 25","Both directions","area of Oyster Bay","Nassau","NY","2020-04-20T01:34:24.000",,"Roadwork on NY 25 both directions area of Plainview Road (Oyster Bay) from 10:00 A.M. until 3:00 P.M., Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 03:00 PM, 1 lane closed","New York State Department of Transportation (Region 10)","40.819599","-73.452697"
"security check point","Niagra International Transportation Technology Coaliition","Rainbow Bridge","Westbound","approaching Niagara Falls","Niagara County","NY","2020-04-20T01:03:28.000",,"Security Check Point on Rainbow Bridge westbound approaching US-Canadian Border (Niagara Falls) ALL non-essential travel, which includes travel that is considered tourism or recreational in nature, is prohibited. For more info https://www.cbsa-asfc.gc.ca/agency-agence/pm-covid19-eng.html","Niagra International Transportation Technology Coaliition","43.0903","-79.0678"
"incident","Westchester Bee-Line","# 40 Bus","Northbound",,,"NY","2020-04-20T00:24:24.000",,"Due to Special event, northbound # 40 Bus to Grasslands Reservation until 11:59 P.M. a trip from Mt. Vernon was added at 6:05 a.m. These extra trips will be in effect on weekdays only, and regular Saturday and Sunday schedules remain in effect. Schedules are subject to modification.","Westchester Bee-Line","41.083992","-73.801887"
"construction","MTA Long Island Rail Road","Port Jefferson Branch","Eastbound","from Manhattan","New York","NY","2020-04-20T00:00:25.000",,"Due to Construction, eastbound Port Jefferson Branch from New York Penn Station (Manhattan) to Huntington Station (Suffolk County) the 11:42pm train will depart 15 minutes earlier, and will add stops at Forest Hills and Kew Gardens., Saturday April 25th, 2020 thru Sunday April 26th, 2020, Saturday/Sunday, 11:00 PM thru 11:59 PM,, Saturday May 2nd, 2020 thru Sunday May 3rd, 2020, Saturday/Sunday, 11:00 PM thru 11:59 PM,, Saturday May 16th, 2020 thru Sunday May 17th, 2020, Saturday/Sunday, 11:00 PM thru 11:59 PM,","MTA Long Island Rail Road","40.749717","-73.991653"
"construction","MTA Long Island Rail Road","Far Rockaway Branch","Both directions","between Queens","Queens","NY","2020-04-20T00:00:25.000",,"Due to Concrete Tie Replacement, both directions Far Rockaway Branch between Jamaica Station (Queens) and Valley Stream Station (Nassau County) at Locust Manor, Laurelton, and Rosedale, buses will substitute for all trains. Westbound buses will depart up to 30 minutes earlier than normal train times for service to Jamaica. At Jamaica, transfer to train service for points west. Please plan for up to one hour of additional travel time. Eastbound customers will board trains up to 30 minutes later than normal train times for Jamaica; exit at Jamaica and transfer to bus service for Locust Manor, Laurelton and Rosedale., Saturday April 25th, 2020 thru Sunday April 26th, 2020, Saturday/Sunday, 12:00 AM thru 11:59 PM,, Saturday May 2nd, 2020 thru Sunday May 3rd, 2020, Saturday/Sunday, 12:00 AM thru 11:59 PM,, Saturday May 16th, 2020 thru Sunday May 17th, 2020, Saturday/Sunday, 12:00 AM thru 11:59 PM,","MTA Long Island Rail Road","40.700542","-73.808036"
