"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-NY022NYT298-44.39163-73.84293-07232009-C4283-BlTHg","NY001-NY022NYT298-44.39163-73.84293-07232009-C4283","NY001-NY022NYT298-44.39163-73.84293-07232009","NY001-NY022NYT298-44.39163-73.84293","44.39163","-73.84293","NY001-NY022NYT298","NY001",,"2009-07-23T00:00:00.000","2009","2311-55962","Blood","Blood",,,"0.01828","ppm","THg","ww",,"0.01828","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT298-44.39163-73.84293-07232009-C4284-BlTHg","NY001-NY022NYT298-44.39163-73.84293-07232009-C4284","NY001-NY022NYT298-44.39163-73.84293-07232009","NY001-NY022NYT298-44.39163-73.84293","44.39163","-73.84293","NY001-NY022NYT298","NY001",,"2009-07-23T00:00:00.000","2009","2311-55963","Blood","Blood",,,"0.0488","ppm","THg","ww",,"0.0488","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT298-44.39163-73.84293-07232009-C4285-BlTHg","NY001-NY022NYT298-44.39163-73.84293-07232009-C4285","NY001-NY022NYT298-44.39163-73.84293-07232009","NY001-NY022NYT298-44.39163-73.84293","44.39163","-73.84293","NY001-NY022NYT298","NY001",,"2009-07-23T00:00:00.000","2009","2311-55964","Blood","Blood",,,"0.06448","ppm","THg","ww",,"0.06448","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT298-44.39163-73.84293-07232009-C4752-BlTHg","NY001-NY022NYT298-44.39163-73.84293-07232009-C4752","NY001-NY022NYT298-44.39163-73.84293-07232009","NY001-NY022NYT298-44.39163-73.84293","44.39163","-73.84293","NY001-NY022NYT298","NY001",,"2009-07-23T00:00:00.000","2009","2311-55961","Blood","Blood",,,"0.18703","ppm","THg","ww",,"0.18703","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C0357-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C0357","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2510-02712","Blood","Blood",,,"0.06232","ppm","THg","ww",,"0.06232","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C2588-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C2588","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2281-67621","Blood","Blood",,,"0.05101","ppm","THg","ww",,"0.05101","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C2589-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C2589","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2281-67697","Blood","Blood",,,"0.0459","ppm","THg","ww",,"0.0459","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C2591-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C2591","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2281-67698","Blood","Blood",,,"0.04774","ppm","THg","ww",,"0.04774","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C4295-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C4295","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2311-55978","Blood","Blood",,,"0.02922","ppm","THg","ww",,"0.02922","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06042010-C4759-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06042010-C4759","NY001-NY022NYT299-44.38935-73.85971-06042010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-04T00:00:00.000","2010","2311-55977","Blood","Blood",,,"0.07334","ppm","THg","ww",,"0.07334","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C2586-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C2586","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2281-67620","Blood","Blood",,,"0.04615","ppm","THg","ww",,"0.04615","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C2587-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C2587","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2281-67621","Blood","Blood",,,"0.05244","ppm","THg","ww",,"0.05244","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C4291-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C4291","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2311-55927","Blood","Blood",,,"0.05889","ppm","THg","ww",,"0.05889","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C4292-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C4292","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2311-55928","Blood","Blood",,,"0.03123","ppm","THg","ww",,"0.03123","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C4293-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C4293","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2311-55929","Blood","Blood",,,"0.05668","ppm","THg","ww",,"0.05668","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C4757-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C4757","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2311-55925","Blood","Blood",,,"0.12922","ppm","THg","ww",,"0.12922","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C4758-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C4758","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2311-55926","Blood","Blood",,,"0.0773","ppm","THg","ww",,"0.0773","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C6625-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C6625","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","UnNY-09005","Blood","Blood",,,"1.72313","ppm","THg","ww",,"1.72313","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06172009-C6797-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06172009-C6797","NY001-NY022NYT299-44.38935-73.85971-06172009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-06-17T00:00:00.000","2009","2281-67619","Blood","Blood",,,"0.0694","ppm","THg","ww",,"0.0694","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C0684-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C0684","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2311-56001","Blood","Blood",,,"0.11244","ppm","THg","ww",,"0.11244","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C2590-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C2590","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2281-67697","Blood","Blood",,,"0.04366","ppm","THg","ww",,"0.04366","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C2592-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C2592","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2281-67698","Blood","Blood",,,"0.0354","ppm","THg","ww",,"0.0354","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C4294-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C4294","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2311-55929","Blood","Blood",,,"0.05088","ppm","THg","ww",,"0.05088","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C4296-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C4296","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2311-56002","Blood","Blood",,,"0.06854","ppm","THg","ww",,"0.06854","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06292010-C4297-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06292010-C4297","NY001-NY022NYT299-44.38935-73.85971-06292010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-29T00:00:00.000","2010","2311-56003","Blood","Blood",,,"0.05172","ppm","THg","ww",,"0.05172","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06302010-C2362-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06302010-C2362","NY001-NY022NYT299-44.38935-73.85971-06302010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-30T00:00:00.000","2010","1232-29846","Blood","Blood",,,"0.02393","ppm","THg","ww",,"0.02393","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06302010-C2363-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06302010-C2363","NY001-NY022NYT299-44.38935-73.85971-06302010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-30T00:00:00.000","2010","1232-29847","Blood","Blood",,,"0.01954","ppm","THg","ww",,"0.01954","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-06302010-C6799-BlTHg","NY001-NY022NYT299-44.38935-73.85971-06302010-C6799","NY001-NY022NYT299-44.38935-73.85971-06302010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-06-30T00:00:00.000","2010","2281-67934","Blood","Blood",,,"0.05076","ppm","THg","ww",,"0.05076","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-07222010-C2593-BlTHg","NY001-NY022NYT299-44.38935-73.85971-07222010-C2593","NY001-NY022NYT299-44.38935-73.85971-07222010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-07-22T00:00:00.000","2010","2281-67945","Blood","Blood",,,"0.04281","ppm","THg","ww",,"0.04281","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-07222010-C4760-BlTHg","NY001-NY022NYT299-44.38935-73.85971-07222010-C4760","NY001-NY022NYT299-44.38935-73.85971-07222010","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2010-07-22T00:00:00.000","2010","2311-56018","Blood","Blood",,,"0.06228","ppm","THg","ww",,"0.06228","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT299-44.38935-73.85971-07242009-C6798-BlTHg","NY001-NY022NYT299-44.38935-73.85971-07242009-C6798","NY001-NY022NYT299-44.38935-73.85971-07242009","NY001-NY022NYT299-44.38935-73.85971","44.38935","-73.85971","NY001-NY022NYT299","NY001",,"2009-07-24T00:00:00.000","2009","2281-67688","Blood","Blood",,,"0.01908","ppm","THg","ww",,"0.01908","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06082010-C0358-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06082010-C0358","NY001-NY022NYT300-44.38510-73.86500-06082010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-06-08T00:00:00.000","2010","2510-02714","Blood","Blood",,,"0.07988","ppm","THg","ww",,"0.07988","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06082010-C0995-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06082010-C0995","NY001-NY022NYT300-44.38510-73.86500-06082010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-06-08T00:00:00.000","2010","2510-02715","Blood","Blood",,,"0.03331","ppm","THg","ww",,"0.03331","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06082010-C1089-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06082010-C1089","NY001-NY022NYT300-44.38510-73.86500-06082010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-06-08T00:00:00.000","2010","2510-02716","Blood","Blood",,,"0.04324","ppm","THg","ww",,"0.04324","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06082010-C2596-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06082010-C2596","NY001-NY022NYT300-44.38510-73.86500-06082010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-06-08T00:00:00.000","2010","2281-67911","Blood","Blood",,,"0.05503","ppm","THg","ww",,"0.05503","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06082010-C5909-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06082010-C5909","NY001-NY022NYT300-44.38510-73.86500-06082010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-06-08T00:00:00.000","2010","2311-55984","Blood","Blood",,,"0.03834","ppm","THg","ww",,"0.03834","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C2594-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C2594","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2281-67636","Blood","Blood",,,"0.05417","ppm","THg","ww",,"0.05417","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C2595-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C2595","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2281-67640","Blood","Blood",,,"0.05947","ppm","THg","ww",,"0.05947","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C4298-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C4298","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2311-55932","Blood","Blood",,,"0.03766","ppm","THg","ww",,"0.03766","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C4761-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C4761","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2311-55933","Blood","Blood",,,"0.08459","ppm","THg","ww",,"0.08459","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C5907-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C5907","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2311-55934","Blood","Blood",,,"0.03054","ppm","THg","ww",,"0.03054","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C6800-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C6800","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2281-67639","Blood","Blood",,,"0.08834","ppm","THg","ww",,"0.08834","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C6801-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C6801","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2281-67641","Blood","Blood",,,"0.0476","ppm","THg","ww",,"0.0476","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-06212009-C7718-BlTHg","NY001-NY022NYT300-44.38510-73.86500-06212009-C7718","NY001-NY022NYT300-44.38510-73.86500-06212009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-06-21T00:00:00.000","2009","2281-67638","Blood","Blood",,,"0.03043","ppm","THg","ww",,"0.03043","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07022010-C4065-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07022010-C4065","NY001-NY022NYT300-44.38510-73.86500-07022010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-02T00:00:00.000","2010","2520-76142","Blood","Blood",,,"0.02441","ppm","THg","ww",,"0.02441","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07022010-C4301-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07022010-C4301","NY001-NY022NYT300-44.38510-73.86500-07022010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-02T00:00:00.000","2010","2311-55932","Blood","Blood",,,"0.04681","ppm","THg","ww",,"0.04681","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07022010-C4302-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07022010-C4302","NY001-NY022NYT300-44.38510-73.86500-07022010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-02T00:00:00.000","2010","2311-56004","Blood","Blood",,,"0.06152","ppm","THg","ww",,"0.06152","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07022010-C4762-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07022010-C4762","NY001-NY022NYT300-44.38510-73.86500-07022010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-02T00:00:00.000","2010","2311-56006","Blood","Blood",,,"0.16479","ppm","THg","ww",,"0.16479","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07022010-C5908-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07022010-C5908","NY001-NY022NYT300-44.38510-73.86500-07022010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-02T00:00:00.000","2010","2311-55934","Blood","Blood",,,"0.07922","ppm","THg","ww",,"0.07922","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07232009-C4299-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07232009-C4299","NY001-NY022NYT300-44.38510-73.86500-07232009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-07-23T00:00:00.000","2009","2311-55965","Blood","Blood",,,"0.02787","ppm","THg","ww",,"0.02787","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07232009-C4300-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07232009-C4300","NY001-NY022NYT300-44.38510-73.86500-07232009","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2009-07-23T00:00:00.000","2009","2311-55966","Blood","Blood",,,"0.02409","ppm","THg","ww",,"0.02409","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT300-44.38510-73.86500-07242010-C2597-BlTHg","NY001-NY022NYT300-44.38510-73.86500-07242010-C2597","NY001-NY022NYT300-44.38510-73.86500-07242010","NY001-NY022NYT300-44.38510-73.86500","44.3851","-73.865","NY001-NY022NYT300","NY001",,"2010-07-24T00:00:00.000","2010","2281-67947","Blood","Blood",,,"0.04304","ppm","THg","ww",,"0.04304","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C0359-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C0359","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2510-02713","Blood","Blood",,,"0.05262","ppm","THg","ww",,"0.05262","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C0892-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C0892","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2311-55983","Blood","Blood",,,"0.04361","ppm","THg","ww",,"0.04361","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C5910-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C5910","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2311-55981","Blood","Blood",,,"0.05296","ppm","THg","ww",,"0.05296","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C5911-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C5911","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2311-55982","Blood","Blood",,,"0.04609","ppm","THg","ww",,"0.04609","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C7722-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C7722","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2281-67643","Blood","Blood",,,"0.04181","ppm","THg","ww",,"0.04181","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C7723-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C7723","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2281-67644","Blood","Blood",,,"0.04974","ppm","THg","ww",,"0.04974","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06082010-C7724-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06082010-C7724","NY001-NY022NYT301-44.37980-73.87170-06082010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-06-08T00:00:00.000","2010","2281-67910","Blood","Blood",,,"0.04609","ppm","THg","ww",,"0.04609","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06212009-C6802-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06212009-C6802","NY001-NY022NYT301-44.37980-73.87170-06212009","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2009-06-21T00:00:00.000","2009","2281-67642","Blood","Blood",,,"0.17162","ppm","THg","ww",,"0.17162","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06212009-C6803-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06212009-C6803","NY001-NY022NYT301-44.37980-73.87170-06212009","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2009-06-21T00:00:00.000","2009","2281-67645","Blood","Blood",,,"0.14082","ppm","THg","ww",,"0.14082","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06212009-C7719-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06212009-C7719","NY001-NY022NYT301-44.37980-73.87170-06212009","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2009-06-21T00:00:00.000","2009","2281-67643","Blood","Blood",,,"0.03467","ppm","THg","ww",,"0.03467","Blood","Value Maintained",,,,,,,,,,
