"year_of_birth","sex","city","state","zip","residence_county","license_class","status","privilege","year_of_expiration"
"1967",,"SALISBURY MILLS","NY","12577","ORANGE","DM","VALID","FULL","2027"
"1954",,"BROOKLYN","NY","11235","KINGS","D","VALID","FULL","2029"
"1991",,"BUFFALO","NY","14215","ERIE","D","VALID","FULL","2028"
"1987",,"UNIONDALE","NY","11553","NASSAU","D","VALID","FULL","2024"
"1961",,"CALLICOON CTR","NY","12724","SULLIVAN","D","VALID","FULL","2025"
"1978",,"EASTCHESTER","NY","10709","WESTCHESTER","D","VALID","FULL","2023"
"1993",,"HORNELL","NY","14843","STEUBEN","D","VALID","FULL","2024"
"1983",,"RAYMONDVILLE","NY","13678","ST. LAWRENCE","D","VALID","FULL","2023"
"1965",,"LOCKPORT","NY","14094","NIAGARA","D","VALID","FULL","2027"
"1940",,"BULLVILLE","NY","10915","ORANGE","D","VALID","FULL","2025"
"1979",,"WESTFIELD","NY","14787","CHAUTAUQUA","D","VALID","FULL","2025"
"1980",,"BROOKLYN","NY","11236","KINGS","D","VALID","FULL","2026"
"1955",,"CLIFTON PARK","NY","12065","SARATOGA","D","VALID","FULL","2027"
"1972",,"NEW YORK","NY","10010","NEW YORK","D","VALID","FULL","2023"
"1975",,"CROGHAN","NY","13327","LEWIS","D","VALID","FULL","2025"
"1966",,"CATSKILL","NY","12414","GREENE","ID ONLY","SUSPENDED","FULL","2024"
"1953",,"OGDENSBURG","NY","13669","ST. LAWRENCE","D","VALID","FULL","2028"
"1954",,"MECHANICVILLE","NY","12118","SARATOGA","D","VALID","FULL","2025"
"1992",,"MILLER PLACE","NY","11764","SUFFOLK","D","VALID","FULL","2029"
"1994",,"BROOKLYN","NY","11207","KINGS","D","VALID","FULL","2025"
"1951",,"HIGHLAND","NY","12528","ULSTER","D","VALID","FULL","2027"
"1962",,"OLD FORGE","NY","13420","HERKIMER","D","VALID","FULL","2028"
"1954",,"BALDWINSVILLE","NY","13027","ONONDAGA","D","VALID","FULL","2028"
"1958",,"BAYSIDE","NY","11364","QUEENS","DM","VALID","FULL","2028"
"1968",,"SCHROON LAKE","NY","12870","ESSEX","D","VALID","FULL","2028"
"1978",,"BROOKLYN","NY","11210","KINGS","B","SURRENDERED","FULL","2022"
"1989",,"WESTBROOKVLLE","NY","12785","ORANGE","D","VALID","FULL","2026"
"1958",,"SPRING VALLEY","NY","10977","ROCKLAND","B","VALID","FULL","2026"
"2002",,"OSSINING","NY","10562","WESTCHESTER","D","VALID","FULL","2024"
"1970",,"YONKERS","NY","10701","WESTCHESTER","D","VALID","FULL","2024"
"1951",,"STATEN ISLAND","NY","10312","RICHMOND","D","VALID","FULL","2027"
"1993",,"FAR ROCKAWAY","NY","11691","QUEENS","ID ONLY","SURRENDERED","FULL","2024"
"1955",,"REMSENBURG","NY","11960","SUFFOLK","D","VALID","FULL","2030"
"1968",,"VERPLANCK","NY","10596","WESTCHESTER","DM","VALID","FULL","2029"
"1983",,"REMSENBURG","NY","11960","SUFFOLK","D","VALID","FULL","2028"
"1958",,"WEST LYDEN","NY","13489","LEWIS","BM","VALID","FULL","2028"
"1943",,"HARTFORD","NY","12838","WASHINGTON","D","VALID","FULL","2026"
"1947",,"HADLEY","NY","12835","SARATOGA","DM","VALID","FULL","2024"
"1954",,"BROOKLYN","NY","11212","KINGS","E","VALID","FULL","2024"
"1995",,"BLOOMINGBURG","NY","12721","ORANGE","D","VALID","FULL","2023"
"1955",,"NIAGARA FALLS","NY","14304","NIAGARA","D","VALID","FULL","2027"
"1993",,"WOODSIDE","NY","11377","QUEENS","ID ONLY","NONE","NONE","2026"
"1941",,"GOSHEN","NY","10924","ORANGE","D","VALID","FULL","2026"
"1988",,"NEW YORK","NY","10037","NEW YORK","D","VALID","FULL","2023"
"1996",,"BROOKLYN","NY","11204","KINGS","D PERMIT","VALID","FULL","2023"
"1940",,"BROOKLYN","NY","11212","KINGS","ID ONLY","NONE","NONE","2023"
"1985",,"SOUTHAMPTON","NY","11968","SUFFOLK","DM","VALID","FULL","2022"
"1954",,"NAPANOCH","NY","12458","ULSTER","D","VALID","FULL","2028"
"1971",,"NEW WOODSTOCK","NY","13122","ONONDAGA","D","VALID","FULL","2027"
"2002",,"BROOKLYN","NY","11201","KINGS","D PERMIT","VALID","FULL","2025"
"1996",,"INWOOD","NY","11096","NASSAU","D","VALID","FULL","2025"
"1950",,"BROOKLYN","NY","11211","KINGS","ID ONLY","NONE","NONE","2027"
"1936",,"ROME","NY","13440","ONEIDA","DM","VALID","FULL","2026"
"1984",,"FREEDOM","NY","14065","CATTARAUGUS","D","VALID","FULL","2023"
"1991",,"STONY POINT","NY","10980","ROCKLAND","N","VALID","FULL","2030"
"1976",,"MOUNT VERNON","NY","10552","WESTCHESTER","D","VALID","FULL","2026"
"1996",,"BROOKLYN","NY","11234","KINGS","D","VALID","FULL","2024"
"1969",,"BAY SHORE","NY","11706","SUFFOLK","D","VALID","FULL","2027"
"2000",,"NEW YORK","NY","10026","NEW YORK","D PERMIT","VALID","FULL","2024"
"1977",,"SCHENECTADY","NY","12303","SCHENECTADY","DM","VALID","FULL","2026"
"1973",,"FAYETTEVILLE","NY","13066","ONONDAGA","D","VALID","FULL","2026"
"1998",,"MIDDLETOWN","NY","10940","ORANGE","D","VALID","FULL","2023"
"1987",,"HAGUE","NY","12836","WARREN","D","VALID","FULL","2029"
"1946",,"LE ROY","NY","14482","GENESEE","DM","VALID","FULL","2026"
"1979",,"YONKERS","NY","10701","WESTCHESTER","D PERMIT","VALID","FULL","2026"
"1977",,"ST JOHNSVILLE","NY","13452","MONTGOMERY","D","VALID","FULL","2026"
"1945",,"SMITHTOWN","NY","11787","SUFFOLK","D","VALID","FULL","2030"
"1995",,"MILTON","NY","12547","ULSTER","D PERMIT","VALID","FULL","2023"
"1975",,"LACONA","NY","13083","OSWEGO","ID ONLY","SURRENDERED","FULL","2024"
"1989",,"CARTHAGE","NY","13619","JEFFERSON","D","VALID","FULL","2027"
"1992",,"VICTOR","NY","14564","ONTARIO","D","VALID","FULL","2023"
"1964",,"BRONX","NY","10459","BRONX","ID ONLY","NONE","NONE","2022"
"1951",,"STATEN ISLAND","NY","10314","RICHMOND","D","VALID","FULL","2026"
"1974",,"BRONX","NY","10465","BRONX","D","VALID","FULL","2026"
"1989",,"COLLEGE POINT","NY","11356","QUEENS","D","VALID","FULL","2026"
"2002",,"WESTBURY","NY","11590","NASSAU","D","VALID","FULL","2023"
"1989",,"BRONX","NY","10465","BRONX","D PERMIT","VALID","FULL","2023"
"1974",,"BROOKLYN","NY","11206","KINGS","ID ONLY","SURRENDERED","FULL","2028"
"1976",,"HORSEHEADS","NY","14845","CHEMUNG","D","VALID","FULL","2026"
"1975",,"EAST ELMHURST","NY","11370","QUEENS","E","VALID","FULL","2025"
"1982",,"BROOKLYN","NY","11201","KINGS","D","VALID","FULL","2027"
"1974",,"YONKERS","NY","10704","WESTCHESTER","D PERMIT","VALID","FULL","2023"
"1946",,"BRONX","NY","10472","BRONX","ID ONLY","NONE","NONE","2029"
"1955",,"ASHVILLE","NY","14710","CHAUTAUQUA","D","VALID","FULL","2027"
"1963",,"SYRACUSE","NY","13209","ONONDAGA","D","VALID","FULL","2026"
"2001",,"ELMHURST","NY","11373","QUEENS","ID ONLY","NONE","NONE","2026"
"1987",,"BRONX","NY","10453","BRONX","E","VALID","FULL","2029"
"1985",,"BROOKLYN","NY","11209","KINGS","D","VALID","FULL","2023"
"2001",,"ITHACA","NY","14850","TOMPKINS","D","VALID","FULL","2022"
"1963",,"OYSTER BAY","NY","11771","NASSAU","D","VALID","FULL","2028"
"1950",,"WAYLAND","NY","14572","LIVINGSTON","DM","VALID","FULL","2027"
"1996",,"NEW YORK","NY","10031","NEW YORK","E","VALID","FULL","2028"
"1944",,"ROCHESTER","NY","14610","MONROE","D","VALID","FULL","2028"
"1962",,"BRONX","NY","10462","BRONX","ID ONLY","REVOKED","FULL","2027"
"1984",,"BROOKLYN","NY","11214","KINGS","D","VALID","FULL","2029"
"1963",,"SOUTHAMPTON","NY","11968","SUFFOLK","D","VALID","FULL","2027"
"1959",,"SYLVAN BEACH","NY","13157","ONEIDA","D","VALID","FULL","2029"
"1943",,"BRIDGEHAMPTON","NY","11932","SUFFOLK","D","VALID","FULL","2027"
"1953",,"BUTTERNUTS","NY","13776","OTSEGO","D","VALID","FULL","2025"
"1979",,"MAYFIELD","NY","12117","FULTON","D","VALID","FULL","2029"
"1973",,"BROOKLYN","NY","11219","KINGS","D","VALID","FULL","2028"
"1953",,"ROCHESTER","NY","14617","MONROE","D","VALID","FULL","2027"
"1978",,"NEW YORK","NY","10009","NEW YORK","ID ONLY","NONE","NONE","2023"
"1977",,"BROOKLYN","NY","11204","KINGS","E","VALID","FULL","2029"
"1998",,"HIGHLAND MLS","NY","10930","ORANGE","D","VALID","FULL","2027"
"1992",,"EAST AMHERST","NY","14051","ERIE","D","VALID","FULL","2029"
"1987",,"ASTORIA","NY","11105","QUEENS","D","VALID","FULL","2027"
"1986",,"HEMPSTEAD","NY","11550","NASSAU","D","VALID","FULL","2026"
"1965",,"MIDDLETOWN","NY","10940","SULLIVAN","D","VALID","FULL","2028"
"1995",,"WHITNEY POINT","NY","13862","BROOME","D","VALID","FULL","2024"
"1972",,"BUFFALO","NY","14220","ERIE","D","VALID","FULL","2024"
"1979",,"BRONX","NY","10473","BRONX","D PERMIT","VALID","FULL","2026"
"1984",,"WATERVLIET","NY","12189","ALBANY","D","VALID","FULL","2029"
"1979",,"NEW YORK","NY","10035","NEW YORK","E","SURRENDERED","FULL","2023"
"1998",,"BRENTWOOD","NY","11717","SUFFOLK","D","VALID","FULL","2024"
"1980",,"ASTORIA","NY","11103","QUEENS","ID ONLY","REVOKED","FULL","2028"
"1991",,"WALLKILL","NY","12589","ORANGE","D","VALID","FULL","2026"
"1996",,"OLD FORGE","NY","13420","HERKIMER","ID ONLY","SURRENDERED","FULL","2023"
"1990",,"BRONX","NY","10461","BRONX","D","VALID","FULL","2025"
"1954",,"SPEONK","NY","11972","SUFFOLK","D","VALID","FULL","2026"
"1972",,"PATTERSON","NY","12563","PUTNAM","D","VALID","FULL","2028"
"1964",,"ANTWERP","NY","13608","JEFFERSON","D","VALID","FULL","2025"
"1959",,"SALISBURY CTR","NY","13454","HERKIMER","DM","VALID","FULL","2024"
"1990",,"NIAGARA FALLS","NY","14304","NIAGARA","DM","VALID","FULL","2026"
"1929",,"POLAND","NY","13431","HERKIMER","D","VALID","FULL","2026"
"1992",,"ALBANY","NY","12205","ALBANY","D","SURRENDERED","FULL","2029"
"1984",,"MARATHON","NY","13803","CORTLAND","D","VALID","FULL","2024"
"1997",,"BRENTWOOD","NY","11717","SUFFOLK","D","VALID","FULL","2026"
"1955",,"HARRISVILLE","NY","13648","LEWIS","D","VALID","FULL","2025"
"1960",,"BROOKLYN","NY","11203","KINGS","B","VALID","FULL","2029"
"1975",,"PATCHOGUE","NY","11772","SUFFOLK","D","VALID","FULL","2028"
"1982",,"PORT JEFFERSON STATION","NY","11776","SUFFOLK","D","VALID","FULL","2023"
"2005",,"LITTLE GENESE","NY","14754","ALLEGANY","DJ PERMIT","VALID","FULL","2026"
"1979",,"DEPEW","NY","14043","ERIE","D","VALID","FULL","2026"
"2001",,"BROOKLYN","NY","11204","KINGS","ID ONLY","NONE","NONE","2024"
"1961",,"HAVERSTRAW","NY","10927","ROCKLAND","D","VALID","FULL","2025"
"1974",,"BROOKLYN","NY","11215","KINGS","D","VALID","FULL","2028"
"1989",,"PORT JERVIS","NY","12771","ORANGE","D","VALID","FULL","2026"
"1963",,"SWAN LAKE","NY","12783","SULLIVAN","B","VALID","FULL","2029"
"2001",,"GOUVERNEUR","NY","13642","ST. LAWRENCE","D","VALID","FULL","2022"
"1998",,"ROCHESTER","NY","14621","MONROE","ID ONLY","SUSPENDED","NONE","2027"
"1969",,"FLUSHING","NY","11358","QUEENS","DM","VALID","FULL","2025"
"1942",,"TRIBES HILL","NY","12177","MONTGOMERY","D","VALID","FULL","2025"
"1943",,"POND EDDY","NY","12770","SULLIVAN","D","VALID","FULL","2026"
"1970",,"MORRISONVILLE","NY","12962","CLINTON","D","VALID","FULL","2027"
"1996",,"AUBURN","NY","13021","CAYUGA","D","VALID","FULL","2025"
"1946",,"PENN YAN","NY","14527","YATES","D","VALID","FULL","2025"
"2002",,"HERMON","NY","13652","ST. LAWRENCE","D","VALID","FULL","2023"
"1955",,"PHOENICIA","NY","12464","ULSTER","D","VALID","FULL","2027"
"1949",,"SHELTER ISLAND","NY","11965","SUFFOLK","D","VALID","FULL","2026"
"1942",,"WATERTOWN","NY","13601","JEFFERSON","D","VALID","FULL","2025"
"1943",,"MAYFIELD","NY","12117","FULTON","D","VALID","FULL","2026"
"1955",,"JACKSON HTS","NY","11372","QUEENS","ID ONLY","NONE","NONE","2027"
"1996",,"BRONX","NY","10461","BRONX","D","VALID","FULL","2027"
"1962",,"WATERTOWN","NY","13601","JEFFERSON","D","VALID","FULL","2027"
"2003",,"BATH","NY","14810","STEUBEN","D","VALID","FULL","2024"
"1979",,"ROCHESTER","NY","14624","MONROE","D","VALID","FULL","2029"
"1932",,"NORTH HUDSON","NY","12855","ESSEX","D","VALID","FULL","2025"
"2005",,"SYRACUSE","NY","13206","ONONDAGA","ID ONLY","NONE","NONE","2026"
"1950",,"GREENPORT","NY","11944","SUFFOLK","D","VALID","FULL","2028"
"1946",,"EAST ROCKAWAY","NY","11518","NASSAU","D","VALID","FULL","2028"
"1964",,"SHOREHAM","NY","11786","SUFFOLK","D","VALID","FULL","2028"
"1992",,"SKANEATELES FALLS","NY","13153","ONONDAGA","D","VALID","FULL","2024"
"1966",,"NEW YORK","NY","10014","NEW YORK","D","VALID","FULL","2026"
"1964",,"S FALLSBURG","NY","12779","SULLIVAN","ID ONLY","NONE","NONE","2023"
"1937",,"FAR ROCKAWAY","NY","11691","QUEENS","E","VALID","FULL","2029"
"1992",,"BROOKLYN","NY","11238","KINGS","DM","VALID","FULL","2029"
"1991",,"ISLIP TERRACE","NY","11752","SUFFOLK","D PERMIT","VALID","FULL","2023"
"1992",,"PITTSFORD","NY","14534","MONROE","D","SURRENDERED","FULL","2029"
"1986",,"BRONX","NY","10471","BRONX","D","VALID","FULL","2023"
"1995",,"MARCELLUS","NY","13108","ONONDAGA","D","VALID","FULL","2024"
"1989",,"S GLENS FALLS","NY","12803","SARATOGA","E","VALID","FULL","2026"
"1963",,"WHITNEY POINT","NY","13862","BROOME","D","VALID","FULL","2027"
"1959",,"EAST HAMPTON","NY","11937","SUFFOLK","D","VALID","FULL","2024"
"1978",,"CKEEKTOWAGA","NY","14227","ERIE","D","VALID","FULL","2025"
"1972",,"BAYSIDE","NY","11361","QUEENS","D","VALID","FULL","2022"
"1976",,"MAHOPAC","NY","10541","WESTCHESTER","D","SUSPENDED","FULL","2028"
"1944",,"MORRISVILLE","NY","13408","MADISON","D","VALID","FULL","2025"
"1999",,"WESTHAMPTON","NY","11977","SUFFOLK","D","VALID","FULL","2028"
"1969",,"BRONX","NY","10462","BRONX","ID ONLY","SUSPENDED","NONE","2025"
"1960",,"VALLEY STREAM","NY","11580","NASSAU","D","VALID","FULL","2026"
"1985",,"BREWSTER","NY","10509","PUTNAM","D","VALID","FULL","2022"
"2004",,"DIX HILLS","NY","11746","SUFFOLK","D","VALID","FULL","2025"
"2002",,"QUEENSBURY","NY","12804","WARREN","D PERMIT","VALID","FULL","2023"
"1981",,"ROCHESTER","NY","14616","MONROE","D","VALID","FULL","2024"
"1954",,"FREDONIA","NY","14063","CHAUTAUQUA","DM","VALID","FULL","2025"
"1966",,"PITTSFORD","VT","05763","OUT-OF-STATE","DM","VALID","FULL","2023"
"2003",,"FAYETTEVILLE","NY","13066","ONONDAGA","D PERMIT","VALID","FULL","2024"
"1984",,"COLLEGE POINT","NY","11356","QUEENS","D","VALID","FULL","2022"
"1935",,"ROCHESTER","NY","14617","MONROE","D","VALID","FULL","2027"
"1949",,"AMITYVILLE","NY","11701","SUFFOLK","ID ONLY","NONE","NONE","2026"
"1986",,"ANDES","NY","13731","DELAWARE","D","VALID","FULL","2026"
"1995",,"FONDA","NY","12068","MONTGOMERY","D","VALID","FULL","2024"
"1982",,"BRONX","NY","10472","BRONX","ID ONLY","NONE","NONE","2025"
"1970",,"HOWARD BEACH","NY","11414","QUEENS","B","VALID","FULL","2022"
"1946",,"BRONX","NY","10454","BRONX","ID ONLY","NONE","NONE","2022"
"2005",,"BROOKLYN","NY","11224","KINGS","ID ONLY","NONE","NONE","2023"
"1964",,"BUFFALO","NY","14214","ERIE","D","VALID","FULL","2026"
"1959",,"BRONX","NY","10456","BRONX","B","VALID","FULL","2028"
"1972",,"NEW YORK","NY","10021","NEW YORK","D","VALID","FULL","2028"
"1988",,"BRONX","NY","10460","BRONX","D","VALID","FULL","2029"
"2002",,"BROOKLYN","NY","11234","KINGS","D","VALID","FULL","2024"
"2001",,"KISSIMMEE","FL","34747","OUT-OF-STATE","D","VALID","FULL","2022"
"1988",,"LOGAN","UT","84321","OUT-OF-STATE","ID ONLY","NONE","NONE","2022"
"1963",,"BETHPAGE","NY","11714","NASSAU","D","VALID","FULL","2030"
"1974",,"RYE","NY","10580","WESTCHESTER","D","VALID","FULL","2026"
"1961",,"BROOKLYN","NY","11204","KINGS","D","VALID","FULL","2027"
"1973",,"BURDETT","NY","14818","SCHUYLER","D","VALID","FULL","2029"
"1955",,"ELMONT","NY","11003","NASSAU","N","VALID","FULL","2025"
"1986",,"FABIUS","NY","13063","ONONDAGA","D","VALID","FULL","2026"
"1997",,"BROOKLYN","NY","11236","KINGS","D","VALID","FULL","2025"
"2004",,"BROOKLYN","NY","11236","KINGS","DJ PERMIT","VALID","FULL","2025"
"1985",,"NEW YORK","NY","10069","NEW YORK","D","VALID","FULL","2024"
"1980",,"WOODHAVEN","NY","11421","QUEENS","D","VALID","FULL","2029"
"1984",,"BROOKLYN","NY","11236","KINGS","D","VALID","FULL","2028"
"1933",,"YONKERS","NY","10710","WESTCHESTER","ID ONLY","NONE","NONE","2028"
"1993",,"MIDDLETOWN","NY","10940","ORANGE","D","VALID","FULL","2030"
"1979",,"BROOKLYN","NY","11207","KINGS","D PERMIT","VALID","FULL","2026"
"1992",,"SCARSDALE","NY","10583","WESTCHESTER","D","VALID","FULL","2029"
"1994",,"LOS ANGELES","CA","90006","OUT-OF-STATE","D PERMIT","VALID","FULL","2024"
"1984",,"RIDGEWOOD","NY","11385","QUEENS","D","VALID","FULL","2029"
"1932",,"BROOKLYN","NY","11206","KINGS","ID ONLY","SUSPENDED","FULL","2026"
"1956",,"TULLY","NY","13159","ONONDAGA","DM","VALID","FULL","2028"
"1984",,"COEYMANS","NY","12045","ALBANY","D","VALID","FULL","2024"
"2003",,"BAY SHORE","NY","11706","SUFFOLK","D PERMIT","VALID","FULL","2025"
"1950",,"LE ROY","NY","14482","GENESEE","D","VALID","FULL","2025"
"1939",,"SCHYLER LAKE","NY","13457","OTSEGO","D","VALID","FULL","2025"
"1989",,"WHITE PLAINS","NY","10603","WESTCHESTER","D","REVOKED","FULL","2024"
"1961",,"SENECA FALLS","NY","13148","SENECA","D","VALID","FULL","2027"
"1977",,"BUFFALO","NY","14215","ERIE","D","VALID","FULL","2027"
"1965",,"WASHINGTONVLE","NY","10992","ORANGE","D","VALID","FULL","2025"
"2002",,"MUNNSVILLE","NY","13409","MADISON","D","VALID","FULL","2023"
"1995",,"FISHKILL","NY","12524","DUTCHESS","D","VALID","FULL","2024"
"1991",,"REGO PARK","NY","11374","QUEENS","D","VALID","FULL","2030"
"1987",,"BROOKLYN","NY","11225","KINGS","ID ONLY","SURRENDERED","FULL","2024"
"1964",,"OZONE PARK","NY","11417","QUEENS","D","VALID","FULL","2026"
"1978",,"CORNING","NY","14830","STEUBEN","ID ONLY","SUSPENDED","FULL","2026"
"1985",,"SYRACUSE","NY","13202","ONONDAGA","D","VALID","FULL","2022"
"1975",,"BROOKLYN","NY","11228","KINGS","D PERMIT","VALID","FULL","2025"
"2002",,"BRONX","NY","10469","BRONX","D","VALID","FULL","2025"
"1974",,"DEER PARK","NY","11729","SUFFOLK","D","VALID","FULL","2028"
"1999",,"GLOVERSVILLE","NY","12078","FULTON","ID ONLY","NONE","NONE","2023"
"1978",,"BROOKLYN","NY","11207","KINGS","D","VALID","FULL","2029"
"1981",,"CICERO","NY","13039","ONONDAGA","D","VALID","FULL","2026"
"1967",,"NEW YORK","NY","10029","NEW YORK","ID ONLY","NONE","NONE","2028"
"1988",,"STATEN ISLAND","NY","10314","RICHMOND","D","VALID","FULL","2023"
"1996",,"BROOKLYN","NY","11203","KINGS","D","SUSPENDED","FULL","2028"
"1960",,"HAZLETON","PA","18201","OUT-OF-STATE","E","SURRENDERED","FULL","2029"
"1951",,"WOODHAVEN","NY","11421","QUEENS","B","VALID","FULL","2029"
"1966",,"WEST CHAZY","NY","12992","CLINTON","DM","VALID","FULL","2026"
"1953",,"YORKTOWN HTS","NY","10598","WESTCHESTER","D","VALID","FULL","2028"
"1941",,"PORT EWEN","NY","12466","ULSTER","D","VALID","FULL","2027"
"1965",,"QUEENSBURY","NY","12804","WARREN","D","VALID","FULL","2026"
"1971",,"BROOKLYN","NY","11212","KINGS","ID ONLY","NONE","NONE","2027"
"1974",,"VERPLANCK","NY","10596","WESTCHESTER","E","VALID","FULL","2029"
"1992",,"KERHONKSON","NY","12446","ULSTER","ID ONLY","SUSPENDED","FULL","2026"
"1984",,"FORT DRUM","NY","13602","JEFFERSON","DM","VALID","FULL","2024"
"1982",,"WOODRIDGE","NY","12789","SULLIVAN","D","VALID","FULL","2029"
"1986",,"NEW ROCHELLE","NY","10801","WESTCHESTER","D","VALID","FULL","2023"
"1983",,"LIVERPOOL","NY","13088","ONONDAGA","D","VALID","FULL","2027"
"1946",,"STATEN ISLAND","NY","10301","RICHMOND","D","VALID","FULL","2027"
"1997",,"MIDDLETOWN","NY","10940","ORANGE","D","SUSPENDED","FULL","2028"
"2000",,"NEW YORK","NY","10036","NEW YORK","D","VALID","FULL","2026"
"1997",,"FLUSHING","NY","11355","QUEENS","D PERMIT","VALID","FULL","2023"
"2000",,"BROOKLYN","NY","11221","KINGS","ID ONLY","NONE","NONE","2024"
"1939",,"SARATOGA SPRINGS","NY","12866","SARATOGA","D","VALID","FULL","2027"
"1996",,"UNIONDALE","NY","11553","NASSAU","D","VALID","FULL","2025"
"1950",,"WOODSIDE","NY","11377","QUEENS","D","VALID","FULL","2025"
"1987",,"NEW ROCHELLE","NY","10805","WESTCHESTER","D","VALID","FULL","2026"
"1953",,"ILION","NY","13357","HERKIMER","D","VALID","FULL","2027"
"1971",,"NEW YORK","NY","10128","NEW YORK","ID ONLY","SURRENDERED","FULL","2024"
"1962",,"SPARROWBUSH","NY","12780","ORANGE","D","VALID","FULL","2029"
"1967",,"HOLBROOK","NY","11741","SUFFOLK","D","VALID","FULL","2029"
"1997",,"BROOKLYN","NY","11203","KINGS","D","VALID","FULL","2027"
"1965",,"CLEVERDALE","NY","12820","WARREN","D","VALID","FULL","2029"
"1940",,"BEARSVILLE","NY","12409","ULSTER","D","VALID","FULL","2027"
"1960",,"HUNTER","NY","12442","GREENE","D","VALID","FULL","2029"
"1990",,"SAINT ALBANS","NY","11412","QUEENS","D","VALID","FULL","2030"
"1950",,"DEXTER","NY","13634","JEFFERSON","A","VALID","FULL","2028"
"1955",,"PEEKSILL","NY","10566","WESTCHESTER","D","VALID","FULL","2027"
"1960",,"BROOKLYN","NY","11220","KINGS","ID ONLY","NONE","NONE","2030"
"1980",,"WARWICK","NY","10990","ORANGE","D","VALID","FULL","2026"
"1985",,"TROY","NY","12182","RENSSELAER","D","VALID","FULL","2022"
"1979",,"BROOKLYN","NY","11215","KINGS","D","SURRENDERED","FULL","2023"
"1990",,"BROOKLYN","NY","11238","KINGS","ID ONLY","NONE","NONE","2030"
"1984",,"SCOTIA","NY","12302","SCHENECTADY","ID ONLY","NONE","NONE","2025"
"1963",,"BATAVIA","NY","14020","GENESEE","D","VALID","FULL","2026"
"1987",,"STATEN ISLAND","NY","10301","RICHMOND","D","VALID","FULL","2025"
"1996",,"HAMBURG","NY","14075","ERIE","D","VALID","FULL","2025"
"1960",,"BURDETT","NY","14818","SCHUYLER","D","VALID","FULL","2022"
"1955",,"MIDDLETOWN","NY","10940","ORANGE","D","VALID","FULL","2027"
"1962",,"NEW YORK","NY","10029","NEW YORK","D","SURRENDERED","FULL","2026"
"1979",,"SYRACUSE","NY","13206","ONONDAGA","ID ONLY","SUSPENDED","FULL","2027"
"1974",,"WURTSBORO","NY","12790","SULLIVAN","D","VALID","FULL","2028"
"1983",,"BRONX","NY","10462","BRONX","D PERMIT","VALID","FULL","2024"
"1997",,"MONSEY","NY","10952","ROCKLAND","ID ONLY","NONE","NONE","2026"
"1963",,"BRONX","NY","10457","BRONX","D","VALID","FULL","2027"
"1991",,"WEST HARRISON","NY","10604","WESTCHESTER","D","VALID","FULL","2025"
"1997",,"BUFFALO","NY","14261","ERIE","D","VALID","FULL","2025"
"1981",,"NEW YORK","NY","10027","NEW YORK","D","VALID","FULL","2025"
"1987",,"WAXAHACHIE","TX","75165","OUT-OF-STATE","D","VALID","FULL","2022"
"1985",,"RHINEBECK","NY","12572","DUTCHESS","D","VALID","FULL","2022"
"1961",,"AVERILL PARK","NY","12018","RENSSELAER","D","VALID","FULL","2028"
"1960",,"BRONX","NY","10469","BRONX","D","VALID","FULL","2029"
"1999",,"BRONX","NY","10475","BRONX","D","VALID","FULL","2024"
"1956",,"NORTH TONAWANDA","NY","14120","NIAGARA","D","VALID","FULL","2027"
"1993",,"JOHNSON CITY","NY","13790","BROOME","D","SUSPENDED","FULL","2023"
"1942",,"COMMACK","NY","11725","SUFFOLK","D","VALID","FULL","2027"
"1988",,"BROCTON","NY","14716","CHAUTAUQUA","D","VALID","FULL","2027"
"1979",,"ELLENVILLE","NY","12428","ULSTER","D","VALID","FULL","2029"
"1960",,"LA FARGEVILLE","NY","13656","JEFFERSON","DM","VALID","FULL","2026"
"1988",,"AUBURN","NY","13021","CAYUGA","D","VALID","FULL","2023"
"1985",,"BROOKLYN","NY","11231","KINGS","D","VALID","FULL","2026"
"1946",,"APALACHIN","NY","13732","TIOGA","D","VALID","FULL","2023"
"1969",,"IRVINGTON","NY","10533","WESTCHESTER","D","VALID","FULL","2023"
"1938",,"ONEONTA","NY","13820","OTSEGO","D","VALID","FULL","2025"
"1947",,"FISHKILL","NY","12524","DUTCHESS","D","VALID","FULL","2030"
"1957",,"ENDICOTT","NY","13760","BROOME","D","VALID","FULL","2027"
"1967",,"TRUMANSBURG","NY","14886","SCHUYLER","D","VALID","FULL","2027"
"1975",,"TROY","NY","12182","RENSSELAER","D","VALID","FULL","2027"
"1957",,"WARNERS","NY","13164","ONONDAGA","AM","VALID","FULL","2028"
"1963",,"BROOKLYN","NY","11228","KINGS","ID ONLY","NONE","NONE","2026"
"1996",,"STATEN ISLAND","NY","10306","RICHMOND","D","VALID","FULL","2026"
"1956",,"STATEN ISLAND","NY","10314","RICHMOND","D","VALID","FULL","2028"
"1994",,"BROOKLYN","NY","11215","KINGS","ID ONLY","NONE","NONE","2024"
"1980",,"STATEN ISLAND","NY","10312","RICHMOND","ID ONLY","SURRENDERED","FULL","2030"
"1955",,"OSWEGO","NY","13126","OSWEGO","D","VALID","FULL","2023"
"1948",,"ROCHESTER","NY","14617","MONROE","D","VALID","FULL","2028"
"1939",,"FISHKILL","NY","12524","DUTCHESS","ID ONLY","NONE","NONE","2025"
"1963",,"NEW YORK","NY","10039","NEW YORK","ID ONLY","SURRENDERED","FULL","2027"
