"dec_well_number","well_location","street_name","town","county","dec_region","well_depth_feet_bgs","depth_to_bedrock_feet_bgs","depth_to_groundwater_feet","cased_depth_feet_bgs","screened","yield_test_average_discharge","driller_registration_number","latitude","longitude","georeference"
"D746","Bush Ridge, Fleischmanns","N/A","Fleischmanns","Delaware","4","297","13",,"30","N","12","NYRD10178","42.172","-74.49483333","POINT (-74.49483333 42.172)"
"CL1601","40 Lakeland Drive, Champlain","Lakeland Dr","Champlain","Clinton","5","150",,,"27","N","10","NYRD10037","44.936","-73.36283333","POINT (-73.36283333 44.936)"
"A2500","697 Middle Rd, Knox","Middle Rd","Knox","Albany","4","365","18","80","39","N","8","NYRD10351","42.68536111","-74.15375","POINT (-74.15375 42.68536111)"
"CN1918","N/A","N/A","Bainbridge","Chenango","7","128","40","120","38.5","N","5","NYRD10238","42.34772222","-75.44469444","POINT (-75.44469444 42.34772222)"
"CB4949","4919 Crow Hill Rd, Spencertown","Crow Hill Rd","Austerlitz","Columbia","4","1005","3",,"18","N","0.25","NYRD10351","42.30386111","-73.54758333","POINT (-73.54758333 42.30386111)"
"CM1228","N/A","N/A","Erin","Chemung","8","180",,"70","18","N","10","NYRD10056","42.13419444","-76.66977778","POINT (-76.66977778 42.13419444)"
"DU6807","23 Tower Hill Rd, Pawling","Tower Hill Rd","Pawling","Dutchess","3","155",,,"21","N","100","NYRD01695","41.53025","-73.53572222","POINT (-73.53572222 41.53025)"
"A975","Curry Rd Ext","Curry Rd Ext","Guilderland","Albany","4","40",,"7.5","30","Y","14","NYRD10231","42.75805556","-73.92683333","POINT (-73.92683333 42.75805556)"
"DU3511","Lakeview Dr, Lot 7, Millbrook","Lakeview Dr","Millbrook","Dutchess","3","705",,,"42","N","5","NYRD10105",,,
"CT2925","9842 Mosher Rd, South Dayton","Mosher Rd","Dayton","Cattaraugus","9","20","-999",,"18.5","N","50","NYRD10084","42.429","-79.04555556","POINT (-79.04555556 42.429)"
"CY515","Rt 90 /5/20, Aureliws","Rt 90","Aurelius","Cayuga","7","115",,"70","32","N",,"NYRD10340","42.96119444","-76.73002778","POINT (-76.73002778 42.96119444)"
"CM885","N/A","N/A","Erin","Chemung","8","139",,,"80","N","20","NYRD10104","42.20230556","-76.66208333","POINT (-76.66208333 42.20230556)"
"D2383","12957 St Hwy 30,","St Hwy 30","Colchester","Delaware","4","100","-999","10","98.5","N","25","NYRD10250","42.05866667","-75.01166667","POINT (-75.01166667 42.05866667)"
"CT1825","Bunker Hill Rd, Cold Spring","Bunker Hill Rd","Cold Spring","Cattaraugus","9","96","-999","71","85","N",,"NYRD10091","42.11375","-78.88552778","POINT (-78.88552778 42.11375)"
"AG1401","8770c Barber Rd, Rushford","Barber Rd","Rushford","Allegany","9","140",,"60","84","N","7","NYRD10408","42.3625","-78.2295","POINT (-78.2295 42.3625)"
"C2115","2322 South Cortland Virgil Rd, Cortland","South Cortland Virgil Rd","Virgil","Cortland","7","220","21","150","19.5","N","20","NYRD10080","42.52","-76.20111111","POINT (-76.20111111 42.52)"
"DU7353","N/A","N/A","Milan","Dutchess","3","300","45","30","58.5","N","8","NYRD10025","41.76575","-73.78688889","POINT (-73.78688889 41.76575)"
"BM3250","N/A","N/A","Colesville","Broome","7","262","28","15","40","N","6","NYRD10081","42.16130556","-75.74011111","POINT (-75.74011111 42.16130556)"
"CM1286","N/A","N/A","Van Etten","Chemung","8","123",,"53","43","N","17","NYRD10838","42.44580556","-76.99469444","POINT (-76.99469444 42.44580556)"
"D1373","N/A","N/A","Middletown","Delaware","4","497",,"297","30","N","2","NYRD10178","42.24416667","-74.689","POINT (-74.689 42.24416667)"
"CB3496","N/A","N/A","Austerlitz","Columbia","4","505","50",,"54","N","0.330000013","NYRD10010","42.34983333","-73.53577778","POINT (-73.53577778 42.34983333)"
"CU1230","12224 Hanford Rd, Silver Creek","Hanford Rd","Hanover","Chautauqua","9","55","-999","0","55","N","10","NYRD10050","42.53633333","-79.14147222","POINT (-79.14147222 42.53633333)"
"D1231","Peaks Brook Rd, Delhi","Peaks Brook Rd","Delhi","Delaware","4","108",,"23","46","N","10","NYRD10159","42.28233333","-74.9635","POINT (-74.9635 42.28233333)"
"AG987","Cty Rt 4","Co Rt 4","Granger","Allegany","9","60","28","31","40.90000153","N","10","NYRD10082","42.45161111","-78.06758333","POINT (-78.06758333 42.45161111)"
"D2621","Lew Beach Rd, Andes","Lew Beach Rd","Andes","Delaware","4","180","38",,"50","N","20","NYRD10016",,,
"DU7558","231 Ressoque Rd, East Fishkill","Ressoque Rd","East Fishkill","Dutchess","3","120","20",,"40","N","30","NYRD01695","41.50988889","-73.71586111","POINT (-73.71586111 41.50988889)"
"A2580","4237 River Rd, Latham","River Rd","Colonie","Albany","4","362","120","60","118","N","3","NYRD10005","42.78033333","-73.78986111","POINT (-73.78986111 42.78033333)"
"CN1801","Well A","N/A","Afton","Chenango","7","307","303","25","301.5","N","40","NYRD10238","42.23980556","-75.49630556","POINT (-75.49630556 42.23980556)"
"CB1583","Mcnamee Rd Canaan","Mcnamee Rd","Canaan","Columbia","4","600","164",,"168","N","0.25","NYRD10055","42.40008333","-73.41802778","POINT (-73.41802778 42.40008333)"
"D3647","N/A","N/A","Hancock","Delaware","4","420","48","107","58.5","N","6","NYRD10298","42.04213889","-75.30116667","POINT (-75.30116667 42.04213889)"
"CU3584","4899 Van Buren Rd, Pomfret","Van Buren Rd","Pomfret","Chautauqua","9","50","26",,"26.5","N","20","NYRD10050","42.44516667","-79.37963889","POINT (-79.37963889 42.44516667)"
"CB4990","320 Viewmont Rd, Germantown","Viewmont Rd","Germantown","Columbia","4","300","10","70","18","N","20","NYRD10005","42.12222222","-73.87","POINT (-73.87 42.12222222)"
"CN2706","Benedict Rd","Benedict Rd","Afton","Chenango","7","200","160","95","158.5","N","7","NYRD10439","42.30572222","-75.58316667","POINT (-75.58316667 42.30572222)"
"D774","N/A","N/A","Roxbury","Delaware","4","597",,"175","20","N","6","NYRD10178","42.32466667","-74.56816667","POINT (-74.56816667 42.32466667)"
"BM3139","N/A","N/A","Conklin","Broome","7","129","37","45","41","N","14","NYRD10007","42.04094444","-76.82905556","POINT (-76.82905556 42.04094444)"
"C1635","N/A","N/A","Cortlandville","Cortland","7","298","18","70","19","N","3","NYRD10110","42.59258333","-76.12763889","POINT (-76.12763889 42.59258333)"
"A1739","Cross Rd, East Berne","Cross Rd","Berne","Albany","4","402",,"150","58","N","1","NYRD10005","42.56111111","-74.16652778","POINT (-74.16652778 42.56111111)"
"DU6734","375 Bog Hollow Rd, Wassaic","Bog Hollow Rd","Amenia","Dutchess","3","305",,,"20","N","45","NYRD01695","41.771","-73.51466667","POINT (-73.51466667 41.771)"
"D2360","Mc Culley Heights, Davenport","Mcculley Heights","Davenport","Delaware","4","340","4",,"28.5","N","5","NYRD10067",,,
"CU1695","5550 Berry Rd, Fredonia","Berry Rd","Fredonia","Chautauqua","9",,,,"13","N","2","NYRD10518","42.43683333","-79.41741667","POINT (-79.41741667 42.43683333)"
"CM1950","101 Short Hills Dr, Horseheads","Short Hills Dr","Horseheads","Chemung","8","58","-999",,"58","N","30","NYRD10024",,,
"CU2836","N/A","N/A","Clymer","Chautauqua","9","85",,,"71","N","20","NYRD10084","42.02161111","-79.61291667","POINT (-79.61291667 42.02161111)"
"D974","16668 St Hwy 206, Walten","St Hwy 206","Walton","Delaware","4","398","29",,"38.5","N","2","NYRD10178","42.185","-75.14983333","POINT (-75.14983333 42.185)"
"CB2403","345 Wiltsie Bridge Rd, Ancram","Wiltsie Bridge Rd","Ancram","Columbia","4","320",,"20","20","N","6","NYRD10001","42.06272222","-73.58830556","POINT (-73.58830556 42.06272222)"
"D2766","821 Stonehouse Rd, Kortright","Stonehouse Rd","Kortright","Delaware","4","270","45","185","43.5","N","30","NYRD10039","42.43","-74.80527778","POINT (-74.80527778 42.43)"
"D1703","N/A","N/A","Middletown","Delaware","4","398",,,"38.5","N","10","NYRD10178","42.1805","-74.63","POINT (-74.63 42.1805)"
"AG916","N/A","N/A","Belfast","Allegany","9","79",,"37","79","N","15","NYRD10082","42.34875","-78.07755556","POINT (-78.07755556 42.34875)"
"CT828","7420 Peters Rd","Peters Rd","Ashford","Cattaraugus","9","36","-999","15","34.5","N","7","NYRD10050","42.45880556","-78.72088889","POINT (-78.72088889 42.45880556)"
"DU5818","N/A","N/A","Red Hook","Dutchess","3","42",,"28","42","N","18","NYRD10025","41.99605556","-73.85297222","POINT (-73.85297222 41.99605556)"
"D3601","1935 Mcarthur Hill Rd, Bloomville","Mcarthur Hill Rd","Kortright","Delaware","4","298","3","30","29","N","4","NYRD10178","42.37902778","-74.76219444","POINT (-74.76219444 42.37902778)"
"CT3106","Horn Hill, Well 3","Horn Hill","Ellicottville","Cattaraugus","9","260","35",,"50.70000076","N",,"NYRD10091",,,
"CT3929","3718 Bakerstand Rd, Franklinville","Bakerstand Rd","Franklinville","Cattaraugus","9","120","52","35","50","N","15","NYRD10408","42.33736111","-78.50930556","POINT (-78.50930556 42.33736111)"
"D3409","160 Murad Rd, Margaretville","Murad Rd","Margaretville","Delaware","4","280","18","25","35","N","3","NYRD10178","42.17944444","-74.60111111","POINT (-74.60111111 42.17944444)"
"BM2658","N/A","N/A","Fenton","Broome","7","85","85","25","83","N","15","NYRD10439","42.16552778","-75.83883333","POINT (-75.83883333 42.16552778)"
"CB4745","16 Co Rt 8, Ancramdale","Co Rt 8","Ancram","Columbia","4","45","-999",,"39","N","10","NYRD10010","42.01736111","-73.5915","POINT (-73.5915 42.01736111)"
"C1655","N/A","N/A","Cortlandville","Cortland","7","40","-999","10","39","N","30","NYRD10110","42.59277778","-76.11719444","POINT (-76.11719444 42.59277778)"
"CU1351","Shadtside Rd","Co Rd 30","Busti","Chautauqua","9","100",,"26","41.25","N","12","NYRD10089","42.06255556","-79.31388889","POINT (-79.31388889 42.06255556)"
"CM1568","144 Greenridge Dr, Horseheads","Greenridge Dr","Horseheads","Chemung","8","52","-999","36","51.5","N","13","NYRD10096","42.19422222","-76.82544444","POINT (-76.82544444 42.19422222)"
"CT1253","6763 South Center Rd, Lyndon","South Center Rd","Lyndon","Cattaraugus","9","100",,"40","70","N","10","NYRD10408","42.29508333","-78.35397222","POINT (-78.35397222 42.29508333)"
"CB3755","531 Rt 32, Valatie","Rt 32","Chatham","Columbia","4","300","29","10","29","N","10","NYRD10002","42.47625","-73.63830556","POINT (-73.63830556 42.47625)"
"BM3351","1453 Caldwell Hill Rd, Lisle","Caldwell Hill Rd","Lisle","Broome","7","125","97","15","8","N","14","NYRD10169",,,
"CT3698","10577 Mckinstry Rd, Delevan","Mckinstry Rd","Delevan","Cattaraugus","9","103","-999","38","101","N","10","NYRD10408","42.46375","-78.50966667","POINT (-78.50966667 42.46375)"
"CY1873","103 Fire Lane 19, Moravia","Fire Ln 19","Moravia","Cayuga","7","110","20","8","19.29999924","N","1","NYRD10230","42.4835","-76.29188889","POINT (-76.29188889 42.4835)"
"C2268","5212 Piety Hill Rd, Cincinnatus","Piety Hill Rd","Cincinnatus","Cortland","7","200","41","50","39.5","N","6","NYRD10080","42.53222222","-75.93194444","POINT (-75.93194444 42.53222222)"
"D1808","N/A","N/A","Colchester","Delaware","4","598",,,"30","N","20","NYRD10178","42.0355","-74.88783333","POINT (-74.88783333 42.0355)"
"CU1541","312 Frew Run, Frewsburg","Frew Run","Carroll","Chautauqua","9","194",,"185","178","N",,"NYRD10203","42.03591667","-79.08236111","POINT (-79.08236111 42.03591667)"
"CU2058","N/A","N/A","Ellery","Chautauqua","9","75",,"65","68","N","25","NYRD10203","42.12397222","-79.32630556","POINT (-79.32630556 42.12397222)"
"CT1749","N/A","N/A","East Otto","Cattaraugus","9","92",,"26","60","N","15","NYRD10134","42.43805556","-78.7675","POINT (-78.7675 42.43805556)"
"AG1976","N/A","N/A","Rushford","Allegany","9",,"-999",,"24.5","N","15","NYRD10082","42.39305556","-78.25330556","POINT (-78.25330556 42.39305556)"
"CN1262","281 Robinson Rd, Bainbridge","Robinson Rd","Bainbridge","Chenango","7","360",,"170","29","N","10","NYRD10080","42.38527778","-75.44666667","POINT (-75.44666667 42.38527778)"
"CT3324","475 White House Rd, Portville","White House Rd","Portville","Cattaraugus","9",,"-999","20","55","N","10","NYRD10269","42.02666667","-78.33233333","POINT (-78.33233333 42.02666667)"
"CT2255","11397 Van Gilder Rd, Delevan","Van Gilder Rd","Yorkshire","Cattaraugus","9","140","105","0","118","N","100","NYRD10408","42.49277778","-78.52427778","POINT (-78.52427778 42.49277778)"
"BM1154","1425 Mill Rd, Binghamton","Mill Rd","Binghamton","Broome","7","500","1",,"28.5","N","3","NYRD10113","42.07116667","-75.88833333","POINT (-75.88833333 42.07116667)"
"C1399","1027 Bennie Rd","Bennie Rd","Cortlandville","Cortland","7","140","70","30","73.5","N","30","NYRD10080","42.56663889","-76.20655556","POINT (-76.20655556 42.56663889)"
"D3747","222 Hog Mountain Circle, Fleishmanns","Hog Mountain Circle","Fleischmanns","Delaware","4","397","23",,"49","N","6","NYRD10178","42.17427778","-74.57741667","POINT (-74.57741667 42.17427778)"
"A2176","1231 Cedar Grove Rd, Selkirk","Cedar Grove Rd","New Scotland","Albany","4","410","10","30","22","N","0.5","NYRD10186","42.53580556","-73.90730556","POINT (-73.90730556 42.53580556)"
"C1126","N/A","N/A","Homer","Cortland","7","280",,"12","27","N","20","NYRD10059","42.66666667","-76.24361111","POINT (-76.24361111 42.66666667)"
"CM1024","1636 Pennsylvania Ave, Pine City","Pennsylvania Ave","Southport","Chemung","8","90","-999","20","88.5","N","30","NYRD10036","42.02644444","-76.884","POINT (-76.884 42.02644444)"
"A2643","268 Jarvis Rd North, Ravena","Jarvis Rd","Ravena","Albany","4","322","1","32","18","N","5","NYRD10005","42.50333333","-73.84508333","POINT (-73.84508333 42.50333333)"
"CY1302","1166 Rt 41a, Cortland","Rt 41a","Summerhill","Cayuga","7","100","31","12","29.5","N","10","NYRD10080","42.67347222","-76.27002778","POINT (-76.27002778 42.67347222)"
"CM1050","797 Veteran Hill Rd, Horseheads","Veteran Hill Rd","Veteran","Chemung","8","215","49",,"58.5","N","9.5","NYRD10036","42.23766667","-76.7795","POINT (-76.7795 42.23766667)"
"DU4995","Well 2","N/A","East Fishkill","Dutchess","3",,,,"70","N",,"NYRD10118","41.55433333","-73.74188889","POINT (-73.74188889 41.55433333)"
"CB1410","393 Maple Dr East Chatham","Maple Dr","Canaan","Columbia","4","400","14","35","28.5","N","3.5","NYRD10055","42.404","-73.47733333","POINT (-73.47733333 42.404)"
"CY792","2616 Manrow Rd, Auburn","Manrow Rd","Sennett","Cayuga","7","121","104","27","105","N","60","NYRD10110","42.99383333","-76.56777778","POINT (-76.56777778 42.99383333)"
"DU6626","N/A","N/A","Milan","Dutchess","3","165",,"23","25","N","10","NYRD10025","41.95363889","-73.76022222","POINT (-73.76022222 41.95363889)"
"CM1090","Latta Brooke Rd, Latta Brooke Industrial Park, Horseheads","Latta Brooke Rd","Horseheads","Chemung","8","248","153",,"144","N",,"NYRD10183","42.14733333","-76.80633333","POINT (-76.80633333 42.14733333)"
"CB2631","N/A","N/A","Claverack","Columbia","4","345",,,"30","N","5","NYRD10010","42.24266667","-73.73344444","POINT (-73.73344444 42.24266667)"
"CU2361","10071 Miller Rd, Fredonia","Miller Rd","Pomfret","Chautauqua","9","50",,"8","10.5","N","2","NYRD10518","42.43805556","-79.27666667","POINT (-79.27666667 42.43805556)"
"D3101","Well 1","Rt 10","Delhi","Delaware","4","118","120","26.21999931","123.5999985","Y","1000","NYRD10233","42.24055556","-74.96477778","POINT (-74.96477778 42.24055556)"
"CT2815","N/A","N/A","Olean","Cattaraugus","9","53","-999",,"53","N","15","NYRD10269","42.11216667","-78.41666667","POINT (-78.41666667 42.11216667)"
"CL2242","N/A","N/A","Schuyler Falls","Clinton","5","303","54","9","54","N","5","NYRD10179","44.51472222","-73.76611111","POINT (-73.76611111 44.51472222)"
"CU3417","N/A","N/A","Ellery","Chautauqua","9","34","-999","7","34","N","12","NYRD10091","42.11972222","-79.30844444","POINT (-79.30844444 42.11972222)"
"CU2545","3928 Fluvanna-townline Rd, Jamestown, Ellicott","Fluvanna Townline Rd","Ellicott","Chautauqua","9","85",,"30","23.5","N","20","NYRD10050","42.16797222","-79.29316667","POINT (-79.29316667 42.16797222)"
"A1435","Old Stage Rd","Old Stage Rd","Knox","Albany","4","458",,"67.5","40","N","5","NYRD10027",,,
"DU7288","Lot 2, 3056 Rt 82, Verbank","Rt 82","Union Vale","Dutchess","3","505",,,"15","N","5","NYRD10155","41.72041667","-73.74036111","POINT (-73.74036111 41.72041667)"
"D2638","South Montgomery Hollow, Roxbury","South Montgomery Hollow","Roxbury","Delaware","4","598","33",,"48.5","N","2","NYRD10178","42.29919444","-74.53469444","POINT (-74.53469444 42.29919444)"
"BM2628","N/A","N/A","Colesville","Broome","7","180","20","45","18.70000076","N","10","NYRD10439","42.19536111","-75.70194444","POINT (-75.70194444 42.19536111)"
"CB3565","53 Main St, Lebanon Springs","Main St","New Lebanon","Columbia","4","250","20",,"79","N","6","NYRD10055","42.47838889","-73.36858333","POINT (-73.36858333 42.47838889)"
"CB4487","170 White Birch Rd, Hudson","White Birch Rd","Livingston","Columbia","4","345","10","0","20","N","15","NYRD10010","42.19194444","-73.82902778","POINT (-73.82902778 42.19194444)"
"DU7239","184 Rt 216, Stormville","Rt 216","East Fishkill","Dutchess","3","220",,,"60","N","5","NYRD10261","41.57061111","-73.74766667","POINT (-73.74766667 41.57061111)"
"AG2124","N/A","N/A","Wellsville","Allegany","9","73","43","22","53","N","25","NYRD10043","42.08919444","-78.06961111","POINT (-78.06961111 42.08919444)"
"A2533","Picard Rd, Lot 5","Picard Rd","New Scotland","Albany","4","89","-999","12.5","89","N","10","NYRD10027","42.6325","-73.96861111","POINT (-73.96861111 42.6325)"
"CL413","N/A","N/A","Beekmantown","Clinton","5","175",,,"10","N","10","NYRD10212","44.79388889","-73.49416667","POINT (-73.49416667 44.79388889)"
"BM2033","N/A","N/A","Binghamton","Broome","7","349",,"100","70","N","5","NYRD10081","42.17333333","-75.90958333","POINT (-75.90958333 42.17333333)"
"CU3269","N/A","N/A","Clymer","Chautauqua","9","62","35",,"33.5","N","50","NYRD10084","42.05408333","-79.6155","POINT (-79.6155 42.05408333)"
"A1161","N/A","N/A","Westerlo","Albany","4",,,,"41","N","5","NYRD10133","42.54069444","-74.09730556","POINT (-74.09730556 42.54069444)"
"D2738","306 Peters Rd, Stamford","Peters Rd","Harpersfield","Delaware","4","300","50","125","58.5","N","3","NYRD10039","42.37383333","-74.65733333","POINT (-74.65733333 42.37383333)"
"CL540","724 Standish Rd, Saranac","Standish Rd","Saranac","Clinton","5","99",,,"50","N","15","NYRD10087","44.6145","-73.89772222","POINT (-73.89772222 44.6145)"
"C1931","Lot 3, Song Lake View, Tully","Song Lake View","Preble","Cortland","7","49","-999","18","49","N","15","NYRD10613","42.766","-76.1485","POINT (-76.1485 42.766)"
"CU4713","4825 Chautauqua Ave, Ellery","Chautauqua Ave","Ellery","Chautauqua","9","36","-999","22",,"N","4","NYRD10050","42.19955556","-79.42391667","POINT (-79.42391667 42.19955556)"
"CL426","N/A","N/A","Beekmantown","Clinton","5","330",,"2","20","N","4","NYRD10179","44.77722222","-73.47722222","POINT (-73.47722222 44.77722222)"
"C1601","Midlum Spur Rd, Cuyler","Midlum Spur Rd","Cuyler","Cortland","7","198","20","21","28.5","N","3","NYRD10088","42.71844444","-75.92852778","POINT (-75.92852778 42.71844444)"
"CT2817","6720 Foxturn Rd, Conewango","Foxturn Rd","Leon","Cattaraugus","9","25","-999","13","25","N","5","NYRD10050","42.29130556","-79.01613889","POINT (-79.01613889 42.29130556)"
"D1414","Lower Meeker Hollow Rd","Lower Meeker Hollow Rd","Roxbury","Delaware","4","160",,,"45","N","5","NYRD10020",,,
"CL1728","North Star Rd, Mooers","North Star Rd","Mooers","Clinton","5","124","15","7","21","N","23","NYRD10033",,,
"CL2244","Fournier Rd, Plattsburgh","Fournier Rd","Beekmantown","Clinton","5","102","30",,"33","N","20","NYRD10182","44.78930556","-73.45547222","POINT (-73.45547222 44.78930556)"
"AG2277","7394 Haskins Rd, Belfast","Haskins Rd","Belfast","Allegany","9","100","48","65","49","N","6","NYRD10269","42.32283333","-78.19166667","POINT (-78.19166667 42.32283333)"
"CL2735","59 Union Falls Rd, Ausable Forks","Union Falls Rd","Black Brook","Clinton","5","420","145",,"145","N","21","NYRD10037","44.51605556","-73.86825","POINT (-73.86825 44.51605556)"
"CM1839","3056 Robinson Rd, Wellsburg","Robinson Rd","Ashland","Chemung","8","116","21","51","25","N","7","NYRD10405","42.00302778","-76.70091667","POINT (-76.70091667 42.00302778)"
"AG1086","N Almond Valley Rd","North Almond Valley Rd","Birdsall","Allegany","9","155",,,"40","N",,"NYRD10070","42.36502778","-77.82869444","POINT (-77.82869444 42.36502778)"
"A2348","Copeland Hill Rd And Co Rt 396","Copeland Hill Rd","Coeymans","Albany","4","305","7","40","39","N","15","NYRD10525",,,
"CB4585","346 Craryville Rd, Hillsdale","Craryville Rd","Hillsdale","Columbia","4","87",,,"81","N","8","NYRD10351","42.17563889","-73.58222222","POINT (-73.58222222 42.17563889)"
"CB4707","66 Crow Hill Rd, Hillsdale","Crow Hill Rd","Hillsdale","Columbia","4","245","8",,"19","N","5","NYRD10351","42.11483333","-73.63413889","POINT (-73.63413889 42.11483333)"
"DU4531","21 Mt View Dr, Pleasant Valley","Mountainview Dr","La Grange","Dutchess","3","505",,,"101","N","5","NYRD01695","41.69444444","-73.81986111","POINT (-73.81986111 41.69444444)"
"CL1571","N/A","N/A","Peru","Clinton","5","85",,"15","34","N","10","NYRD10761","44.52527778","-73.6025","POINT (-73.6025 44.52527778)"
"A2326","Well 3, Bullock Rd, Slingerlands","Bullock Rd","New Scotland","Albany","4","300","52",,"54.5","N","2.099999905","NYRD10002","42.61711111","-73.91986111","POINT (-73.91986111 42.61711111)"
"DU7606","Lot 8","N/A","Beekman","Dutchess","3","140","28","20","59","N","10","NYRD10751","41.63016667","-73.67388889","POINT (-73.67388889 41.63016667)"
"AG1627","7814 Stone Spring Rd, Hume","Stone Spring Rd","Hume","Allegany","9","46",,"27","46","N","20","NYRD10082","42.50358333","-78.18008333","POINT (-78.18008333 42.50358333)"
"DU7262","Lot 4, Test Well 1, Tompkins Rd, Unionvale","Tompkins Rd","Union Vale","Dutchess","3","680",,,"23","N","0.5","NYRD01695",,,
"AG1638","10 Hancock Rd, Centerville","Hancock Rd","Centerville","Allegany","9","68",,"41","47.5","N","12","NYRD10082","42.47291667","-78.23486111","POINT (-78.23486111 42.47291667)"
"CB2077","3608 Rt 203, Valatie","Rt 203","Valatie","Columbia","4","182",,"20","38","N","4","NYRD10001","42.44083333","-73.64722222","POINT (-73.64722222 42.44083333)"
"BM1719","N/A","N/A","Fenton","Broome","7","135",,"15","40","N","10","NYRD10439","42.22569444","-75.79055556","POINT (-75.79055556 42.22569444)"
"AG2454","7889 Peavy Rd, Angelica","Peavy Rd","Angelica","Allegany","9","110","94","50","94.5","N","12","NYRD10082","42.34361111","-78.04261111","POINT (-78.04261111 42.34361111)"
"BM1162","Kales Hill Rd","Kales Hill Rd","Triangle","Broome","7","223","71","61","71","N","8","NYRD10110","42.34775","-75.93916667","POINT (-75.93916667 42.34775)"
"CT2132","N/A","N/A","Ellicottville","Cattaraugus","9","92",,"55","38","N","20","NYRD10134","42.30222222","-78.64836111","POINT (-78.64836111 42.30222222)"
"BM1577","Twining Rd, Maine","Twining Rd","Johnson City","Broome","7","155",,"25","8.25","N","10","NYRD10169",,,
"CM1705","24 Gunderman Rd, Elmira","Gunderman Rd","Elmira","Chemung","8","212","23","138","21.5","N","15","NYRD10096","42.0615","-76.462","POINT (-76.462 42.0615)"
"CY1047","N/A","N/A","Moravia","Cayuga","7","200","70",,"32","N","0","NYRD10372","42.76713889","-76.45461111","POINT (-76.45461111 42.76713889)"
"CB4094","Prach Rd","Prach Rd","Claverack","Columbia","4","305","51","15","61","N","18","NYRD10010","42.22102778","-73.62877778","POINT (-73.62877778 42.22102778)"
"CT2616","Lot 12, Creekridge Rd, Ellicottville","Creek Ridge Rd","Ellicottville","Cattaraugus","9","160",,"60","60","N",,"NYRD10009",,,
"CN2341","122 Bundy Rd, New Berlin","Bundy Rd","New Lisbon","Otsego","4","260","110",,"110","N",,"NYRD10067","42.63966667","-75.20566667","POINT (-75.20566667 42.63966667)"
"D3730","Rathbun Rd And Houghtaling Hollow Rd, East Meredith","Rathbun Rd","Davenport","Delaware","4","280","48",,"58","N","20","NYRD10067","42.40833333","-74.93708333","POINT (-74.93708333 42.40833333)"
"DU7479","N/A","N/A","Beekman","Dutchess","3","325",,"80","310","N","30","NYRD10121","41.59761111","-73.68013889","POINT (-73.68013889 41.59761111)"
"AG2757","6001 Billings Hill Rd, Scio","Billings Hill Rd","Scio","Allegany","9","130",,"75","29","N",,"NYRD10043","42.2055","-78.12863889","POINT (-78.12863889 42.2055)"
"CB3960","Dahlgren Rd, Kinderhook","Dahlgren Rd","Kinderhook","Columbia","4","105","103","0","100","Y","100","NYRD10055","42.43691667","-73.71186111","POINT (-73.71186111 42.43691667)"
"DU4413","76 Christine Ct","Christine Ct","East Fishkill","Dutchess","3","305",,,,"N","8","NYRD01695",,,
"CN1289","Rt 80, Sherburne","Rt 80","Sherburne","Chenango","7","70","-999",,"68","N","3","NYRD10521",,,
"DU7204","N/A","N/A","Amenia","Dutchess","3","805",,"78","21","N","6","NYRD10194","41.85513889","-73.58858333","POINT (-73.58858333 41.85513889)"
"A1891","8 Jani Ln, Voorheesville","Jani Ln","New Scotland","Albany","4","133","-999","83.5","133","N","25","NYRD10027","42.66397222","-73.94377778","POINT (-73.94377778 42.66397222)"
"BM1042","Thorn Hill Rd","Thorn Hill Rd","Colesville","Broome","7","190","60","55","58.5","N","13","NYRD10439","42.14502778","-75.547","POINT (-75.547 42.14502778)"
"C1064","6054 Rt 281","Rt 281","Homer","Cortland","7","28",,"12","28","N","12","NYRD10080","42.69833333","-76.16216667","POINT (-76.16216667 42.69833333)"
"BM1593","281 Bull Creek Rd","Bull Creek Rd","Barker","Broome","7","135",,"26","78","N","9","NYRD10647",,,
"CT1114","9397 Forty Rd, Cattaraugus","Forty Rd","Otto","Cattaraugus","9","72","22","23","38","N",,"NYRD10134","42.41772222","-78.84766667","POINT (-78.84766667 42.41772222)"
"CU1308","N/A","N/A","Mayville","Chautauqua","9","52",,"10","52","N","30","NYRD10203","42.19138889","-79.44833333","POINT (-79.44833333 42.19138889)"
"CB4196","1354 Co Rt 7, Ancram","Co Rt 7","Ancram","Columbia","4","300","53","40","58.5","N","2","NYRD10001","42.05258333","-73.63363889","POINT (-73.63363889 42.05258333)"
"DU6906","South Parliament Rd, Well 1, Union Vale","South Parliament Rd","Union Vale","Dutchess","3","270",,,"51","N","40","NYRD10105","41.65983333","-73.72433333","POINT (-73.72433333 41.65983333)"
"CN2641","N/A","N/A","Afton","Chenango","7","120","40","6","38","N","10","NYRD10439","42.26297222","-75.57691667","POINT (-75.57691667 42.26297222)"
"DU7294","90 Old Rt 52, East Fishkill","Old Rt 52","East Fishkill","Dutchess","3","205",,,"63","N","30","NYRD01695","41.56869444","-73.74363889","POINT (-73.74363889 41.56869444)"
"CB5138","205 Viewmont Rd, Germantown","Viewmont Rd","Germantown","Columbia","4","430",,"20","40","N","4","NYRD10351","42.11277778","-73.86969444","POINT (-73.86969444 42.11277778)"
"AG1680","7057 Mt Monroe Rd, Cuba","Mount Monroe Rd","New Hudson","Allegany","9","120","12","86","21.5","N","10","NYRD10082","42.30805556","-78.28383333","POINT (-78.28383333 42.30805556)"
