"schoolid","county","agency","streetaddress1","streetaddress2","city","state","zip","fireams_training","georeference"
"420065","Columbia","Questar III Rens. Columbia Greene BOCES","Columbia Green Ed Ctr",,"Hudson","NY","12534","no",
"80497","Chemung","Elmira College","One Park Place",,"Elmira","NY","14901","no",
"291002","Montgomery","NEA Training Center","25 Broadway",,"Fonda","NY","12068","yes","POINT (-74.377219 42.955368)"
"331625","Oneida","SGK Security Specialist","6830 Main St.",,"Verona Beach","NY","13042","yes","POINT (-75.728017 43.192333)"
"62109","Wayne","Gold Shield Training Academy.","190 Kemp Drive",,"Macedon","NY","14502","yes","POINT (-77.314933 43.070463)"
"411678","Saratoga","New York Racing Association","267 Union Avenue",,"Saratoga Springs","NY","12866","no","POINT (-73.769355 43.074943)"
"150969","Erie","Erie 2/Chautauqua/Cattaraugus BOCES","8685 Erie Rd.",,"Angola","NY","14006","no","POINT (-79.041898 42.648389)"
"230508","Jefferson","Jefferson Community College","1220 Coffen St",,"Watertown","NY","13601","no","POINT (-75.939793 43.987373)"
"310173","New York","RSD/Westside Rifle & Pistol Range Inc.","20 West 20th Street",,"New York","NY","10011","yes","POINT (-73.992415 40.740306)"
"312286","New York","Global Borough","40 Exchange Place, 3rd Fl",,"New York","NY","10012","no","POINT (-74.010179 40.705907)"
"411082","Queens","Paramount Security Bureau, Inc.","Alpha Kalpa Sorority School",,"Jamaica","NY","11003","no",
"412252","Queens","TSC Training Academy, LLC","36-06 43 Ave",,"Long Island City","NY","11101","no","POINT (-73.928267 40.74605)"
"411766","Kings","Concept Security Trng Institute","61-43 186th Street",,"Fresh Meadows","NY","11412","no","POINT (-73.787845 40.739002)"
"360868",,"Mid Hudson Institute of Security Services","142 Camp Stadie Rd.",,"Middletown","NY","12553","yes","POINT (-74.506396 41.421294)"
"441975","Richmond","Pinpoint Investigations and Security Corp.","159 New Dorp Plaza",,"STATEN ISLAND","NY","10306","no","POINT (-74.120079 40.571665)"
"151066","Erie","Badges of Honor Academy","148 Lovering Ave",,"Buffalo","NY","14216","no","POINT (-78.863134 42.951739)"
"400258","Putnam","Armed & Unarmed School of Security Inc.","408 State Rt. 164",,"Brewster","NY","10509","yes","POINT (-73.59267 41.479237)"
"680052","New York","Allied Universal Academy","229 West 36th Street",,"New York","NY","10018","no","POINT (-73.990938 40.75281)"
"310763","New York","Columbia University","535 W 116th St",,"New York","NY","10027","no","POINT (-73.961775 40.807129)"
"602304","Westchester","Melissa Security Training Center, LLC","151 E. POST ROAD, SUITE 106",,"WHITE PLAINS","NY","10601","no","POINT (-73.765397 41.029055)"
"430988","Rockland","Rockland County Police & Public Safety Academy","50 Sanatorium Road",,"Pomona","NY","10970","no","POINT (-74.039136 41.161232)"
"310989","New York","International Development Institute","39 W. 32nd St.",,"New York","NY","10001","yes","POINT (-73.987446 40.747971)"
"140483","Fairfield","House Watch, Incorporated","42 Maura Lane",,"Danbury","CT","6810","no","POINT (-73.416506 41.393684)"
