"violation_charged_code","violation_description","violation_year","violation_month","violation_dow","age_at_violation","gender","state_of_license","police_agency","court","source"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","30","M","IOWA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","MONDAY","33","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","WEDNESDAY","45","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","THURSDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","THURSDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","FRIDAY","48","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","FRIDAY","48","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","FRIDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229B1","OPER CAMP/CHARTER BUS W/ STANDEES/10 MILES OR MORE","2018","1","FRIDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","42","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","MONDAY","42","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","MONDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","MONDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","73","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","54","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","53","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","44","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","32","F","GEORGIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","36","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","61","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","66","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","46","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","45","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","17","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A11","SPD-UNPSTD 1-10 NYC","2018","1","TUESDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","TUESDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","TUESDAY","52","M","CONNECTICUT","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","TUESDAY","27","F","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","TUESDAY","59","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","47","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","TUESDAY","30","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","TUESDAY","57","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","TUESDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1174A","FLD TO STOP SCHOOL BUS","2018","1","TUESDAY","30","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","TUESDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","TUESDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","TUESDAY","20","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","TUESDAY","20","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","WEDNESDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","THURSDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","THURSDAY","54","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","THURSDAY","54","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","THURSDAY","49","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","THURSDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","THURSDAY","39","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","THURSDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D3","FLD TO STOP ON A STEADY RED ARROW","2018","1","THURSDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","THURSDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","THURSDAY","53","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","FRIDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D3","FLD TO STOP ON A STEADY RED ARROW","2018","1","FRIDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","FRIDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","FRIDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","MONDAY","58","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","45","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","29","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D3","FLD TO STOP ON A STEADY RED ARROW","2018","1","TUESDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","TUESDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","TUESDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","TUESDAY","36","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","57","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","TUESDAY","63","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","MONDAY","21","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","MONDAY","19","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","MONDAY","38","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","53","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","29","F","MASSACHUSETTS","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","29","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","TUESDAY","29","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","33","F","MARYLAND","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","33","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","37","M","PENNSYLVANIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","WEDNESDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","WEDNESDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","THURSDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","THURSDAY","47","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","FRIDAY","28","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","FRIDAY","28","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","FRIDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","38","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","MONDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","37","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","63","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","32","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","26","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","70","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","38","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","48","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","34","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","53","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","MONDAY","64","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","TUESDAY","32","M","VERMONT","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","TUESDAY","38","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","TUESDAY","62","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","TUESDAY","45","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","TUESDAY","29","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","TUESDAY","60","F","OHIO","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","38","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
