"year","month","month_code","district_code","district","total_temporary_assistance_cases","total_temporary_assistance_recipients","total_temporary_assistance_children","total_temporary_assistance_adults","total_temporary_assistance_expenditures","family_assistance_federally_participating_cases","family_assistance_federally_participating_recipients","family_assistance_federally_participating_children","family_assistance_federally_participating_adults","family_assistance_federally_participating_expenditures","safety_net_assistance_cases","safety_net_assistance_recipients","safety_net_assistance_children","safety_net_assistance_adults","safety_net_assistance_expenditures","federally_participating_temporary_assistance_for_needy_families_cases","federally_participating_temporary_assistance_for_needy_families_recipients","federally_participating_temporary_assistance_for_needy_families_expenditures","federally_non_participating_cases","federally_non_participating_recipients","federally_non_participating_expenditures","safety_net_assistance_federally_participating_cases","safety_net_assistance_federally_participating_recipients","safety_net_assistance_federally_participating_children","safety_net_assistance_federally_participating_adults","safety_net_assistance_federally_participating_expenditures","safety_net_federally_non_participating_cases","safety_net_federally_non_participating_recipients","safety_net_federally_non_participating_children","safety_net_federally_non_participating_adults","safety_net_federally_non_participating_expenditures","maintenance_of_effort_cases","maintenance_of_effort_recipients","maintenance_of_effort_children","maintenance_of_effort_adults","maintenance_of_effort_expenditures","non_maintenance_of_effort_cases","non_maintenance_of_effort_recipients","non_maintenance_of_effort_children","non_maintenance_of_effort_adults","non_maintenance_of_effort_expenditures"
"2021","October","10","33","Orange","1234","2177","1249","928","1327371","490","1032","850","182","497463","744","1145","399","746","829908","493","1039","503500","741","1138","823871","3","7","4","3","6037","741","1138","395","743","823871","131","459","326","133","190228","610","679","69","610","633643"
"2021","October","10","34","Orleans","371","614","331","283","221906","153","336","260","76","121311","218","278","71","207","100595","154","338","121836","217","276","100070","1","2","1","1","525","217","276","70","206","100070","17","51","32","19","8737","200","225","38","187","91333"
"2021","October","10","35","Oswego","1023","1794","1005","789","546148","462","996","782","214","261751","561","798","223","575","284397","470","1019","266019","553","775","280129","8","23","14","9","4268","553","775","209","566","280129","65","210","139","71","42264","488","565","70","495","237865"
"2021","October","10","36","Otsego","191","289","136","153","209211","61","121","105","16","79058","130","168","31","137","130153","63","127","79978","128","162","129233","2","6","3","3","920","128","162","28","134","129233","5","23","18","5","4708","123","139","10","129","124525"
"2021","October","10","37","Putnam","58","81","55","26","47834","33","54","49","5","25376","25","27","6","21","22458","34","55","25559","24","26","22275","1","1","0","1","183","24","26","6","20","22275","0","0","0","0","0","24","26","6","20","22275"
"2021","October","10","38","Rensselaer","673","1415","979","436","427437","393","809","651","158","205888","280","606","328","278","221549","396","817","209016","277","598","218421","3","8","4","4","3128","277","598","324","274","218421","95","353","258","95","59860","182","245","66","179","158561"
"2021","October","10","39","Rockland","571","976","544","432","374968","232","491","402","89","158987","339","485","142","343","215981","234","496","159497","337","480","215471","2","5","4","1","510","337","480","138","342","215471","24","82","57","25","13438","313","398","81","317","202033"
"2021","October","10","4","Cattaraugus","694","1036","500","536","360707","252","507","412","95","130015","442","529","88","441","230692","267","545","137903","427","491","222804","15","38","20","18","7888","427","491","68","423","222804","19","60","40","20","12220","408","431","28","403","210584"
"2021","October","10","40","St. Lawrence","647","1063","566","497","314804","260","492","394","98","123008","387","571","172","399","191796","263","500","124427","384","563","190377","3","8","4","4","1419","384","563","168","395","190377","53","179","123","56","32611","331","384","45","339","157766"
"2021","October","10","41","Saratoga","287","401","252","149","164712","140","238","218","20","68864","147","163","34","129","95848","141","240","69419","146","161","95293","1","2","1","1","555","146","161","33","128","95293","1","6","4","2","200","145","155","29","126","95093"
"2021","October","10","42","Schenectady","1003","1849","1187","662","568406","488","1037","883","154","284582","515","812","304","508","283824","493","1045","286872","510","804","281534","5","8","4","4","2290","510","804","300","504","281534","81","300","216","84","51347","429","504","84","420","230187"
"2021","October","10","43","Schoharie","103","156","96","60","69982","63","109","89","20","34387","40","47","7","40","35595","63","109","34387","40","47","35595","0","0","0","0","0","40","47","7","40","35595","2","8","6","2","1756","38","39","1","38","33839"
"2021","October","10","44","Schuyler","109","164","93","71","64450","43","78","72","6","20933","66","86","21","65","43517","44","80","22453","65","84","41997","1","2","1","1","1520","65","84","20","64","41997","3","14","10","4","2401","62","70","10","60","39596"
"2021","October","10","45","Seneca","174","284","149","135","91037","71","144","113","31","38013","103","140","36","104","53024","71","144","38013","103","140","53024","0","0","0","0","0","103","140","36","104","53024","11","36","23","13","6181","92","104","13","91","46843"
"2021","October","10","46","Steuben","689","993","487","506","426569","264","497","418","79","131743","425","496","69","427","294826","264","497","131743","425","496","294826","0","0","0","0","0","425","496","69","427","294826","21","70","46","24","15430","404","426","23","403","279396"
"2021","October","10","47","Suffolk","4734","7755","3811","3944","7965651","1495","3157","2551","606","3189837","3239","4598","1260","3338","4775814","1509","3202","3236641","3225","4553","4729010","14","45","30","15","46804","3225","4553","1230","3323","4729010","377","1361","959","402","1027817","2848","3192","271","2921","3701193"
"2021","October","10","48","Sullivan","495","814","460","354","336707","203","412","348","64","120077","292","402","112","290","216630","207","426","122365","288","388","214342","4","14","10","4","2288","288","388","102","286","214342","29","99","68","31","28080","259","289","34","255","186262"
"2021","October","10","49","Tioga","254","389","280","109","145832","147","251","233","18","84194","107","138","47","91","61638","150","257","87305","104","132","58527","3","6","3","3","3111","104","132","44","88","58527","9","33","23","10","7181","95","99","21","78","51346"
"2021","October","10","5","Cayuga","630","1069","598","471","511494","256","573","462","111","191325","374","496","136","360","320169","266","596","202814","364","473","308680","10","23","12","11","11489","364","473","124","349","308680","28","99","71","28","37274","336","374","53","321","271406"
"2021","October","10","50","Tompkins","554","778","311","467","456687","162","304","236","68","106096","392","474","75","399","350591","168","316","114816","386","462","341871","6","12","6","6","8720","386","462","69","393","341871","15","44","28","16","9021","371","418","41","377","332850"
"2021","October","10","51","Ulster","700","1135","613","522","798042","293","586","471","115","326968","407","549","142","407","471074","294","588","329366","406","547","468676","1","2","1","1","2398","406","547","141","406","468676","53","152","96","56","128560","353","395","45","350","340116"
"2021","October","10","52","Warren","182","255","131","124","129276","78","140","119","21","46587","104","115","12","103","82689","80","147","49488","102","108","79788","2","7","4","3","2901","102","108","8","100","79788","2","7","5","2","812","100","101","3","98","78976"
"2021","October","10","53","Washington","259","409","250","159","133720","141","263","219","44","74577","118","146","31","115","59143","144","269","76595","115","140","57125","3","6","3","3","2018","115","140","28","112","57125","4","13","10","3","1995","111","127","18","109","55130"
"2021","October","10","54","Wayne","360","556","330","226","174538","176","332","282","50","86925","184","224","48","176","87613","185","360","92403","175","196","82135","9","28","17","11","5478","175","196","31","165","82135","8","24","17","7","4034","167","172","14","158","78101"
"2021","October","10","55","Westchester","3555","6417","3515","2902","4825744","1316","2958","2368","590","2169195","2239","3459","1147","2312","2656549","1322","2972","2173124","2233","3445","2652620","6","14","7","7","3929","2233","3445","1140","2305","2652620","478","1510","1022","488","1075360","1755","1935","118","1817","1577260"
"2021","October","10","56","Wyoming","144","207","104","103","78890","59","110","92","18","28539","85","97","12","85","50351","64","120","31178","80","87","47712","5","10","5","5","2639","80","87","7","80","47712","3","9","6","3","2526","77","78","1","77","45186"
"2021","October","10","57","Yates","145","233","142","91","89990","80","163","131","32","45301","65","70","11","59","44689","80","163","45301","65","70","44689","0","0","0","0","0","65","70","11","59","44689","1","4","4","0","968","64","66","7","59","43721"
"2021","October","10","6","Chautauqua","1542","3016","1774","1242","850228","734","1739","1329","410","432832","808","1277","445","832","417396","743","1769","437700","799","1247","412528","9","30","18","12","4868","799","1247","427","820","412528","116","404","275","129","69341","683","843","152","691","343187"
"2021","October","10","66","New York City","192938","359195","153249","205946","113919780","47247","112039","75882","36157","28097778","145691","247156","77367","169789","85822002","47289","112126","28119528","145649","247069","85800253","42","87","53","34","21750","145649","247069","77314","169755","85800253","27454","90443","55204","35239","18976979","118195","156626","22110","134516","66823274"
"2021","October","10","7","Chemung","608","957","650","307","334453","327","617","543","74","170506","281","340","107","233","163947","330","623","172641","278","334","161812","3","6","2","4","2135","278","334","105","229","161812","10","44","34","10","9013","268","290","71","219","152799"
"2021","October","10","8","Chenango","270","408","255","153","123843","157","285","239","46","78938","113","123","16","107","44905","158","287","79348","112","121","44495","1","2","1","1","410","112","121","15","106","44495","3","11","9","2","1700","109","110","6","104","42795"
"2021","October","10","9","Clinton","571","861","495","366","322424","274","507","427","80","132008","297","354","68","286","190416","280","521","134457","291","340","187967","6","14","7","7","2449","291","340","61","279","187967","17","51","35","16","11462","274","289","26","263","176505"
"2021","September","9","1","Albany","1240","2149","1349","800","830610","628","1230","1047","183","401973","612","919","302","617","428637","634","1243","405313","606","906","425297","6","13","7","6","3340","606","906","295","611","425297","77","263","186","77","62646","529","643","109","534","362651"
"2021","September","9","10","Columbia","266","422","240","182","160209","117","232","193","39","59610","149","190","47","143","100599","120","238","61774","146","184","98435","3","6","3","3","2164","146","184","44","140","98435","12","43","31","12","10179","134","141","13","128","88256"
"2021","September","9","11","Cortland","307","466","244","222","182225","123","236","197","39","70623","184","230","47","183","111602","128","250","74831","179","216","107394","5","14","8","6","4208","179","216","39","177","107394","10","40","28","12","7208","169","176","11","165","100186"
"2021","September","9","12","Delaware","155","250","150","100","79601","89","165","127","38","40935","66","85","23","62","38666","89","165","40935","66","85","38666","0","0","0","0","0","66","85","23","62","38666","6","22","15","7","5935","60","63","8","55","32731"
"2021","September","9","13","Dutchess","886","1380","762","618","948156","374","777","645","132","350016","512","603","117","486","598140","378","786","368195","508","594","579961","4","9","4","5","18179","508","594","113","481","579961","25","74","49","25","22563","483","520","64","456","557398"
"2021","September","9","14","Erie","8194","15292","8502","6790","3888558","3085","6895","5376","1519","1679504","5109","8397","3126","5271","2209054","3110","6954","1694939","5084","8338","2193619","25","59","32","27","15435","5084","8338","3094","5244","2193619","773","3067","2273","794","470254","4311","5271","821","4450","1723365"
"2021","September","9","15","Essex","74","110","79","31","35852","48","80","74","6","23383","26","30","5","25","12469","48","80","23383","26","30","12469","0","0","0","0","0","26","30","5","25","12469","2","5","3","2","947","24","25","2","23","11522"
"2021","September","9","16","Franklin","359","533","234","299","179102","131","261","189","72","82304","228","272","45","227","96798","132","263","82585","227","270","96517","1","2","1","1","281","227","270","44","226","96517","11","35","25","10","5761","216","235","19","216","90756"
"2021","September","9","17","Fulton","198","313","176","137","110152","87","166","137","29","46072","111","147","39","108","64080","91","178","48165","107","135","61987","4","12","8","4","2093","107","135","31","104","61987","6","23","16","7","3829","101","112","15","97","58158"
"2021","September","9","18","Genesee","217","336","168","168","110735","87","179","139","40","44460","130","157","29","128","66275","87","179","44460","130","157","66275","0","0","0","0","0","130","157","29","128","66275","13","40","28","12","7825","117","117","1","116","58450"
"2021","September","9","19","Greene","172","263","152","111","113388","83","158","136","22","50266","89","105","16","89","63122","85","165","50776","87","98","62612","2","7","5","2","510","87","98","11","87","62612","4","10","7","3","1773","83","88","4","84","60839"
"2021","September","9","2","Allegany","236","365","197","168","112668","112","207","164","43","53421","124","158","33","125","59247","112","207","53421","124","158","59247","0","0","0","0","0","124","158","33","125","59247","7","21","13","8","6025","117","137","20","117","53222"
"2021","September","9","20","Hamilton","6","10","5","5","3656","3","7","5","2","1581","3","3","0","3","2075","3","7","1581","3","3","2075","0","0","0","0","0","3","3","0","3","2075","0","0","0","0","0","3","3","0","3","2075"
"2021","September","9","21","Herkimer","338","537","317","220","176762","149","287","247","40","77124","189","250","70","180","99638","153","297","79326","185","240","97436","4","10","6","4","2202","185","240","64","176","97436","16","57","43","14","9771","169","183","21","162","87665"
"2021","September","9","22","Jefferson","896","1413","696","717","535486","311","632","507","125","181312","585","781","189","592","354174","322","657","186136","574","756","349350","11","25","14","11","4824","574","756","175","581","349350","59","192","129","63","38467","515","564","46","518","310883"
"2021","September","9","23","Lewis","85","126","78","48","49690","39","77","66","11","20479","46","49","12","37","29211","39","77","20479","46","49","29211","0","0","0","0","0","46","49","12","37","29211","0","0","0","0","0","46","49","12","37","29211"
"2021","September","9","24","Livingston","336","535","282","253","209241","143","277","223","54","91180","193","258","59","199","118061","148","287","93202","188","248","116039","5","10","5","5","2022","188","248","54","194","116039","14","41","27","14","9051","174","207","27","180","106988"
"2021","September","9","25","Madison","231","364","231","133","164774","119","225","191","34","73106","112","139","40","99","91668","123","234","74423","108","130","90351","4","9","5","4","1317","108","130","35","95","90351","9","27","20","7","4155","99","103","15","88","86196"
"2021","September","9","26","Monroe","5858","10451","6205","4246","3369306","2652","5592","4550","1042","1619827","3206","4859","1655","3204","1749479","2704","5745","1654989","3154","4706","1714317","52","153","94","59","35162","3154","4706","1561","3145","1714317","499","1759","1247","512","322314","2655","2947","314","2633","1392003"
"2021","September","9","27","Montgomery","295","544","324","220","171906","135","270","219","51","71046","160","274","105","169","100860","139","283","75765","156","261","96141","4","13","8","5","4719","156","261","97","164","96141","29","100","74","26","17991","127","161","23","138","78150"
"2021","September","9","28","Nassau","2681","4387","2112","2275","3703401","749","1542","1312","230","868094","1932","2845","800","2045","2835307","750","1545","869391","1931","2842","2834010","1","3","1","2","1297","1931","2842","799","2043","2834010","233","819","581","238","525995","1698","2023","218","1805","2308015"
"2021","September","9","29","Niagara","1347","2157","1261","896","677418","613","1168","991","177","319610","734","989","270","719","357808","629","1214","330035","718","943","347383","16","46","29","17","10425","718","943","241","702","347383","64","230","160","70","38879","654","713","81","632","308504"
"2021","September","9","3","Broome","2065","3221","1741","1480","1236149","839","1589","1298","291","501215","1226","1632","443","1189","734934","850","1615","508449","1215","1606","727700","11","26","15","11","7234","1215","1606","428","1178","727700","113","402","278","124","69854","1102","1204","150","1054","657846"
"2021","September","9","30","Oneida","2071","3904","2208","1696","1095455","808","1894","1478","416","467039","1263","2010","730","1280","628416","815","1923","475097","1256","1981","620358","7","29","19","10","8058","1256","1981","711","1270","620358","188","740","539","201","115250","1068","1241","172","1069","505108"
"2021","September","9","31","Onondaga","4045","7747","4543","3204","2317717","1703","3947","3104","843","961536","2342","3800","1439","2361","1356181","1707","3962","964355","2338","3785","1353362","4","15","9","6","2819","2338","3785","1430","2355","1353362","418","1548","1106","442","319383","1920","2237","324","1913","1033979"
"2021","September","9","32","Ontario","587","885","479","406","389454","257","479","393","86","144206","330","406","86","320","245248","258","481","144737","329","404","244717","1","2","1","1","531","329","404","85","319","244717","19","65","45","20","16818","310","339","40","299","227899"
"2021","September","9","33","Orange","1187","2083","1212","871","1352806","481","1002","837","165","570440","706","1081","375","706","782366","484","1008","571905","703","1075","780901","3","6","2","4","1465","703","1075","373","702","780901","127","451","320","131","162093","576","624","53","571","618808"
"2021","September","9","34","Orleans","374","613","333","280","202097","153","323","254","69","95778","221","290","79","211","106319","154","325","96303","220","288","105794","1","2","1","1","525","220","288","78","210","105794","19","65","43","22","17033","201","223","35","188","88761"
"2021","September","9","35","Oswego","1047","1819","1021","798","583390","464","983","784","199","268268","583","836","237","599","315122","472","1004","276101","575","815","307289","8","21","13","8","7833","575","815","224","591","307289","61","201","138","63","43233","514","614","86","528","264056"
"2021","September","9","36","Otsego","151","240","123","117","80096","57","113","97","16","29667","94","127","26","101","50429","60","123","30649","91","117","49447","3","10","5","5","982","91","117","21","96","49447","5","23","18","5","4090","86","94","3","91","45357"
"2021","September","9","37","Putnam","62","82","54","28","40002","32","50","48","2","23625","30","32","6","26","16377","33","51","23808","29","31","16194","1","1","0","1","183","29","31","6","25","16194","0","0","0","0","0","29","31","6","25","16194"
"2021","September","9","38","Rensselaer","653","1374","960","414","412681","388","815","663","152","212661","265","559","297","262","200020","393","830","216346","260","544","196335","5","15","8","7","3685","260","544","289","255","196335","85","313","229","84","55269","175","231","60","171","141066"
"2021","September","9","39","Rockland","561","944","521","423","344354","215","446","375","71","137040","346","498","146","352","207314","217","451","137550","344","493","206804","2","5","4","1","510","344","493","142","351","206804","26","88","61","27","17453","318","405","81","324","189351"
"2021","September","9","4","Cattaraugus","700","1042","495","547","384005","247","493","399","94","130705","453","549","96","453","253300","265","541","138935","435","501","245070","18","48","27","21","8230","435","501","69","432","245070","18","60","41","19","11814","417","441","28","413","233256"
"2021","September","9","40","St. Lawrence","626","1044","568","476","317243","259","491","396","95","131641","367","553","172","381","185602","262","499","133385","364","545","183858","3","8","4","4","1744","364","545","168","377","183858","54","184","126","58","37599","310","361","42","319","146259"
"2021","September","9","41","Saratoga","292","398","243","155","182707","138","231","211","20","68530","154","167","32","135","114177","139","233","69117","153","165","113590","1","2","1","1","587","153","165","31","134","113590","1","6","4","2","200","152","159","27","132","113390"
"2021","September","9","42","Schenectady","1037","1876","1177","699","731959","475","996","853","143","346511","562","880","324","556","385448","480","1002","351102","557","874","380857","5","6","3","3","4591","557","874","321","553","380857","85","320","232","88","61718","472","554","89","465","319139"
"2021","September","9","43","Schoharie","108","172","105","67","73057","64","115","93","22","36619","44","57","12","45","36438","64","115","36619","44","57","36438","0","0","0","0","0","44","57","12","45","36438","3","13","9","4","3770","41","44","3","41","32668"
"2021","September","9","44","Schuyler","112","164","91","73","55394","42","73","69","4","20274","70","91","22","69","35120","43","75","20664","69","89","34730","1","2","1","1","390","69","89","21","68","34730","4","15","10","5","2688","65","74","11","63","32042"
"2021","September","9","45","Seneca","184","282","136","146","121382","66","127","101","26","35866","118","155","35","120","85516","66","127","35866","118","155","85516","0","0","0","0","0","118","155","35","120","85516","11","36","23","13","7892","107","119","12","107","77624"
"2021","September","9","46","Steuben","681","995","499","496","383097","268","510","428","82","145892","413","485","71","414","237205","268","510","145892","413","485","237205","0","0","0","0","0","413","485","71","414","237205","22","78","52","26","12946","391","407","19","388","224259"
"2021","September","9","47","Suffolk","4746","7746","3817","3929","6391007","1503","3140","2552","588","2253606","3243","4606","1265","3341","4137401","1518","3184","2270785","3228","4562","4120222","15","44","28","16","17179","3228","4562","1237","3325","4120222","376","1363","961","402","936856","2852","3199","276","2923","3183366"
"2021","September","9","48","Sullivan","478","791","451","340","313989","194","397","340","57","111762","284","394","111","283","202227","197","404","113659","281","387","200330","3","7","4","3","1897","281","387","107","280","200330","31","103","71","32","19332","250","284","36","248","180998"
"2021","September","9","49","Tioga","254","389","286","103","143773","147","249","235","14","75420","107","140","51","89","68353","153","257","86252","101","132","57521","6","8","3","5","10832","101","132","48","84","57521","7","27","20","7","5467","94","105","28","77","52054"
"2021","September","9","5","Cayuga","605","1025","580","445","398378","248","546","446","100","147797","357","479","134","345","250581","256","567","153492","349","458","244886","8","21","11","10","5695","349","458","123","335","244886","30","102","70","32","21251","319","356","53","303","223635"
"2021","September","9","50","Tompkins","535","745","310","435","373990","164","296","233","63","101754","371","449","77","372","272236","169","302","106803","366","443","267187","5","6","2","4","5049","366","443","75","368","267187","18","57","36","21","13647","348","386","39","347","253540"
"2021","September","9","51","Ulster","717","1133","598","535","965146","287","562","459","103","292137","430","571","139","432","673009","288","564","294535","429","569","670611","1","2","1","1","2398","429","569","138","431","670611","50","146","91","55","108208","379","423","47","376","562403"
"2021","September","9","52","Warren","185","250","129","121","129838","77","133","117","16","39333","108","117","12","105","90505","78","136","42790","107","114","87048","1","3","2","1","3457","107","114","10","104","87048","2","8","6","2","1696","105","106","4","102","85352"
"2021","September","9","53","Washington","272","418","247","171","155022","142","258","216","42","76388","130","160","31","129","78634","143","260","76650","129","158","78372","1","2","1","1","262","129","158","30","128","78372","4","13","10","3","3044","125","145","20","125","75328"
"2021","September","9","54","Wayne","355","554","335","219","212558","177","334","287","47","117138","178","220","48","172","95420","187","365","124404","168","189","88154","10","31","18","13","7266","168","189","30","159","88154","10","27","19","8","5756","158","162","11","151","82398"
"2021","September","9","55","Westchester","3375","6032","3329","2703","3887898","1249","2782","2271","511","1357971","2126","3250","1058","2192","2529927","1255","2800","1362551","2120","3232","2525347","6","18","10","8","4580","2120","3232","1048","2184","2525347","428","1367","931","436","615272","1692","1865","117","1748","1910075"
"2021","September","9","56","Wyoming","135","196","103","93","79593","59","115","97","18","31969","76","81","6","75","47624","64","123","36279","71","73","43314","5","8","3","5","4310","71","73","3","70","43314","1","3","2","1","668","70","70","1","69","42646"
"2021","September","9","57","Yates","141","224","134","90","86837","74","147","120","27","39053","67","77","14","63","47784","74","147","39053","67","77","47784","0","0","0","0","0","67","77","14","63","47784","2","5","4","1","5203","65","72","10","62","42581"
"2021","September","9","6","Chautauqua","1522","2935","1723","1212","796786","713","1667","1283","384","389653","809","1268","440","828","407133","720","1691","393043","802","1244","403743","7","24","15","9","3390","802","1244","425","819","403743","117","412","285","127","76484","685","832","140","692","327259"
"2021","September","9","66","New York City","188234","348967","148734","200233","109317229","44043","103854","71334","32520","25174257","144191","245113","77400","167713","84142972","44078","103923","25193103","144156","245044","84124126","35","69","42","27","18846","144156","245044","77358","167686","84124126","27547","91140","55847","35293","18892406","116609","153904","21511","132393","65231720"
"2021","September","9","7","Chemung","623","956","631","325","350535","321","600","532","68","163294","302","356","99","257","187241","325","606","165638","298","350","184897","4","6","2","4","2344","298","350","97","253","184897","10","44","34","10","7357","288","306","63","243","177540"
"2021","September","9","8","Chenango","275","418","262","156","127980","154","280","241","39","77325","121","138","21","117","50655","155","282","77574","120","136","50406","1","2","1","1","249","120","136","20","116","50406","4","14","11","3","1225","116","122","9","113","49181"
"2021","September","9","9","Clinton","557","830","484","346","292414","269","483","415","68","132221","288","347","69","278","160193","273","491","134408","284","339","158006","4","8","5","3","2187","284","339","64","275","158006","18","58","39","19","12126","266","281","25","256","145880"
"2021","August","8","1","Albany","1344","2392","1480","912","1046396","648","1310","1108","202","469784","696","1082","372","710","576612","653","1322","479943","691","1070","566453","5","12","7","5","10159","691","1070","365","705","566453","86","308","218","90","71889","605","762","147","615","494564"
"2021","August","8","10","Columbia","276","436","245","191","206966","116","230","194","36","67509","160","206","51","155","139457","119","236","71279","157","200","135687","3","6","3","3","3770","157","200","48","152","135687","12","42","30","12","9279","145","158","18","140","126408"
"2021","August","8","11","Cortland","314","465","236","229","186085","123","236","196","40","73171","191","229","40","189","112914","128","250","77383","186","215","108702","5","14","8","6","4212","186","215","32","183","108702","9","31","21","10","6763","177","184","11","173","101939"
"2021","August","8","12","Delaware","150","232","139","93","77103","86","155","122","33","40957","64","77","17","60","36146","86","155","40957","64","77","36146","0","0","0","0","0","64","77","17","60","36146","4","14","10","4","2941","60","63","7","56","33205"
"2021","August","8","13","Dutchess","920","1439","786","653","964527","383","795","654","141","366918","537","644","132","512","597609","390","813","378568","530","626","585959","7","18","12","6","11650","530","626","120","506","585959","30","97","67","30","24601","500","529","53","476","561358"
"2021","August","8","14","Erie","7716","14937","8635","6302","3839913","3131","7037","5484","1553","1681271","4585","7900","3151","4749","2158642","3164","7113","1701124","4552","7824","2138789","33","76","41","35","19853","4552","7824","3110","4714","2138789","789","3100","2284","816","463288","3763","4724","826","3898","1675501"
"2021","August","8","15","Essex","85","120","78","42","48463","48","78","72","6","22722","37","42","6","36","25741","48","78","22722","37","42","25741","0","0","0","0","0","37","42","6","36","25741","3","7","4","3","1359","34","35","2","33","24382"
"2021","August","8","16","Franklin","359","545","249","296","159534","133","268","196","72","67537","226","277","53","224","91997","134","270","67778","225","275","91756","1","2","1","1","241","225","275","52","223","91756","12","43","32","11","6722","213","232","20","212","85034"
"2021","August","8","17","Fulton","196","302","176","126","115904","89","176","150","26","44436","107","126","26","100","71468","93","188","46829","103","114","69075","4","12","8","4","2393","103","114","18","96","69075","3","9","6","3","1545","100","105","12","93","67530"
"2021","August","8","18","Genesee","214","327","158","169","107270","84","172","131","41","41235","130","155","27","128","66035","84","172","41235","130","155","66035","0","0","0","0","0","130","155","27","128","66035","12","37","26","11","6809","118","118","1","117","59226"
"2021","August","8","19","Greene","177","279","168","111","107252","89","170","148","22","48465","88","109","20","89","58787","91","177","48975","86","102","58277","2","7","5","2","510","86","102","15","87","58277","4","10","7","3","1722","82","92","8","84","56555"
"2021","August","8","2","Allegany","256","395","210","185","124428","115","220","176","44","57138","141","175","34","141","67290","117","223","58127","139","172","66301","2","3","1","2","989","139","172","33","139","66301","7","19","12","7","7675","132","153","21","132","58626"
"2021","August","8","20","Hamilton","4","7","4","3","1522","2","5","4","1","1016","2","2","0","2","506","2","5","1016","2","2","506","0","0","0","0","0","2","2","0","2","506","0","0","0","0","0","2","2","0","2","506"
"2021","August","8","21","Herkimer","345","562","328","234","177409","153","302","255","47","75616","192","260","73","187","101793","158","315","87081","187","247","90328","5","13","7","6","11465","187","247","66","181","90328","16","58","44","14","10186","171","189","22","167","80142"
"2021","August","8","22","Jefferson","917","1453","713","740","503122","319","656","524","132","170062","598","797","189","608","333060","329","679","174775","588","774","328347","10","23","13","10","4713","588","774","176","598","328347","54","178","120","58","33461","534","596","56","540","294886"
"2021","August","8","23","Lewis","83","115","69","46","41195","36","65","58","7","18084","47","50","11","39","23111","36","65","18084","47","50","23111","0","0","0","0","0","47","50","11","39","23111","0","0","0","0","0","47","50","11","39","23111"
"2021","August","8","24","Livingston","330","533","290","243","184880","146","289","231","58","89204","184","244","59","185","95676","150","296","90387","180","237","94493","4","7","3","4","1183","180","237","56","181","94493","15","39","24","15","8696","165","198","32","166","85797"
"2021","August","8","25","Madison","227","356","225","131","121143","116","218","185","33","58543","111","138","40","98","62600","119","225","59585","108","131","61558","3","7","4","3","1042","108","131","36","95","61558","11","30","21","9","4418","97","101","15","86","57140"
"2021","August","8","26","Monroe","5934","10529","6238","4291","3281938","2729","5755","4664","1091","1586212","3205","4774","1574","3200","1695726","2781","5900","1616786","3153","4629","1665152","52","145","86","59","30574","3153","4629","1488","3141","1665152","470","1683","1205","478","289385","2683","2946","283","2663","1375767"
"2021","August","8","27","Montgomery","331","608","351","257","217781","134","279","231","48","73590","197","329","120","209","144191","137","290","76233","194","318","141548","3","11","7","4","2643","194","318","113","205","141548","35","125","90","35","18422","159","193","23","170","123126"
"2021","August","8","28","Nassau","2787","4535","2168","2367","3748658","779","1607","1365","242","885319","2008","2928","803","2125","2863339","780","1610","885956","2007","2925","2862702","1","3","1","2","637","2007","2925","802","2123","2862702","233","822","584","238","550753","1774","2103","218","1885","2311949"
"2021","August","8","29","Niagara","1362","2200","1289","911","702206","623","1205","1024","181","329635","739","995","265","730","372571","644","1266","340001","718","934","362205","21","61","38","23","10366","718","934","227","707","362205","60","218","152","66","37901","658","716","75","641","324304"
"2021","August","8","3","Broome","2102","3332","1815","1517","1197190","843","1633","1339","294","496802","1259","1699","476","1223","700388","855","1661","506333","1247","1671","690857","12","28","16","12","9531","1247","1671","460","1211","690857","128","447","310","137","79870","1119","1224","150","1074","610987"
"2021","August","8","30","Oneida","2166","4124","2334","1790","1250152","835","1963","1530","433","526923","1331","2161","804","1357","723229","843","1992","532132","1323","2132","718020","8","29","18","11","5209","1323","2132","786","1346","718020","203","817","601","216","142493","1120","1315","185","1130","575527"
"2021","August","8","31","Onondaga","4123","7915","4632","3283","2284016","1720","4025","3161","864","963218","2403","3890","1471","2419","1320798","1722","4028","966076","2401","3887","1317940","2","3","1","2","2858","2401","3887","1470","2417","1317940","410","1534","1104","430","270774","1991","2353","366","1987","1047166"
"2021","August","8","32","Ontario","585","880","475","405","352583","255","473","387","86","138791","330","407","88","319","213792","255","473","138791","330","407","213792","0","0","0","0","0","330","407","88","319","213792","19","65","46","19","15210","311","342","42","300","198582"
"2021","August","8","33","Orange","1216","2131","1239","892","964028","492","1018","851","167","384768","724","1113","388","725","579260","497","1029","388112","719","1102","575916","5","11","5","6","3344","719","1102","383","719","575916","132","464","328","136","116801","587","638","55","583","459115"
"2021","August","8","34","Orleans","386","637","342","295","202896","159","342","267","75","89022","227","295","75","220","113874","160","344","89325","226","293","113571","1","2","1","1","303","226","293","74","219","113571","18","60","37","23","22388","208","233","37","196","91183"
"2021","August","8","35","Oswego","1038","1835","1046","789","541711","476","1012","807","205","264015","562","823","239","584","277696","484","1032","267859","554","803","273852","8","20","11","9","3844","554","803","228","575","273852","61","189","126","63","41156","493","614","102","512","232696"
