"service_request","request_type","request_reason","date_created","date_modified","case_close_date","request_status","responsible_agency","final_address","address_councildis","status","contractor","contractor_action","rowid","final_x","final_y","longitude","latitude","geocoded_column"
"2021-782706","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:20:41.000","2021-06-18T10:26:45.000","2021-06-18T05:26:45.000","Closed","Department of Sanitation","3117 N Villere St","C","Resolved","Metro Disposal",,"782706","3689429.97321","537103.568072","-90.04283183289137","29.97060539285459","(29.97060539285459, -90.04283183289137)"
"2021-782700","Property Maintenance","Property Maintenance","2021-06-04T10:10:49.000","2021-08-24T14:22:44.000","2021-08-24T09:22:44.000","Closed","Department of Code Enforcement","13450 Lourdes St","E","Referred to Code Enforcement",,,"782700","3726166.1079","560933.679646","-89.9258921229644","30.034939949029976","(30.034939949029976, -89.9258921229644)"
"2021-845950","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-12-05T10:02:17.000","2022-08-11T10:31:42.000",,"Pending","Department of Public Works","304 20Th St","A","Pending","Legacy Professional Services",,"845950","3664960.63188","548995.342611","-90.11971145918118","30.004038827556606","(30.004038827556606, -90.11971145918118)"
"2022-913086","Trash/Recycling","Missed Trash Pick-Up","2022-08-24T14:30:51.000","2022-08-24T14:30:52.000",,"Pending","Department of Sanitation","1010 3rd St, New Orleans, Louisiana, 70130",,"Assigned to Contractor",,,"913086",,,"0.0","0.0","(0.0, 0.0)"
"2021-845982","Traffic Signals/Signs/Striping/Streetlights","Traffic Signal Malfunctioning/Damaged","2021-12-05T15:08:47.000","2021-12-05T15:08:47.000",,"Pending","Department of Public Works","NAPOLEON AVE & PRYTANIA ST","B","Pending",,,"845982","3670865.7","520323.88","-90.10202959904824","29.92502858607668","(29.92502858607668, -90.10202959904824)"
"2021-782693","Traffic Signals/Signs/Striping/Streetlights","Traffic Signal Malfunctioning/Damaged","2021-06-04T10:02:38.000","2021-10-19T21:33:06.000","2021-07-09T07:09:38.000","Closed","Department of Public Works","755 Magazine St","B","Resolved",,,"782693","3681162.28879","527924.287423","-90.06926194627513","29.945618934086056","(29.945618934086056, -90.06926194627513)"
"2021-782688","Property Maintenance","Property Maintenance","2021-06-04T09:48:38.000","2021-10-19T17:02:28.000","2021-08-24T09:19:37.000","Closed","Department of Code Enforcement","5900 St Claude Ave","E","Referred to Code Enforcement",,,"782688","3698943.7928","533486.185796","-90.01291789680049","29.960360832890064","(29.960360832890064, -90.01291789680049)"
"2021-782698","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T10:07:29.000","2021-10-20T05:06:04.000","2021-08-01T12:17:37.000","Closed","Department of Sanitation","4816 Odin St","D","Resolved","Metro Disposal",,"782698","3691449.51113","553851.692119","-90.0358549965301","30.016593962415726","(30.016593962415726, -90.0358549965301)"
"2021-782690","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T09:54:11.000","2021-10-20T05:06:08.000","2021-07-29T10:46:27.000","Closed","Department of Sanitation","6009 Warrington Dr","D","Resolved","Metro Disposal",,"782690","3680810.39605","554703.861912","-90.06944035629968","30.01926407861352","(30.01926407861352, -90.06944035629968)"
"2021-782687","Roads/Drainage","Road Shoulder Repair","2021-06-04T09:47:46.000","2021-10-20T05:06:18.000","2021-06-09T02:11:08.000","Closed","Department of Public Works","1827 Eighth St","B","Referred to External Agency",,,"782687","3674514.76232","522698.664698","-90.09042936027292","29.93145015115798","(29.93145015115798, -90.09042936027292)"
"2021-782684","Trash/Recycling","Order Recycling Cart","2021-06-04T09:44:11.000","2021-10-20T05:06:22.000","2021-06-15T08:22:03.000","Closed","Department of Sanitation","1237 Seventh St","B","Resolved",,,"782684","3676034.37787","520978.854713","-90.08569122876929","29.92667582065522","(29.92667582065522, -90.08569122876929)"
"2021-782681","Trash/Recycling","Replace Trash Cart","2021-06-04T09:41:40.000","2021-10-20T05:06:24.000","2021-06-29T05:39:06.000","Closed","Department of Sanitation","1237 Seventh St","B","Resolved","Richards Disposal",,"782681","3676034.37787","520978.854713","-90.08569122876929","29.92667582065522","(29.92667582065522, -90.08569122876929)"
"2021-845961","Trash/Recycling","Missed Trash Pick-Up","2021-12-05T11:38:02.000","2022-01-05T12:43:18.000","2022-01-05T06:43:18.000","Closed","Department of Sanitation","4710 Owens Blvd, New Orleans, Louisiana, 70122","D","Resolved","Metro Disposal",,"845961","3676476.38613","549587.703379","-90.08331071192893","30.005327209658322","(30.005327209658322, -90.08331071192893)"
"2021-782685","Traffic Signals/Signs/Striping/Streetlights","Traffic Signal Malfunctioning/Damaged","2021-06-04T09:45:08.000","2021-06-04T09:45:08.000",,"Pending","Department of Public Works","ST BERNARD AVE & FILMORE AVE","D","Pending",,,"782685","3676727.6","551656.68","-90.0824457162933","30.011008619936398","(30.011008619936398, -90.0824457162933)"
"2021-845992","Trash/Recycling","Request a Large Item Pick Up","2021-12-05T17:21:14.000","2022-01-17T15:21:13.000","2022-01-17T09:21:13.000","Closed","Department of Sanitation","7522 Willow St","A","Resolved","Richards Disposal",,"845992","3663863.49632","527510.349631","-90.12389394360399","29.944994140726706","(29.944994140726706, -90.12389394360399)"
"2021-782682","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T09:42:11.000","2021-06-15T06:09:15.000","2021-06-15T01:09:15.000","Closed","Department of Sanitation","2520 Conti St","B","Resolved","Richards Disposal",,"782682","3676673.53633","535518.03015","-90.08317283036175","29.96663457784674","(29.96663457784674, -90.08317283036175)"
"2021-782677","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:35:56.000","2021-06-15T06:05:39.000","2021-06-15T01:05:39.000","Closed","Department of Sanitation","5526 S Miro St","A","Resolved","Richards Disposal",,"782677","3668155.30349","527684.648319","-90.11033746956664","29.945348147196743","(29.945348147196743, -90.11033746956664)"
"2021-782695","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-06-04T10:05:09.000","2021-06-22T13:12:02.000","2021-06-22T08:12:02.000","Closed","Department of Public Works","517 S Miro St","B","Inspected",,,"782695","3675663.91969","532844.36826","-90.0864530748907","29.95931315884488","(29.95931315884488, -90.0864530748907)"
"2021-782697","Trash/Recycling","Repair Trash Cart","2021-06-04T10:05:30.000","2021-06-25T09:14:27.000","2021-06-25T04:14:27.000","Closed","Department of Sanitation","8210 Plum St","A","Duplicate Case","Richards Disposal",,"782697","3661832.69203","528917.116416","-90.13025921590452","29.94892108308197","(29.94892108308197, -90.13025921590452)"
"2021-782683","Trash/Recycling","Return Recycling Cart","2021-06-04T09:42:18.000","2021-06-28T11:39:45.000","2021-06-28T06:39:45.000","Closed","Department of Sanitation","2503 Annunciation St","B","Invalid Case",,,"782683","3678370.0667","520423.410488","-90.07833729610664","29.925078393427984","(29.925078393427984, -90.07833729610664)"
"2021-782680","Trash/Recycling","Return Trash Cart","2021-06-04T09:41:37.000","2021-07-13T13:48:46.000","2021-07-13T08:48:46.000","Closed","Department of Sanitation","2503 Annunciation St","B","Resolved","Richards Disposal",,"782680","3678370.0667","520423.410488","-90.07833729610664","29.925078393427984","(29.925078393427984, -90.07833729610664)"
"2021-782694","Trash/Recycling","Repair Recycling Cart","2021-06-04T10:04:06.000","2021-07-21T13:45:12.000","2021-07-21T08:45:12.000","Closed","Department of Sanitation","616 St Roch Ave","C","Resolved",,,"782694","3686597.9135","534776.20519","-90.0518579929127","29.964293354104164","(29.964293354104164, -90.0518579929127)"
"2021-782689","Trash/Recycling","Repair Recycling Cart","2021-06-04T09:51:22.000","2021-07-21T13:37:52.000","2021-07-21T08:37:52.000","Closed","Department of Sanitation","814 Dante St","A","Resolved",,,"782689","3660543.12608","527960.714111","-90.13436255303674","29.94632844880104","(29.94632844880104, -90.13436255303674)"
"2021-782678","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T09:37:00.000","2021-07-23T11:22:15.000","2021-07-23T06:22:15.000","Closed","Department of Sanitation","934 Pauline St","C","Resolved","Metro Disposal",,"782678","3691055.14313","534956.749958","-90.03777603071444","29.964651970204645","(29.964651970204645, -90.03777603071444)"
"2021-845946","Trash/Recycling","Order Trash Cart","2021-12-05T09:04:16.000","2021-12-05T10:00:13.000",,"Pending","Department of Sanitation","3214 Pauger St","D","Assigned to Contractor","Metro Disposal",,"845946","3683414.42153","541504.121932","-90.0616753962231","29.98289029802957","(29.98289029802957, -90.0616753962231)"
"2021-846007","Property Maintenance","Property Maintenance","2021-12-05T21:45:07.000","2021-12-05T21:45:07.000",,"Pending","Department of Code Enforcement","4201 General Ogden St","A","Pending",,,"846007","3667111.0386","538136.957705","-90.1132831723329","29.97411916598247","(29.97411916598247, -90.1132831723329)"
"2021-782661","Trash/Recycling","Order Recycling Cart","2021-06-04T09:09:54.000","2021-10-19T18:50:31.000","2021-06-22T05:43:17.000","Closed","Department of Sanitation","823 Esplanade Ave","C","Resolved",,,"782661","3683646.08207","534808.17575","-90.06117850189773","29.96447170490551","(29.96447170490551, -90.06117850189773)"
"2021-782660","Trash/Recycling","Order Recycling Cart","2021-06-04T09:08:09.000","2021-10-19T22:39:48.000","2021-06-22T08:15:41.000","Closed","Department of Sanitation","2424 St Philip St","D","Resolved",,,"782660","3678288.80968","537109.658376","-90.07801674224068","29.970962454845534","(29.970962454845534, -90.07801674224068)"
"2021-782654","Trash/Recycling","Order Trash Cart","2021-06-04T09:01:28.000","2021-10-19T19:09:17.000","2021-09-28T09:04:38.000","Closed","Department of Sanitation","6900 Salem Dr","E","Resolved","Metro Disposal",,"782654","3706880.70622","560262.213981","-89.98686140230069","30.033730920367713","(30.033730920367713, -89.98686140230069)"
"2021-782667","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:20:37.000","2021-10-20T05:06:34.000","2021-06-23T08:49:55.000","Closed","Department of Sanitation","2506 Myrtle St","D","Resolved","Metro Disposal",,"782667","3686638.40361","545937.54536","-90.05133578047754","29.99498185508937","(29.99498185508937, -90.05133578047754)"
"2021-782663","Trash/Recycling","Start Trash Service","2021-06-04T09:14:38.000","2021-10-20T05:06:43.000","2021-07-14T07:10:04.000","Closed","Department of Sanitation","1018 Third St","B","Resolved","Richards Disposal",,"782663","3677647.03874","520955.372601","-90.08060130462545","29.926562871435664","(29.926562871435664, -90.08060130462545)"
"2021-782656","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:03:51.000","2021-10-20T05:06:48.000","2021-06-16T05:17:08.000","Closed","Department of Sanitation","6900 Salem Dr","E","Resolved","Metro Disposal",,"782656","3706880.70622","560262.213981","-89.98686140230069","30.033730920367713","(30.033730920367713, -89.98686140230069)"
"2021-782657","Trash/Recycling","Illegal Dumping","2021-06-04T09:04:35.000","2021-06-04T09:04:36.000",,"Pending","Department of Code Enforcement","5616 Tullis Dr","C","Pending",,,"782657","3704740.4954","512435.600817","-89.99538942605922","29.902294148839434","(29.902294148839434, -89.99538942605922)"
"2021-782670","Roads/Drainage","Ditch Issue","2021-06-04T09:27:13.000","2021-06-08T13:54:11.000","2021-06-08T08:54:11.000","Closed","Department of Public Works","3019 Wabash St","C","Duplicate Case",,,"782670","3694811.71485","520549.544952","-90.02643201769148","29.924919822972946","(29.924919822972946, -90.02643201769148)"
"2021-782665","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T09:20:18.000","2021-06-11T18:20:24.000","2021-06-11T13:20:24.000","Closed","Department of Sanitation","702 Desire St","C","Resolved","Metro Disposal",,"782665","3689771.86601","534252.024133","-90.0418535998059","29.962754054098557","(29.962754054098557, -90.0418535998059)"
"2021-782673","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:29:40.000","2021-06-15T06:01:45.000","2021-06-15T01:01:45.000","Closed","Department of Sanitation","1719 Joliet St","A","Resolved","Richards Disposal",,"782673","3662220.54067","530730.883714","-90.1289744108023","29.953897156580357","(29.953897156580357, -90.1289744108023)"
"2021-782655","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:02:22.000","2021-06-17T14:53:35.000","2021-06-17T09:53:35.000","Closed","Department of Sanitation","2004 Franklin Ave","D","Resolved","Metro Disposal",,"782655","3687565.91849","539906.987402","-90.04861945716745","29.978371404502628","(29.978371404502628, -90.04861945716745)"
"2021-782658","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:05:41.000","2021-06-18T09:48:43.000","2021-06-18T04:48:43.000","Closed","Department of Sanitation","2621 N Villere St","C","Resolved","Metro Disposal",,"782658","3687591.70671","537559.852104","-90.04862112421641","29.971916813370193","(29.971916813370193, -90.04862112421641)"
"2021-782662","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T09:12:24.000","2021-06-23T11:12:45.000","2021-06-23T06:12:45.000","Closed","Department of Sanitation","4601 Mandeville St","D","Resolved","Metro Disposal",,"782662","3684852.14978","549541.966867","-90.05685150848736","30.004947548387968","(30.004947548387968, -90.05685150848736)"
"2021-782674","Trash/Recycling","Replace Trash Cart","2021-06-04T09:29:51.000","2021-06-29T11:19:13.000","2021-06-29T06:19:13.000","Closed","Department of Sanitation","1202 Constantinople St","B","Resolved","Richards Disposal",,"782674","3672326.2107","520025.675064","-90.09742938345578","29.924165382528063","(29.924165382528063, -90.09742938345578)"
"2021-782672","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-06-04T09:29:21.000","2021-07-01T11:24:36.000","2021-07-01T06:24:36.000","Closed","Department of Public Works","4201 N Rampart St","C","Resolved",,,"782672","3692355.61661","534768.22759","-90.03367599614732","29.964093105121464","(29.964093105121464, -90.03367599614732)"
"2021-782668","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T09:26:19.000","2021-07-23T11:22:29.000","2021-07-23T06:22:29.000","Closed","Department of Sanitation","4216 N Rampart St","C","Resolved","Metro Disposal",,"782668","3692422.39741","534653.271814","-90.03346922728561","29.963774934250083","(29.963774934250083, -90.03346922728561)"
"2021-782669","Trash/Recycling","Repair Recycling Cart","2021-06-04T09:27:12.000","2021-07-26T11:02:38.000","2021-07-26T06:02:38.000","Closed","Department of Sanitation","4216 N Rampart St","C","Resolved",,,"782669","3692422.39741","534653.271814","-90.03346922728561","29.963774934250083","(29.963774934250083, -90.03346922728561)"
"2021-782653","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T08:59:59.000","2021-08-01T17:16:51.000","2021-08-01T12:16:51.000","Closed","Department of Sanitation","1031 Congress St","C","Resolved","Metro Disposal",,"782653","3690702.97174","535385.953158","-90.03887284734326","29.96584307256384","(29.96584307256384, -90.03887284734326)"
"2021-782675","Property Maintenance","Property Maintenance","2021-06-04T09:31:10.000","2021-08-24T11:41:32.000","2021-08-24T06:41:32.000","Closed","Department of Code Enforcement","1925 Lamanche St","E","Referred to Code Enforcement",,,"782675","3699258.15312","536861.27092","-90.01180229839558","29.969631144356125","(29.969631144356125, -90.01180229839558)"
"2021-782659","Property Maintenance","Property Maintenance","2021-06-04T09:05:55.000","2021-08-24T11:37:02.000","2021-08-24T06:37:02.000","Closed","Department of Code Enforcement","4408 Wellington Ave","D","Referred to Code Enforcement",,,"782659","3677146.41922","548514.08917","-90.08123099364882","30.00235503603345","(30.00235503603345, -90.08123099364882)"
"2021-845991","Property Maintenance","Property Maintenance","2021-12-05T16:59:04.000","2021-12-05T16:59:04.000",,"Pending","Department of Code Enforcement","4216 Franklin Ave","D","Pending",,,"845991","3686896.4127","548540.92277","-90.05042868517074","30.002132263512657","(30.002132263512657, -90.05042868517074)"
"2021-845978","Trash/Recycling","Repair Trash Cart","2021-12-05T14:22:18.000","2021-12-13T15:39:42.000","2021-12-13T09:39:42.000","Closed","Department of Sanitation","727 Eighth St","B","Resolved","Richards Disposal",,"845978","3676865.8891","519159.717943","-90.0831290274324","29.92164886189897","(29.92164886189897, -90.0831290274324)"
"2021-782652","Trash/Recycling","Order Trash Cart","2021-06-04T08:57:40.000","2021-10-19T19:16:42.000","2021-09-28T09:05:07.000","Closed","Department of Sanitation","6900 Salem Dr","E","Resolved","Metro Disposal",,"782652","3706880.70622","560262.213981","-89.98686140230069","30.033730920367713","(30.033730920367713, -89.98686140230069)"
"2021-782650","Mosquito, Termite & Rodent Control","Non-Rodent Complaint (Mice, Possums, Snakes)","2021-06-04T08:56:05.000","2021-10-19T18:45:06.000","2021-06-25T05:02:52.000","Closed","Mosquito, Termite & Rodent Control Board","2004 Mandeville St","D","Resolved",,,"782650","3685453.96412","539749.296586","-90.05529531990919","29.978002750654866","(29.978002750654866, -90.05529531990919)"
"2021-782649","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T08:55:11.000","2021-10-19T17:55:44.000","2021-06-15T00:53:59.000","Closed","Department of Sanitation","6127 Tchoupitoulas St","A","Resolved","Richards Disposal",,"782649","3663304.41389","517898.472694","-90.12597891624836","29.91858072495307","(29.91858072495307, -90.12597891624836)"
"2021-782646","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T08:50:12.000","2021-10-19T16:34:32.000","2021-08-01T12:19:00.000","Closed","Department of Sanitation","2253 Milton St","D","Resolved","Metro Disposal",,"782646","3684460.75004","546765.488657","-90.05818563182129","29.997325215990514","(29.997325215990514, -90.05818563182129)"
"2021-845983","Trash/Recycling","Request a Large Item Pick Up","2021-12-05T15:14:10.000","2021-12-21T15:53:20.000","2021-12-21T09:53:20.000","Closed","Department of Sanitation","3212 Palmyra St","B","Resolved","Richards Disposal",,"845983","3673237.34894","535623.792646","-90.09402069101407","29.967028027168766","(29.967028027168766, -90.09402069101407)"
"2021-845947","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-12-05T09:26:37.000","2022-01-13T12:25:52.000","2022-01-12T18:00:00.000","Closed","Department of Public Works","2810 General Pershing St","B","Inspected",,,"845947","3670755.64622","525219.888765","-90.10221094995198","29.93849428815153","(29.93849428815153, -90.10221094995198)"
"2019-617588","Parks & Parkways","Park Maintenance/Clean Up","2019-09-02T14:01:51.000","2020-03-23T21:59:16.000",,"Closed",,,,,,,"617588",,,"0.0","0.0","(0.0, 0.0)"
