"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0047421","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3678554","525308","2021-01-01T09:16:55.390","2021-01-01T09:48:08.820","2021-01-01T09:48:27.417","2021-01-01T10:27:42.840","GOA","GONE ON ARRIVAL","N","6G02","016XX Robert C Blakes Sr Dr","70130","6","POINT (-90.07758565 29.938505)"
"A0047521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3664903","535866","2021-01-01T09:20:56.620","2021-01-01T09:20:56.620","2021-01-01T09:20:56.620","2021-01-01T10:17:37.717","NAT","Necessary Action Taken","Y","2S02","033XX General Ogden St","70118","2","POINT (-90.12032958 29.96793931)"
"A0047621","35D","SIMPLE BATTERY DOMESTIC","1A","103D","DOMESTIC DISTURBANCE","2C","3676037","538033","2021-01-01T09:21:01.137","2021-01-01T11:11:37.110","2021-01-01T11:17:22.813","2021-01-01T11:25:47.833","GOA","GONE ON ARRIVAL","N","1M05","008XX N Gayoso St","70119","1","POINT (-90.08509576 29.97357054)"
"A0047721","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3683113","532255","2021-01-01T09:22:28.897","2021-01-01T09:50:48.397","2021-01-01T09:50:58.720","2021-01-01T10:01:09.040","NAT","Necessary Action Taken","N","8C03","007XX Decatur St","70116","8","POINT (-90.06294903 29.95746772)"
"A0047821","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3661856","532011","2021-01-01T09:24:01.653","2021-01-01T09:24:01.653","2021-01-01T09:24:01.653","2021-01-01T10:43:20.257","NAT","Necessary Action Taken","Y","2K02","019XX Eagle St","70118","2","POINT (-90.13007997 29.95742958)"
"A0047921","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3670864","537991","2021-01-01T09:25:32.053","2021-01-01T09:25:32.053","2021-01-01T09:25:32.053","2021-01-01T10:39:13.390","NAT","Necessary Action Taken","Y","1L04","Cleveland Ave & S Carrollton Ave","70119","1","POINT (-90.10143433 29.97360752)"
"A0048021","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681666","532191","2021-01-01T09:27:44.947","2021-01-01T09:27:44.947","2021-01-01T09:27:44.947","2021-01-01T09:46:30.660","NAT","Necessary Action Taken","Y","8D05","008XX Blk Saint Louis St","70112","8","POINT (-90.06752101 29.95733817)"
"A0048121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669897","535970","2021-01-01T09:28:32.137","2021-01-01T09:28:32.137","2021-01-01T09:28:32.137","2021-01-01T10:13:01.510","NAT","Necessary Action Taken","Y","1K02","S Pierce St & Tulane Ave","70119","1","POINT (-90.10455675 29.96808119)"
"A0048221","22R","RESIDENCE CHECK","1K","22R","RESIDENCE CHECK","1K","3673104","519940","2021-01-01T09:28:54.107","2021-01-01T09:28:54.107","2021-01-01T09:28:54.107","2021-01-01T09:48:01.493","NAT","Necessary Action Taken","Y","6P01","011XX Peniston St","70115","6","POINT (-90.09497674 29.92390904)"
"A0048321","24","MEDICAL","2D","GATHER","PUBLIC GATHERING","1E","37369000","3513814","2021-01-01T09:28:57.857","2021-01-01T09:30:15.957","2021-01-01T09:33:27.590","2021-01-01T10:30:51.120","NAT","Necessary Action Taken","N","5B03","Marigny St & N Robertson St","70117","5","POINT (0 0)"
"A0048421","21","COMPLAINT OTHER","1J","21M","MISSING ADULT","1C","3681867","531483","2021-01-01T09:29:24.380","2021-01-01T10:17:48.450","2021-01-01T10:18:00.527","2021-01-01T11:03:04.757","NAT","Necessary Action Taken","N","8C02","003XX Royal St","70130","8","POINT (-90.06691051 29.95538535)"
"A0048521","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3680772","530834","2021-01-01T09:31:38.953","2021-01-01T09:31:38.953","2021-01-01T09:31:38.953","2021-01-01T09:52:01.657","NAT","Necessary Action Taken","Y","8I01","008XX Canal St","70112","8","POINT (-90.07039245 29.95363206)"
"A0048621","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3684115","533133","2021-01-01T09:36:12.103","2021-01-01T09:36:12.103","2021-01-01T09:36:12.103","2021-01-01T10:16:56.593","NAT","Necessary Action Taken","Y","8E03","X French Market Pl","70116","8","POINT (-90.05975438 29.95985213)"
"A0048721","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3677402","522410","2021-01-01T09:37:13.773","2021-01-01T09:38:03.123","2021-01-01T09:42:22.630","2021-01-01T10:06:42.283","NAT","Necessary Action Taken","N","6D02","014XX 1st St","70130","6","POINT (-90.08132336 29.93057212)"
"A0048821","20","AUTO ACCIDENT","1E","30","HOMICIDE","2C","3687197","545198","2021-01-01T09:39:14.947",,,"2021-01-01T09:40:04.557","VOI","VOID","N","3Y03","I-610 W Onramp & Franklin Ave","70122","3","POINT (-90.04959435 29.99293208)"
"A0048921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3666808","548033","2021-01-01T09:39:27.680","2021-01-01T09:39:27.680","2021-01-01T09:39:27.680","2021-01-01T10:28:57.600","NAT","Necessary Action Taken","Y","3E02","Catina St & Germain St","70124","3","POINT (-90.1139054 30.0013402)"
"A0049021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3689765","528067","2021-01-01T09:43:39.820","2021-01-01T09:43:39.820","2021-01-01T09:43:39.820","2021-01-01T11:33:15.240","NAT","Necessary Action Taken","Y","4G04","009XX Blk Le Boeuf St","70114","4","POINT (-90.04209384 29.94574781)"
"A0049121","56","SIMPLE CRIMINAL DAMAGE","1B","56","SIMPLE CRIMINAL DAMAGE","1F","3711566","568140","2021-01-01T09:44:11.273","2021-01-03T08:06:11.690","2021-01-03T08:13:59.317","2021-01-03T09:13:55.267","RTF","REPORT TO FOLLOW","N","7I14","080XX Arcadia Ln","70128","7","POINT (-89.97175889 30.05523959)"
"A0049221","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3669283","524268","2021-01-01T09:44:45.907","2021-01-01T09:53:42.813","2021-01-01T10:14:09.953","2021-01-01T10:19:32.147","RTF","REPORT TO FOLLOW","N","2N03","047XX Blk S Robertson St","70115","2","POINT (-90.10689239 29.93592128)"
"A0049321","103M","MENTAL PATIENT","1A","103M","MENTAL PATIENT","2C","37369000","3513814","2021-01-01T09:45:44.197","2021-01-01T10:38:58.587","2021-01-01T10:42:21.033","2021-01-01T12:09:12.273","NAT","Necessary Action Taken","N","7F02","048XX Laine Ave","70126","7","POINT (0 0)"
"A0049421","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3667178","531627","2021-01-01T09:47:24.070","2021-01-01T10:07:36.553","2021-01-01T10:12:06.630","2021-01-01T10:58:05.913","RTF","REPORT TO FOLLOW","N","2U03","028XX Blk Pine St","70125","2","POINT (-90.11328847 29.95621887)"
"A0049521","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3677748","526324","2021-01-01T09:49:24.940","2021-01-01T09:49:24.940","2021-01-01T09:49:24.940","2021-01-01T09:49:35.310","NAT","Necessary Action Taken","Y","6H02","019XX Mlk Blvd","70113","6","POINT (-90.08009571 29.94132428)"
"A0049621","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3690365","549173","2021-01-01T09:49:26.033","2021-01-01T10:12:50.370","2021-01-01T10:16:05.447","2021-01-01T11:42:03.897","RTF","REPORT TO FOLLOW","N","3U01","042XX Chef Menteur Hwy","70126","3","POINT (-90.03944779 30.00376347)"
"A0049721","103F","FIGHT","2D","103F","FIGHT","2D","3692714","535150","2021-01-01T09:50:00.217","2021-01-01T09:50:37.603","2021-01-01T09:54:17.467","2021-01-01T11:12:19.343","GOA","GONE ON ARRIVAL","N","5D02","Lesseps St & Saint Claude Ave","70117","5","POINT (-90.03252917 29.96513258)"
"A0049821","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3703889","510441","2021-01-01T09:52:30.267","2021-01-01T09:53:52.493","2021-01-01T09:59:59.420","2021-01-01T10:04:29.803","NAT","Necessary Action Taken","N","4D05","052XX Forest Park Ln","70131","4","POINT (-89.99814879 29.89683802)"
"A0049921","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3679925","529524","2021-01-01T09:53:29.400","2021-01-01T09:53:29.400","2021-01-01T09:53:29.400","2021-01-01T10:41:30.807","NAT","Necessary Action Taken","Y","8H02","Poydras St & Baronne St","70112","8","POINT (-90.07311195 29.9500561)"
"A0050021","21","COMPLAINT OTHER","1J","67","THEFT","1G","3681867","531483","2021-01-01T09:53:42.180","2021-01-01T11:03:08.570","2021-01-01T11:03:50.947","2021-01-01T11:20:26.653","NAT","Necessary Action Taken","N","8C02","003XX Royal St","70130","8","POINT (-90.06691051 29.95538535)"
"A0050121","100","HIT & RUN","1G","100","HIT & RUN","1G","3712281","563409","2021-01-01T09:53:55.887","2021-01-01T11:14:42.550",,"2021-01-01T11:41:40.813","GOA","GONE ON ARRIVAL","N","7I07","110XX Roger Dr","70127","7","POINT (-89.96967521 30.04220934)"
"A0050221","56","SIMPLE CRIMINAL DAMAGE","1F","59","CRIMINAL MISCHIEF","1H","3674034","520115","2021-01-01T09:54:15.747","2021-01-01T10:08:47.860","2021-01-01T10:34:26.897","2021-01-01T11:39:49.813","RTF","REPORT TO FOLLOW","N","6P01","035XX Chestnut St","70115","6","POINT (-90.09203445 29.92436159)"
"A0050321","21","COMPLAINT OTHER","1J","20","AUTO ACCIDENT","1E","3680300","543476","2021-01-01T09:54:33.857","2021-01-01T10:34:18.397","2021-01-01T10:39:56.413","2021-01-01T10:50:49.353","NAT","Necessary Action Taken","N","3X03","030XX Bruxelles St","70119","3","POINT (-90.07144231 29.98840865)"
"A0050421","103","DISTURBANCE (OTHER)","1C","37","AGGRAVATED ASSAULT","2E","3693353","537708","2021-01-01T09:55:49.580","2021-01-01T10:05:53.050","2021-01-01T10:23:57.303","2021-01-01T11:16:06.903","NAT","Necessary Action Taken","N","5H01","N Roman St & Lesseps St","70117","5","POINT (-90.03041913 29.97214649)"
"A0050521","56","SIMPLE CRIMINAL DAMAGE","1F","56","SIMPLE CRIMINAL DAMAGE","1F","3700939","534652","2021-01-01T09:57:01.027","2021-01-01T16:36:37.343","2021-01-01T16:36:53.473","2021-01-01T17:41:15.233","RTF","REPORT TO FOLLOW","N","5E03","063XX N Claiborne Ave","70117","5","POINT (-90.00657299 29.96350342)"
"A0050721","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3678387","524470","2021-01-01T09:59:43.480","2021-01-01T09:59:43.480","2021-01-01T09:59:43.480","2021-01-01T10:46:33.217","NAT","Necessary Action Taken","Y","6G01","018XX Saint Charles Ave","70130","6","POINT (-90.07814259 29.93620565)"
"A0050821","63","PROWLER","2E","63","PROWLER","2E","3681215","529966","2021-01-01T09:59:57.927","2021-01-01T10:01:23.387","2021-01-01T10:06:29.107","2021-01-01T10:25:10.403","NAT","Necessary Action Taken","N","8G04","002XX Camp St","70130","8","POINT (-90.06902332 29.95123388)"
"A0050921","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3683548","533767","2021-01-01T10:02:30.010","2021-01-01T10:02:30.010","2021-01-01T10:02:30.010","2021-01-01T10:06:45.813","NAT","Necessary Action Taken","Y","8E05","011XX Blk Royal St","70116","8","POINT (-90.06152327 29.96161371)"
"A0051021","21","COMPLAINT OTHER","1J","21M","MISSING ADULT","1C","3702111","517451","2021-01-01T10:04:01.023","2021-01-01T10:58:46.930","2021-01-01T11:07:59.297","2021-01-01T13:01:33.473","RTF","REPORT TO FOLLOW","N","4D02","037XX Herald St","70131","4","POINT (-90.00350309 29.91617038)"
"A0051121","60D","AGGRAVATED BURGLARY DOMESTIC","2B","103F","FIGHT","2D","3681913","535762","2021-01-01T10:04:02.870","2021-01-01T10:04:48.863","2021-01-01T10:06:26.470","2021-01-01T14:42:34.083","RTF","REPORT TO FOLLOW","N","1F02","012XX Marais St","70116","1","POINT (-90.06661698 29.96714845)"
"A0051221","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3690542","548662","2021-01-01T10:04:38.267","2021-01-01T12:57:13.853","2021-01-01T13:02:00.510","2021-01-01T13:08:32.360","NAT","Necessary Action Taken","N","3U01","042XX Old Gentilly Rd","70126","3","POINT (-90.03890714 30.00235376)"
"A0051321","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3680811","532970","2021-01-01T10:05:20.307","2021-01-01T10:05:20.307","2021-01-01T10:05:20.307","2021-01-01T10:28:26.897","RTF","REPORT TO FOLLOW","Y","1E03","005XX Blk Basin St","70116","1","POINT (-90.07019242 29.95950612)"
"A0051421","67A","AUTO THEFT","1D","67A","AUTO THEFT","1D","3681867","531483","2021-01-01T10:07:25.753","2021-01-01T10:07:25.753","2021-01-01T10:07:25.753","2021-01-01T10:09:12.707","VOI","VOID","Y","8C02","003XX Royal St","70130","8","POINT (-90.06691051 29.95538535)"
"A0051521","21P","LOST PROPERTY","0A","21P","LOST PROPERTY","0G","3682028","532375","2021-01-01T10:11:32.340","2021-01-01T11:20:42.790","2021-01-01T11:21:49.237","2021-01-01T11:58:46.080","RTF","REPORT TO FOLLOW","N","8D05","Toulouse St & Bourbon St","70112","8","POINT (-90.06637035 29.95783188)"
"A0051621","67F","THEFT BY FRAUD","1D","67F","THEFT BY FRAUD","1D","3667235","534369","2021-01-01T10:11:50.797","2021-01-02T00:51:49.333","2021-01-02T00:51:53.087","2021-01-02T03:38:29.993","RTF","REPORT TO FOLLOW","N","2T03","034XX S Carrollton Ave","70118","2","POINT (-90.11301553 29.96375732)"
"A0051721","21","COMPLAINT OTHER","1J","45","SIMPLE KIDNAPPING","2D","3677273","533375","2021-01-01T10:12:28.863","2021-01-01T11:15:20.397",,"2021-01-01T11:25:42.833","NAT","Necessary Action Taken","N","1H01","020XX Canal St","70112","1","POINT (-90.08135199 29.9607251)"
"A0051821","103D","DOMESTIC DISTURBANCE","1A","103D","DOMESTIC DISTURBANCE","2C","3698185","552871","2021-01-01T10:13:57.473","2021-01-01T10:15:54.803","2021-01-01T10:29:11.887","2021-01-01T11:22:14.667","RTF","REPORT TO FOLLOW","N","7C03","063XX Ransom St","70126","7","POINT (-90.01460825 30.01368781)"
"A0051921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3673567","536425","2021-01-01T10:14:07.440","2021-01-01T10:14:07.440","2021-01-01T10:14:07.440","2021-01-01T10:47:36.733","NAT","Necessary Action Taken","Y","1M04","Canal St & S Rendon St","70119","1","POINT (-90.09294959 29.96922382)"
"A0052021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3690012","525292","2021-01-01T10:14:14.417","2021-01-01T10:14:14.417","2021-01-01T10:14:14.417","2021-01-01T10:49:34.637","NAT","Necessary Action Taken","Y","4A03","Mardi Gras Blvd & L B Landry Ave","70114","4","POINT (-90.04141132 29.93811162)"
"A0052121","56","SIMPLE CRIMINAL DAMAGE","1A","56","SIMPLE CRIMINAL DAMAGE","1F","3666366","530920","2021-01-01T10:14:34.387","2021-01-01T15:34:03.173","2021-01-01T15:38:29.010","2021-01-01T15:49:00.410","GOA","GONE ON ARRIVAL","N","2P01","025XX Lowerline St","70125","2","POINT (-90.11587584 29.95429824)"
"A0052221","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3676283","526646","2021-01-01T10:15:15.717","2021-01-01T10:15:15.717","2021-01-01T10:15:15.717","2021-01-01T12:03:55.397","NAT","Necessary Action Taken","Y","6H01","018XX Rev John Raphael Jr Way","70113","6","POINT (-90.08471087 29.94225251)"
"A0052321","62B","BUSINESS BURGLARY","1A","62B","BUSINESS BURGLARY","2C","3716175","563837","2021-01-01T10:17:31.853","2021-01-01T23:23:46.050","2021-01-01T23:28:02.627","2021-01-01T23:33:12.013","GOA","GONE ON ARRIVAL","N","7K01","060XX Bullard Ave","70128","7","POINT (-89.9573537 30.04325909)"
"A0052421","29ST","SUICIDE THREAT","2D","29ST","SUICIDE THREAT","2D","37369000","3513814","2021-01-01T10:17:33.263","2021-01-01T10:19:42.613","2021-01-01T10:25:44.083","2021-01-01T10:52:07.047","NAT","Necessary Action Taken","N","2B01","058XX Tchoupitoulas St","70115","2","POINT (0 0)"
"A0052521","966","DRUG VIOLATIONS","1I","966","DRUG VIOLATIONS","1I","3679925","529524","2021-01-01T10:19:22.977","2021-01-01T10:19:22.977","2021-01-01T10:19:22.977","2021-01-01T11:09:28.937","RTF","REPORT TO FOLLOW","Y","8H02","Poydras St & Baronne St","70112","8","POINT (-90.07311195 29.9500561)"
"A0052621","56","SIMPLE CRIMINAL DAMAGE","1F","56","SIMPLE CRIMINAL DAMAGE","1F","3682190","532045","2021-01-01T10:19:55.870","2021-01-01T10:42:12.160","2021-01-01T10:58:17.503","2021-01-01T11:28:18.413","RTF","REPORT TO FOLLOW","N","8D05","005XX Royal St","70130","8","POINT (-90.06587072 29.95691912)"
"A0052721","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3680869","526329","2021-01-01T10:22:38.920","2021-01-01T10:25:32.987","2021-01-01T10:34:07.507","2021-01-01T11:56:35.627","NAT","Necessary Action Taken","N","8G01","010XX Magazine St","70130","8","POINT (-90.0702427 29.94124351)"
"A0052821","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3667058","521694","2021-01-01T10:22:52.710","2021-01-01T11:01:24.603","2021-01-01T11:09:31.553","2021-01-01T11:45:34.317","GOA","GONE ON ARRIVAL","N","2F02","Saint Charles Ave & Octavia St","70115","2","POINT (-90.11400013 29.92890859)"
"A0052921","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3708170","520340","2021-01-01T10:23:45.847","2021-01-01T10:23:45.847","2021-01-01T10:23:45.847","2021-01-01T10:26:50.907","NAT","Necessary Action Taken","Y","4E04","064XX General Meyer Ave","70131","4","POINT (-89.98427135 29.92391968)"
"A0053021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3662572","536068","2021-01-01T10:24:56.300","2021-01-01T10:24:56.300","2021-01-01T10:24:56.300","2021-01-01T11:24:12.530","NAT","Necessary Action Taken","Y","2S01","029XX Monticello Ave","70118","2","POINT (-90.12768536 29.96856455)"
"A0053121","59","CRIMINAL MISCHIEF","1H","103","DISTURBANCE (OTHER)","1C","3670123","545860","2021-01-01T10:26:18.453","2021-01-01T16:01:08.033","2021-01-01T16:07:12.650","2021-01-01T18:08:26.587","RTF","REPORT TO FOLLOW","N","3I04","058XX Argonne Blvd","70124","3","POINT (-90.10350667 29.99526855)"
"A0053221","1028NP","VEHICLE NO-PURSUIT","2C","1028NP","VEHICLE NO-PURSUIT","2C","3672209","526083","2021-01-01T10:26:43.640","2021-01-01T10:26:43.640","2021-01-01T10:26:43.640","2021-01-01T12:14:45.970","NAT","Necessary Action Taken","Y","2O01","S Claiborne Ave & Louisiana Ave","70125","2","POINT (-90.09759204 29.9408269)"
"A0053321","29","DEATH","1D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3709639","517570","2021-01-01T10:27:47.560","2021-01-01T10:28:19.133","2021-01-01T10:32:40.573","2021-01-01T11:23:46.583","RTF","REPORT TO FOLLOW","N","4E04","036XX Pittari Pl","70131","4","POINT (-89.97973773 29.91625585)"
"A0053421","21","COMPLAINT OTHER","1C","21","COMPLAINT OTHER","1J","3714301","564847","2021-01-01T10:31:27.023","2021-01-02T00:58:02.167","2021-01-02T01:09:00.227","2021-01-02T01:09:22.030","GOA","GONE ON ARRIVAL","N","7I10","118XX N I-10 Service Rd","70128","7","POINT (-89.96323677 30.04609725)"
"A0053621","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3697923","532615","2021-01-01T10:33:00.353","2021-01-01T10:40:04.903","2021-01-01T10:47:20.170","2021-01-01T11:02:42.037","NAT","Necessary Action Taken","N","5E04","056XX Dauphine St","70117","5","POINT (-90.01617159 29.95799852)"
"A0053721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674666","519475","2021-01-01T10:33:21.420","2021-01-01T10:33:21.420","2021-01-01T10:33:21.420","2021-01-01T10:57:14.617","NAT","Necessary Action Taken","Y","6P01","Magazine St & Delachaise St","70115","6","POINT (-90.09006039 29.92258214)"
"A0053821","56","SIMPLE CRIMINAL DAMAGE","1A","56","SIMPLE CRIMINAL DAMAGE","1F","3680593","531713","2021-01-01T10:33:41.707","2021-01-01T16:45:34.430","2021-01-01T16:53:07.530","2021-01-01T17:15:34.230","RTF","REPORT TO FOLLOW","N","8D02","010XX Iberville St","70112","8","POINT (-90.07092638 29.95605478)"
"A0053921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3673652","522882","2021-01-01T10:33:46.130","2021-01-01T10:33:46.130","2021-01-01T10:33:46.130","2021-01-01T10:57:04.243","NAT","Necessary Action Taken","Y","6F04","Louisiana Ave & Danneel St","70115","6","POINT (-90.09314538 29.93198081)"
"A0054021","21","COMPLAINT OTHER","1J","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3670281","539467","2021-01-01T10:35:08.853","2021-01-01T10:36:25.347","2021-01-01T10:41:52.423","2021-01-01T11:15:41.787","RTF","REPORT TO FOLLOW","N","3H01","001XX N Alexander St","70119","3","POINT (-90.10322388 29.97768326)"
"A0054121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T10:38:29.147","2021-01-01T10:38:29.147","2021-01-01T10:38:29.147","2021-01-01T12:02:10.527","NAT","Necessary Action Taken","Y","None","Garden Oaks & Memorial Park","None","0","POINT (0 0)"
"A0054221","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3681802","533794","2021-01-01T10:40:48.177","2021-01-01T10:41:35.763","2021-01-01T10:46:03.560","2021-01-01T11:08:26.797","NAT","Necessary Action Taken","N","8E01","008XX N Rampart St","70116","8","POINT (-90.06703579 29.96173966)"
"A0054321","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3664703","529261","2021-01-01T10:41:33.513","2021-01-01T11:14:06.110","2021-01-01T11:32:59.327","2021-01-01T11:36:51.010","GOA","GONE ON ARRIVAL","N","2L03","077XX Cohn St","70118","2","POINT (-90.12118474 29.94978445)"
"A0054421","100","HIT & RUN","1A","100","HIT & RUN","1G","3685301","537810","2021-01-01T10:42:27.047","2021-01-01T10:56:39.203","2021-01-01T10:57:30.063","2021-01-01T12:01:32.337","RTF","REPORT TO FOLLOW","N","5B03","N Claiborne Ave & Marigny St","70117","5","POINT (-90.05584595 29.9726768)"
"A0054521","21","COMPLAINT OTHER","1J","62C","SIMPLE BURGLARY VEHICLE","1G","3679309","530568","2021-01-01T10:43:00.440","2021-01-01T12:32:15.760","2021-01-01T12:32:23.137","2021-01-01T13:02:41.120","NAT","Necessary Action Taken","N","8I02","003XX Loyola Ave","70112","8","POINT (-90.075019 29.95294457)"
"A0054621","21","COMPLAINT OTHER","1C","21","COMPLAINT OTHER","1J","3712208","568168","2021-01-01T10:43:19.080","2021-01-02T12:11:28.563","2021-01-02T12:22:51.547","2021-01-02T12:34:29.327","NAT","Necessary Action Taken","N","7I14","079XX Dorsett Dr","70128","7","POINT (-89.96972629 30.05529765)"
"A0054721","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3674613","527170","2021-01-01T10:45:55.760","2021-01-01T10:46:41.660","2021-01-01T10:54:13.123","2021-01-01T11:00:37.290","GOA","GONE ON ARRIVAL","N","6I03","Philip St & Willow St","70113","6","POINT (-90.08996478 29.94374417)"
"A0054821","21P","LOST PROPERTY","0A","21","COMPLAINT OTHER","1J","3682712","533269","2021-01-01T10:46:15.103","2021-01-01T21:04:14.047","2021-01-01T21:04:21.090","2021-01-01T21:17:52.003","RTF","REPORT TO FOLLOW","N","8E01","Bourbon St & Dumaine St","70116","8","POINT (-90.06418133 29.96026918)"
"A0054921","56D","CRIMINAL DAMAGE DOMESTIC","2C","35D","SIMPLE BATTERY DOMESTIC","2C","3685907","538181","2021-01-01T10:47:53.607","2021-01-01T11:15:46.643","2021-01-01T11:46:53.420","2021-01-01T14:48:56.850","RTF","REPORT TO FOLLOW","N","5B03","023XX N Claiborne Ave","70117","5","POINT (-90.05391862 29.97367672)"
"A0055021","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3687639","541135","2021-01-01T10:48:59.587","2021-01-01T11:28:20.067","2021-01-01T11:34:31.840","2021-01-01T12:48:31.950","NAT","Necessary Action Taken","N","5M01","023XX Franklin Ave","70117","5","POINT (-90.04834501 29.98174773)"
"A0055121","21","COMPLAINT OTHER","1D","21","COMPLAINT OTHER","1J","3682628","548491","2021-01-01T10:49:06.213","2021-01-02T04:39:31.787","2021-01-02T05:38:09.120","2021-01-02T09:15:33.610","GOA","GONE ON ARRIVAL","N","3Q01","043XX Saint Anthony Ave","70122","3","POINT (-90.06391221 30.00212803)"
"A0055221","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3690100","525028","2021-01-01T10:49:40.060","2021-01-01T10:49:40.060","2021-01-01T10:49:40.060","2021-01-01T10:56:42.270","RTF","REPORT TO FOLLOW","Y","4B03","017XX L B Landry Ave","70114","4","POINT (-90.04114291 29.93738296)"
"A0055321","29","DEATH","1D","29","DEATH","1D","3664310","537420","2021-01-01T10:51:45.740","2021-01-01T11:02:05.750","2021-01-01T11:12:31.697","2021-01-01T13:12:55.913","RTF","REPORT TO FOLLOW","N","3A01","093XX Airline Hwy","70118","3","POINT (-90.12215319 29.97223134)"
"A0055421","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3678352","532778","2021-01-01T10:52:58.117","2021-01-01T10:52:58.117","2021-01-01T10:52:58.117","2021-01-01T11:01:28.887","NAT","Necessary Action Taken","Y","1H01","I-10 W & Canal St","70112","1","POINT (-90.0779663 29.95905225)"
"A0055621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672656","540076","2021-01-01T10:54:47.570","2021-01-01T10:54:47.570","2021-01-01T10:54:51.663","2021-01-01T11:08:43.467","NAT","Necessary Action Taken","N","3H02","N Carrollton Ave & Orleans Ave","70119","3","POINT (-90.09570429 29.97928912)"
"A0055721","21","COMPLAINT OTHER","1J","103","DISTURBANCE (OTHER)","1C","3672210","523063","2021-01-01T10:55:25.987","2021-01-01T10:57:08.133","2021-01-01T11:01:19.647","2021-01-01T11:33:36.677","NAT","Necessary Action Taken","N","6Q01","021XX General Taylor St","70115","6","POINT (-90.09769107 29.93252126)"
"A0055821","103","DISTURBANCE (OTHER)","1C","62R","RESIDENCE BURGLARY","1E","3692404","544736","2021-01-01T10:56:02.097",,,"2021-01-01T11:28:55.137","VOI","VOID","N","5Q02","033XX Pleasure St","70126","5","POINT (-90.03316473 29.99149992)"
"A0055921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3667201","545452","2021-01-01T10:57:40.013","2021-01-01T10:57:40.013","2021-01-01T10:57:40.013","2021-01-01T11:46:58.230","NAT","Necessary Action Taken","Y","3E01","Florida Blvd & Rosemary Pl","70124","3","POINT (-90.1127519 29.99423107)"
"A0056021","67","THEFT","0A","67","THEFT","1G","3680927","530925","2021-01-01T10:58:08.513","2021-01-01T20:59:23.953",,"2021-01-01T21:03:33.290","GOA","GONE ON ARRIVAL","N","8D01","Canal St & Bourbon St","70112","8","POINT (-90.06989927 29.95387931)"
