"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0051913","20","AUTO ACCIDENT","2C","3678353.00000000","532774.00000000","2013-01-01T05:18:13.000","2013-01-01T05:40:46.000","2013-01-01T05:51:39.000","2013-01-01T05:51:58.000","DUP","DUPLICATE","Canal St & I-10 W","70112","1","(29.959038935253, -90.077964035048)"
"A0052013","20I","AUTO ACCIDENT WITH I","2B","3677269.00000000","531435.00000000","2013-01-01T05:18:30.000",,,"2013-01-01T05:24:10.000","DUP","DUPLICATE","S Claiborne Ave & I-10 W","70112","1","(29.955389746407, -90.081433236233)"
"A0052113","21","COMPLAINT OTHER","1H","3682816.00000000","545908.00000000","2013-01-01T05:22:47.000","2013-01-01T05:25:33.000","2013-01-01T05:34:45.000","2013-01-01T05:59:23.000","NAT","NECESSARY ACTION TAKEN","028XX Gentilly Blvd","70122","3","(29.995017653697, -90.06341135333)"
"A0052213","21","COMPLAINT OTHER","1C","3682607.00000000","528870.00000000","2013-01-01T05:25:48.000","2013-01-01T05:25:51.000","2013-01-01T05:25:55.000","2013-01-01T05:26:59.000","NAT","NECESSARY ACTION TAKEN","Convention Center Blvd & Poydras","70130","8","(29.948175422512, -90.064667464769)"
"A0052313","35","SIMPLE BATTERY","1D","3680600.00000000","531212.00000000","2013-01-01T05:27:52.000","2013-01-01T05:27:56.000","2013-01-01T05:51:14.000","2013-01-01T06:21:54.000","RTF","REPORT TO FOLLOW","009XX Canal St","70112","8","(29.954676082424, -90.070922911195)"
"A0052413","103","DISTURBANCE (OTHER)","1A","3664863.00000000","527027.00000000","2013-01-01T05:25:35.000",,,"2013-01-01T05:32:00.000","VOI","VOID","014XX Audubon St","70118","2","(29.943636038169, -90.120754339245)"
"A0052513","21","COMPLAINT OTHER","1H","3670851.00000000","535457.00000000","2013-01-01T05:29:01.000","2013-01-01T05:29:02.000","2013-01-01T06:03:21.000","2013-01-01T06:46:35.000","NAT","NECESSARY ACTION TAKEN","037XX Tulane Ave","70119","1","(29.966640156609, -90.101562473718)"
"A0052613","58","RETURN FOR ADD'L INF","1A","3712918.00000000","557966.00000000","2013-01-01T05:28:18.000","2013-01-01T05:46:47.000","2013-01-01T07:31:57.000","2013-01-01T07:43:27.000","NAT","NECESSARY ACTION TAKEN","101XX Dwyer Rd","70127","7","(30.027220793627, -89.967869519561)"
"A0052713","21","COMPLAINT OTHER","1H","3676532.00000000","547531.00000000","2013-01-01T05:28:50.000","2013-01-01T07:03:15.000","2013-01-01T07:06:33.000","2013-01-01T07:07:37.000","NAT","NECESSARY ACTION TAKEN","042XX Encampment St","70122","3","(29.999670334876, -90.083205904902)"
"A0052813","103","DISTURBANCE (OTHER)","1C","3681385.00000000","532145.00000000","2013-01-01T05:29:35.000","2013-01-01T07:29:35.000","2013-01-01T07:32:20.000","2013-01-01T07:37:41.000","GOA","GONE ON ARRIVAL","004XX Dauphine St","70112","8","(29.9572177119, -90.068411663666)"
"A0052913","21","COMPLAINT OTHER","1H","3682054.00000000","532371.00000000","2013-01-01T05:31:35.000","2013-01-01T05:31:39.000","2013-01-01T05:55:11.000","2013-01-01T06:27:28.000","RTF","REPORT TO FOLLOW","006XX Bourbon St","70112","8","(29.957818811076, -90.066291276708)"
"A0053013","62A","BURGLAR ALARM, SILEN","2C","3686741.00000000","542083.00000000","2013-01-01T05:30:41.000","2013-01-01T05:34:43.000","2013-01-01T05:35:02.000","2013-01-01T05:37:38.000","NAT","NECESSARY ACTION TAKEN","026XX Arts St","70117","5","(29.984380075136, -90.051147939739)"
"A0053113","107","SUSPICIOUS PERSON","2B","3681917.00000000","559203.00000000","2013-01-01T05:31:19.000",,,"2013-01-01T06:40:44.000","VOI","VOID","020XX Lakeshore Dr","70122","3","(30.031601442497, -90.065786611479)"
"A0053213","21","COMPLAINT OTHER","1H","3681709.00000000","527106.00000000","2013-01-01T05:32:40.000","2013-01-01T05:32:42.000","2013-01-01T05:42:59.000","2013-01-01T05:43:09.000","NAT","NECESSARY ACTION TAKEN","Saint Joseph St & Tchoupitoulas","70130","8","(29.943352322696, -90.0675643414)"
"A0053413","62A","BURGLAR ALARM, SILEN","2C","3683174.00000000","533405.00000000","2013-01-01T05:32:05.000","2013-01-01T05:50:42.000","2013-01-01T06:02:19.000","2013-01-01T06:28:51.000","NAT","NECESSARY ACTION TAKEN","007XX Saint Philip St","70116","8","(29.960627856331, -90.062718435777)"
"A0053513","100","HIT & RUN","1E","3694194.00000000","559738.00000000","2013-01-01T05:30:44.000","2013-01-01T07:49:06.000","2013-01-01T08:15:46.000","2013-01-01T08:52:36.000","RTF","REPORT TO FOLLOW","Downman Rd & Hayne Blvd","70126","3","(30.032693346175, -90.026971583997)"
"A0053613","24","MEDICAL","2B","37369000","3513814","2013-01-01T05:36:30.000","2013-01-01T05:36:32.000",,"2013-01-01T05:53:39.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Iberville St","70112","0","(9.235500543E-7, -0.0000022929847665)"
"A0053713","62A","BURGLAR ALARM, SILEN","2C","3683595.00000000","533201.00000000","2013-01-01T05:36:10.000",,,"2013-01-01T05:39:16.000","VOI","VOID","010XX Chartres St","70116","8","(29.960054082903, -90.061396153614)"
"A0053813","21","COMPLAINT OTHER","1A","3679562.00000000","531827.00000000","2013-01-01T05:33:47.000","2013-01-01T07:36:12.000","2013-01-01T08:02:28.000","2013-01-01T08:06:30.000","NAT","NECESSARY ACTION TAKEN","013XX Canal St","70112","8","(29.956398529167, -90.074179174406)"
"A0053913","21","COMPLAINT OTHER","2H","3670169.00000000","531931.00000000","2013-01-01T05:38:02.000","2013-01-01T05:41:28.000","2013-01-01T05:47:39.000","2013-01-01T06:57:58.000","NAT","NECESSARY ACTION TAKEN","Earhart Blvd & Washington Ave","70125","2","(29.956964969243, -90.10383571108)"
"A0054013","34C","AGGRAVATED BATTERY B","2B","3669347.00000000","517576.00000000","2013-01-01T05:40:35.000","2013-01-01T05:42:45.000",,"2013-01-01T05:49:44.000","DUP","DUPLICATE","Annunciation St & Lyons St","70115","2","(29.917517572299, -90.106916498829)"
"A0054113","21","COMPLAINT OTHER","1H","3691272.00000000","535417.00000000","2013-01-01T05:41:38.000","2013-01-01T05:41:39.000",,"2013-01-01T05:57:33.000","NAT","NECESSARY ACTION TAKEN","038XX Saint Claude Ave","70117","5","(29.965910752496, -90.037074772191)"
"A0054213","34C","AGGRAVATED BATTERY B","2B","3669687.00000000","517584.00000000","2013-01-01T05:41:36.000","2013-01-01T05:43:13.000","2013-01-01T05:48:35.000","2013-01-01T10:39:23.000","RTF","REPORT TO FOLLOW","048XX Annunciation St","70115","2","(29.917529559065, -90.105843036114)"
"A0054313","21","COMPLAINT OTHER","1H","3693626.00000000","538894.00000000","2013-01-01T05:42:21.000","2013-01-01T05:42:22.000","2013-01-01T05:44:34.000","2013-01-01T06:32:59.000","NAT","NECESSARY ACTION TAKEN","021XX Poland Ave","70117","5","(29.975397833443, -90.029516004269)"
"A0054413","21","COMPLAINT OTHER","1H","3687497.00000000","537903.00000000","2013-01-01T05:44:28.000","2013-01-01T05:44:28.000","2013-01-01T05:44:30.000","2013-01-01T05:57:38.000","NAT","NECESSARY ACTION TAKEN","026XX N Robertson St","70117","5","(29.972863269106, -90.048908074502)"
"A0054513","35","SIMPLE BATTERY","1D","3682497.00000000","532982.00000000","2013-01-01T05:44:05.000","2013-01-01T06:16:16.000","2013-01-01T06:17:28.000","2013-01-01T10:28:30.000","RTF","REPORT TO FOLLOW","Bourbon St & Saint Ann St","70116","8","(29.959485375764, -90.064871052746)"
"A0054613","62A","BURGLAR ALARM, SILEN","2C","3672119.00000000","530601.00000000","2013-01-01T05:44:59.000","2013-01-01T05:46:36.000",,"2013-01-01T05:46:39.000","NAT","NECESSARY ACTION TAKEN","013XX S Broad St","70125","6","(29.953250232514, -90.09772349698)"
"A0054713","18","TRAFFIC INCIDENT","2H","3681689.00000000","544421.00000000","2013-01-01T05:44:56.000","2013-01-01T06:37:04.000","2013-01-01T06:47:28.000","2013-01-01T08:03:38.000","NAT","NECESSARY ACTION TAKEN","Broad St Exit & I-610 W","70122","3","(29.990963226483, -90.067023331966)"
"A0054813","103F","FIGHT","2B","3682488.00000000","533002.00000000","2013-01-01T05:46:38.000","2013-01-01T06:02:51.000","2013-01-01T06:14:33.000","2013-01-01T06:17:18.000","GOA","GONE ON ARRIVAL","008XX Bourbon St","70116","8","(29.959540642884, -90.064898773489)"
"A0054913","21","COMPLAINT OTHER","1H","3715323.00000000","564497.00000000","2013-01-01T05:49:08.000","2013-01-01T05:49:10.000",,"2013-01-01T06:07:05.000","NAT","NECESSARY ACTION TAKEN","120XX S I-10 Service Rd","70128","7","(30.045099393818, -89.960022678909)"
"A0055013","21","COMPLAINT OTHER","1H","3681624.00000000","531805.00000000","2013-01-01T05:49:49.000","2013-01-01T05:49:53.000",,"2013-01-01T06:16:52.000","NAT","NECESSARY ACTION TAKEN","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0055113","35","SIMPLE BATTERY","1D","3679800.00000000","529532.00000000","2013-01-01T05:47:22.000","2013-01-01T07:44:42.000","2013-01-01T07:45:19.000","2013-01-01T07:47:03.000","UNF","UNFOUNDED","009XX Poydras St","70113","8","(29.950080858615, -90.073507326923)"
"A0055213","21","COMPLAINT OTHER","1H","3672845.00000000","535472.00000000","2013-01-01T05:47:38.000","2013-01-01T05:50:43.000","2013-01-01T06:03:35.000","2013-01-01T06:03:39.000","NAT","NECESSARY ACTION TAKEN","Banks St & S Rendon St","70119","1","(29.966622310926, -90.09526491269)"
"A0055313","107","SUSPICIOUS PERSON","2B","3671719.00000000","551758.00000000","2013-01-01T05:49:48.000","2013-01-01T05:54:16.000",,"2013-01-01T06:05:32.000","UNF","UNFOUNDED","Filmore Ave & Marconi Dr","70124","3","(30.011436607318, -90.098266459213)"
"A0055413","34C","AGGRAVATED BATTERY B","1B","3684826.00000000","533866.00000000","2013-01-01T05:51:05.000","2013-01-01T05:54:01.000","2013-01-01T05:57:38.000","2013-01-01T10:17:22.000","RTF","REPORT TO FOLLOW","004XX Esplanade Ave","70116","8","(29.961844973519, -90.05748554617)"
"A0055513","18","TRAFFIC INCIDENT","1H","3669997.00000000","549108.00000000","2013-01-01T05:55:03.000","2013-01-01T05:55:05.000",,"2013-01-01T06:04:28.000","NAT","NECESSARY ACTION TAKEN","Harrison Ave & Marshall Foch St","70124","3","(30.004200960424, -90.103796819877)"
"A0055613","62A","BURGLAR ALARM, SILEN","2C","3683529.00000000","536202.00000000","2013-01-01T05:55:36.000","2013-01-01T05:57:16.000",,"2013-01-01T05:59:37.000","VOI","VOID","018XX Henriette Delille St","70116","5","(29.96830781444, -90.061499381924)"
"A0055713","21","COMPLAINT OTHER","1H","3681871.00000000","529047.00000000","2013-01-01T05:56:32.000","2013-01-01T05:56:34.000","2013-01-01T05:57:11.000","2013-01-01T06:01:36.000","NAT","NECESSARY ACTION TAKEN","Poydras St & Tchoupitoulas St","70130","8","(29.948684499236, -90.06698513903)"
"A0055813","21","COMPLAINT OTHER","1H","3682035.00000000","534261.00000000","2013-01-01T05:58:39.000","2013-01-01T05:58:47.000",,"2013-01-01T06:29:06.000","NAT","NECESSARY ACTION TAKEN","N Rampart St & Saint Philip St","70116","1","(29.963016243462, -90.066285279383)"
"A0055913","67","THEFT","1E","3681342.00000000","533373.00000000","2013-01-01T05:55:26.000","2013-01-01T07:45:42.000","2013-01-01T08:00:26.000","2013-01-01T08:01:22.000","UNF","UNFOUNDED","011XX Saint Peter St","70112","1","(29.960595599219, -90.068504641268)"
"A0056013","65","SIMPLE ROBBERY","1B","3683017.00000000","533103.00000000","2013-01-01T06:01:16.000","2013-01-01T07:38:23.000","2013-01-01T07:46:52.000","2013-01-01T07:57:09.000","UNF","UNFOUNDED","009XX Royal St","70116","8","(29.959802245788, -90.063224780977)"
"A0056113","21","COMPLAINT OTHER","2H","3668887.00000000","535912.00000000","2013-01-01T06:00:53.000","2013-01-01T06:58:12.000","2013-01-01T07:11:12.000","2013-01-01T07:15:46.000","UNF","UNFOUNDED","S Carrollton Ave & I-10 E","70119","3","(29.967949162042, -90.107749421359)"
"A0056213","21","COMPLAINT OTHER","1H","3669376.00000000","549142.00000000","2013-01-01T06:04:56.000","2013-01-01T06:04:59.000",,"2013-01-01T06:12:10.000","NAT","NECESSARY ACTION TAKEN","008XX Harrison Ave","70124","3","(30.004312756486, -90.105757526768)"
"A0056313","21","COMPLAINT OTHER","1H","3669303.00000000","536276.00000000","2013-01-01T06:05:00.000","2013-01-01T06:05:00.000","2013-01-01T06:05:06.000","2013-01-01T06:14:39.000","NAT","NECESSARY ACTION TAKEN","S Carrollton Ave & Tulane Ave","70119","1","(29.968937799244, -90.106423366774)"
"A0056413","21","COMPLAINT OTHER","1H","3714602.00000000","565275.00000000","2013-01-01T06:06:58.000","2013-01-01T06:07:14.000",,"2013-01-01T06:21:26.000","NAT","NECESSARY ACTION TAKEN","070XX Bullard Ave","70128","7","(30.047262318376, -89.962271936328)"
"A0056513","21","COMPLAINT OTHER","1H","3716922.00000000","562172.00000000","2013-01-01T06:08:19.000","2013-01-01T06:08:40.000",,"2013-01-01T06:17:13.000","NAT","NECESSARY ACTION TAKEN","Bullard Ave & Lake Forest Blvd","70128","7","(30.038653797103, -89.955057522146)"
"A0056613","20","AUTO ACCIDENT","1C","3674781.00000000","531250.00000000","2013-01-01T06:07:57.000","2013-01-01T06:12:40.000","2013-01-01T06:17:52.000","2013-01-01T08:02:05.000","GOA","GONE ON ARRIVAL","I-10 W & Poydras St Onramp","70119","1","(29.954955567413, -90.089295788687)"
"A0056713","21","COMPLAINT OTHER","2H","3718728.00000000","559737.00000000","2013-01-01T06:11:34.000","2013-01-01T06:14:14.000","2013-01-01T06:16:28.000","2013-01-01T06:43:50.000","NAT","NECESSARY ACTION TAKEN","Bullard Ave & Midpoint Dr","70128","7","(30.031898678248, -89.949443079501)"
"A0056813","35","SIMPLE BATTERY","1D","3681380.00000000","533322.00000000","2013-01-01T06:13:56.000","2013-01-01T06:14:46.000","2013-01-01T06:15:01.000","2013-01-01T10:08:23.000","RTF","REPORT TO FOLLOW","N Rampart St & Saint Peter St","70112","8","(29.960454213177, -90.068386422781)"
"A0056913","21","COMPLAINT OTHER","1F","3682258.00000000","528110.00000000","2013-01-01T06:14:17.000","2013-01-01T08:16:19.000","2013-01-01T08:37:10.000","2013-01-01T09:03:06.000","NAT","NECESSARY ACTION TAKEN","007XX S Peters St","70130","8","(29.946096298655, -90.065795944129)"
"A0057113","21","COMPLAINT OTHER","2H","3712285.00000000","563828.00000000","2013-01-01T06:17:17.000","2013-01-01T06:20:50.000","2013-01-01T06:24:46.000","2013-01-01T06:54:14.000","NAT","NECESSARY ACTION TAKEN","Wright Rd & Yardley Rd","70127","7","(30.043359679789, -89.969649272971)"
"A0057213","56","SIMPLE CRIMINAL DAMA","1D","3725519.00000000","559874.00000000","2013-01-01T06:15:48.000","2013-01-01T07:19:57.000","2013-01-01T07:42:00.000","2013-01-01T07:53:44.000","UNF","UNFOUNDED","046XX Michoud Blvd","70129","7","(30.032048104284, -89.927978125992)"
"A0057313","103","DISTURBANCE (OTHER)","1C","3667496.00000000","518647.00000000","2013-01-01T06:37:42.000","2013-01-01T07:45:00.000","2013-01-01T07:54:31.000","2013-01-01T07:57:29.000","NAT","NECESSARY ACTION TAKEN","Magazine St & Valmont St","70115","2","(29.920516831722, -90.112723075796)"
"A0057413","20I","AUTO ACCIDENT WITH I","2B","3666453.00000000","547537.00000000","2013-01-01T06:45:58.000","2013-01-01T07:04:43.000","2013-01-01T07:27:06.000","2013-01-01T10:13:42.000","RTF","REPORT TO FOLLOW","Polk Ave & West End Blvd","70124","3","(29.999985342487, -90.115045771391)"
"A0057513","103","DISTURBANCE (OTHER)","1C","3674355.00000000","539639.00000000","2013-01-01T06:44:01.000","2013-01-01T07:54:21.000",,"2013-01-01T07:54:42.000","VOI","VOID","036XX Dumaine St","70119","1","(29.978035197144, -90.090353588363)"
"A0057713","62L","BURGLAR ALARM, LOCAL","2B","3716853.00000000","562249.00000000","2013-01-01T06:49:13.000","2013-01-01T07:20:48.000","2013-01-01T07:26:13.000","2013-01-01T07:33:02.000","NAT","NECESSARY ACTION TAKEN","112XX Lake Forest Blvd","70128","7","(30.038867797842, -89.955272651837)"
"A0057813","62A","BURGLAR ALARM, SILEN","2C","3668319.00000000","546438.00000000","2013-01-01T06:50:01.000","2013-01-01T06:53:39.000","2013-01-01T07:05:52.000","2013-01-01T07:11:30.000","NAT","NECESSARY ACTION TAKEN","058XX Canal Blvd","70124","3","(29.996908787685, -90.109188058738)"
"A0057913","21","COMPLAINT OTHER","1H","3682706.00000000","529434.00000000","2013-01-01T06:54:57.000","2013-01-01T06:55:01.000","2013-01-01T07:17:30.000","2013-01-01T07:36:07.000","NAT","NECESSARY ACTION TAKEN","001XX Canal St","70130","8","(29.949723217771, -90.064335159881)"
"A0058013","WALK","DAILY WALKING BEAT L","1H","3667445.00000000","540818.00000000","2013-01-01T06:59:14.000",,,"2013-01-01T06:59:18.000","NAT","NECESSARY ACTION TAKEN","001XX City Park Ave","70119","3","(29.981481348972, -90.112138199965)"
"A0058113","21","COMPLAINT OTHER","1H","3667445.00000000","540818.00000000","2013-01-01T06:59:33.000",,,"2013-01-01T06:59:36.000","NAT","NECESSARY ACTION TAKEN","001XX City Park Ave","70119","3","(29.981481348972, -90.112138199965)"
"A0058213","100","HIT & RUN","1E","3678311.00000000","539948.00000000","2013-01-01T06:54:16.000","2013-01-01T08:02:12.000","2013-01-01T08:15:39.000","2013-01-01T08:23:35.000","DUP","DUPLICATE","Bayou Rd & Gentilly Blvd","70119","1","(29.978766249435, -90.077848446386)"
"A0058313","62B","BUSINESS BURGLARY","1C","3667969.00000000","534939.00000000","2013-01-01T06:59:05.000","2013-01-01T07:05:32.000","2013-01-01T07:19:30.000","2013-01-01T09:46:57.000","RTF","REPORT TO FOLLOW","037XX S Carrollton Ave","70118","2","(29.965300701977, -90.110681293835)"
"A0058413","62A","BURGLAR ALARM, SILEN","2C","3684706.00000000","534596.00000000","2013-01-01T07:06:25.000","2013-01-01T07:08:12.000",,"2013-01-01T07:09:36.000","VOI","VOID","006XX Frenchmen St","70116","8","(29.963855895366, -90.057838825803)"
"A0058513","107","SUSPICIOUS PERSON","2B","3675702.00000000","538633.00000000","2013-01-01T07:09:30.000","2013-01-01T07:14:01.000","2013-01-01T07:17:56.000","2013-01-01T07:23:38.000","GOA","GONE ON ARRIVAL","Dumaine St & N Lopez St","70119","1","(29.975228795224, -90.086133865676)"
"A0058613","56D","CRIMINAL DAMANGE DOM","2C","3671233.00000000","528278.00000000","2013-01-01T07:12:24.000","2013-01-01T07:30:41.000","2013-01-01T07:35:30.000","2013-01-01T10:47:38.000","RTF","REPORT TO FOLLOW","036XX Delachaise St","70125","2","(29.946888986624, -90.10060002247)"
"A0058713","62A","BURGLAR ALARM, SILEN","2C","3663351.00000000","531473.00000000","2013-01-01T07:12:11.000",,,"2013-01-01T07:14:43.000","VOI","VOID","021XX Cambronne St","70118","2","(29.95590501616, -90.12538016446)"
"A0059013","62C","SIMPLE BURGLARY VEHI","1E","3704910.00000000","551009.00000000","2013-01-01T07:16:05.000","2013-01-01T07:43:53.000","2013-01-01T07:44:24.000","2013-01-01T09:49:31.000","RTF","REPORT TO FOLLOW","Almonaster Ave & Elaine St","70126","7","(30.00835168345, -89.993430950375)"
"A0059113","21","COMPLAINT OTHER","1H","3683037.00000000","531855.00000000","2013-01-01T07:19:27.000","2013-01-01T07:19:27.000",,"2013-01-01T07:41:55.000","NAT","NECESSARY ACTION TAKEN","006XX Decatur St","70130","8","(29.956370062225, -90.063205309195)"
"A0059213","65","SIMPLE ROBBERY","1A","3680686.00000000","532521.00000000","2013-01-01T07:14:25.000","2013-01-01T07:22:37.000","2013-01-01T07:31:30.000","2013-01-01T09:53:00.000","RTF","REPORT TO FOLLOW","004XX N Rampart St","70112","1","(29.958272783406, -90.070605806966)"
"A0059313","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:37.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059413","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:37.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059513","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:38.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059613","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:38.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059713","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:39.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059813","17F","FUGITIVE ATTACHMENT","1G","3673089.00000000","533629.00000000","2013-01-01T07:20:35.000",,,"2013-01-01T07:20:39.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961547427695, -90.094557283621)"
"A0059913","56","SIMPLE CRIMINAL DAMA","1D","3668734.00000000","538120.00000000","2013-01-01T07:20:15.000","2013-01-01T08:00:56.000","2013-01-01T08:09:45.000","2013-01-01T08:42:04.000","RTF","REPORT TO FOLLOW","Baudin St & S Murat St","70119","3","(29.974024922106, -90.108158044729)"
"A0060113","103","DISTURBANCE (OTHER)","1C","3681945.00000000","535295.00000000","2013-01-01T07:25:02.000","2013-01-01T07:55:14.000","2013-01-01T08:01:26.000","2013-01-01T08:04:49.000","GOA","GONE ON ARRIVAL","Governor Nicholls St & Treme St","70116","1","(29.965862125047, -90.066533388784)"
"A0060213","21","COMPLAINT OTHER","1H","3696528.00000000","534129.00000000","2013-01-01T07:27:51.000","2013-01-01T07:27:52.000","2013-01-01T07:28:08.000","2013-01-01T08:00:04.000","NAT","NECESSARY ACTION TAKEN","Lizardi St & Saint Claude Ave","70117","5","(29.962204669527, -90.02052317497)"
"A0060313","21","COMPLAINT OTHER","1H","3682279.00000000","536761.00000000","2013-01-01T07:28:37.000","2013-01-01T07:28:38.000","2013-01-01T07:28:43.000","2013-01-01T07:47:46.000","NAT","NECESSARY ACTION TAKEN","Columbus St & N Villere St","70116","1","(29.969882962382, -90.065427400832)"
"A0060413","21","COMPLAINT OTHER","1H","3683149.00000000","556142.00000000","2013-01-01T07:26:14.000","2013-01-01T07:30:26.000",,"2013-01-01T07:42:39.000","DUP","DUPLICATE","021XX Mexico St","70122","3","(30.023147294522, -90.062000757565)"
"A0060513","18","TRAFFIC INCIDENT","1H","3675777.00000000","535742.00000000","2013-01-01T07:32:46.000","2013-01-01T07:32:46.000","2013-01-01T07:32:52.000","2013-01-01T07:45:05.000","NAT","NECESSARY ACTION TAKEN","Bienville St & N Broad St","70119","1","(29.967277284646, -90.085996388728)"
"A0060613","62A","BURGLAR ALARM, SILEN","2C","3706544.00000000","555039.00000000","2013-01-01T07:34:28.000","2013-01-01T07:35:07.000",,"2013-01-01T07:41:18.000","VOI","VOID","045XX Crowder Blvd","70127","7","(30.01937999436, -89.98811920352)"
"A0060713","24","MEDICAL","2B","37369000","3513814","2013-01-01T07:35:31.000","2013-01-01T07:35:31.000","2013-01-01T07:36:19.000","2013-01-01T08:16:05.000","NAT","NECESSARY ACTION TAKEN","003XX Bourbon St","70112","0","(9.235500543E-7, -0.0000022929847665)"
"A0060813","21","COMPLAINT OTHER","2H","3681928.00000000","525625.00000000","2013-01-01T07:39:51.000","2013-01-01T07:44:33.000","2013-01-01T07:59:49.000","2013-01-01T08:57:22.000","NAT","NECESSARY ACTION TAKEN","Tchoupitoulas St & US90B W","70130","6","(29.939273413629, -90.066924582005)"
"A0060913","18","TRAFFIC INCIDENT","1H","3703246.00000000","552425.00000000","2013-01-01T07:40:52.000","2013-01-01T07:40:53.000","2013-01-01T07:43:40.000","2013-01-01T08:08:52.000","NAT","NECESSARY ACTION TAKEN","Chef Menteur Hwy & Wilson Ave","70126","7","(30.01229854319, -89.998635899008)"
"A0061013","67A","AUTO THEFT","1B","3682937.00000000","533565.00000000","2013-01-01T07:39:34.000","2013-01-01T08:16:01.000","2013-01-01T08:25:46.000","2013-01-01T09:19:43.000","UNF","UNFOUNDED","Bourbon St & Saint Philip St","70116","8","(29.961075025745, -90.063461234684)"
"A0061113","21L","LOST OR STOLEN","0A","3680668.00000000","527360.00000000","2013-01-01T07:39:06.000","2013-01-01T08:45:20.000","2013-01-01T09:25:08.000","2013-01-01T09:28:12.000","RTF","REPORT TO FOLLOW","009XX Camp St","70130","8","(29.944082316768, -90.070842207309)"
"A0061213","18","TRAFFIC INCIDENT","1H","3708978.00000000","563630.00000000","2013-01-01T07:41:57.000","2013-01-01T07:41:57.000","2013-01-01T07:42:15.000","2013-01-01T08:05:45.000","NAT","NECESSARY ACTION TAKEN","Morrison Rd & Read Blvd","70127","7","(30.042923061375, -89.980108082481)"
"A0061313","21","COMPLAINT OTHER","1H","3692103.00000000","534013.00000000","2013-01-01T07:41:57.000","2013-01-01T07:41:57.000","2013-01-01T07:42:00.000","2013-01-01T08:13:16.000","NAT","NECESSARY ACTION TAKEN","Dauphine St & France St","70117","5","(29.962024370439, -90.034500767749)"
"A0061413","103M","MENTAL PATIENT","2B","37369000","3513814","2013-01-01T07:38:48.000","2013-01-01T07:44:04.000","2013-01-01T07:47:26.000","2013-01-01T07:54:10.000","GOA","GONE ON ARRIVAL","013XX Flanders St","70114","0","(9.235500543E-7, -0.0000022929847665)"
"A0061513","64A","HOLD UP ALARM","2B","3672575.00000000","539509.00000000","2013-01-01T07:40:59.000","2013-01-01T07:44:06.000",,"2013-01-01T07:48:05.000","NAT","NECESSARY ACTION TAKEN","040XX Toulouse St","70119","1","(29.977730714454, -90.095979902101)"
"A0061613","103","DISTURBANCE (OTHER)","2C","3679172.00000000","532156.00000000","2013-01-01T07:42:02.000","2013-01-01T07:45:59.000","2013-01-01T07:48:49.000","2013-01-01T09:20:32.000","NAT","NECESSARY ACTION TAKEN","Canal St & La Salle St","70112","8","(29.957314946476, -90.075399260097)"
"A0061713","103","DISTURBANCE (OTHER)","1A","3682062.00000000","533074.00000000","2013-01-01T07:43:57.000","2013-01-01T08:21:13.000","2013-01-01T08:34:21.000","2013-01-01T08:39:22.000","UNF","UNFOUNDED","009XX Orleans Ave","70116","8","(29.959751578238, -90.066241467264)"
"A0061813","21","COMPLAINT OTHER","1H","3692117.00000000","534031.00000000","2013-01-01T07:45:23.000","2013-01-01T07:45:23.000","2013-01-01T08:06:39.000","2013-01-01T08:14:40.000","NAT","NECESSARY ACTION TAKEN","042XX Dauphine St","70117","5","(29.96207342777, -90.034455913746)"
"A0061913","18","TRAFFIC INCIDENT","1H","3670244.00000000","526570.00000000","2013-01-01T07:47:15.000","2013-01-01T07:47:15.000","2013-01-01T07:47:17.000","2013-01-01T08:05:06.000","NAT","NECESSARY ACTION TAKEN","Napoleon Ave & S Roman St","70125","2","(29.942221762245, -90.10378053514)"
