"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A0380714","107","SUSPICIOUS PERSON","3692354","536590","2014-01-03T21:40:40.000","2014-01-03T21:41:57.000","2014-01-03T21:51:30.000","GOA","GONE ON ARRIVAL","014XX Mazant St","70117"
"A0386314","107","SUSPICIOUS PERSON","3679574","535151","2014-01-03T22:44:25.000","2014-01-03T22:45:56.000","2014-01-03T23:05:01.000","NAT","Necessary Action Taken","018XX Saint Ann St","70116"
"A0391014","107","SUSPICIOUS PERSON","3681568","536835","2014-01-03T23:35:20.000",,"2014-01-03T23:47:29.000","NAT","Necessary Action Taken","Kerlerec St & N Claiborne Ave","70116"
"A0392814","107","SUSPICIOUS PERSON","3682384","535352","2014-01-03T23:56:24.000","2014-01-03T23:56:30.000","2014-01-04T00:05:19.000","NAT","Necessary Action Taken","013XX Henriette Delille St","70116"
"A0394714","107","SUSPICIOUS PERSON","3667201","523797","2014-01-04T00:25:48.000","2014-01-04T00:30:15.000","2014-01-04T00:49:05.000","NAT","Necessary Action Taken","Joseph St & Lasalle St","70115"
"A0395914","107","SUSPICIOUS PERSON","3673988","517706","2014-01-04T00:38:17.000","2014-01-04T00:38:25.000","2014-01-04T00:52:13.000","UNF","UNFOUNDED","037XX Tchoupitoulas St","70115"
"A0397414","107","SUSPICIOUS PERSON","3689458","545149","2014-01-04T00:52:56.000","2014-01-04T01:13:28.000","2014-01-04T01:32:06.000","GOA","GONE ON ARRIVAL","027XX Higgins Blvd","70126"
"A0397914","107","SUSPICIOUS PERSON","3679992","527158","2014-01-04T01:00:14.000",,"2014-01-04T01:07:10.000","NAT","Necessary Action Taken","007XX Howard Ave","70130"
"A0400014","107","SUSPICIOUS PERSON","3682528","532508","2014-01-04T01:17:34.000",,"2014-01-04T01:21:01.000","DUP","DUPLICATE","007XX Royal St","70116"
"A0406714","107","SUSPICIOUS PERSON","3679969","526676","2014-01-04T02:58:52.000",,"2014-01-04T03:08:43.000","NAT","Necessary Action Taken","Calliope St & Saint Charles Ave","70130"
"A0407314","107","SUSPICIOUS PERSON","3726762","559795","2014-01-04T03:06:52.000","2014-01-04T03:11:07.000","2014-01-04T03:29:27.000","GOA","GONE ON ARRIVAL","135XX Chef Menteur Hwy","70129"
"A0409014","107","SUSPICIOUS PERSON","3680256","522266","2014-01-04T03:51:29.000",,"2014-01-04T03:57:46.000","NAT","Necessary Action Taken","009XX Saint Mary St","70130"
"A0415614","107","SUSPICIOUS PERSON","3720775","563377","2014-01-04T06:02:44.000","2014-01-04T06:04:09.000","2014-01-04T06:32:46.000","NAT","Necessary Action Taken","001XX East Point Ct","70128"
"A0422514","58","RETURN FOR ADDITIONAL INFO","3678157","539085","2014-01-04T08:18:30.000","2014-01-04T08:20:23.000","2014-01-04T09:28:36.000","NAT","Necessary Action Taken","026XX Esplanade Ave","70119"
"A0424314","107","SUSPICIOUS PERSON","3684303","544551","2014-01-04T08:41:02.000","2014-01-04T08:41:02.000","2014-01-04T08:51:16.000","NAT","Necessary Action Taken","Elysian Fields Ave & I-610 E","70122"
"A0424914","107","SUSPICIOUS PERSON","3696766","551475","2014-01-04T08:44:13.000","2014-01-04T08:44:13.000","2014-01-04T08:53:10.000","NAT","Necessary Action Taken","060XX Chef Menteur Hwy","70126"
"A0431814","107","SUSPICIOUS PERSON","3680952","538187","2014-01-04T10:07:55.000","2014-01-04T10:12:08.000","2014-01-04T11:06:36.000","UNF","UNFOUNDED","019XX Laharpe St","70116"
"A0433814","107","SUSPICIOUS PERSON","3678703","527299","2014-01-04T10:24:04.000","2014-01-04T10:24:04.000","2014-01-04T10:30:01.000","NAT","Necessary Action Taken","Calliope St & Dryades St","70113"
"A0436514","107","SUSPICIOUS PERSON","3670085","528151","2014-01-04T10:49:45.000",,"2014-01-04T11:03:32.000","NAT","Necessary Action Taken","Napoleon Ave & S Tonti St","70125"
"A0441714","107","SUSPICIOUS PERSON","3680710","537044","2014-01-04T11:39:07.000","2014-01-04T11:39:58.000","2014-01-04T12:02:27.000","GOA","GONE ON ARRIVAL","N Roman St & Esplanade Ave","70116"
"A0442414","107","SUSPICIOUS PERSON","3668176","532501","2014-01-04T11:49:23.000","2014-01-04T11:49:51.000","2014-01-04T12:02:25.000","GOA","GONE ON ARRIVAL","Broadway St & Earhart Blvd","70125"
"A0442614","107","SUSPICIOUS PERSON","3683113","532255","2014-01-04T11:51:15.000","2014-01-04T11:53:20.000","2014-01-04T11:59:46.000","GOA","GONE ON ARRIVAL","007XX Decatur St","70116"
"A0445214","21","COMPLAINT OTHER","3684722","537889","2014-01-04T12:15:46.000","2014-01-04T12:16:27.000","2014-01-04T13:09:50.000","NAT","Necessary Action Taken","021XX N Claiborne Ave","70116"
"A0447314","107","SUSPICIOUS PERSON","3673012","528624","2014-01-04T12:41:34.000","2014-01-04T12:41:34.000","2014-01-04T12:53:32.000","NAT","Necessary Action Taken","S Galvez St & 2nd St","70125"
"A0447814","107","SUSPICIOUS PERSON","3706998","521379","2014-01-04T12:43:32.000","2014-01-04T12:45:30.000","2014-01-04T13:04:52.000","UNF","UNFOUNDED","Aurora Dr & Patterson Dr","70131"
"A0448414","107","SUSPICIOUS PERSON","3679433","526779","2014-01-04T12:46:42.000",,"2014-01-04T12:55:06.000","NAT","Necessary Action Taken","Carondelet St & Calliope St","70113"
"A0449014","107","SUSPICIOUS PERSON","3672636","529199","2014-01-04T12:51:37.000",,"2014-01-04T12:57:26.000","NAT","Necessary Action Taken","2nd St & S Tonti St","70125"
"A0449514","107","SUSPICIOUS PERSON","3678547","527306","2014-01-04T12:55:18.000","2014-01-04T12:55:18.000","2014-01-04T13:12:21.000","NAT","Necessary Action Taken","011XX Oretha Castle Haley Blvd","70113"
"A0450614","107","SUSPICIOUS PERSON","3685564","538605","2014-01-04T13:08:31.000","2014-01-04T13:09:55.000","2014-01-04T13:28:35.000","GOA","GONE ON ARRIVAL","022XX N Derbigny St","70117"
"A0455414","107","SUSPICIOUS PERSON","3690099","522328","2014-01-04T13:51:10.000","2014-01-04T13:51:58.000","2014-01-04T14:20:12.000","UNF","UNFOUNDED","016XX Erie St","70114"
"A0456614","107","SUSPICIOUS PERSON","3675955","527491","2014-01-04T13:59:50.000","2014-01-04T14:00:43.000","2014-01-04T14:20:56.000","NAT","Necessary Action Taken","026XX Martin Luther King Jr Blvd","70113"
"A0458914","107","SUSPICIOUS PERSON","3724641","566011","2014-01-04T14:28:17.000","2014-01-04T14:28:17.000","2014-01-04T14:31:08.000","NAT","Necessary Action Taken","Lake Forest Blvd & Michoud Blvd","70129"
"A0459914","107","SUSPICIOUS PERSON","3680222","541675","2014-01-04T14:42:33.000","2014-01-04T15:00:30.000","2014-01-04T15:13:12.000","GOA","GONE ON ARRIVAL","St Bernard Ave & N Broad Ave","70119"
"A0463014","107","SUSPICIOUS PERSON","3685235","538547","2014-01-04T15:16:08.000",,"2014-01-04T15:47:34.000","NAT","Necessary Action Taken","Marigny St & N Derbigny St","70117"
"A0465514","107","SUSPICIOUS PERSON","3669979","531294","2014-01-04T15:33:57.000","2014-01-04T15:33:57.000","2014-01-04T16:06:19.000","NAT","Necessary Action Taken","Martin Luther King Jr Blvd & S Rendon St","70125"
"A0469814","107","SUSPICIOUS PERSON","3681525","540513","2014-01-04T16:06:01.000","2014-01-04T16:08:15.000","2014-01-04T16:51:12.000","NAT","Necessary Action Taken","023XX A P Tureaud Ave","70119"
"A0470714","107","SUSPICIOUS PERSON","3681589","536367","2014-01-04T16:13:39.000","2014-01-04T16:13:39.000","2014-01-04T16:36:59.000","NAT","Necessary Action Taken","Esplanade Ave & N Robertson St","70116"
"A0472114","107","SUSPICIOUS PERSON","3698013","518625","2014-01-04T16:27:00.000",,"2014-01-04T17:43:14.000","NAT","Necessary Action Taken","035XX Holiday Dr",
"A0476614","107","SUSPICIOUS PERSON","3670047","538572","2014-01-04T17:11:42.000","2014-01-04T17:11:42.000","2014-01-04T17:20:44.000","NAT","Necessary Action Taken","002XX S Hennessey St","70119"
"A0476714","21","COMPLAINT OTHER","3667475","547038","2014-01-04T17:12:18.000","2014-01-04T17:15:39.000","2014-01-04T17:36:08.000","NAT","Necessary Action Taken","059XX Colbert St","70124"
"A0487114","107","SUSPICIOUS PERSON","3698212","554580","2014-01-04T18:37:18.000","2014-01-04T18:42:42.000","2014-01-04T18:57:29.000","GOA","GONE ON ARRIVAL","Francis Dr & Prentiss Ave","70126"
"A0492814","56","SIMPLE CRIMINAL DAMAGE","3679699","531418","2014-01-04T19:43:26.000","2014-01-04T19:43:26.000","2014-01-04T20:20:33.000","RTF","REPORT TO FOLLOW","001XX Elk Pl","70112"
"A0492914","107","SUSPICIOUS PERSON","3690312","540387","2014-01-04T19:44:24.000","2014-01-04T19:47:47.000","2014-01-04T21:03:16.000","NAT","Necessary Action Taken","031XX N Tonti St","70117"
"A0497514","107","SUSPICIOUS PERSON","3683306","539207","2014-01-04T20:29:45.000","2014-01-04T20:39:08.000","2014-01-04T20:46:44.000","UNF","UNFOUNDED","019XX Saint Anthony St","70116"
"A0501614","107","SUSPICIOUS PERSON","3665695","529311","2014-01-04T21:29:34.000","2014-01-04T21:30:45.000","2014-01-04T21:45:41.000","GOA","GONE ON ARRIVAL","Panola St & Pine St","70118"
"A0502014","107","SUSPICIOUS PERSON","3683747","537357","2014-01-04T21:34:22.000","2014-01-04T23:04:44.000","2014-01-04T23:27:58.000","GOA","GONE ON ARRIVAL","021XX Pauger St","70116"
"A0502314","107","SUSPICIOUS PERSON","3716897","556914","2014-01-04T21:43:16.000","2014-01-04T21:46:55.000","2014-01-04T22:12:50.000","GOA","GONE ON ARRIVAL","047XX Maid Marion Dr","70128"
"A0502514","107","SUSPICIOUS PERSON","3661716","531876","2014-01-04T21:53:16.000","2014-01-04T21:55:01.000","2014-01-04T22:07:34.000","GOA","GONE ON ARRIVAL","088XX Cohn St","70118"
"A0509614","107","SUSPICIOUS PERSON","3725116","560638","2014-01-04T23:00:48.000","2014-01-04T23:05:33.000","2014-01-04T23:22:37.000","GOA","GONE ON ARRIVAL","Lourdes St & Michoud Blvd","70129"
"A0509814","107","SUSPICIOUS PERSON","3674588","534152","2014-01-04T23:02:18.000","2014-01-04T23:02:40.000","2014-01-04T23:26:47.000","NAT","Necessary Action Taken","027XX Banks St","70119"
"A0512114","107","SUSPICIOUS PERSON","3696992","551565","2014-01-04T23:18:44.000","2014-01-04T23:18:54.000","2014-01-04T23:34:01.000","NAT","Necessary Action Taken","060XX Chef Menteur Hwy","70126"
"A0515014","107","SUSPICIOUS PERSON","3730671","561519","2014-01-04T23:43:45.000",,"2014-01-05T00:20:41.000","NAT","Necessary Action Taken","046XX Alcee Fortier Blvd","70129"
"A0516614","107","SUSPICIOUS PERSON","3666845","554862","2014-01-04T23:55:28.000","2014-01-04T23:57:13.000","2014-01-05T00:09:17.000","NAT","Necessary Action Taken","Hammond Hwy & Lakeshore Dr","70124"
"A0517714","107","SUSPICIOUS PERSON","3670854","554545","2014-01-05T00:05:12.000","2014-01-05T00:07:40.000","2014-01-05T00:17:29.000","GOA","GONE ON ARRIVAL","Argonne Blvd & Robert E Lee Blvd","70124"
"A0517914","107","SUSPICIOUS PERSON","3675987","536918","2014-01-05T00:06:59.000",,"2014-01-05T00:35:42.000","NAT","Necessary Action Taken","006XX N White St","70119"
"A0520514","107","SUSPICIOUS PERSON","3680391","528028","2014-01-05T00:30:56.000","2014-01-05T00:38:56.000","2014-01-05T00:59:20.000","GOA","GONE ON ARRIVAL","Julia St & St Charles Ave","70130"
"A0524214","107","SUSPICIOUS PERSON","3679239","548641","2014-01-05T01:03:40.000","2014-01-05T01:06:52.000","2014-01-05T01:13:57.000","VOI","VOID","015XX Harcourt Dr","70122"
"A0525614","107","SUSPICIOUS PERSON","3673213","532202","2014-01-05T01:19:55.000","2014-01-05T01:21:56.000","2014-01-05T01:32:43.000","GOA","GONE ON ARRIVAL","I-10 E & S Broad Overpass","70125"
"A0526114","107","SUSPICIOUS PERSON","3695945","518106","2014-01-05T01:27:48.000","2014-01-05T01:53:12.000","2014-01-05T02:08:27.000","GOA","GONE ON ARRIVAL","038XX Garden Oaks Dr","70114"
"A0536414","107","SUSPICIOUS PERSON","3676751","525985","2014-01-05T03:34:37.000",,"2014-01-05T03:52:09.000","NAT","Necessary Action Taken","022XX Saint Andrew St","70113"
"A0537214","107","SUSPICIOUS PERSON","3670470","518679","2014-01-05T03:44:25.000","2014-01-05T03:51:26.000","2014-01-05T04:16:59.000","UNF","UNFOUNDED","045XX Magazine St","70115"
"A0543914","107","SUSPICIOUS PERSON","3674104","525278","2014-01-05T06:11:07.000","2014-01-05T06:30:10.000","2014-01-05T06:37:05.000","UNF","UNFOUNDED","Freret St & Washington Ave","70115"
"A0548614","107","SUSPICIOUS PERSON","3676774","525959","2014-01-05T07:45:08.000",,"2014-01-05T08:24:45.000","NAT","Necessary Action Taken","022XX Saint Andrew St",
"A0550914","107","SUSPICIOUS PERSON","3679283","531107","2014-01-05T08:28:19.000",,"2014-01-05T08:34:38.000","NAT","Necessary Action Taken","002XX Loyola Ave","70112"
"A0552614","107","SUSPICIOUS PERSON","3676996","539225","2014-01-05T09:01:33.000","2014-01-05T09:03:16.000","2014-01-05T09:11:45.000","UNF","UNFOUNDED","N Dupre St & Bell St","70119"
"A0553414","107","SUSPICIOUS PERSON","3673971","527732","2014-01-05T09:22:58.000","2014-01-05T09:57:12.000","2014-01-05T10:10:52.000","NAT","Necessary Action Taken","1st St & S Derbigny St",
"A0555914","107","SUSPICIOUS PERSON","3683075","550616","2014-01-05T09:57:51.000",,"2014-01-05T10:29:42.000","NAT","Necessary Action Taken","Mirabeau Ave & Touro St","70122"
"A0556014","107","SUSPICIOUS PERSON","3680209","531293","2014-01-05T10:00:16.000","2014-01-05T10:01:10.000","2014-01-05T10:23:02.000","DUP","DUPLICATE","010XX Canal St","70112"
"A0561514","107","SUSPICIOUS PERSON","3677258","547501","2014-01-05T11:28:59.000","2014-01-05T11:29:32.000","2014-01-05T11:32:34.000","UNF","UNFOUNDED","013XX Harrison Ave","70122"
"A0563714","107","SUSPICIOUS PERSON","3664833","531469","2014-01-05T12:03:43.000","2014-01-05T12:05:23.000","2014-01-05T12:48:32.000","GOA","GONE ON ARRIVAL","S Claiborne Ave & S Carrollton Ave","70118"
"A0565914","107","SUSPICIOUS PERSON","3693320","537430","2014-01-05T12:25:55.000","2014-01-05T12:27:32.000","2014-01-05T13:00:30.000","UNF","UNFOUNDED","017XX Lesseps St","70117"
"A0567614","107","SUSPICIOUS PERSON","3708255","520230","2014-01-05T12:44:58.000","2014-01-05T13:01:01.000","2014-01-05T13:15:53.000","NAT","Necessary Action Taken","Isadore St & Gen Meyer Ave","70131"
"A0569614","107","SUSPICIOUS PERSON","3665905","525391","2014-01-05T13:00:07.000","2014-01-05T13:10:25.000","2014-01-05T13:24:06.000","GOA","GONE ON ARRIVAL","Magnolia St & Calhoun St","70118"
"A0571814","107","SUSPICIOUS PERSON","3665967","533855","2014-01-05T13:22:29.000","2014-01-05T13:22:40.000","2014-01-05T13:35:07.000","GOA","GONE ON ARRIVAL","Dante St & Earhart Blvd","70118"
"A0572814","107","SUSPICIOUS PERSON","3665743","522612","2014-01-05T13:33:11.000","2014-01-05T13:39:07.000","2014-01-05T13:54:47.000","UNF","UNFOUNDED","016XX State St","70118"
"A0574114","107","SUSPICIOUS PERSON","3678728","533930","2014-01-05T13:51:54.000","2014-01-05T15:35:28.000","2014-01-05T15:55:01.000","UNF","UNFOUNDED","018XX Conti St","70112"
"A0576214","107","SUSPICIOUS PERSON","3680628","538279","2014-01-05T14:11:40.000","2014-01-05T14:12:08.000","2014-01-05T14:42:04.000","GOA","GONE ON ARRIVAL","015XX N Johnson St","70116"
"A0577014","107","SUSPICIOUS PERSON","3679974","525772","2014-01-05T14:19:21.000","2014-01-05T14:20:18.000","2014-01-05T14:40:22.000","GOA","GONE ON ARRIVAL","Prytania St & Erato St","70130"
"A0578614","107","SUSPICIOUS PERSON","3681641","539610","2014-01-05T14:39:08.000","2014-01-05T15:09:36.000","2014-01-05T15:16:29.000","UNF","UNFOUNDED","020XX A P Tureaud Ave","70116"
"A0582014","107","SUSPICIOUS PERSON","3668566","524305","2014-01-05T15:20:54.000","2014-01-05T15:21:59.000","2014-01-05T15:40:10.000","NAT","Necessary Action Taken","024XX Soniat St","70115"
"A0585514","107","SUSPICIOUS PERSON","3670840","547657","2014-01-05T15:54:41.000","2014-01-05T15:55:20.000","2014-01-05T16:21:01.000","GOA","GONE ON ARRIVAL","009XX Germain St","70124"
"A0586414","107","SUSPICIOUS PERSON","3681975","542132","2014-01-05T16:09:58.000","2014-01-05T16:13:30.000","2014-01-05T16:35:39.000","GOA","GONE ON ARRIVAL","026XX New Orleans St","70119"
"A0588814","107","SUSPICIOUS PERSON","3679229","525498","2014-01-05T16:45:27.000","2014-01-05T16:47:23.000","2014-01-05T17:00:34.000","GOA","GONE ON ARRIVAL","St Charles Ave & Melpomene St","70130"
"A0589014","62","SIMPLE BURGLARY","3679429","539783","2014-01-05T16:46:30.000","2014-01-05T16:48:06.000","2014-01-05T19:04:15.000","RTF","REPORT TO FOLLOW","015XX N Dorgenois St","70119"
"A0591114","107","SUSPICIOUS PERSON","3675038","527061","2014-01-05T17:06:36.000","2014-01-05T17:09:55.000","2014-01-05T17:12:53.000","NAT","Necessary Action Taken","Clara St & Jackson Ave","70113"
"A0591814","107","SUSPICIOUS PERSON","3686479","536085","2014-01-05T17:12:31.000","2014-01-05T17:22:07.000","2014-01-05T17:37:23.000","NAT","Necessary Action Taken","010XX Saint Roch Ave","70117"
"A0596114","107","SUSPICIOUS PERSON","3681727","530800","2014-01-05T18:00:49.000","2014-01-05T18:01:21.000","2014-01-05T18:10:09.000","GOA","GONE ON ARRIVAL","Chartres St & Iberville St","70130"
"A0600914","103M","MENTAL PATIENT","37369000","3513814","2014-01-05T18:51:30.000",,"2014-01-05T19:27:24.000","NAT","Necessary Action Taken","002XX Saint Charles Ave","70130"
"A0601814","107","SUSPICIOUS PERSON","3671996","525655","2014-01-05T19:00:04.000",,"2014-01-05T21:05:55.000","NAT","Necessary Action Taken","037XX Willow St","70115"
"A0603214","107","SUSPICIOUS PERSON","3671316","524252","2014-01-05T19:09:51.000","2014-01-05T19:10:28.000","2014-01-05T19:25:50.000","NAT","Necessary Action Taken","025XX Milan St","70115"
"A0604814","107","SUSPICIOUS PERSON","3687691","540657","2014-01-05T19:25:01.000","2014-01-05T19:25:58.000","2014-01-05T19:40:00.000","NAT","Necessary Action Taken","022XX Franklin Ave","70117"
"A0607814","107","SUSPICIOUS PERSON","3674166","534519","2014-01-05T19:58:30.000","2014-01-05T19:59:18.000","2014-01-05T20:24:21.000","GOA","GONE ON ARRIVAL","Banks St & S White St","70119"
"A0607914","107","SUSPICIOUS PERSON","3690875","528578","2014-01-05T19:58:37.000","2014-01-05T20:01:25.000","2014-01-05T21:06:23.000","NAT","Necessary Action Taken","008XX Hendee St","70114"
"A0611214","107","SUSPICIOUS PERSON","3685220","534161","2014-01-05T20:34:12.000",,"2014-01-05T21:05:40.000","NAT","Necessary Action Taken","022XX Decatur St","70117"
"A0611414","21","COMPLAINT OTHER","3705800","564523","2014-01-05T20:34:29.000","2014-01-05T20:36:12.000","2014-01-05T21:03:14.000","NAT","Necessary Action Taken","080XX Brevard Ave","70127"
"A0613114","107","SUSPICIOUS PERSON","3680217","539291","2014-01-05T20:56:32.000","2014-01-05T20:56:40.000","2014-01-05T21:04:56.000","NAT","Necessary Action Taken","N Tonti St & Lapeyrouse St","70119"
"A0615114","21","COMPLAINT OTHER","3680849","540152","2014-01-05T21:27:00.000","2014-01-05T21:27:30.000","2014-01-05T21:52:37.000","NAT","Necessary Action Taken","023XX Aubry St","70119"
"A0617314","107","SUSPICIOUS PERSON","3678879","525140","2014-01-05T21:59:22.000","2014-01-05T23:17:21.000","2014-01-05T23:26:05.000","UNF","UNFOUNDED","016XX Saint Charles Ave","70130"
"A0622914","107","SUSPICIOUS PERSON","3684903","537038","2014-01-05T23:23:28.000","2014-01-05T23:26:19.000","2014-01-05T23:32:11.000","GOA","GONE ON ARRIVAL","Elysian Fields Ave & Urquhart St","70117"
"A0623914","107","SUSPICIOUS PERSON","3687078","536541","2014-01-05T23:30:53.000","2014-01-05T23:32:31.000","2014-01-05T23:55:19.000","NAT","Necessary Action Taken","Saint Claude Ave & Franklin Av","70117"
"A0626414","107","SUSPICIOUS PERSON","3710266","562794","2014-01-06T00:03:22.000","2014-01-06T00:04:34.000","2014-01-06T00:13:18.000","UNF","UNFOUNDED","101XX Plainfield Dr","70127"
"A0627314","107","SUSPICIOUS PERSON","3679433","526779","2014-01-06T00:09:51.000",,"2014-01-06T00:15:19.000","NAT","Necessary Action Taken","Calliope St & Carondelet St","70113"
"A0630314","107","SUSPICIOUS PERSON","3691349","527945","2014-01-06T01:02:51.000","2014-01-06T01:04:23.000","2014-01-06T01:32:34.000","NAT","Necessary Action Taken","019XX Newton St","70114"
"A0632014","107","SUSPICIOUS PERSON","3679312","535450","2014-01-06T01:28:56.000","2014-01-06T01:29:27.000","2014-01-06T01:38:20.000","UNF","UNFOUNDED","019XX Saint Ann St","70116"
